candidate_id,repository,doi,title,final_queue,manual_priority,landing_url,doi_url,local_drop_dir,downloaded_file_count,registered_file_count,readable_table_count,license_status,publication_status,randomization_status,crossover_status,current_reasons,expected_file_names,official_download_urls,official_file_statuses,manual_action
RCTC-00152,Dryad,10.5061/dryad.gf1vhhmm5,Effect of a tailored multidimensional intervention on the care burden among family caregivers of stroke survivors: A randomised controlled trial,access_failed_official_route,high_manual_browser,https://datadryad.org/dataset/doi:10.5061/dryad.gf1vhhmm5,https://doi.org/10.5061/dryad.gf1vhhmm5,rct_expansion/provenance/manual_download_rescue_2026_06_11/manual_downloads/RCTC-00152,0,1,0,pass,pass,pass,no,no data file downloaded; 1 download failure(s); participant-level rows not confirmed; treatment/group assignment not confirmed; outcomes not confirmed,CARE_BURDEN_and_QoL_project.xlsx,https://datadryad.org/api/v2/files/1263199/download,failed,Open the Dryad landing page in a browser and use the visible Download Dataset or file buttons; automation hit 401/403 but manual browser download may work.
RCTC-01873,Dryad,10.5061/dryad.6t1g1jxbs,"Impact of an integrated intervention package during preconception, pregnancy, and early childhood on inflammation, IGF-1, IGFBP3 during the first 6 months of life: Findings from the WINGS randomized controlled trial",access_failed_official_route,high_manual_browser,https://datadryad.org/dataset/doi:10.5061/dryad.6t1g1jxbs,https://doi.org/10.5061/dryad.6t1g1jxbs,rct_expansion/provenance/manual_download_rescue_2026_06_11/manual_downloads/RCTC-01873,0,1,0,pass,pass,pass,no,no data file downloaded; 1 download failure(s); participant-level rows not confirmed; treatment/group assignment not confirmed; outcomes not confirmed,dataset_inflammatorymarkermanuscript_28.11.25.xlsx,https://datadryad.org/api/v2/files/4490559/download,failed,Open the Dryad landing page in a browser and use the visible Download Dataset or file buttons; automation hit 401/403 but manual browser download may work.
RCTC-00883,Dryad,10.5061/dryad.k0p2ngf7b,"Pharmacodynamics parameters underlying the manuscript: The effect of morning versus evening administration of empagliflozin on its pharmacokinetics and pharmacodynamics characteristics in healthy adults: a two-way crossover, non-randomised trial",access_failed_official_route,high_manual_browser,https://datadryad.org/dataset/doi:10.5061/dryad.k0p2ngf7b,https://doi.org/10.5061/dryad.k0p2ngf7b,rct_expansion/provenance/manual_download_rescue_2026_06_11/manual_downloads/RCTC-00883,0,5,0,pass,pass,pass,yes,no data file downloaded; 5 download failure(s); crossover design requires method decision before benchmark cleaning; participant-level rows not confirmed; treatment/group assignment not confirmed; outcomes not confirmed,Cumulative_amount_of_glucose_excretion_at_Morning_dose_over_24_hours.xlsx | Cumulative_amount_of_glucose_excretion_at_the_Evening_dose_over_the_24_hours.xlsx | download.xlsx | Pharmacodynamic_evaluation_Urinary_glucose_excretion.docx | README_file_of_pharmacodynamics.xlsx,https://datadryad.org/api/v2/files/635099/download | https://datadryad.org/api/v2/files/635100/download | https://datadryad.org/api/v2/files/635097/download | https://datadryad.org/api/v2/files/635098/download | https://datadryad.org/api/v2/files/635101/download,failed | failed | failed | failed | failed,Open the Dryad landing page in a browser and use the visible Download Dataset or file buttons; automation hit 401/403 but manual browser download may work.
RCTC-00884,Dryad,10.5061/dryad.brv15dv8j,"Pharmacokinetics parameters, bioanalytical method underlying the manuscript: The effect of morning versus evening administration of empagliflozin on its pharmacokinetics and pharmacodynamics characteristics in healthy adults: a two-way crossover non-randomised trial",access_failed_official_route,high_manual_browser,https://datadryad.org/dataset/doi:10.5061/dryad.brv15dv8j,https://doi.org/10.5061/dryad.brv15dv8j,rct_expansion/provenance/manual_download_rescue_2026_06_11/manual_downloads/RCTC-00884,0,7,0,pass,pass,pass,yes,no data file downloaded; 7 download failure(s); crossover design requires method decision before benchmark cleaning; participant-level rows not confirmed; treatment/group assignment not confirmed; outcomes not confirmed,Bioanalytical_method_validation-_Empagliflozin.doc | AUC_0-t___AUC_0-inf_for_Empagliflozin_10_mg.xlsx | Pharmacokinetics_parameters_of_Empagliflozin_10_mg_(Morning_dose).xlsx | Pharmacokinetics_parameters_of_Empagliflozin_10_mg_(Night_dose).xlsx | Plasma_concentration_10_mg_at_Morning_dose.xlsx | Plasma_Concentration_at_Evening_dose-2.xlsx | README_for_pharmacokinetics_parameters.xlsx,https://datadryad.org/api/v2/files/639450/download | https://datadryad.org/api/v2/files/639444/download | https://datadryad.org/api/v2/files/639446/download | https://datadryad.org/api/v2/files/639447/download | https://datadryad.org/api/v2/files/639448/download | https://datadryad.org/api/v2/files/639451/download | https://datadryad.org/api/v2/files/639449/download,failed | failed | failed | failed | failed | failed | failed,Open the Dryad landing page in a browser and use the visible Download Dataset or file buttons; automation hit 401/403 but manual browser download may work.
RCTC-00107,Dryad,10.5061/dryad.n8pk0p30r,REGAIN trial intervention development process evaluation data,access_failed_official_route,high_manual_browser,https://datadryad.org/dataset/doi:10.5061/dryad.n8pk0p30r,https://doi.org/10.5061/dryad.n8pk0p30r,rct_expansion/provenance/manual_download_rescue_2026_06_11/manual_downloads/RCTC-00107,0,2,0,pass,pass,unclear_or_fail,no,no data file downloaded; 2 download failure(s); individual randomization not confirmed by metadata; participant-level rows not confirmed; treatment/group assignment not confirmed; outcomes not confirmed,Live_online_exercise_session.docx | REGAIN_PPI_feedback_on_behavioural_component_and_practitioner_manual.docx,https://datadryad.org/api/v2/files/2077267/download | https://datadryad.org/api/v2/files/2077266/download,failed | failed,Open the Dryad landing page in a browser and use the visible Download Dataset or file buttons; automation hit 401/403 but manual browser download may work.
RCTC-05226,Dryad,10.5061/dryad.866t1g1nw,"Randomized control trial of SMS for postpartum behaviors and family planning in Kiambu County, Kenya",access_failed_official_route,high_manual_browser,https://datadryad.org/dataset/doi:10.5061/dryad.866t1g1nw,https://doi.org/10.5061/dryad.866t1g1nw,rct_expansion/provenance/manual_download_rescue_2026_06_11/manual_downloads/RCTC-05226,0,1,0,pass,pass,pass,no,no data file downloaded; 1 download failure(s); participant-level rows not confirmed; treatment/group assignment not confirmed; outcomes not confirmed,20200804_SMS_RCT_Dataset.xls,https://datadryad.org/api/v2/files/380754/download,failed,Open the Dryad landing page in a browser and use the visible Download Dataset or file buttons; automation hit 401/403 but manual browser download may work.
RCTC-01313,Dryad,10.5061/dryad.4f4qrfj95,Randomized trial of AKI alerts in hospitalized patients,access_failed_official_route,high_manual_browser,https://datadryad.org/dataset/doi:10.5061/dryad.4f4qrfj95,https://doi.org/10.5061/dryad.4f4qrfj95,rct_expansion/provenance/manual_download_rescue_2026_06_11/manual_downloads/RCTC-01313,0,2,0,pass,pass,pass,no,no data file downloaded; 2 download failure(s); participant-level rows not confirmed; treatment/group assignment not confirmed; outcomes not confirmed,ELAIA-1_data_dictionary_10-6-2020.csv | ELAIA-1_deidentified_data_10-6-2020.csv,https://datadryad.org/api/v2/files/442059/download | https://datadryad.org/api/v2/files/442060/download,failed | failed,Open the Dryad landing page in a browser and use the visible Download Dataset or file buttons; automation hit 401/403 but manual browser download may work.
RCTC-00887,Dryad,10.5061/dryad.c81sr72,Supplemental appendix: Randomised trial of daily high-dose vitamin D3 in RRMS patients receiving sc interferon beta-1a,access_retry_rate_limited,high_manual_browser,https://datadryad.org/dataset/doi:10.5061/dryad.c81sr72,https://doi.org/10.5061/dryad.c81sr72,rct_expansion/provenance/manual_download_rescue_2026_06_11/manual_downloads/RCTC-00887,0,0,0,pass,pass,pass,no,no data file downloaded; participant-level rows not confirmed; treatment/group assignment not confirmed; outcomes not confirmed,,,,Open the Dryad landing page in a browser and inspect the file list; automation was rate-limited before a reliable file manifest was captured.
RCTC-05209,Dryad,10.5061/dryad.sbcc2frgb,Supplemental data from: Adrenal suppression from vamorolone and prednisone in Duchenne muscular dystrophy: results from the phase 2b clinical trial,access_retry_rate_limited,high_manual_browser,https://datadryad.org/dataset/doi:10.5061/dryad.sbcc2frgb,https://doi.org/10.5061/dryad.sbcc2frgb,rct_expansion/provenance/manual_download_rescue_2026_06_11/manual_downloads/RCTC-05209,0,0,0,pass,pass,pass,yes,no data file downloaded; crossover design requires method decision before benchmark cleaning; participant-level rows not confirmed; treatment/group assignment not confirmed; outcomes not confirmed,,,,Open the Dryad landing page in a browser and inspect the file list; automation was rate-limited before a reliable file manifest was captured.
RCTC-00151,Dryad,10.5061/dryad.k0p2ngf6b,"Systemic corticosteroids and mortality in severe and critical COVID-19 patients in Wuhan, China",access_retry_rate_limited,high_manual_browser,https://datadryad.org/dataset/doi:10.5061/dryad.k0p2ngf6b,https://doi.org/10.5061/dryad.k0p2ngf6b,rct_expansion/provenance/manual_download_rescue_2026_06_11/manual_downloads/RCTC-00151,0,0,0,pass,pass,pass,no,no data file downloaded; participant-level rows not confirmed; treatment/group assignment not confirmed; outcomes not confirmed,,,,Open the Dryad landing page in a browser and inspect the file list; automation was rate-limited before a reliable file manifest was captured.
RCTC-05233,Dryad,10.5061/dryad.1jwstqjqd,The Feasibility of a Behavioral Group Intervention After Weight-Loss Surgery: A Randomized Pilot Trial,access_retry_rate_limited,high_manual_browser,https://datadryad.org/dataset/doi:10.5061/dryad.1jwstqjqd,https://doi.org/10.5061/dryad.1jwstqjqd,rct_expansion/provenance/manual_download_rescue_2026_06_11/manual_downloads/RCTC-05233,0,0,0,pass,pass,pass,no,no data file downloaded; participant-level rows not confirmed; treatment/group assignment not confirmed; outcomes not confirmed,,,,Open the Dryad landing page in a browser and inspect the file list; automation was rate-limited before a reliable file manifest was captured.
RCTC-05141,Dryad,10.5061/dryad.n5tb2rbtr,The effect of sertraline on depression and associations with persistent depression in survivors of HIV-related cryptococcal meningitis,access_retry_rate_limited,high_manual_browser,https://datadryad.org/dataset/doi:10.5061/dryad.n5tb2rbtr,https://doi.org/10.5061/dryad.n5tb2rbtr,rct_expansion/provenance/manual_download_rescue_2026_06_11/manual_downloads/RCTC-05141,0,0,0,pass,pass,pass,no,no data file downloaded; participant-level rows not confirmed; treatment/group assignment not confirmed; outcomes not confirmed,,,,Open the Dryad landing page in a browser and inspect the file list; automation was rate-limited before a reliable file manifest was captured.
RCTC-00929,Loughborough University,10.17028/rd.lboro.30147469.v1,"Supplementary information files for ""Adherence to exercise rehabilitation programmes in stroke survivors: a scoping review""",not_qualified_before_cleaning,landing_page_check,https://repository.lboro.ac.uk/articles/dataset/Supplementary_information_files_for_Adherence_to_exercise_rehabilitation_programmes_in_stroke_survivors_a_scoping_review_/30147469/1,https://doi.org/10.17028/rd.lboro.30147469.v1,rct_expansion/provenance/manual_download_rescue_2026_06_11/manual_downloads/RCTC-00929,0,0,0,pass,pass,pass,no,no data file downloaded; participant-level rows not confirmed; treatment/group assignment not confirmed; outcomes not confirmed,,,,Open the landing page and verify whether any participant-level data file exists; current official metadata exposed no usable data file.
RCTC-02946,Loughborough University,10.17028/rd.lboro.28694822.v1,"Supplementary information files for ""Kidney Beam-A Cost-Effective Digital Intervention to Improve Mental Health""",not_qualified_before_cleaning,landing_page_check,https://repository.lboro.ac.uk/articles/dataset/Supplementary_information_files_for_Kidney_Beam-A_Cost-Effective_Digital_Intervention_to_Improve_Mental_Health_/28694822/1,https://doi.org/10.17028/rd.lboro.28694822.v1,rct_expansion/provenance/manual_download_rescue_2026_06_11/manual_downloads/RCTC-02946,0,0,0,pass,pass,pass,no,no data file downloaded; participant-level rows not confirmed; treatment/group assignment not confirmed; outcomes not confirmed,,,,Open the landing page and verify whether any participant-level data file exists; current official metadata exposed no usable data file.
RCTC-02645,Mendeley,10.17632/kdr3b4srbv,Data for: Effects of repetitive transcranial magnetic stimulation in combination with a low-carbohydrate diet in overweight or obese patients. A randomized controlled trial.,not_qualified_before_cleaning,manual_content_review,https://data.mendeley.com/datasets/kdr3b4srbv,https://doi.org/10.17632/kdr3b4srbv,rct_expansion/provenance/manual_download_rescue_2026_06_11/manual_downloads/RCTC-02645,1,1,3,pass,pass,pass,no,treatment/group assignment not confirmed,Patients record.xlsx,https://data.mendeley.com/public-files/datasets/kdr3b4srbv/files/84087c8c-a856-4026-9d1b-a44105319df0/file_downloaded,downloaded,"Files are already downloaded in quarantine; manually review whether treatment assignment is encoded in sheet names, file names, or documentation."
RCTC-03085,Mendeley,10.17632/pxxtzgzgcz,"Data for: Efficacy of single-shot adductor canal block combined with posterior capsular infiltration on postoperative pain and functional outcome after total knee arthroplasty: a prospective, double-blind, randomized controlled study",not_qualified_before_cleaning,manual_content_review,https://data.mendeley.com/datasets/pxxtzgzgcz,https://doi.org/10.17632/pxxtzgzgcz,rct_expansion/provenance/manual_download_rescue_2026_06_11/manual_downloads/RCTC-03085,2,2,10,pass,pass,pass,no,treatment/group assignment not confirmed,Original data-ACB +PCI.xlsx | Original data-PIA.xlsx,https://data.mendeley.com/public-files/datasets/pxxtzgzgcz/files/7272c4eb-6c02-4601-ba0a-8ad226bac1bb/file_downloaded | https://data.mendeley.com/public-files/datasets/pxxtzgzgcz/files/b6806220-bce0-41b6-8ca7-f14b33164fa8/file_downloaded,downloaded | downloaded,"Files are already downloaded in quarantine; manually review whether treatment assignment is encoded in sheet names, file names, or documentation."
RCTC-02622,Mendeley,10.17632/2k98mvnk85,Data for: Multicenter randomized controlled trial comparing the effectiveness and safety of hydrocellular and hydrocolloid dressings for treatment of stage II pressure ulcers in patients at primary and long-term care institutions.,not_qualified_before_cleaning,manual_content_review,https://data.mendeley.com/datasets/2k98mvnk85,https://doi.org/10.17632/2k98mvnk85,rct_expansion/provenance/manual_download_rescue_2026_06_11/manual_downloads/RCTC-02622,2,2,2,pass,pass,pass,no,treatment/group assignment not confirmed,coste_paciente_ per revista.xlsx | datos_analisis2 - english.xlsx,https://data.mendeley.com/public-files/datasets/2k98mvnk85/files/7e59087c-436a-47c2-aa17-080956122034/file_downloaded | https://data.mendeley.com/public-files/datasets/2k98mvnk85/files/798b5dbf-3050-4f9a-b529-12181b5e0ddd/file_downloaded,downloaded | downloaded,"Files are already downloaded in quarantine; manually review whether treatment assignment is encoded in sheet names, file names, or documentation."
RCTC-03017,Mendeley,10.17632/5fj2mts5db,"Data for: Which is the best use for tranexamic acid on patients with thoracolumbar fracture, topical, intravenous or combined? A randomized controlled clinical trial.",not_qualified_before_cleaning,manual_content_review,https://data.mendeley.com/datasets/5fj2mts5db,https://doi.org/10.17632/5fj2mts5db,rct_expansion/provenance/manual_download_rescue_2026_06_11/manual_downloads/RCTC-03017,1,1,3,pass,pass,pass,no,treatment/group assignment not confirmed,Electronic Supplementary Material.xlsx,https://data.mendeley.com/public-files/datasets/5fj2mts5db/files/cefcde50-a521-473f-be9c-8f9b3ffa0c93/file_downloaded,downloaded,"Files are already downloaded in quarantine; manually review whether treatment assignment is encoded in sheet names, file names, or documentation."
RCTC-00346,Mendeley,10.17632/96bk339vr4,Effects of family participatory dignity therapy on the psychological well-being and family function of patients with haematological malignancies and their family caregivers: a randomised controlled trial,not_qualified_before_cleaning,manual_content_review,https://data.mendeley.com/datasets/96bk339vr4,https://doi.org/10.17632/96bk339vr4,rct_expansion/provenance/manual_download_rescue_2026_06_11/manual_downloads/RCTC-00346,1,1,16,pass,pass,pass,no,treatment/group assignment not confirmed,Data.zip,https://data.mendeley.com/public-files/datasets/96bk339vr4/files/489f511e-3c29-4117-86a3-f13739dde3e0/file_downloaded,downloaded,"Files are already downloaded in quarantine; manually review whether treatment assignment is encoded in sheet names, file names, or documentation."
RCTC-01303,Zenodo,10.5281/zenodo.17865268,Aerobic Exercise for Urinary Incontinence in People with Multiple Sclerosis: A Randomized Feasibility Trial,not_qualified_before_cleaning,landing_page_check,https://zenodo.org/doi/10.5281/zenodo.17865268,https://doi.org/10.5281/zenodo.17865268,rct_expansion/provenance/manual_download_rescue_2026_06_11/manual_downloads/RCTC-01303,0,0,0,pass,pass,pass,no,no data file downloaded; participant-level rows not confirmed; treatment/group assignment not confirmed; outcomes not confirmed,,,,Open the landing page and verify whether any participant-level data file exists; current official metadata exposed no usable data file.
RCTC-02275,Zenodo,10.5281/zenodo.17065294,COVID-19 Convalescent Plasma Therapy: Long-term Implications,not_qualified_before_cleaning,landing_page_check,https://zenodo.org/doi/10.5281/zenodo.17065294,https://doi.org/10.5281/zenodo.17065294,rct_expansion/provenance/manual_download_rescue_2026_06_11/manual_downloads/RCTC-02275,0,0,0,pass,pass,pass,no,no data file downloaded; participant-level rows not confirmed; treatment/group assignment not confirmed; outcomes not confirmed,,,,Open the landing page and verify whether any participant-level data file exists; current official metadata exposed no usable data file.
RCTC-05300,Zenodo,10.5281/zenodo.17856603,Data for Motor Imagery and Pelvic Floor Muscle Activation in Post-menopausal Women with Stress Urinary Incontinence: Pilot Randomized Control Trial,not_qualified_before_cleaning,landing_page_check,https://zenodo.org/doi/10.5281/zenodo.17856603,https://doi.org/10.5281/zenodo.17856603,rct_expansion/provenance/manual_download_rescue_2026_06_11/manual_downloads/RCTC-05300,0,0,0,pass,unclear,pass,no,no data file downloaded; associated publication not linked/clear in metadata; participant-level rows not confirmed; treatment/group assignment not confirmed; outcomes not confirmed,,,,Open the landing page and verify whether any participant-level data file exists; current official metadata exposed no usable data file.
RCTC-05267,Zenodo,10.5281/zenodo.17588140,"Dataset related to article ""Randomized Trial of Dapagliflozin in Patients With Nondiabetic Stage 4 CKD""",not_qualified_before_cleaning,landing_page_check,https://zenodo.org/doi/10.5281/zenodo.17588140,https://doi.org/10.5281/zenodo.17588140,rct_expansion/provenance/manual_download_rescue_2026_06_11/manual_downloads/RCTC-05267,0,0,0,pass,pass,pass,yes,no data file downloaded; crossover design requires method decision before benchmark cleaning; participant-level rows not confirmed; treatment/group assignment not confirmed; outcomes not confirmed,,,,Open the landing page and verify whether any participant-level data file exists; current official metadata exposed no usable data file.
RCTC-01183,Zenodo,10.5281/zenodo.20596682,ENEA Trial: A Randomized Controlled Trial of Cardiac Rehabilitation After Heart Transplantation -DATASET,not_qualified_before_cleaning,landing_page_check,https://zenodo.org/doi/10.5281/zenodo.20596682,https://doi.org/10.5281/zenodo.20596682,rct_expansion/provenance/manual_download_rescue_2026_06_11/manual_downloads/RCTC-01183,0,0,0,pass,pass,pass,no,no data file downloaded; participant-level rows not confirmed; treatment/group assignment not confirmed; outcomes not confirmed,,,,Open the landing page and verify whether any participant-level data file exists; current official metadata exposed no usable data file.
RCTC-00210,Zenodo,10.5281/zenodo.17806468,TAILOR study,not_qualified_before_cleaning,landing_page_check,https://zenodo.org/doi/10.5281/zenodo.17806468,https://doi.org/10.5281/zenodo.17806468,rct_expansion/provenance/manual_download_rescue_2026_06_11/manual_downloads/RCTC-00210,0,0,0,pass,pass,unclear_or_fail,no,no data file downloaded; individual randomization not confirmed by metadata; participant-level rows not confirmed; treatment/group assignment not confirmed; outcomes not confirmed,,,,Open the landing page and verify whether any participant-level data file exists; current official metadata exposed no usable data file.
RCTC-04131,Zenodo,10.5281/zenodo.4039991,"The effects of LED-mediated photobiomodulation vs no photobiomodulation on extraction space closure in adolescents and young adult patients: A split-mouth, randomized controlled trial.",not_qualified_before_cleaning,manual_content_review,https://zenodo.org/record/4039991,https://doi.org/10.5281/zenodo.4039991,rct_expansion/provenance/manual_download_rescue_2026_06_11/manual_downloads/RCTC-04131,1,1,2,pass,pass,pass,no,treatment/group assignment not confirmed,Orthopulse _ canine distalisation (altogether _ ME).xlsx,https://zenodo.org/api/records/4039992/files/Orthopulse%20&%20canine%20distalisation%20(altogether%20&%20ME).xlsx/content,downloaded,"Files are already downloaded in quarantine; manually review whether treatment assignment is encoded in sheet names, file names, or documentation."
RCTC-05974,Zenodo,10.5281/zenodo.5919956,TomoBreast randomized clinical trial's lung-heart outcomes and mortality through the 2020 COVID-19 pandemic: data and software,not_qualified_before_cleaning,manual_content_review,https://zenodo.org/doi/10.5281/zenodo.5919956,https://doi.org/10.5281/zenodo.5919956,rct_expansion/provenance/manual_download_rescue_2026_06_11/manual_downloads/RCTC-05974,4,4,2,pass,pass,pass,no,treatment/group assignment not confirmed,aelq_2_3_readme.txt | aelq6_public.R | aelq3.txt | aelq2_base2.txt,https://zenodo.org/api/records/5919956/files/aelq_2_3_readme.txt/content | https://zenodo.org/api/records/5919956/files/aelq6_public.R/content | https://zenodo.org/api/records/5919956/files/aelq3.txt/content | https://zenodo.org/api/records/5919956/files/aelq2_base2.txt/content,downloaded | downloaded | downloaded | downloaded,"Files are already downloaded in quarantine; manually review whether treatment assignment is encoded in sheet names, file names, or documentation."
RCTC-04981,Digital Commons Data@Becker,10.17632/grgwpgkpdg.3,Data from the STEP-HI Randomized Clinical Trial,access_failed_official_route,request_access,https://data.mendeley.com/datasets/grgwpgkpdg/3,https://doi.org/10.17632/grgwpgkpdg.3,rct_expansion/provenance/manual_download_rescue_2026_06_11/manual_downloads/RCTC-04981,0,0,0,fail_or_unclear,pass,pass,no,no data file downloaded; license/restriction check not clean; participant-level rows not confirmed; treatment/group assignment not confirmed; outcomes not confirmed,,,,Open the landing page and use the official Request access button; files are not publicly available by anonymous automation.
RCTC-00886,Dryad,10.5061/dryad.hqbzkh1b7,Data from: Barrier bednets target malaria vectors and expand the range of usable insecticides,access_failed_official_route,high_manual_browser,https://datadryad.org/dataset/doi:10.5061/dryad.hqbzkh1b7,https://doi.org/10.5061/dryad.hqbzkh1b7,rct_expansion/provenance/manual_download_rescue_2026_06_11/manual_downloads/RCTC-00886,0,1,0,pass,pass,unclear_or_fail,no,no data file downloaded; 1 download failure(s); individual randomization not confirmed by metadata; participant-level rows not confirmed; treatment/group assignment not confirmed; outcomes not confirmed,BB_Hut_Trial_2017_rotation_plan_Dryad_Sept_2019.xlsx,https://datadryad.org/api/v2/files/222946/download,failed,Open the Dryad landing page in a browser and use the visible Download Dataset or file buttons; automation hit 401/403 but manual browser download may work.
RCTC-01878,Dryad,10.5061/dryad.crjdfn3dt,Performance of GPT-4o mini and GPT-4o for medical text mining tasks at different temperature settings,access_failed_official_route,high_manual_browser,https://datadryad.org/dataset/doi:10.5061/dryad.crjdfn3dt,https://doi.org/10.5061/dryad.crjdfn3dt,rct_expansion/provenance/manual_download_rescue_2026_06_11/manual_downloads/RCTC-01878,0,2,0,pass,pass,unclear_or_fail,no,no data file downloaded; 2 download failure(s); individual randomization not confirmed by metadata; participant-level rows not confirmed; treatment/group assignment not confirmed; outcomes not confirmed,rct_oncology_gpt_responses_all.csv | sample_size_gpt_responses_all.csv,https://datadryad.org/api/v2/files/3781953/download | https://datadryad.org/api/v2/files/3781952/download,failed | failed,Open the Dryad landing page in a browser and use the visible Download Dataset or file buttons; automation hit 401/403 but manual browser download may work.
RCTC-06044,Zenodo,10.5281/zenodo.10040088,"Dataset related to article ""Radiosurgery of limited brain metastases from primary solid tumor: results of the randomized phase III trial (NCT02355613) comparing treatments executed with a specialized or a C-arm linac-based platform""",not_qualified_before_cleaning,landing_page_check,https://zenodo.org/doi/10.5281/zenodo.10040088,https://doi.org/10.5281/zenodo.10040088,rct_expansion/provenance/manual_download_rescue_2026_06_11/manual_downloads/RCTC-06044,0,0,0,fail_or_unclear,pass,pass,no,no data file downloaded; license/restriction check not clean; participant-level rows not confirmed; treatment/group assignment not confirmed; outcomes not confirmed,,,,Open the landing page and verify whether any participant-level data file exists; current official metadata exposed no usable data file.
RCTC-06028,Zenodo,10.5281/zenodo.10229195,"Dataset related to article ""Sentinel lymph node biopsy versus axillary lymph node dissection in breast cancer patients undergoing mastectomy with one to two metastatic sentinel lymph nodes: sub-analysis of the SINODAR-ONE multicentre randomized clinical trial and reopening of enrolment """,not_qualified_before_cleaning,landing_page_check,https://zenodo.org/doi/10.5281/zenodo.10229195,https://doi.org/10.5281/zenodo.10229195,rct_expansion/provenance/manual_download_rescue_2026_06_11/manual_downloads/RCTC-06028,0,0,0,fail_or_unclear,pass,pass,no,no data file downloaded; license/restriction check not clean; participant-level rows not confirmed; treatment/group assignment not confirmed; outcomes not confirmed,,,,Open the landing page and verify whether any participant-level data file exists; current official metadata exposed no usable data file.
RCTC-03127,Zenodo,10.5281/zenodo.14811536,Dataset related to article: Longitudinal neurofunctional changes in medication overuse headache patients after mindfulness practice in a randomized controlled trial (the MIND-CM study),not_qualified_before_cleaning,landing_page_check,https://zenodo.org/doi/10.5281/zenodo.14811536,https://doi.org/10.5281/zenodo.14811536,rct_expansion/provenance/manual_download_rescue_2026_06_11/manual_downloads/RCTC-03127,0,0,0,fail_or_unclear,pass,pass,no,no data file downloaded; license/restriction check not clean; participant-level rows not confirmed; treatment/group assignment not confirmed; outcomes not confirmed,,,,Open the landing page and verify whether any participant-level data file exists; current official metadata exposed no usable data file.
