Trial_ID,audit_source,audit_type,candidate_id,Original_Trial_ID,outcome_variable,outcome_role,arm,statistic,paper_value,paper_precision,cleaned_value,absolute_diff,tolerance,status,paper_source,notes
117,generated_from_cleaned_data,descriptive_summary_screen,Effects of S-Ketamine and Midazolam on Respiratory Variability: A Randomized Controlled Pilot Trial,,YP_delta_mrr_post_pre,primary,Ketamine,n_nonmissing,,,9.0,,,descriptive_recovered_pending_publication_comparison,pending_publication_value_extraction,Generated during folder cleanup because no existing summary-stat audit rows were found for this active trial. Values are descriptive summaries computed from cleaned participant-level data; paper_value is blank until publication values are extracted.
117,generated_from_cleaned_data,descriptive_summary_screen,Effects of S-Ketamine and Midazolam on Respiratory Variability: A Randomized Controlled Pilot Trial,,YP_delta_mrr_post_pre,primary,Ketamine,q1,,,-2.0822807017543994,,,descriptive_recovered_pending_publication_comparison,pending_publication_value_extraction,Generated during folder cleanup because no existing summary-stat audit rows were found for this active trial. Values are descriptive summaries computed from cleaned participant-level data; paper_value is blank until publication values are extracted.
117,generated_from_cleaned_data,descriptive_summary_screen,Effects of S-Ketamine and Midazolam on Respiratory Variability: A Randomized Controlled Pilot Trial,,YP_delta_mrr_post_pre,primary,Ketamine,q3,,,-0.768039215686267,,,descriptive_recovered_pending_publication_comparison,pending_publication_value_extraction,Generated during folder cleanup because no existing summary-stat audit rows were found for this active trial. Values are descriptive summaries computed from cleaned participant-level data; paper_value is blank until publication values are extracted.
117,generated_from_cleaned_data,descriptive_summary_screen,Effects of S-Ketamine and Midazolam on Respiratory Variability: A Randomized Controlled Pilot Trial,,YP_delta_mrr_post_pre,primary,Ketamine,sd,,,1.7327163416744746,,,descriptive_recovered_pending_publication_comparison,pending_publication_value_extraction,Generated during folder cleanup because no existing summary-stat audit rows were found for this active trial. Values are descriptive summaries computed from cleaned participant-level data; paper_value is blank until publication values are extracted.
117,generated_from_cleaned_data,descriptive_summary_screen,Effects of S-Ketamine and Midazolam on Respiratory Variability: A Randomized Controlled Pilot Trial,,YP_delta_mrr_post_pre,primary,Midazolam,mean,,,0.3456021922657948,,,descriptive_recovered_pending_publication_comparison,pending_publication_value_extraction,Generated during folder cleanup because no existing summary-stat audit rows were found for this active trial. Values are descriptive summaries computed from cleaned participant-level data; paper_value is blank until publication values are extracted.
117,generated_from_cleaned_data,descriptive_summary_screen,Effects of S-Ketamine and Midazolam on Respiratory Variability: A Randomized Controlled Pilot Trial,,YP_delta_mrr_post_pre,primary,Midazolam,median,,,-0.0306249999999997,,,descriptive_recovered_pending_publication_comparison,pending_publication_value_extraction,Generated during folder cleanup because no existing summary-stat audit rows were found for this active trial. Values are descriptive summaries computed from cleaned participant-level data; paper_value is blank until publication values are extracted.
117,generated_from_cleaned_data,descriptive_summary_screen,Effects of S-Ketamine and Midazolam on Respiratory Variability: A Randomized Controlled Pilot Trial,,YP_delta_mrr_post_pre,primary,Midazolam,n_nonmissing,,,8.0,,,descriptive_recovered_pending_publication_comparison,pending_publication_value_extraction,Generated during folder cleanup because no existing summary-stat audit rows were found for this active trial. Values are descriptive summaries computed from cleaned participant-level data; paper_value is blank until publication values are extracted.
117,generated_from_cleaned_data,descriptive_summary_screen,Effects of S-Ketamine and Midazolam on Respiratory Variability: A Randomized Controlled Pilot Trial,,YP_delta_mrr_post_pre,primary,Midazolam,q1,,,-0.5627777777777768,,,descriptive_recovered_pending_publication_comparison,pending_publication_value_extraction,Generated during folder cleanup because no existing summary-stat audit rows were found for this active trial. Values are descriptive summaries computed from cleaned participant-level data; paper_value is blank until publication values are extracted.
117,generated_from_cleaned_data,descriptive_summary_screen,Effects of S-Ketamine and Midazolam on Respiratory Variability: A Randomized Controlled Pilot Trial,,YP_delta_mrr_post_pre,primary,Midazolam,q3,,,0.6091094771241816,,,descriptive_recovered_pending_publication_comparison,pending_publication_value_extraction,Generated during folder cleanup because no existing summary-stat audit rows were found for this active trial. Values are descriptive summaries computed from cleaned participant-level data; paper_value is blank until publication values are extracted.
117,generated_from_cleaned_data,descriptive_summary_screen,Effects of S-Ketamine and Midazolam on Respiratory Variability: A Randomized Controlled Pilot Trial,,YP_delta_mrr_post_pre,primary,Midazolam,sd,,,2.259246845126065,,,descriptive_recovered_pending_publication_comparison,pending_publication_value_extraction,Generated during folder cleanup because no existing summary-stat audit rows were found for this active trial. Values are descriptive summaries computed from cleaned participant-level data; paper_value is blank until publication values are extracted.
117,generated_from_cleaned_data,descriptive_summary_screen,Effects of S-Ketamine and Midazolam on Respiratory Variability: A Randomized Controlled Pilot Trial,,YP_delta_mrr_post_pre,primary,Saline,mean,,,-1.0611884112619483,,,descriptive_recovered_pending_publication_comparison,pending_publication_value_extraction,Generated during folder cleanup because no existing summary-stat audit rows were found for this active trial. Values are descriptive summaries computed from cleaned participant-level data; paper_value is blank until publication values are extracted.
117,generated_from_cleaned_data,descriptive_summary_screen,Effects of S-Ketamine and Midazolam on Respiratory Variability: A Randomized Controlled Pilot Trial,,YP_delta_mrr_post_pre,primary,Saline,median,,,-0.45095588235295025,,,descriptive_recovered_pending_publication_comparison,pending_publication_value_extraction,Generated during folder cleanup because no existing summary-stat audit rows were found for this active trial. Values are descriptive summaries computed from cleaned participant-level data; paper_value is blank until publication values are extracted.
117,generated_from_cleaned_data,descriptive_summary_screen,Effects of S-Ketamine and Midazolam on Respiratory Variability: A Randomized Controlled Pilot Trial,,YP_delta_mrr_post_pre,primary,Saline,n_nonmissing,,,8.0,,,descriptive_recovered_pending_publication_comparison,pending_publication_value_extraction,Generated during folder cleanup because no existing summary-stat audit rows were found for this active trial. Values are descriptive summaries computed from cleaned participant-level data; paper_value is blank until publication values are extracted.
117,generated_from_cleaned_data,descriptive_summary_screen,Effects of S-Ketamine and Midazolam on Respiratory Variability: A Randomized Controlled Pilot Trial,,YP_delta_mrr_post_pre,primary,Saline,q1,,,-2.648958333333337,,,descriptive_recovered_pending_publication_comparison,pending_publication_value_extraction,Generated during folder cleanup because no existing summary-stat audit rows were found for this active trial. Values are descriptive summaries computed from cleaned participant-level data; paper_value is blank until publication values are extracted.
117,generated_from_cleaned_data,descriptive_summary_screen,Effects of S-Ketamine and Midazolam on Respiratory Variability: A Randomized Controlled Pilot Trial,,YP_delta_mrr_post_pre,primary,Saline,q3,,,0.27448717948717505,,,descriptive_recovered_pending_publication_comparison,pending_publication_value_extraction,Generated during folder cleanup because no existing summary-stat audit rows were found for this active trial. Values are descriptive summaries computed from cleaned participant-level data; paper_value is blank until publication values are extracted.
117,generated_from_cleaned_data,descriptive_summary_screen,Effects of S-Ketamine and Midazolam on Respiratory Variability: A Randomized Controlled Pilot Trial,,YP_delta_mrr_post_pre,primary,Saline,sd,,,1.6252780289529145,,,descriptive_recovered_pending_publication_comparison,pending_publication_value_extraction,Generated during folder cleanup because no existing summary-stat audit rows were found for this active trial. Values are descriptive summaries computed from cleaned participant-level data; paper_value is blank until publication values are extracted.
117,generated_from_cleaned_data,descriptive_summary_screen,Effects of S-Ketamine and Midazolam on Respiratory Variability: A Randomized Controlled Pilot Trial,,YP_mrr_post,primary,Ketamine,mean,,,13.470740740740743,,,descriptive_recovered_pending_publication_comparison,pending_publication_value_extraction,Generated during folder cleanup because no existing summary-stat audit rows were found for this active trial. Values are descriptive summaries computed from cleaned participant-level data; paper_value is blank until publication values are extracted.
117,generated_from_cleaned_data,descriptive_summary_screen,Effects of S-Ketamine and Midazolam on Respiratory Variability: A Randomized Controlled Pilot Trial,,YP_mrr_post,primary,Ketamine,median,,,13.8075,,,descriptive_recovered_pending_publication_comparison,pending_publication_value_extraction,Generated during folder cleanup because no existing summary-stat audit rows were found for this active trial. Values are descriptive summaries computed from cleaned participant-level data; paper_value is blank until publication values are extracted.
117,generated_from_cleaned_data,descriptive_summary_screen,Effects of S-Ketamine and Midazolam on Respiratory Variability: A Randomized Controlled Pilot Trial,,YP_mrr_post,primary,Ketamine,n_nonmissing,,,9.0,,,descriptive_recovered_pending_publication_comparison,pending_publication_value_extraction,Generated during folder cleanup because no existing summary-stat audit rows were found for this active trial. Values are descriptive summaries computed from cleaned participant-level data; paper_value is blank until publication values are extracted.
117,generated_from_cleaned_data,descriptive_summary_screen,Effects of S-Ketamine and Midazolam on Respiratory Variability: A Randomized Controlled Pilot Trial,,YP_mrr_post,primary,Ketamine,q1,,,12.23,,,descriptive_recovered_pending_publication_comparison,pending_publication_value_extraction,Generated during folder cleanup because no existing summary-stat audit rows were found for this active trial. Values are descriptive summaries computed from cleaned participant-level data; paper_value is blank until publication values are extracted.
117,generated_from_cleaned_data,descriptive_summary_screen,Effects of S-Ketamine and Midazolam on Respiratory Variability: A Randomized Controlled Pilot Trial,,YP_mrr_post,primary,Ketamine,q3,,,14.945,,,descriptive_recovered_pending_publication_comparison,pending_publication_value_extraction,Generated during folder cleanup because no existing summary-stat audit rows were found for this active trial. Values are descriptive summaries computed from cleaned participant-level data; paper_value is blank until publication values are extracted.
117,generated_from_cleaned_data,descriptive_summary_screen,Effects of S-Ketamine and Midazolam on Respiratory Variability: A Randomized Controlled Pilot Trial,,YP_mrr_post,primary,Ketamine,sd,,,2.1682394709877832,,,descriptive_recovered_pending_publication_comparison,pending_publication_value_extraction,Generated during folder cleanup because no existing summary-stat audit rows were found for this active trial. Values are descriptive summaries computed from cleaned participant-level data; paper_value is blank until publication values are extracted.
117,generated_from_cleaned_data,descriptive_summary_screen,Effects of S-Ketamine and Midazolam on Respiratory Variability: A Randomized Controlled Pilot Trial,,YP_mrr_post,primary,Midazolam,mean,,,15.452083333333334,,,descriptive_recovered_pending_publication_comparison,pending_publication_value_extraction,Generated during folder cleanup because no existing summary-stat audit rows were found for this active trial. Values are descriptive summaries computed from cleaned participant-level data; paper_value is blank until publication values are extracted.
117,generated_from_cleaned_data,descriptive_summary_screen,Effects of S-Ketamine and Midazolam on Respiratory Variability: A Randomized Controlled Pilot Trial,,YP_mrr_post,primary,Midazolam,median,,,16.250833333333333,,,descriptive_recovered_pending_publication_comparison,pending_publication_value_extraction,Generated during folder cleanup because no existing summary-stat audit rows were found for this active trial. Values are descriptive summaries computed from cleaned participant-level data; paper_value is blank until publication values are extracted.
117,generated_from_cleaned_data,descriptive_summary_screen,Effects of S-Ketamine and Midazolam on Respiratory Variability: A Randomized Controlled Pilot Trial,,YP_mrr_post,primary,Midazolam,n_nonmissing,,,8.0,,,descriptive_recovered_pending_publication_comparison,pending_publication_value_extraction,Generated during folder cleanup because no existing summary-stat audit rows were found for this active trial. Values are descriptive summaries computed from cleaned participant-level data; paper_value is blank until publication values are extracted.
117,generated_from_cleaned_data,descriptive_summary_screen,Effects of S-Ketamine and Midazolam on Respiratory Variability: A Randomized Controlled Pilot Trial,,YP_mrr_post,primary,Midazolam,q1,,,12.940416666666666,,,descriptive_recovered_pending_publication_comparison,pending_publication_value_extraction,Generated during folder cleanup because no existing summary-stat audit rows were found for this active trial. Values are descriptive summaries computed from cleaned participant-level data; paper_value is blank until publication values are extracted.
117,generated_from_cleaned_data,descriptive_summary_screen,Effects of S-Ketamine and Midazolam on Respiratory Variability: A Randomized Controlled Pilot Trial,,YP_mrr_post,primary,Midazolam,q3,,,17.024166666666666,,,descriptive_recovered_pending_publication_comparison,pending_publication_value_extraction,Generated during folder cleanup because no existing summary-stat audit rows were found for this active trial. Values are descriptive summaries computed from cleaned participant-level data; paper_value is blank until publication values are extracted.
117,generated_from_cleaned_data,descriptive_summary_screen,Effects of S-Ketamine and Midazolam on Respiratory Variability: A Randomized Controlled Pilot Trial,,YP_mrr_post,primary,Midazolam,sd,,,4.26621349434895,,,descriptive_recovered_pending_publication_comparison,pending_publication_value_extraction,Generated during folder cleanup because no existing summary-stat audit rows were found for this active trial. Values are descriptive summaries computed from cleaned participant-level data; paper_value is blank until publication values are extracted.
117,generated_from_cleaned_data,descriptive_summary_screen,Effects of S-Ketamine and Midazolam on Respiratory Variability: A Randomized Controlled Pilot Trial,,YP_mrr_post,primary,Saline,mean,,,13.485833333333332,,,descriptive_recovered_pending_publication_comparison,pending_publication_value_extraction,Generated during folder cleanup because no existing summary-stat audit rows were found for this active trial. Values are descriptive summaries computed from cleaned participant-level data; paper_value is blank until publication values are extracted.
117,generated_from_cleaned_data,descriptive_summary_screen,Effects of S-Ketamine and Midazolam on Respiratory Variability: A Randomized Controlled Pilot Trial,,YP_mrr_post,primary,Saline,median,,,13.215833333333332,,,descriptive_recovered_pending_publication_comparison,pending_publication_value_extraction,Generated during folder cleanup because no existing summary-stat audit rows were found for this active trial. Values are descriptive summaries computed from cleaned participant-level data; paper_value is blank until publication values are extracted.
117,generated_from_cleaned_data,descriptive_summary_screen,Effects of S-Ketamine and Midazolam on Respiratory Variability: A Randomized Controlled Pilot Trial,,YP_mrr_post,primary,Saline,n_nonmissing,,,8.0,,,descriptive_recovered_pending_publication_comparison,pending_publication_value_extraction,Generated during folder cleanup because no existing summary-stat audit rows were found for this active trial. Values are descriptive summaries computed from cleaned participant-level data; paper_value is blank until publication values are extracted.
117,generated_from_cleaned_data,descriptive_summary_screen,Effects of S-Ketamine and Midazolam on Respiratory Variability: A Randomized Controlled Pilot Trial,,YP_mrr_post,primary,Saline,q1,,,11.053125,,,descriptive_recovered_pending_publication_comparison,pending_publication_value_extraction,Generated during folder cleanup because no existing summary-stat audit rows were found for this active trial. Values are descriptive summaries computed from cleaned participant-level data; paper_value is blank until publication values are extracted.
117,generated_from_cleaned_data,descriptive_summary_screen,Effects of S-Ketamine and Midazolam on Respiratory Variability: A Randomized Controlled Pilot Trial,,YP_mrr_post,primary,Saline,q3,,,14.985,,,descriptive_recovered_pending_publication_comparison,pending_publication_value_extraction,Generated during folder cleanup because no existing summary-stat audit rows were found for this active trial. Values are descriptive summaries computed from cleaned participant-level data; paper_value is blank until publication values are extracted.
117,generated_from_cleaned_data,descriptive_summary_screen,Effects of S-Ketamine and Midazolam on Respiratory Variability: A Randomized Controlled Pilot Trial,,YP_mrr_post,primary,Saline,sd,,,4.074331842194185,,,descriptive_recovered_pending_publication_comparison,pending_publication_value_extraction,Generated during folder cleanup because no existing summary-stat audit rows were found for this active trial. Values are descriptive summaries computed from cleaned participant-level data; paper_value is blank until publication values are extracted.
118,generated_from_cleaned_data,descriptive_summary_screen,Cerebrolysin and repetitive transcranial magnetic stimulation in traumatic brain injury,,Treatment,allocation,CRB+SHM,n,,,28.0,,,descriptive_recovered_pending_publication_comparison,pending_publication_value_extraction,Generated during folder cleanup because no existing summary-stat audit rows were found for this active trial. Values are descriptive summaries computed from cleaned participant-level data; paper_value is blank until publication values are extracted.
118,generated_from_cleaned_data,descriptive_summary_screen,Cerebrolysin and repetitive transcranial magnetic stimulation in traumatic brain injury,,Treatment,allocation,CRB+rTMS,n,,,30.0,,,descriptive_recovered_pending_publication_comparison,pending_publication_value_extraction,Generated during folder cleanup because no existing summary-stat audit rows were found for this active trial. Values are descriptive summaries computed from cleaned participant-level data; paper_value is blank until publication values are extracted.
118,generated_from_cleaned_data,descriptive_summary_screen,Cerebrolysin and repetitive transcranial magnetic stimulation in traumatic brain injury,,Treatment,allocation,PLC+SHM,n,,,28.0,,,descriptive_recovered_pending_publication_comparison,pending_publication_value_extraction,Generated during folder cleanup because no existing summary-stat audit rows were found for this active trial. Values are descriptive summaries computed from cleaned participant-level data; paper_value is blank until publication values are extracted.
118,generated_from_cleaned_data,descriptive_summary_screen,Cerebrolysin and repetitive transcranial magnetic stimulation in traumatic brain injury,,YP_cognitive_composite_180_bd_full_adj,primary,CRB+SHM,mean,,,-0.4814520677631179,,,descriptive_recovered_pending_publication_comparison,pending_publication_value_extraction,Generated during folder cleanup because no existing summary-stat audit rows were found for this active trial. Values are descriptive summaries computed from cleaned participant-level data; paper_value is blank until publication values are extracted.
118,generated_from_cleaned_data,descriptive_summary_screen,Cerebrolysin and repetitive transcranial magnetic stimulation in traumatic brain injury,,YP_cognitive_composite_180_bd_full_adj,primary,CRB+SHM,median,,,0.205127293432803,,,descriptive_recovered_pending_publication_comparison,pending_publication_value_extraction,Generated during folder cleanup because no existing summary-stat audit rows were found for this active trial. Values are descriptive summaries computed from cleaned participant-level data; paper_value is blank until publication values are extracted.
118,generated_from_cleaned_data,descriptive_summary_screen,Cerebrolysin and repetitive transcranial magnetic stimulation in traumatic brain injury,,YP_cognitive_composite_180_bd_full_adj,primary,CRB+SHM,n_nonmissing,,,27.0,,,descriptive_recovered_pending_publication_comparison,pending_publication_value_extraction,Generated during folder cleanup because no existing summary-stat audit rows were found for this active trial. Values are descriptive summaries computed from cleaned participant-level data; paper_value is blank until publication values are extracted.
118,generated_from_cleaned_data,descriptive_summary_screen,Cerebrolysin and repetitive transcranial magnetic stimulation in traumatic brain injury,,YP_cognitive_composite_180_bd_full_adj,primary,CRB+SHM,q1,,,-4.3491567812295795,,,descriptive_recovered_pending_publication_comparison,pending_publication_value_extraction,Generated during folder cleanup because no existing summary-stat audit rows were found for this active trial. Values are descriptive summaries computed from cleaned participant-level data; paper_value is blank until publication values are extracted.
118,generated_from_cleaned_data,descriptive_summary_screen,Cerebrolysin and repetitive transcranial magnetic stimulation in traumatic brain injury,,YP_cognitive_composite_180_bd_full_adj,primary,CRB+SHM,q3,,,2.651110386096997,,,descriptive_recovered_pending_publication_comparison,pending_publication_value_extraction,Generated during folder cleanup because no existing summary-stat audit rows were found for this active trial. Values are descriptive summaries computed from cleaned participant-level data; paper_value is blank until publication values are extracted.
118,generated_from_cleaned_data,descriptive_summary_screen,Cerebrolysin and repetitive transcranial magnetic stimulation in traumatic brain injury,,YP_cognitive_composite_180_bd_full_adj,primary,CRB+SHM,sd,,,5.05956122250822,,,descriptive_recovered_pending_publication_comparison,pending_publication_value_extraction,Generated during folder cleanup because no existing summary-stat audit rows were found for this active trial. Values are descriptive summaries computed from cleaned participant-level data; paper_value is blank until publication values are extracted.
118,generated_from_cleaned_data,descriptive_summary_screen,Cerebrolysin and repetitive transcranial magnetic stimulation in traumatic brain injury,,YP_cognitive_composite_180_bd_full_adj,primary,CRB+rTMS,mean,,,2.0307236123015295,,,descriptive_recovered_pending_publication_comparison,pending_publication_value_extraction,Generated during folder cleanup because no existing summary-stat audit rows were found for this active trial. Values are descriptive summaries computed from cleaned participant-level data; paper_value is blank until publication values are extracted.
118,generated_from_cleaned_data,descriptive_summary_screen,Cerebrolysin and repetitive transcranial magnetic stimulation in traumatic brain injury,,YP_cognitive_composite_180_bd_full_adj,primary,CRB+rTMS,median,,,2.0518421238321936,,,descriptive_recovered_pending_publication_comparison,pending_publication_value_extraction,Generated during folder cleanup because no existing summary-stat audit rows were found for this active trial. Values are descriptive summaries computed from cleaned participant-level data; paper_value is blank until publication values are extracted.
118,generated_from_cleaned_data,descriptive_summary_screen,Cerebrolysin and repetitive transcranial magnetic stimulation in traumatic brain injury,,YP_cognitive_composite_180_bd_full_adj,primary,CRB+rTMS,n_nonmissing,,,29.0,,,descriptive_recovered_pending_publication_comparison,pending_publication_value_extraction,Generated during folder cleanup because no existing summary-stat audit rows were found for this active trial. Values are descriptive summaries computed from cleaned participant-level data; paper_value is blank until publication values are extracted.
118,generated_from_cleaned_data,descriptive_summary_screen,Cerebrolysin and repetitive transcranial magnetic stimulation in traumatic brain injury,,YP_cognitive_composite_180_bd_full_adj,primary,CRB+rTMS,q1,,,-1.3853537884589135,,,descriptive_recovered_pending_publication_comparison,pending_publication_value_extraction,Generated during folder cleanup because no existing summary-stat audit rows were found for this active trial. Values are descriptive summaries computed from cleaned participant-level data; paper_value is blank until publication values are extracted.
118,generated_from_cleaned_data,descriptive_summary_screen,Cerebrolysin and repetitive transcranial magnetic stimulation in traumatic brain injury,,YP_cognitive_composite_180_bd_full_adj,primary,CRB+rTMS,q3,,,5.737788230616159,,,descriptive_recovered_pending_publication_comparison,pending_publication_value_extraction,Generated during folder cleanup because no existing summary-stat audit rows were found for this active trial. Values are descriptive summaries computed from cleaned participant-level data; paper_value is blank until publication values are extracted.
118,generated_from_cleaned_data,descriptive_summary_screen,Cerebrolysin and repetitive transcranial magnetic stimulation in traumatic brain injury,,YP_cognitive_composite_180_bd_full_adj,primary,CRB+rTMS,sd,,,6.6860058963305224,,,descriptive_recovered_pending_publication_comparison,pending_publication_value_extraction,Generated during folder cleanup because no existing summary-stat audit rows were found for this active trial. Values are descriptive summaries computed from cleaned participant-level data; paper_value is blank until publication values are extracted.
118,generated_from_cleaned_data,descriptive_summary_screen,Cerebrolysin and repetitive transcranial magnetic stimulation in traumatic brain injury,,YP_cognitive_composite_180_bd_full_adj,primary,PLC+SHM,mean,,,-1.638992104540721,,,descriptive_recovered_pending_publication_comparison,pending_publication_value_extraction,Generated during folder cleanup because no existing summary-stat audit rows were found for this active trial. Values are descriptive summaries computed from cleaned participant-level data; paper_value is blank until publication values are extracted.
118,generated_from_cleaned_data,descriptive_summary_screen,Cerebrolysin and repetitive transcranial magnetic stimulation in traumatic brain injury,,YP_cognitive_composite_180_bd_full_adj,primary,PLC+SHM,median,,,-0.17616987593684336,,,descriptive_recovered_pending_publication_comparison,pending_publication_value_extraction,Generated during folder cleanup because no existing summary-stat audit rows were found for this active trial. Values are descriptive summaries computed from cleaned participant-level data; paper_value is blank until publication values are extracted.
118,generated_from_cleaned_data,descriptive_summary_screen,Cerebrolysin and repetitive transcranial magnetic stimulation in traumatic brain injury,,YP_cognitive_composite_180_bd_full_adj,primary,PLC+SHM,n_nonmissing,,,28.0,,,descriptive_recovered_pending_publication_comparison,pending_publication_value_extraction,Generated during folder cleanup because no existing summary-stat audit rows were found for this active trial. Values are descriptive summaries computed from cleaned participant-level data; paper_value is blank until publication values are extracted.
118,generated_from_cleaned_data,descriptive_summary_screen,Cerebrolysin and repetitive transcranial magnetic stimulation in traumatic brain injury,,YP_cognitive_composite_180_bd_full_adj,primary,PLC+SHM,q1,,,-5.251302595449966,,,descriptive_recovered_pending_publication_comparison,pending_publication_value_extraction,Generated during folder cleanup because no existing summary-stat audit rows were found for this active trial. Values are descriptive summaries computed from cleaned participant-level data; paper_value is blank until publication values are extracted.
118,generated_from_cleaned_data,descriptive_summary_screen,Cerebrolysin and repetitive transcranial magnetic stimulation in traumatic brain injury,,YP_cognitive_composite_180_bd_full_adj,primary,PLC+SHM,q3,,,1.394906495489966,,,descriptive_recovered_pending_publication_comparison,pending_publication_value_extraction,Generated during folder cleanup because no existing summary-stat audit rows were found for this active trial. Values are descriptive summaries computed from cleaned participant-level data; paper_value is blank until publication values are extracted.
118,generated_from_cleaned_data,descriptive_summary_screen,Cerebrolysin and repetitive transcranial magnetic stimulation in traumatic brain injury,,YP_cognitive_composite_180_bd_full_adj,primary,PLC+SHM,sd,,,4.850036533118572,,,descriptive_recovered_pending_publication_comparison,pending_publication_value_extraction,Generated during folder cleanup because no existing summary-stat audit rows were found for this active trial. Values are descriptive summaries computed from cleaned participant-level data; paper_value is blank until publication values are extracted.
118,generated_from_cleaned_data,descriptive_summary_screen,Cerebrolysin and repetitive transcranial magnetic stimulation in traumatic brain injury,,YP_cognitive_composite_180_crude_full_adj,primary,CRB+SHM,mean,,,15.14074074074074,,,descriptive_recovered_pending_publication_comparison,pending_publication_value_extraction,Generated during folder cleanup because no existing summary-stat audit rows were found for this active trial. Values are descriptive summaries computed from cleaned participant-level data; paper_value is blank until publication values are extracted.
118,generated_from_cleaned_data,descriptive_summary_screen,Cerebrolysin and repetitive transcranial magnetic stimulation in traumatic brain injury,,YP_cognitive_composite_180_crude_full_adj,primary,CRB+SHM,median,,,4.0,,,descriptive_recovered_pending_publication_comparison,pending_publication_value_extraction,Generated during folder cleanup because no existing summary-stat audit rows were found for this active trial. Values are descriptive summaries computed from cleaned participant-level data; paper_value is blank until publication values are extracted.
118,generated_from_cleaned_data,descriptive_summary_screen,Cerebrolysin and repetitive transcranial magnetic stimulation in traumatic brain injury,,YP_cognitive_composite_180_crude_full_adj,primary,CRB+SHM,n_nonmissing,,,27.0,,,descriptive_recovered_pending_publication_comparison,pending_publication_value_extraction,Generated during folder cleanup because no existing summary-stat audit rows were found for this active trial. Values are descriptive summaries computed from cleaned participant-level data; paper_value is blank until publication values are extracted.
118,generated_from_cleaned_data,descriptive_summary_screen,Cerebrolysin and repetitive transcranial magnetic stimulation in traumatic brain injury,,YP_cognitive_composite_180_crude_full_adj,primary,CRB+SHM,q1,,,-45.2,,,descriptive_recovered_pending_publication_comparison,pending_publication_value_extraction,Generated during folder cleanup because no existing summary-stat audit rows were found for this active trial. Values are descriptive summaries computed from cleaned participant-level data; paper_value is blank until publication values are extracted.
118,generated_from_cleaned_data,descriptive_summary_screen,Cerebrolysin and repetitive transcranial magnetic stimulation in traumatic brain injury,,YP_cognitive_composite_180_crude_full_adj,primary,CRB+SHM,q3,,,59.43,,,descriptive_recovered_pending_publication_comparison,pending_publication_value_extraction,Generated during folder cleanup because no existing summary-stat audit rows were found for this active trial. Values are descriptive summaries computed from cleaned participant-level data; paper_value is blank until publication values are extracted.
118,generated_from_cleaned_data,descriptive_summary_screen,Cerebrolysin and repetitive transcranial magnetic stimulation in traumatic brain injury,,YP_cognitive_composite_180_crude_full_adj,primary,CRB+SHM,sd,,,79.53981247564624,,,descriptive_recovered_pending_publication_comparison,pending_publication_value_extraction,Generated during folder cleanup because no existing summary-stat audit rows were found for this active trial. Values are descriptive summaries computed from cleaned participant-level data; paper_value is blank until publication values are extracted.
118,generated_from_cleaned_data,descriptive_summary_screen,Cerebrolysin and repetitive transcranial magnetic stimulation in traumatic brain injury,,YP_cognitive_composite_180_crude_full_adj,primary,CRB+rTMS,mean,,,4.3248275862068954,,,descriptive_recovered_pending_publication_comparison,pending_publication_value_extraction,Generated during folder cleanup because no existing summary-stat audit rows were found for this active trial. Values are descriptive summaries computed from cleaned participant-level data; paper_value is blank until publication values are extracted.
118,generated_from_cleaned_data,descriptive_summary_screen,Cerebrolysin and repetitive transcranial magnetic stimulation in traumatic brain injury,,YP_cognitive_composite_180_crude_full_adj,primary,CRB+rTMS,median,,,8.8,,,descriptive_recovered_pending_publication_comparison,pending_publication_value_extraction,Generated during folder cleanup because no existing summary-stat audit rows were found for this active trial. Values are descriptive summaries computed from cleaned participant-level data; paper_value is blank until publication values are extracted.
118,generated_from_cleaned_data,descriptive_summary_screen,Cerebrolysin and repetitive transcranial magnetic stimulation in traumatic brain injury,,YP_cognitive_composite_180_crude_full_adj,primary,CRB+rTMS,n_nonmissing,,,29.0,,,descriptive_recovered_pending_publication_comparison,pending_publication_value_extraction,Generated during folder cleanup because no existing summary-stat audit rows were found for this active trial. Values are descriptive summaries computed from cleaned participant-level data; paper_value is blank until publication values are extracted.
118,generated_from_cleaned_data,descriptive_summary_screen,Cerebrolysin and repetitive transcranial magnetic stimulation in traumatic brain injury,,YP_cognitive_composite_180_crude_full_adj,primary,CRB+rTMS,q1,,,-45.47,,,descriptive_recovered_pending_publication_comparison,pending_publication_value_extraction,Generated during folder cleanup because no existing summary-stat audit rows were found for this active trial. Values are descriptive summaries computed from cleaned participant-level data; paper_value is blank until publication values are extracted.
118,generated_from_cleaned_data,descriptive_summary_screen,Cerebrolysin and repetitive transcranial magnetic stimulation in traumatic brain injury,,YP_cognitive_composite_180_crude_full_adj,primary,CRB+rTMS,q3,,,53.86,,,descriptive_recovered_pending_publication_comparison,pending_publication_value_extraction,Generated during folder cleanup because no existing summary-stat audit rows were found for this active trial. Values are descriptive summaries computed from cleaned participant-level data; paper_value is blank until publication values are extracted.
