candidate_id,repository,source_record,file_name,download_url,content_type,declared_size,restricted,role,guestbook_id,local_path,download_status,download_error,bytes_downloaded
RCTC-03255,Zenodo,10.5281/zenodo.13769970,Delayed Test.xlsx,https://zenodo.org/api/records/13769970/files/Delayed%20Test.xlsx/content,,21407,no,data,,rct_expansion/provenance/landing_page_recheck_2026_06_11/downloads/RCTC-03255/Delayed Test.xlsx,downloaded,,21407
RCTC-03255,Zenodo,10.5281/zenodo.13769970,Post-Intervention Survey on Critical Approach to AI.xlsx,https://zenodo.org/api/records/13769970/files/Post-Intervention%20Survey%20on%20Critical%20Approach%20to%20AI.xlsx/content,,12516,no,data,,rct_expansion/provenance/landing_page_recheck_2026_06_11/downloads/RCTC-03255/Post-Intervention Survey on Critical Approach to AI.xlsx,downloaded,,12516
RCTC-01781,Zenodo,10.5281/zenodo.18683103,BETTERBP_DataDictionary_SiteC.xlsx,https://zenodo.org/api/records/18683103/files/BETTERBP_DataDictionary_SiteC.xlsx/content,,27942,no,data,,rct_expansion/provenance/landing_page_recheck_2026_06_11/downloads/RCTC-01781/BETTERBP_DataDictionary_SiteC.xlsx,downloaded,,27942
RCTC-01781,Zenodo,10.5281/zenodo.18683103,BETTERBP_De-identification-DATA_LABELS_SiteA.xlsx,https://zenodo.org/api/records/18683103/files/BETTERBP_De-identification-DATA_LABELS_SiteA.xlsx/content,,672238,no,data,,rct_expansion/provenance/landing_page_recheck_2026_06_11/downloads/RCTC-01781/BETTERBP_De-identification-DATA_LABELS_SiteA.xlsx,downloaded,,672238
RCTC-01781,Zenodo,10.5281/zenodo.18683103,BETTERBP_DataDictionary_SiteA.xlsx,https://zenodo.org/api/records/18683103/files/BETTERBP_DataDictionary_SiteA.xlsx/content,,32643,no,data,,rct_expansion/provenance/landing_page_recheck_2026_06_11/downloads/RCTC-01781/BETTERBP_DataDictionary_SiteA.xlsx,downloaded,,32643
RCTC-01781,Zenodo,10.5281/zenodo.18683103,BETTERBP_De-identification-DATA_LABELS_SiteB.xlsx,https://zenodo.org/api/records/18683103/files/BETTERBP_De-identification-DATA_LABELS_SiteB.xlsx/content,,203532,no,data,,rct_expansion/provenance/landing_page_recheck_2026_06_11/downloads/RCTC-01781/BETTERBP_De-identification-DATA_LABELS_SiteB.xlsx,downloaded,,203532
RCTC-01781,Zenodo,10.5281/zenodo.18683103,BETTERBP_De-identification-DATA_LABELS_SiteC.xlsx,https://zenodo.org/api/records/18683103/files/BETTERBP_De-identification-DATA_LABELS_SiteC.xlsx/content,,15260,no,data,,rct_expansion/provenance/landing_page_recheck_2026_06_11/downloads/RCTC-01781/BETTERBP_De-identification-DATA_LABELS_SiteC.xlsx,downloaded,,15260
RCTC-01781,Zenodo,10.5281/zenodo.18683103,BETTERBP_DataDictionary_SiteB.xlsx,https://zenodo.org/api/records/18683103/files/BETTERBP_DataDictionary_SiteB.xlsx/content,,32817,no,data,,rct_expansion/provenance/landing_page_recheck_2026_06_11/downloads/RCTC-01781/BETTERBP_DataDictionary_SiteB.xlsx,downloaded,,32817
RCTC-05436,Zenodo,10.5281/zenodo.15784638,RESILIENT De-identification Data Dictionary.xlsx,https://zenodo.org/api/records/15784638/files/RESILIENT%20De-identification%20Data%20Dictionary.xlsx/content,,37517,no,data,,rct_expansion/provenance/landing_page_recheck_2026_06_11/downloads/RCTC-05436/RESILIENT De-identification Data Dictionary.xlsx,downloaded,,37517
RCTC-05436,Zenodo,10.5281/zenodo.15784638,RESILIENT De-identification Data.xlsx,https://zenodo.org/api/records/15784638/files/RESILIENT%20De-identification%20Data.xlsx/content,,893243,no,data,,rct_expansion/provenance/landing_page_recheck_2026_06_11/downloads/RCTC-05436/RESILIENT De-identification Data.xlsx,downloaded,,893243
RCTC-04002,Zenodo,10.5281/zenodo.6340521,Dataset with description.xlsx,https://zenodo.org/api/records/6340521/files/Dataset%20with%20description.xlsx/content,,105459,no,data,,rct_expansion/provenance/landing_page_recheck_2026_06_11/downloads/RCTC-04002/Dataset with description.xlsx,downloaded,,105459
RCTC-04002,Zenodo,10.5281/zenodo.6340521,Dataset.csv,https://zenodo.org/api/records/6340521/files/Dataset.csv/content,,108190,no,data,,rct_expansion/provenance/landing_page_recheck_2026_06_11/downloads/RCTC-04002/Dataset.csv,downloaded,,108190
RCTC-06339,Zenodo,10.5281/zenodo.4621031,EXTRACTNOAC_FAS.xlsx,https://zenodo.org/api/records/4621031/files/EXTRACTNOAC_FAS.xlsx/content,,77525,no,data,,rct_expansion/provenance/landing_page_recheck_2026_06_11/downloads/RCTC-06339/EXTRACTNOAC_FAS.xlsx,downloaded,,77525
RCTC-06136,Zenodo,10.5281/zenodo.7628187,Dataset_35862782.xlsx,https://zenodo.org/api/records/7628187/files/Dataset_35862782.xlsx/content,,57851,no,data,,rct_expansion/provenance/landing_page_recheck_2026_06_11/downloads/RCTC-06136/Dataset_35862782.xlsx,downloaded,,57851
RCTC-04008,Zenodo,10.5281/zenodo.5255866,Dataset_32947474.xlsx,https://zenodo.org/api/records/5255866/files/Dataset_32947474.xlsx/content,,117000,no,data,,rct_expansion/provenance/landing_page_recheck_2026_06_11/downloads/RCTC-04008/Dataset_32947474.xlsx,downloaded,,117000
RCTC-01119,Zenodo,10.5281/zenodo.5464140,Proteomics_PMIC 202100160_SampleList.xls,https://zenodo.org/api/records/5464140/files/Proteomics_PMIC%20202100160_SampleList.xls/content,,135680,no,data,,rct_expansion/provenance/landing_page_recheck_2026_06_11/downloads/RCTC-01119/Proteomics_PMIC 202100160_SampleList.xls,downloaded,,135680
RCTC-02467,Zenodo,10.5281/zenodo.15004761,SIMCODE Patient Level Data_final.xlsx,https://zenodo.org/api/records/15004761/files/SIMCODE%20Patient%20Level%20Data_final.xlsx/content,,104304,no,data,,rct_expansion/provenance/landing_page_recheck_2026_06_11/downloads/RCTC-02467/SIMCODE Patient Level Data_final.xlsx,downloaded,,104304
RCTC-03406,Zenodo,10.5281/zenodo.13128548,dr oyebamiji gynec (1).sav,https://zenodo.org/api/records/13128548/files/dr%20oyebamiji%20gynec%20(1).sav/content,,28956,no,data,,rct_expansion/provenance/landing_page_recheck_2026_06_11/downloads/RCTC-03406/dr oyebamiji gynec (1).sav,downloaded,,28956
RCTC-04131,Zenodo,10.5281/zenodo.4039992,Orthopulse _ canine distalisation (altogether _ ME).xlsx,https://zenodo.org/api/records/4039992/files/Orthopulse%20&%20canine%20distalisation%20(altogether%20&%20ME).xlsx/content,,19000,no,data,,rct_expansion/provenance/landing_page_recheck_2026_06_11/downloads/RCTC-04131/Orthopulse _ canine distalisation (altogether _ ME).xlsx,downloaded,,19000
RCTC-05974,Zenodo,10.5281/zenodo.5919956,aelq_2_3_readme.txt,https://zenodo.org/api/records/5919956/files/aelq_2_3_readme.txt/content,,2701,no,data,,rct_expansion/provenance/landing_page_recheck_2026_06_11/downloads/RCTC-05974/aelq_2_3_readme.txt,downloaded,,2701
RCTC-05974,Zenodo,10.5281/zenodo.5919956,aelq6_public.R,https://zenodo.org/api/records/5919956/files/aelq6_public.R/content,,21023,no,data,,rct_expansion/provenance/landing_page_recheck_2026_06_11/downloads/RCTC-05974/aelq6_public.R,downloaded,,21023
RCTC-05974,Zenodo,10.5281/zenodo.5919956,aelq3.txt,https://zenodo.org/api/records/5919956/files/aelq3.txt/content,,480637,no,data,,rct_expansion/provenance/landing_page_recheck_2026_06_11/downloads/RCTC-05974/aelq3.txt,downloaded,,480637
RCTC-05974,Zenodo,10.5281/zenodo.5919956,aelq2_base2.txt,https://zenodo.org/api/records/5919956/files/aelq2_base2.txt/content,,10228,no,data,,rct_expansion/provenance/landing_page_recheck_2026_06_11/downloads/RCTC-05974/aelq2_base2.txt,downloaded,,10228
RCTC-00886,Dryad,10.5061/dryad.hqbzkh1b7,BB_Hut_Trial_2017_rotation_plan_Dryad_Sept_2019.xlsx,https://datadryad.org/api/v2/files/222946/download,application/vnd.openxmlformats-officedocument.spreadsheetml.sheet,322233,no,data,,,failed,curl: (56) The requested URL returned error: 401,
RCTC-01878,Dryad,10.5061/dryad.crjdfn3dt,rct_oncology_gpt_responses_all.csv,https://datadryad.org/api/v2/files/3781953/download,text/csv,2992287,no,data,,,failed,curl: (56) The requested URL returned error: 401,
RCTC-01878,Dryad,10.5061/dryad.crjdfn3dt,sample_size_gpt_responses_all.csv,https://datadryad.org/api/v2/files/3781952/download,text/csv,3115346,no,data,,,failed,curl: (56) The requested URL returned error: 401,
RCTC-05768,Mendeley Data,10.17632/z27d252sr9,Untitled1.sav,https://data.mendeley.com/public-files/datasets/z27d252sr9/files/df994cec-b0e7-4bb8-b0d0-c8f127f21a34/file_downloaded,application/octet-stream,17335,no,data,,rct_expansion/provenance/landing_page_recheck_2026_06_11/downloads/RCTC-05768/Untitled1.sav,downloaded,,17335
