district	village	villno	strno	group	hhid	crop	g01	g02	g03	g04	g05	g05u	g06	g07	g07u	g08	g08u
1	11	111.0	1.0	1.0	11118	4	12	1	3	1	0.0	1	0				
1	11	111.0	1.0	1.0	11118	5	4	1	3	0	4.0	15	1	3.0	15	1000.0	2
1	11	111.0	1.0	1.0	11118	6	5	1	3	0	2.0	15	1	1.0	15	4000.0	2
1	11	111.0	1.0	1.0	11118	7	6	0									
1	11	111.0	1.0	1.0	11118	8	7	0									
1	11	111.0	1.0	1.0	11118	9	8	1	3	1	6.0	15	1	4.0	15	3750.0	2
1	11	111.0	1.0	1.0	11118	10	20	0									
1	11	111.0	1.0	1.0	11118	11	24	0									
1	11	111.0	1.0	1.0	11119	1	1	1	3	0	9.0	15	1	2.0	15	700.0	2
1	11	111.0	1.0	1.0	11119	2	2	0									
1	11	111.0	1.0	1.0	11119	3	3	0									
1	11	111.0	1.0	1.0	11119	4	12	0									
1	11	111.0	1.0	1.0	11119	5	4	0									
1	11	111.0	1.0	1.0	11119	6	5	0									
1	11	111.0	1.0	1.0	11119	7	6	0									
1	11	111.0	1.0	1.0	11119	8	7	0									
1	11	111.0	1.0	1.0	11119	9	8	1	3	0	8.0	15	1	8.0	15	3750.0	2
1	11	111.0	1.0	1.0	11119	10	20	0									
1	11	111.0	1.0	1.0	11119	11	24	0									
1	11	111.0	1.0	1.0	11120	1	1	1	3	0	2.0	15	0				
1	11	111.0	1.0	1.0	11120	2	2	1	3	0	2.0	15	1	1.0	15	1750.0	2
1	11	111.0	1.0	1.0	11120	3	3	1	3	0	1.0	17	0				
1	11	111.0	1.0	1.0	11120	4	12	1	3	1	0.0	1	0				
1	11	111.0	1.0	1.0	11120	5	4	0									
1	11	111.0	1.0	1.0	11120	6	5	0									
1	11	111.0	1.0	1.0	11120	7	6	0									
1	11	111.0	1.0	1.0	11120	8	7	0									
1	11	111.0	1.0	1.0	11120	9	8	1	3	0	2.0	15	1	2.0	15	3000.0	2
1	11	111.0	1.0	1.0	11120	10	20	0									
1	11	111.0	1.0	1.0	11120	11	24	0									
1	12	112.0	1.0	2.0	11201	1	1	1	1	0	20.0	15	1	3.0	15	750.0	2
1	12	112.0	1.0	2.0	11201	2	2	1	1	0	3.0	15	0				
1	12	112.0	1.0	2.0	11201	3	3	1	1	0	1.0	15	0				
1	12	112.0	1.0	2.0	11201	4	12	0									
1	12	112.0	1.0	2.0	11201	5	4	0									
1	12	112.0	1.0	2.0	11201	6	5	1	1	0	0.5	15	0				
1	12	112.0	1.0	2.0	11201	7	6	0									
1	12	112.0	1.0	2.0	11201	8	7	0									
1	12	112.0	1.0	2.0	11201	9	8	1	1	0	5.0	15	1	4.0	15	5000.0	2
1	12	112.0	1.0	2.0	11201	10	20	0									
1	12	112.0	1.0	2.0	11201	11	24	0									
1	12	112.0	1.0	2.0	11202	1	1	1	1	0	4.0	15	0				
1	12	112.0	1.0	2.0	11202	2	2	1	1	0	4.0	15	1	2.0	15	1500.0	2
1	12	112.0	1.0	2.0	11202	3	3	0									
1	12	112.0	1.0	2.0	11202	4	12	0									
1	12	112.0	1.0	2.0	11202	5	4	0									
1	12	112.0	1.0	2.0	11202	6	5	0									
1	12	112.0	1.0	2.0	11202	7	6	0									
1	12	112.0	1.0	2.0	11202	8	7	0									
1	12	112.0	1.0	2.0	11202	9	8	1	1	0	5.0	15	1	4.0	15	4000.0	2
1	12	112.0	1.0	2.0	11202	10	20	0									
1	12	112.0	1.0	2.0	11202	11	24	0									
1	12	112.0	1.0	2.0	11203	1	1	1	2	0	2.0	15	0				
1	12	112.0	1.0	2.0	11203	2	2	1	2	0	5.0	15	0				
1	12	112.0	1.0	2.0	11203	3	3	1	2	0	1.0	21	0				
1	12	112.0	1.0	2.0	11203	4	12	0									
1	12	112.0	1.0	2.0	11203	5	4	0									
1	12	112.0	1.0	2.0	11203	6	5	1	2	0	1.0	15	0				
1	12	112.0	1.0	2.0	11203	7	6	0									
1	12	112.0	1.0	2.0	11203	8	7	0									
1	12	112.0	1.0	2.0	11203	9	8	1	2	1	4.0	15	1	3.0	15	9000.0	2
1	12	112.0	1.0	2.0	11203	10	20	0									
1	12	112.0	1.0	2.0	11203	11	24	0									
1	12	112.0	1.0	2.0	11204	1	1	1	3	0	4.0	13	0				
1	12	112.0	1.0	2.0	11204	2	2	1	3	0	1.0	15	0				
1	12	112.0	1.0	2.0	11204	3	3	0									
1	12	112.0	1.0	2.0	11204	4	12	1	3	1	0.0	1	0				
1	12	112.0	1.0	2.0	11204	5	4	0									
1	12	112.0	1.0	2.0	11204	6	5	0									
1	12	112.0	1.0	2.0	11204	7	6	0									
1	12	112.0	1.0	2.0	11204	8	7	0									
1	12	112.0	1.0	2.0	11204	9	8	1	3	1	0.0	1	0				
1	12	112.0	1.0	2.0	11204	10	20	0									
1	12	112.0	1.0	2.0	11204	11	24	0									
1	12	112.0	1.0	2.0	11205	1	1	1	1	0	17.0	15	0				
1	12	112.0	1.0	2.0	11205	2	2	1	2	0	8.0	15	0				
1	12	112.0	1.0	2.0	11205	3	3	0									
1	12	112.0	1.0	2.0	11205	4	12	1	3	1	0.0	1	0				
1	12	112.0	1.0	2.0	11205	5	4	0									
1	12	112.0	1.0	2.0	11205	6	5	1	3	0	4.0	15	1	1.0	15	6000.0	2
1	12	112.0	1.0	2.0	11205	7	6	0									
1	12	112.0	1.0	2.0	11205	8	7	0									
1	12	112.0	1.0	2.0	11205	9	8	1	3	0	7.0	15	1	5.0	15	5000.0	2
1	12	112.0	1.0	2.0	11205	10	20	0									
1	12	112.0	1.0	2.0	11205	11	24	1	3	0	4.0	15	0				
1	12	112.0	1.0	2.0	11206	1	1	1	1	0	4.0	15	1	1.0	15	1300.0	2
1	12	112.0	1.0	2.0	11206	2	2	0									
1	12	112.0	1.0	2.0	11206	3	3	1	2	0	1.0	15	0				
1	12	112.0	1.0	2.0	11206	4	12	0									
1	12	112.0	1.0	2.0	11206	5	4	0									
1	12	112.0	1.0	2.0	11206	6	5	1	1	0	2.0	22	0				
1	12	112.0	1.0	2.0	11206	7	6	0									
1	12	112.0	1.0	2.0	11206	8	7	0									
1	12	112.0	1.0	2.0	11206	9	8	0									
1	12	112.0	1.0	2.0	11206	10	20	0									
1	12	112.0	1.0	2.0	11206	11	24	0									
1	12	112.0	1.0	2.0	11207	1	1	1	1	1	0.0	1	0				
1	12	112.0	1.0	2.0	11207	2	2	0									
1	12	112.0	1.0	2.0	11207	3	3	0									
1	12	112.0	1.0	2.0	11207	4	12	0									
1	12	112.0	1.0	2.0	11207	5	4	0									
1	12	112.0	1.0	2.0	11207	6	5	0									
1	12	112.0	1.0	2.0	11207	7	6	0									
1	12	112.0	1.0	2.0	11207	8	7	0									
1	12	112.0	1.0	2.0	11207	9	8	0									
1	12	112.0	1.0	2.0	11207	10	20	0									
1	12	112.0	1.0	2.0	11207	11	24	0									
1	12	112.0	1.0	2.0	11208	1	1	1	2	0	9.0	15	0				
1	12	112.0	1.0	2.0	11208	2	2	1	2	0	16.0	15	0				
1	12	112.0	1.0	2.0	11208	3	3	0									
1	12	112.0	1.0	2.0	11208	4	12	1	2	1	0.0	1	0				
1	12	112.0	1.0	2.0	11208	5	4	0									
1	12	112.0	1.0	2.0	11208	6	5	0									
1	12	112.0	1.0	2.0	11208	7	6	0									
1	12	112.0	1.0	2.0	11208	8	7	0									
1	12	112.0	1.0	2.0	11208	9	8	1	2	0	3.0	15	1	2.0	15	4500.0	2
1	12	112.0	1.0	2.0	11208	10	20	0									
1	12	112.0	1.0	2.0	11208	11	24	0									
1	12	112.0	1.0	2.0	11209	1	1	1	1	0	3.0	15	0				
1	12	112.0	1.0	2.0	11209	2	2	1	1	0	1.0	15	0				
1	12	112.0	1.0	2.0	11209	3	3	0									
1	12	112.0	1.0	2.0	11209	4	12	1	1	1	0.0	1	0				
1	12	112.0	1.0	2.0	11209	5	4	0									
1	12	112.0	1.0	2.0	11209	6	5	0									
1	12	112.0	1.0	2.0	11209	7	6	0									
1	12	112.0	1.0	2.0	11209	8	7	0									
1	12	112.0	1.0	2.0	11209	9	8	1	1	0	1.5	15	1	1.0	15	1450.0	2
1	12	112.0	1.0	2.0	11209	10	20	0									
1	12	112.0	1.0	2.0	11209	11	24	0									
1	12	112.0	1.0	2.0	11210	1	1	1	1	0	10.0	15	0				
1	12	112.0	1.0	2.0	11210	2	2	1	1	0	10.0	15	0				
1	12	112.0	1.0	2.0	11210	3	3	0									
1	12	112.0	1.0	2.0	11210	4	12	0									
1	12	112.0	1.0	2.0	11210	5	4	1	1	0	2.5	13	1	2.0	13	1200.0	2
1	12	112.0	1.0	2.0	11210	6	5	0									
1	12	112.0	1.0	2.0	11210	7	6	0									
1	12	112.0	1.0	2.0	11210	8	7	0									
1	12	112.0	1.0	2.0	11210	9	8	1	1	0	6.0	15	1	5.0	15	2000.0	2
1	12	112.0	1.0	2.0	11210	10	20	0									
1	12	112.0	1.0	2.0	11210	11	24	0									
1	12	112.0	1.0	2.0	11211	1	1	1	1	0	15.0	15	0				
1	12	112.0	1.0	2.0	11211	2	2	0									
1	12	112.0	1.0	2.0	11211	3	3	0									
1	12	112.0	1.0	2.0	11211	4	12	0									
1	12	112.0	1.0	2.0	11211	5	4	1	1	0	2.0	15	1	1.0	15	1800.0	2
1	12	112.0	1.0	2.0	11211	6	5	1	1	0	1.0	22	1	1.0	22	1500.0	2
1	12	112.0	1.0	2.0	11211	7	6	0									
1	12	112.0	1.0	2.0	11211	8	7	0									
1	12	112.0	1.0	2.0	11211	9	8	1	1	0	9.0	15	1	8.0	15	3500.0	2
1	12	112.0	1.0	2.0	11211	10	20	0									
1	12	112.0	1.0	2.0	11211	11	24	0									
1	12	112.0	1.0	2.0	11212	1	1	1	3	0	11.0	15	0				
1	12	112.0	1.0	2.0	11212	2	2	0									
1	12	112.0	1.0	2.0	11212	3	3	0									
1	12	112.0	1.0	2.0	11212	4	12	0									
1	12	112.0	1.0	2.0	11212	5	4	0									
1	12	112.0	1.0	2.0	11212	6	5	0									
1	12	112.0	1.0	2.0	11212	7	6	0									
1	12	112.0	1.0	2.0	11212	8	7	0									
1	12	112.0	1.0	2.0	11212	9	8	1	3	0	2.0	15	0				
1	12	112.0	1.0	2.0	11212	10	20	0									
1	12	112.0	1.0	2.0	11212	11	24	0									
1	12	112.0	1.0	2.0	11213	1	1	1	1	0	10.0	15	1	1.0	15	1000.0	2
1	12	112.0	1.0	2.0	11213	2	2	1	1	0	4.0	15	1	3.0	15	1500.0	2
1	12	112.0	1.0	2.0	11213	3	3	0									
1	12	112.0	1.0	2.0	11213	4	12	0									
1	12	112.0	1.0	2.0	11213	5	4	0									
1	12	112.0	1.0	2.0	11213	6	5	0									
1	12	112.0	1.0	2.0	11213	7	6	0									
1	12	112.0	1.0	2.0	11213	8	7	0									
1	12	112.0	1.0	2.0	11213	9	8	1	1	1	12.0	15	1	11.0	15	3500.0	2
1	12	112.0	1.0	2.0	11213	10	20	0									
1	12	112.0	1.0	2.0	11213	11	24	0									
1	12	112.0	1.0	2.0	11214	1	1	1	2	0	6.0	15	0				
1	12	112.0	1.0	2.0	11214	2	2	0									
1	12	112.0	1.0	2.0	11214	3	3	0									
1	12	112.0	1.0	2.0	11214	4	12	1	1	1	0.0	1	0				
1	12	112.0	1.0	2.0	11214	5	4	0									
1	12	112.0	1.0	2.0	11214	6	5	0									
1	12	112.0	1.0	2.0	11214	7	6	1	2	0	2.0	15	0				
1	12	112.0	1.0	2.0	11214	8	7	0									
1	12	112.0	1.0	2.0	11214	9	8	1	3	0	2.0	15	1	1.0	15	5000.0	2
1	12	112.0	1.0	2.0	11214	10	20	0									
1	12	112.0	1.0	2.0	11214	11	24	0									
1	12	112.0	1.0	2.0	11215	1	1	1	3	0	30.0	15	1	1.0	15	1000.0	2
1	12	112.0	1.0	2.0	11215	2	2	1	2	0	6.0	15	0				
1	12	112.0	1.0	2.0	11215	3	3	0									
1	12	112.0	1.0	2.0	11215	4	12	1	2	1	0.0	1	0				
1	12	112.0	1.0	2.0	11215	5	4	0									
1	12	112.0	1.0	2.0	11215	6	5	1	3	0	1.0	22	0				
1	12	112.0	1.0	2.0	11215	7	6	0									
1	12	112.0	1.0	2.0	11215	8	7	0									
1	12	112.0	1.0	2.0	11215	9	8	1	3	0	8.0	15	1	7.0	15	34000.0	2
1	12	112.0	1.0	2.0	11215	10	20	1	3	1	0.0	1	0				
1	12	112.0	1.0	2.0	11215	11	24	0									
1	12	112.0	1.0	2.0	11216	1	1	1	3	0	12.0	15	0				
1	12	112.0	1.0	2.0	11216	2	2	1	3	0	6.0	15	0				
1	12	112.0	1.0	2.0	11216	3	3	1	3	0	1.0	15	0				
1	12	112.0	1.0	2.0	11216	4	12	1	3	1	0.0	1	0				
1	12	112.0	1.0	2.0	11216	5	4	0									
1	12	112.0	1.0	2.0	11216	6	5	1	3	0	1.0	15	0				
1	12	112.0	1.0	2.0	11216	7	6	0									
1	12	112.0	1.0	2.0	11216	8	7	0									
1	12	112.0	1.0	2.0	11216	9	8	1	3	0	5.0	15	1	4.0	15	4000.0	2
1	12	112.0	1.0	2.0	11216	10	20	0									
1	12	112.0	1.0	2.0	11216	11	24	0									
1	12	112.0	1.0	2.0	11217	1	1	1	1	0	10.0	15	1	2.0	15	1500.0	2
1	12	112.0	1.0	2.0	11217	2	2	1	2	0	10.0	15	1	3.0	15	2000.0	2
1	12	112.0	1.0	2.0	11217	3	3	0									
1	12	112.0	1.0	2.0	11217	4	12	1	1	1	0.0	1	0				
1	12	112.0	1.0	2.0	11217	5	4	1	2	0	52.0	15	1	1.0	15	1100.0	2
1	12	112.0	1.0	2.0	11217	6	5	0									
1	12	112.0	1.0	2.0	11217	7	6	0									
1	12	112.0	1.0	2.0	11217	8	7	0									
1	12	112.0	1.0	2.0	11217	9	8	1	1	0	5.0	15	1	4.0	15	4000.0	2
1	12	112.0	1.0	2.0	11217	10	20	0									
1	12	112.0	1.0	2.0	11217	11	24	0									
1	12	112.0	1.0	2.0	11218	1	1	1	3	0	8.0	15	0				
1	12	112.0	1.0	2.0	11218	2	2	0									
1	12	112.0	1.0	2.0	11218	3	3	0									
1	12	112.0	1.0	2.0	11218	4	12	1	3	1	0.0	1	0				
1	12	112.0	1.0	2.0	11218	5	4	1	3	0	4.0	15	1	3.0	15	950.0	2
1	12	112.0	1.0	2.0	11218	6	5	0									
1	12	112.0	1.0	2.0	11218	7	6	0									
1	12	112.0	1.0	2.0	11218	8	7	0									
1	12	112.0	1.0	2.0	11218	9	8	1	3	0	4.0	15	1	2.0	15	2000.0	2
1	12	112.0	1.0	2.0	11218	10	20	0									
1	12	112.0	1.0	2.0	11218	11	24	0									
1	12	112.0	1.0	2.0	11219	1	1	1	3	0	13.0	15	0				
1	12	112.0	1.0	2.0	11219	2	2	0									
1	12	112.0	1.0	2.0	11219	3	3	0									
1	12	112.0	1.0	2.0	11219	4	12	0									
1	12	112.0	1.0	2.0	11219	5	4	0									
1	12	112.0	1.0	2.0	11219	6	5	0									
1	12	112.0	1.0	2.0	11219	7	6	0									
1	12	112.0	1.0	2.0	11219	8	7	0									
1	12	112.0	1.0	2.0	11219	9	8	1	3	0	9.0	15	1	2.5	15	3500.0	2
1	12	112.0	1.0	2.0	11219	10	20	0									
1	12	112.0	1.0	2.0	11219	11	24	0									
1	12	112.0	1.0	2.0	11220	1	1	1	1	0	10.0	15	0				
1	12	112.0	1.0	2.0	11220	2	2	1	2	0	7.0	15	1	2.0	15	1500.0	2
1	12	112.0	1.0	2.0	11220	3	3	1	2	0	1.0	22	0				
1	12	112.0	1.0	2.0	11220	4	12	0									
1	12	112.0	1.0	2.0	11220	5	4	0									
1	12	112.0	1.0	2.0	11220	6	5	1	1	0	3.0	15	0				
1	12	112.0	1.0	2.0	11220	7	6	0									
1	12	112.0	1.0	2.0	11220	8	7	1	2	0	1.0	25	0				
1	12	112.0	1.0	2.0	11220	9	8	1	1	0	4.0	15	1	3.0	15	4200.0	2
1	12	112.0	1.0	2.0	11220	10	20	0									
1	12	112.0	1.0	2.0	11220	11	24	0									
1	13	113.0	1.0	3.0	11301	1	1	1	2	0	6.0	15	0				
1	13	113.0	1.0	3.0	11301	2	2	0									
1	13	113.0	1.0	3.0	11301	3	3	1	2	0	2.0	15	0				
1	13	113.0	1.0	3.0	11301	4	12	1	2	1	0.0	1	0				
1	13	113.0	1.0	3.0	11301	5	4	0									
1	13	113.0	1.0	3.0	11301	6	5	0									
1	13	113.0	1.0	3.0	11301	7	6	0									
1	13	113.0	1.0	3.0	11301	8	7	0									
1	13	113.0	1.0	3.0	11301	9	8	1	2	0	1.0	15	0				
1	13	113.0	1.0	3.0	11301	10	20	0									
1	13	113.0	1.0	3.0	11301	11	24	0									
1	13	113.0	1.0	3.0	11302	1	1	1	1	0	2.0	15	0				
1	13	113.0	1.0	3.0	11302	2	2	1	1	0	1.0	13	0				
1	13	113.0	1.0	3.0	11302	3	3	1	1	0	2.0	22	0				
1	13	113.0	1.0	3.0	11302	4	12	1	1	1	1.0	15	0				
1	13	113.0	1.0	3.0	11302	5	4	0									
1	13	113.0	1.0	3.0	11302	6	5	0									
1	13	113.0	1.0	3.0	11302	7	6	0									
1	13	113.0	1.0	3.0	11302	8	7	0									
1	13	113.0	1.0	3.0	11302	9	8	1	1	0	1.5	15	1	1.0	15	3500.0	2
1	13	113.0	1.0	3.0	11302	10	20	0									
1	13	113.0	1.0	3.0	11302	11	24	0									
1	13	113.0	1.0	3.0	11303	1	1	1	3	0	15.0	14	0				
1	13	113.0	1.0	3.0	11303	2	2	0									
1	13	113.0	1.0	3.0	11303	3	3	0									
1	13	113.0	1.0	3.0	11303	4	12	0									
1	13	113.0	1.0	3.0	11303	5	4	0									
1	13	113.0	1.0	3.0	11303	6	5	1	3	0	1.0	13	0				
1	13	113.0	1.0	3.0	11303	7	6	0									
1	13	113.0	1.0	3.0	11303	8	7	0									
1	13	113.0	1.0	3.0	11303	9	8	1	3	0	1.0	13	0				
1	13	113.0	1.0	3.0	11303	10	20	0									
1	13	113.0	1.0	3.0	11303	11	24	0									
1	13	113.0	1.0	3.0	11304	1	1	1	1	0	4.0	15	1	1.0	15	1000.0	2
1	13	113.0	1.0	3.0	11304	2	2	1	2	0	3.0	15	1	1.0	15	1000.0	2
1	13	113.0	1.0	3.0	11304	3	3	1	2	0	1.0	15	0				
1	13	113.0	1.0	3.0	11304	4	12	0									
1	13	113.0	1.0	3.0	11304	5	4	0									
1	13	113.0	1.0	3.0	11304	6	5	0									
1	13	113.0	1.0	3.0	11304	7	6	0									
1	13	113.0	1.0	3.0	11304	8	7	0									
1	13	113.0	1.0	3.0	11304	9	8	1	2	0	1.0	22	0				
1	13	113.0	1.0	3.0	11304	10	20	1	2	1	0.0	1	0				
1	13	113.0	1.0	3.0	11304	11	24	0									
1	13	113.0	1.0	3.0	11305	1	1	1	1	0	10.0	15	0				
1	13	113.0	1.0	3.0	11305	2	2	1	2	0	3.0	15	0				
1	13	113.0	1.0	3.0	11305	3	3	1	1	0	1.0	15	0				
1	13	113.0	1.0	3.0	11305	4	12	1	1	0	2.0	15	0				
1	13	113.0	1.0	3.0	11305	5	4	0									
1	13	113.0	1.0	3.0	11305	6	5	0									
1	13	113.0	1.0	3.0	11305	7	6	0									
1	13	113.0	1.0	3.0	11305	8	7	0									
1	13	113.0	1.0	3.0	11305	9	8	1	1	0	0.5	15	0				
1	13	113.0	1.0	3.0	11305	10	20	0									
1	13	113.0	1.0	3.0	11305	11	24	1	1	0	2.0	15	1	1.0	15	1000.0	2
1	13	113.0	1.0	3.0	11306	1	1	1	3	0	12.0	15	0				
1	13	113.0	1.0	3.0	11306	2	2	1	3	0	2.0	15	0				
1	13	113.0	1.0	3.0	11306	3	3	1	3	0	2.0	22	0				
1	13	113.0	1.0	3.0	11306	4	12	1	3	1	1.0	22	0				
1	13	113.0	1.0	3.0	11306	5	4	0									
1	13	113.0	1.0	3.0	11306	6	5	1	3	0	1.0	22	0				
1	13	113.0	1.0	3.0	11306	7	6	0									
1	13	113.0	1.0	3.0	11306	8	7	0									
1	13	113.0	1.0	3.0	11306	9	8	1	3	0	1.0	21	0				
1	13	113.0	1.0	3.0	11306	10	20	0									
1	13	113.0	1.0	3.0	11306	11	24	0									
1	13	113.0	1.0	3.0	11307	1	1	1	3	0	12.0	15	1	1.0	17	180.0	2
1	13	113.0	1.0	3.0	11307	2	2	0									
1	13	113.0	1.0	3.0	11307	3	3	0									
1	13	113.0	1.0	3.0	11307	4	12	1	3	1	0.0	1	0				
1	13	113.0	1.0	3.0	11307	5	4	0									
1	13	113.0	1.0	3.0	11307	6	5	0									
1	13	113.0	1.0	3.0	11307	7	6	0									
1	13	113.0	1.0	3.0	11307	8	7	0									
1	13	113.0	1.0	3.0	11307	9	8	1	3	0	3.0	15	1	2.0	15	4000.0	2
1	13	113.0	1.0	3.0	11307	10	20	0									
1	13	113.0	1.0	3.0	11307	11	24	0									
1	13	113.0	1.0	3.0	11308	1	1	1	3	0	7.0	15	0				
1	13	113.0	1.0	3.0	11308	2	2	0									
1	13	113.0	1.0	3.0	11308	3	3	0									
1	13	113.0	1.0	3.0	11308	4	12	0									
1	13	113.0	1.0	3.0	11308	5	4	0									
1	13	113.0	1.0	3.0	11308	6	5	0									
1	13	113.0	1.0	3.0	11308	7	6	0									
1	13	113.0	1.0	3.0	11308	8	7	0									
1	13	113.0	1.0	3.0	11308	9	8	1	3	0	1.0	21	1	1.0	22	1000.0	2
1	13	113.0	1.0	3.0	11308	10	20	0									
1	13	113.0	1.0	3.0	11308	11	24	0									
1	13	113.0	1.0	3.0	11309	1	1	1	1	0	70.0	15	0				
1	13	113.0	1.0	3.0	11309	2	2	1	1	0	7.0	15	0				
1	13	113.0	1.0	3.0	11309	3	3	1	1	0	4.0	15	0				
1	13	113.0	1.0	3.0	11309	4	12	1	1	1	0.0	1	0				
1	13	113.0	1.0	3.0	11309	5	4	0									
1	13	113.0	1.0	3.0	11309	6	5	1	1	0	1.0	22	0				
1	13	113.0	1.0	3.0	11309	7	6	0									
1	13	113.0	1.0	3.0	11309	8	7	0									
1	13	113.0	1.0	3.0	11309	9	8	1	1	0	3.0	15	1	2.0	15	4250.0	2
1	13	113.0	1.0	3.0	11309	10	20	0									
1	13	113.0	1.0	3.0	11309	11	24	0									
1	13	113.0	1.0	3.0	11310	1	1	1	1	0	10.0	15	0				
1	13	113.0	1.0	3.0	11310	2	2	1	2	0	1.0	15	0				
1	13	113.0	1.0	3.0	11310	3	3	1	1	0	1.0	15	0				
1	13	113.0	1.0	3.0	11310	4	12	1	1	1	1.0	15	0				
1	13	113.0	1.0	3.0	11310	5	4	0									
1	13	113.0	1.0	3.0	11310	6	5	1	1	0	6.0	15	1	2.0	15	3000.0	2
1	13	113.0	1.0	3.0	11310	7	6	0									
1	13	113.0	1.0	3.0	11310	8	7	0									
1	13	113.0	1.0	3.0	11310	9	8	1	1	0	3.0	15	1	2.0	15	7000.0	2
1	13	113.0	1.0	3.0	11310	10	20	1	2	1	1.0	22	0				
1	13	113.0	1.0	3.0	11310	11	24	1	1	0	3.0	11	1	1.0	15	4000.0	2
1	13	113.0	1.0	3.0	11311	1	1	1	3	0	8.0	15	0				
1	13	113.0	1.0	3.0	11311	2	2	1	3	0	1.0	15	0				
1	13	113.0	1.0	3.0	11311	3	3	0									
1	13	113.0	1.0	3.0	11311	4	12	1	3	1	0.0	1	0				
1	13	113.0	1.0	3.0	11311	5	4	1	3	0	2.0	15	0				
1	13	113.0	1.0	3.0	11311	6	5	1	3	0	1.0	15	0				
1	13	113.0	1.0	3.0	11311	7	6	0									
1	13	113.0	1.0	3.0	11311	8	7	0									
1	13	113.0	1.0	3.0	11311	9	8	1	3	0	1.0	15	0				
1	13	113.0	1.0	3.0	11311	10	20	0									
1	13	113.0	1.0	3.0	11311	11	24	0									
1	13	113.0	1.0	3.0	11312	1	1	1	3	0	5.0	15	0				
1	13	113.0	1.0	3.0	11312	2	2	0									
1	13	113.0	1.0	3.0	11312	3	3	0									
1	13	113.0	1.0	3.0	11312	4	12	0									
1	13	113.0	1.0	3.0	11312	5	4	0									
1	13	113.0	1.0	3.0	11312	6	5	0									
1	13	113.0	1.0	3.0	11312	7	6	0									
1	13	113.0	1.0	3.0	11312	8	7	0									
1	13	113.0	1.0	3.0	11312	9	8	0									
1	13	113.0	1.0	3.0	11312	10	20	0									
1	13	113.0	1.0	3.0	11312	11	24	0									
1	13	113.0	1.0	3.0	11313	1	1	1	3	0	7.0	15	0				
1	13	113.0	1.0	3.0	11313	2	2	0									
1	13	113.0	1.0	3.0	11313	3	3	1	3	0	1.0	23	0				
1	13	113.0	1.0	3.0	11313	4	12	1	3	0	1.0	15	0				
1	13	113.0	1.0	3.0	11313	5	4	0									
1	13	113.0	1.0	3.0	11313	6	5	0									
1	13	113.0	1.0	3.0	11313	7	6	0									
1	13	113.0	1.0	3.0	11313	8	7	0									
1	13	113.0	1.0	3.0	11313	9	8	1	3	0	3.0	15	1	1.0	15	2500.0	2
1	13	113.0	1.0	3.0	11313	10	20	0									
1	13	113.0	1.0	3.0	11313	11	24	0									
1	13	113.0	1.0	3.0	11314	1	1	1	1	0	1.0	15	0				
1	13	113.0	1.0	3.0	11314	2	2	0									
1	13	113.0	1.0	3.0	11314	3	3	0									
1	13	113.0	1.0	3.0	11314	4	12	1	1	1	0.0	1	0				
1	13	113.0	1.0	3.0	11314	5	4	0									
1	13	113.0	1.0	3.0	11314	6	5	0									
1	13	113.0	1.0	3.0	11314	7	6	1	1	0	1.0	15	0				
1	13	113.0	1.0	3.0	11314	8	7	0									
1	13	113.0	1.0	3.0	11314	9	8	1	2	0	1.0	21	0				
1	13	113.0	1.0	3.0	11314	10	20	0									
1	13	113.0	1.0	3.0	11314	11	24	0									
1	13	113.0	1.0	3.0	11316	1	1	1	3	0	10.0	15	0				
1	13	113.0	1.0	3.0	11316	2	2	0									
1	13	113.0	1.0	3.0	11316	3	3	0									
1	13	113.0	1.0	3.0	11316	4	12	0									
1	13	113.0	1.0	3.0	11316	5	4	0									
1	13	113.0	1.0	3.0	11316	6	5	0									
1	13	113.0	1.0	3.0	11316	7	6	0									
1	13	113.0	1.0	3.0	11316	8	7	0									
1	13	113.0	1.0	3.0	11316	9	8	1	3	0	3.0	15	0				
1	13	113.0	1.0	3.0	11316	10	20	0									
1	13	113.0	1.0	3.0	11316	11	24	0									
1	13	113.0	1.0	3.0	11317	1	1	1	2	0	31.0	15	0				
1	13	113.0	1.0	3.0	11317	2	2	1	2	0	6.0	15	0				
1	13	113.0	1.0	3.0	11317	3	3	1	2	0	1.0	15	0				
1	13	113.0	1.0	3.0	11317	4	12	1	2	1	0.0	1	0				
1	13	113.0	1.0	3.0	11317	5	4	1	2	0	2.0	15	0				
1	13	113.0	1.0	3.0	11317	6	5	1	2	0	4.0	15	0				
1	13	113.0	1.0	3.0	11317	7	6	0									
1	13	113.0	1.0	3.0	11317	8	7	0									
1	13	113.0	1.0	3.0	11317	9	8	1	2	0	5.0	15	1	5.0	15	3750.0	2
1	13	113.0	1.0	3.0	11317	10	20	0									
1	13	113.0	1.0	3.0	11317	11	24	1	2	0	13.0	15	1	13.0	15	1500.0	2
1	13	113.0	1.0	3.0	11318	1	1	1	3	0	4.0	13	0				
1	13	113.0	1.0	3.0	11318	2	2	0									
1	13	113.0	1.0	3.0	11318	3	3	1	3	0	1.0	15	0				
1	13	113.0	1.0	3.0	11318	4	12	0									
1	13	113.0	1.0	3.0	11318	5	4	0									
1	13	113.0	1.0	3.0	11318	6	5	1	3	0	2.0	13	0				
1	13	113.0	1.0	3.0	11318	7	6	0									
1	13	113.0	1.0	3.0	11318	8	7	0									
