district	village	villno	strno	group	hhid	g66	g67_01	g67_02	g67_03	g68	g69	g70	g71	g71u	g72	g73	g74_1	g74_2	g74_3	g75	g76	g77_1	g77_2	g77_3	g78	g79	g80	g80a	g80b	g81	g82	g83	g84
2	7	207.0	2.0	2.0	20708	1	1			4	0				0		9			13	0	1			0	0	9			0			
2	7	207.0	2.0	2.0	20709	2	6			2	0				0		2			2	1	2			0	0	9			0			
2	7	207.0	2.0	2.0	20710	2	4			2	0				0		4			3	1	2			0	0	9			0			
2	7	207.0	2.0	2.0	20711	1	1			3	0				0		1			12	1	3			0	0	9			0			
2	7	207.0	2.0	2.0	20712	2	6			2	0				0		2			3	1	2			0	0	9			0			
2	7	207.0	2.0	2.0	20713	2	5			4	0				0		1			19	1	3			0	0	9			0			
2	7	207.0	2.0	2.0	20714	1	5			3	0				0		1			4	1	1			0	0	9			0			
2	7	207.0	2.0	2.0	20715	1	1			3	0				1	2	1			2	1	5			0	0	9			1	2	0	
2	7	207.0	2.0	2.0	20716	2	1			3	0				0		9			2	1	1			0	0	9			0			
2	7	207.0	2.0	2.0	20718	3	1			3	0				0		1			2	1	4	2		0	0	9			0			
2	8	208.0	2.0	1.0	20801	1	1			3	0				0		1			2	1	3			0	0	9			0			
2	8	208.0	2.0	1.0	20802	1	99			3	0				0		1			4	1	1			0	0	9			0			
2	8	208.0	2.0	1.0	20803	2	6			3	0				0		2			2	1	1			1	1	9			1	2	0	
2	8	208.0	2.0	1.0	20804	2	9			1	0				0		1			3	0	2			0	0	9			0			
2	8	208.0	2.0	1.0	20805	2	6			3	1	1	2	3	0		1			1	1	2			0	0	9			0			
2	8	208.0	2.0	1.0	20806	1	1			3	1	2	2	2	0		1			19	1	1			0	1	4			0			
2	8	208.0	2.0	1.0	20807	2	1			3	0				0		1			19	1	5			0	0	9			0			
2	8	208.0	2.0	1.0	20808	1	2			3	0				1	1	2			2	1	2			0	1	4			1	2	0	
2	8	208.0	2.0	1.0	20809	1	99			3	1	1	1	3	1	1	1			1	1	1			0	0	9			0			
2	8	208.0	2.0	1.0	20810	1	1			3	0				1	1	2			12	1	1			1	1	4			0			
2	8	208.0	2.0	1.0	20811	1	99			3	0				1	1	1			1	1	2			0	0	9			0			
2	8	208.0	2.0	1.0	20813	2	2			3	0				0		2			2	1	2			0	0	9			0			
2	8	208.0	2.0	1.0	20814	1	1			3	0				0		1			13	1	2			1	1	1			0			
2	8	208.0	2.0	1.0	20815	2	1			3	0				0		1			2	1	1			1	1	1			0			
2	8	208.0	2.0	1.0	20816	1	5			4	1	1	4	1	0		2			3	1	2			0	0	9			0			
2	8	208.0	2.0	1.0	20817	3	2			3	0				1	1	1			19	0	5			0	1	9			0			
2	8	208.0	2.0	1.0	20818	2	1			3	0				0		1			13	1	1			0	1	1			0			
2	8	208.0	2.0	1.0	20819	1	5			3	0				0		1			19	0	5			0	1	9			0			
2	8	208.0	2.0	1.0	20820	1	1			3	1	1	2	2	0		1			2	1	2			0	0	9			0			
2	9	209.0	2.0	3.0	20908	1	6			2	0				0		1			13	0	2			0	0	9			0			
2	9	209.0	2.0	3.0	20915	1	2			4	0				0		1			3	0	5			0	0	9			0			
2	9	209.0	2.0	3.0	20918	1	2			2	0				0		9			13	1	1	3		0	0	9			0			
2	9	209.0	2.0	3.0	20921	1	6			3	0				1	1	1			13	1	2			0	1	1			0			
3	1	301.0	3.0	2.0	30101	2	5			3	1	3	1	3	0		2			4	1	3			0	1	3			0			
3	1	301.0	3.0	2.0	30102	2	6			2	1	3	1	3	1	1	9			1	1	2			0	0	9			0			
3	1	301.0	3.0	2.0	30103	2	1			3	0				0		1			2	1	2			1	1	2			0			
3	1	301.0	3.0	2.0	30104	2	1			3	1	1	1	3	0		1			4	1	2			0	0	9			0			
3	1	301.0	3.0	2.0	30105	1	1			3	0				0		1			13	1	1	2		1	1	1			0			
3	1	301.0	3.0	2.0	30106	1	6			3	1	1	14	1	0		1			13	1	1			1	1	1			0			
3	1	301.0	3.0	2.0	30107	1	1			4	0				0		2			13	0	1			0	0	9			0			
3	1	301.0	3.0	2.0	30108	1	6			4	0				0		2			13	1	1			1	1	9			0			
3	1	301.0	3.0	2.0	30109	1	1			3	1	1	1	2	0		1			1	0	2			0	0	9			0			
3	1	301.0	3.0	2.0	30110	2	1			3	0				0		1			2	0	2			0	1	4			0			
3	1	301.0	3.0	2.0	30111	1	1			4	0				0		1			13	1	2			0	0	9			0			
3	1	301.0	3.0	2.0	30112	3	1			3	1	1	13	1	0		1			13	1	1	2		0	1	2	1		1	2	0	
3	1	301.0	3.0	2.0	30113	2	1			3	1	1	1	3	1	1	1			2	0	3			0	0	9			0			
3	1	301.0	3.0	2.0	30115	2	2			3	0				1	1	1			1	1	1			0	0	9			0			
3	1	301.0	3.0	2.0	30116	1	1			3	1	3	2	3	1	1	1			1	1	1			0	1	2			0			
3	1	301.0	3.0	2.0	30117	2	1			3	0				1	1	1			1	0	2			0	0	9			0			
3	1	301.0	3.0	2.0	30118	2	1			3	1	1	2	3	0		1			13	0	1			0	0	9			0			
3	1	301.0	3.0	2.0	30119	1	1			3	1	1	1	3	0		1			2	0	1			0	0	9			0			
3	1	301.0	3.0	2.0	30120	1	9			3	0				0		1			4	1	1			0	0	9			0			
3	2	302.0	3.0	2.0	30201	1	1			3	1	1	1	2	1	1	1			2	1	1			1	1	1			0			
3	2	302.0	3.0	2.0	30203	1	1			3	0				0		4			1	1	1			0	0	9			0			
3	2	302.0	3.0	2.0	30204	1	1			4	0				1	1	9			1	0	2			0	0	9			0			
3	2	302.0	3.0	2.0	30205	1	1			3	1	2	1	2	0		1			1	0	2			0	1	1			0			
3	2	302.0	3.0	2.0	30206	3	1			3	0				1	1	1			14	1	2			0	0	9			0			
3	2	302.0	3.0	2.0	30207	2	1			3	0				1	1	1			1	1	2			1	1	1			0			
3	2	302.0	3.0	2.0	30208	2	9			3	1	3	4	3	1	1	2			1	0	2			1	1	2			0			
3	2	302.0	3.0	2.0	30209	2	1			3	0				0		1			13	0	2			0	0	9			1	2	0	
3	2	302.0	3.0	2.0	30210	2	9			4	0				1	1	1			1	0	2			0	0	9			0			
3	2	302.0	3.0	2.0	30212	1	1			3	0				0		1			4	0	1			1	1	1			0			
3	2	302.0	3.0	2.0	30213	1	1			3	0				1	1	1			13	1	1			0	0	9			0			
3	2	302.0	3.0	2.0	30214	1	1			4	1	1	1	2	0		1			19	1	2			1	1	4			0			
3	2	302.0	3.0	2.0	30215	1	6			3	0				0		1			19	1	5			0	0	9			0			
3	2	302.0	3.0	2.0	30216	1	1			3	1	1	1	2	1	1	1			1	1	2			0	0	9			1	2	0	
3	2	302.0	3.0	2.0	30217	1	9			4	0				1	1	1			13	1	5			0	0	9			0			
3	2	302.0	3.0	2.0	30218	1	5			2	0				0		1			13	1	4			0	0	9			0			
3	2	302.0	3.0	2.0	30219	1	1			2	0				0		9			1	1	2			0	0	9			0			
3	2	302.0	3.0	2.0	30220	1	1			3	1	1	1	2	1	1	1			1	0	1			0	0	9			0			
3	3	303.0	3.0	1.0	30301	2	1			3	1	3	3	3	1	1	2			2	0	2	5		1	1	1			1	2	0	
3	3	303.0	3.0	1.0	30302	1	1			4	0				1	1	9			13	1	2			0	1	1			0			
3	3	303.0	3.0	1.0	30303	2	1			3	1	3	3	3	1	1	4	2		1	0	2			0	1	1			1	2	0	
3	3	303.0	3.0	1.0	30304	1	1			3	1	1	1	2	1	1	1			1	1	1			1	1	2			0			
3	3	303.0	3.0	1.0	30305	1	1			3	1	3	1	3	1	1	1			1	1	2			1	1	1			0			
3	3	303.0	3.0	1.0	30306	1	1			4	0				1	1	1			1	1	2			0	0	9			0			
3	3	303.0	3.0	1.0	30307	2	1			3	0				1	1	1	4		1	0	2			0	1	1			0			
3	3	303.0	3.0	1.0	30308	2	1			4	0				1	1	1			14	1	4	5		0	1	9			0			
3	3	303.0	3.0	1.0	30309	1	1			4	0				1	1	1			14	0	2			0	0	9			0			
3	3	303.0	3.0	1.0	30310	2	1			2	0				1	1	9			19	0	2			0	1	1	2		1	2	0	
3	3	303.0	3.0	1.0	30311	2	1			3	0				1	1	1			13	0	4			0	1	1			0			
3	3	303.0	3.0	1.0	30312	1	1			3	0				1	1	1			13	0	1	4		0	0	9			1	2	0	
3	3	303.0	3.0	1.0	30313	3	9			3	0				1	1	1			1	0	2			0	1	1			1	2	0	
3	3	303.0	3.0	1.0	30315	1	1			1	0				0		9			13	1	4			0	1	9			0			
3	3	303.0	3.0	1.0	30316	1	1			3	0				0		1			14	1	2			0	0	9			0			
3	3	303.0	3.0	1.0	30317	1	1			3	1	1	2	2	1	1	1			1	0	1			1	1	1			0			
3	3	303.0	3.0	1.0	30318	1	1			3	0				1	1	1			1	1	1			0	0	9			0			
3	3	303.0	3.0	1.0	30319	1	1			3	0				1	1	1			1	1	1			0	0	9			0			
3	4	304.0	3.0	3.0	30401	1	99			1	0				0		9			4	0	5			0	0	9			0			
3	4	304.0	3.0	3.0	30404	1	99			3	0				0		1			19	0	2			0	0	9			0			
3	4	304.0	3.0	3.0	30407	1	2			3	0				0		1			19	1	5			0	0	9			0			
3	4	304.0	3.0	3.0	30420	1	5			2	0				0		1			19	0	1			1	1	1	2		0			
3	5	305.0	3.0	3.0	30501	1	5			4	0				0		1			19	0	9			0	0	9			0			
3	5	305.0	3.0	3.0	30518	1	1			3	0				0		1			13	1	2			0	0	9			0			
3	5	305.0	3.0	3.0	30519	1	4			4	0				0		1			13	0	2			0	0	9			0			
4	1	401.0	3.0	3.0	40101	1	5			3	0				0		1			13	1	1	4	5	0	0	9			0			
4	1	401.0	3.0	3.0	40106	2	5			3	0				0		9			12	1	4			1	1	1			0			
4	1	401.0	3.0	3.0	40108	1	1			1	0				0		2			19	0	4			0	0	9			0			
4	1	401.0	3.0	3.0	40110	1	1			4	0				0		9			13	1	2			0	0	9			0			
4	1	401.0	3.0	3.0	40111	1	2			3	0				0		9			13	1	2			0	0	9			0			
4	1	401.0	3.0	3.0	40113	2	1			3	1	9	2	3	0		2			14	1	4	1		0	0	9			1	4	0	
4	1	401.0	3.0	3.0	40115	2	99			4	0				0		9			5	0	9			0	0	9			0			
4	1	401.0	3.0	3.0	40116	4	1			3	0				0		9			13	1	2			0	1	1			0			
4	2	402.0	3.0	1.0	40201	3	1			3	0				1	1	2			1	0	2			0	1	9			0			
4	2	402.0	3.0	1.0	40202	1	1			3	0				0		1			4	1	2			0	0	9			0			
4	2	402.0	3.0	1.0	40203	2	1			4	0				0		1			19	1	2			0	0	9			0			
4	2	402.0	3.0	1.0	40204	2	1			4	0				1	1	1			2	1	2	1		1	1	9			0			
4	2	402.0	3.0	1.0	40205	1	1			3	1	3	2	3	1	1	1			2	1	1			0	0	9			0			
4	2	402.0	3.0	1.0	40206	1	1			3	0				1	1	1			1	1	1			1	1	1			0			
4	2	402.0	3.0	1.0	40207	2	1			3	0				0		1			14	1	4			0	0	9			0			
4	2	402.0	3.0	1.0	40208	2	2			3	0				0		1			1	0	2			0	0	9			0			
4	2	402.0	3.0	1.0	40209	1	1			3	1	3	1	3	1	1	1			1	1	2			0	0	9			0			
4	2	402.0	3.0	1.0	40210	2	1			3	0				1	1	9			1	1	2			1	1	1			0			
4	2	402.0	3.0	1.0	40211	1	99			4	0				0		1			1	0	5			0	0	9			0			
4	2	402.0	3.0	1.0	40212	2	1			3	0				1	1	1			4	0	2			0	0	9			0			
4	2	402.0	3.0	1.0	40213	1	9			3	0				0		1			13	1	4			0	0	9			0			
4	2	402.0	3.0	1.0	40214	2	1			4	0				1	1	1			1	0	2			0	0	9			0			
4	2	402.0	3.0	1.0	40215	1	1			4	0				1	1	1			1	0	4			0	0	9			0			
4	2	402.0	3.0	1.0	40216	2	9			3	0				1	1	1			2	1	4			0	0	9			0			
4	2	402.0	3.0	1.0	40217	2	1			3	0				1	1	1			2	1	4			1	0	9			0			
4	2	402.0	3.0	1.0	40218	1	1			4	0				1	1	1			1	1	2			0	0	9			0			
4	2	402.0	3.0	1.0	40219	1	1			3	0				0		1			19	1	2	4		0	0	9			0			
4	3	403.0	3.0	1.0	40301	1	1			4	0				1	1	1			1	0	2			0	0	9			0			
4	3	403.0	3.0	1.0	40302	1	1			3	0				0		1			13	1	2	4		1	1	1			0			
4	3	403.0	3.0	1.0	40303	1	1			3	0				1	1	1			2	1	4			0	0	9			0			
4	3	403.0	3.0	1.0	40304	2	99			4	0				0		9			13	0	1			0	0	9			0			
4	3	403.0	3.0	1.0	40305	1	1			3	0				1	1	1			4	1	4			0	0	9			0			
4	3	403.0	3.0	1.0	40306	2	1			3	0				1	1	1			13	1	1			0	0	9			0			
4	3	403.0	3.0	1.0	40307	1	1			3	0				1	1	4	2		1	1	4			0	0	9			0			
4	3	403.0	3.0	1.0	40308	3	2			3	0				1	1	1			12	1	2			0	0	9			0			
4	3	403.0	3.0	1.0	40309	1	1			3	0				1	1	1			2	1	4			0	1	1			0			
4	3	403.0	3.0	1.0	40310	1	1			3	0				1	1	1			2	1	1			1	1	1			0			
4	3	403.0	3.0	1.0	40311	1	1			3	1	1	1	2	1	1	1			1	1	1			0	0	9			0			
4	3	403.0	3.0	1.0	40312	3	1			3	0				1	1	1			4	1	1			0	0	9			0			
4	3	403.0	3.0	1.0	40313	1	1			3	0				1	1	4			12	1	4			1	1	4			0			
4	3	403.0	3.0	1.0	40314	1	1			3	1	3	1	3	1	1	1			1	1	1			0	0	9			0			
4	3	403.0	3.0	1.0	40315	2	1			4	0				0		1			13	0	9			0	0	9			0			
4	3	403.0	3.0	1.0	40316	2	1			4	0				1	1	1			1	0	5			0	0	9			0			
4	3	403.0	3.0	1.0	40318	2	1			3	0				1	1	1			5	1	2			0	1	9			1	2	0	
4	3	403.0	3.0	1.0	40319	2	1			1	0				0		1			19	1	5			0	0	9			0			
4	3	403.0	3.0	1.0	40320	1	1			3	1	1	1	2	1	1	1			2	1	2			0	0	9			0			
4	4	404.0	3.0	2.0	40401	3	5			3	1	1	2	3	0		9			14	1	2			1	1	4	1	2	1	2	0	
4	4	404.0	3.0	2.0	40402	1	2			3	0				1	1	1			1	1	2			0	0	9			0			
4	4	404.0	3.0	2.0	40403	2	9			1	0				1	1	1			19	0	2	4		0	0	9			0			
4	4	404.0	3.0	2.0	40405	2	5			3	1	3	15	1	1	1	1			4	0	2			0	1	4			0			
4	4	404.0	3.0	2.0	40406	2	5			3	0				1	1	2			1	1	1			0	0	9			1	2	0	
4	4	404.0	3.0	2.0	40408	1	1			3	0				0		1			14	1	5			0	0	9			0			
4	4	404.0	3.0	2.0	40409	1	1			3	0				0		2			19	1	2			0	0	9			0			
4	4	404.0	3.0	2.0	40410	1	1			3	1	1	1	3	1	1	1			2	1	2			0	0	9			0			
4	4	404.0	3.0	2.0	40411	2	1			3	0				1	1	1			1	0	2			1	0	9			0			
4	4	404.0	3.0	2.0	40413	1	1			3	1	3	2	3	1	1	1			1	1	4			0	1	1			0			
4	4	404.0	3.0	2.0	40414	1	1			3	1	1	3	1	1	1	1			2	1	1			0	0	9			0			
4	4	404.0	3.0	2.0	40415	1	1			3	0				0		2			4	1	1			0	1	1			0			
4	4	404.0	3.0	2.0	40416	2	1			3	0				1	1	1			13	1	1			0	0	9			0			
4	4	404.0	3.0	2.0	40417	2	9			3	0				0		1			13	0	2			0	0	9			0			
4	4	404.0	3.0	2.0	40419	2	5			3	0				1	1	1			13	1	1			0	0	9			1	2	0	
1	2	102.0	1.0	2.0	10250	1	5			4	0				1	1	1			2	1	2	4		0	0				0			
1	2	102.0	1.0	2.0	10251	2	4	5		3	0				0		8			4	1	2			0	0				0			
1	2	102.0	1.0	2.0	10260	2	1	4		4	0				1	1	2			4	1	2			1	1	2			0			
1	2	102.0	1.0	2.0	10261	2	5			4	0				0		1			4	1	4			0	0				0			
1	2	102.0	1.0	2.0	10262	2	1	2		3	0				0		1			4	1	2			0	1	1			0			
1	2	102.0	1.0	2.0	10263	2	1	4		3	1	3	5	3	1	1	2			2	1	2			0	0				0			
1	2	102.0	1.0	2.0	10264	1	1			3	0				0		9			2	0	4			0	0				0			
1	2	102.0	1.0	2.0	10265	1	1			3	0				0		4	8		5	1	1	2		0	0				0			
1	2	102.0	1.0	2.0	10266	2	5			3	0				0		1			3	1	1			0	0				0			
1	2	102.0	1.0	2.0	10267	1	5			4	0				0		1			2	1	5			0	0				0			
1	2	102.0	1.0	2.0	10268	2	1			3	0				0		1	2		2	0	1	2		0	0				0			
1	2	102.0	1.0	2.0	10269	2	1	4		4	0				0		2			2	1	2			0	0				1	2	0	
1	2	102.0	1.0	2.0	10270	1	5			4	0				0		2			2	1	2			0	0				0			
1	3	103.0	1.0	2.0	10350	2	4	5		3	0				0		5			2	1	2			0	0				0			
1	3	103.0	1.0	2.0	10351	1	1			4	0				1	1	5			2	0	2			0	0				0			
1	3	103.0	1.0	2.0	10352	2	2	6		4	0				0		2			2	0	5			0	0				0			
1	3	103.0	1.0	2.0	10360	1	1			3	0				0		1			4	1	4			0	0				0			
1	3	103.0	1.0	2.0	10361	2	2	5		4	0				0		3			2	0	4			0	0				0			
1	3	103.0	1.0	2.0	10362	1	5			4	0				1	1	1	2		1	0	1			0	0				0			
1	3	103.0	1.0	2.0	10363	1	1			3	0				1	1	2			2	1	1			1	0				1	2	0	
1	3	103.0	1.0	2.0	10364	2	2			4	0				0		3			2	0	2			0	0				1	2	0	
1	3	103.0	1.0	2.0	10365	1	4			4	0				0		5			2	1	4			0	0				0			
1	3	103.0	1.0	2.0	10366	1	5			3	0				0		2			13	1	2			0	0				1	2	0	
1	3	103.0	1.0	2.0	10367	3	1			3	0				0		2	4		2	1	2			0	1	1			0			
1	3	103.0	1.0	2.0	10368	2	2	5		3	0				0		2			13	1	4	3		0	0				0			
1	3	103.0	1.0	2.0	10369	2	4	5		4	0				0		8			13	0	2			0	1	2			0			
1	8	108.0	1.0	2.0	10551	1	5			4	0				0		1			13	0	4			0	0				0			
1	8	108.0	1.0	2.0	10850	2	5			3	0				0		2			2	1	4			0	0				1	2	0	
1	8	108.0	1.0	2.0	10860	2	1	4		4	0				1	1	5			1	0	1			0	0				0			
1	8	108.0	1.0	2.0	10861	1	1			4	0				0		5			2	1	1			0	0				0			
1	8	108.0	1.0	2.0	10862	1	1			3	0				1	1	8	9		13	0	5			0	0				0			
1	8	108.0	1.0	2.0	10863	2	1	2		3	0				1	1	1			4	1	2			0	0				1	3	1	3
1	8	108.0	1.0	2.0	10864	2	1	2		3	0				1	1	1			4	1	2			0	1	1			0			
1	8	108.0	1.0	2.0	10866	2	1	2		1	0				1	1	1			1	1	2			0	0				0			
1	8	108.0	1.0	2.0	10867	3	1			3	0				1	1	4			1	0	1	2		0	0				1	2	0	
1	8	108.0	1.0	2.0	10868	1	1			4	0				1	1	5			1	0	1			0	0				0			
1	9	109.0	1.0	1.0	10950	2	2	5		4	0				0		4			19	0	9			0	0				0			
1	9	109.0	1.0	1.0	10951	2	1	2		4	0				1	1	3			19	0	9			0	0				0			
1	9	109.0	1.0	1.0	10953	1	1			4	0				1	1	8			19	0	9			0	0				0			
1	9	109.0	1.0	1.0	10960	3	1	2		3	0				1	1	9			19	0	9			0	0				0			
1	9	109.0	1.0	1.0	10961	1	2			3	0				1	1	1			19	0	9			0	0				0			
1	9	109.0	1.0	1.0	10962	3	1	2		4	0				1	1	1			19	0	9			0	0				0			
1	9	109.0	1.0	1.0	10963	1	6			4	0				0		2			3	1	2			0	0				0			
1	9	109.0	1.0	1.0	10964	2	1	2		4	0				1	1	8			19	0	9			0	0				0			
1	9	109.0	1.0	1.0	10965	1	5			1	0				1	1	1			13	0	2			0	0				0			
1	9	109.0	1.0	1.0	10966	1	1			3	0				1	1	2			3	1	2			0	0				0			
1	9	109.0	1.0	1.0	10967	1	1			4	0				1	1	1			2	1	2			0	0				0			
1	9	109.0	1.0	1.0	10968	3	1	5		3	0				1	1	1			4	1	2	4		0	0				0			
1	9	109.0	1.0	1.0	10969	1	2			1	0				0		9			13	1	5			0	0				0			
1	10	110.0	1.0	1.0	11050	2	1	4		4	0				1	2	9			3	1	2			0	0				0			
1	10	110.0	1.0	1.0	11053	2	5			1	0				0		9			13	1	2			0	0				0			
1	10	110.0	1.0	1.0	11054	1	5			4	0				0		1			13	0	4			0	0				0			
1	10	110.0	1.0	1.0	11060	2	2	5		3	0				1	1	1			13	1	2			0	1	1			0			
1	10	110.0	1.0	1.0	11061	2	2	6		3	0				1	1	1			4	1	1			0	0				0			
1	10	110.0	1.0	1.0	11062	1	4			4	0				1	1	2			2	0	1			0	0				0			
1	10	110.0	1.0	1.0	11063	2	5			1	0				1	1	1			2	1	4			0	0				0			
1	10	110.0	1.0	1.0	11064	1	4			4	0				0		1			4	1	4			0	0				0			
1	10	110.0	1.0	1.0	11065	2	1	2		3	0				1	1	1	4		1	0	1	2		0	0				0			
1	10	110.0	1.0	1.0	11066	2	2	1		3	0				1	1	1			2	1	2			0	0				0			
1	10	110.0	1.0	1.0	11067	2	2	9		4	0				0		9			13	0	2			0	0				0			
1	10	110.0	1.0	1.0	11068	1	2			4	0				1	1	1			2	1	2			0	0				0			
1	10	110.0	1.0	1.0	11069	1	2			3	0				1	1	1	4		1	0	2			0	0				0			
1	10	110.0	1.0	1.0	11070	2	99			4	0				0		1			13	0	2	4		0	0				0			
1	10	110.0	1.0	1.0	11071	2	2	5		4	0				1	1	9			13	0	5			0	0				0			
1	10	110.0	1.0	1.0	11072	3	1			3	0				1	1	1	2		1	1	2			0	0				0			
1	11	111.0	1.0	1.0	11150	2	5			3	0				0		9			5	0	2			0	0				0			
1	11	111.0	1.0	1.0	11151	2	9	2		3	0				0		1			4	1	2			0	1	1			0			
1	11	111.0	1.0	1.0	11152	1	99			4	0				1	1	1			13	0	4			0	0				0			
1	11	111.0	1.0	1.0	11153	3	9			3	0				0		2			13	0	5			0	1	9			0			
1	11	111.0	1.0	1.0	11161	2	1			3	1	1	4	1	1	1	1	3		2	1	2			0	0				0			
1	11	111.0	1.0	1.0	11162	2	1	2		4	0				0		9			13	0	2			0	0				0			
1	11	111.0	1.0	1.0	11163	3	5			4	0				0		1			13	1	2			0	0				0			
1	11	111.0	1.0	1.0	11164	1	4			3	0				1	1	9			4	1	2			1	1	2			0			
1	11	111.0	1.0	1.0	11165	2	2	5		3	0				0		4			4	0	2			0	0				0			
1	11	111.0	1.0	1.0	11166	2	1	4		4	0				1	1	5			1	0	1			1	1	1			1	2	0	
1	11	111.0	1.0	1.0	11167	2	2	5		2	1	1	2	2	0		1			2	0	1	2		0	0				0			
1	11	111.0	1.0	1.0	11168	2	1	4		4	0				1	1	1			1	0	1			0	0				0			
1	11	111.0	1.0	1.0	11169	2	5			3	1	1	4	1	1	1	9			13	0	2			0	0				0			
1	12	112.0	1.0	2.0	11250	2	1	2		3	0				1	1	1			4	1	4			0	1	1			0			
1	12	112.0	1.0	2.0	11251	1	2			2	0				1	1	2			2	1	2			0	0				0			
1	12	112.0	1.0	2.0	11252	2	1	2		3	0				1	1	2			2	1	2			0	1	2			1	2	0	
1	12	112.0	1.0	2.0	11260	1	2			1	0				1	1	1			4	1	1			0	0				0			
1	12	112.0	1.0	2.0	11261	2	4	5		3	0				0		1			19	1	1			0	0				0			
1	12	112.0	1.0	2.0	11262	1	2			4	0				1	1	1			2	0	2			0	0				0			
1	12	112.0	1.0	2.0	11263	1	5			4	0				1	1	1			1	0	2			0	0				0			
1	12	112.0	1.0	2.0	11264	2	1	2		4	0				0		9			19	0	2			0	0				0			
1	12	112.0	1.0	2.0	11265	1	2			4	0				0		2			3	0	2			0	0				0			
1	12	112.0	1.0	2.0	11267	1	1			4	0				0		9			19	0	2			0	0				0			
1	12	112.0	1.0	2.0	11268	1	5			3	0				1	1	2			3	1	2			0	0				0			
1	12	112.0	1.0	2.0	11269	1	2			4	0				1	1	1			2	0	2			0	0				0			
1	14	114.0	1.0	2.0	11450	2	2	6		1	0				0		2			4	0	1			0	0				0			
1	14	114.0	1.0	2.0	11451	2	2	5		4	0				0		9			1	1	1			0	0				0			
1	14	114.0	1.0	2.0	11452	1	2			4	0				0		1			19	0	9			0	0				0			
1	14	114.0	1.0	2.0	11460	1	1			3	0				0		2			19	0	9			0	0				0			
1	14	114.0	1.0	2.0	11461	3	9			3	0				1	1	2			19	0	9			0	0				0			
1	14	114.0	1.0	2.0	11462	1	1			3	0				0		1			4	0	3			0	0				0			
1	14	114.0	1.0	2.0	11463	1	2			2	0				0		2			19	0	1			0	0				0			
1	14	114.0	1.0	2.0	11464	1	1			1	0				1	1	1			1	0	1			0	0				0			
1	14	114.0	1.0	2.0	11465	1	5			3	0				0		9			13	0	4			0	0				0			
1	14	114.0	1.0	2.0	11466	1	2			3	0				0		2			2	0	2			0	0				0			
1	14	114.0	1.0	2.0	11467	1	1			2	0				0		1			4	0	2			0	0				0			
1	14	114.0	1.0	2.0	11468	2	2			3	0				0		9			2	0	9			0	0				0			
1	14	114.0	1.0	2.0	11469	1	5			3	0				1	1	2			1	0	2			0	0				0			
1	14	114.0	1.0	2.0	11470	2	2			2	0				1	1	8			4	1	1	4		1	0				0			
1	15	115.0	1.0	1.0	11550	1	2			2	0				0		1			13	1	2			0	0				0			
1	15	115.0	1.0	1.0	11551	1	2			2	0				0		1			13	0	4			0	0				0			
1	15	115.0	1.0	1.0	11553	1	5			3	1	1	1	2	1	1	1			2	0	2			0	0				0			
1	15	115.0	1.0	1.0	11560	1	5			4	0				0		1			2	1	1			0	0				0			
1	15	115.0	1.0	1.0	11561	1	1			3	0				0		2			4	1	5			0	0				0			
1	15	115.0	1.0	1.0	11562	1	1			2	0				0		1			13	0	2			0	0				0			
1	15	115.0	1.0	1.0	11563	2	1	2		3	1	3	1	3	1	1	1			13	0	4			0	0				1	3	0	
1	15	115.0	1.0	1.0	11564	1	5			4	0				0		9			13	1	5			0	0				0			
1	15	115.0	1.0	1.0	11565	1	2			4	0				0		9			13	0	4			0	0				0			
1	15	115.0	1.0	1.0	11566	1	2			4	0				0		1			13	0	4			0	0				0			
1	15	115.0	1.0	1.0	11567	1	2			2	0				0		1			4	0	4			0	0				0			
1	15	115.0	1.0	1.0	11568	1	1			2	0				0		2			3	0	2			0	0				1	3	1	3
1	15	115.0	1.0	1.0	11569	1	1			1	0				0		1			1	0	2			0	0				0			
1	16	116.0	1.0	1.0	11650	1	5			4	0				0		9			13	1	5			0	0				0			
1	16	116.0	1.0	1.0	11653	1	2			4	1	3	1	2	0		1			2	1	2			0	0				0			
1	16	116.0	1.0	1.0	11661	1	2			1	0				1	1	2			2	0	2			0	0				0			
1	16	116.0	1.0	1.0	11662	1	2			4	0				0		2			2	0	2			0	0				0			
1	16	116.0	1.0	1.0	11663	1	2			4	1	1	1	2	1	1	1			2	1	2			0	0				0			
1	16	116.0	1.0	1.0	11664	2	5			3	0				1	1	4			3	1	1	2		0	0				0			
1	16	116.0	1.0	1.0	11665	1	1			1	0				1	1	1			1	0	1			0	0				0			
1	16	116.0	1.0	1.0	11666	1	2			3	0				0		2			3	1	2			0	0				0			
1	16	116.0	1.0	1.0	11667	1	2			4	0				0		1			1	0	2			0	0				0			
1	16	116.0	1.0	1.0	11668	1	4			4	0				0		1			2	0	2			0	0				0			
1	17	117.0	1.0	2.0	11750	2	5			2	0				0		9			19	0	9			0	0				0			
1	17	117.0	1.0	2.0	11751	2	5			2	1	3	1	3	1	1	2			19	0	9			0	0				0			
1	17	117.0	1.0	2.0	11760	2	2	9		1	0				1	1	5			1	0	1			0	0				0			
1	17	117.0	1.0	2.0	11761	2	5			3	0				0		9			2	0	1			0	0				0			
1	17	117.0	1.0	2.0	11766	2	5			3	0				1	1	1			19	0	9			0	0				0			
