district	village	villno	strno	group	hhid	codigo	b01	b02	b03	b04	b05	b06	b07	b08	b09
1	7	107.0	1.0	3.0	10703	101	1			29	1	1	0	4	9
1	7	107.0	1.0	3.0	10703	102	1			25	2	2	0	1	9
1	7	107.0	1.0	3.0	10705	102	1			19	1	2	1	5	9
1	7	107.0	1.0	3.0	10706	101	1			30	1	1	0	4	1
1	7	107.0	1.0	3.0	10706	102	1			21	2	2	1	2	1
1	7	107.0	1.0	3.0	10707	101	1			35	1	1		0	9
1	7	107.0	1.0	3.0	10707	102	1			31	2	2		0	9
1	7	107.0	1.0	3.0	10707	103	1			15	3	2	1	1	9
1	7	107.0	1.0	3.0	10707	104	1			12	3	2	1	0	9
1	7	107.0	1.0	3.0	10707	105	1			10	3	2	0	0	9
1	7	107.0	1.0	3.0	10708	101	1			54	1	1		0	9
1	7	107.0	1.0	3.0	10708	102	1			999	2	2		0	9
1	7	107.0	1.0	3.0	10708	103	1			17	3	1	1	0	9
1	7	107.0	1.0	3.0	10708	104	1			13	3	1	0	0	9
1	7	107.0	1.0	3.0	10708	105	1			10	3	1	0	0	9
1	7	107.0	1.0	3.0	10710	101	1			41	1	1		0	6
1	7	107.0	1.0	3.0	10710	102	1			39	2	2		0	6
1	7	107.0	1.0	3.0	10710	103	1			12	3	1	1	2	6
1	7	107.0	1.0	3.0	10711	101	1			42	1	1	0	0	1
1	7	107.0	1.0	3.0	10711	102	1			38	2	2	0	0	1
1	7	107.0	1.0	3.0	10711	103	1			19	3	2	0	2	1
1	7	107.0	1.0	3.0	10711	104	1			17	3	2	0	1	1
1	7	107.0	1.0	3.0	10711	105	1			14	3	1	0	3	1
1	7	107.0	1.0	3.0	10711	106	1			10	3	1	0	0	1
1	7	107.0	1.0	3.0	10713	101	0	7	8	999					9
1	7	107.0	1.0	3.0	10713	102	1			999	1	2	0	0	9
1	7	107.0	1.0	3.0	10713	103	0	1	7	22	3	1	0	3	9
1	7	107.0	1.0	3.0	10713	104	0	1	7	14	3	2	0	4	9
1	7	107.0	1.0	3.0	10713	105	1			11	3	2	0	3	9
1	7	107.0	1.0	3.0	10713	106	1			9	3	2	0	3	9
1	7	107.0	1.0	3.0	10714	101	1			999	1	1	0	1	6
1	7	107.0	1.0	3.0	10714	102	1			999	2	2	1	2	6
1	7	107.0	1.0	3.0	10714	103	1			16	3	1	1	2	6
1	7	107.0	1.0	3.0	10714	104	1			10	3	2	1	1	6
1	7	107.0	1.0	3.0	10715	101	1			32	1	1		3	6
1	7	107.0	1.0	3.0	10715	102	1			25	2	2	0	1	6
1	7	107.0	1.0	3.0	10716	101	1			36	1	1		0	6
1	7	107.0	1.0	3.0	10716	102	1			25	2	2	0	0	6
1	7	107.0	1.0	3.0	10716	103	1			14	3	1	1	3	6
1	7	107.0	1.0	3.0	10716	104	1			9	3	2	1	1	6
1	7	107.0	1.0	3.0	10717	101	1			46	1	1		4	9
1	7	107.0	1.0	3.0	10717	102	1			39	2	2		0	9
1	7	107.0	1.0	3.0	10717	103	0	5	5	17	3	2	1	0	9
1	7	107.0	1.0	3.0	10717	104	1			14	3	2	1	5	9
1	7	107.0	1.0	3.0	10717	105	1			9	3	1	0	0	9
1	7	107.0	1.0	3.0	10717	106	1			16	3	1	0	0	9
1	7	107.0	1.0	3.0	10717	107	0	1	7	7	3	2	0	0	9
1	7	107.0	1.0	3.0	10718	101	1			38	1	1		1	1
1	7	107.0	1.0	3.0	10718	102	1			23	2	2	0	0	1
1	7	107.0	1.0	3.0	10719	101	0	6	7						6
1	7	107.0	1.0	3.0	10719	102	1			26	2	2	0	0	6
1	7	107.0	1.0	3.0	10719	103	1			7	3	2	0	0	6
1	8	108.0	1.0	2.0	10802	102	1			24	2	2	0	6	1
1	8	108.0	1.0	2.0	10802	104	1			13	7	1	1	3	1
1	8	108.0	1.0	2.0	10802	105	1			11	7	2	1	2	1
1	8	108.0	1.0	2.0	10802	106	1			9	3	1	1	0	1
1	8	108.0	1.0	2.0	10802	111	1			40	14	1	0	5	1
1	8	108.0	1.0	2.0	10802	112	0	1	6	19	10	1	0	0	1
1	8	108.0	1.0	2.0	10803	101	1			25	1	2	0	2	1
1	8	108.0	1.0	2.0	10803	102	0	9	7	9	3	2			1
1	8	108.0	1.0	2.0	10804	101	1			33	1	1		0	1
1	8	108.0	1.0	2.0	10804	102	1			29	2	2	0	0	1
1	8	108.0	1.0	2.0	10804	103	1			15	3	1	1	4	1
1	8	108.0	1.0	2.0	10804	104	1			14	3	1	1	3	1
1	8	108.0	1.0	2.0	10804	105	1			9	3	1	1	2	1
1	8	108.0	1.0	2.0	10805	101	1			999	1	1		2	2
1	8	108.0	1.0	2.0	10805	102	1			999	2	2		2	2
1	8	108.0	1.0	2.0	10805	104	1			15	3	1	0	3	2
1	8	108.0	1.0	2.0	10805	105	1			13	3	1	0	3	2
1	8	108.0	1.0	2.0	10805	111	1			12	15	2	1	1	2
1	8	108.0	1.0	2.0	10806	101	0	3	6	21	1	1	0	7	1
1	8	108.0	1.0	2.0	10806	102	0	9	6	20	2	2	0	5	1
1	8	108.0	1.0	2.0	10807	101	1			25	1	1	0	3	1
1	8	108.0	1.0	2.0	10807	102	1			27	2	2	0	4	1
1	8	108.0	1.0	2.0	10808	101	1			999	1	1	0	0	1
1	8	108.0	1.0	2.0	10808	102	1			37	2	2	0	0	1
1	8	108.0	1.0	2.0	10808	103	1			11	3	2	1	2	1
1	8	108.0	1.0	2.0	10808	104	1			8	3	2	1	0	1
1	8	108.0	1.0	2.0	10809	101	1			25	1	1	0	5	1
1	8	108.0	1.0	2.0	10809	102	1			24	2	2	0	7	1
1	8	108.0	1.0	2.0	10809	103	1			16	7	1	1	4	1
1	8	108.0	1.0	2.0	10810	101	1			46	1	1		6	1
1	8	108.0	1.0	2.0	10810	102	1			36	2	2		0	1
1	8	108.0	1.0	2.0	10810	103	0	1	7	19	3	2	0	3	1
1	8	108.0	1.0	2.0	10810	105	1			15	3	2	1	6	1
1	8	108.0	1.0	2.0	10810	106	1			13	3	2	1	4	1
1	8	108.0	1.0	2.0	10810	107	1			11	3	1	1	2	1
1	8	108.0	1.0	2.0	10810	108	1			10	3	1	1	1	1
1	8	108.0	1.0	2.0	10810	109	1			9	3	1	1	0	1
1	8	108.0	1.0	2.0	10811	101	1			33	1	1		3	1
1	8	108.0	1.0	2.0	10811	102	1			27	2	2	0	2	1
1	8	108.0	1.0	2.0	10811	103	1			13	2	1	1	2	1
1	8	108.0	1.0	2.0	10811	104	1			11	1	2	1	2	1
1	8	108.0	1.0	2.0	10811	111	1			6	2	2	1	0	1
1	8	108.0	1.0	2.0	10812	101	1			31	1	1		4	1
1	8	108.0	1.0	2.0	10812	102	1			30	2	2	0	4	1
1	8	108.0	1.0	2.0	10812	103	1			9	3	2	1	2	1
1	8	108.0	1.0	2.0	10814	101	1			999	1	1		3	1
1	8	108.0	1.0	2.0	10814	102	1			999	2	2		2	1
1	8	108.0	1.0	2.0	10814	103	1			16	3	1	1	2	1
1	8	108.0	1.0	2.0	10814	104	1			9	3	2	1	1	1
1	8	108.0	1.0	2.0	10815	101	1			41	1	2		6	2
1	8	108.0	1.0	2.0	10816	101	0	6	7	30	15	1			1
1	8	108.0	1.0	2.0	10816	102	1			26	2	2	0	0	1
1	8	108.0	1.0	2.0	10816	103	1			10	3	1	0	0	1
1	8	108.0	1.0	2.0	10817	101	1			999	2	2	0	3	1
1	8	108.0	1.0	2.0	10817	102	1			23	7	1	0	4	1
1	8	108.0	1.0	2.0	10817	103	1			19	7	1	0	4	1
1	8	108.0	1.0	2.0	10817	104	1			16	7	2	0	2	1
1	8	108.0	1.0	2.0	10817	105	1			13	3	1	1	3	1
1	8	108.0	1.0	2.0	10817	111	1			999	1	1	0	0	1
1	8	108.0	1.0	2.0	10819	101	1			36	1	1		3	1
1	8	108.0	1.0	2.0	10819	102	1			26	2	2	0	3	1
1	8	108.0	1.0	2.0	10819	103	1			10	3	2	1	2	1
1	9	109.0	1.0	1.0	10902	101	1			40	1	1		5	9
1	9	109.0	1.0	1.0	10902	102	0	6	7	22	2	2			9
1	9	109.0	1.0	1.0	10902	103	0	9	7	19	3	1			9
1	9	109.0	1.0	1.0	10902	104	1			8	3	2	0	0	9
1	9	109.0	1.0	1.0	10904	101	0	1	7	29	1	1			9
1	9	109.0	1.0	1.0	10904	102	1			21	2	2	0	1	9
1	9	109.0	1.0	1.0	10905	101	1			46	1	1		4	6
1	9	109.0	1.0	1.0	10905	102	1			33	2	2		0	6
1	9	109.0	1.0	1.0	10905	103	1			22	3	1	0	3	6
1	9	109.0	1.0	1.0	10905	104	1			19	3	1	0	3	6
1	9	109.0	1.0	1.0	10905	105	1			13	3	2	1	2	6
1	9	109.0	1.0	1.0	10905	106	0	9	7	11	3	2			6
1	9	109.0	1.0	1.0	10905	108	0	1	7	999	4	2			6
1	9	109.0	1.0	1.0	10905	201	1			9	3	1	1	2	6
1	9	109.0	1.0	1.0	10906	101	1			48	1	1	0	3	9
1	9	109.0	1.0	1.0	10906	102	1			35	2	2	0	3	9
1	9	109.0	1.0	1.0	10906	103	1			18	3	1	0	1	9
1	9	109.0	1.0	1.0	10906	104	1			13	3	1	1	1	9
1	9	109.0	1.0	1.0	10906	105	1			9	3	1	1	0	9
1	9	109.0	1.0	1.0	10907	102	1			30	1	1	0	2	1
1	9	109.0	1.0	1.0	10907	103	1			11	3	2	1	2	1
1	9	109.0	1.0	1.0	10908	101	1			48	1	1	0	3	6
1	9	109.0	1.0	1.0	10908	102	1			50	2	2	0	0	6
1	9	109.0	1.0	1.0	10908	103	1			20	3	1	0	4	6
1	9	109.0	1.0	1.0	10908	104	1			19	3	1	0	4	6
1	9	109.0	1.0	1.0	10908	105	1			18	3	1	1	3	6
1	9	109.0	1.0	1.0	10908	106	1			16	3	1	1	3	6
1	9	109.0	1.0	1.0	10908	107	1			9	3	1	1	1	6
1	9	109.0	1.0	1.0	10909	101	1			39	1	1	0	0	1
1	9	109.0	1.0	1.0	10909	102	1			29	2	2	0	0	1
1	9	109.0	1.0	1.0	10909	103	1			9	3	1	0	0	1
1	9	109.0	1.0	1.0	10911	101	1			41	1	1	0	0	1
1	9	109.0	1.0	1.0	10911	102	1			34	2	2	0	0	1
1	9	109.0	1.0	1.0	10911	103	1			34	2	2	0	0	1
1	9	109.0	1.0	1.0	10912	101	1			33	1	1	0	4	1
1	9	109.0	1.0	1.0	10912	111	1			999	2	2	0	0	1
1	9	109.0	1.0	1.0	10913	101	1			26	1	1	0	0	1
1	9	109.0	1.0	1.0	10913	102	1			25	2	2	0	0	1
1	9	109.0	1.0	1.0	10913	103	1			10	3	2	1	0	1
1	9	109.0	1.0	1.0	10914	101	1			24	1	1	0	6	1
1	9	109.0	1.0	1.0	10914	102	1			23	2	2	0	0	1
1	9	109.0	1.0	1.0	10915	101	1			999	1	1	0	0	1
1	9	109.0	1.0	1.0	10915	102	1			999	2	2	0	0	1
1	9	109.0	1.0	1.0	10915	104	1			10	3	1	1	1	1
1	9	109.0	1.0	1.0	10915	105	1			15	3	1	0	0	1
1	9	109.0	1.0	1.0	10915	106	1			12	3	2	1	2	1
1	9	109.0	1.0	1.0	10915	111	0	9	3	17	3	1	1	4	1
1	9	109.0	1.0	1.0	10916	101	0	6	7	47	1	1			1
1	9	109.0	1.0	1.0	10916	102	1			43	2	2		0	1
1	9	109.0	1.0	1.0	10916	103	1			24	3	2	0	1	1
1	9	109.0	1.0	1.0	10916	104	1			22	3	1	0	2	1
1	9	109.0	1.0	1.0	10916	105	1			19	3	1	1	0	1
1	9	109.0	1.0	1.0	10916	106	1			14	3	2	0	2	1
1	9	109.0	1.0	1.0	10916	107	1			11	3	1	1	0	1
1	9	109.0	1.0	1.0	10916	108	1			9	3	1	1	0	1
1	9	109.0	1.0	1.0	10917	111	1			999	1	1	0	0	1
1	9	109.0	1.0	1.0	10917	113	1			27	2	2	0	0	1
1	9	109.0	1.0	1.0	10919	101	1			46	1	2		0	1
1	9	109.0	1.0	1.0	10919	102	0	1	7	28	3	2	0	0	1
1	10	110.0	1.0	1.0	11001	101	1			51	1	1		4	9
1	10	110.0	1.0	1.0	11001	102	1			41	2	2		1	9
1	10	110.0	1.0	1.0	11001	103	0	1	7	21	3	1	0	4	9
1	10	110.0	1.0	1.0	11001	104	1			12	3	2	1	1	9
1	10	110.0	1.0	1.0	11001	105	1			11	3	2	0	0	9
1	10	110.0	1.0	1.0	11003	101	1			36	1	1		4	6
1	10	110.0	1.0	1.0	11003	102	1			33	2	2		2	6
1	10	110.0	1.0	1.0	11004	101	1			36	1	1		0	6
1	10	110.0	1.0	1.0	11004	102	1			39	2	2		0	6
1	10	110.0	1.0	1.0	11004	103	1			13	3	2	1	4	6
1	10	110.0	1.0	1.0	11004	104	1			11	3	1	1	4	6
1	10	110.0	1.0	1.0	11004	105	1			9	3	2	1	1	6
1	10	110.0	1.0	1.0	11005	101	1			26	1	1	0	4	9
1	10	110.0	1.0	1.0	11005	102	1			23	2	2	0	3	9
1	10	110.0	1.0	1.0	11006	101	1			53	1	1		3	6
1	10	110.0	1.0	1.0	11006	102	1			42	2	2	0	0	6
1	10	110.0	1.0	1.0	11006	106	1			17	3	1	1	2	6
1	10	110.0	1.0	1.0	11006	107	1			14	3	1	1	1	6
1	10	110.0	1.0	1.0	11006	111	1			12	3	2	1	1	6
1	10	110.0	1.0	1.0	11007	101	1			43	1	1		2	1
1	10	110.0	1.0	1.0	11007	102	1			33	2	2		0	1
1	10	110.0	1.0	1.0	11007	103	1			14	3	1	1	1	1
1	10	110.0	1.0	1.0	11007	104	1			10	3	2	1	1	1
1	10	110.0	1.0	1.0	11007	105	1			8	3	1	0	0	1
1	10	110.0	1.0	1.0	11009	102	1			23	2	2	0	3	6
1	10	110.0	1.0	1.0	11009	111	0	6	7	999	1	1	0	2	6
1	10	110.0	1.0	1.0	11011	101	1			41	1	1		0	6
1	10	110.0	1.0	1.0	11011	102	1			36	2	2		0	6
1	10	110.0	1.0	1.0	11011	103	0	1	7	25	3	1	0	0	6
1	10	110.0	1.0	1.0	11011	104	1			16	3	1	1	6	6
1	10	110.0	1.0	1.0	11011	105	1			13	3	1	1	3	6
1	10	110.0	1.0	1.0	11011	106	1			11	3	2	1	0	6
1	10	110.0	1.0	1.0	11011	107	1			22	3	1	0	4	6
1	10	110.0	1.0	1.0	11013	101	0	6	3	999	1	1	0	4	6
1	10	110.0	1.0	1.0	11013	103	1			34	3	1	0	3	6
1	10	110.0	1.0	1.0	11013	104	1			24	3	2	0	1	6
1	10	110.0	1.0	1.0	11013	105	0	1	6	19	3	2	0	9	6
1	10	110.0	1.0	1.0	11013	106	1			17	3	1	0	1	6
1	10	110.0	1.0	1.0	11013	107	1			11	3	1	1	3	6
1	10	110.0	1.0	1.0	11013	111	1			999	2	2	0	0	6
1	10	110.0	1.0	1.0	11014	101	1			999	1	1	0	0	9
1	10	110.0	1.0	1.0	11014	102	1			999	2	2	0	0	9
1	10	110.0	1.0	1.0	11014	103	1			999	3	2	0	0	9
1	10	110.0	1.0	1.0	11014	104	1			10	3	2	1	1	9
1	10	110.0	1.0	1.0	11014	105	1			9	3	1	1	1	9
1	10	110.0	1.0	1.0	11015	102	1			38	1	2		2	6
1	10	110.0	1.0	1.0	11015	103	1			14	3	2	0	3	6
1	10	110.0	1.0	1.0	11015	104	1			12	3	1	1	2	6
1	10	110.0	1.0	1.0	11015	105	1			10	3	1	1	1	6
1	10	110.0	1.0	1.0	11016	101	0	6	7	999	15	1	0	0	6
1	10	110.0	1.0	1.0	11016	102	1			21	1	2	0	1	6
1	10	110.0	1.0	1.0	11017	101	1			53	1	1		0	1
1	10	110.0	1.0	1.0	11017	102	1			39	2	2		0	1
1	10	110.0	1.0	1.0	11017	103	1			999	3	1	1	1	1
1	10	110.0	1.0	1.0	11017	104	1			999	3	1	1	2	1
1	10	110.0	1.0	1.0	11017	105	1			9	3	2	1	1	1
1	10	110.0	1.0	1.0	11018	101	1			33	1	1		7	1
1	10	110.0	1.0	1.0	11018	102	1			23	2	2	0	4	1
1	10	110.0	1.0	1.0	11019	101	1			46	1	1		1	1
1	10	110.0	1.0	1.0	11019	102	1			39	2	2		0	1
1	10	110.0	1.0	1.0	11019	103	1			14	3	1	0	0	1
1	10	110.0	1.0	1.0	11019	104	1			12	3	1	1	0	1
1	10	110.0	1.0	1.0	11019	105	1			9	3	1	0	0	1
1	11	111.0	1.0	1.0	11102	101	1			25	1	1	0	1	1
1	11	111.0	1.0	1.0	11102	102	0	6	8						1
1	11	111.0	1.0	1.0	11102	112	1			20	2	2	0	0	1
1	11	111.0	1.0	1.0	11103	101	1			42	1	1		3	1
1	11	111.0	1.0	1.0	11103	102	1			43	2	2		0	1
1	11	111.0	1.0	1.0	11103	103	1			18	3	1	0	4	1
1	11	111.0	1.0	1.0	11103	104	1			15	3	1	0	0	1
1	11	111.0	1.0	1.0	11103	105	1			13	3	1	1	2	1
1	11	111.0	1.0	1.0	11103	106	1			11	3	1	0	0	1
1	11	111.0	1.0	1.0	11104	101	1			40	1	1		3	1
1	11	111.0	1.0	1.0	11104	102	1			36	2	2		3	1
1	11	111.0	1.0	1.0	11104	103	1			16	3	2	1	6	1
1	11	111.0	1.0	1.0	11104	104	1			10	3	1	1	3	1
1	11	111.0	1.0	1.0	11105	101	1			31	1	1		3	1
1	11	111.0	1.0	1.0	11105	111	1			999	14	2	0	0	1
1	11	111.0	1.0	1.0	11108	101	1			37	1	1		7	1
1	11	111.0	1.0	1.0	11108	102	1			31	2	2		6	1
1	11	111.0	1.0	1.0	11108	103	1			12	3	1	1	1	1
1	11	111.0	1.0	1.0	11108	104	1			9	3	1	1	4	1
1	11	111.0	1.0	1.0	11109	101	1			999	1	1		12	1
1	11	111.0	1.0	1.0	11109	102	1			26	2	2	0	8	1
1	11	111.0	1.0	1.0	11109	103	1			14	3	1	1	2	1
1	11	111.0	1.0	1.0	11109	104	1			11	3	1	1	2	1
1	11	111.0	1.0	1.0	11110	101	1			61	1	1		2	2
1	11	111.0	1.0	1.0	11110	102	1			38	2	2		0	2
1	11	111.0	1.0	1.0	11110	104	1			11	3	1	0	0	2
1	11	111.0	1.0	1.0	11112	101	1			61	1	1		6	1
1	11	111.0	1.0	1.0	11112	102	1			999	2	2	0	0	1
1	11	111.0	1.0	1.0	11112	103	1			10	3	2	1	2	1
1	11	111.0	1.0	1.0	11112	104	1			9	3	2	1	1	1
1	11	111.0	1.0	1.0	11113	101	1			52	1	1		7	1
1	11	111.0	1.0	1.0	11113	102	1			38	2	2		0	1
1	11	111.0	1.0	1.0	11114	101	1			36	1	1		5	1
1	11	111.0	1.0	1.0	11114	102	1			29	2	2	0	0	1
1	11	111.0	1.0	1.0	11115	101	1			31	1	1		7	1
1	11	111.0	1.0	1.0	11115	102	1			29	2	2	0	2	1
1	11	111.0	1.0	1.0	11115	104	1			10	3	1	1	2	1
1	11	111.0	1.0	1.0	11116	101	1			28	1	1	0	5	1
1	11	111.0	1.0	1.0	11116	102	1			26	2	2	0	6	1
1	11	111.0	1.0	1.0	11117	101	1			34	1	1		4	1
1	11	111.0	1.0	1.0	11117	102	1			26	2	2	0	2	1
1	11	111.0	1.0	1.0	11117	103	1			10	3	2	1	1	1
1	11	111.0	1.0	1.0	11118	101	1			48	1	1		4	1
1	11	111.0	1.0	1.0	11118	102	1			39	2	2		2	1
1	11	111.0	1.0	1.0	11118	103	1			25	3	2	0	2	1
1	11	111.0	1.0	1.0	11118	104	0	3	6	19	3				1
1	11	111.0	1.0	1.0	11118	105	1			16	3	1	0	1	1
1	11	111.0	1.0	1.0	11118	106	1			11	3	2	1	2	1
1	11	111.0	1.0	1.0	11119	101	1			32	1	1		4	1
1	11	111.0	1.0	1.0	11119	102	1			28	2	2	0	4	1
1	11	111.0	1.0	1.0	11119	104	1			14	8	2	1	4	1
1	11	111.0	1.0	1.0	11119	105	0	7		8	8	1	1	0	1
1	11	111.0	1.0	1.0	11119	106	1			7	3	1	1	0	1
1	11	111.0	1.0	1.0	11120	102	1			23	1	2	0	1	1
1	11	111.0	1.0	1.0	11120	103	1			9	3	1	1	0	1
1	12	112.0	1.0	2.0	11201	101	1			45	1	1	0	4	1
1	12	112.0	1.0	2.0	11201	102	1			37	2	2	0	2	1
1	12	112.0	1.0	2.0	11201	104	1			16	3	2	1	1	1
1	12	112.0	1.0	2.0	11201	105	1			15	3	1	1	1	1
1	12	112.0	1.0	2.0	11201	106	1			8	3	2	1	0	1
1	12	112.0	1.0	2.0	11202	101	1			32	1	2	0	3	2
1	12	112.0	1.0	2.0	11202	102	1			21	3	1	0	0	2
1	12	112.0	1.0	2.0	11202	103	0	1	7	17	3	1	0	0	2
1	12	112.0	1.0	2.0	11202	104	0	1	7	13	3	2	0	0	2
1	12	112.0	1.0	2.0	11202	105	1			11	3	2	0	0	2
1	12	112.0	1.0	2.0	11202	106	1			9	3	2	0	0	2
1	12	112.0	1.0	2.0	11202	111	1			32	14	1		5	2
1	12	112.0	1.0	2.0	11203	101	0	7		999	1	1	0	0	1
1	12	112.0	1.0	2.0	11203	102	1			999	2	2	0	0	1
1	12	112.0	1.0	2.0	11203	103	1			11	3	2	1	1	1
1	12	112.0	1.0	2.0	11204	101	0	6	7	42	1	1	0	0	1
1	12	112.0	1.0	2.0	11204	102	1			35	2	2	0	2	1
1	12	112.0	1.0	2.0	11204	103	1			20	3	1	0	7	1
1	12	112.0	1.0	2.0	11204	104	0	1	7	18	3	2	0	3	1
1	12	112.0	1.0	2.0	11204	105	1			16	3	2	1	3	1
1	12	112.0	1.0	2.0	11204	106	1			14	3	1	1	2	1
1	12	112.0	1.0	2.0	11204	107	1			8	3	2	1	1	1
1	12	112.0	1.0	2.0	11205	101	1			37	1	1	0	1	2
1	12	112.0	1.0	2.0	11205	102	1			33	2	2	0	3	2
1	12	112.0	1.0	2.0	11205	104	1			21	3	2	1	0	2
1	12	112.0	1.0	2.0	11205	105	1			9	3	1	1	0	2
1	12	112.0	1.0	2.0	11206	101	1			999	2	2	0	0	2
1	12	112.0	1.0	2.0	11206	102	1			11	3	2	1	1	2
1	12	112.0	1.0	2.0	11206	103	1			9	3	1	0	0	2
1	12	112.0	1.0	2.0	11207	101	1			999	2	2	0	0	2
1	12	112.0	1.0	2.0	11207	111	1			7	14	2	0	0	2
1	12	112.0	1.0	2.0	11208	101	0	6		999	1	1	0	4	1
1	12	112.0	1.0	2.0	11208	102	1			36	2	2	0	0	1
1	12	112.0	1.0	2.0	11208	103	1			14	3	2	1	2	1
1	12	112.0	1.0	2.0	11208	104	1			11	3	1	1	1	1
1	12	112.0	1.0	2.0	11209	103	1			25	2	2	0	0	2
1	12	112.0	1.0	2.0	11209	104	0	9	7	10	3	1	0	0	2
1	12	112.0	1.0	2.0	11210	101	1			36	1	1	0	1	1
1	12	112.0	1.0	2.0	11210	102	1			24	2	2	0	3	1
1	12	112.0	1.0	2.0	11210	103	1			10	3	2	1	2	1
1	12	112.0	1.0	2.0	11211	101	1			37	1	1	0	6	2
1	12	112.0	1.0	2.0	11211	102	1			31	2	2	0	0	2
1	12	112.0	1.0	2.0	11211	103	1			23	2	2	0	0	2
1	12	112.0	1.0	2.0	11211	104	1			17	3	1	1	5	2
1	12	112.0	1.0	2.0	11211	105	1			13	3	1	1	3	2
1	12	112.0	1.0	2.0	11211	106	1			12	3	1	0	0	2
1	12	112.0	1.0	2.0	11211	107	1			9	3	1	0	0	2
1	12	112.0	1.0	2.0	11212	101	1			37	1	1	0	3	1
1	12	112.0	1.0	2.0	11212	102	1			31	2	2	0	0	1
1	12	112.0	1.0	2.0	11212	103	1			18	3	2	0	7	1
1	12	112.0	1.0	2.0	11212	104	1			14	3	1	1	5	1
1	12	112.0	1.0	2.0	11212	105	1			11	3	1	1	4	1
1	12	112.0	1.0	2.0	11213	101	1			999	1	1	0	0	2
1	12	112.0	1.0	2.0	11213	102	1			33	2	2	0	0	2
1	12	112.0	1.0	2.0	11214	101	1			42	1	1	0	3	1
1	12	112.0	1.0	2.0	11214	102	1			36	2	2	0	3	1
1	12	112.0	1.0	2.0	11215	101	1			40	1	1	0	6	1
1	12	112.0	1.0	2.0	11215	102	1			37	2	2	0	1	1
1	12	112.0	1.0	2.0	11215	103	1			18	8	2	1	6	1
1	12	112.0	1.0	2.0	11215	104	1			14	3	2	1	6	1
1	12	112.0	1.0	2.0	11215	105	1			13	3	1	1	3	1
1	12	112.0	1.0	2.0	11215	106	1			10	3	1	1	2	1
1	12	112.0	1.0	2.0	11216	101	1			43	1	1	0	2	1
1	12	112.0	1.0	2.0	11216	102	1			38	2	2	0	3	1
1	12	112.0	1.0	2.0	11216	103	1			15	3	2	1	5	1
1	12	112.0	1.0	2.0	11216	104	1			11	3	2	1	0	1
1	12	112.0	1.0	2.0	11216	111	0	5	5	19	3	1	1	7	1
1	12	112.0	1.0	2.0	11217	101	1			999	1	1	0	5	2
1	12	112.0	1.0	2.0	11217	102	1			999	2	2	1	1	2
1	12	112.0	1.0	2.0	11218	101	1			36	1	1	0	3	1
1	12	112.0	1.0	2.0	11218	102	1			35	2	2	0	0	1
1	12	112.0	1.0	2.0	11218	103	1			14	3	1	1	3	1
1	12	112.0	1.0	2.0	11218	104	1			9	3	2	1	1	1
1	12	112.0	1.0	2.0	11219	101	1			42	1	1	0	6	2
1	12	112.0	1.0	2.0	11219	102	1			37	2	2	0	0	2
1	12	112.0	1.0	2.0	11219	104	1			13	2	2	0	0	2
1	12	112.0	1.0	2.0	11219	105	1			9	3	2	0	0	2
1	12	112.0	1.0	2.0	11220	101	1			69	1	1	0	5	1
1	12	112.0	1.0	2.0	11220	102	1			44	2	2	0	2	1
1	12	112.0	1.0	2.0	11220	103	1			15	3	1	1	5	1
1	12	112.0	1.0	2.0	11220	104	1			13	3	2	1	4	1
1	12	112.0	1.0	2.0	11220	105	1			11	3	2	1	3	1
1	12	112.0	1.0	2.0	11220	106	1			9	3	2	1	1	1
1	13	113.0	1.0	3.0	11301	102	1			33	2	2	0	0	1
1	13	113.0	1.0	3.0	11301	103	1			13	3	1	0	2	1
1	13	113.0	1.0	3.0	11301	104	1			9	3	1	1	0	1
1	13	113.0	1.0	3.0	11302	101	1			23	1	1	0	5	1
1	13	113.0	1.0	3.0	11302	102	1			19	2	2	0	0	1
1	13	113.0	1.0	3.0	11303	101	1			35	1	1	0	0	1
1	13	113.0	1.0	3.0	11303	102	1			31	2	2	0	0	1
1	13	113.0	1.0	3.0	11304	101	0	7							2
1	13	113.0	1.0	3.0	11304	102	1			999	2	2	0	0	2
1	13	113.0	1.0	3.0	11305	101	1			50	1	1		1	2
1	13	113.0	1.0	3.0	11305	102	1			999	3	2		1	2
1	13	113.0	1.0	3.0	11305	103	1			999	3	1	0	0	2
1	13	113.0	1.0	3.0	11305	104	1			49	2	2		0	2
1	13	113.0	1.0	3.0	11305	105	1			11	3	1	1	1	2
1	13	113.0	1.0	3.0	11305	106	1			9	3	1	1	1	2
1	13	113.0	1.0	3.0	11306	101	1			51	1	1	0	4	2
1	13	113.0	1.0	3.0	11306	102	1			43	2	2	0	1	2
1	13	113.0	1.0	3.0	11306	103	1			15	3	1	1	1	2
1	13	113.0	1.0	3.0	11306	104	0	9	8						2
1	13	113.0	1.0	3.0	11306	105	1			9	3	1	0	0	2
1	13	113.0	1.0	3.0	11307	101	1			47	1	1	0	4	1
1	13	113.0	1.0	3.0	11307	102	1			39	2	2	0	2	1
1	13	113.0	1.0	3.0	11307	104	1			999	3	2	1	4	1
1	13	113.0	1.0	3.0	11307	105	1			12	3	1	1	2	1
1	13	113.0	1.0	3.0	11307	106	1			9	3	2	1	1	1
1	13	113.0	1.0	3.0	11308	101	1			25	1	1	0	4	2
