district	village	villno	strno	group	hhid	g16a	g16b	g16c	g16d	g16e	g16f	g17a	g17b	g17c	g18a	g18b	g18c	g18d	g18e	g18f	g18g	g18h	g18i	g18j	g18k	g18l	g19	g20	g21a	g21b	g21c	g21d	g21e	g22a	g22b	g22c	g22d	g22e	g22f	g22g	g22h	g22i	g22j	g22k	g22l	g23	g24a	g24b	g24c	g24d	g24e
1	15	115.0	1.0	1.0	11506	3.0	3.0	0.0	0.0	8.0	0.0	4			0	0	0	1	0	0	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0					
1	15	115.0	1.0	1.0	11508	2.0	0.0	0.0	0.0	0.0	0.0	5			0	0	0	1	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	1	0
1	15	115.0	1.0	1.0	11510	3.0	3.0	0.0	0.0	15.0	0.0	1			0	0	0	1	0	0	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0					
1	15	115.0	1.0	1.0	11511	3.0	3.0	0.0	0.0	0.0	0.0	2			0	0	1	0	0	0	0	0	0	0	0	0	1	0																		1	1	0	0	0	0
1	15	115.0	1.0	1.0	11512	5.0	0.0	0.0	0.0	0.0	0.0	1			0	0	0	1	0	0	0	0	0	0	0	0	1	0																		1	1	0	0	0	0
1	15	115.0	1.0	1.0	11514	3.0	3.0	0.0	0.0	0.0	0.0	5			0	0	0	0	1	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	0	0	1	0
1	15	115.0	1.0	1.0	11515	2.0	2.0	1.0	0.0	5.0	0.0	5			0	0	0	1	0	0	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	0	0	1	0
1	15	115.0	1.0	1.0	11519	2.0	0.0	0.0	0.0	0.0	0.0	5			0	0	0	0	0	0	1	0	0	0	0	0	0																			0					
1	16	116.0	1.0	1.0	11602	3.0	3.0	0.0	0.0	0.0	0.0	2	9		0	0	0	1	0	0	0	0	0	0	0	0	1	0																		1	0	0	0	1	0
1	16	116.0	1.0	1.0	11603	0.0	0.0	0.0	0.0	4.0	0.0	1	2		0	0	0	1	1	0	0	0	0	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	0	0	0
1	16	116.0	1.0	1.0	11606	0.0	0.0	3.0	0.0	4.0	0.0	1			0	0	0	0	1	0	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	1	0
1	16	116.0	1.0	1.0	11607	1.0	1.0	0.0	0.0	0.0	0.0	2	5		0	0	1	0	0	0	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	1	0
1	16	116.0	1.0	1.0	11608	2.0	0.0	3.0	0.0	0.0	0.0	4			0	0	0	1	0	0	0	0	0	0	0	0	1	0																		1	0	0	0	1	0
1	16	116.0	1.0	1.0	11609	0.0	2.0	0.0	0.0	0.0	0.0	4			0	0	0	1	0	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	1	0	0
1	16	116.0	1.0	1.0	11610	0.0	0.0	0.0	0.0	4.0	0.0	1			0	0	0	1	0	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	0	1	0
1	16	116.0	1.0	1.0	11612	1.0	0.0	7.0	0.0	0.0	0.0	2			0	0	0	0	1	0	0	0	0	0	0	0	0																			0					
1	16	116.0	1.0	1.0	11613	0.0	6.0	0.0	0.0	0.0	0.0	9			0	0	0	0	1	0	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	1	0
1	16	116.0	1.0	1.0	11614	3.0	0.0	0.0	0.0	0.0	0.0	9			0	0	0	1	0	0	0	0	0	0	0	0	1	0																		0					
1	16	116.0	1.0	1.0	11615	0.0	2.0	0.0	0.0	0.0	0.0	1			0	0	0	1	0	0	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	0	0	0
1	16	116.0	1.0	1.0	11616	2.0	2.0	3.0	0.0	0.0	0.0	1			0	0	0	0	1	0	0	0	0	0	0	0	1	0																		1	0	0	0	1	0
1	16	116.0	1.0	1.0	11617	0.0	2.0	0.0	0.0	0.0	0.0	2			0	0	0	0	1	0	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	1	0
1	16	116.0	1.0	1.0	11618	3.0	3.0	0.0	0.0	0.0	0.0	1	2		0	0	0	1	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0					
1	16	116.0	1.0	1.0	11619	3.0	3.0	0.0	0.0	0.0	0.0	1	2		0	0	0	0	1	0	0	0	0	0	0	0	1	0																		0					
1	16	116.0	1.0	1.0	11620	0.0	6.0	0.0	0.0	0.0	0.0	1			0	0	0	0	1	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	0	0	0	0
1	17	117.0	1.0	2.0	11701	2.0	2.0	0.0	0.0	0.0	0.0	1			0	0	0	1	0	0	0	0	0	0	0	0	1	0																		0					
1	17	117.0	1.0	2.0	11702	3.0	3.0	0.0	0.0	11.0	0.0	4	5		0	0	0	1	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0					
1	17	117.0	1.0	2.0	11703	3.0	3.0	0.0	0.0	0.0	0.0	1	5		0	0	0	1	0	0	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	1	0
1	17	117.0	1.0	2.0	11704	3.0	3.0	0.0	0.0	1.0	0.0	1	5		0	0	0	1	0	0	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0					
1	17	117.0	1.0	2.0	11705	3.0	3.0	0.0	0.0	0.0	0.0	5			0	0	0	1	0	0	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	1	0
1	17	117.0	1.0	2.0	11706	3.0	3.0	0.0	0.0	0.0	0.0	5	2		0	0	0	1	1	0	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	1	0
1	17	117.0	1.0	2.0	11707	3.0	3.0	0.0	0.0	0.0	0.0	1	2	5	0	0	1	0	0	0	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	1	0
1	17	117.0	1.0	2.0	11708	2.0	2.0	0.0	0.0	8.0	0.0	4	5		0	0	0	0	1	0	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	1	0
1	17	117.0	1.0	2.0	11710	0.0	0.0	3.0	3.0	0.0	0.0	5			0	0	0	0	1	1	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	1	0	0	0
1	17	117.0	1.0	2.0	11711	3.0	0.0	5.0	0.0	0.0	0.0	5	2		0	0	1	0	0	0	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0					
1	17	117.0	1.0	2.0	11712	4.0	4.0	0.0	0.0	0.0	0.0	1			0	0	0	1	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1	0	0	0	0
1	17	117.0	1.0	2.0	11713	3.0	3.0	0.0	0.0	0.0	0.0	1			0	0	0	1	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0					
1	17	117.0	1.0	2.0	11714	2.0	0.0	0.0	0.0	0.0	0.0	1			0	0	0	1	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0					
1	17	117.0	1.0	2.0	11715	3.0	3.0	0.0	0.0	100.0	0.0	4	1		0	0	0	1	0	0	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0					
1	17	117.0	1.0	2.0	11716	3.0	3.0	0.0	0.0	25.0	0.0	2	1		0	0	1	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	1	0
1	17	117.0	1.0	2.0	11717	2.0	2.0	0.0	0.0	0.0	0.0	5			0	0	1	0	0	0	0	0	0	0	0	0	1	0																		0					
1	17	117.0	1.0	2.0	11718	2.0	2.0	0.0	0.0	2.0	0.0	1			0	0	0	1	1	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	0	0	0	0
1	17	117.0	1.0	2.0	11719	2.0	0.0	0.0	0.0	0.0	0.5	2			0	0	0	1	0	0	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	0	0	0	0
1	18	118.0	1.0	1.0	11801	0.0	3.0	0.0	0.0	4.0	0.0	2	5		0	0	0	1	0	0	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	0	0	1	0
1	18	118.0	1.0	1.0	11803	3.0	3.0	0.0	0.0	0.0	0.0	1	2		0	0	0	0	1	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	0	0	1	0
1	18	118.0	1.0	1.0	11804	2.0	0.0	0.0	0.0	0.0	0.0	1			0	0	0	0	1	0	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	1	0
1	18	118.0	1.0	1.0	11806	2.0	2.0	0.0	0.0	0.0	0.0	4			0	0	0	1	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0					
1	18	118.0	1.0	1.0	11807	3.0	0.0	0.0	0.0	0.0	0.0	1	4		0	0	0	1	0	0	0	0	0	0	0	0	1	0																		0					
1	18	118.0	1.0	1.0	11808	2.0	0.0	0.0	0.0	0.0	0.0	1			0	0	0	0	1	0	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0					
1	18	118.0	1.0	1.0	11811	2.0	2.0	0.0	0.0	7.0	0.0	1	2		0	0	0	0	1	0	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	1	0
1	18	118.0	1.0	1.0	11812	6.0	0.0	0.0	0.0	0.0	0.0	1			0	0	1	0	0	0	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0					
1	18	118.0	1.0	1.0	11813	2.0	0.0	0.0	0.0	0.0	0.0	2	1		0	0	0	1	0	0	0	0	0	0	0	0	1	0																		0					
1	18	118.0	1.0	1.0	11816	2.0	0.0	0.0	0.0	0.0	0.0	5	4		0	0	0	0	1	0	0	0	0	0	0	0	1	0																		0					
2	1	201.0	2.0	3.0	20107	0.0	0.0	0.0	0.0	5.0	0.0	9	5	2	0	0	0	0	1	0	0	0	0	0	0	0	1	0																		1	0	0	0	1	0
2	2	202.0	2.0	3.0	20207	0.0	0.0	0.0	0.0	60.0	0.0	1			0	0	0	1	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0					
2	2	202.0	2.0	3.0	20209	0.0	0.0	0.0	0.0	25.0	0.0	4	2	1	0	0	0	0	1	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0					
2	2	202.0	2.0	3.0	20217	0.0	0.0	0.0	0.0	0.0	1.5	1			0	0	0	0	1	0	0	0	0	0	0	0	1	0																		0					
2	3	203.0	2.0	2.0	20301	0.0	6.0	0.0	0.0	4.0	0.0	1			0	0	0	1	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	1	0
2	3	203.0	2.0	2.0	20302	3.0	0.0	0.0	0.0	0.0	0.0	9			0	0	0	1	0	0	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	1	0
2	3	203.0	2.0	2.0	20303	3.0	3.0	0.0	0.0	10.0	0.0	1			0	0	0	0	1	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	1	0	0	0	0
2	3	203.0	2.0	2.0	20304	3.0	0.0	0.0	0.0	0.0	0.0	4			0	0	0	1	0	0	0	0	0	0	0	0	1	1	1	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	1	1	0	0	1	0
2	3	203.0	2.0	2.0	20306	3.0	3.0	0.0	0.0	4.0	0.0	5			0	0	0	1	0	0	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	1	0
2	3	203.0	2.0	2.0	20308	0.0	3.0	0.0	0.0	0.0	0.0	1			0	0	0	0	1	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	0	0	0	0
2	3	203.0	2.0	2.0	20309	2.0	0.0	0.0	0.0	0.0	0.0	1			0	0	0	0	1	0	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	1	0
2	3	203.0	2.0	2.0	20310	3.0	0.0	7.0	0.0	15.0	0.0	2	5	9	0	0	0	1	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	1	0
2	3	203.0	2.0	2.0	20311	0.0	0.0	0.0	0.0	7.0	0.0	1			0	0	0	1	0	0	0	0	0	0	0	0	1	1	1	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	0	0	1	0
2	3	203.0	2.0	2.0	20312	0.0	2.0	0.0	0.0	5.0	0.0	9	5	2	0	0	0	0	1	0	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	1	0
2	3	203.0	2.0	2.0	20316	0.0	0.0	0.0	0.0	116.0	0.0	1	5		0	0	0	1	0	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	1	0
2	3	203.0	2.0	2.0	20317	0.0	0.0	0.0	0.0	15.0	0.0	1			0	0	0	0	1	0	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	1	0
2	3	203.0	2.0	2.0	20318	2.0	0.0	0.0	0.0	0.0	0.0	9			0	0	0	0	1	0	0	0	0	0	0	0	1	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	0	1	0
2	3	203.0	2.0	2.0	20319	3.0	3.0	0.0	0.0	0.0	0.0	9			0	0	0	1	0	0	0	0	0	0	0	0	1	1	1	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	0	0	1	0
2	3	203.0	2.0	2.0	20320	0.0	6.0	0.0	0.0	0.0	0.0	1			0	0	0	0	1	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	0	0	0	0
2	4	204.0	2.0	2.0	20401	2.0	2.0	6.0	0.0	3.0	0.0	1	2		0	0	0	1	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0					
2	4	204.0	2.0	2.0	20402	4.0	0.0	0.0	0.0	0.0	0.0	2			0	0	0	0	1	0	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0					
2	4	204.0	2.0	2.0	20403	0.0	0.0	0.0	0.0	3.0	0.0	1			0	0	0	1	0	0	0	0	0	0	0	0	1	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	0	0	1	0
2	4	204.0	2.0	2.0	20404	0.0	0.0	5.0	0.0	2.0	0.0	1			0	0	0	1	0	0	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	1	0
2	4	204.0	2.0	2.0	20405	0.0	2.0	0.0	0.0	3.0	0.0	1			0	0	0	0	1	0	0	0	0	0	0	0	1	0																		1	1	0	0	0	0
2	4	204.0	2.0	2.0	20407	0.0	3.0	2.0	0.0	6.0	0.0	1	2		0	0	0	1	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	1	0
2	4	204.0	2.0	2.0	20408	0.0	1.0	0.0	0.0	5.0	0.0	1	5		0	0	0	1	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	0	0	0	0
2	4	204.0	2.0	2.0	20409	0.0	0.0	0.0	0.0	0.0	5.0	1			0	0	0	1	0	0	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0					
2	4	204.0	2.0	2.0	20410	3.0	3.0	2.0	0.0	0.0	0.0	4	9		0	0	0	1	0	0	0	0	0	0	0	0	1	0																		0					
2	4	204.0	2.0	2.0	20412	0.0	3.0	3.0	0.0	0.0	0.0	1			0	0	1	0	0	0	0	0	0	0	0	0	1	1	0	1	0	1	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	0	0	1	0
2	4	204.0	2.0	2.0	20416	2.0	2.0	7.0	0.0	0.0	0.0	6	1	2	0	0	0	0	1	0	0	0	0	0	0	0	1	0																		1	1	0	0	0	0
2	4	204.0	2.0	2.0	20417	0.0	2.0	3.0	0.0	5.0	0.0	5			0	0	0	1	0	0	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	1	0
2	4	204.0	2.0	2.0	20418	3.0	0.0	9.0	0.0	19.0	0.0	1			0	0	0	1	0	0	0	0	0	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0					
2	4	204.0	2.0	2.0	20419	2.0	0.0	0.0	0.0	0.0	0.0	9			0	0	0	0	1	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1	0	0	0	0
2	5	205.0	2.0	1.0	20501	1.0	0.0	0.0	0.0	0.0	0.0	1			0	0	0	1	0	0	0	0	0	0	0	0	1	0																		1	0	0	0	1	0
2	5	205.0	2.0	1.0	20502	2.0	0.0	0.0	0.0	0.0	0.0	9			0	0	0	1	0	0	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	1	0
2	5	205.0	2.0	1.0	20503	3.0	3.0	0.0	0.0	0.0	0.0	5			0	0	0	0	1	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	0	0	0	0
2	5	205.0	2.0	1.0	20504	3.0	3.0	0.0	0.0	0.0	0.0	1			0	0	0	0	1	0	0	0	0	0	0	0	0																			1	0	0	0	1	0
2	5	205.0	2.0	1.0	20505	3.0	3.0	0.0	0.0	5.0	0.0	99			0	0	0	1	0	0	0	0	0	0	0	0	1	1	1	0	0	1	0	0	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0	1	0
2	5	205.0	2.0	1.0	20506	0.0	2.0	0.0	0.0	0.0	0.0	1			0	0	0	0	1	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	1	0
2	5	205.0	2.0	1.0	20507	3.0	3.0	0.0	10.0	0.0	0.0	6	5		0	0	0	1	0	0	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	1	0
2	5	205.0	2.0	1.0	20509	0.0	2.0	0.0	0.0	0.0	0.0	1			0	0	0	0	1	0	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	1	0
2	5	205.0	2.0	1.0	20510	0.0	0.0	0.0	25.0	0.0	0.0	1			0	0	0	0	1	0	0	0	0	0	0	0	1	0																		1	0	0	0	1	0
2	5	205.0	2.0	1.0	20511	3.0	0.0	3.0	0.0	0.0	0.0	1	2		0	0	0	0	1	0	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	1	0
2	5	205.0	2.0	1.0	20512	0.0	2.0	0.0	0.0	3.0	0.0	5			0	0	0	1	0	0	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	1	0
2	5	205.0	2.0	1.0	20515	3.0	0.0	0.0	0.0	3.0	0.0	2	5		0	0	0	0	1	0	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	1	0
2	5	205.0	2.0	1.0	20516	2.0	2.0	0.0	0.0	5.0	0.0	5			0	0	0	1	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	1	0	0	0	0
2	5	205.0	2.0	1.0	20517	1.0	0.0	0.0	0.0	20.0	2.0	2	9		0	0	0	1	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0					
2	5	205.0	2.0	1.0	20518	0.0	3.0	0.0	0.0	12.0	0.0	4	5		0	0	0	0	1	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	1	0
2	5	205.0	2.0	1.0	20519	3.0	3.0	0.0	0.0	7.0	0.0	1	5		0	0	0	1	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	1	0
2	5	205.0	2.0	1.0	20520	0.0	0.0	0.0	0.0	2.0	1.0	2			0	0	0	0	0	1	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	1	0
2	6	206.0	2.0	1.0	20602	0.0	2.0	0.0	0.0	0.0	0.0	1			0	0	0	1	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	1	0
2	6	206.0	2.0	1.0	20604	0.0	0.0	3.0	0.0	0.0	5.0	1	5		0	0	0	0	1	0	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	1	0
2	6	206.0	2.0	1.0	20609	0.0	1.0	2.0	0.0	2.0	0.0	1	2		0	0	0	1	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	1	0
2	6	206.0	2.0	1.0	20610	2.0	0.0	2.0	0.0	0.0	0.0	6			0	0	0	1	0	0	0	0	0	0	0	0	0																			0					
2	6	206.0	2.0	1.0	20611	0.0	0.0	1.0	0.0	0.0	0.0	99			0	0	0	0	1	0	0	0	0	0	0	0	1	1	1	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	0	0	1	0
2	6	206.0	2.0	1.0	20612	1.0	1.0	3.0	0.0	0.0	0.0	1	2		0	0	0	0	1	0	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	1	0
2	6	206.0	2.0	1.0	20615	0.0	2.0	0.0	0.0	6.0	0.0	1	4		0	0	0	1	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	0	0	0	0
2	6	206.0	2.0	1.0	20616	0.0	0.0	0.0	0.0	7.0	2.0	2			0	0	1	0	0	0	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0					
2	6	206.0	2.0	1.0	20617	2.0	2.0	3.0	0.0	0.0	0.0	1	9		0	0	0	1	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	1	0
2	6	206.0	2.0	1.0	20618	0.0	1.0	3.0	0.0	5.0	0.0	1	2	4	0	0	0	1	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	1	0	0	0	0
2	6	206.0	2.0	1.0	20619	2.0	0.0	0.0	0.0	0.0	0.0	99			0	0	0	1	0	0	0	0	0	0	0	0	1	1	1	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	0	0	1	0
2	6	206.0	2.0	1.0	20620	0.0	1.0	0.0	0.0	2.0	0.0	6			0	0	0	0	1	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	1	0
2	7	207.0	2.0	2.0	20701	3.0	0.0	0.0	0.0	12.0	0.0	1			0	0	0	1	1	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	1	0
2	7	207.0	2.0	2.0	20702	2.0	0.0	0.0	0.0	3.0	0.0	1			0	0	0	0	1	0	0	0	0	0	0	0	1	0																		1	0	0	0	1	0
2	7	207.0	2.0	2.0	20703	0.0	2.0	0.0	0.0	25.0	0.0	4	5	1	0	0	1	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	0	0	0	0
2	7	207.0	2.0	2.0	20704	2.0	2.0	0.0	0.0	0.0	0.0	99			0	0	0	0	1	0	0	0	0	0	0	0	1	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	0	0	1	0
2	7	207.0	2.0	2.0	20705	0.0	3.0	10.0	0.0	0.0	0.0	5			0	0	0	1	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	1	1	0	0	0	0
2	7	207.0	2.0	2.0	20706	2.0	0.0	0.0	0.0	12.0	0.0	5			0	0	0	1	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	1	0	0	0	0
2	7	207.0	2.0	2.0	20707	3.0	0.0	0.0	0.0	6.0	0.0	2			0	0	0	0	1	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	0	0	0	0
2	7	207.0	2.0	2.0	20708	2.0	0.0	2.0	0.0	0.0	0.0	1			0	0	0	0	1	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	0	0	0	0
2	7	207.0	2.0	2.0	20711	2.0	2.0	5.0	0.0	2.0	0.0	1			0	0	0	1	1	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	1	0	0	1	0
2	7	207.0	2.0	2.0	20713	0.0	2.0	0.0	0.0	0.0	0.0	5			0	0	0	1	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	1	0	0	0	0
