hhid	line	district	village	villno	strno	group	k01	k02	k03	k03u	k04	k05	k05u
10915	14	1	9	109.0	1.0	1.0	14	0			0		
10915	19	1	9	109.0	1.0	1.0	19	0			0		
10915	16	1	9	109.0	1.0	1.0	16	0			0		
10915	4	1	9	109.0	1.0	1.0	4	1	100	2	0		
10915	10	1	9	109.0	1.0	1.0	10	1	10	2	0		
10915	18	1	9	109.0	1.0	1.0	18	0			0		
10915	24	1	9	109.0	1.0	1.0	24	0			1	180	2
10915	20	1	9	109.0	1.0	1.0	20	0			0		
10915	2	1	9	109.0	1.0	1.0	2	0			0		
10915	23	1	9	109.0	1.0	1.0	23	0			0		
10915	7	1	9	109.0	1.0	1.0	7	0			0		
10915	12	1	9	109.0	1.0	1.0	12	0			0		
10915	22	1	9	109.0	1.0	1.0	22	0			0		
10915	26	1	9	109.0	1.0	1.0	26	0			0		
10915	13	1	9	109.0	1.0	1.0	13	0			0		
10915	17	1	9	109.0	1.0	1.0	17	0			0		
10915	1	1	9	109.0	1.0	1.0	1	0			0		
10915	9	1	9	109.0	1.0	1.0	9	1	50	2	0		
10915	8	1	9	109.0	1.0	1.0	8	0			0		
10915	21	1	9	109.0	1.0	1.0	21	0			0		
10915	6	1	9	109.0	1.0	1.0	6	0			0		
10915	25	1	9	109.0	1.0	1.0	25	0			0		
10915	11	1	9	109.0	1.0	1.0	11	0			0		
10915	15	1	9	109.0	1.0	1.0	15	1	150	1	0		
10916	17	1	9	109.0	1.0	1.0	17	0			0		
10916	7	1	9	109.0	1.0	1.0	7	0			0		
10916	4	1	9	109.0	1.0	1.0	4	1	120	2	0		
10916	20	1	9	109.0	1.0	1.0	20	0			0		
10916	26	1	9	109.0	1.0	1.0	26	0			0		
10916	1	1	9	109.0	1.0	1.0	1	0			0		
10916	5	1	9	109.0	1.0	1.0	5	1	100	2	0		
10916	19	1	9	109.0	1.0	1.0	19	0			0		
10916	24	1	9	109.0	1.0	1.0	24	0			0		
10916	9	1	9	109.0	1.0	1.0	9	0			0		
10916	22	1	9	109.0	1.0	1.0	22	0			0		
10916	12	1	9	109.0	1.0	1.0	12	0			0		
10916	18	1	9	109.0	1.0	1.0	18	0			0		
10916	6	1	9	109.0	1.0	1.0	6	0			0		
10916	14	1	9	109.0	1.0	1.0	14	0			0		
10916	21	1	9	109.0	1.0	1.0	21	0			0		
10916	16	1	9	109.0	1.0	1.0	16	0			0		
10916	15	1	9	109.0	1.0	1.0	15	0			0		
10916	2	1	9	109.0	1.0	1.0	2	0			0		
10916	13	1	9	109.0	1.0	1.0	13	0			0		
10916	25	1	9	109.0	1.0	1.0	25	0			0		
10916	11	1	9	109.0	1.0	1.0	11	0			0		
10916	3	1	9	109.0	1.0	1.0	3	1	300	2	0		
10916	10	1	9	109.0	1.0	1.0	10	1	40	2	0		
10916	23	1	9	109.0	1.0	1.0	23	0			0		
10916	8	1	9	109.0	1.0	1.0	8	0			0		
10917	2	1	9	109.0	1.0	1.0	2	1	350	2	0		
10917	4	1	9	109.0	1.0	1.0	4	1	160	2	0		
10917	19	1	9	109.0	1.0	1.0	19	0			0		
10917	5	1	9	109.0	1.0	1.0	5	0			0		
10917	1	1	9	109.0	1.0	1.0	1	1	600	2	0		
10917	3	1	9	109.0	1.0	1.0	3	0			0		
10917	9	1	9	109.0	1.0	1.0	9	0			0		
10917	26	1	9	109.0	1.0	1.0	26	0			0		
10917	11	1	9	109.0	1.0	1.0	11	0			0		
10917	6	1	9	109.0	1.0	1.0	6	0			0		
10917	25	1	9	109.0	1.0	1.0	25	0			0		
10917	8	1	9	109.0	1.0	1.0	8	0			0		
10917	21	1	9	109.0	1.0	1.0	21	1	20	2	0		
10917	24	1	9	109.0	1.0	1.0	24	0			0		
10917	20	1	9	109.0	1.0	1.0	20	0			0		
10917	10	1	9	109.0	1.0	1.0	10	1	40	2	0		
10917	22	1	9	109.0	1.0	1.0	22	1	50	2	0		
10917	14	1	9	109.0	1.0	1.0	14	0			0		
10917	18	1	9	109.0	1.0	1.0	18	0			0		
10917	13	1	9	109.0	1.0	1.0	13	0			0		
10917	12	1	9	109.0	1.0	1.0	12	0			0		
10917	16	1	9	109.0	1.0	1.0	16	0			0		
10917	15	1	9	109.0	1.0	1.0	15	0			0		
10917	17	1	9	109.0	1.0	1.0	17	0			0		
10917	7	1	9	109.0	1.0	1.0	7	0			0		
10917	23	1	9	109.0	1.0	1.0	23	0			0		
10919	26	1	9	109.0	1.0	1.0	26	0			0		
10919	11	1	9	109.0	1.0	1.0	11	0			0		
10919	21	1	9	109.0	1.0	1.0	21	1	50	2	0		
10919	14	1	9	109.0	1.0	1.0	14	0			0		
10919	18	1	9	109.0	1.0	1.0	18	0			0		
10919	10	1	9	109.0	1.0	1.0	10	1	20	2	0		
10919	9	1	9	109.0	1.0	1.0	9	0			0		
10919	8	1	9	109.0	1.0	1.0	8	0			0		
10919	3	1	9	109.0	1.0	1.0	3	0			0		
10919	1	1	9	109.0	1.0	1.0	1	1	50	2	0		
10919	16	1	9	109.0	1.0	1.0	16	0			0		
10919	13	1	9	109.0	1.0	1.0	13	0			0		
10919	5	1	9	109.0	1.0	1.0	5	1	60	2	0		
10919	2	1	9	109.0	1.0	1.0	2	0			0		
10919	6	1	9	109.0	1.0	1.0	6	0			0		
10919	22	1	9	109.0	1.0	1.0	22	0			0		
10919	7	1	9	109.0	1.0	1.0	7	0			0		
10919	15	1	9	109.0	1.0	1.0	15	0			0		
10919	19	1	9	109.0	1.0	1.0	19	0			0		
10919	12	1	9	109.0	1.0	1.0	12	0			0		
10919	24	1	9	109.0	1.0	1.0	24	0			0		
10919	4	1	9	109.0	1.0	1.0	4	1	80	2	0		
10919	17	1	9	109.0	1.0	1.0	17	0			0		
10919	20	1	9	109.0	1.0	1.0	20	0			0		
10919	23	1	9	109.0	1.0	1.0	23	0			0		
10919	25	1	9	109.0	1.0	1.0	25	0			0		
11001	22	1	10	110.0	1.0	1.0	22	0			0		
11001	12	1	10	110.0	1.0	1.0	12	0			0		
11001	24	1	10	110.0	1.0	1.0	24	1	7.5	1	0		
11001	1	1	10	110.0	1.0	1.0	1	1	1500	2	0		
11001	11	1	10	110.0	1.0	1.0	11	0			0		
11001	19	1	10	110.0	1.0	1.0	19	0			0		
11001	15	1	10	110.0	1.0	1.0	15	0			0		
11001	25	1	10	110.0	1.0	1.0	25	0			0		
11001	14	1	10	110.0	1.0	1.0	14	0			0		
11001	26	1	10	110.0	1.0	1.0	26	0			0		
11001	6	1	10	110.0	1.0	1.0	6	0			0		
11001	7	1	10	110.0	1.0	1.0	7	0			0		
11001	4	1	10	110.0	1.0	1.0	4	1	100	2	0		
11001	13	1	10	110.0	1.0	1.0	13	0			0		
11001	5	1	10	110.0	1.0	1.0	5	0			0		
11001	16	1	10	110.0	1.0	1.0	16	0			0		
11001	10	1	10	110.0	1.0	1.0	10	1	20	2	0		
11001	2	1	10	110.0	1.0	1.0	2	1	450	2	0		
11001	17	1	10	110.0	1.0	1.0	17	0			0		
11001	8	1	10	110.0	1.0	1.0	8	0			0		
11001	20	1	10	110.0	1.0	1.0	20	0			0		
11001	23	1	10	110.0	1.0	1.0	23	1	450	2	0		
11001	9	1	10	110.0	1.0	1.0	9	1	50	2	0		
11001	18	1	10	110.0	1.0	1.0	18	0			0		
11001	3	1	10	110.0	1.0	1.0	3	0			0		
11001	21	1	10	110.0	1.0	1.0	21	1	50	1	0		
11003	23	1	10	110.0	1.0	1.0	23	0			0		
11003	8	1	10	110.0	1.0	1.0	8	0			0		
11003	13	1	10	110.0	1.0	1.0	13	0			0		
11003	22	1	10	110.0	1.0	1.0	22	0			0		
11003	26	1	10	110.0	1.0	1.0	26	0			0		
11003	5	1	10	110.0	1.0	1.0	5	0			0		
11003	7	1	10	110.0	1.0	1.0	7	0			0		
11003	3	1	10	110.0	1.0	1.0	3	0			0		
11003	15	1	10	110.0	1.0	1.0	15	0			0		
11003	25	1	10	110.0	1.0	1.0	25	0			0		
11003	10	1	10	110.0	1.0	1.0	10	1	3	1	0		
11003	4	1	10	110.0	1.0	1.0	4	1	100	2	0		
11003	20	1	10	110.0	1.0	1.0	20	0			0		
11003	11	1	10	110.0	1.0	1.0	11	0			0		
11003	12	1	10	110.0	1.0	1.0	12	0			0		
11003	1	1	10	110.0	1.0	1.0	1	0			0		
11003	6	1	10	110.0	1.0	1.0	6	0			0		
11003	17	1	10	110.0	1.0	1.0	17	0			0		
11003	24	1	10	110.0	1.0	1.0	24	0			0		
11003	18	1	10	110.0	1.0	1.0	18	0			0		
11003	2	1	10	110.0	1.0	1.0	2	0			0		
11003	19	1	10	110.0	1.0	1.0	19	0			0		
11003	21	1	10	110.0	1.0	1.0	21	0			0		
11003	14	1	10	110.0	1.0	1.0	14	0			0		
11003	9	1	10	110.0	1.0	1.0	9	0			0		
11003	16	1	10	110.0	1.0	1.0	16	0			0		
11004	18	1	10	110.0	1.0	1.0	18	0			0		
11004	24	1	10	110.0	1.0	1.0	24	0			0		
11004	17	1	10	110.0	1.0	1.0	17	0			0		
11004	14	1	10	110.0	1.0	1.0	14	0			0		
11004	7	1	10	110.0	1.0	1.0	7	0			0		
11004	11	1	10	110.0	1.0	1.0	11	0			0		
11004	8	1	10	110.0	1.0	1.0	8	0			0		
11004	15	1	10	110.0	1.0	1.0	15	0			0		
11004	16	1	10	110.0	1.0	1.0	16	0			0		
11004	26	1	10	110.0	1.0	1.0	26	0			0		
11004	9	1	10	110.0	1.0	1.0	9	0			0		
11004	23	1	10	110.0	1.0	1.0	23	0			0		
11004	4	1	10	110.0	1.0	1.0	4	1	60	2	0		
11004	5	1	10	110.0	1.0	1.0	5	1	50	2	0		
11004	22	1	10	110.0	1.0	1.0	22	1	50	2	0		
11004	1	1	10	110.0	1.0	1.0	1	0			0		
11004	2	1	10	110.0	1.0	1.0	2	0			0		
11004	13	1	10	110.0	1.0	1.0	13	0			0		
11004	10	1	10	110.0	1.0	1.0	10	1	20	2	0		
11004	6	1	10	110.0	1.0	1.0	6	0			0		
11004	20	1	10	110.0	1.0	1.0	20	0			0		
11004	21	1	10	110.0	1.0	1.0	21	1	20	2	0		
11004	19	1	10	110.0	1.0	1.0	19	0			0		
11004	12	1	10	110.0	1.0	1.0	12	0			0		
11004	25	1	10	110.0	1.0	1.0	25	0			0		
11004	3	1	10	110.0	1.0	1.0	3	0			0		
11005	26	1	10	110.0	1.0	1.0	26	0			0		
11005	18	1	10	110.0	1.0	1.0	18	0			0		
11005	11	1	10	110.0	1.0	1.0	11	0			0		
11005	13	1	10	110.0	1.0	1.0	13	0			0		
11005	3	1	10	110.0	1.0	1.0	3	0			0		
11005	17	1	10	110.0	1.0	1.0	17	0			0		
11005	12	1	10	110.0	1.0	1.0	12	0			0		
11005	15	1	10	110.0	1.0	1.0	15	1	500	2	0		
11005	9	1	10	110.0	1.0	1.0	9	1	100	2	0		
11005	8	1	10	110.0	1.0	1.0	8	0			0		
11005	25	1	10	110.0	1.0	1.0	25	0			0		
11005	5	1	10	110.0	1.0	1.0	5	0			0		
11005	22	1	10	110.0	1.0	1.0	22	0			0		
11005	4	1	10	110.0	1.0	1.0	4	1	100	2	0		
11005	21	1	10	110.0	1.0	1.0	21	1	700	2	0		
11005	1	1	10	110.0	1.0	1.0	1	1	950	2	0		
11005	7	1	10	110.0	1.0	1.0	7	0			0		
11005	2	1	10	110.0	1.0	1.0	2	0			0		
11005	6	1	10	110.0	1.0	1.0	6	0			0		
11005	10	1	10	110.0	1.0	1.0	10	1	20	2	0		
11005	19	1	10	110.0	1.0	1.0	19	0			0		
11005	20	1	10	110.0	1.0	1.0	20	0			0		
11005	16	1	10	110.0	1.0	1.0	16	0			0		
11005	24	1	10	110.0	1.0	1.0	24	0			0		
11005	14	1	10	110.0	1.0	1.0	14	0			0		
11005	23	1	10	110.0	1.0	1.0	23	0			0		
11006	21	1	10	110.0	1.0	1.0	21	1	20	2	0		
11006	16	1	10	110.0	1.0	1.0	16	0			0		
11006	6	1	10	110.0	1.0	1.0	6	0			0		
11006	23	1	10	110.0	1.0	1.0	23	0			0		
11006	13	1	10	110.0	1.0	1.0	13	0			0		
11006	14	1	10	110.0	1.0	1.0	14	0			0		
11006	26	1	10	110.0	1.0	1.0	26	0			0		
11006	5	1	10	110.0	1.0	1.0	5	0			0		
11006	18	1	10	110.0	1.0	1.0	18	0			0		
11006	3	1	10	110.0	1.0	1.0	3	0			0		
11006	19	1	10	110.0	1.0	1.0	19	0			0		
11006	17	1	10	110.0	1.0	1.0	17	0			0		
11006	22	1	10	110.0	1.0	1.0	22	1	40	2	0		
11006	25	1	10	110.0	1.0	1.0	25	0			0		
11006	1	1	10	110.0	1.0	1.0	1	1	1200	2	0		
11006	12	1	10	110.0	1.0	1.0	12	0			0		
11006	7	1	10	110.0	1.0	1.0	7	0			0		
11006	9	1	10	110.0	1.0	1.0	9	0			0		
11006	20	1	10	110.0	1.0	1.0	20	0			0		
11006	10	1	10	110.0	1.0	1.0	10	1	60	2	0		
11006	4	1	10	110.0	1.0	1.0	4	1	15	1	0		
11006	8	1	10	110.0	1.0	1.0	8	0			0		
11006	2	1	10	110.0	1.0	1.0	2	0			0		
11006	11	1	10	110.0	1.0	1.0	11	0			0		
11006	24	1	10	110.0	1.0	1.0	24	0			0		
11006	15	1	10	110.0	1.0	1.0	15	0			0		
11007	25	1	10	110.0	1.0	1.0	25	0			0		
11007	24	1	10	110.0	1.0	1.0	24	0			0		
11007	26	1	10	110.0	1.0	1.0	26	0			0		
11007	21	1	10	110.0	1.0	1.0	21	0			0		
11007	2	1	10	110.0	1.0	1.0	2	0			0		
11007	15	1	10	110.0	1.0	1.0	15	0			0		
11007	18	1	10	110.0	1.0	1.0	18	0			0		
11007	13	1	10	110.0	1.0	1.0	13	0			0		
11007	16	1	10	110.0	1.0	1.0	16	0			0		
11007	12	1	10	110.0	1.0	1.0	12	0			0		
11007	14	1	10	110.0	1.0	1.0	14	0			0		
11007	1	1	10	110.0	1.0	1.0	1	0			0		
11007	10	1	10	110.0	1.0	1.0	10	1	20	2	0		
11007	22	1	10	110.0	1.0	1.0	22	1	20	1	0		
11007	4	1	10	110.0	1.0	1.0	4	1	300	2	0		
11007	20	1	10	110.0	1.0	1.0	20	0			0		
11007	5	1	10	110.0	1.0	1.0	5	1	70	2	0		
11007	8	1	10	110.0	1.0	1.0	8	0			0		
11007	17	1	10	110.0	1.0	1.0	17	0			0		
11007	7	1	10	110.0	1.0	1.0	7	0			0		
11007	19	1	10	110.0	1.0	1.0	19	0			0		
11007	9	1	10	110.0	1.0	1.0	9	0			0		
11007	3	1	10	110.0	1.0	1.0	3	0			0		
11007	6	1	10	110.0	1.0	1.0	6	0			0		
11007	11	1	10	110.0	1.0	1.0	11	0			0		
11007	23	1	10	110.0	1.0	1.0	23	0			0		
11009	9	1	10	110.0	1.0	1.0	9	0			0		
11009	25	1	10	110.0	1.0	1.0	25	0			0		
11009	22	1	10	110.0	1.0	1.0	22	1	10	1	0		
11009	10	1	10	110.0	1.0	1.0	10	1	15	1	0		
11009	7	1	10	110.0	1.0	1.0	7	0			0		
11009	18	1	10	110.0	1.0	1.0	18	0			0		
11009	3	1	10	110.0	1.0	1.0	3	0			0		
11009	11	1	10	110.0	1.0	1.0	11	0			0		
11009	12	1	10	110.0	1.0	1.0	12	0			0		
11009	6	1	10	110.0	1.0	1.0	6	0			0		
11009	16	1	10	110.0	1.0	1.0	16	0			0		
11009	14	1	10	110.0	1.0	1.0	14	0			0		
11009	24	1	10	110.0	1.0	1.0	24	0			0		
11009	13	1	10	110.0	1.0	1.0	13	0			0		
11009	8	1	10	110.0	1.0	1.0	8	0			0		
11009	17	1	10	110.0	1.0	1.0	17	0			0		
11009	26	1	10	110.0	1.0	1.0	26	0			0		
11009	21	1	10	110.0	1.0	1.0	21	0			0		
11009	2	1	10	110.0	1.0	1.0	2	0			0		
11009	20	1	10	110.0	1.0	1.0	20	0			0		
11009	23	1	10	110.0	1.0	1.0	23	0			0		
11009	19	1	10	110.0	1.0	1.0	19	0			0		
11009	5	1	10	110.0	1.0	1.0	5	0			0		
11009	15	1	10	110.0	1.0	1.0	15	0			0		
11009	1	1	10	110.0	1.0	1.0	1	0			0		
11009	4	1	10	110.0	1.0	1.0	4	1	20	1	0		
11011	17	1	10	110.0	1.0	1.0	17	0			0		
11011	25	1	10	110.0	1.0	1.0	25	0			0		
11011	20	1	10	110.0	1.0	1.0	20	0			0		
11011	13	1	10	110.0	1.0	1.0	13	1	1500	2	0		
11011	2	1	10	110.0	1.0	1.0	2	1	1000	2	0		
11011	21	1	10	110.0	1.0	1.0	21	1	500	2	0		
11011	23	1	10	110.0	1.0	1.0	23	1	50	1	0		
11011	7	1	10	110.0	1.0	1.0	7	0			0		
11011	14	1	10	110.0	1.0	1.0	14	0			0		
11011	10	1	10	110.0	1.0	1.0	10	1	40	2	0		
11011	5	1	10	110.0	1.0	1.0	5	0			0		
11011	4	1	10	110.0	1.0	1.0	4	1	400	2	0		
11011	6	1	10	110.0	1.0	1.0	6	0			0		
11011	3	1	10	110.0	1.0	1.0	3	1	1000	2	0		
11011	1	1	10	110.0	1.0	1.0	1	1	1500	2	0		
11011	15	1	10	110.0	1.0	1.0	15	0			0		
11011	24	1	10	110.0	1.0	1.0	24	0			0		
11011	16	1	10	110.0	1.0	1.0	16	0			0		
11011	11	1	10	110.0	1.0	1.0	11	0			0		
11011	26	1	10	110.0	1.0	1.0	26	0			0		
11011	12	1	10	110.0	1.0	1.0	12	0			0		
11011	8	1	10	110.0	1.0	1.0	8	1	450	2	0		
11011	18	1	10	110.0	1.0	1.0	18	1	2000	2	0		
11011	22	1	10	110.0	1.0	1.0	22	1	500	2	0		
11011	19	1	10	110.0	1.0	1.0	19	0			0		
11011	9	1	10	110.0	1.0	1.0	9	0			0		
11013	3	1	10	110.0	1.0	1.0	3	0			0		
11013	20	1	10	110.0	1.0	1.0	20	0			0		
11013	25	1	10	110.0	1.0	1.0	25	0			0		
11013	17	1	10	110.0	1.0	1.0	17	0			0		
11013	22	1	10	110.0	1.0	1.0	22	0			0		
11013	18	1	10	110.0	1.0	1.0	18	0			0		
11013	4	1	10	110.0	1.0	1.0	4	1	6	2	0		
11013	6	1	10	110.0	1.0	1.0	6	0			0		
11013	2	1	10	110.0	1.0	1.0	2	0			0		
11013	11	1	10	110.0	1.0	1.0	11	0			0		
11013	13	1	10	110.0	1.0	1.0	13	0			0		
11013	12	1	10	110.0	1.0	1.0	12	0			0		
11013	16	1	10	110.0	1.0	1.0	16	0			0		
11013	15	1	10	110.0	1.0	1.0	15	0			0		
11013	1	1	10	110.0	1.0	1.0	1	0			0		
11013	23	1	10	110.0	1.0	1.0	23	0			0		
11013	14	1	10	110.0	1.0	1.0	14	0			0		
11013	19	1	10	110.0	1.0	1.0	19	0			0		
11013	8	1	10	110.0	1.0	1.0	8	0			0		
11013	24	1	10	110.0	1.0	1.0	24	0			0		
11013	21	1	10	110.0	1.0	1.0	21	1	50	2	0		
11013	10	1	10	110.0	1.0	1.0	10	1	40	2	0		
11013	9	1	10	110.0	1.0	1.0	9	0			0		
11013	7	1	10	110.0	1.0	1.0	7	0			0		
11013	26	1	10	110.0	1.0	1.0	26	0			0		
11013	5	1	10	110.0	1.0	1.0	5	0			0		
11014	14	1	10	110.0	1.0	1.0	14	0			0		
11014	11	1	10	110.0	1.0	1.0	11	0			0		
11014	26	1	10	110.0	1.0	1.0	26	0			0		
11014	2	1	10	110.0	1.0	1.0	2	1	2300	2	0		
11014	21	1	10	110.0	1.0	1.0	21	1	20	2	0		
11014	16	1	10	110.0	1.0	1.0	16	0			0		
11014	25	1	10	110.0	1.0	1.0	25	0			0		
11014	13	1	10	110.0	1.0	1.0	13	0			0		
11014	10	1	10	110.0	1.0	1.0	10	1	20	2	0		
11014	12	1	10	110.0	1.0	1.0	12	0			0		
11014	5	1	10	110.0	1.0	1.0	5	0			0		
11014	23	1	10	110.0	1.0	1.0	23	0			0		
11014	20	1	10	110.0	1.0	1.0	20	0			0		
11014	7	1	10	110.0	1.0	1.0	7	0			0		
11014	9	1	10	110.0	1.0	1.0	9	1	500	2	0		
11014	3	1	10	110.0	1.0	1.0	3	1	800	2	0		
11014	4	1	10	110.0	1.0	1.0	4	1	80	2	0		
11014	19	1	10	110.0	1.0	1.0	19	0			0		
11014	1	1	10	110.0	1.0	1.0	1	0			0		
11014	15	1	10	110.0	1.0	1.0	15	1	400	2	0		
11014	22	1	10	110.0	1.0	1.0	22	0			0		
11014	8	1	10	110.0	1.0	1.0	8	0			0		
11014	17	1	10	110.0	1.0	1.0	17	0			0		
11014	6	1	10	110.0	1.0	1.0	6	0			0		
11014	18	1	10	110.0	1.0	1.0	18	0			0		
11014	24	1	10	110.0	1.0	1.0	24	0			0		
11015	13	1	10	110.0	1.0	1.0	13	0			0		
11015	1	1	10	110.0	1.0	1.0	1	0			0		
11015	25	1	10	110.0	1.0	1.0	25	0			0		
11015	23	1	10	110.0	1.0	1.0	23	0			0		
11015	2	1	10	110.0	1.0	1.0	2	1	370	2	0		
11015	20	1	10	110.0	1.0	1.0	20	0			0		
11015	18	1	10	110.0	1.0	1.0	18	1	50	2	0		
11015	10	1	10	110.0	1.0	1.0	10	0			0		
11015	3	1	10	110.0	1.0	1.0	3	1	350	2	0		
11015	7	1	10	110.0	1.0	1.0	7	0			0		
11015	24	1	10	110.0	1.0	1.0	24	0			0		
11015	19	1	10	110.0	1.0	1.0	19	0			0		
11015	14	1	10	110.0	1.0	1.0	14	0			0		
11015	6	1	10	110.0	1.0	1.0	6	0			0		
11015	21	1	10	110.0	1.0	1.0	21	0			0		
11015	17	1	10	110.0	1.0	1.0	17	0			0		
11015	12	1	10	110.0	1.0	1.0	12	0			0		
11015	4	1	10	110.0	1.0	1.0	4	1	150	2	0		
11015	5	1	10	110.0	1.0	1.0	5	0			0		
11015	26	1	10	110.0	1.0	1.0	26	0			0		
11015	9	1	10	110.0	1.0	1.0	9	0			0		
11015	11	1	10	110.0	1.0	1.0	11	0			0		
11015	16	1	10	110.0	1.0	1.0	16	0			0		
11015	22	1	10	110.0	1.0	1.0	22	0			0		
11015	15	1	10	110.0	1.0	1.0	15	0			0		
11015	8	1	10	110.0	1.0	1.0	8	0			0		
11016	22	1	10	110.0	1.0	1.0	22	1	50	2	0		
11016	11	1	10	110.0	1.0	1.0	11	0			0		
11016	12	1	10	110.0	1.0	1.0	12	0			0		
11016	8	1	10	110.0	1.0	1.0	8	1	200	2	0		
11016	20	1	10	110.0	1.0	1.0	20	0			0		
11016	26	1	10	110.0	1.0	1.0	26	0			0		
11016	10	1	10	110.0	1.0	1.0	10	1	40	2	0		
11016	14	1	10	110.0	1.0	1.0	14	0			0		
11016	13	1	10	110.0	1.0	1.0	13	0			0		
11016	1	1	10	110.0	1.0	1.0	1	1	3000	2	0		
11016	25	1	10	110.0	1.0	1.0	25	0			0		
11016	9	1	10	110.0	1.0	1.0	9	0			0		
11016	5	1	10	110.0	1.0	1.0	5	1	50	2	0		
11016	17	1	10	110.0	1.0	1.0	17	0			0		
11016	16	1	10	110.0	1.0	1.0	16	0			0		
11016	2	1	10	110.0	1.0	1.0	2	1	1000	2	0		
11016	19	1	10	110.0	1.0	1.0	19	0			0		
11016	3	1	10	110.0	1.0	1.0	3	1	350	2	0		
11016	24	1	10	110.0	1.0	1.0	24	0			0		
11016	7	1	10	110.0	1.0	1.0	7	0			0		
11016	15	1	10	110.0	1.0	1.0	15	0			0		
11016	21	1	10	110.0	1.0	1.0	21	0			0		
11016	23	1	10	110.0	1.0	1.0	23	0			0		
11016	6	1	10	110.0	1.0	1.0	6	0			0		
11016	4	1	10	110.0	1.0	1.0	4	1	400	2	0		
11016	18	1	10	110.0	1.0	1.0	18	0			0		
11017	2	1	10	110.0	1.0	1.0	2	1	600	2	0		
11017	21	1	10	110.0	1.0	1.0	21	0			0		
11017	4	1	10	110.0	1.0	1.0	4	1	120	2	0		
11017	8	1	10	110.0	1.0	1.0	8	0			0		
11017	10	1	10	110.0	1.0	1.0	10	0			0		
11017	12	1	10	110.0	1.0	1.0	12	0			0		
11017	7	1	10	110.0	1.0	1.0	7	0			0		
11017	15	1	10	110.0	1.0	1.0	15	0			0		
11017	26	1	10	110.0	1.0	1.0	26	0			0		
11017	20	1	10	110.0	1.0	1.0	20	0			0		
11017	19	1	10	110.0	1.0	1.0	19	0			0		
11017	18	1	10	110.0	1.0	1.0	18	0			0		
11017	17	1	10	110.0	1.0	1.0	17	0			0		
11017	22	1	10	110.0	1.0	1.0	22	0			0		
11017	11	1	10	110.0	1.0	1.0	11	0			0		
11017	23	1	10	110.0	1.0	1.0	23	0			0		
11017	14	1	10	110.0	1.0	1.0	14	0			0		
11017	25	1	10	110.0	1.0	1.0	25	0			0		
11017	1	1	10	110.0	1.0	1.0	1	1	300	2	0		
11017	24	1	10	110.0	1.0	1.0	24	0			0		
11017	6	1	10	110.0	1.0	1.0	6	0			0		
11017	16	1	10	110.0	1.0	1.0	16	0			0		
11017	3	1	10	110.0	1.0	1.0	3	0			0		
11017	9	1	10	110.0	1.0	1.0	9	0			0		
11017	5	1	10	110.0	1.0	1.0	5	1	55	2	0		
11017	13	1	10	110.0	1.0	1.0	13	0			0		
11018	7	1	10	110.0	1.0	1.0	7	0			0		
11018	1	1	10	110.0	1.0	1.0	1	1	6000	2	0		
11018	11	1	10	110.0	1.0	1.0	11	0			0		
11018	5	1	10	110.0	1.0	1.0	5	1	270	2	0		
11018	12	1	10	110.0	1.0	1.0	12	0			0		
11018	13	1	10	110.0	1.0	1.0	13	0			0		
11018	19	1	10	110.0	1.0	1.0	19	0			0		
11018	25	1	10	110.0	1.0	1.0	25	0			0		
11018	23	1	10	110.0	1.0	1.0	23	0			0		
11018	6	1	10	110.0	1.0	1.0	6	1	100	2	0		
11018	10	1	10	110.0	1.0	1.0	10	1	20	2	0		
11018	26	1	10	110.0	1.0	1.0	26	0			0		
11018	18	1	10	110.0	1.0	1.0	18	1	5	1	0		
11018	20	1	10	110.0	1.0	1.0	20	0			0		
11018	4	1	10	110.0	1.0	1.0	4	1	90	2	0		
11018	2	1	10	110.0	1.0	1.0	2	1	500	2	0		
11018	21	1	10	110.0	1.0	1.0	21	1	30	2	0		
11018	16	1	10	110.0	1.0	1.0	16	0			0		
11018	14	1	10	110.0	1.0	1.0	14	0			0		
11018	24	1	10	110.0	1.0	1.0	24	0			0		
11018	22	1	10	110.0	1.0	1.0	22	0			0		
11018	15	1	10	110.0	1.0	1.0	15	1	200	1	0		
11018	17	1	10	110.0	1.0	1.0	17	1	100	1	0		
11018	3	1	10	110.0	1.0	1.0	3	1	900	2	0		
11018	8	1	10	110.0	1.0	1.0	8	1	300	2	0		
11018	9	1	10	110.0	1.0	1.0	9	0			0		
11019	15	1	10	110.0	1.0	1.0	15	0			0		
11019	10	1	10	110.0	1.0	1.0	10	1	10	2	0		
11019	4	1	10	110.0	1.0	1.0	4	1	100	2	0		
11019	8	1	10	110.0	1.0	1.0	8	1	60	2	0		
11019	18	1	10	110.0	1.0	1.0	18	1	350	2	0		
11019	24	1	10	110.0	1.0	1.0	24	0			0		
11019	12	1	10	110.0	1.0	1.0	12	0			0		
11019	7	1	10	110.0	1.0	1.0	7	0			0		
11019	20	1	10	110.0	1.0	1.0	20	0			0		
11019	6	1	10	110.0	1.0	1.0	6	1	250	2	0		
11019	26	1	10	110.0	1.0	1.0	26	0			0		
11019	13	1	10	110.0	1.0	1.0	13	0			0		
11019	1	1	10	110.0	1.0	1.0	1	1	750	2	0		
11019	9	1	10	110.0	1.0	1.0	9	0			0		
11019	5	1	10	110.0	1.0	1.0	5	1	85	2	0		
11019	25	1	10	110.0	1.0	1.0	25	0			0		
