district	village	villno	strno	group	hhid	q08	q09_1	q09_2	q09_3	q10_1	q10_2	q10_3	q11	q12	q13	q14	q15	q16	q17	q18	q19
2	9	209.0	2.0	3.0	20919	2	2			2			1	9	1	1	0	1	0	1	1
2	9	209.0	2.0	3.0	20920	0															
3	1	301.0	3.0	2.0	30101	1	1			1			1	2	1	0	1	1	1	1	3
3	1	301.0	3.0	2.0	30102	1	1			4			1	3	1	0	0	0	1	1	3
3	1	301.0	3.0	2.0	30103	1	1			4			1	2	1	0	0	0	0	0	3
3	1	301.0	3.0	2.0	30104	1	1			4			1	3	1	0	1	1	1	0	4
3	1	301.0	3.0	2.0	30105	4	1			4			1	2	1	0	0	0	0	0	3
3	1	301.0	3.0	2.0	30106	2	5			4			1	2	1	0	0	0	0	0	3
3	1	301.0	3.0	2.0	30107	1	1			4			1	2	1	0	0	0	0	0	3
3	1	301.0	3.0	2.0	30108	4	5			4			1	2	1	0	0	0	0	0	3
3	1	301.0	3.0	2.0	30109	1	1			4			1	3	1	0	1	0	0	1	2
3	1	301.0	3.0	2.0	30110	4	1			2			1	2	1	0	1	0	0	1	3
3	1	301.0	3.0	2.0	30111	4	1			4			0								3
3	1	301.0	3.0	2.0	30112	4	5			2			1	3	1	0	0	0	0	0	3
3	1	301.0	3.0	2.0	30113	3	1			2	3		1	3	1	0	1	1	1	1	3
3	1	301.0	3.0	2.0	30115	3	1			4			1	2	1	0	0	0	1	0	3
3	1	301.0	3.0	2.0	30116	4	5			2			1	9	1	1	0	0	1	1	1
3	1	301.0	3.0	2.0	30117	4	1			4			1	3	1	0	0	0	0	0	3
3	1	301.0	3.0	2.0	30118	1	1			4			1	3	0						3
3	1	301.0	3.0	2.0	30119	1	5			4			1	3	1	0	1	1	1	0	1
3	1	301.0	3.0	2.0	30120	3	5			2			1	3	1	1	1	0	1	1	1
3	2	302.0	3.0	2.0	30201	2	1			2			1	3	1	1	1	0	0	1	1
3	2	302.0	3.0	2.0	30202	4	1			4			0								3
3	2	302.0	3.0	2.0	30203	0															
3	2	302.0	3.0	2.0	30204	1	1			4			1	2	1	0	0	0	0	0	3
3	2	302.0	3.0	2.0	30205	0															
3	2	302.0	3.0	2.0	30206	1	1			4			1	2	1	0	0	0	0	0	3
3	2	302.0	3.0	2.0	30207	0															
3	2	302.0	3.0	2.0	30208	0															
3	2	302.0	3.0	2.0	30209	1	1			4			1	2	1	0	0	0	0	0	3
3	2	302.0	3.0	2.0	30210	0															
3	2	302.0	3.0	2.0	30212	1	1			4			1	9	1	1	1	0	0	1	3
3	2	302.0	3.0	2.0	30213	0															
3	2	302.0	3.0	2.0	30214	1	1			3			1	2	0						1
3	2	302.0	3.0	2.0	30215	0															
3	2	302.0	3.0	2.0	30216	1	1			3			1	3	1	1	1	0	0	0	3
3	2	302.0	3.0	2.0	30217	0															
3	2	302.0	3.0	2.0	30218	0															
3	2	302.0	3.0	2.0	30219	0															
3	2	302.0	3.0	2.0	30220	2	1			3			1	9	1	0	1	0	1	1	3
3	3	303.0	3.0	1.0	30301	1	1			4			1	2	1	0	0	0	1	1	3
3	3	303.0	3.0	1.0	30302	1	1			4			1	2	0						3
3	3	303.0	3.0	1.0	30303	1	1			3			1	2	1	0	0	0	1	0	3
3	3	303.0	3.0	1.0	30304	0															
3	3	303.0	3.0	1.0	30305	3	1			3			1	1	1	1	0	1	1	0	3
3	3	303.0	3.0	1.0	30306	0															
3	3	303.0	3.0	1.0	30307	1	1			4			1	2	1	0	0	0	1	1	3
3	3	303.0	3.0	1.0	30308	1	1			4			1	9	0						3
3	3	303.0	3.0	1.0	30309	0															
3	3	303.0	3.0	1.0	30310	0															
3	3	303.0	3.0	1.0	30311	0															
3	3	303.0	3.0	1.0	30312	1	1			4			1	2	0						3
3	3	303.0	3.0	1.0	30313	0															
3	3	303.0	3.0	1.0	30315	0															
3	3	303.0	3.0	1.0	30316	0															
3	3	303.0	3.0	1.0	30317	1	1			3			1	3	1	1	0	1	1	1	3
3	3	303.0	3.0	1.0	30318	3	1			3			1	9	1	0	1	0	0	1	3
3	3	303.0	3.0	1.0	30319	1	1			4			1	9	1	0	0	1	1	1	3
3	4	304.0	3.0	3.0	30401	1	1			4			1	3	1	0	0	0	1	1	3
3	4	304.0	3.0	3.0	30402	0															
3	4	304.0	3.0	3.0	30403	0															
3	4	304.0	3.0	3.0	30404	2	1			4			1	3	0						3
3	4	304.0	3.0	3.0	30405	2	1			3			1	3	1	1	0	0	0	0	3
3	4	304.0	3.0	3.0	30406	3	1			4			1	1	0						3
3	4	304.0	3.0	3.0	30407	0															
3	4	304.0	3.0	3.0	30408	0															
3	4	304.0	3.0	3.0	30409	1	1			4			1	2	1	0	0	0	0	0	3
3	4	304.0	3.0	3.0	30410	0															
3	4	304.0	3.0	3.0	30411	1	1			4			1	3	0						3
3	4	304.0	3.0	3.0	30412	0															
3	4	304.0	3.0	3.0	30413	1	1			4			1	2	0						3
3	4	304.0	3.0	3.0	30414	3	1			3			1	9	1	0	0	0	0	1	3
3	4	304.0	3.0	3.0	30415	0															
3	4	304.0	3.0	3.0	30416	1	1			4			1	2	1	0	0	0	0	0	3
3	4	304.0	3.0	3.0	30417	2	1			4			1	1	0						3
3	4	304.0	3.0	3.0	30419	1	1			3			1	3	1	0	0	0	0	1	3
3	4	304.0	3.0	3.0	30420	1	1			4			1	2	0						3
3	5	305.0	3.0	3.0	30501	4	1			2			1	3	0						3
3	5	305.0	3.0	3.0	30502	4	1			3			1	2	0						3
3	5	305.0	3.0	3.0	30503	1	1			4			1	9	0						3
3	5	305.0	3.0	3.0	30504	0															
3	5	305.0	3.0	3.0	30505	0															
3	5	305.0	3.0	3.0	30506	0															
3	5	305.0	3.0	3.0	30507	0															
3	5	305.0	3.0	3.0	30508	1	1			3			1	2	0						3
3	5	305.0	3.0	3.0	30509	1	1			4			1	2	1	0	0	0	0	0	1
3	5	305.0	3.0	3.0	30510	1	1			4			1	2	1	0	0	0	0	0	3
3	5	305.0	3.0	3.0	30512	0															
3	5	305.0	3.0	3.0	30513	1	1			4			1	3	1	1	1	0	0	1	1
3	5	305.0	3.0	3.0	30515	0															
3	5	305.0	3.0	3.0	30516	0															
3	5	305.0	3.0	3.0	30517	0															
3	5	305.0	3.0	3.0	30518	1	1			3			1	2	1	0	0	0	0	0	1
3	5	305.0	3.0	3.0	30519	0															
3	5	305.0	3.0	3.0	30520	1	1			4			1	3	0						3
4	1	401.0	3.0	3.0	40101	0															
4	1	401.0	3.0	3.0	40104	0															
1	4	101.0	1.0	3.0	40105	0															
4	1	401.0	3.0	3.0	40106	1	1			4			1	2	0						3
4	1	401.0	3.0	3.0	40107	2	1			1	3		1	2	1	0	0	0	0	0	1
4	1	401.0	3.0	3.0	40108	1	1			4			1	3	1	0	0	0	0	0	3
4	1	401.0	3.0	3.0	40110	0															
4	1	401.0	3.0	3.0	40111	0															
4	1	401.0	3.0	3.0	40112	3	1			2			1	9	0						3
4	1	401.0	3.0	3.0	40113	3	1			4			1	9	1	0	0	0	0	0	3
4	1	401.0	3.0	3.0	40114	1	1			4			1	9	0						3
4	1	401.0	3.0	3.0	40115	0															
4	1	401.0	3.0	3.0	40116	1	1			4			1	2	1	0	0	0	0	0	3
4	1	401.0	3.0	3.0	40117	0															
4	1	401.0	3.0	3.0	40118	3	1			2			1	9	1	0	0	1	0	0	3
4	1	401.0	3.0	3.0	40119	0															
4	1	401.0	3.0	3.0	40120	0															
4	2	402.0	3.0	1.0	40201	4	1			4			1	9	1	0	0	0	1	0	3
4	2	402.0	3.0	1.0	40202	1	1			4			1	9	1	0	1	0	0	1	1
4	2	402.0	3.0	1.0	40203	2	1			4			1	2	1	0	0	0	0	0	1
4	2	402.0	3.0	1.0	40204	0															
4	2	402.0	3.0	1.0	40205	2	1			3			1	1	0						1
4	2	402.0	3.0	1.0	40206	1	1			2			1	3	1	1	1	0	1	1	1
4	2	402.0	3.0	1.0	40207	0															
4	2	402.0	3.0	1.0	40208	1	1			3			1	3	0						1
4	2	402.0	3.0	1.0	40209	1	1			4			1	9	1	1	1	0	0	1	1
4	2	402.0	3.0	1.0	40210	4	1			4	1	2	1	2	1	0	0	0	0	0	3
4	2	402.0	3.0	1.0	40211	1	1			4			1	2	1	0	0	0	1	0	2
4	2	402.0	3.0	1.0	40212	4	9			4			1	9	0						3
4	2	402.0	3.0	1.0	40213	0															
4	2	402.0	3.0	1.0	40214	0															
4	2	402.0	3.0	1.0	40215	4	1			3			1	3	0						3
4	2	402.0	3.0	1.0	40216	4	5			4			1	2	1	0	0	0	0	0	3
4	2	402.0	3.0	1.0	40217	4	1			4			1	2	0						3
4	2	402.0	3.0	1.0	40218	0															
4	2	402.0	3.0	1.0	40219	4	1			4			1	2	0						3
4	3	403.0	3.0	1.0	40301	0															
4	3	403.0	3.0	1.0	40302	0															
4	3	403.0	3.0	1.0	40303	1	1			4			1	2	1	0	0	0	1	1	3
4	3	403.0	3.0	1.0	40304	1	1			3			1	9	1	0	0	0	0	0	4
4	3	403.0	3.0	1.0	40305	4	1			3			1	9	1	0	0	0	1	1	1
4	3	403.0	3.0	1.0	40306	3	1			4			1	2	1	0	0	0	0	0	3
4	3	403.0	3.0	1.0	40307	1	1	5		4			1	2	1	0	0	0	0	0	3
4	3	403.0	3.0	1.0	40308	1	1			4			1	2	1	0	0	0	1	1	3
4	3	403.0	3.0	1.0	40309	0															
4	3	403.0	3.0	1.0	40310	0															
4	3	403.0	3.0	1.0	40311	0															
4	3	403.0	3.0	1.0	40312	0															
4	3	403.0	3.0	1.0	40313	0															
4	3	403.0	3.0	1.0	40314	2	1			3			1	9	1	0	0	1	1	0	1
4	3	403.0	3.0	1.0	40315	0															
4	3	403.0	3.0	1.0	40316	4	1			2			1	9	0						3
4	3	403.0	3.0	1.0	40318	0															
4	3	403.0	3.0	1.0	40319	1	9			4			1	9	1	0	0	0	0	0	1
4	3	403.0	3.0	1.0	40320	1	1			4			1	9	1	0	1	1	0	1	1
4	4	404.0	3.0	2.0	40401	0															
4	4	404.0	3.0	2.0	40402	0															
4	4	404.0	3.0	2.0	40403	0															
4	4	404.0	3.0	2.0	40405	1	1			3			1	3	1	0	0	0	1	1	3
4	4	404.0	3.0	2.0	40406	2	1			3			1	2	1	0	0	0	1	1	3
4	4	404.0	3.0	2.0	40408	1	1			3			1	3	1	0	0	0	0	0	1
4	4	404.0	3.0	2.0	40409	0															
4	4	404.0	3.0	2.0	40410	1	1			4			1	3	1	1	1	1	1	0	1
4	4	404.0	3.0	2.0	40411	1	1			4			1	2	1	0	0	0	1	0	4
4	4	404.0	3.0	2.0	40413	0															
4	4	404.0	3.0	2.0	40414	1	1			4			1	4	1	1	0	1	1	1	1
4	4	404.0	3.0	2.0	40415	1	1			4			1	3	1	1	0	1	1	1	1
4	4	404.0	3.0	2.0	40416	0															
4	4	404.0	3.0	2.0	40417	0															
4	4	404.0	3.0	2.0	40419	1	1			4			1	2	1	0	0	0	0	1	3
1	1	101.0	1.0	3.0	10150	0															
1	1	101.0	1.0	3.0	10151	0															
1	1	101.0	1.0	3.0	10152	0															
1	2	102.0	1.0	2.0	10250	1	3	2		4			1	2	1	0	0	0	1	1	1
1	2	102.0	1.0	2.0	10251	3	2			2	3		0								3
1	2	102.0	1.0	2.0	10260	1	2	3		2	3		1	2	1	0	0	0	1	1	3
1	2	102.0	1.0	2.0	10261	1	2	3		1			0								3
1	2	102.0	1.0	2.0	10262	1	3	5		4			1	3	0						3
1	2	102.0	1.0	2.0	10263	0															
1	2	102.0	1.0	2.0	10264	0															
1	2	102.0	1.0	2.0	10265	1	2	4		4			1	3	1	0	0	0	1	0	3
1	2	102.0	1.0	2.0	10266	0															
1	2	102.0	1.0	2.0	10267	0															
1	2	102.0	1.0	2.0	10268	1	2	4		4			1	2	1	1	1	1	1	1	3
1	2	102.0	1.0	2.0	10269	3	2	3		2	3		1	2	1	0	0	0	1	1	3
1	2	102.0	1.0	2.0	10270	0															
1	3	103.0	1.0	2.0	10350	1	2	3		4			0								3
1	3	103.0	1.0	2.0	10351	1	2	3		4			1	3	1	0	0	0	0	1	3
1	3	103.0	1.0	2.0	10352	1	2	3		1	3		0								4
1	3	103.0	1.0	2.0	10360	0															
1	3	103.0	1.0	2.0	10361	1	2	3		1			0								3
1	3	103.0	1.0	2.0	10362	4	2			4			0								3
1	3	103.0	1.0	2.0	10363	1	2	3		1	2	3	1	2	1	0	0	0	0	0	3
1	3	103.0	1.0	2.0	10364	4	2			2			1	2	1	0	0	0	1	1	3
1	3	103.0	1.0	2.0	10365	1	2	3		4			0								3
1	3	103.0	1.0	2.0	10366	1	5	3		4			1	2	1	0	0	0	0	1	1
1	3	103.0	1.0	2.0	10367	0															
1	3	103.0	1.0	2.0	10368	1	2	3		4			0								3
1	3	103.0	1.0	2.0	10369	0															
1	4	104.0	1.0	3.0	10450	2	2	3		2			1	2	1	1	1	1	0	1	3
1	4	104.0	1.0	3.0	10451	0															
1	4	104.0	1.0	3.0	10452	1	2	3		2			0								3
1	5	105.0	1.0	3.0	10550	1	3			1			0								1
1	8	108.0	1.0	2.0	10551	1	2	4		4			1	1	1	0	0	0	0	0	3
1	5	105.0	1.0	3.0	10552	0															
1	6	106.0	1.0	3.0	10650	0															
1	6	106.0	1.0	3.0	10651	2	3			2			1	2	1	1	0	0	0	1	1
1	6	106.0	1.0	3.0	10652	1	3			4			0								1
1	7	107.0	1.0	3.0	10750	3	3			4			1	1	0						3
1	7	107.0	1.0	3.0	10751	0															
1	7	107.0	1.0	3.0	10752	0															
1	8	108.0	1.0	2.0	10850	1	2	3		4			1	2	1	0	0	0	0	1	3
1	8	108.0	1.0	2.0	10852	1	2			2			0								3
1	8	108.0	1.0	2.0	10860	1	2	3		4			0								3
1	8	108.0	1.0	2.0	10861	4	3			4			0								3
1	8	108.0	1.0	2.0	10862	0															
1	8	108.0	1.0	2.0	10863	0															
1	8	108.0	1.0	2.0	10864	0															
1	8	108.0	1.0	2.0	10865	0															
1	8	108.0	1.0	2.0	10866	1	2	5		4			1	2	0						3
1	8	108.0	1.0	2.0	10867	4	2	4		4			0								3
1	8	108.0	1.0	2.0	10868	1	2	3		4			0								3
1	8	108.0	1.0	2.0	10869	4	2			2			0								3
1	9	109.0	1.0	1.0	10950	0															
1	9	109.0	1.0	1.0	10951	2	2	3		2			0								3
1	9	109.0	1.0	1.0	10952	0															
1	9	109.0	1.0	1.0	10953	0															
1	9	109.0	1.0	1.0	10960	0															
1	9	109.0	1.0	1.0	10961	0															
1	9	109.0	1.0	1.0	10962	0															
1	9	109.0	1.0	1.0	10963	1	7			4			1	2	0						1
1	9	109.0	1.0	1.0	10964	0															
1	9	109.0	1.0	1.0	10965	0															
1	9	109.0	1.0	1.0	10966	0															
1	9	109.0	1.0	1.0	10967	0															
1	9	109.0	1.0	1.0	10968	1	3	4		4			1	9	1	0	1	0	0	1	3
1	9	109.0	1.0	1.0	10969	1	2			3			0								4
1	10	110.0	1.0	1.0	11050	0															
1	10	110.0	1.0	1.0	11051	1	1	3		4			0								3
1	10	110.0	1.0	1.0	11052	0															
1	10	110.0	1.0	1.0	11053	1	4	3		4			1	2	0						3
1	10	110.0	1.0	1.0	11054	0															
1	10	110.0	1.0	1.0	11060	0															
1	10	110.0	1.0	1.0	11061	0															
1	10	110.0	1.0	1.0	11062	0															
1	10	110.0	1.0	1.0	11063	0															
1	10	110.0	1.0	1.0	11064	0															
1	10	110.0	1.0	1.0	11065	0															
1	10	110.0	1.0	1.0	11066	0															
1	10	110.0	1.0	1.0	11067	0															
1	10	110.0	1.0	1.0	11068	1	3			1	2	3	1	4	0						3
1	10	110.0	1.0	1.0	11069	0															
1	10	110.0	1.0	1.0	11070	0															
1	10	110.0	1.0	1.0	11071	0															
1	10	110.0	1.0	1.0	11072	1	3			1			1	2	1	1	1	0	0	1	3
1	11	111.0	1.0	1.0	11150	0															
1	11	111.0	1.0	1.0	11151	0															
1	11	111.0	1.0	1.0	11152	0															
1	11	111.0	1.0	1.0	11153	1	4	2		4			1	2	0						3
1	11	111.0	1.0	1.0	11154	0															
1	11	111.0	1.0	1.0	11160	1	3			4			1	3	0						3
1	11	111.0	1.0	1.0	11161	0															
1	11	111.0	1.0	1.0	11162	0															
1	11	111.0	1.0	1.0	11163	0															
1	11	111.0	1.0	1.0	11164	0															
1	11	111.0	1.0	1.0	11165	0															
1	11	111.0	1.0	1.0	11166	1	2	3		4			0								2
1	11	111.0	1.0	1.0	11167	1	2	4		4			1	2	0						3
1	11	111.0	1.0	1.0	11168	1	3			4			0								3
1	11	111.0	1.0	1.0	11169	0															
1	12	112.0	1.0	2.0	11250	0															
1	12	112.0	1.0	2.0	11251	0															
1	12	112.0	1.0	2.0	11252	3	3			2			1	3	0						3
1	12	112.0	1.0	2.0	11260	1	3			4			0								3
1	12	112.0	1.0	2.0	11261	0															
1	12	112.0	1.0	2.0	11262	0															
1	12	112.0	1.0	2.0	11263	0															
1	12	112.0	1.0	2.0	11264	1	5	2		4			0								1
1	12	112.0	1.0	2.0	11265	0															
1	12	112.0	1.0	2.0	11266	0															
1	12	112.0	1.0	2.0	11267	0															
1	12	112.0	1.0	2.0	11268	1	3			4			1	2	1	0	0	0	1	1	1
1	12	112.0	1.0	2.0	11269	1	2	3		4			1	1	0						3
1	13	113.0	1.0	3.0	11350	0															
1	13	113.0	1.0	3.0	11351	0															
1	13	113.0	1.0	3.0	11352	1	3			2			1	1	0						3
1	14	114.0	1.0	2.0	11450	0															
1	14	114.0	1.0	2.0	11451	0															
1	14	114.0	1.0	2.0	11452	0															
1	14	114.0	1.0	2.0	11460	0															
1	14	114.0	1.0	2.0	11461	1	3			4			1	2	0						1
1	14	114.0	1.0	2.0	11462	0															
1	14	114.0	1.0	2.0	11463	0															
1	14	114.0	1.0	2.0	11464	0															
1	14	114.0	1.0	2.0	11465	1	6			4			1	3	1	1	1	1	1	1	1
1	14	114.0	1.0	2.0	11466	1	3			4			0								2
1	14	114.0	1.0	2.0	11467	0															
1	14	114.0	1.0	2.0	11468	4	3			4			1	3	0						3
1	14	114.0	1.0	2.0	11469	0															
1	14	114.0	1.0	2.0	11470	1	3	4		2			1	9	0						1
1	15	115.0	1.0	1.0	11550	0															
1	15	115.0	1.0	1.0	11551	1	3			4			0								3
1	15	115.0	1.0	1.0	11552	1	3			4			1	3	0						3
1	15	115.0	1.0	1.0	11553	0															
1	15	115.0	1.0	1.0	11560	0															
1	15	115.0	1.0	1.0	11561	0															
1	15	115.0	1.0	1.0	11562	0															
1	15	115.0	1.0	1.0	11563	0															
1	15	115.0	1.0	1.0	11564	2	3			1	2		1	2	0						3
1	15	115.0	1.0	1.0	11565	0															
1	15	115.0	1.0	1.0	11566	1	3			4			0								2
1	15	115.0	1.0	1.0	11567	1	3			4			0								3
1	15	115.0	1.0	1.0	11568	1	3			2			0								2
1	15	115.0	1.0	1.0	11569	0															
1	16	116.0	1.0	1.0	11650	0															
1	16	116.0	1.0	1.0	11652	0															
1	16	116.0	1.0	1.0	11653	0															
1	16	116.0	1.0	1.0	11660	0															
1	16	116.0	1.0	1.0	11661	0															
1	16	116.0	1.0	1.0	11662	0															
1	16	116.0	1.0	1.0	11663	0															
1	16	116.0	1.0	1.0	11664	4	1	6		4			1	9	0						1
1	16	116.0	1.0	1.0	11665	0															
1	16	116.0	1.0	1.0	11666	0															
1	16	116.0	1.0	1.0	11667	3	3			3			1	1	0						3
1	16	116.0	1.0	1.0	11668	0															
1	16	116.0	1.0	1.0	11669	0															
1	17	117.0	1.0	2.0	11750	1	2			2			1	2	0						1
1	17	117.0	1.0	2.0	11751	0															
1	17	117.0	1.0	2.0	11752	1	3			1	3		0								4
1	17	117.0	1.0	2.0	11753	1	2	3		2			0								3
1	17	117.0	1.0	2.0	11760	1	2	3		4			0								3
1	17	117.0	1.0	2.0	11761	0															
1	17	117.0	1.0	2.0	11762	0															
1	17	117.0	1.0	2.0	11763	0															
1	17	117.0	1.0	2.0	11764	0															
1	17	117.0	1.0	2.0	11766	0															
1	17	117.0	1.0	2.0	11767	1	2	6		4			0								1
1	17	117.0	1.0	2.0	11768	1	3			4			0								1
1	17	117.0	1.0	2.0	11769	0															
1	18	118.0	1.0	1.0	11851	0															
1	18	118.0	1.0	1.0	11852	1	2	3		1	2		0								3
1	18	118.0	1.0	1.0	11853	0															
1	18	118.0	1.0	1.0	11860	0															
1	18	118.0	1.0	1.0	11861	0															
1	18	118.0	1.0	1.0	11862	0															
1	18	118.0	1.0	1.0	11863	3	2	3		2			1	2	0						3
1	18	118.0	1.0	1.0	11864	0															
1	18	118.0	1.0	1.0	11865	0															
1	18	118.0	1.0	1.0	11866	0															
1	18	118.0	1.0	1.0	11867	0															
1	18	118.0	1.0	1.0	11868	1	3			1			0								3
1	18	118.0	1.0	1.0	11869	1	7			4			1	9	0						1
1	18	118.0	1.0	1.0	11870	1	3			2			1	2	1	0	0	0	1	1	3
1	18	118.0	1.0	1.0	11871	2	2	3		4			1	9	0						3
1	18	118.0	1.0	1.0	11872	3	3			4			1	4	1	1	0	0	1	1	3
2	1	201.0	2.0	3.0	20150	3	2			3			0								3
2	1	201.0	2.0	3.0	20151	2	1			4			0								1
2	1	201.0	2.0	3.0	20153	0															
2	2	202.0	2.0	3.0	20250	0															
2	2	202.0	2.0	3.0	20251	1	1			4			1	1	0						3
2	3	203.0	2.0	2.0	20350	1	2			4			1	9	1	1	0	0	1	0	3
2	3	203.0	2.0	2.0	20351	4	5			4			1	2	1	0	0	0	0	1	3
2	3	203.0	2.0	2.0	20352	0															
2	3	203.0	2.0	2.0	20360	4	9			4			0								1
2	3	203.0	2.0	2.0	20361	3	5			4			1	2	1	0	0	0	1	0	1
2	3	203.0	2.0	2.0	20362	1	7			3			1	3	0						3
2	3	203.0	2.0	2.0	20363	4	9			1			0								1
2	3	203.0	2.0	2.0	20364	2	1			2			1	2	1	0	0	0	0	1	1
2	3	203.0	2.0	2.0	20365	3	1			2			1	9	0						1
2	3	203.0	2.0	2.0	20367	3	5			4			1	2	1	0	0	0	0	0	1
2	3	203.0	2.0	2.0	20368	1	5			4			1	9	1	1	0	0	1	0	3
2	3	203.0	2.0	2.0	20369	1	7			4			1	9	1	1	0	1	1	0	1
2	4	204.0	2.0	2.0	20450	3	5			2			1	3	0						3
2	4	204.0	2.0	2.0	20451	0															
2	4	204.0	2.0	2.0	20452	0															
2	4	204.0	2.0	2.0	20460	2	1			2			0								1
2	4	204.0	2.0	2.0	20461	0															
2	4	204.0	2.0	2.0	20462	0															
2	4	204.0	2.0	2.0	20463	1	5			2			1	3	1	0	0	0	0	0	1
2	4	204.0	2.0	2.0	20464	1	2			4			1	2	0						1
2	4	204.0	2.0	2.0	20465	0															
2	4	204.0	2.0	2.0	20466	0															
2	4	204.0	2.0	2.0	20467	0															
2	4	204.0	2.0	2.0	20468	0															
2	4	204.0	2.0	2.0	20469	0															
2	5	205.0	2.0	1.0	20550	3	2			2			1	9	1	1	0	0	0	1	1
2	5	205.0	2.0	1.0	20551	1	2			4			1	9	1	1	0	0	1	1	1
2	5	205.0	2.0	1.0	20552	1	2	3		4			1	1	1	0	0	0	0	1	3
2	5	205.0	2.0	1.0	20560	2	2			2			1	9	1	1	0	0	1	1	1
2	5	205.0	2.0	1.0	20561	1	2			1	3		1	9	1	0	1	0	1	0	1
2	5	205.0	2.0	1.0	20562	1	2			2			0								2
2	5	205.0	2.0	1.0	20563	1	5			4			1	2	1	0	0	0	0	0	2
2	5	205.0	2.0	1.0	20564	2	2			2			1	9	1	1	0	0	0	1	1
2	5	205.0	2.0	1.0	20565	4	2			4			1	2	1	0	1	0	0	1	1
2	5	205.0	2.0	1.0	20566	4	2			2			1	9	1	0	0	0	1	0	3
2	5	205.0	2.0	1.0	20567	3	2			2			1	3	1	1	0	0	1	0	1
2	5	205.0	2.0	1.0	20568	1	7			4			1	2	1	0	0	0	1	1	1
2	5	205.0	2.0	1.0	20569	1	2			4			1	9	1	0	0	0	0	0	1
2	6	206.0	2.0	1.0	20650	1	2			3			1	9	1	0	0	0	0	0	3
2	6	206.0	2.0	1.0	20651	1	5			2			1	2	1	0	0	0	0	1	3
2	6	206.0	2.0	1.0	20660	1	2			2			1	3	1	0	0	0	0	0	3
2	6	206.0	2.0	1.0	20661	1	5			4			1	1	1	0	0	0	0	1	3
2	6	206.0	2.0	1.0	20662	1	2			4			1	3	1	0	1	1	1	0	1
2	6	206.0	2.0	1.0	20663	0															
2	6	206.0	2.0	1.0	20664	0															
2	6	206.0	2.0	1.0	20665	0															
2	6	206.0	2.0	1.0	20666	0															
2	6	206.0	2.0	1.0	20667	1	2			4			1	3	1	0	0	1	1	1	1
2	6	206.0	2.0	1.0	20668	1	2			4			1	9	1	0	0	1	1	1	1
2	6	206.0	2.0	1.0	20669	1	5			4			1	3	1	0	0	0	1	1	3
2	7	207.0	2.0	2.0	20750	0															
2	7	207.0	2.0	2.0	20752	1	2			4			1	9	1	0	0	0	1	0	1
2	7	207.0	2.0	2.0	20753	1	5	3		4			1	2	1	0	0	0	0	0	3
2	7	207.0	2.0	2.0	20760	0															
2	7	207.0	2.0	2.0	20761	1	2			4			1	9	1	0	0	1	0	0	3
2	7	207.0	2.0	2.0	20762	0															
2	7	207.0	2.0	2.0	20763	0															
2	7	207.0	2.0	2.0	20764	2	2			2			0								1
2	7	207.0	2.0	2.0	20765	1	2			4			1	4	1	0	0	0	1	1	1
2	7	207.0	2.0	2.0	20766	1	5			4			1	2	1	1	0	0	1	1	1
2	7	207.0	2.0	2.0	20767	0															
2	7	207.0	2.0	2.0	20768	1	7			1	2		1	1	1	0	0	0	1	1	1
2	7	207.0	2.0	2.0	20769	0															
2	8	208.0	2.0	1.0	20850	0															
2	8	208.0	2.0	1.0	20852	0															
2	8	208.0	2.0	1.0	20853	0															
2	8	208.0	2.0	1.0	20860	3	2			4			1	2	1	0	0	0	0	1	3
2	8	208.0	2.0	1.0	20861	0															
2	8	208.0	2.0	1.0	20862	1	2			4			1	2	0						1
2	8	208.0	2.0	1.0	20863	1	5			4			1	3	0						3
2	8	208.0	2.0	1.0	20864	0															
2	8	208.0	2.0	1.0	20865	1	2			4			1	9	0						3
2	8	208.0	2.0	1.0	20866	3	5			4			1	2	1	0	0	0	1	0	3
2	8	208.0	2.0	1.0	20867	0															
2	8	208.0	2.0	1.0	20868	1	2			4			1	2	1	0	0	0	1	1	3
2	8	208.0	2.0	1.0	20869	1	5			4			1	9	1	0	0	0	0	0	3
2	9	209.0	2.0	3.0	20950	1	2			2			1	3	1	0	0	0	1	1	3
3	1	301.0	3.0	2.0	30150	3	1	4		4			0								3
3	1	301.0	3.0	2.0	30151	0															
3	1	301.0	3.0	2.0	30152	4	1			4			1	2	1	1	0	0	1	0	3
3	1	301.0	3.0	2.0	30160	3	1			3			1	2	0						1
3	1	301.0	3.0	2.0	30161	1	1			4			1	3	1	0	1	0	1	0	1
3	1	301.0	3.0	2.0	30163	0															
3	1	301.0	3.0	2.0	30164	3	1			4			1	2	1	0	0	0	0	1	3
3	1	301.0	3.0	2.0	30165	0															
3	1	301.0	3.0	2.0	30166	0															
3	1	301.0	3.0	2.0	30167	3	1			2	4		1	3	1	0	0	0	0	0	3
3	1	301.0	3.0	2.0	30168	0															
3	1	103.0	1.0	2.0	30169	0															
3	2	302.0	3.0	2.0	30250	0															
3	2	302.0	3.0	2.0	30251	4	1			2			1	3	1	0	0	0	1	0	3
3	2	302.0	3.0	2.0	30260	1	1			4			0								2
3	2	302.0	3.0	2.0	30261	2	1			3			1	3	1	1	0	0	1	1	1
3	2	302.0	3.0	2.0	30262	0															
3	2	302.0	3.0	2.0	30263	0															
3	2	302.0	3.0	2.0	30264	0															
3	2	302.0	3.0	2.0	30265	0															
