district	village	villno	strno	group	hhid	codigo	m01	m02	m03	m04_1	m04_2	m04_3	m05	m06a	m06b	m06c	m06d	m07	m07a	m07b	m07c	m08a	m08b	m08c	m08d	m08e	m08f	m08g	m08h	m08i	m08j	m08k	m08l	m08m	m08n	m08o	m08oc	m08p	m08q	m08r	m08s	m08t	m08u	m08v	m08w	m08x	m08y	m08z	m08la	m08ma	m08na	m08oa	m08ob
1	16	116.0	1.0	1.0	11607	101	1	15	2009	4	5		1	1	0	0	0	1	2			0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
1	16	116.0	1.0	1.0	11608	101	1	1	2008	4	5		1	1	0	0	0	1	4			0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	1	0	1	1	0	0	1	0	1	0	0	0	1	0	0	0	0
1	16	116.0	1.0	1.0	11609	101	1	3	2008	5			1	1	0	1	0	1	7			0	1	0	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0
1	16	116.0	1.0	1.0	11610	101	1	3	2008	5			0																																								
1	16	116.0	1.0	1.0	11612	101	0						1	1	0	0	0	7				1	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	1	0	0	0	1	0	0	0	0
1	16	116.0	1.0	1.0	11620	101	0						0																																								
1	17	117.0	1.0	2.0	11701	101	1	1	2007	5			1	1	0	0	1	1	5			0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
1	17	117.0	1.0	2.0	11702	101	0						1	0	1	0	0	1				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1
1	17	117.0	1.0	2.0	11703	101	1	1	8	5	4		1	1	0	0	0	2				0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	1	0	1	1	0	0	0	0	0	0	0	1	0	0	0	1
1	17	117.0	1.0	2.0	11704	101	0						1	1	0	1	0	1				0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	1	1	0	0	0	0	1	1	0	0	0	0	0	0	0	0
1	17	117.0	1.0	2.0	11705	101	1	2	2008	1	5		1	1	1	0	1	10				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1
1	17	117.0	1.0	2.0	11706	101	1	1	2008	2			1	1	1	0	0	1	6	4		0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
1	17	117.0	1.0	2.0	11707	101	0						1	0	1	0	1	7				0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	1	1	0	0	0	0	1
1	17	117.0	1.0	2.0	11708	101	0						1	0	1	0	1	1				0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	1	0	1	0	0	0	1
1	17	117.0	1.0	2.0	11709	101	0						1	1	0	1	0	1	7			0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0
1	17	117.0	1.0	2.0	11710	101	1	3	2008	4			1	1	1	0	0	3				0	0	0	0	1	1	1	0	0	0	0	0	1	1	0	0	0	1	0	0	1	0	0	0	0	0	0	1	0	0	0	1
1	17	117.0	1.0	2.0	11711	101	1	1	2008	5			1	1	0	0	1	1				0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
1	17	117.0	1.0	2.0	11712	101	0						1	1	1	0	0	6				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0
1	17	117.0	1.0	2.0	11713	101	1	2	2008	4	5		1	1	0	0	0	6	2	4		0	1	0	0	1	1	0	0	0	0	0	0	1	0	0	0	1	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0
1	17	117.0	1.0	2.0	11714	101	0						1	1	0	0	0	1	4			0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
1	17	117.0	1.0	2.0	11715	101	1	10	2008	5			1	1	1	1	1	1	5	4		0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0	1	0	1	0	0	0	1
1	17	117.0	1.0	2.0	11716	101	1	1	2006	9			1	1	1	0	0	1	4			0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	1	0	1	0	0	0	1
1	17	117.0	1.0	2.0	11717	101	1	2	2007	1			1	0	1	0	1	2	4			0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1
1	17	117.0	1.0	2.0	11718	101	1	1	2008	9			1	0	1	0	1	6				0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0
1	18	118.0	1.0	1.0	11801	121	0						0																																								
1	18	118.0	1.0	1.0	11806	101	0						1	1	0	0	0	1				0	0	0	0	0	0	0	0	1	0	0	0	0	1	1	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	0
1	18	118.0	1.0	1.0	11807	121	0						1	1	0	0	0	1				0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	18	118.0	1.0	1.0	11813	101	0						1	0	0	0	1	1	5			0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1	1
1	18	118.0	1.0	1.0	11816	101	0						0																																								
2	1	201.0	2.0	3.0	20102	101	0						1	1	0	0	1	1				0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1
2	1	201.0	2.0	3.0	20103	101	0						1	1	0	0	1	4				0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	1	1	1	0	0	0	0	0	0	0	0	1	0	0	0
2	1	201.0	2.0	3.0	20104	101	0						1	1	1	0	1	9				0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
2	1	201.0	2.0	3.0	20105	101	0						1	1	0	0	0	1	4			0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1
2	1	201.0	2.0	3.0	20106	101	1	7	2008	3	5		1	1	0	0	0	2				0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0
2	1	201.0	2.0	3.0	20107	101	0						1	1	0	0	1	4				0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0
2	1	201.0	2.0	3.0	20109	101	0						1	1	0	0	1	4				0	0	0	0	1	1	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0
2	1	201.0	2.0	3.0	20110	101	0						1	0	1	1	0	4				0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	1	0	0	0	0	0
2	1	201.0	2.0	3.0	20111	101	0						1	1	0	0	1	4				1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
2	1	201.0	2.0	3.0	20112	101	0						1	1	0	0	0	1				0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2	1	201.0	2.0	3.0	20113	101	0						0																																								
2	1	201.0	2.0	3.0	20114	101	0						1	1	0	0	0	3				0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
2	1	201.0	2.0	3.0	20115	101	0						1	1	0	0	1	1	4			1	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1
2	1	201.0	2.0	3.0	20116	101	0						1	0	0	0	0					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2	1	201.0	2.0	3.0	20118	101	0						1	0	1	0	0	19				0	1	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
2	1	201.0	2.0	3.0	20119	101	0						1	1	0	0	0	1	4			0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0
2	1	201.0	2.0	3.0	20120	101	0						1	1	0	0	0	1				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	1	0	1	0	0	0	1
2	2	202.0	2.0	3.0	20201	101	1	2	2006	4	5		1	1	1	0	0	1	2			0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	1	1	0	0	0	0	0	1	1	0	0	0	0
2	2	202.0	2.0	3.0	20202	101	0						1	1	0	0	0	4				0	0	0	0	0	0	1	0	1	0	1	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	1	0	0	0	0
2	2	202.0	2.0	3.0	20203	101	0						1	1	1	0	0	4				0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	1	0	0	0	0	0	0	0	0
2	2	202.0	2.0	3.0	20204	101	1	5	2008	9			1	1	0	0	0	4				0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
2	2	202.0	2.0	3.0	20205	122	0						1	1	0	0	0	4				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1
2	2	202.0	2.0	3.0	20206	101	0						1	1	0	0	0	1				0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0
2	2	202.0	2.0	3.0	20208	101	0						1	1	0	0	1	4				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
2	2	202.0	2.0	3.0	20210	101	0						1	0	0	0	0	4				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
2	2	202.0	2.0	3.0	20211	111	1	1	2008	5			1	1	0	1	0	5	3			1	1	0	1	0	0	1	1	1	0	1	0	1	0	0	0	1	1	1	1	0	0	0	0	0	0	0	1	0	0	0	0
2	2	202.0	2.0	3.0	20213	121	0						1	0	0	0	0	4				0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
2	2	202.0	2.0	3.0	20215	101	0						1	0	0	0	1					0	1	0	1	0	0	1	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	1	0	1	0	0	0	0	0	1
2	2	202.0	2.0	3.0	20216	101	0						1	0	1	0	0	3	4			0	1	0	1	0	0	0	0	1	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
2	2	202.0	2.0	3.0	20217	101	0						1	1	0	0	1	1				1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	1
2	2	202.0	2.0	3.0	20218	101	0						1	1	1	0	0	4				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0
2	2	202.0	2.0	3.0	20220	101	0						1	1	0	0	1	4				0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1
2	3	203.0	2.0	2.0	20301	101	1	1	2009	5			1	0	0	0	1	5				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0	1
2	3	203.0	2.0	2.0	20302	101	1	2	2008	1			1	1	0	0	0	4				0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	1	1	1	1	0	0	1	0	0	0	0	0	1	0	0	1
2	3	203.0	2.0	2.0	20303	101	1	3	2008	4			1	1	1	0	0	1	10			0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	1	0	1	0	0	0	1
2	3	203.0	2.0	2.0	20304	101	0						1	1	0	0	0	4				0	1	0	0	0	1	0	0	1	0	0	0	0	0	0	0	1	1	1	1	0	0	1	0	0	0	0	1	0	0	0	0
2	3	203.0	2.0	2.0	20305	101	1	1	2008	4			1	1	0	0	0	1				0	1	0	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
2	3	203.0	2.0	2.0	20309	101	0						1	1	0	1	0	1				0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
2	3	203.0	2.0	2.0	20310	101	1	1	2006	9			1	0	0	1	0	1	2			0	0	0	0	0	0	0	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	1
2	3	203.0	2.0	2.0	20311	101	1	3	2008	1	5		1	1	0	0	0	1	9			0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	1
2	3	203.0	2.0	2.0	20313	101	1	2	2008	4			1	1	0	0	0	5				0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	1	0	0	0	1	0	0	0	0	0	0	0	1
2	3	203.0	2.0	2.0	20314	101	1	6	2009	4	5		1	1	0	0	0	4	1			0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	1	1	1	0	0	0	0	0	0	1	0	0	0	0
2	3	203.0	2.0	2.0	20315	101	1	1	2008	5			1	1	0	0	0	4				0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
2	3	203.0	2.0	2.0	20316	101	1	2	2009	4	5	3	1	0	0	1	1	2	1			0	1	1	0	0	0	0	0	1	0	0	0	0	0	0	1	1	1	0	1	1	0	0	0	0	0	0	1	0	0	0	1
2	3	203.0	2.0	2.0	20317	101	0						1	1	0	0	0	4				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
2	3	203.0	2.0	2.0	20318	101	1	3	2008	4	5		1	0	1	0	1	4				0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	1	1	1	1	0	0	1	0	0	0	0	1	1	0	0	1
2	3	203.0	2.0	2.0	20319	101	0						1	0	0	0	0	4				0	1	0	1	0	1	1	0	1	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0	1	0	0	0	0	0	0	0
2	4	204.0	2.0	2.0	20401	101	1	1	2008	4	5		1	1	1	0	0	2				0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	1
2	4	204.0	2.0	2.0	20402	101	1	1	2008	5			1	1	0	0	0	9	4			0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1
2	4	204.0	2.0	2.0	20403	101	1	1	2007	1			1	0	0	0	1	3				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0
2	4	204.0	2.0	2.0	20404	101	1	2	2009	5	4		1	1	0	0	0	5				0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
2	4	204.0	2.0	2.0	20405	101	0						1	1	0	1	0	7	3			1	1	0	1	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
2	4	204.0	2.0	2.0	20409	101	1	2	2008	5			1	1	0	0	0	2	6			0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	1
2	4	204.0	2.0	2.0	20410	101	1	2	2007	1			1	1	0	0	1	1	4			0	1	0	0	1	0	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0
2	4	204.0	2.0	2.0	20412	101	1	3	2009	3	4	5	1	1	1	0	0	5				0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	1
2	4	204.0	2.0	2.0	20415	101	0						1	1	0	1	0	1				0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0
2	4	204.0	2.0	2.0	20416	101	1	2	2008	4	5	2	1	0	0	0	1	7				0	0	0	0	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
2	4	204.0	2.0	2.0	20418	101	1	2	2009	5			1	1	0	0	0	1	6	4		0	1	0	0	1	1	0	0	1	0	0	0	0	1	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1
2	4	204.0	2.0	2.0	20419	101	1	2	2008	1			1	0	1	0	0	6				0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
2	5	205.0	2.0	1.0	20501	101	0						1	0	0	0	1	5	3	6		0	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0
2	5	205.0	2.0	1.0	20502	101	1	2	2008	1	5		1	1	1	0	0	4				0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	1	1	1	0	0	0	0	0	0	0	0	1	0	0	0
2	5	205.0	2.0	1.0	20503	101	0						1	0	0	0	1	1	6			0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1
2	5	205.0	2.0	1.0	20504	101	0						1	0	0	0	0	7				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2	5	205.0	2.0	1.0	20505	101	1	2	2008	4	5		1	1	0	0	0	1	4			0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	1	0	1	0	0	0	0	0	0	0	1
2	5	205.0	2.0	1.0	20507	101	1	2	2008	1	4	5	1	1	1	1	1	2	1	6		0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
2	5	205.0	2.0	1.0	20510	101	1	2	2008	9			1	0	1	1	0	4	1	5		0	1	0	0	0	0	1	0	1	0	0	0	0	0	0	0	1	1	0	0	0	0	1	1	0	1	1	0	1	0	0	1
2	5	205.0	2.0	1.0	20511	101	1	2	2008	5			1	0	0	0	1	6				0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
2	5	205.0	2.0	1.0	20515	101	0						1	1	0	0	0	1				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1
2	5	205.0	2.0	1.0	20516	101	0						1	1	0	0	1	1	6			0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	1	0	0	0	0	0	0
2	5	205.0	2.0	1.0	20517	101	0						1	1	0	1	0	1	9			0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
2	5	205.0	2.0	1.0	20519	101	0						1	0	0	0	0	6	7	1		0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	1
2	6	206.0	2.0	1.0	20601	101	0						1	1	1	0	0	1				0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0
2	6	206.0	2.0	1.0	20603	112	0						1	0	0	0	0	1				0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1
2	6	206.0	2.0	1.0	20604	101	1	1	2009	4	5		1	0	0	0	0	1				0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	1	0	0	0	1	0	0	0	0	0	0	0	1
2	6	206.0	2.0	1.0	20607	101	1	1	2007	4			1	1	0	0	1	6				0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	0	0	0	1	0	0	1	0	1	0	0	0	0	0	0	0	1
2	6	206.0	2.0	1.0	20610	101	0						1	0	0	0	1	1				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1
2	6	206.0	2.0	1.0	20612	101	1	1	2008	2	5		1	1	0	1	0	2	1			0	0	0	0	1	0	1	0	1	0	0	1	0	0	1	0	0	1	0	1	0	0	0	1	0	0	0	1	0	0	0	0
2	6	206.0	2.0	1.0	20617	101	1	2	2009	4			1	1	1	0	0	1	2			0	0	0	0	1	0	1	0	1	0	0	0	0	1	0	0	1	1	0	0	0	0	0	0	0	1	0	1	0	0	0	1
2	6	206.0	2.0	1.0	20619	101	0						1	0	0	0	0	4				0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	1
2	6	206.0	2.0	1.0	20620	101	0						1	0	0	0	1	2	6			0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	1	0	0	0	0	0	1	0	0	1	0	0	0	0	1
2	7	207.0	2.0	2.0	20701	101	1	1	2008	4	1		1	1	0	1	0	2	10			0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	0	0	1	0	0	0	1	0	0	1	0	0	0	0
2	7	207.0	2.0	2.0	20702	101	1	2	2008	9			1	1	0	0	0	1	4			0	0	0	0	1	1	0	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1
2	7	207.0	2.0	2.0	20703	101	1	1	2008	4			1	1	0	1	1	9	1			0	0	0	0	0	0	1	0	1	0	0	1	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0
2	7	207.0	2.0	2.0	20704	101	0						1	0	1	0	1	4				0	0	0	0	0	0	0	0	1	0	1	0	0	0	1	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0
2	7	207.0	2.0	2.0	20706	101	0						1	1	0	0	0	4				0	0	0	1	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	1
2	7	207.0	2.0	2.0	20710	101	0						1	0	0	0	0	1				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
2	7	207.0	2.0	2.0	20716	101	1	1	2008	1			1	1	0	0	1	9				0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	0	0	0	0	0	1	0	0	0	1
2	7	207.0	2.0	2.0	20718	101	1	1	2008	9			1	1	1	0	1	1	4	5		0	1	0	0	1	0	1	0	1	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1
2	8	208.0	2.0	1.0	20801	101	0						1	1	0	0	0	6				0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1
2	8	208.0	2.0	1.0	20802	101	1	2	2008	4	5		1	0	0	0	1	6				0	1	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	1	0	0	1
2	8	208.0	2.0	1.0	20804	101	0						1	1	0	0	0	1	2	4		0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	1
2	8	208.0	2.0	1.0	20805	101	0						1	1	1	0	1	1				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	1
2	8	208.0	2.0	1.0	20809	101	1	2	2008	4	5	1	1	0	0	0	0	4				0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1
2	8	208.0	2.0	1.0	20813	101	0						1	0	0	0	1	1				0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	1
2	8	208.0	2.0	1.0	20814	101	1	1	2008	5			1	0	1	0	0	1	4			0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	0	1
2	8	208.0	2.0	1.0	20816	101	1	1	2009	5			1	0	0	0	0	4				0	0	0	0	1	1	0	0	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	1
2	8	208.0	2.0	1.0	20817	101	0						1	1	0	0	1	4				0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1
2	8	208.0	2.0	1.0	20818	101	0						1	1	1	0	0	1	7			0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
2	9	209.0	2.0	3.0	20902	101	0						1	0	0	0	1	4				1	1	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1
2	9	209.0	2.0	3.0	20904	121	0						1	0	0	0	0	9				0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	1	0	0
2	9	209.0	2.0	3.0	20908	121	0						1	1	1	0	0	1				0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1
2	9	209.0	2.0	3.0	20910	101	0						1	1	0	0	0	9				0	0	0	0	0	0	0	0	1	0	1	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0
2	9	209.0	2.0	3.0	20915	101	0						1	1	1	1	0	1				0	1	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
2	9	209.0	2.0	3.0	20917	101	0						1	0	0	0	1	4				0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0
2	9	209.0	2.0	3.0	20919	101	0						1	0	1	1	1	1				0	1	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	1	1	1	0	1	0	0	0	0	0	1	0	0	0	0
2	9	209.0	2.0	3.0	20921	101	0						1	1	1	0	0	1	9			0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0	1
3	1	301.0	3.0	2.0	30101	101	0						1	1	1	0	1	4	9			0	0	0	0	0	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
