hhid	strno	villno	group	district	size	line	village	j01	j02	j03	j04	j04u	j05	j06	j06u	j07	j07u
10405	1.0	104.0	3.0	1.0	6	63	4	63	1	7	10.0	2	0				
10407	1.0	104.0	3.0	1.0	5	11	4	11	1	7	1.0	24	0				
10407	1.0	104.0	3.0	1.0	5	36	4	36	0								
10407	1.0	104.0	3.0	1.0	5	66	4	66	0								
10407	1.0	104.0	3.0	1.0	5	61	4	61	1	3	10.0	3	1	30.0	3	300	2
10407	1.0	104.0	3.0	1.0	5	55	4	55	1	1	2.0	3	0				
10407	1.0	104.0	3.0	1.0	5	24	4	24	0								
10407	1.0	104.0	3.0	1.0	5	67	4	67	0								
10407	1.0	104.0	3.0	1.0	5	58	4	58	0								
10407	1.0	104.0	3.0	1.0	5	23	4	23	0								
10407	1.0	104.0	3.0	1.0	5	19	4	19	1	7	1.0	28	1	1.0	4	300	2
10407	1.0	104.0	3.0	1.0	5	57	4	57	0								
10407	1.0	104.0	3.0	1.0	5	49	4	49	0								
10407	1.0	104.0	3.0	1.0	5	46	4	46	1	1	3.0	5	0				
10407	1.0	104.0	3.0	1.0	5	2	4	2	1	7	4.0	27	0				
10407	1.0	104.0	3.0	1.0	5	45	4	45	0								
10407	1.0	104.0	3.0	1.0	5	52	4	52	1	4	4.0	3	0				
10407	1.0	104.0	3.0	1.0	5	62	4	62	0								
10407	1.0	104.0	3.0	1.0	5	37	4	37	1	2	0.5	1	1	1.0	1	300	2
10407	1.0	104.0	3.0	1.0	5	22	4	22	0								
10407	1.0	104.0	3.0	1.0	5	71	4	71	0								
10407	1.0	104.0	3.0	1.0	5	50	4	50	0								
10407	1.0	104.0	3.0	1.0	5	14	4	14	0								
10407	1.0	104.0	3.0	1.0	5	56	4	56	0								
10407	1.0	104.0	3.0	1.0	5	20	4	20	0								
10407	1.0	104.0	3.0	1.0	5	15	4	15	1	1	2.0	27	0				
10407	1.0	104.0	3.0	1.0	5	60	4	60	0								
10407	1.0	104.0	3.0	1.0	5	33	4	33	0								
10407	1.0	104.0	3.0	1.0	5	27	4	27	0								
10407	1.0	104.0	3.0	1.0	5	5	4	5	0								
10407	1.0	104.0	3.0	1.0	5	41	4	41	0								
10407	1.0	104.0	3.0	1.0	5	8	4	8	1	2	2.0	3	0				
10407	1.0	104.0	3.0	1.0	5	54	4	54	1	2	10.0	3	0				
10407	1.0	104.0	3.0	1.0	5	38	4	38	1	3	10.0	3	0				
10407	1.0	104.0	3.0	1.0	5	32	4	32	0								
10407	1.0	104.0	3.0	1.0	5	39	4	39	0		1.0						
10407	1.0	104.0	3.0	1.0	5	40	4	40	0								
10407	1.0	104.0	3.0	1.0	5	44	4	44	0								
10407	1.0	104.0	3.0	1.0	5	28	4	28	1	1	5.0	3	1	5.0	3	40	1
10407	1.0	104.0	3.0	1.0	5	26	4	26	0								
10407	1.0	104.0	3.0	1.0	5	7	4	7	0								
10407	1.0	104.0	3.0	1.0	5	34	4	34	0								
10407	1.0	104.0	3.0	1.0	5	17	4	17	0								
10407	1.0	104.0	3.0	1.0	5	69	4	69	0								
10407	1.0	104.0	3.0	1.0	5	65	4	65	0								
10407	1.0	104.0	3.0	1.0	5	72	4	72	0								
10407	1.0	104.0	3.0	1.0	5	29	4	29	1	3	2.0	5	1	6.0	5	300	2
10407	1.0	104.0	3.0	1.0	5	48	4	48	0								
10407	1.0	104.0	3.0	1.0	5	35	4	35	0								
10407	1.0	104.0	3.0	1.0	5	13	4	13	0								
10407	1.0	104.0	3.0	1.0	5	18	4	18	0								
10407	1.0	104.0	3.0	1.0	5	12	4	12	0								
10407	1.0	104.0	3.0	1.0	5	1	4	1	0								
10407	1.0	104.0	3.0	1.0	5	4	4	4	1	1	3.0	27	0				
10407	1.0	104.0	3.0	1.0	5	47	4	47	0								
10407	1.0	104.0	3.0	1.0	5	3	4	3	0								
10407	1.0	104.0	3.0	1.0	5	42	4	42	0								
10407	1.0	104.0	3.0	1.0	5	64	4	64	1	1	1.0	27	1	1.0	27	70	2
10407	1.0	104.0	3.0	1.0	5	10	4	10	0								
10407	1.0	104.0	3.0	1.0	5	63	4	63	0								
10407	1.0	104.0	3.0	1.0	5	25	4	25	0								
10407	1.0	104.0	3.0	1.0	5	51	4	51	1	4	2.0	3	0				
10407	1.0	104.0	3.0	1.0	5	31	4	31	1	1	0.5	3	1	1.0	3	400	2
10407	1.0	104.0	3.0	1.0	5	53	4	53	0								
10407	1.0	104.0	3.0	1.0	5	6	4	6	0								
10407	1.0	104.0	3.0	1.0	5	70	4	70	0								
10407	1.0	104.0	3.0	1.0	5	43	4	43	0								
10407	1.0	104.0	3.0	1.0	5	21	4	21	0								
10407	1.0	104.0	3.0	1.0	5	30	4	30	0								
10407	1.0	104.0	3.0	1.0	5	59	4	59	0								
10407	1.0	104.0	3.0	1.0	5	68	4	68	0								
10407	1.0	104.0	3.0	1.0	5	9	4	9	0								
10408	1.0	104.0	3.0	1.0	5	31	4	31	0								
10408	1.0	104.0	3.0	1.0	5	23	4	23	0								
10408	1.0	104.0	3.0	1.0	5	46	4	46	0								
10408	1.0	104.0	3.0	1.0	5	72	4	72	1	2	1.0	28	1	2.0	28	100	2
10408	1.0	104.0	3.0	1.0	5	52	4	52	1	3	2.0	3	1	6.0	3	20	2
10408	1.0	104.0	3.0	1.0	5	34	4	34	0								
10408	1.0	104.0	3.0	1.0	5	6	4	6	0								
10408	1.0	104.0	3.0	1.0	5	24	4	24	0								
10408	1.0	104.0	3.0	1.0	5	20	4	20	0								
10408	1.0	104.0	3.0	1.0	5	10	4	10	0								
10408	1.0	104.0	3.0	1.0	5	67	4	67	0								
10408	1.0	104.0	3.0	1.0	5	53	4	53	0								
10408	1.0	104.0	3.0	1.0	5	35	4	35	0								
10408	1.0	104.0	3.0	1.0	5	27	4	27	0								
10408	1.0	104.0	3.0	1.0	5	12	4	12	0								
10408	1.0	104.0	3.0	1.0	5	32	4	32	0								
10408	1.0	104.0	3.0	1.0	5	65	4	65	0								
10408	1.0	104.0	3.0	1.0	5	45	4	45	0								
10408	1.0	104.0	3.0	1.0	5	48	4	48	0								
10408	1.0	104.0	3.0	1.0	5	40	4	40	0								
10408	1.0	104.0	3.0	1.0	5	2	4	2	1	7	3.0	27	0				
10408	1.0	104.0	3.0	1.0	5	14	4	14	0								
10408	1.0	104.0	3.0	1.0	5	7	4	7	0								
10408	1.0	104.0	3.0	1.0	5	25	4	25	0								
10408	1.0	104.0	3.0	1.0	5	50	4	50	0								
10408	1.0	104.0	3.0	1.0	5	19	4	19	1	4	1.0	28	1	4.0	28	80	2
10408	1.0	104.0	3.0	1.0	5	36	4	36	0								
10408	1.0	104.0	3.0	1.0	5	3	4	3	0								
10408	1.0	104.0	3.0	1.0	5	57	4	57	0								
10408	1.0	104.0	3.0	1.0	5	8	4	8	1	2	3.0	25	0				
10408	1.0	104.0	3.0	1.0	5	60	4	60	0								
10408	1.0	104.0	3.0	1.0	5	55	4	55	1	7	1.0	3	0				
10408	1.0	104.0	3.0	1.0	5	58	4	58	0								
10408	1.0	104.0	3.0	1.0	5	26	4	26	0								
10408	1.0	104.0	3.0	1.0	5	64	4	64	0								
10408	1.0	104.0	3.0	1.0	5	44	4	44	0								
10408	1.0	104.0	3.0	1.0	5	15	4	15	1	7	1.5	27	0				
10408	1.0	104.0	3.0	1.0	5	11	4	11	1	2	3.0	25	0				
10408	1.0	104.0	3.0	1.0	5	22	4	22	0								
10408	1.0	104.0	3.0	1.0	5	17	4	17	0								
10408	1.0	104.0	3.0	1.0	5	42	4	42	0								
10408	1.0	104.0	3.0	1.0	5	63	4	63	0								
10408	1.0	104.0	3.0	1.0	5	47	4	47	0								
10408	1.0	104.0	3.0	1.0	5	69	4	69	0								
10408	1.0	104.0	3.0	1.0	5	29	4	29	1	2	1.0	5	1	2.0	5	160	2
10408	1.0	104.0	3.0	1.0	5	71	4	71	1	1	2.0	27	1	2.0	27	100	2
10408	1.0	104.0	3.0	1.0	5	39	4	39	0		1.0						
10408	1.0	104.0	3.0	1.0	5	49	4	49	0								
10408	1.0	104.0	3.0	1.0	5	13	4	13	0								
10408	1.0	104.0	3.0	1.0	5	38	4	38	1	1	10.0	3	1	10.0	3	90	2
10408	1.0	104.0	3.0	1.0	5	33	4	33	0								
10408	1.0	104.0	3.0	1.0	5	37	4	37	0								
10408	1.0	104.0	3.0	1.0	5	54	4	54	1	1	2.0	5	0				
10408	1.0	104.0	3.0	1.0	5	56	4	56	0								
10408	1.0	104.0	3.0	1.0	5	28	4	28	0								
10408	1.0	104.0	3.0	1.0	5	5	4	5	0								
10408	1.0	104.0	3.0	1.0	5	9	4	9	0								
10408	1.0	104.0	3.0	1.0	5	21	4	21	0								
10408	1.0	104.0	3.0	1.0	5	30	4	30	0								
10408	1.0	104.0	3.0	1.0	5	70	4	70	0								
10408	1.0	104.0	3.0	1.0	5	59	4	59	0								
10408	1.0	104.0	3.0	1.0	5	68	4	68	0								
10408	1.0	104.0	3.0	1.0	5	43	4	43	0								
10408	1.0	104.0	3.0	1.0	5	41	4	41	0								
10408	1.0	104.0	3.0	1.0	5	1	4	1	0								
10408	1.0	104.0	3.0	1.0	5	62	4	62	0								
10408	1.0	104.0	3.0	1.0	5	4	4	4	1	1	4.0	27	0				
10408	1.0	104.0	3.0	1.0	5	61	4	61	0								
10408	1.0	104.0	3.0	1.0	5	51	4	51	1	3	1.0	3	1	3.0	3	5	1
10408	1.0	104.0	3.0	1.0	5	66	4	66	1	1	4.0	3	1	4.0	3	60	2
10408	1.0	104.0	3.0	1.0	5	18	4	18	0								
10410	1.0	104.0	3.0	1.0	5	27	4	27	0								
10410	1.0	104.0	3.0	1.0	5	69	4	69	0								
10410	1.0	104.0	3.0	1.0	5	6	4	6	0								
10410	1.0	104.0	3.0	1.0	5	20	4	20	0								
10410	1.0	104.0	3.0	1.0	5	66	4	66	0								
10410	1.0	104.0	3.0	1.0	5	35	4	35	0								
10410	1.0	104.0	3.0	1.0	5	15	4	15	0								
10410	1.0	104.0	3.0	1.0	5	32	4	32	0								
10410	1.0	104.0	3.0	1.0	5	55	4	55	1	1	1.0	3	0				
10410	1.0	104.0	3.0	1.0	5	45	4	45	0								
10410	1.0	104.0	3.0	1.0	5	36	4	36	0								
10410	1.0	104.0	3.0	1.0	5	4	4	4	0								
10410	1.0	104.0	3.0	1.0	5	68	4	68	0								
10410	1.0	104.0	3.0	1.0	5	58	4	58	0								
10410	1.0	104.0	3.0	1.0	5	52	4	52	0								
10410	1.0	104.0	3.0	1.0	5	72	4	72	0								
10410	1.0	104.0	3.0	1.0	5	44	4	44	1	2	2.0	5	0				
10410	1.0	104.0	3.0	1.0	5	26	4	26	0								
10410	1.0	104.0	3.0	1.0	5	28	4	28	0								
10410	1.0	104.0	3.0	1.0	5	47	4	47	0								
10410	1.0	104.0	3.0	1.0	5	18	4	18	0								
10410	1.0	104.0	3.0	1.0	5	49	4	49	0								
10410	1.0	104.0	3.0	1.0	5	5	4	5	0								
10410	1.0	104.0	3.0	1.0	5	22	4	22	0								
10410	1.0	104.0	3.0	1.0	5	29	4	29	1	1	1.0	5	1	1.0	5	50	2
10410	1.0	104.0	3.0	1.0	5	24	4	24	0								
10410	1.0	104.0	3.0	1.0	5	50	4	50	0								
10410	1.0	104.0	3.0	1.0	5	10	4	10	0								
10410	1.0	104.0	3.0	1.0	5	30	4	30	0								
10410	1.0	104.0	3.0	1.0	5	57	4	57	0								
10410	1.0	104.0	3.0	1.0	5	70	4	70	0								
10410	1.0	104.0	3.0	1.0	5	56	4	56	0								
10410	1.0	104.0	3.0	1.0	5	17	4	17	1	1	2.0	27	0				
10410	1.0	104.0	3.0	1.0	5	60	4	60	0								
10410	1.0	104.0	3.0	1.0	5	39	4	39	0		1.0						
10410	1.0	104.0	3.0	1.0	5	67	4	67	0								
10410	1.0	104.0	3.0	1.0	5	71	4	71	0								
10410	1.0	104.0	3.0	1.0	5	3	4	3	0								
10410	1.0	104.0	3.0	1.0	5	9	4	9	0								
10410	1.0	104.0	3.0	1.0	5	19	4	19	1	2	1.0	28	1	2.0	28	20	2
10410	1.0	104.0	3.0	1.0	5	43	4	43	0								
10410	1.0	104.0	3.0	1.0	5	8	4	8	1	1	2.0	3	0				
10410	1.0	104.0	3.0	1.0	5	62	4	62	0								
10410	1.0	104.0	3.0	1.0	5	61	4	61	0								
10410	1.0	104.0	3.0	1.0	5	65	4	65	0								
10410	1.0	104.0	3.0	1.0	5	23	4	23	0								
10410	1.0	104.0	3.0	1.0	5	42	4	42	0								
10410	1.0	104.0	3.0	1.0	5	53	4	53	0								
10410	1.0	104.0	3.0	1.0	5	51	4	51	0								
10410	1.0	104.0	3.0	1.0	5	46	4	46	1	3	4.0	5	0				
10410	1.0	104.0	3.0	1.0	5	12	4	12	0								
10410	1.0	104.0	3.0	1.0	5	48	4	48	0								
10410	1.0	104.0	3.0	1.0	5	63	4	63	0								
10410	1.0	104.0	3.0	1.0	5	25	4	25	0								
10410	1.0	104.0	3.0	1.0	5	13	4	13	0								
10410	1.0	104.0	3.0	1.0	5	21	4	21	0								
10410	1.0	104.0	3.0	1.0	5	59	4	59	0								
10410	1.0	104.0	3.0	1.0	5	37	4	37	0								
10410	1.0	104.0	3.0	1.0	5	1	4	1	0								
10410	1.0	104.0	3.0	1.0	5	2	4	2	1	7	5.0	27	0				
10410	1.0	104.0	3.0	1.0	5	64	4	64	0								
10410	1.0	104.0	3.0	1.0	5	11	4	11	0								
10410	1.0	104.0	3.0	1.0	5	38	4	38	1	1	6.0	3	1	6.0	3	50	2
10410	1.0	104.0	3.0	1.0	5	40	4	40	0								
10410	1.0	104.0	3.0	1.0	5	54	4	54	0								
10410	1.0	104.0	3.0	1.0	5	14	4	14	0								
10410	1.0	104.0	3.0	1.0	5	41	4	41	0								
10410	1.0	104.0	3.0	1.0	5	31	4	31	0								
10410	1.0	104.0	3.0	1.0	5	7	4	7	0								
10410	1.0	104.0	3.0	1.0	5	33	4	33	0								
10410	1.0	104.0	3.0	1.0	5	34	4	34	0								
10411	1.0	104.0	3.0	1.0	4	33	4	33	0								
10411	1.0	104.0	3.0	1.0	4	1	4	1	0								
10411	1.0	104.0	3.0	1.0	4	3	4	3	0								
10411	1.0	104.0	3.0	1.0	4	54	4	54	0								
10411	1.0	104.0	3.0	1.0	4	32	4	32	0								
10411	1.0	104.0	3.0	1.0	4	13	4	13	0								
10411	1.0	104.0	3.0	1.0	4	43	4	43	0								
10411	1.0	104.0	3.0	1.0	4	59	4	59	0								
10411	1.0	104.0	3.0	1.0	4	23	4	23	0								
10411	1.0	104.0	3.0	1.0	4	63	4	63	0								
10411	1.0	104.0	3.0	1.0	4	61	4	61	0								
10411	1.0	104.0	3.0	1.0	4	47	4	47	0								
10411	1.0	104.0	3.0	1.0	4	40	4	40	0								
10411	1.0	104.0	3.0	1.0	4	64	4	64	0								
10411	1.0	104.0	3.0	1.0	4	56	4	56	0								
10411	1.0	104.0	3.0	1.0	4	26	4	26	0								
10411	1.0	104.0	3.0	1.0	4	15	4	15	1	6	1.0	27	0				
10411	1.0	104.0	3.0	1.0	4	67	4	67	0								
10411	1.0	104.0	3.0	1.0	4	27	4	27	0								
10411	1.0	104.0	3.0	1.0	4	11	4	11	0								
10411	1.0	104.0	3.0	1.0	4	39	4	39	0		1.0						
10411	1.0	104.0	3.0	1.0	4	30	4	30	0								
10411	1.0	104.0	3.0	1.0	4	37	4	37	0								
10411	1.0	104.0	3.0	1.0	4	17	4	17	0								
10411	1.0	104.0	3.0	1.0	4	65	4	65	0								
10411	1.0	104.0	3.0	1.0	4	10	4	10	0								
10411	1.0	104.0	3.0	1.0	4	36	4	36	0								
10411	1.0	104.0	3.0	1.0	4	12	4	12	1	3	1.5	25	0				
10411	1.0	104.0	3.0	1.0	4	66	4	66	0								
10411	1.0	104.0	3.0	1.0	4	57	4	57	0								
10411	1.0	104.0	3.0	1.0	4	55	4	55	1	3	1.0	3	0				
10411	1.0	104.0	3.0	1.0	4	19	4	19	1	7	0.5	28	1	7.0	28	120	2
10411	1.0	104.0	3.0	1.0	4	48	4	48	0								
10411	1.0	104.0	3.0	1.0	4	28	4	28	0								
10411	1.0	104.0	3.0	1.0	4	35	4	35	0								
10411	1.0	104.0	3.0	1.0	4	7	4	7	0								
10411	1.0	104.0	3.0	1.0	4	18	4	18	0								
10411	1.0	104.0	3.0	1.0	4	72	4	72	0								
10411	1.0	104.0	3.0	1.0	4	5	4	5	0								
10411	1.0	104.0	3.0	1.0	4	71	4	71	0								
10411	1.0	104.0	3.0	1.0	4	70	4	70	1	2	0.5	4	0				
10411	1.0	104.0	3.0	1.0	4	42	4	42	0								
10411	1.0	104.0	3.0	1.0	4	25	4	25	0								
10411	1.0	104.0	3.0	1.0	4	24	4	24	0								
10411	1.0	104.0	3.0	1.0	4	21	4	21	0								
10411	1.0	104.0	3.0	1.0	4	22	4	22	0								
10411	1.0	104.0	3.0	1.0	4	20	4	20	0								
10411	1.0	104.0	3.0	1.0	4	34	4	34	0								
10411	1.0	104.0	3.0	1.0	4	69	4	69	0								
10411	1.0	104.0	3.0	1.0	4	68	4	68	0								
10411	1.0	104.0	3.0	1.0	4	31	4	31	0								
10411	1.0	104.0	3.0	1.0	4	60	4	60	0								
10411	1.0	104.0	3.0	1.0	4	29	4	29	1	1	1.0	5	1	1.0	5	50	2
10411	1.0	104.0	3.0	1.0	4	2	4	2	1	7	1.0	25	0				
10411	1.0	104.0	3.0	1.0	4	49	4	49	0								
10411	1.0	104.0	3.0	1.0	4	9	4	9	0								
10411	1.0	104.0	3.0	1.0	4	6	4	6	0								
10411	1.0	104.0	3.0	1.0	4	45	4	45	0								
10411	1.0	104.0	3.0	1.0	4	44	4	44	1	4	1.5	5	1	6.0	5	60	2
10411	1.0	104.0	3.0	1.0	4	38	4	38	0								
10411	1.0	104.0	3.0	1.0	4	53	4	53	0								
10411	1.0	104.0	3.0	1.0	4	14	4	14	0								
10411	1.0	104.0	3.0	1.0	4	52	4	52	0								
10411	1.0	104.0	3.0	1.0	4	4	4	4	0								
10411	1.0	104.0	3.0	1.0	4	51	4	51	0								
10411	1.0	104.0	3.0	1.0	4	8	4	8	0								
10411	1.0	104.0	3.0	1.0	4	58	4	58	0								
10411	1.0	104.0	3.0	1.0	4	62	4	62	0								
10411	1.0	104.0	3.0	1.0	4	50	4	50	0								
10411	1.0	104.0	3.0	1.0	4	41	4	41	0								
10411	1.0	104.0	3.0	1.0	4	46	4	46	1	2	2.0	5	0				
10412	1.0	104.0	3.0	1.0	5	2	4	2	1	7	3.0	27	0				
10412	1.0	104.0	3.0	1.0	5	51	4	51	1	1	1.0	3	1	1.0	3	5	2
10412	1.0	104.0	3.0	1.0	5	14	4	14	0								
10412	1.0	104.0	3.0	1.0	5	32	4	32	0								
10412	1.0	104.0	3.0	1.0	5	38	4	38	0								
10412	1.0	104.0	3.0	1.0	5	43	4	43	0								
10412	1.0	104.0	3.0	1.0	5	34	4	34	0								
10412	1.0	104.0	3.0	1.0	5	27	4	27	0								
10412	1.0	104.0	3.0	1.0	5	54	4	54	1	1	6.0	3	1	6.0	3	20	2
10412	1.0	104.0	3.0	1.0	5	55	4	55	0								
10412	1.0	104.0	3.0	1.0	5	1	4	1	0								
10412	1.0	104.0	3.0	1.0	5	36	4	36	0								
10412	1.0	104.0	3.0	1.0	5	7	4	7	0								
10412	1.0	104.0	3.0	1.0	5	8	4	8	1	1	4.0	3	0				
10412	1.0	104.0	3.0	1.0	5	44	4	44	0								
10412	1.0	104.0	3.0	1.0	5	37	4	37	0								
10412	1.0	104.0	3.0	1.0	5	60	4	60	0								
10412	1.0	104.0	3.0	1.0	5	30	4	30	0								
10412	1.0	104.0	3.0	1.0	5	19	4	19	1	1	1.0	28	1	1.0	27	100	2
10412	1.0	104.0	3.0	1.0	5	63	4	63	0								
10412	1.0	104.0	3.0	1.0	5	68	4	68	0								
10412	1.0	104.0	3.0	1.0	5	40	4	40	0								
10412	1.0	104.0	3.0	1.0	5	61	4	61	0								
10412	1.0	104.0	3.0	1.0	5	53	4	53	0								
10412	1.0	104.0	3.0	1.0	5	17	4	17	0								
10412	1.0	104.0	3.0	1.0	5	31	4	31	0								
10412	1.0	104.0	3.0	1.0	5	56	4	56	0								
10412	1.0	104.0	3.0	1.0	5	69	4	69	0								
10412	1.0	104.0	3.0	1.0	5	33	4	33	0								
10412	1.0	104.0	3.0	1.0	5	6	4	6	0								
10412	1.0	104.0	3.0	1.0	5	46	4	46	1	2	2.0	5	0				
10412	1.0	104.0	3.0	1.0	5	42	4	42	0								
10412	1.0	104.0	3.0	1.0	5	5	4	5	0								
10412	1.0	104.0	3.0	1.0	5	71	4	71	0								
10412	1.0	104.0	3.0	1.0	5	59	4	59	0								
10412	1.0	104.0	3.0	1.0	5	13	4	13	0								
10412	1.0	104.0	3.0	1.0	5	65	4	65	0								
10412	1.0	104.0	3.0	1.0	5	50	4	50	0								
10412	1.0	104.0	3.0	1.0	5	57	4	57	0								
10412	1.0	104.0	3.0	1.0	5	58	4	58	0								
10412	1.0	104.0	3.0	1.0	5	72	4	72	0								
10412	1.0	104.0	3.0	1.0	5	20	4	20	0								
10412	1.0	104.0	3.0	1.0	5	47	4	47	0								
10412	1.0	104.0	3.0	1.0	5	9	4	9	0								
10412	1.0	104.0	3.0	1.0	5	29	4	29	1	1	1.0	5	1	2.0	5	100	2
10412	1.0	104.0	3.0	1.0	5	12	4	12	1	1	1.0	24	0				
10412	1.0	104.0	3.0	1.0	5	66	4	66	0								
10412	1.0	104.0	3.0	1.0	5	45	4	45	0								
10412	1.0	104.0	3.0	1.0	5	21	4	21	0								
10412	1.0	104.0	3.0	1.0	5	25	4	25	0								
10412	1.0	104.0	3.0	1.0	5	39	4	39	0		1.0						
10412	1.0	104.0	3.0	1.0	5	15	4	15	0								
10412	1.0	104.0	3.0	1.0	5	62	4	62	0								
10412	1.0	104.0	3.0	1.0	5	64	4	64	0								
10412	1.0	104.0	3.0	1.0	5	26	4	26	0								
10412	1.0	104.0	3.0	1.0	5	28	4	28	0								
10412	1.0	104.0	3.0	1.0	5	48	4	48	0								
10412	1.0	104.0	3.0	1.0	5	4	4	4	1	2	4.0	27	0				
10412	1.0	104.0	3.0	1.0	5	70	4	70	1	1	4.0	4	1	4.0	4	100	2
10412	1.0	104.0	3.0	1.0	5	18	4	18	0								
10412	1.0	104.0	3.0	1.0	5	23	4	23	0								
10412	1.0	104.0	3.0	1.0	5	35	4	35	0								
10412	1.0	104.0	3.0	1.0	5	3	4	3	1	1	4.0	3	0				
10412	1.0	104.0	3.0	1.0	5	11	4	11	0								
10412	1.0	104.0	3.0	1.0	5	10	4	10	0								
10412	1.0	104.0	3.0	1.0	5	22	4	22	0								
10412	1.0	104.0	3.0	1.0	5	52	4	52	1	2	1.5	3	1	3.0	3	10	2
10412	1.0	104.0	3.0	1.0	5	67	4	67	0								
10412	1.0	104.0	3.0	1.0	5	41	4	41	0								
10412	1.0	104.0	3.0	1.0	5	24	4	24	0								
10412	1.0	104.0	3.0	1.0	5	49	4	49	0								
10413	1.0	104.0	3.0	1.0	6	24	4	24	0								
10413	1.0	104.0	3.0	1.0	6	1	4	1	0								
10413	1.0	104.0	3.0	1.0	6	69	4	69	0								
10413	1.0	104.0	3.0	1.0	6	28	4	28	0								
10413	1.0	104.0	3.0	1.0	6	3	4	3	0								
10413	1.0	104.0	3.0	1.0	6	56	4	56	0								
10413	1.0	104.0	3.0	1.0	6	29	4	29	1	1	1.0	5	1	1.0	5	50	2
10413	1.0	104.0	3.0	1.0	6	41	4	41	0								
10413	1.0	104.0	3.0	1.0	6	62	4	62	0								
10413	1.0	104.0	3.0	1.0	6	10	4	10	0								
10413	1.0	104.0	3.0	1.0	6	42	4	42	0								
10413	1.0	104.0	3.0	1.0	6	12	4	12	1	7	2.0	25	0				
10413	1.0	104.0	3.0	1.0	6	38	4	38	0								
10413	1.0	104.0	3.0	1.0	6	67	4	67	0								
10413	1.0	104.0	3.0	1.0	6	63	4	63	0								
10413	1.0	104.0	3.0	1.0	6	44	4	44	0								
10413	1.0	104.0	3.0	1.0	6	6	4	6	0								
10413	1.0	104.0	3.0	1.0	6	39	4	39	0		1.0						
10413	1.0	104.0	3.0	1.0	6	35	4	35	0								
10413	1.0	104.0	3.0	1.0	6	33	4	33	0								
10413	1.0	104.0	3.0	1.0	6	15	4	15	1	7	2.0	27	0				
10413	1.0	104.0	3.0	1.0	6	32	4	32	0								
10413	1.0	104.0	3.0	1.0	6	58	4	58	0								
10413	1.0	104.0	3.0	1.0	6	2	4	2	1	7	3.0	27	0				
10413	1.0	104.0	3.0	1.0	6	11	4	11	0								
10413	1.0	104.0	3.0	1.0	6	30	4	30	0								
10413	1.0	104.0	3.0	1.0	6	45	4	45	1	1	0.5	3	1	1.0	3	50	2
10413	1.0	104.0	3.0	1.0	6	13	4	13	0								
10413	1.0	104.0	3.0	1.0	6	9	4	9	0								
10413	1.0	104.0	3.0	1.0	6	23	4	23	0								
10413	1.0	104.0	3.0	1.0	6	49	4	49	0								
10413	1.0	104.0	3.0	1.0	6	34	4	34	0								
10413	1.0	104.0	3.0	1.0	6	57	4	57	0								
10413	1.0	104.0	3.0	1.0	6	51	4	51	0								
10413	1.0	104.0	3.0	1.0	6	50	4	50	0								
10413	1.0	104.0	3.0	1.0	6	5	4	5	0								
10413	1.0	104.0	3.0	1.0	6	26	4	26	0								
10413	1.0	104.0	3.0	1.0	6	31	4	31	0								
10413	1.0	104.0	3.0	1.0	6	7	4	7	0								
10413	1.0	104.0	3.0	1.0	6	61	4	61	0								
10413	1.0	104.0	3.0	1.0	6	37	4	37	0								
10413	1.0	104.0	3.0	1.0	6	19	4	19	1	2	1.0	28	1	2.0	28	40	2
10413	1.0	104.0	3.0	1.0	6	22	4	22	0								
10413	1.0	104.0	3.0	1.0	6	21	4	21	1	5	1.0	27	0				
10413	1.0	104.0	3.0	1.0	6	72	4	72	0								
10413	1.0	104.0	3.0	1.0	6	36	4	36	0								
10413	1.0	104.0	3.0	1.0	6	20	4	20	0								
10413	1.0	104.0	3.0	1.0	6	17	4	17	0								
10413	1.0	104.0	3.0	1.0	6	66	4	66	0								
10413	1.0	104.0	3.0	1.0	6	14	4	14	0								
10413	1.0	104.0	3.0	1.0	6	59	4	59	0								
10413	1.0	104.0	3.0	1.0	6	4	4	4	0								
10413	1.0	104.0	3.0	1.0	6	52	4	52	0								
10413	1.0	104.0	3.0	1.0	6	70	4	70	0								
10413	1.0	104.0	3.0	1.0	6	46	4	46	1	1	0.5	24	0				
10413	1.0	104.0	3.0	1.0	6	53	4	53	0								
10413	1.0	104.0	3.0	1.0	6	64	4	64	0								
10413	1.0	104.0	3.0	1.0	6	68	4	68	0								
10413	1.0	104.0	3.0	1.0	6	27	4	27	0								
10413	1.0	104.0	3.0	1.0	6	55	4	55	1	1	1.0	3	0				
10413	1.0	104.0	3.0	1.0	6	60	4	60	0								
10413	1.0	104.0	3.0	1.0	6	8	4	8	0								
10413	1.0	104.0	3.0	1.0	6	43	4	43	0								
10413	1.0	104.0	3.0	1.0	6	54	4	54	0								
10413	1.0	104.0	3.0	1.0	6	25	4	25	0								
10413	1.0	104.0	3.0	1.0	6	47	4	47	0								
10413	1.0	104.0	3.0	1.0	6	48	4	48	0								
10413	1.0	104.0	3.0	1.0	6	65	4	65	0								
10413	1.0	104.0	3.0	1.0	6	18	4	18	0								
10413	1.0	104.0	3.0	1.0	6	40	4	40	0								
10413	1.0	104.0	3.0	1.0	6	71	4	71	0								
10414	1.0	104.0	3.0	1.0	7	29	4	29	1	2	1.0	5	1	2.0	5	100	2
10414	1.0	104.0	3.0	1.0	7	38	4	38	1	2	6.0	3	0				
