district	village	villno	strno	group	hhid	codigo	c02	c03	c04	c05	c06	c07	c08	c09
1	10	110.0	1.0	1.0	11054	111	1	5	20	3	2	0	0	0
1	10	110.0	1.0	1.0	11060	101	1	1	57	1	2		1	2
1	10	110.0	1.0	1.0	11060	102	2	2	49	3	2		0	0
1	10	110.0	1.0	1.0	11060	103	2	3	19	2	1	0	0	1
1	10	110.0	1.0	1.0	11060	104	1	5	7	3	1	1	0	0
1	10	110.0	1.0	1.0	11060	105	1	5	5	3	1	0	0	0
1	10	110.0	1.0	1.0	11061	101	2	1	23	3	5	0	0	2
1	10	110.0	1.0	1.0	11061	102	2	3	9	3	1	1	0	0
1	10	110.0	1.0	1.0	11061	103	2	3	7	3	1	0	0	0
1	10	110.0	1.0	1.0	11062	101	1	1	39	3	2		0	0
1	10	110.0	1.0	1.0	11062	102	2	2	34	3	2		0	0
1	10	110.0	1.0	1.0	11062	103	1	3	8	3	1	0	0	0
1	10	110.0	1.0	1.0	11062	104	1	3	6	3	1	0	0	0
1	10	110.0	1.0	1.0	11063	101	1	1	62	1	3		1	3
1	10	110.0	1.0	1.0	11063	102	2	3	48	3	3		0	1
1	10	110.0	1.0	1.0	11063	103	1	8	12	3	1	1	1	2
1	10	110.0	1.0	1.0	11064	101	2	1	25	3	2	0	0	0
1	10	110.0	1.0	1.0	11064	102	1	3	6	3	1	0	0	0
1	10	110.0	1.0	1.0	11065	101	1	1	52	3	3		0	0
1	10	110.0	1.0	1.0	11065	102	2	2	52	3	3		0	0
1	10	110.0	1.0	1.0	11065	103	1	3	19	2	1	0	1	7
1	10	110.0	1.0	1.0	11065	104	2	3	6	3	1	0	0	0
1	10	110.0	1.0	1.0	11066	101	1	1	25	3	2	0	1	1
1	10	110.0	1.0	1.0	11066	102	2	2	24	3	2	0	0	0
1	10	110.0	1.0	1.0	11067	101	1	1	30	1	2	0	1	1
1	10	110.0	1.0	1.0	11067	102	2	2	39	3	2		0	0
1	10	110.0	1.0	1.0	11067	103	2	3	11	3	1	0	0	1
1	10	110.0	1.0	1.0	11067	104	1	3	9	3	1	0	0	0
1	10	110.0	1.0	1.0	11068	101	1	1	36	1	3		1	2
1	10	110.0	1.0	1.0	11068	102	2	2	999	3	3		0	0
1	10	110.0	1.0	1.0	11068	103	2	3	12	3	1	1	0	0
1	10	110.0	1.0	1.0	11068	104	2	3	8	3	1	1	0	0
1	10	110.0	1.0	1.0	11068	105	2	3	6	3	1	0	0	0
1	10	110.0	1.0	1.0	11069	101	2	1	29	3	5	0	0	0
1	10	110.0	1.0	1.0	11069	102	1	3	8	3	1	0	0	0
1	10	110.0	1.0	1.0	11069	103	1	6	3	3	1	0	0	0
1	10	110.0	1.0	1.0	11070	101	1	1	58	3	2		1	3
1	10	110.0	1.0	1.0	11070	102	2	2	54	3	2		0	0
1	10	110.0	1.0	1.0	11070	103	2	4	22	2	2	0	1	4
1	10	110.0	1.0	1.0	11070	104	1	3	26	1	2	0	1	4
1	10	110.0	1.0	1.0	11071	101	1	1	43	2	2		0	4
1	10	110.0	1.0	1.0	11071	102	2	2	38	3	2		0	0
1	10	110.0	1.0	1.0	11071	103	1	3	19	1	1	1	1	4
1	10	110.0	1.0	1.0	11071	104	2	3	13	2	1	1	0	0
1	10	110.0	1.0	1.0	11071	105	1	3	12	3	1	1	0	0
1	10	110.0	1.0	1.0	11071	106	2	3	9	3	1	0	0	0
1	10	110.0	1.0	1.0	11071	107	2	3	7	3	1	0	0	0
1	10	110.0	1.0	1.0	11072	101	1	1	22	1	3	0	1	5
1	10	110.0	1.0	1.0	11072	102	2	2	20	1	3	1	1	2
1	10	110.0	1.0	1.0	11072	103	1	3	999	3	1		0	0
1	10	110.0	1.0	1.0	11072	104	2	3	999	3	1		0	0
1	11	111.0	1.0	1.0	11150	101	1	1	34	3	3		1	5
1	11	111.0	1.0	1.0	11150	102	2	2	22	3	3	0	0	1
1	11	111.0	1.0	1.0	11150	103	2	3	9	3	1	1	1	2
1	11	111.0	1.0	1.0	11151	101	1	1	36	3	2		1	5
1	11	111.0	1.0	1.0	11151	102	2	2	29	3	2	1	1	1
1	11	111.0	1.0	1.0	11151	103	1	3	13	2	1	1	1	3
1	11	111.0	1.0	1.0	11151	104	2	3	10	2	1	1	1	3
1	11	111.0	1.0	1.0	11151	105	1	3	9	2	1	1	0	2
1	11	111.0	1.0	1.0	11151	106	1	3	6	1	1	0	1	1
1	11	111.0	1.0	1.0	11152	101	1	1	26	2	2	0	1	4
1	11	111.0	1.0	1.0	11152	102	1	2	22	3	2	0	1	4
1	11	111.0	1.0	1.0	11153	101	1	1	29	3	3	0	1	5
1	11	111.0	1.0	1.0	11153	102	2	2	25	3	3	0	0	3
1	11	111.0	1.0	1.0	11153	103	1	3	7	3	1	1	0	0
1	11	111.0	1.0	1.0	11154	101	1	1	36	2	2		1	2
1	11	111.0	1.0	1.0	11154	102	2	2	28	3	2	0	0	0
1	11	111.0	1.0	1.0	11160	101	1	1	37	3	2		1	4
1	11	111.0	1.0	1.0	11160	102	2	2	35	3	2		0	0
1	11	111.0	1.0	1.0	11160	103	1	3	15	3	1	1	1	6
1	11	111.0	1.0	1.0	11160	104	2	3	7	3	1	0	0	0
1	11	111.0	1.0	1.0	11160	105	1	3	6	3	1	0	0	0
1	11	111.0	1.0	1.0	11161	101	1	1	33	3	3		1	4
1	11	111.0	1.0	1.0	11161	102	2	2	29	3	3	0	1	5
1	11	111.0	1.0	1.0	11161	103	2	3	9	3	1	1	0	0
1	11	111.0	1.0	1.0	11161	104	1	3	7	3	1	1	0	0
1	11	111.0	1.0	1.0	11161	105	1	3	3	3	1	0	0	0
1	11	111.0	1.0	1.0	11162	101	1	1	36	3	2		0	0
1	11	111.0	1.0	1.0	11162	102	2	2	30	3	2	0	0	0
1	11	111.0	1.0	1.0	11162	103	1	3	22	2	1	1	1	3
1	11	111.0	1.0	1.0	11162	104	1	3	12	2	1	1	1	3
1	11	111.0	1.0	1.0	11162	105	2	3	9	3	1	1	0	1
1	11	111.0	1.0	1.0	11163	101	1	1	47	1	2		1	3
1	11	111.0	1.0	1.0	11163	102	2	2	43	3	2		0	0
1	11	111.0	1.0	1.0	11163	103	1	3	19	3	1	0	1	2
1	11	111.0	1.0	1.0	11163	104	1	3	9	3	1	1	0	1
1	11	111.0	1.0	1.0	11163	105	2	3	7	3	1	1	0	0
1	11	111.0	1.0	1.0	11164	101	1	1	27	3	2	0	1	11
1	11	111.0	1.0	1.0	11164	102	2	2	22	2	2	0	0	3
1	11	111.0	1.0	1.0	11164	103	1	8	999	1	1		1	5
1	11	111.0	1.0	1.0	11164	104	1	3	6	1	1	0	0	0
1	11	111.0	1.0	1.0	11165	101	1	1	32	3	2		1	3
1	11	111.0	1.0	1.0	11165	102	2	2	26	3	2	0	1	1
1	11	111.0	1.0	1.0	11165	103	2	3	12	3	1	1	0	2
1	11	111.0	1.0	1.0	11165	104	1	3	10	3	1	1	0	1
1	11	111.0	1.0	1.0	11165	105	1	3	8	3	1	1	0	0
1	11	111.0	1.0	1.0	11166	101	2	1	36	3	1		0	1
1	11	111.0	1.0	1.0	11166	102	1	7	7	3	1	1	0	2
1	11	111.0	1.0	1.0	11166	103	2	7	6	3	1	1	0	0
1	11	111.0	1.0	1.0	11167	101	1	1	44	3	2		1	7
1	11	111.0	1.0	1.0	11167	102	2	2	24	3	2	0	0	0
1	11	111.0	1.0	1.0	11167	103	1	3	8	3	1	1	0	0
1	11	111.0	1.0	1.0	11168	101	1	1	47	3	2		0	3
1	11	111.0	1.0	1.0	11168	102	2	2	39	3	2		0	7
1	11	111.0	1.0	1.0	11168	103	1	3	18	2	1	1	1	7
1	11	111.0	1.0	1.0	11168	104	2	3	10	3	1	1	0	1
1	11	111.0	1.0	1.0	11168	105	2	3	7	3	1	1	0	0
1	11	111.0	1.0	1.0	11168	106	2	3	5	3	1	0	0	0
1	11	111.0	1.0	1.0	11169	101	1	1	42	3	3		1	7
1	11	111.0	1.0	1.0	11169	102	2	2	38	3	3		0	1
1	11	111.0	1.0	1.0	11169	103	2	3	19	3	1	0	0	0
1	11	111.0	1.0	1.0	11169	104	1	3	10	3	1	1	0	0
1	11	111.0	1.0	1.0	11169	105	1	3	8	3	1	0	0	0
1	12	112.0	1.0	2.0	11250	101	2	2	999	3	1		0	0
1	12	112.0	1.0	2.0	11250	102	1	3	11	3	1	1	0	2
1	12	112.0	1.0	2.0	11250	103	2	3	17	3	1	0	0	2
1	12	112.0	1.0	2.0	11251	101	1	1	37	2	2		0	0
1	12	112.0	1.0	2.0	11251	102	2	2	30	3	2	0	0	0
1	12	112.0	1.0	2.0	11252	101	1	1	38	2	3		1	3
1	12	112.0	1.0	2.0	11252	102	2	2	30	3	3	0	0	0
1	12	112.0	1.0	2.0	11252	103	1	3	19	1	1	1	1	5
1	12	112.0	1.0	2.0	11252	104	1	3	15	1	1	1	1	4
1	12	112.0	1.0	2.0	11252	105	2	3	13	2	1	1	1	4
1	12	112.0	1.0	2.0	11252	106	2	3	10	2	1	1	0	1
1	12	112.0	1.0	2.0	11252	107	1	3	8	3	1	1	0	1
1	12	112.0	1.0	2.0	11252	108	1	3	5	3	1	0	0	0
1	12	112.0	1.0	2.0	11260	101	1	1	40	2	3		1	0
1	12	112.0	1.0	2.0	11260	102	2	2	34	2	3		1	4
1	12	112.0	1.0	2.0	11260	103	1	3	15	2	1	1	1	8
1	12	112.0	1.0	2.0	11260	104	1	3	13	2	1	1	1	6
1	12	112.0	1.0	2.0	11260	105	1	3	11	2	1	1	1	3
1	12	112.0	1.0	2.0	11260	106	2	3	8	2	1	1	1	2
1	12	112.0	1.0	2.0	11261	101	2	1	999	3	2		0	0
1	12	112.0	1.0	2.0	11261	102	2	2	30	3	2	0	0	0
1	12	112.0	1.0	2.0	11261	103	1	3	12	3	1	1	0	1
1	12	112.0	1.0	2.0	11261	104	1	3	12	3	1	1	0	1
1	12	112.0	1.0	2.0	11261	105	1	3	8	3	1	1	0	0
1	12	112.0	1.0	2.0	11262	101	1	1	999	1	3		1	7
1	12	112.0	1.0	2.0	11262	102	2	2	27	3	3	0	0	0
1	12	112.0	1.0	2.0	11262	103	1	3	6	3	1	0	0	0
1	12	112.0	1.0	2.0	11262	104	1	3	11	3	1	1	0	2
1	12	112.0	1.0	2.0	11263	101	1	1	38	3	3		0	2
1	12	112.0	1.0	2.0	11263	102	2	2	35	3	3		0	1
1	12	112.0	1.0	2.0	11264	101	1	1	40	3	2		1	4
1	12	112.0	1.0	2.0	11264	102	2	2	37	3	2		0	1
1	12	112.0	1.0	2.0	11264	103	1	3	15	3	1	1	1	4
1	12	112.0	1.0	2.0	11264	104	2	3	13	3	1	1	0	3
1	12	112.0	1.0	2.0	11264	105	2	3	9	3	1	0	0	0
1	12	112.0	1.0	2.0	11264	106	1	3	6	3	1	0	0	0
1	12	112.0	1.0	2.0	11265	101	1	1	35	1	2		1	3
1	12	112.0	1.0	2.0	11265	102	2	2	20	3	2	0	0	0
1	12	112.0	1.0	2.0	11266	101	1	1	24	3	2	0	0	3
1	12	112.0	1.0	2.0	11266	102	2	2	25	3	2	0	1	4
1	12	112.0	1.0	2.0	11267	101	1	1	49	3	2		1	7
1	12	112.0	1.0	2.0	11267	102	2	2	38	3	2		0	0
1	12	112.0	1.0	2.0	11267	103	2	3	16	3	1	1	1	3
1	12	112.0	1.0	2.0	11267	104	1	3	14	3	1	1	1	2
1	12	112.0	1.0	2.0	11267	105	1	3	11	3	1	1	1	2
1	12	112.0	1.0	2.0	11267	106	2	3	9	3	1	0	0	0
1	12	112.0	1.0	2.0	11267	107	1	3	9	3	1	0	0	0
1	12	112.0	1.0	2.0	11268	101	1	1	34	3	3		1	2
1	12	112.0	1.0	2.0	11268	102	2	2	28	3	3	1	1	2
1	12	112.0	1.0	2.0	11268	103	2	3	12	2	1	1	0	2
1	12	112.0	1.0	2.0	11268	104	1	3	8	2	1	1	0	1
1	12	112.0	1.0	2.0	11268	105	1	3	5	3	1	0	0	0
1	12	112.0	1.0	2.0	11269	101	1	1	28	1	3	0	0	2
1	12	112.0	1.0	2.0	11269	102	2	2	24	1	3	0	1	5
1	12	112.0	1.0	2.0	11269	103	1	3	8	3	1	1	0	0
1	13	113.0	1.0	3.0	11350	101	1	1	47	2	2		1	2
1	13	113.0	1.0	3.0	11350	102	2	2	37	3	2		0	0
1	13	113.0	1.0	3.0	11350	103	1	3	15	3	1	1	0	1
1	13	113.0	1.0	3.0	11350	104	1	3	13	3	1	1	0	1
1	13	113.0	1.0	3.0	11350	105	2	3	11	3	1	1	0	1
1	13	113.0	1.0	3.0	11350	106	1	3	9	3	1	1	0	0
1	13	113.0	1.0	3.0	11350	107	1	3	6	3	1	0	0	0
1	13	113.0	1.0	3.0	11351	101	1	1	53	3	3		1	3
1	13	113.0	1.0	3.0	11351	102	2	2	38	3	3		0	2
1	13	113.0	1.0	3.0	11351	103	1	3	12	1	1	1	1	2
1	13	113.0	1.0	3.0	11351	104	1	3	10	3	1	1	0	2
1	13	113.0	1.0	3.0	11351	105	1	3	8	3	1	1	0	1
1	13	113.0	1.0	3.0	11351	106	1	3	6	3	1	1	0	1
1	13	113.0	1.0	3.0	11352	101	1	1	49	1	3		1	5
1	13	113.0	1.0	3.0	11352	102	2	2	999	3	3		0	1
1	14	114.0	1.0	2.0	11450	101	1	1	23	2	3	0	1	4
1	14	114.0	1.0	2.0	11450	102	2	2	18	2	3	0	1	5
1	14	114.0	1.0	2.0	11451	101	1	1	40	3	3		0	0
1	14	114.0	1.0	2.0	11451	102	2	2	40	3	3		0	0
1	14	114.0	1.0	2.0	11451	103	1	3	16	2	1	0	1	3
1	14	114.0	1.0	2.0	11451	104	2	3	12	3	1	0	0	1
1	14	114.0	1.0	2.0	11451	105	2	3	9	3	1	0	0	0
1	14	114.0	1.0	2.0	11451	106	2	3	6	3	1	0	0	0
1	14	114.0	1.0	2.0	11452	101	1	1	23	1	3	0	1	4
1	14	114.0	1.0	2.0	11452	102	2	2	22	3	3	0	0	2
1	14	114.0	1.0	2.0	11460	101	1	1	34	2	2		1	3
1	14	114.0	1.0	2.0	11460	102	2	2	28	3	2	0	0	1
1	14	114.0	1.0	2.0	11460	103	2	3	12	3	1	1	0	2
1	14	114.0	1.0	2.0	11460	104	1	3	10	3	1	1	0	1
1	14	114.0	1.0	2.0	11460	105	2	3	8	3	1	1	0	0
1	14	114.0	1.0	2.0	11461	101	1	1	33	3	2		0	2
1	14	114.0	1.0	2.0	11461	102	2	2	34	3	2		1	4
1	14	114.0	1.0	2.0	11461	103	1	3	14	2	1	1	1	5
1	14	114.0	1.0	2.0	11461	104	1	3	12	2	1	1	0	3
1	14	114.0	1.0	2.0	11461	105	1	3	8	3	1	1	0	1
1	14	114.0	1.0	2.0	11462	101	1	1	26	3	5	0	1	4
1	14	114.0	1.0	2.0	11462	102	2	2	19	2	5	0	1	7
1	14	114.0	1.0	2.0	11463	101	1	1	23	2	2	0	0	2
1	14	114.0	1.0	2.0	11463	102	2	2	22	3	2	0	0	1
1	14	114.0	1.0	2.0	11463	103	2	7	9	3	1	1	0	1
1	14	114.0	1.0	2.0	11464	101	1	1	26	3	3	0	1	4
1	14	114.0	1.0	2.0	11464	102	2	2	25	3	3	0	0	0
1	14	114.0	1.0	2.0	11465	101	1	1	24	2	2	0	1	8
1	14	114.0	1.0	2.0	11465	102	2	2	23	2	2	0	1	7
1	14	114.0	1.0	2.0	11466	101	1	1	35	3	2		0	2
1	14	114.0	1.0	2.0	11466	102	2	2	23	3	2	0	1	2
1	14	114.0	1.0	2.0	11466	103	2	3	10	3	1	1	0	1
1	14	114.0	1.0	2.0	11467	101	1	1	50	3	5		0	0
1	14	114.0	1.0	2.0	11467	102	2	2	35	3	5		0	0
1	14	114.0	1.0	2.0	11467	103	1	3	8	2	1	1	0	0
1	14	114.0	1.0	2.0	11468	101	1	1	22	3	2	0	1	4
1	14	114.0	1.0	2.0	11468	102	2	2	19	3	2	0	1	4
1	14	114.0	1.0	2.0	11468	103	2	7	9	3	1	0	0	0
1	14	114.0	1.0	2.0	11469	101	1	1	25	3	2	0	0	3
1	14	114.0	1.0	2.0	11469	102	2	2	26	3	2	0	0	0
1	14	114.0	1.0	2.0	11470	101	1	1	28	1	1	0	1	9
1	14	114.0	1.0	2.0	11470	102	2	2	24	2	1	0	1	5
1	14	114.0	1.0	2.0	11470	103	1	12	14	2	1	1	1	4
1	15	115.0	1.0	1.0	11550	101	1	1	29	3	2	0	0	1
1	15	115.0	1.0	1.0	11550	102	2	2	24	3	2	0	0	0
1	15	115.0	1.0	1.0	11551	101	1	1	999	2	2		0	3
1	15	115.0	1.0	1.0	11551	102	2	2	30	3	2	0	0	0
1	15	115.0	1.0	1.0	11551	103	2	3	16	3	1	1	0	2
1	15	115.0	1.0	1.0	11551	104	2	3	14	3	1	1	0	2
1	15	115.0	1.0	1.0	11551	105	1	3	12	3	1	1	0	2
1	15	115.0	1.0	1.0	11551	106	1	3	10	3	1	1	0	0
1	15	115.0	1.0	1.0	11551	107	1	3	7	3	1	0	0	0
1	15	115.0	1.0	1.0	11551	108	1	3	5	3	1	0	0	0
1	15	115.0	1.0	1.0	11552	101	1	1	27	2	2	0	0	0
1	15	115.0	1.0	1.0	11552	102	2	2	29	2	2	0	0	0
1	15	115.0	1.0	1.0	11552	103	2	3	9	3	1	1	0	0
1	15	115.0	1.0	1.0	11552	104	2	3	7	3	1	0	0	0
1	15	115.0	1.0	1.0	11553	101	1	1	25	1	3	0	1	2
1	15	115.0	1.0	1.0	11553	102	2	2	20	1	3	0	0	1
1	15	115.0	1.0	1.0	11560	101	1	1	999	3	3		0	2
1	15	115.0	1.0	1.0	11560	102	2	2	32	3	3		0	1
1	15	115.0	1.0	1.0	11560	103	1	3	12	3	1	1	0	2
1	15	115.0	1.0	1.0	11560	104	2	3	10	3	1	1	0	0
1	15	115.0	1.0	1.0	11560	105	2	3	7	3	1	0	0	0
1	15	115.0	1.0	1.0	11560	106	1	3	5	3	1	0	0	0
1	15	115.0	1.0	1.0	11561	101	1	1	42	2	2		1	8
1	15	115.0	1.0	1.0	11561	102	2	2	36	3	2		0	0
1	15	115.0	1.0	1.0	11561	103	1	3	24	2	1	0	0	3
1	15	115.0	1.0	1.0	11561	104	1	3	22	2	1	0	0	4
1	15	115.0	1.0	1.0	11561	105	1	3	20	2	1	0	0	2
1	15	115.0	1.0	1.0	11562	101	1	1	57	3	2		0	3
1	15	115.0	1.0	1.0	11562	102	2	2	40	3	2		0	0
1	15	115.0	1.0	1.0	11562	103	2	3	13	3	1	0	0	0
1	15	115.0	1.0	1.0	11562	104	2	3	11	3	1	0	0	0
1	15	115.0	1.0	1.0	11562	105	2	3	9	3	1	0	0	0
1	15	115.0	1.0	1.0	11563	101	2	1	42	3	1		1	2
1	15	115.0	1.0	1.0	11563	102	1	3	18	1	1	1	1	1
1	15	115.0	1.0	1.0	11563	103	1	3	14	2	1	1	1	4
1	15	115.0	1.0	1.0	11563	104	2	3	12	3	1	1	0	0
1	15	115.0	1.0	1.0	11563	105	2	3	10	3	1	1	0	0
1	15	115.0	1.0	1.0	11563	106	1	3	8	3	1	0	0	0
1	15	115.0	1.0	1.0	11563	107	1	12	9	3	1	1	0	0
1	15	115.0	1.0	1.0	11564	101	1	1	999	3	2		0	0
1	15	115.0	1.0	1.0	11564	102	2	2	40	3	2		0	0
1	15	115.0	1.0	1.0	11564	103	1	3	8	2	1	1	0	1
1	15	115.0	1.0	1.0	11564	104	1	3	10	2	1	1	0	2
1	15	115.0	1.0	1.0	11564	105	1	3	6	3	1	1	0	0
1	15	115.0	1.0	1.0	11565	101	1	1	30	3	2	0	0	0
1	15	115.0	1.0	1.0	11565	102	2	2	31	3	2		0	0
1	15	115.0	1.0	1.0	11565	103	2	3	16	3	2	0	0	0
1	15	115.0	1.0	1.0	11565	104	2	3	13	3	1	0	0	0
1	15	115.0	1.0	1.0	11565	105	2	3	10	3	1	1	0	0
1	15	115.0	1.0	1.0	11565	106	1	3	8	3	1	0	0	0
1	15	115.0	1.0	1.0	11566	101	1	1	47	3	2		0	0
1	15	115.0	1.0	1.0	11566	102	2	2	34	3	2		0	0
1	15	115.0	1.0	1.0	11566	103	2	3	999	3	1		1	3
1	15	115.0	1.0	1.0	11566	104	2	3	999	3	1		1	2
1	15	115.0	1.0	1.0	11566	105	1	3	999	3	1		0	2
1	15	115.0	1.0	1.0	11566	106	1	3	999	3	1		0	0
1	15	115.0	1.0	1.0	11566	107	1	3	999	3	1		0	0
1	15	115.0	1.0	1.0	11567	101	1	1	999	3	2		1	1
1	15	115.0	1.0	1.0	11567	102	2	2	999	3	2		0	0
1	15	115.0	1.0	1.0	11567	103	2	3	9	3	1	1	0	1
1	15	115.0	1.0	1.0	11567	104	2	3	8	3	1	1	0	0
1	15	115.0	1.0	1.0	11567	105	2	3	6	3	1	0	0	0
1	15	115.0	1.0	1.0	11568	101	1	1	999	3	2		1	2
1	15	115.0	1.0	1.0	11568	102	2	2	999	3	2		0	1
1	15	115.0	1.0	1.0	11568	103	2	3	9	3	1	1	0	0
1	15	115.0	1.0	1.0	11568	104	2	3	5	3	1	1	0	0
1	15	115.0	1.0	1.0	11569	101	1	1	999	3	3		0	1
1	15	115.0	1.0	1.0	11569	102	2	2	999	3	3		0	3
1	15	115.0	1.0	1.0	11569	103	1	3	10	3	1	1	0	0
1	15	115.0	1.0	1.0	11569	104	1	3	6	3	1	1	0	0
1	16	116.0	1.0	1.0	11650	101	1	1	44	3	3		0	0
1	16	116.0	1.0	1.0	11650	102	2	2	999	3	3		0	0
1	16	116.0	1.0	1.0	11650	103	1	3	18	2	1	0	0	0
1	16	116.0	1.0	1.0	11650	104	2	3	6	3	1	0	0	0
1	16	116.0	1.0	1.0	11652	101	1	1	37	2	2		1	1
1	16	116.0	1.0	1.0	11652	102	2	2	36	3	2		0	0
1	16	116.0	1.0	1.0	11652	103	1	3	18	3	1	0	0	0
1	16	116.0	1.0	1.0	11652	104	1	3	15	3	1	1	0	1
1	16	116.0	1.0	1.0	11652	105	1	3	8	3	1	1	0	1
1	16	116.0	1.0	1.0	11652	106	1	3	6	3	1	0	0	0
1	16	116.0	1.0	1.0	11653	101	1	1	36	1	3		1	3
1	16	116.0	1.0	1.0	11653	102	2	2	999	3	3		0	1
1	16	116.0	1.0	1.0	11653	103	1	3	6	3	1	1	0	0
1	16	116.0	1.0	1.0	11660	101	1	1	42	3	3		0	0
1	16	116.0	1.0	1.0	11660	102	2	2	30	3	3	0	0	0
1	16	116.0	1.0	1.0	11660	103	1	3	8	3	1	1	0	0
1	16	116.0	1.0	1.0	11660	104	2	3	6	3	1	0	0	0
1	16	116.0	1.0	1.0	11660	105	2	3	6	3	1	0	0	0
1	16	116.0	1.0	1.0	11661	101	1	1	999	3	2		0	3
1	16	116.0	1.0	1.0	11661	102	2	2	34	3	2		0	0
1	16	116.0	1.0	1.0	11661	103	1	3	10	3	1	1	0	1
1	16	116.0	1.0	1.0	11661	104	1	3	8	3	1	1	0	0
1	16	116.0	1.0	1.0	11661	105	1	3	6	3	1	0	0	0
1	16	116.0	1.0	1.0	11662	101	1	1	999	2	2		1	4
1	16	116.0	1.0	1.0	11662	102	2	2	999	3	2		0	0
1	16	116.0	1.0	1.0	11662	103	1	3	10	2	1	1	0	1
1	16	116.0	1.0	1.0	11662	104	2	3	8	3	1	1	0	1
1	16	116.0	1.0	1.0	11662	105	1	3	6	3	1	1	0	0
1	16	116.0	1.0	1.0	11663	101	1	1	999	1	3		1	5
1	16	116.0	1.0	1.0	11663	102	2	2	999	3	3		0	2
1	16	116.0	1.0	1.0	11663	103	1	3	9	3	1	1	0	0
1	16	116.0	1.0	1.0	11663	104	1	3	7	3	1	1	0	1
1	16	116.0	1.0	1.0	11664	101	1	1	55	2	2		1	3
1	16	116.0	1.0	1.0	11664	102	2	2	39	3	2		0	0
1	16	116.0	1.0	1.0	11664	103	1	3	7	3	1	0	0	0
1	16	116.0	1.0	1.0	11665	101	1	1	31	3	3		0	0
1	16	116.0	1.0	1.0	11665	102	2	2	999	3	3		0	0
1	16	116.0	1.0	1.0	11666	101	1	1	40	2	2		1	3
1	16	116.0	1.0	1.0	11666	102	2	2	38	3	2		0	0
1	16	116.0	1.0	1.0	11666	103	2	3	10	3	1	1	0	2
1	16	116.0	1.0	1.0	11667	101	1	1	27	1	3	0	1	5
1	16	116.0	1.0	1.0	11667	102	2	2	19	3	1	0	0	2
1	16	116.0	1.0	1.0	11668	101	2	1	999	3	1		0	0
1	16	116.0	1.0	1.0	11668	102	2	3	10	3	1	1	0	1
1	16	116.0	1.0	1.0	11668	103	2	3	8	3	1	0	0	0
1	16	116.0	1.0	1.0	11668	104	2	3	6	3	1	0	0	0
1	16	116.0	1.0	1.0	11669	101	1	1	999	3	3		0	0
1	16	116.0	1.0	1.0	11669	102	2	2	999	3	3		0	0
1	16	116.0	1.0	1.0	11669	103	1	3	8	3	1	0	0	0
1	17	117.0	1.0	2.0	11750	101	1	1	33	1	1		1	8
1	17	117.0	1.0	2.0	11750	102	2	2	24	3	1	1	1	2
1	17	117.0	1.0	2.0	11751	101	1	1	38	3	2		0	0
1	17	117.0	1.0	2.0	11751	102	2	2	35	3	2		0	3
1	17	117.0	1.0	2.0	11751	103	2	3	16	1	1	1	1	5
1	17	117.0	1.0	2.0	11751	104	2	2	12	2	1	1	0	2
1	17	117.0	1.0	2.0	11751	105	1	3	7	3	1	1	0	2
1	17	117.0	1.0	2.0	11752	101	1	1	36	3	3		1	1
1	17	117.0	1.0	2.0	11752	102	2	2	40	3	3		0	0
1	17	117.0	1.0	2.0	11752	103	1	3	19	1	1	1	1	8
1	17	117.0	1.0	2.0	11752	104	1	3	15	1	1	1	1	6
1	17	117.0	1.0	2.0	11752	105	1	3	13	3	1	1	0	2
1	17	117.0	1.0	2.0	11752	106	2	3	11	3	1	1	0	1
1	17	117.0	1.0	2.0	11752	107	1	3	8	3	1	1	0	1
1	17	117.0	1.0	2.0	11752	108	2	3	5	3	1	0	0	0
1	17	117.0	1.0	2.0	11753	101	1	1	32	2	2		1	3
1	17	117.0	1.0	2.0	11753	102	2	2	28	3	2	0	0	1
1	17	117.0	1.0	2.0	11753	103	2	3	9	3	1	1	0	1
1	17	117.0	1.0	2.0	11753	104	1	3	7	3	1	1	0	0
1	17	117.0	1.0	2.0	11760	101	1	1	48	1	3		1	4
1	17	117.0	1.0	2.0	11760	102	2	2	44	2	3		1	3
1	17	117.0	1.0	2.0	11760	103	1	3	19	2	1	0	1	6
1	17	117.0	1.0	2.0	11760	104	2	3	16	2	1	0	1	4
1	17	117.0	1.0	2.0	11760	105	2	3	13	3	1	1	1	2
1	17	117.0	1.0	2.0	11760	106	2	3	6	3	1	1	0	0
1	17	117.0	1.0	2.0	11760	107	2	3	6	3	1	1	0	0
1	17	117.0	1.0	2.0	11760	108	2	6	87	3	6		0	0
1	17	117.0	1.0	2.0	11761	101	1	1	999	1	2		0	7
1	17	117.0	1.0	2.0	11761	102	1	1	999	1	2		0	1
1	17	117.0	1.0	2.0	11762	101	1	1	50	1	3		1	6
1	17	117.0	1.0	2.0	11762	102	2	2	44	2	3		1	3
1	17	117.0	1.0	2.0	11762	103	1	3	16	1	1	1	1	6
1	17	117.0	1.0	2.0	11762	104	2	3	10	2	1	1	1	4
1	17	117.0	1.0	2.0	11762	105	2	3	9	2	1	1	1	3
1	17	117.0	1.0	2.0	11762	106	2	3	7	1	1	1	0	1
1	17	117.0	1.0	2.0	11763	101	1	1	39	2	3		1	7
1	17	117.0	1.0	2.0	11763	102	2	2	36	3	3		0	0
1	17	117.0	1.0	2.0	11763	103	1	3	17	2	1	1	1	5
