hhid	villno	group	strno	district	village	hhnum	promotor	code_enum	callback	date_digit1	date_digit2
20503	205.0	1.0	2.0	2	5	3	0	13	0	8102009	27102009
20519	205.0	1.0	2.0	2	5	19	0	11	1	9102009	27102009
20520	205.0	1.0	2.0	2	5	20	0	12	0	9102009	27102009
20620	206.0	1.0	2.0	2	6	20	0	11	0	19102009	22102009
20609	206.0	1.0	2.0	2	6	9	0	11	0	12102009	22102009
20604	206.0	1.0	2.0	2	6	4	0	7	0	12102009	22102009
20618	206.0	1.0	2.0	2	6	18	0	13	0	19102009	22102009
20603	206.0	1.0	2.0	2	6	3	0	7	0	12102009	22102009
20617	206.0	1.0	2.0	2	6	17	1	11	0	19102009	22102009
20612	206.0	1.0	2.0	2	6	12	0	14	0	15102009	22102009
20602	206.0	1.0	2.0	2	6	2	0	11	0	9102009	22102009
20601	206.0	1.0	2.0	2	6	1	0	13	0	9102009	22102009
20619	206.0	1.0	2.0	2	6	19	0	16	0	19102009	22102009
20616	206.0	1.0	2.0	2	6	16	0	12	1	19102009	22102009
20607	206.0	1.0	2.0	2	6	7	0	12	0	12102009	22102009
20610	206.0	1.0	2.0	2	6	10	0	7	0	12102009	22102009
20615	206.0	1.0	2.0	2	6	15	0	13	0	15102009	22102009
20611	206.0	1.0	2.0	2	6	11	0	16	0	15102009	22102009
20705	207.0	2.0	2.0	2	7	5	0	13	1	9102009	23102009
20702	207.0	2.0	2.0	2	7	2	0	11	1	9102009	23102009
20714	207.0	2.0	2.0	2	7	14	0	16	1	13102009	23102009
20717	207.0	2.0	2.0	2	7	17	0	16	1	13102009	23102009
20709	207.0	2.0	2.0	2	7	9	0	7	1	9102009	23102009
20716	207.0	2.0	2.0	2	7	16	0	12	1	13102009	23102009
20701	207.0	2.0	2.0	2	7	1	0	11	1	9102009	23102009
20711	207.0	2.0	2.0	2	7	11	0	13	1	13102009	23102009
20708	207.0	2.0	2.0	2	7	8	0	13	0	9102009	23102009
20704	207.0	2.0	2.0	2	7	4	0	16	1	9102009	23102009
20712	207.0	2.0	2.0	2	7	12	0	7	1	13102009	23102009
20715	207.0	2.0	2.0	2	7	15	0	13	1	13102009	23102009
20713	207.0	2.0	2.0	2	7	13	0	13	1	13102009	23102009
20718	207.0	2.0	2.0	2	7	18	0	14	1	13102009	23102009
20707	207.0	2.0	2.0	2	7	7	0	12	1	9102009	23102009
20710	207.0	2.0	2.0	2	7	10	0	7	1	9102009	23102009
20703	207.0	2.0	2.0	2	7	3	0	12	1	9102009	23102009
20706	207.0	2.0	2.0	2	7	6	0	13	0	9102009	23102009
20809	208.0	1.0	2.0	2	8	9	0	16	0	12102009	23102009
20804	208.0	1.0	2.0	2	8	4	0	13	0	12102009	23102009
20808	208.0	1.0	2.0	2	8	8	0	11	1	12102009	23102009
20820	208.0	1.0	2.0	2	8	20	0	16	1	13102009	26102009
20803	208.0	1.0	2.0	2	8	3	0	11	1	9102009	23102009
20810	208.0	1.0	2.0	2	8	10	0	11	1	12102009	23102009
20811	208.0	1.0	2.0	2	8	11	0	16	1	12102009	23102009
20817	208.0	1.0	2.0	2	8	17	0	13	0	13102009	26102009
20806	208.0	1.0	2.0	2	8	6	0	14	1	12102009	23102009
20801	208.0	1.0	2.0	2	8	1	0	13	1	9102009	23102009
20813	208.0	1.0	2.0	2	8	13	0	7	1	12102009	26102009
20815	208.0	1.0	2.0	2	8	15	1	12	1	12102009	26102009
20819	208.0	1.0	2.0	2	8	19	0	13	1	13102009	26102009
20805	208.0	1.0	2.0	2	8	5	0	13	0	12102009	23102009
20802	208.0	1.0	2.0	2	8	2	0	16	1	9102009	23102009
20818	208.0	1.0	2.0	2	8	18	0	12	0	13102009	26102009
20816	208.0	1.0	2.0	2	8	16	0	7	0	12102009	
20814	208.0	1.0	2.0	2	8	14	0	12	0	12102009	
20807	208.0	1.0	2.0	2	8	7	0	13	1	12102009	23102009
20918	209.0	3.0	2.0	2	9	18	0	12	0	9102009	24102009
20904	209.0	3.0	2.0	2	9	4	0	7	0	8102009	24102009
20907	209.0	3.0	2.0	2	9	7	0	13	0	9102009	24102009
20921	209.0	3.0	2.0	2	9	13	0	11	0	9102009	24102009
20903	209.0	3.0	2.0	2	9	3	0	7	0	8102009	24102009
20909	209.0	3.0	2.0	2	9	9	0	13	0	9102009	24102009
20902	209.0	3.0	2.0	2	9	2	0	16	0	8102009	23102009
20919	209.0	3.0	2.0	2	9	19	0	16	0	9102009	24102009
20915	209.0	3.0	2.0	2	9	15	0	14	0	9102009	24102009
20908	209.0	3.0	2.0	2	9	8	0	12	0	9102009	24102009
20914	209.0	3.0	2.0	2	9	14	0	13	0	9102009	24102009
20917	209.0	3.0	2.0	2	9	17	0	16	0	9102009	24102009
20920	209.0	3.0	2.0	2	9	20	0	12	0	9102009	24102009
20905	209.0	3.0	2.0	2	9	5	0	7	0	8102009	24102009
20916	209.0	3.0	2.0	2	9	16	0	11	0	9102009	24102009
20910	209.0	3.0	2.0	2	9	1	0	14	0	8102009	23102009
30103	301.0	2.0	3.0	3	1	3	0	12	1	15102009	26102009
30112	301.0	2.0	3.0	3	1	12	0	12	1		26102009
30101	301.0	2.0	3.0	3	1	1	0	13	0	15102009	26102009
30120	301.0	2.0	3.0	3	1	20	0	16	0	1102009	26102009
30106	301.0	2.0	3.0	3	1	6	0	12	0	15102009	26102009
30105	301.0	2.0	3.0	3	1	5	0	12	0	15102009	
30117	301.0	2.0	3.0	3	1	17	0	11	0	1102009	27102009
30104	301.0	2.0	3.0	3	1	4	0	14	1	15102009	27102009
30119	301.0	2.0	3.0	3	1	19	0	16	0	1102009	27102009
30102	301.0	2.0	3.0	3	1	2	0	16	1	15102009	26102009
30115	301.0	2.0	3.0	3	1	15	0	11	0		27102009
30113	301.0	2.0	3.0	3	1	13	0	13	1		27102009
30116	301.0	2.0	3.0	3	1	16	0	16	1	1102009	27102009
30107	301.0	2.0	3.0	3	1	7	0	11	1	15102009	27102009
30109	301.0	2.0	3.0	3	1	9	0	16	1	15102009	26102009
30108	301.0	2.0	3.0	3	1	8	0	11	0	15102009	26102009
30110	301.0	2.0	3.0	3	1	10	0	13	1	15102009	27102009
30111	301.0	2.0	3.0	3	1	11	0	4	0		27102009
30118	301.0	2.0	3.0	3	1	18	1	14	0	1102009	27102009
30214	302.0	2.0	3.0	3	2	14	0	13	0		26102009
30219	302.0	2.0	3.0	3	2	19	0	4	1		26102009
30202	302.0	2.0	3.0	3	2	2	0	1	1		26102009
30208	302.0	2.0	3.0	3	2	8	1	11	0		26102009
30210	302.0	2.0	3.0	3	2	10	0	14	0		26102009
30213	302.0	2.0	3.0	3	2	13	0	12	0		26102009
30206	302.0	2.0	3.0	3	2	6	0	12	1		26102009
30218	302.0	2.0	3.0	3	2	18	0	4	1		26102009
30216	302.0	2.0	3.0	3	2	16	0	14	0		26102009
30204	302.0	2.0	3.0	3	2	4	0	11	0		26102009
30207	302.0	2.0	3.0	3	2	7	0	11	1		
30209	302.0	2.0	3.0	3	2	9	0	12	1		26102009
30205	302.0	2.0	3.0	3	2	5	0	11	0		26102009
30217	302.0	2.0	3.0	3	2	17	0	14	1		26102009
30201	302.0	2.0	3.0	3	2	1	0	16	1		26102009
30220	302.0	2.0	3.0	3	2	20	0	16	1		26102009
30212	302.0	2.0	3.0	3	2	12	0	16	1		26102009
30203	302.0	2.0	3.0	3	2	3	0	16	0		26102009
30215	302.0	2.0	3.0	3	2	15	0	13	1		26102009
30304	303.0	1.0	3.0	3	3	4	0	16	1		16102009
30307	303.0	1.0	3.0	3	3	7	0	11	1	1102009	26102009
30303	303.0	1.0	3.0	3	3	3	0	11	0		26102009
30309	303.0	1.0	3.0	3	3	9	0	4	0	1102009	26102009
30301	303.0	1.0	3.0	3	3	1	1	11	0	29102009	26102009
30311	303.0	1.0	3.0	3	3	11	0	12	0	1102009	26102009
30313	303.0	1.0	3.0	3	3	13	0	11	1	1102009	26102009
30317	303.0	1.0	3.0	3	3	17	0	16	1	2102009	26102009
30312	303.0	1.0	3.0	3	3	12	0	12	1	1102009	26102009
30310	303.0	1.0	3.0	3	3	10	0	4	1	1102009	26102009
30308	303.0	1.0	3.0	3	3	8	0	4	0	1102009	26102009
30316	303.0	1.0	3.0	3	3	16	0	14	1	2102009	26102009
30306	303.0	1.0	3.0	3	3	6	0	11	1	1102009	26102009
30302	303.0	1.0	3.0	3	3	2	0	4	0		26102009
30318	303.0	1.0	3.0	3	3	18	0	16	1	2102009	26102009
30319	303.0	1.0	3.0	3	3	19	0	16	1	2102009	26102009
30315	303.0	1.0	3.0	3	3	15	0	4	0	2102009	26102009
30305	303.0	1.0	3.0	3	3	5	0	16	1		26102009
30407	304.0	3.0	3.0	3	4	7	0	14	0	1102009	25102009
30401	304.0	3.0	3.0	3	4	1	0	19	0		25102009
30417	304.0	3.0	3.0	3	4	17	0	12	0	2102009	26102009
30408	304.0	3.0	3.0	3	4	8	0	16	0	1102009	25102009
30403	304.0	3.0	3.0	3	4	3	0	11	0		25102009
30414	304.0	3.0	3.0	3	4	14	0	16	1	2102009	25102009
30410	304.0	3.0	3.0	3	4	10	0	14	1	1102009	25102009
30415	304.0	3.0	3.0	3	4	15	0	4	0	2102009	25102009
30409	304.0	3.0	3.0	3	4	9	0	12	0	1102009	25102009
30405	304.0	3.0	3.0	3	4	5	0	16	1		25102009
30413	304.0	3.0	3.0	3	4	13	0	11	0	1102009	25102009
30419	304.0	3.0	3.0	3	4	19	0	16	1	2102009	26102009
30411	304.0	3.0	3.0	3	4	11	0	4	0	1102009	25102009
30412	304.0	3.0	3.0	3	4	12	0	14	0	1102009	25102009
30416	304.0	3.0	3.0	3	4	16	0	12	0	2102009	25102009
30402	304.0	3.0	3.0	3	4	2	0	12	0		25102009
30404	304.0	3.0	3.0	3	4	4	0	11	0		25102009
30420	304.0	3.0	3.0	3	4	20	0	12	1	2102009	26102009
30406	304.0	3.0	3.0	3	4	6	0	12	0		25102009
30512	305.0	3.0	3.0	3	5	12	0	14	0	6102009	24102009
30507	305.0	3.0	3.0	3	5	7	0	12	0	2102009	24102009
30509	305.0	3.0	3.0	3	5	9	0	13	0	6102009	24102009
30508	305.0	3.0	3.0	3	5	8	0	13	0	6102009	24102009
30506	305.0	3.0	3.0	3	5	6	0	16	0	2102009	24102009
30502	305.0	3.0	3.0	3	5	2	0	13	1	2102009	24102009
30510	305.0	3.0	3.0	3	5	10	0	11	1	6102009	24102009
30515	305.0	3.0	3.0	3	5	15	0	14	1	6102009	25102009
30503	305.0	3.0	3.0	3	5	3	0	14	0	2102009	24102009
30520	305.0	3.0	3.0	3	5	20	0	14	1	6102009	25102009
30504	305.0	3.0	3.0	3	5	4	0	16	1	2102009	24102009
30519	305.0	3.0	3.0	3	5	19	0	11	1	6102009	25102009
30513	305.0	3.0	3.0	3	5	13	0	16	1	6102009	25102009
30505	305.0	3.0	3.0	3	5	5	0	12	0	2102009	24102009
30518	305.0	3.0	3.0	3	5	18	0	11	1	6102009	25102009
30501	305.0	3.0	3.0	3	5	1	0	13	0	2102009	24102009
30517	305.0	3.0	3.0	3	5	17	0	11	0	6102009	
30516	305.0	3.0	3.0	3	5	16	0	12	1	6102009	25102009
40117	401.0	3.0	3.0	4	1	17	0	11	1	8102009	26102009
40101	401.0	3.0	3.0	4	1	1	0	4	0	8102009	25102009
40104	401.0	3.0	3.0	4	1	4	0	14	0	8102009	25102009
40107	401.0	3.0	3.0	4	1	7	0	13	0	8102009	25102009
40108	401.0	3.0	3.0	4	1	8	0	12	0	8102009	25102009
40111	401.0	3.0	3.0	4	1	11	0	11	0	8102009	25102009
40116	401.0	3.0	3.0	4	1	16	0	11	0	8102009	26102009
40113	401.0	3.0	3.0	4	1	13	0	4	0	8102009	26102009
40110	401.0	3.0	3.0	4	1	10	0	11	0	8102009	25102009
40118	401.0	3.0	3.0	4	1	18	0	16	1	8102009	26102009
40120	401.0	3.0	3.0	4	1	20	0	14	0	27102009	29102009
40114	401.0	3.0	3.0	4	1	14	0	16	0	8102009	26102009
40106	401.0	3.0	3.0	4	1	6	0	12	0	8102009	25102009
40115	401.0	3.0	3.0	4	1	15	0	13	0	8102009	26102009
40119	401.0	3.0	3.0	4	1	19	0	13	0	27102009	29102009
40112	401.0	3.0	3.0	4	1	12	0	16	1	8102009	25102009
40211	402.0	1.0	3.0	4	2	11	0	13	0	2102009	26102009
40206	402.0	1.0	3.0	4	2	6	0	16	1	2102009	24102009
40201	402.0	1.0	3.0	4	2	1	0	11	0	1102009	26102009
40209	402.0	1.0	3.0	4	2	9	0	16	1	2102009	26102009
40202	402.0	1.0	3.0	4	2	2	0	16	1	1102009	26102009
40210	402.0	1.0	3.0	4	2	10	0	11	0	2102009	26102009
40214	402.0	1.0	3.0	4	2	14	0	14	1		26102009
40213	402.0	1.0	3.0	4	2	13	0	12	1	2102009	26102009
40204	402.0	1.0	3.0	4	2	4	0	4	1	1102009	26102009
40219	402.0	1.0	3.0	4	2	19	0	12	0	6102009	26102009
40217	402.0	1.0	3.0	4	2	17	0	11	0	6102009	26102009
40203	402.0	1.0	3.0	4	2	3	0	11	1	1102009	26102009
40215	402.0	1.0	3.0	4	2	15	0	14	0	2102009	26102009
40212	402.0	1.0	3.0	4	2	12	0	13	0	2102009	26102009
40207	402.0	1.0	3.0	4	2	7	0	12	1	2102009	26102009
40205	402.0	1.0	3.0	4	2	5	0	16	1	1102009	26102009
40216	402.0	1.0	3.0	4	2	16	0	11	1	2102009	26102009
40208	402.0	1.0	3.0	4	2	8	0	13	1	2102009	26102009
40218	402.0	1.0	3.0	4	2	18	0	4	0	6102009	26102009
40301	403.0	1.0	3.0	4	3	1	0	11	1	2102009	24102009
40315	403.0	1.0	3.0	4	3	15	0	14	0	8102009	25102009
40303	403.0	1.0	3.0	4	3	3	0	12	0	2102009	24102009
40313	403.0	1.0	3.0	4	3	13	0	11	1	8102009	25102009
40306	403.0	1.0	3.0	4	3	6	0	12	0	8102009	25102009
40302	403.0	1.0	3.0	4	3	2	0	12	1	2102009	24102009
40319	403.0	1.0	3.0	4	3	19	0	14	0	9102009	25102009
40316	403.0	1.0	3.0	4	3	16	0	13	1	9102009	25102009
40310	403.0	1.0	3.0	4	3	10	0	12	0	8102009	25102009
40308	403.0	1.0	3.0	4	3	8	0	11	1	8102009	25102009
40312	403.0	1.0	3.0	4	3	12	0	16	1	8102009	25102009
40314	403.0	1.0	3.0	4	3	14	0	16	1	8102009	25102009
40318	403.0	1.0	3.0	4	3	18	0	11	0	9102009	25102009
40320	403.0	1.0	3.0	4	3	20	0	16	0	9102009	25102009
40305	403.0	1.0	3.0	4	3	5	0	16	0	8102009	24102009
40304	403.0	1.0	3.0	4	3	4	0	14	0	8102009	24102009
40309	403.0	1.0	3.0	4	3	9	0	12	1	8102009	25102009
40307	403.0	1.0	3.0	4	3	7	0	11	0	8102009	25102009
40311	403.0	1.0	3.0	4	3	11	0	16	1	9102009	25102009
40417	404.0	2.0	3.0	4	4	17	0	12	0	6102009	27102009
40409	404.0	2.0	3.0	4	4	9	0	11	0	6102009	27102009
40411	404.0	2.0	3.0	4	4	11	0	11	0	6102009	27102009
40405	404.0	2.0	3.0	4	4	5	0	13	1	6102009	27102009
40419	404.0	2.0	3.0	4	4	19	0	12	0	7102009	27102009
40416	404.0	2.0	3.0	4	4	16	0	12	0	6102009	27102009
40414	404.0	2.0	3.0	4	4	14	0	16	1	7102009	27102009
40410	404.0	2.0	3.0	4	4	10	0	16	0	6102009	27102009
40402	404.0	2.0	3.0	4	4	2	0	11	0	6102009	27102009
40401	404.0	2.0	3.0	4	4	1	0	4	0	6102009	27102009
40408	404.0	2.0	3.0	4	4	8	0	14	1	6102009	27102009
40413	404.0	2.0	3.0	4	4	13	0	14	0	7102009	27102009
40415	404.0	2.0	3.0	4	4	15	0	16	0	6102009	27102009
40403	404.0	2.0	3.0	4	4	3	1	4	0	6102009	27102009
40406	404.0	2.0	3.0	4	4	6	0	13	1	6102009	27102009
10150	101.0	3.0	1.0	1	1	50	0	7	0	5112009	5112009
10152	101.0	3.0	1.0	1	1	52	0	7	0	5112009	5112009
10151	101.0	3.0	1.0	1	1	51	0	7	0	5112009	5112009
10268	102.0	2.0	1.0	1	2	68	0	2	0	31102009	5112009
10251	102.0	2.0	1.0	1	2	51	0	18	0	31102009	5112009
10261	102.0	2.0	1.0	1	2	61	0	4	0	31102009	5112009
10263	102.0	2.0	1.0	1	2	63	0	18	0	31102009	5112009
10266	102.0	2.0	1.0	1	2	66	0	6	1	31102009	5112009
10267	102.0	2.0	1.0	1	2	67	0	4	0	31102009	5112009
10260	102.0	2.0	1.0	1	2	60	0	18	0	31102009	5112009
10250	102.0	2.0	1.0	1	2	50	0	4	0	31102009	5112009
10269	102.0	2.0	1.0	1	2	69	0	18	0	31102009	5112009
10265	102.0	2.0	1.0	1	2	65	0	2	0	31102009	5112009
10270	102.0	2.0	1.0	1	2	70	0	6	1	31102009	5112009
10262	102.0	2.0	1.0	1	2	62	0	8	0	31102009	5112009
10264	102.0	2.0	1.0	1	2	64	0	2	0	31102009	5112009
10364	103.0	2.0	1.0	1	3	64	0	6	0	2112009	4112009
10360	103.0	2.0	1.0	1	3	60	0	8	0	2112009	4112009
10362	103.0	2.0	1.0	1	3	62	0	1	0	2112009	4112009
30169	103.0	2.0	1.0	3	1	69	0	11	0	2112009	5112009
10366	103.0	2.0	1.0	1	3	66	0	4	0	3112009	4112009
10367	103.0	2.0	1.0	1	3	67	0	2	0	3112009	4112009
10365	103.0	2.0	1.0	1	3	65	0	1	0	2112009	4112009
10369	103.0	2.0	1.0	1	3	69	0	18	0	3112009	
10351	103.0	2.0	1.0	1	3	51	0	1	0	2112009	4112009
10361	103.0	2.0	1.0	1	3	61	0	6	0	2112009	4112009
10352	103.0	2.0	1.0	1	3	52	0	6	0	2112009	4112009
10368	103.0	2.0	1.0	1	3	68	0	4	0	3112009	4112009
10350	103.0	2.0	1.0	1	3	50	0	1	0	2112009	4112009
10363	103.0	2.0	1.0	1	3	63	0	18	0	2112009	4112009
10451	104.0	3.0	1.0	1	4	51	0	6	0	3112009	4112009
10452	104.0	3.0	1.0	1	4	52	0	1	0	3112009	4112009
10450	104.0	3.0	1.0	1	4	50	0	6	0	3112009	4112009
10550	105.0	3.0	1.0	1	5	50	0	6	0	3112009	3112009
10552	105.0	3.0	1.0	1	5	52	0	6	0	3112009	3112009
10650	106.0	3.0	1.0	1	6	50	0	19	0	3112009	3112009
10652	106.0	3.0	1.0	1	6	52	0	2	0	3112009	3112009
10651	106.0	3.0	1.0	1	6	51	0	0	0	3112009	3112009
10752	107.0	3.0	1.0	1	7	52	0	6	0	2112009	4112009
10750	107.0	3.0	1.0	1	7	50	0	6	0	2112009	4112009
10751	107.0	3.0	1.0	1	7	51	0	8	0	2112009	4112009
10861	108.0	2.0	1.0	1	8	61	0	1	0	1112009	4112009
10860	108.0	2.0	1.0	1	8	60	0	1	0	1112009	4112009
10863	108.0	2.0	1.0	1	8	63	0	8	1	1112009	4112009
10866	108.0	2.0	1.0	1	8	66	0	8	0	1112009	4112009
10867	108.0	2.0	1.0	1	8	67	0	2	0	1112009	4112009
10551	108.0	2.0	1.0	1	8	51	0	4	0	1112009	4112009
10868	108.0	2.0	1.0	1	8	68	0	1	0	1112009	4112009
10852	108.0	2.0	1.0	1	8	52	0	1	0	1112009	4112009
10865	108.0	2.0	1.0	1	8	65	0	8	1	1112009	4112009
10864	108.0	2.0	1.0	1	8	64	0	8	0	1112009	4112009
10862	108.0	2.0	1.0	1	8	62	0	18	0	1112009	4112009
10869	108.0	2.0	1.0	1	8	69	0	1	0	1112009	4112009
10850	108.0	2.0	1.0	1	8	50	0	4	0	1112009	4112009
10964	109.0	1.0	1.0	1	9	64	0	18	0	1112009	3112009
10952	109.0	1.0	1.0	1	9	52	0	8	0	1112009	3112009
10953	109.0	1.0	1.0	1	9	53	0	18	0	1112009	3112009
10968	109.0	1.0	1.0	1	9	68	0	2	0	1112009	4112009
10966	109.0	1.0	1.0	1	9	66	0	7	1	1112009	4112009
10951	109.0	1.0	1.0	1	9	51	0	18	0	1112009	3112009
10965	109.0	1.0	1.0	1	9	65	0	4	0	1112009	4112009
10963	109.0	1.0	1.0	1	9	63	0	7	0	1112009	3112009
10960	109.0	1.0	1.0	1	9	60	0	8	0	1112009	3112009
10962	109.0	1.0	1.0	1	9	62	0	6	0	1112009	3112009
10969	109.0	1.0	1.0	1	9	69	0	8	0	1112009	4112009
10967	109.0	1.0	1.0	1	9	67	0	6	0	1112009	4112009
10961	109.0	1.0	1.0	1	9	61	1	8	0	1112009	3112009
10950	109.0	1.0	1.0	1	9	50	0	2	0	1112009	3112009
11066	110.0	1.0	1.0	1	10	66	0	8	0	31102009	4112009
11062	110.0	1.0	1.0	1	10	62	0	18	0	31102009	4112009
11054	110.0	1.0	1.0	1	10	54	0	4	0	31102009	4112009
11063	110.0	1.0	1.0	1	10	63	0	4	1	31102009	4112009
11051	110.0	1.0	1.0	1	10	51	0	2	0	31102009	4112009
11065	110.0	1.0	1.0	1	10	65	0	2	0	31102009	4112009
11064	110.0	1.0	1.0	1	10	64	0	18	0	31102009	4112009
11052	110.0	1.0	1.0	1	10	52	0	4	0	31102009	4112009
11069	110.0	1.0	1.0	1	10	69	0	2	0	31102009	4112009
11067	110.0	1.0	1.0	1	10	67	0	8	0	31102009	4112009
11071	110.0	1.0	1.0	1	10	71	0	18	0	31102009	4112009
11061	110.0	1.0	1.0	1	10	61	0	8	0	31102009	4112009
11070	110.0	1.0	1.0	1	10	70	0	4	0	31102009	4112009
11060	110.0	1.0	1.0	1	10	60	0	8	0	31102009	4112009
11068	110.0	1.0	1.0	1	10	68	0	6	1	31102009	4112009
11050	110.0	1.0	1.0	1	10	50	0	18	0	31102009	4102009
11053	110.0	1.0	1.0	1	10	53	0		0	31102009	4112009
11072	110.0	1.0	1.0	1	10	72	0	6	1	31102009	4112009
11165	111.0	1.0	1.0	1	11	65	0	2	0	3112009	3112009
11161	111.0	1.0	1.0	1	11	61	1	6	0	2112009	3112009
11169	111.0	1.0	1.0	1	11	69	0	2	0	3112009	3112009
11162	111.0	1.0	1.0	1	11	62	0	8	0	2112009	3112009
11164	111.0	1.0	1.0	1	11	64	0	18	0	2112009	3112009
11152	111.0	1.0	1.0	1	11	52	0	4	0	2112009	3112009
11150	111.0	1.0	1.0	1	11	50	0	2	0	2112009	3112009
11154	111.0	1.0	1.0	1	11	54	0	4	0	2112009	3112009
11151	111.0	1.0	1.0	1	11	51	0	8	0	2112009	3112009
11163	111.0	1.0	1.0	1	11	63	0	4	0	2112009	3112009
11160	111.0	1.0	1.0	1	11	60	0	1	0	2112009	3112009
11168	111.0	1.0	1.0	1	11	68	0	1	0	3112009	3112009
11153	111.0	1.0	1.0	1	11	53	0	4	0	2112009	3112009
11166	111.0	1.0	1.0	1	11	66	0	1	0	3112009	3112009
11167	111.0	1.0	1.0	1	11	67	0	2	0	3112009	3112009
11269	112.0	2.0	1.0	1	12	69	0	6	0	2112009	4112009
11268	112.0	2.0	1.0	1	12	68	0	7	0	2112009	4112009
11265	112.0	2.0	1.0	1	12	65	0	7	0	2112009	4112009
11250	112.0	2.0	1.0	1	12	50	0	8	0	2112009	3112009
11263	112.0	2.0	1.0	1	12	63	0	6	1	2112009	3112009
11260	112.0	2.0	1.0	1	12	60	0	19	0	2112009	3112009
11251	112.0	2.0	1.0	1	12	51	0	7	0	2112009	3112009
11266	112.0	2.0	1.0	1	12	66	0	2	0	2112009	4112009
11262	112.0	2.0	1.0	1	12	62	0	6	1	2112009	3112009
11261	112.0	2.0	1.0	1	12	61	0	8	0	2112009	3112009
11252	112.0	2.0	1.0	1	12	52	0	18	1	2112009	3112009
11264	112.0	2.0	1.0	1	12	64	0	8	0	2112009	4112009
11267	112.0	2.0	1.0	1	12	67	0	8	0	2112009	4112009
11351	113.0	3.0	1.0	1	13	51	0	6	0	5112009	5112009
11352	113.0	3.0	1.0	1	13	52	0	6	0	5112009	5112009
11350	113.0	3.0	1.0	1	13	50	0	2	0	5112009	5112009
11452	114.0	2.0	1.0	1	14	52	0	6	1	2112009	3112009
11461	114.0	2.0	1.0	1	14	61	0	7	0	2112009	3112009
11465	114.0	2.0	1.0	1	14	65	0	2	0	2112009	3112009
11470	114.0	2.0	1.0	1	14	70	0	2	0	2112009	3112009
11468	114.0	2.0	1.0	1	14	68	0	2	0	2112009	3112009
11451	114.0	2.0	1.0	1	14	51	0	18	0	2112009	3112009
11463	114.0	2.0	1.0	1	14	63	0	7	0	2112009	3112009
11462	114.0	2.0	1.0	1	14	62	0	19	0	2112009	3112009
11450	114.0	2.0	1.0	1	14	50	0	18	0	2112009	3112009
11464	114.0	2.0	1.0	1	14	64	0	19	0	2112009	3112009
11460	114.0	2.0	1.0	1	14	60	0	7	0	2112009	3112009
11469	114.0	2.0	1.0	1	14	69	0	2	0	2112009	3112009
11467	114.0	2.0	1.0	1	14	67	0	19	0	2112009	3112009
11466	114.0	2.0	1.0	1	14	66	0	7	0	2112009	3112009
11564	115.0	1.0	1.0	1	15	64	0	18	0	2112009	3112009
11553	115.0	1.0	1.0	1	15	53	0	6	0	2112009	3112009
11567	115.0	1.0	1.0	1	15	67	0	8	1	2112009	3112009
11552	115.0	1.0	1.0	1	15	52	0	8	0	2112009	3112009
11551	115.0	1.0	1.0	1	15	51	0	8	0	1112009	3112009
11550	115.0	1.0	1.0	1	15	50	0	8	0	2112009	3112009
11561	115.0	1.0	1.0	1	15	61	0	18	0		3112009
11560	115.0	1.0	1.0	1	15	60	0	6	0	2112009	3112009
11565	115.0	1.0	1.0	1	15	65	0	8	0	2112009	3112009
11563	115.0	1.0	1.0	1	15	63	0	8	1	2112009	3112009
11568	115.0	1.0	1.0	1	15	68	0	7	0	2112009	3112009
11566	115.0	1.0	1.0	1	15	66	0	8	1	2112009	3112009
11569	115.0	1.0	1.0	1	15	69	0	19	0	2112009	3112009
11562	115.0	1.0	1.0	1	15	62	0	8	1	2112009	3112009
11661	116.0	1.0	1.0	1	16	61	0	7	0	2112009	3112009
11666	116.0	1.0	1.0	1	16	66	0	7	0	2112009	3112009
11664	116.0	1.0	1.0	1	16	64	0	2	0	2112009	3112009
11650	116.0	1.0	1.0	1	16	50	0	18	0	2112009	3112009
11652	116.0	1.0	1.0	1	16	52	0	2	0	2112009	3112009
11662	116.0	1.0	1.0	1	16	62	0	7	0	2112009	3112009
11668	116.0	1.0	1.0	1	16	68	0	6	0	2112009	3112009
11663	116.0	1.0	1.0	1	16	63	0	6	0	21112009	3112009
11660	116.0	1.0	1.0	1	16	60	0	19	0	2112009	3112009
11667	116.0	1.0	1.0	1	16	67	0	6	0	2112009	3112009
11653	116.0	1.0	1.0	1	16	53	0	6	0	2112009	3112009
11665	116.0	1.0	1.0	1	16	65	0	19	0	2112009	3112009
11669	116.0	1.0	1.0	1	16	69	0	19	0	2112009	3112009
11769	117.0	2.0	1.0	1	17	69	0	4	0	1112009	3112009
11751	117.0	2.0	1.0	1	17	51	0	4	0	2112009	3112009
11764	117.0	2.0	1.0	1	17	64	0	18	0	2112009	3112009
11760	117.0	2.0	1.0	1	17	60	0	1	0	2112009	3112009
11752	117.0	2.0	1.0	1	17	52	0	6	0	2112009	3112009
11768	117.0	2.0	1.0	1	17	68	0	8	0	2112009	3112009
11762	117.0	2.0	1.0	1	17	62	0	8	0	2112009	3112009
11767	117.0	2.0	1.0	1	17	67	0	2	0	2112009	3112009
11766	117.0	2.0	1.0	1	17	66	0	4	1	2112009	3112009
11763	117.0	2.0	1.0	1	17	63	0	18	0	2112009	3112009
11761	117.0	2.0	1.0	1	17	61	0	6	0	2112009	3112009
11753	117.0	2.0	1.0	1	17	53	0	1	0	2112009	3112009
