district	village	villno	strno	group	hhid	o14	o15	o16
3	5	305.0	3.0	3.0	30519	3	2	2
3	5	305.0	3.0	3.0	30520	4	2	4
4	1	401.0	3.0	3.0	40101	3	3	5
4	1	401.0	3.0	3.0	40104	5	2	4
1	4	101.0	1.0	3.0	40105	4	4	4
4	1	401.0	3.0	3.0	40106	4	4	5
4	1	401.0	3.0	3.0	40107	4	5	1
4	1	401.0	3.0	3.0	40108	4	4	4
4	1	401.0	3.0	3.0	40110	2	5	2
4	1	401.0	3.0	3.0	40111	2	2	2
4	1	401.0	3.0	3.0	40112	5	4	5
4	1	401.0	3.0	3.0	40113	4	2	2
4	1	401.0	3.0	3.0	40114	5	5	2
4	1	401.0	3.0	3.0	40115	2	5	5
4	1	401.0	3.0	3.0	40116	2	5	5
4	1	401.0	3.0	3.0	40117	2	5	5
4	1	401.0	3.0	3.0	40118	5	5	4
4	1	401.0	3.0	3.0	40119	4	5	3
4	1	401.0	3.0	3.0	40120	5	2	4
4	2	402.0	3.0	1.0	40201	2	4	5
4	2	402.0	3.0	1.0	40202	5	5	4
4	2	402.0	3.0	1.0	40203	5	2	5
4	2	402.0	3.0	1.0	40204	4	4	2
4	2	402.0	3.0	1.0	40205	5	5	4
4	2	402.0	3.0	1.0	40206	5	5	2
4	2	402.0	3.0	1.0	40207	5	4	2
4	2	402.0	3.0	1.0	40208	5	4	2
4	2	402.0	3.0	1.0	40209	5	5	2
4	2	402.0	3.0	1.0	40210	2	5	5
4	2	402.0	3.0	1.0	40211	4	5	3
4	2	402.0	3.0	1.0	40212	4	4	2
4	2	402.0	3.0	1.0	40213	4	5	5
4	2	402.0	3.0	1.0	40214	4	2	4
4	2	402.0	3.0	1.0	40215	4	2	4
4	2	402.0	3.0	1.0	40216	2	5	2
4	2	402.0	3.0	1.0	40217	2	5	2
4	2	402.0	3.0	1.0	40218	2	4	2
4	2	402.0	3.0	1.0	40219	5	2	2
4	3	403.0	3.0	1.0	40301	4	5	5
4	3	403.0	3.0	1.0	40302	4	5	5
4	3	403.0	3.0	1.0	40303	2	2	5
4	3	403.0	3.0	1.0	40304	4	4	2
4	3	403.0	3.0	1.0	40305	5	4	5
4	3	403.0	3.0	1.0	40306	2	5	5
4	3	403.0	3.0	1.0	40307	4	2	5
4	3	403.0	3.0	1.0	40308	4	5	5
4	3	403.0	3.0	1.0	40309	5	2	5
4	3	403.0	3.0	1.0	40310	5	4	5
4	3	403.0	3.0	1.0	40311	5	4	5
4	3	403.0	3.0	1.0	40312	5	5	2
4	3	403.0	3.0	1.0	40313	2	5	5
4	3	403.0	3.0	1.0	40314	5	5	4
4	3	403.0	3.0	1.0	40315	4	4	2
4	3	403.0	3.0	1.0	40316	4	5	2
4	3	403.0	3.0	1.0	40318	2	5	5
4	3	403.0	3.0	1.0	40319	3	2	4
4	3	403.0	3.0	1.0	40320	5	5	4
4	4	404.0	3.0	2.0	40401	5	4	2
4	4	404.0	3.0	2.0	40402	5	2	5
4	4	404.0	3.0	2.0	40403	5	4	3
4	4	404.0	3.0	2.0	40405	5	2	4
4	4	404.0	3.0	2.0	40406	4	2	2
4	4	404.0	3.0	2.0	40408	4	4	4
4	4	404.0	3.0	2.0	40409	2	5	5
4	4	404.0	3.0	2.0	40410	5	5	5
4	4	404.0	3.0	2.0	40411	5	2	4
4	4	404.0	3.0	2.0	40413	5	4	4
4	4	404.0	3.0	2.0	40414	5	2	5
4	4	404.0	3.0	2.0	40415	5	5	4
4	4	404.0	3.0	2.0	40416	2	4	4
4	4	404.0	3.0	2.0	40417	4	4	2
4	4	404.0	3.0	2.0	40419	4	2	2
