hhid	district	village	villno	strno	group	g50	g51	g52a	g52b	g52c	g52d	g52e	g52f	g52g	g52h	g52i	g52j	g52k	g52l	g53	g53u	g54	g54u	g55	g55u	g56	g56u	g57	g57u	g58	g59	g60	g60u	g61	g62	g62u	g63	g64	g65	g66a	g66u
11006	1	10	110.0	1.0	1.0	14	1	0	0	0	0	0	0	0	0	0	0	2	0	8	3	1.0	22					720	2	1	0								1	1.0	21
11011	1	10	110.0	1.0	1.0	13	3	0	0	0	0	0	0	0	0	2	1	0	0	3	2	1.0	23	2	2	1.5	24	500	2	0	0								1	1.0	23
11013	1	10	110.0	1.0	1.0	13	3	0	0	0	0	0	0	0	0	2	2	0	0	4	2	1.0	17					840	2	0	0								0		
11013	1	10	110.0	1.0	1.0	14	3	0	0	0	0	0	0	0	0	2	1	0	0	3	2	1.0	23	1	2	1.0	23	800	2	0	0								1	1.0	23
11014	1	10	110.0	1.0	1.0	13	1	0	0	0	0	0	2	2	1	0	0	0	0	7	2	1.0	24	2	2	1.0	24	3280	2	0	0								1	1.0	21
11016	1	10	110.0	1.0	1.0	13	1	0	0	0	0	0	0	0	0	0	2	1	0	2	2	1.5	24	1	2	1.0	24	100	2	0	0								0		
11017	1	10	110.0	1.0	1.0	13	3	0	0	0	0	0	0	0	0	1	2	0	0	8	3	1.0	22	3	3	1.0	23	312	2	1	0								0		
11017	1	10	110.0	1.0	1.0	14	3	0	0	0	0	0	0	0	0	1	1	0	0					2	2	1.0	22	313	2	1	0								0		
11018	1	10	110.0	1.0	1.0	13	1	0	0	0	0	0	0	0	0	0	2	0	0	10	3	1.0	23					6475	2	1	0								1	1.0	22
11018	1	10	110.0	1.0	1.0	14	1	0	0	0	0	0	0	0	0	1	1	1	0					12	3	1.0	23	3750	2	1	0								1	2.0	22
11019	1	10	110.0	1.0	1.0	13	1	0	0	0	0	0	0	0	0	0	2	0	0	1	1	1.0	24					2617	2	0	0								1	1.0	23
11019	1	10	110.0	1.0	1.0	14	1	0	0	0	0	0	0	0	0	0	0	1	0					1	1	1.0	24	2615	2	0	0								1	3.0	23
11102	1	11	111.0	1.0	1.0	13	1	0	0	0	0	0	0	0	2	0	0	0	0	4	3	0.5	15					370	2	1	1	1.0	15		2500	2	1	3	1	0.5	15
11103	1	11	111.0	1.0	1.0	13	3	0	0	0	0	0	0	1	1	2	2	1	0	2	2	1.0	23	1	2	1.0	23	300	2	0	0								1	1.0	17
11103	1	11	111.0	1.0	1.0	14	3	0	0	0	0	0	0	0	1	2	1	0	0	2	2	1.0	23	1	2	1.0	23	250	2	0	0								1	1.0	23
11105	1	11	111.0	1.0	1.0	13	1	0	0	0	0	0	0	0	2	0	0	0	0	4	3	0.5	15					600	2	1	0								0		
11108	1	11	111.0	1.0	1.0	13	1	0	0	0	0	0	0	0	0	2	0	0	0	4	2	0.5	15					1200	2	1	0								0		
11109	1	11	111.0	1.0	1.0	13	2	0	0	0	0	0	0	0	0	2	0	0	0	2	2	1.0	17					80	2	0	1	20.0	1		1000	2	1	3	0		
11110	1	11	111.0	1.0	1.0	13	1	0	0	0	0	0	0	0	1	2	2	0	0	12	3	0.5	15	4	3	1.0	24	350	2	0	1	1.0	15		360	2	1	3	1	0.5	15
11112	1	11	111.0	1.0	1.0	13	3	0	0	0	0	0	0	0	0	1	2	1	0	3	2	1.0	23	2	2	1.0	24	120	2	0	0								0		
11115	1	11	111.0	1.0	1.0	13	1	0	0	0	0	0	0	0	2	2	1	1	0	16	3	1.0	23	4	3	1.0	24	200	2	0	1	1.0	15		360	2	1	3	1	1.0	24
11116	1	11	111.0	1.0	1.0	13	3	0	0	0	0	0	0	2	2	0	0	0	0	3	2	1.0	17					833	2	0	0								1	1.0	17
11116	1	11	111.0	1.0	1.0	14	3	0	0	0	0	0	0	0	0	1	1	0	0					3	2	1.0	17	416	2	0	0								0		
11117	1	11	111.0	1.0	1.0	13	3	0	0	0	0	0	0	0	0	1	2	1	0	2	3	3.0	22	7	3	1.0	24	315	2	0	0								0		
11118	1	11	111.0	1.0	1.0	13	3	0	0	0	0	0	1	1	2	2	1	1	0	3	2	1.0	17	2	2	1.0	17	2000	2	1	0								1	0.5	15
11118	1	11	111.0	1.0	1.0	14	3	0	0	0	0	0	1	1	2	1	0	0	0	2	2	1.0	24	1	2	1.0	24	500	2	1	0								0		
11119	1	11	111.0	1.0	1.0	13	2	0	0	0	0	0	0	0	0	1	2	0	0	4	3	1.0	22	10	3	1.0	23	450	2	0	0								0		
11119	1	11	111.0	1.0	1.0	14	2	0	0	0	0	0	0	0	0	1	1	1	0					12	3	1.0	24	450	2	0	0								0		
11120	1	11	111.0	1.0	1.0	13	3	0	0	0	0	0	0	0	0	2	2	0	0	3	2	1.0	22					2025	2	0	0								0		
11120	1	11	111.0	1.0	1.0	14	3	0	0	0	0	0	0	0	0	2	2	0	0	3	2	1.0	22					2025	2	0	1	1.0	21		300	2	3	4	1	1.0	24
11201	1	12	112.0	1.0	2.0	13	1	0	0	0	0	0	0	0	2	2	1	1	0	28	3	1.0	23	8	3	1.0	24	650	2	1	1	3.0	15		700	2	1	2	1	1.0	15
11201	1	12	112.0	1.0	2.0	14	1	0	0	0	0	0	0	0	0	0	2	0	0	28	3	1.0	24					230	2	1	0								0		
11202	1	12	112.0	1.0	2.0	13	1	0	0	0	0	0	0	0	0	2	1	1	0	20	3	1.0	24	4	3	1.0	24	850	2	1	0								1	2.0	23
11203	1	12	112.0	1.0	2.0	13	2	0	0	0	0	0	0	0	0	0	0	2	0	7	3	3.0	21					800	2	0	0								0		
11203	1	12	112.0	1.0	2.0	14	2	0	0	0	0	0	1	1	0	0	0	0	0					3	2	1.0	23	400	2	0	0								0		
11204	1	12	112.0	1.0	2.0	13	3	0	0	0	0	0	0	0	0	2	1	0	0	4	2	1.0	24	2	2	1.0	24	4020	2	0	1	2.0	15	500		2	1	3	0		
11205	1	12	112.0	1.0	2.0	13	1	0	0	0	0	0	0	0	2	0	0	0	0	5	3	3.0	21					600	2	0	0								0		
11205	1	12	112.0	1.0	2.0	14	1	0	0	0	0	0	0	0	0	0	0	2	0	9	3	3.0	17					300	2	0	0								0		
11206	1	12	112.0	1.0	2.0	13	2	0	0	0	0	0	0	0	0	2	0	0	0	4	3	1.0	25					200	2	1	0								0		
11207	1	12	112.0	1.0	2.0	14	2	0	0	0	0	0	0	0	0	0	0	2	0	6	3	1.0	24					500	2	1	0								1	1.0	24
11208	1	12	112.0	1.0	2.0	13	2	0	0	0	0	0	0	0	0	0	0	2	0	7	3	1.0	21					600	2	0	0								1	3.0	23
11208	1	12	112.0	1.0	2.0	14	2	0	0	0	0	0	0	0	0	0	0	2	0	3	2	1.0	15					200	2	0	1	1000.0	2		1000	2	2	3	0		
11209	1	12	112.0	1.0	2.0	13	1	0	0	0	0	0	0	0	0	2	0	0	0	4	3	1.0	23					450	2	0	0								0		
11210	1	12	112.0	1.0	2.0	13	3	0	0	0	0	0	0	2	0	0	0	0	0	3	2	1.0	23					880	2	0	0								0		
11211	1	12	112.0	1.0	2.0	14	1	0	0	0	0	0	0	0	0	1	1	1	0					2	2	1.0	23	800	2	0	0								0		
11212	1	12	112.0	1.0	2.0	13	3	0	0	0	0	0	0	0	0	0	2	1	0	2	2	1.0	23	1	2	1.0	24	250	2	0	0								0		
11212	1	12	112.0	1.0	2.0	14	3	0	0	0	0	0	0	0	0	2	1	0	0	2	2	1.5	24	1	2	1.0	24	175	2	0	0								0		
11213	1	12	112.0	1.0	2.0	13	1	0	0	0	0	0	0	0	0	2	1	0	0	20	3	1.0	24	4	3	1.0	24	740	2	1	0								0		
11214	1	12	112.0	1.0	2.0	13	1	0	0	0	0	0	0	0	1	1	0	0	0					3	2	2.0	23	400	2	0	0								0		
11214	1	12	112.0	1.0	2.0	14	1	0	0	0	0	0	0	2	0	0	0	0	0	7	3	1.0	25					300	2	0	0								1	25.0	1
11215	1	12	112.0	1.0	2.0	13	2	0	0	0	0	0	0	0	0	0	1	0	0					2	1	1.0	24	300	2	0	0								1	8.0	1
11216	1	12	112.0	1.0	2.0	13	3	0	0	0	0	0	0	0	0	0	0	2	0	2	2	1.0	23					150	2	0	0								1	1.0	23
11216	1	12	112.0	1.0	2.0	14	3	0	0	0	0	0	0	0	1	1	2	1	0	2	2	1.0	23	2	2	1.0	24	250	2	0	0								0		
11218	1	12	112.0	1.0	2.0	13	3	0	0	0	0	0	0	0	0	0	1	2	0	2	2	1.0	23	2	3	1.5	23	150	2	0	0								1	1.0	21
11218	1	12	112.0	1.0	2.0	14	3	0	0	0	0	0	0	0	0	0	2	1	0	3	2	1.0	23	1	2	1.0	23	200	2	0	0								1	1.0	22
11219	1	12	112.0	1.0	2.0	13	3	0	0	0	0	0	0	0	0	1	1	0	0					3	2	1.0	23	190	2	0	0								0		
11219	1	12	112.0	1.0	2.0	14	3	0	0	0	0	0	0	0	0	1	1	0	0					3	2	1.0	23	190	2	0	0								0		
11220	1	12	112.0	1.0	2.0	13	1	0	0	0	0	0	0	0	0	2	1	0	0	5	3	1.0	23	3	3	1.0	23	300	2	1	0								1	1.0	24
11302	1	13	113.0	1.0	3.0	14	1	0	0	0	0	0	0	0	0	1	1	1	0					2	2	1.0	23	380	2	1	0								0		
11303	1	13	113.0	1.0	3.0	14	3	0	0	0	0	0	0	0	0	0	2	1	0	5	2	1.0	24	1	2	1.0	23	400	2	0	0								1	2.0	23
11305	1	13	113.0	1.0	3.0	14	1	0	0	0	0	0	0	0	0	0	0	0	0									800	2	1	0								0		
11306	1	13	113.0	1.0	3.0	14	3	0	0	0	0	0	0	0	1	1	1	0	0					2	2	1.0	23	250	2	0	0								1	1.0	22
11307	1	13	113.0	1.0	3.0	14	3	0	0	0	0	0	2	0	0	0	0	0	0	4	2	1.0	24					840	2	0	0								0		
11308	1	13	113.0	1.0	3.0	14	3	0	0	0	0	0	0	0	0	1	1	0	0					3	2	1.0	24	460	2	0	0								1	1.0	23
11309	1	13	113.0	1.0	3.0	14	3	0	0	0	0	0	0	0	1	1	2	1	0	1	3	1.5	13	3	2	1.0	24	2300	2	0	1	1.5	13		1100	2	1	3	1	1.0	22
11310	1	13	113.0	1.0	3.0	14	1	0	0	0	0	0	0	0	0	0	2	1	0	7	3	1.0	24	4	3	1.0	24	550	2	1	0								1	1.0	23
11311	1	13	113.0	1.0	3.0	14	1	0	0	0	0	0	0	0	0	2	2	0	0	7	3	1.0	15					8000	2	1	1	3.0	15		1000	2	2	3	0		
11313	1	13	113.0	1.0	3.0	14	2	0	0	0	0	0	0	0	0	0	1	0	0					3	2	1.0	23	400	2	1	0								0		
11314	1	13	113.0	1.0	3.0	14	2	0	0	0	0	0	0	0	1	0	0	0	0					2	2	1.0	23	200	2	1	0								0		
11316	1	13	113.0	1.0	3.0	14	1	0	0	0	0	0	0	0	0	0	2	0	0	5	3	1.0	15					400	2	0	0								0		
11317	1	13	113.0	1.0	3.0	14	3	0	0	0	0	0	2	1	0	0	0	0	0	9	3	1.0	24	6	3	1.0	24	500	2	1	0								1	1.0	22
11318	1	13	113.0	1.0	3.0	14	3	0	0	0	0	0	0	0	0	1	2	1	0	2	2	1.0	23	1	2	1.0	23	200	2	0	0								1	1.0	23
11401	1	14	114.0	1.0	2.0	13	3	0	0	0	0	0	0	0	2	0	0	0	0	4	3	1.0	17					225	2	0	0								0		
11401	1	14	114.0	1.0	2.0	14	3	0	0	0	0	0	0	0	0	1	1	1	0					1	2	1.0	23	225	2	0	0								0		
11402	1	14	114.0	1.0	2.0	13	3	0	0	0	0	0	0	0	0	0	1	1	0					3	2	1.0	23	880	2	0	0								0		
11402	1	14	114.0	1.0	2.0	14	3	0	0	0	0	0	0	0	0	0	1	1	0					3	2	1.0	23	880	2	0	0								0		
11403	1	14	114.0	1.0	2.0	13	3	0	0	0	0	0	0	2	2	1	0	0	0	5	2	1.0	24	2	2	1.0	24	2000	2	0	1	3.0	1	5		1	3	6	0		
11403	1	14	114.0	1.0	2.0	14	3	0	0	0	0	0	0	0	2	2	1	1	0	4	2	1.0	24	2	2	1.0	24	2050	2	0	1	4.0	13	400		2	3	1	1	1.0	23
11404	1	14	114.0	1.0	2.0	13	3	0	0	0	0	0	0	0	0	1	1	1	1					2	2	1.0	17	1750	2	1	0								0		
11404	1	14	114.0	1.0	2.0	14	3	0	0	0	0	0	0	0	0	1	0	0	0					4	2	1.0	23	1300	2	1	0								0		
11405	1	14	114.0	1.0	2.0	13	3	0	0	0	0	0	2	1	0	0	0	0	0	4	2	1.0	24	2	2	1.0	24	1350	2	0	0								1	1.0	23
11405	1	14	114.0	1.0	2.0	14	3	0	0	0	0	0	0	1	1	0	0	0	0					2	2	1.0	24	1000	2	0	0								1	1.0	24
11406	1	14	114.0	1.0	2.0	13	2	0	0	0	0	0	0	0	0	0	2	1	0	3	2	1.0	24	2	3	1.5	24	180	2	0	0								0		
11407	1	14	114.0	1.0	2.0	13	2	0	0	0	0	0	0	0	1	1	1	1	0					1	2	1.0	22	820	2	0	0								0		
11408	1	14	114.0	1.0	2.0	13	3	0	0	0	0	0	0	2	1	0	0	0	0	4	2	1.0	24	1	2	1.0	24	1000	2	0	0								0		
11408	1	14	114.0	1.0	2.0	14	3	0	0	0	0	0	0	2	2	1	0	0	0	5	2	1.0	24	1	2	1.0	24	1125	2	0	1	5.0	15	400		2	1	3	0		
11409	1	14	114.0	1.0	2.0	14	3	0	0	0	0	0	0	0	1	2	2	1	0	3	2	1.0	23	2	2	1.5	24	1200	2	0	1	6.0	15	400		2	1	3	1	4.0	21
11410	1	14	114.0	1.0	2.0	13	3	0	0	0	0	0	0	0	0	0	0	2	0	2	2	1.0	23					150	2	0	0								0		
11410	1	14	114.0	1.0	2.0	14	3	0	0	0	0	0	0	0	0	1	2	1	0	2	2	1.0	23	2	2	1.0	24	500	2	0	1	5.0	14	400		2	1	3	0		
11411	1	14	114.0	1.0	2.0	14	3	0	0	0	0	0	2	2	1	0	0	0	0	5	2	1.0	24	2	2	1.0	24	600	2	0	0								0		
11412	1	14	114.0	1.0	2.0	13	1	0	0	0	0	0	0	2	2	1	1	0	0	7	2	1.0	24	2	2	1.0	24	2500	2	0	1	1.0	21	500		2	2	1	0		
11412	1	14	114.0	1.0	2.0	14	1	0	0	0	0	0	0	2	2	2	1	0	0	4	2	1.0	24	1	2	1.0	24	4800	2	1	0								1	1.0	24
11413	1	14	114.0	1.0	2.0	14	3	0	0	0	0	0	0	0	1	2	2	1	0	1	2	3.0	15	1	2	1.0	22	1500	2	1	1	3.5	15	350		2	1	2	1	1.0	23
11414	1	14	114.0	1.0	2.0	13	3	0	0	0	0	0	0	2	1	0	0	0	0	3	2	1.0	24	1	2	1.0	24	1250	2	0	0								0		
11414	1	14	114.0	1.0	2.0	14	3	0	0	0	0	0	0	2	2	1	0	0	0	4	2	1.0	24	2	2	1.0	24	500	2	1	1	2.5	15	300		2	1	3	0		
11415	1	14	114.0	1.0	2.0	13	1	0	0	0	0	0	0	0	0	0	0	0	0									450	2	1	0								0		
11415	1	14	114.0	1.0	2.0	14	1	0	0	0	0	0	0	0	0	2	1	1	0	4	3	0.5	15	4	3	1.0	23	450	2	1	0								1	1.0	23
11416	1	14	114.0	1.0	2.0	14	1	0	0	0	0	0	0	0	0	2	0	0	0	16	3	1.0	24					450	2	1	0								0		
11417	1	14	114.0	1.0	2.0	13	3	0	0	0	0	0	0	0	0	0	1	2	0	2	2	1.0	17	7	3	1.0	23	9150	2	1	0								1	1.0	22
11418	1	14	114.0	1.0	2.0	13	3	0	0	0	0	0	0	0	0	1	2	1	0	3	2	1.5	24	1	2	1.0	23	200	2	0	0								0		
11418	1	14	114.0	1.0	2.0	14	3	0	0	0	0	0	0	0	0	0	1	2	0	2	2	1.0	23	2	2	1.0	24	450	2	0	0								1	1.0	23
11419	1	14	114.0	1.0	2.0	13	3	0	0	0	0	0	0	0	0	0	2	1	0	2	2	1.0	23	2	2	1.0	24	400	2	1	0								0		
11420	1	14	114.0	1.0	2.0	13	3	0	0	0	0	0	0	0	0	1	2	0	0	4	2	1.5	24	3	2	1.0	24	300	2	0	0								0		
11502	1	15	115.0	1.0	1.0	13	3	0	0	0	0	0	0	0	0	0	2	1	0	2	2	1.0	23	1	2	1.0	24	80	2	0	0								0		
11502	1	15	115.0	1.0	1.0	14	3	0	0	0	0	0	0	0	2	1	1	1	0	4	2	1.0	24	2	2	1.0	24	200	2	0	0								1	1.5	23
11503	1	15	115.0	1.0	1.0	13	3	0	0	0	0	0	0	0	0	1	2	0	0	2	2	1.0	23	1	2	1.0	23	400	2	0	0								1	2.0	22
11504	1	15	115.0	1.0	1.0	13	3	0	0	0	0	0	0	0	0	1	2	0	0	5	2	1.0	24	4	3	1.0	24	300	2	0	0								1	1.0	22
11505	1	15	115.0	1.0	1.0	13	1	0	0	0	0	0	0	0	0	2	1	0	0	12	3	1.0	24	8	3	1.0	24	450	2	0	0								0		
11506	1	15	115.0	1.0	1.0	13	3	0	0	0	0	0	0	0	0	0	2	1	0	5	2	1.0	24	2	3	1.0	24	200	2	0	0								0		
11508	1	15	115.0	1.0	1.0	13	3	0	0	0	0	0	0	2	1	0	0	0	0	7	2	1.0	24	2	2	1.0	24	1800	2	1	0								0		
11508	1	15	115.0	1.0	1.0	14	3	0	0	0	0	0	0	0	2	1	0	0	0	4	2	1.0	24	2	2	1.0	24	1000	2	1	0								1	1.0	23
11510	1	15	115.0	1.0	1.0	13	3	0	0	0	0	0	0	0	0	0	2	1	0	3	2	1.5	24	2	2	1.0	24	300	2	0	0								0		
11511	1	15	115.0	1.0	1.0	13	1	0	0	0	0	0	0	0	0	2	1	0	0	8	3	1.0	24	4	3	1.0	24	640	2	1	0								0		
11512	1	15	115.0	1.0	1.0	13	1	0	0	0	0	0	0	0	0	2	2	1	0	5	2	1.0	24	2	2	1.0	24	250	2	1	0								0		
11512	1	15	115.0	1.0	1.0	14	1	0	0	0	0	0	0	0	0	0	1	2	0	16	3	1.0	23	16	3	1.0	24	400	2	1	0								1	1.0	23
11513	1	15	115.0	1.0	1.0	14	1	0	0	0	0	0	0	0	0	0	2	1	0	16	3	1.0	24	2	2	1.0	24	200	2	1	0								0		
11514	1	15	115.0	1.0	1.0	13	3	0	0	0	0	0	0	0	0	1	1	0	0					2	2	1.0	23	1700	2	0	0								0		
11514	1	15	115.0	1.0	1.0	14	3	0	0	0	0	0	0	0	0	1	1	1	0					2	2	1.0	24	1300	2	0	0								0		
11515	1	15	115.0	1.0	1.0	13	1	0	0	0	0	0	0	0	1	1	0	0	0					1	2	1.0	23	1100	2	0	0								0		
11515	1	15	115.0	1.0	1.0	14	1	0	0	0	0	0	0	1	1	0	0	0	0					2	2	1.0	24	400	2	0	0								0		
11516	1	15	115.0	1.0	1.0	14	1	0	0	0	0	0	0	0	0	0	2	0	0	16	3	1.0	23					280	2	1	0								1	3.0	24
11519	1	15	115.0	1.0	1.0	13	3	0	0	0	0	0	0	0	0	0	1	0	0					2	2	1.0	24	115	2	0	0								0		
11602	1	16	116.0	1.0	1.0	13	1	0	0	0	0	0	0	0	0	1	1	2	0	4	3	1.0	24	4	2	1.0	24	80	2	1	0								0		
11603	1	16	116.0	1.0	1.0	13	2	0	0	0	0	0	0	0	0	0	1	0	0					1	1	2.0	1	200	2	1	0								0		
11604	1	16	116.0	1.0	1.0	14	3	0	0	0	0	0	0	0	1	1	0	0	0					2	2	1.0	24	1720	2	0	0								0		
11606	1	16	116.0	1.0	1.0	13	1	0	0	0	0	0	0	0	2	0	0	0	0	6	3	1.0	24					400	2	0	0								0		
11606	1	16	116.0	1.0	1.0	14	1	0	0	0	0	0	0	0	0	0	2	1	0	9	3	1.0	24	4	3	1.0	24	600	2	1	0								1	1.0	24
11607	1	16	116.0	1.0	1.0	13	1	0	0	0	0	0	0	0	0	2	1	0	0	8	3	1.0	24	6	3	1.0	24	450	2	1	0								1	1.0	23
11608	1	16	116.0	1.0	1.0	13	1	0	0	0	0	0	0	0	0	0	2	1	0	20	3	1.0	24	16	3	1.0	24	650	2	1	0								1	1.0	23
11609	1	16	116.0	1.0	1.0	13	3	0	0	0	0	0	0	0	0	1	0	0	0					2	2	1.0	23	200	2	1	0								0		
11610	1	16	116.0	1.0	1.0	13	2	0	0	0	0	0	0	0	0	0	1	0	0					2	2	2.0	24	200	2	1	0								0		
11610	1	16	116.0	1.0	1.0	14	2	0	0	0	0	0	0	0	0	0	1	0	0					2	2	1.0	23	36	2	1	0								0		
11612	1	16	116.0	1.0	1.0	13	1	0	0	0	0	0	0	0	0	0	0	0	0									70	2	1	0								0		
11613	1	16	116.0	1.0	1.0	13	2	0	0	0	0	0	0	0	0	0	2	0	0	8	3	1.0	24					400	2	0	0								0		
11614	1	16	116.0	1.0	1.0	13	1	0	0	0	0	0	0	0	0	2	0	0	0	16	3	1.0	24					150	2	0	0								0		
11615	1	16	116.0	1.0	1.0	13	2	0	0	0	0	0	0	0	1	0	0	0	0					2	2	1.0	24	200	2	1	0								0		
11616	1	16	116.0	1.0	1.0	13	1	0	0	0	0	0	0	0	0	0	0	2	0	4	3	1.0	24					900	2	1	0								0		
11617	1	16	116.0	1.0	1.0	13	2	0	0	0	0	0	0	0	0	0	2	0	0	3	3	1.0	24					200	2	1	0								0		
11617	1	16	116.0	1.0	1.0	14	2	0	0	0	0	0	0	0	0	0	0	0	0									600	2	1	0								0		
11618	1	16	116.0	1.0	1.0	13	3	0	0	0	0	0	0	0	0	1	2	0	0	2	2	1.0	23	3	3	1.0	24	180	2	0	0								1	1.0	24
11618	1	16	116.0	1.0	1.0	14	3	0	0	0	0	0	0	0	0	2	1	0	0	1	2	1.0	23	1	2	1.0	24	120	2	0	0								0		
11619	1	16	116.0	1.0	1.0	13	3	0	0	0	0	0	0	0	0	0	2	0	0	3	2	1.0	24					600	2	1	0								0		
11620	1	16	116.0	1.0	1.0	13	1	0	0	0	0	0	0	0	0	2	0	0	0	6	3	1.0	24					400	2	0	0								0		
11620	1	16	116.0	1.0	1.0	14	1	0	0	0	0	0	0	0	0	0	2	1	0	8	3	1.0	24	6	3	1.0	24	600	2	0	0								1	1.0	22
11701	1	17	117.0	1.0	2.0	13	1	0	0	0	0	0	0	1	2	0	0	0	0	2	2	1.0	24	3	2	1.0	23	70	2	0	0								0		
11702	1	17	117.0	1.0	2.0	13	3	0	0	0	0	0	0	0	1	1	0	0	0					24	3	0.5	23	500	2	0	0								0		
11702	1	17	117.0	1.0	2.0	14	3	0	0	0	0	0	0	0	1	1	0	0	0					8	3	0.5	24	300	2	0	0								0		
11703	1	17	117.0	1.0	2.0	13	1	0	0	0	0	0	0	0	0	2	0	0	0	2	3	1.0	15					625	2	1	1	0.5	15		500	2	1	2	1	1.0	24
11703	1	17	117.0	1.0	2.0	14	1	0	0	0	0	0	0	0	2	0	0	0	0	3	3	1.0	15					700	2	1	1	1.0	15		1000	2	1	2	1	1.0	23
11704	1	17	117.0	1.0	2.0	13	1	0	0	0	0	0	0	0	2	0	0	0	0	4	3	1.5	21					420	2	1	0								1	0.5	21
11705	1	17	117.0	1.0	2.0	13	1	0	0	0	0	0	0	0	1	1	1	0	0					8	3	1.0	24	600	2	0	0								1	2.0	22
11706	1	17	117.0	1.0	2.0	13	1	0	0	0	0	0	0	0	0	2	0	0	0	2	3	3.0	15					115	2	1	0								1	2.0	24
11706	1	17	117.0	1.0	2.0	14	1	0	0	0	0	0	0	0	0	2	0	0	0	4	3	5.0	15					110	2	1	1	4.0	15		2000	2	3	3	0		
11707	1	17	117.0	1.0	2.0	13	3	0	0	0	0	0	0	1	1	1	0	0	0					21	3	4.0	1	1700	2	0	0								0		
11707	1	17	117.0	1.0	2.0	14	3	0	0	0	0	0	0	0	0	0	1	0	0					11	3	4.0	1	700	2	0	0								0		
11708	1	17	117.0	1.0	2.0	13	1	0	0	0	0	0	0	0	1	1	0	0	0					8	3	0.5	23	225	2	0	0								1	1.0	24
11708	1	17	117.0	1.0	2.0	14	1	0	0	0	0	0	0	0	0	0	0	0	0									175	2	0	0								0		
11709	1	17	117.0	1.0	2.0	14	1	0	0	0	0	0	0	0	0	0	2	0	0	8	3	1.0	22					300	2	0	0								1	0.5	22
11710	1	17	117.0	1.0	2.0	13	3	0	0	0	0	0	0	0	0	2	2	0	0	7	2	1.0	24					455	2	1	0								0		
11710	1	17	117.0	1.0	2.0	14	3	0	0	0	0	0	0	0	0	1	0	0	0					2	2	0.5	24	455	2	1	0								1	1.0	24
11711	1	17	117.0	1.0	2.0	13	1	0	0	0	0	0	0	0	0	2	1	0	0	1	2	1.0	22	1	2	1.0	24	750	2	0	0								1	0.5	15
11711	1	17	117.0	1.0	2.0	14	1	0	0	0	0	0	0	0	0	0	2	0	0	3	3	1.0	23					750	2	0	0								1	0.5	15
11712	1	17	117.0	1.0	2.0	13	1	0	0	0	0	0	0	1	0	0	0	0	0					8	4	8.0	24	56.25	2	1	0								1	20.0	2
11712	1	17	117.0	1.0	2.0	14	1	0	0	0	0	0	0	0	0	1	0	0	0					8	4	8.0	24	50	2	0	0								1	16.0	2
11713	1	17	117.0	1.0	2.0	13	1	0	0	0	0	0	0	0	1	0	0	0	0					8	4	8.0	23	600	2	1	0								1	1.0	23
11713	1	17	117.0	1.0	2.0	14	1	0	0	0	0	0	0	0	1	0	0	0	0					8	4	8.0	23	400	2	1	0								0		
11714	1	17	117.0	1.0	2.0	13	1	0	0	0	0	0	0	0	0	2	0	0	0	4	3	0.5	22					120	2	1	0								1	15.0	2
11715	1	17	117.0	1.0	2.0	13	3	0	0	0	0	0	0	0	2	1	0	0	0	1	1	1.0	24	1	1	2.0	25	180	2	0	1	2.0	15	1250		2	1	4	1	1.0	21
11716	1	17	117.0	1.0	2.0	13	3	0	0	0	0	0	2	1	0	0	0	0	0	3	2	1.0	22	2	2	1.0	24	1500	2	1	0								1	25.0	1
11717	1	17	117.0	1.0	2.0	13	3	0	0	0	0	0	0	0	0	2	0	0	0	20	3	0.5	24					50	2	0	0								0		
11718	1	17	117.0	1.0	2.0	13	1	0	0	0	0	0	0	0	2	2	0	0	0	3	2	1.0	21					465	2	1	0								1	1.0	17
11718	1	17	117.0	1.0	2.0	14	1	0	0	2	0	0	0	0	0	0	0	0	0	3	2	1.0	22					465	2	1	0								0		
11719	1	17	117.0	1.0	2.0	13	4	0	0	0	0	0	0	0	0	0	1	0	0					3	2	1.5	23	132	2	0	0								1	1.0	24
11719	1	17	117.0	1.0	2.0	14	1	0	0	0	0	0	0	0	0	1	1	0	0					1	2	1.5	23	1750	2	1	0								1	0.5	24
11801	1	18	118.0	1.0	1.0	13	2	0	0	0	0	0	0	0	0	2	0	0	0	3	3	1.0	22					3250	2	1	0								0		
11801	1	18	118.0	1.0	1.0	14	2	0	0	0	0	0	0	0	0	2	0	0	0	3	3	1.0	22					3750	2	1	0								0		
11803	1	18	118.0	1.0	1.0	13	2	0	0	0	0	0	0	0	0	1	1	0	0					3	2	1.0	24	500	2	0	0								0		
11803	1	18	118.0	1.0	1.0	14	2	0	0	0	0	0	0	0	1	1	1	1	0					3	2	1.0	24	500	2	0	0								0		
11804	1	18	118.0	1.0	1.0	13	1	0	0	0	0	0	0	0	0	2	0	0	0	16	3	1.0	24					350	2	1	0								0		
11806	1	18	118.0	1.0	1.0	13	1	0	0	0	0	0	0	0	0	2	0	0	0	4	3	1.0	17					200	2	1	0								0		
11806	1	18	118.0	1.0	1.0	14	1	0	0	0	0	0	0	0	0	0	2	0	0	8	3	1.0	22					800	2	1	1	2.0	15	500		2	1	3	0		
11807	1	18	118.0	1.0	1.0	13	1	0	0	0	0	0	0	0	2	0	0	0	0	4	3	1.0	21					120	2	1	0								0		
