district	village	villno	strno	group	hhid	g09	g10	g11	g12a	g12b	g12c	g12d	g13	g13a	g14	g14a	g15	g30	g40
2	4	204.0	2.0	2.0	20418	1	4	1	1	1	1	1	1	0			1	1	1
2	4	204.0	2.0	2.0	20419	1	4	1	0	0	1	1	3	0			1	1	0
2	5	205.0	2.0	1.0	20501	1	4	1	0	0	1	1	2	0			1	1	0
2	5	205.0	2.0	1.0	20502	1	3	1	0	1	1	1	1	0			1	1	1
2	5	205.0	2.0	1.0	20503	1	3	1	0	0	1	1	1	0			1	1	0
2	5	205.0	2.0	1.0	20504	1	4	1	1	1	1	1	2	0			1	1	1
2	5	205.0	2.0	1.0	20505	1	4	1	0	1	1	1	2	0			1	1	1
2	5	205.0	2.0	1.0	20506	1	4	1	0	0	1	1	2	0			1	1	0
2	5	205.0	2.0	1.0	20507	1	4	1	0	1	1	1	2	0			1	1	1
2	5	205.0	2.0	1.0	20509	1	4	1	0	0	0	1		0			1	0	0
2	5	205.0	2.0	1.0	20510	1	2	1	0	0	1	1	1	0			1	1	0
2	5	205.0	2.0	1.0	20511	1	4	1	0	1	1	1	3	0			1	1	1
2	5	205.0	2.0	1.0	20512	1	2	1	0	0	1	1	2	0			1	1	0
2	5	205.0	2.0	1.0	20515	1	3	1	0	1	1	1	3	0			1	1	1
2	5	205.0	2.0	1.0	20516	1	4	1	0	0	1	1	2	0			1	1	0
2	5	205.0	2.0	1.0	20517	1	4	1	0	1	1	1	3	0			1	1	1
2	5	205.0	2.0	1.0	20518	1	4	1	0	1	1	1	1	0			1	1	1
2	5	205.0	2.0	1.0	20519	1	4	1	0	1	1	1	1	0			1	1	1
2	5	205.0	2.0	1.0	20520	1	4	1	0	0	1	1	2	0			1	1	0
2	6	206.0	2.0	1.0	20601	1	2	1	0	1	0	0		1	19		0	0	1
2	6	206.0	2.0	1.0	20602	1	4	1	0	1	1	1	1	0			1	1	1
2	6	206.0	2.0	1.0	20603	1	4	1	0	0	1	0		1	2		0	1	0
2	6	206.0	2.0	1.0	20604	1	4	1	0	1	1	1	1	0			1	1	1
2	6	206.0	2.0	1.0	20607	1	4	1	0	0	1	0		1	11		0	1	0
2	6	206.0	2.0	1.0	20609	1	4	1	0	1	1	1	1	0			1	1	1
2	6	206.0	2.0	1.0	20610	1	3	1	0	0	0	1		0			1	0	0
2	6	206.0	2.0	1.0	20611	1	3	1	0	0	1	1	1	0			1	1	0
2	6	206.0	2.0	1.0	20612	1	4	1	0	0	0	1		0			1	0	0
2	6	206.0	2.0	1.0	20615	1	3	1	0	0	1	1	1	0			1	1	0
2	6	206.0	2.0	1.0	20616	1	4	1	0	0	1	1	1	0			1	1	0
2	6	206.0	2.0	1.0	20617	1	4	1	0	1	1	1	1	0			1	1	1
2	6	206.0	2.0	1.0	20618	1	4	1	0	0	1	1	2	0			1	1	0
2	6	206.0	2.0	1.0	20619	1	4	1	0	0	1	1	2	0			1	1	0
2	6	206.0	2.0	1.0	20620	1	4	1	0	1	1	1	2	0			1	1	1
2	7	207.0	2.0	2.0	20701	1	4	1	0	1	1	1	2	0			1	1	1
2	7	207.0	2.0	2.0	20702	1	4	1	0	1	1	1	2	0			1	1	1
2	7	207.0	2.0	2.0	20703	1	4	1	0	1	1	1	1	0			1	1	1
2	7	207.0	2.0	2.0	20704	1	4	1	1	1	1	1	1	0			1	1	1
2	7	207.0	2.0	2.0	20705	1	3	1	0	0	1	1	1	0			1	1	0
2	7	207.0	2.0	2.0	20706	1	3	1	0	1	1	1	1	0			1	1	1
2	7	207.0	2.0	2.0	20707	1	4	1	0	0	1	1	1	0			1	1	0
2	7	207.0	2.0	2.0	20708	1	4	1	1	1	1	1	2	0			1	1	1
2	7	207.0	2.0	2.0	20709	1	4	1	0	1	0	0		1	11		0	0	1
2	7	207.0	2.0	2.0	20710	1	3	1	0	0	1	0		1	11		0	1	0
2	7	207.0	2.0	2.0	20711	1	4	1	0	0	1	1	1	0			1	1	0
2	7	207.0	2.0	2.0	20712	1	4	1	1	1	1	0		1	3		0	1	1
2	7	207.0	2.0	2.0	20713	1	3	1	0	0	1	1	2	0			1	1	0
2	7	207.0	2.0	2.0	20714	1	4	1	1	1	1	1	1	0			1	1	1
2	7	207.0	2.0	2.0	20715	1	4	1	0	0	1	1	3	0			1	1	0
2	7	207.0	2.0	2.0	20716	1	4	1	0	1	1	1	1	0			1	1	1
2	7	207.0	2.0	2.0	20717	1	4	0											
2	7	207.0	2.0	2.0	20718	1	4	1	0	1	1	1	2	0			1	1	1
2	8	208.0	2.0	1.0	20801	1	3	1	0	0	1	1	3	0			1	1	0
2	8	208.0	2.0	1.0	20802	1	4	1	0	0	1	1	1	0			1	1	0
2	8	208.0	2.0	1.0	20803	1	4	1	0	1	1	1	1	0			1	1	1
2	8	208.0	2.0	1.0	20804	1	3	1	0	0	0	1		0			1	0	0
2	8	208.0	2.0	1.0	20805	1	4	1	0	1	1	1	3	0			1	1	1
2	8	208.0	2.0	1.0	20806	1	4	1	0	1	1	1	3	0			1	1	1
2	8	208.0	2.0	1.0	20807	1	3	1	0	0	1	1	2	0			1	1	0
2	8	208.0	2.0	1.0	20808	1	4	1	0	1	1	1	1	0			1	1	1
2	8	208.0	2.0	1.0	20809	1	3	1	0	0	1	1	1	0			1	1	0
2	8	208.0	2.0	1.0	20810	1	4	1	0	0	1	1	1	0			1	1	0
2	8	208.0	2.0	1.0	20811	1	4	1	0	1	1	1	1	0			1	1	1
2	8	208.0	2.0	1.0	20813	1	4	1	0	0	1	1	2	0			1	1	0
2	8	208.0	2.0	1.0	20814	1	4	1	0	0	1	1	3	0			1	1	0
2	8	208.0	2.0	1.0	20815	1	4	1	0	1	1	1	1	0			1	1	1
2	8	208.0	2.0	1.0	20816	1	2	1	0	0	1	1	4	0			1	1	0
2	8	208.0	2.0	1.0	20817	1	4	1	0	1	1	1	1	0			1	1	1
2	8	208.0	2.0	1.0	20818	1	4	1	0	1	1	1	1	0			1	1	1
2	8	208.0	2.0	1.0	20819	1	3	1	0	0	1	0		1	1		0	1	0
2	8	208.0	2.0	1.0	20820	1	4	1	0	0	1	1	1	0			1	1	0
2	9	209.0	2.0	3.0	20902	1	4	0											
2	9	209.0	2.0	3.0	20903	1	2	0											
2	9	209.0	2.0	3.0	20904	1	1	0											
2	9	209.0	2.0	3.0	20905	1	4	0											
2	9	209.0	2.0	3.0	20907	1	2	0											
2	9	209.0	2.0	3.0	20908	1	3	1	0	0	1	0		1	4		0	1	0
2	9	209.0	2.0	3.0	20909	1	2	0											
2	9	209.0	2.0	3.0	20910	1	2	0											
2	9	209.0	2.0	3.0	20914	1	3	0											
2	9	209.0	2.0	3.0	20915	1	4	1	0	0	1	0		1	1		0	1	0
2	9	209.0	2.0	3.0	20916	1	4	0											
2	9	209.0	2.0	3.0	20917	1	4	0											
2	9	209.0	2.0	3.0	20918	1	4	1	0	0	0	1		0			1	0	0
2	9	209.0	2.0	3.0	20919	1	4	0											
2	9	209.0	2.0	3.0	20920	1	3	0											
2	9	209.0	2.0	3.0	20921	1	4	1	0	0	1	0		1	4		0	1	0
3	1	301.0	3.0	2.0	30101	1	4	1	0	1	1	1	2	0			1	1	1
3	1	301.0	3.0	2.0	30102	1	4	1	1	1	0	0		1	1		0	0	1
3	1	301.0	3.0	2.0	30103	1	4	1	0	1	1	1	1	0			1	1	1
3	1	301.0	3.0	2.0	30104	1	4	1	0	1	1	1	2	0			1	1	1
3	1	301.0	3.0	2.0	30105	1	4	1	0	0	1	1	2	0			1	1	0
3	1	301.0	3.0	2.0	30106	1	4	1	0	1	1	1	1	0			1	1	1
3	1	301.0	3.0	2.0	30107	1	4	1	0	0	0	1		0			1	0	0
3	1	301.0	3.0	2.0	30108	1	4	1	0	1	1	0		1	1		0	1	1
3	1	301.0	3.0	2.0	30109	1	3	1	0	0	1	1	1	0			1	1	0
3	1	301.0	3.0	2.0	30110	1	4	1	0	1	1	1	1	0			1	1	1
3	1	301.0	3.0	2.0	30111	1	4	1	0	0	1	1	2	0			1	1	0
3	1	301.0	3.0	2.0	30112	1	4	1	0	1	1	1	1	0			1	1	1
3	1	301.0	3.0	2.0	30113	1	4	1	0	1	1	1	1	0			1	1	1
3	1	301.0	3.0	2.0	30115	1	4	1	0	0	1	1	1	0			1	1	0
3	1	301.0	3.0	2.0	30116	1	4	1	0	0	1	1	1	0			1	1	0
3	1	301.0	3.0	2.0	30117	1	4	1	0	0	1	1	1	0			1	1	0
3	1	301.0	3.0	2.0	30118	1	4	1	0	1	1	1	1	0			1	1	1
3	1	301.0	3.0	2.0	30119	1	2	1	0	0	1	1	1	0			1	1	0
3	1	301.0	3.0	2.0	30120	1	4	1	0	0	1	1	1	0			1	1	0
3	2	302.0	3.0	2.0	30201	1	4	1	0	0	1	1	1	0			1	1	0
3	2	302.0	3.0	2.0	30202	1	4	1	1	0	0	0		0			1	0	0
3	2	302.0	3.0	2.0	30203	1	4	1	0	0	1	1	1	0			1	1	0
3	2	302.0	3.0	2.0	30204	1	4	1	0	0	0	1		0			1	0	0
3	2	302.0	3.0	2.0	30205	1	4	1	0	1	1	1	1	0			1	1	1
3	2	302.0	3.0	2.0	30206	1	4	1	0	0	1	1	1	0			1	1	0
3	2	302.0	3.0	2.0	30207	1	4	1	0	1	1	1	2	0			1	1	1
3	2	302.0	3.0	2.0	30208	1	4	1	0	1	1	1	1	0			1	1	1
3	2	302.0	3.0	2.0	30209	1	4	1	0	0	1	1	1	0			1	1	0
3	2	302.0	3.0	2.0	30210	1	3	1	0	0	1	1	3	0			1	1	0
3	2	302.0	3.0	2.0	30212	1	4	1	0	0	1	1	1	0			1	1	0
3	2	302.0	3.0	2.0	30213	1	4	1	0	0	1	1	1	0			1	1	0
3	2	302.0	3.0	2.0	30214	1	4	1	0	1	1	1	1	0			1	1	1
3	2	302.0	3.0	2.0	30215	1	3	1	0	0	1	0		1	4		0	1	0
3	2	302.0	3.0	2.0	30216	1	4	1	0	0	1	1	2	0			1	1	0
3	2	302.0	3.0	2.0	30217	1	4	1	0	0	1	1	3	0			1	1	0
3	2	302.0	3.0	2.0	30218	1	4	1	0	1	1	1	2	0			1	1	1
3	2	302.0	3.0	2.0	30219	1	4	1	0	0	0	1		0			1	0	0
3	2	302.0	3.0	2.0	30220	1	4	1	0	0	1	1	1	0			1	1	0
3	3	303.0	3.0	1.0	30301	1	4	1	0	1	1	1	1	0			1	1	1
3	3	303.0	3.0	1.0	30302	1	4	1	0	1	1	1	3	0			1	1	1
3	3	303.0	3.0	1.0	30303	1	4	1	0	1	1	1	1	0			1	1	1
3	3	303.0	3.0	1.0	30304	1	4	1	0	0	1	1	1	0			1	1	0
3	3	303.0	3.0	1.0	30305	1	4	1	0	0	1	1	1	0			1	1	0
3	3	303.0	3.0	1.0	30306	1	4	1	0	1	0	0		1	1	2	0	0	1
3	3	303.0	3.0	1.0	30307	1	4	1	0	1	1	1	2	0			1	1	1
3	3	303.0	3.0	1.0	30308	1	4	1	0	1	1	1	1	0			1	1	1
3	3	303.0	3.0	1.0	30309	1	4	1	0	1	1	1	2	0			1	1	1
3	3	303.0	3.0	1.0	30310	1	4	1	0	0	1	1	3	0			1	1	0
3	3	303.0	3.0	1.0	30311	1	4	1	0	1	1	1	1	0			1	1	1
3	3	303.0	3.0	1.0	30312	1	4	1	0	1	1	0		1	4		0	1	1
3	3	303.0	3.0	1.0	30313	1	4	1	0	1	1	1	1	0			1	1	1
3	3	303.0	3.0	1.0	30315	1	4	1	0	0	1	1	3	0			1	1	0
3	3	303.0	3.0	1.0	30316	1	3	1	0	0	1	0		1	1		0	1	0
3	3	303.0	3.0	1.0	30317	1	4	1	0	0	1	1	1	0			1	1	0
3	3	303.0	3.0	1.0	30318	1	4	1	0	0	1	1	1	0			1	1	0
3	3	303.0	3.0	1.0	30319	1	4	1	0	0	1	1	1	0			1	1	0
3	4	304.0	3.0	3.0	30401	1	4	1	0	0	0	1		0			1	0	0
3	4	304.0	3.0	3.0	30402	1	4	0											
3	4	304.0	3.0	3.0	30403	1	3	0											
3	4	304.0	3.0	3.0	30404	1	4	1	1	0	0	0		0			1	0	0
3	4	304.0	3.0	3.0	30405	1	4	0											
3	4	304.0	3.0	3.0	30406	1	4	0											
3	4	304.0	3.0	3.0	30407	1	3	1	0	0	1	1	2	0			1	1	0
3	4	304.0	3.0	3.0	30408	1	4	0											
3	4	304.0	3.0	3.0	30409	1	4	0											
3	4	304.0	3.0	3.0	30410	1	4	0											
3	4	304.0	3.0	3.0	30411	1	4	0											
3	4	304.0	3.0	3.0	30412	1	4	0											
3	4	304.0	3.0	3.0	30413	1	4	0											
3	4	304.0	3.0	3.0	30414	1	4	0											
3	4	304.0	3.0	3.0	30415	1	4	0											
3	4	304.0	3.0	3.0	30416	1	4	0											
3	4	304.0	3.0	3.0	30417	1	4	0											
3	4	304.0	3.0	3.0	30419	1	4	0											
3	4	304.0	3.0	3.0	30420	1	4	1	0	0	0	1		0			1	0	0
3	5	305.0	3.0	3.0	30501	1	4	1	0	0	0	1		0			1	0	0
3	5	305.0	3.0	3.0	30502	1	3	0											
3	5	305.0	3.0	3.0	30503	1	4	0											
3	5	305.0	3.0	3.0	30504	1	4	0											
3	5	305.0	3.0	3.0	30505	1	4	0											
3	5	305.0	3.0	3.0	30506	1	4	0											
3	5	305.0	3.0	3.0	30507	1	4	0											
3	5	305.0	3.0	3.0	30508	1	4	0											
3	5	305.0	3.0	3.0	30509	1	3	0											
3	5	305.0	3.0	3.0	30510	1	4	0											
3	5	305.0	3.0	3.0	30512	1	4	0											
3	5	305.0	3.0	3.0	30513	1	4	0											
3	5	305.0	3.0	3.0	30515	1	3	0											
3	5	305.0	3.0	3.0	30516	1	4	0											
3	5	305.0	3.0	3.0	30517	1	3	0											
3	5	305.0	3.0	3.0	30518	1	3	1	0	0	1	1	2	0			1	1	0
3	5	305.0	3.0	3.0	30519	1	4	1	0	0	0	1		0			1	0	0
3	5	305.0	3.0	3.0	30520	1	4	0											
4	1	401.0	3.0	3.0	40101	1	4	1	0	1	1	1	1	0			1	1	1
4	1	401.0	3.0	3.0	40104	0													
1	4	101.0	1.0	3.0	40105	1	3	0											
4	1	401.0	3.0	3.0	40106	1	4	1	0	0	1	1	1	0			1	1	0
4	1	401.0	3.0	3.0	40107	1	2	0											
4	1	401.0	3.0	3.0	40108	1	4	1	0	0	0	1		0			1	0	0
4	1	401.0	3.0	3.0	40110	1	4	1	1	0	0	0		1	4		0	0	0
4	1	401.0	3.0	3.0	40111	1	4	1	1	1	1	1	1	0			1	1	1
4	1	401.0	3.0	3.0	40112	1	4	0											
4	1	401.0	3.0	3.0	40113	1	4	1	0	1	1	1	1	0			1	1	1
4	1	401.0	3.0	3.0	40114	1	4	0											
4	1	401.0	3.0	3.0	40115	1	4	1	0	0	0	1		0			1	0	0
4	1	401.0	3.0	3.0	40116	1	4	1	1	1	1	1	2	0			1	1	1
4	1	401.0	3.0	3.0	40117	1	4	0											
4	1	401.0	3.0	3.0	40118	1	4	0											
4	1	401.0	3.0	3.0	40119	1	3	0											
4	1	401.0	3.0	3.0	40120	1	3	0											
4	2	402.0	3.0	1.0	40201	1	4	1	0	1	1	1	2	0			1	1	1
4	2	402.0	3.0	1.0	40202	1	4	1	0	0	1	1	1	0			1	1	0
4	2	402.0	3.0	1.0	40203	1	4	1	0	0	1	1	1	0			1	1	0
4	2	402.0	3.0	1.0	40204	1	4	1	0	1	1	1	2	0			1	1	1
4	2	402.0	3.0	1.0	40205	1	4	1	0	0	1	1	1	0			1	1	0
4	2	402.0	3.0	1.0	40206	1	4	1	0	0	1	1	1	0			1	1	0
4	2	402.0	3.0	1.0	40207	1	4	1	0	1	1	1	1	0			1	1	1
4	2	402.0	3.0	1.0	40208	1	3	1	0	1	1	1	3	0			1	1	1
4	2	402.0	3.0	1.0	40209	1	4	1	0	0	1	1	1	0			1	1	0
4	2	402.0	3.0	1.0	40210	1	4	1	0	1	1	1	1	0			1	1	1
4	2	402.0	3.0	1.0	40211	1	3	1	0	1	0	0		1	12		0	0	1
4	2	402.0	3.0	1.0	40212	1	3	1	0	1	1	1	2	0			1	1	1
4	2	402.0	3.0	1.0	40213	1	4	1	0	0	1	0		1	4		0	1	0
4	2	402.0	3.0	1.0	40214	1	4	1	0	0	0	1		0			1	0	0
4	2	402.0	3.0	1.0	40215	1	4	1	0	0	1	0		1	4		0	1	0
4	2	402.0	3.0	1.0	40216	1	4	1	0	0	1	0		1	2		0	1	0
4	2	402.0	3.0	1.0	40217	1	3	1	0	0	1	1	1	0			1	1	0
4	2	402.0	3.0	1.0	40218	1	4	1	0	1	1	0		1	13		0	1	1
4	2	402.0	3.0	1.0	40219	1	4	1	0	1	0	1	1	1	2		1	0	1
4	3	403.0	3.0	1.0	40301	1	3	1	0	1	1	1	1	0			1	1	1
4	3	403.0	3.0	1.0	40302	1	4	1	0	1	1	1	1	0			1	1	1
4	3	403.0	3.0	1.0	40303	1	4	1	0	1	1	1	1	0			1	1	1
4	3	403.0	3.0	1.0	40304	1	4	1	0	0	1	0		1	2		0	1	0
4	3	403.0	3.0	1.0	40305	1	4	1	0	0	1	1	1	0			1	1	0
4	3	403.0	3.0	1.0	40306	1	4	1	0	1	1	0		1	1		0	1	1
4	3	403.0	3.0	1.0	40307	1	4	1	0	1	1	1	1	0			1	1	1
4	3	403.0	3.0	1.0	40308	1	4	1	0	1	1	1	1	0			1	1	1
4	3	403.0	3.0	1.0	40309	1	4	1	0	0	1	1	1	0			1	1	0
4	3	403.0	3.0	1.0	40310	1	4	1	0	1	1	1	1	0			1	1	1
4	3	403.0	3.0	1.0	40311	1	4	1	0	0	1	1	2	0			1	1	0
4	3	403.0	3.0	1.0	40312	1	4	1	0	1	1	1	1	0			1	1	1
4	3	403.0	3.0	1.0	40313	1	3	1	0	0	1	1	1	0			1	1	0
4	3	403.0	3.0	1.0	40314	1	4	1	0	0	1	1	1	0			1	1	0
4	3	403.0	3.0	1.0	40315	1	4	1	0	0	1	1	1	0			1	1	0
4	3	403.0	3.0	1.0	40316	1	3	1	0	0	1	1	1	0			1	1	0
4	3	403.0	3.0	1.0	40318	1	4	1	0	1	1	1	2	0			1	1	1
4	3	403.0	3.0	1.0	40319	1	4	1	0	1	1	1	2	0			1	1	1
4	3	403.0	3.0	1.0	40320	1	4	1	0	0	1	1	2	0			1	1	0
4	4	404.0	3.0	2.0	40401	1	4	1	0	0	1	1	3	0			1	1	0
4	4	404.0	3.0	2.0	40402	1	4	1	0	0	1	1	2	0			1	1	0
4	4	404.0	3.0	2.0	40403	1	4	1	0	1	1	1	1	0			1	1	1
4	4	404.0	3.0	2.0	40405	1	3	1	0	1	1	0		1	4		0	1	1
4	4	404.0	3.0	2.0	40406	1	4	1	0	1	1	1	1	0			1	1	1
4	4	404.0	3.0	2.0	40408	1	3	1	0	0	1	1	3	0			1	1	0
4	4	404.0	3.0	2.0	40409	1	4	1	0	1	1	0		1	1		0	1	1
4	4	404.0	3.0	2.0	40410	1	4	1	0	0	1	1	1	0			1	1	0
4	4	404.0	3.0	2.0	40411	1	4	1	0	0	1	1	2	0			1	1	0
4	4	404.0	3.0	2.0	40413	1	4	1	0	1	1	1	1	0			1	1	1
4	4	404.0	3.0	2.0	40414	1	4	1	0	1	1	1	1	0			1	1	1
4	4	404.0	3.0	2.0	40415	1	4	1	0	0	1	1	1	0			1	1	0
4	4	404.0	3.0	2.0	40416	1	4	1	0	0	1	0		1	1		0	1	0
4	4	404.0	3.0	2.0	40417	1	4	1	0	0	1	1	1	0			1	1	0
4	4	404.0	3.0	2.0	40419	1	4	1	0	1	1	1	1	0			1	1	1
1	1	101.0	1.0	3.0	10150	1	4	0										0	0
1	1	101.0	1.0	3.0	10151	1	4	0										0	0
1	1	101.0	1.0	3.0	10152	1	4	0										0	0
1	2	102.0	1.0	2.0	10250	1	4	1	0	1	1	1	1	0			1	1	1
1	2	102.0	1.0	2.0	10251	1	3	1	0	1	1	1	1	0			1	1	1
1	2	102.0	1.0	2.0	10260	1	4	1	0	0	1	1	1	0			1	1	0
1	2	102.0	1.0	2.0	10261	1	4	1	0	1	0	0		1	11		0	0	1
1	2	102.0	1.0	2.0	10262	1	4	1	0	1	1	1	2	0			1	1	1
1	2	102.0	1.0	2.0	10263	1	4	1	0	1	1	1	1	0			1	1	1
1	2	102.0	1.0	2.0	10264	1	2	1	0	0	0	1		0			1	0	0
1	2	102.0	1.0	2.0	10265	1	4	1	0	0	0	1		0			1	0	0
1	2	102.0	1.0	2.0	10266	1	4	1	0	0	1	1	1	0			1	1	0
1	2	102.0	1.0	2.0	10267	1	4	1	0	0	0	1		0			1	0	0
1	2	102.0	1.0	2.0	10268	1	4	1	0	1	1	1	2	0			1	1	1
1	2	102.0	1.0	2.0	10269	1	4	1	0	1	1	1	2	0			1	1	1
1	2	102.0	1.0	2.0	10270	1	4	1	0	1	0	0		1	2		0	0	1
1	3	103.0	1.0	2.0	10350	1	4	1	0	0	1	1	3	0			1	1	0
1	3	103.0	1.0	2.0	10351	1	4	1	0	1	0	0		1	4		0	0	1
1	3	103.0	1.0	2.0	10352	1	4	1	0	0	1	1	2	0			1	1	0
1	3	103.0	1.0	2.0	10360	1	4	1	0	0	0	1		0			1	0	0
1	3	103.0	1.0	2.0	10361	1	4	1	0	0	0	1		0			1	0	0
1	3	103.0	1.0	2.0	10362	1	4	1	0	0	0	1		0			1	0	0
1	3	103.0	1.0	2.0	10363	1	4	1	0	0	0	1		0			1	1	0
1	3	103.0	1.0	2.0	10364	1	4	1	0	0	1	1	2	0			1	1	0
1	3	103.0	1.0	2.0	10365	1	4	1	0	1	0	0		1	4		0	0	1
1	3	103.0	1.0	2.0	10366	1	4	1	0	1	1	1	1	0			1	1	1
1	3	103.0	1.0	2.0	10367	1	4	1	0	1	1	1	1	0			1	1	1
1	3	103.0	1.0	2.0	10368	1	4	1	0	1	1	0		1	5		0	1	1
1	3	103.0	1.0	2.0	10369	1	4	1	0	0	1	1	2	0			1	1	0
1	4	104.0	1.0	3.0	10450	1	4	0										0	0
1	4	104.0	1.0	3.0	10451	1	4	0										0	0
1	4	104.0	1.0	3.0	10452	1	4	0										0	0
1	5	105.0	1.0	3.0	10550	1	4	0										0	0
1	8	108.0	1.0	2.0	10551	1	4	1	0	0	0	1		0			1	0	0
1	5	105.0	1.0	3.0	10552	1	4	0										0	0
1	6	106.0	1.0	3.0	10650	1	4	0										0	0
1	6	106.0	1.0	3.0	10651	1	4	0										0	0
1	6	106.0	1.0	3.0	10652	1	3	0										0	0
1	7	107.0	1.0	3.0	10750	1	4	0										0	0
1	7	107.0	1.0	3.0	10751	1	4	0										0	0
1	7	107.0	1.0	3.0	10752	1	4	0										0	0
1	8	108.0	1.0	2.0	10850	1	4	1	0	0	1	1	1	0			1	1	0
1	8	108.0	1.0	2.0	10852	1	2	0										0	0
1	8	108.0	1.0	2.0	10860	1	4	1	0	0	0	1		0			1	0	0
1	8	108.0	1.0	2.0	10861	1	4	1	0	0	1	0		1	3		0	1	0
1	8	108.0	1.0	2.0	10862	1	4	1	0	0	1	0		1	6		0	1	0
1	8	108.0	1.0	2.0	10863	1	4	1	0	0	1	0		1	19		0	1	0
1	8	108.0	1.0	2.0	10864	1	4	1	0	0	1	0		1	4		0	1	0
1	8	108.0	1.0	2.0	10865	1	1	0										0	0
1	8	108.0	1.0	2.0	10866	1	4	1	0	0	1	0		1	2		0	1	0
1	8	108.0	1.0	2.0	10867	1	4	1	0	1	0	1	3	1	19		1	0	1
1	8	108.0	1.0	2.0	10868	1	4	1	0	0	0	1		0			1	0	0
1	8	108.0	1.0	2.0	10869	1	4	0										0	0
1	9	109.0	1.0	1.0	10950	1	4	1	0	1	0	0		1	2		0	0	1
1	9	109.0	1.0	1.0	10951	1	4	1	0	0	0	1		0			1	0	0
1	9	109.0	1.0	1.0	10952	1	4	0										0	0
1	9	109.0	1.0	1.0	10953	1	4	1	0	0	0	1		0			1	0	0
1	9	109.0	1.0	1.0	10960	1	4	1	0	0	1	1	1	0			1	1	0
1	9	109.0	1.0	1.0	10961	1	4	1	0	1	0	0		1	19		0	0	1
1	9	109.0	1.0	1.0	10962	1	4	1	0	0	0	1		0			1	0	0
1	9	109.0	1.0	1.0	10963	1	4	1	0	1	0	0		1	2		0	0	1
1	9	109.0	1.0	1.0	10964	1	4	1	0	0	0	1		0			1	0	0
1	9	109.0	1.0	1.0	10965	1	4	1	0	1	0	1	4	1	4		1	0	1
1	9	109.0	1.0	1.0	10966	1	4	1	0	1	1	1	2	0			1	1	1
1	9	109.0	1.0	1.0	10967	1	4	1	0	0	0	1		0			1	0	0
1	9	109.0	1.0	1.0	10968	1	4	1	0	1	1	1	2	0			1	1	1
1	9	109.0	1.0	1.0	10969	1	4	1	0	0	0	1		0			1	0	0
1	10	110.0	1.0	1.0	11050	1	4	1	0	0	0	1		0			1	0	0
1	10	110.0	1.0	1.0	11051	1	2	0										0	0
1	10	110.0	1.0	1.0	11052	1	4	0										0	0
1	10	110.0	1.0	1.0	11053	1	4	1	0	1	0	1	2	1	5		1	0	1
1	10	110.0	1.0	1.0	11054	1	4	1	0	0	0	1		0			1	0	0
1	10	110.0	1.0	1.0	11060	1	4	1	0	1	1	1	2	0			1	1	1
1	10	110.0	1.0	1.0	11061	1	4	1	0	1	1	1	1	0			1	1	1
1	10	110.0	1.0	1.0	11062	1	4	1	0	0	0	1		0			1	0	0
1	10	110.0	1.0	1.0	11063	1	4	1	0	0	1	1	1	0			1	1	0
1	10	110.0	1.0	1.0	11064	1	4	1	0	0	1	0		1	1		0	1	0
1	10	110.0	1.0	1.0	11065	1	4	1	0	0	1	1	2	0			1	1	0
1	10	110.0	1.0	1.0	11066	1	4	1	0	1	1	1	2	0			1	1	1
1	10	110.0	1.0	1.0	11067	1	4	1	0	0	0	1		0			1	0	0
1	10	110.0	1.0	1.0	11068	1	4	1	0	0	0	1		0			1	0	0
1	10	110.0	1.0	1.0	11069	1	3	1	0	1	0	0		1	3		0	0	1
1	10	110.0	1.0	1.0	11070	1	4	1	0	1	0	0		1	2		0	0	1
1	10	110.0	1.0	1.0	11071	1	4	1	0	0	1	1	2	0			1	1	0
1	10	110.0	1.0	1.0	11072	1	4	1	0	1	1	1	1	0			1	1	1
1	11	111.0	1.0	1.0	11150	1	4	1	0	1	1	1	3	0			1	1	1
1	11	111.0	1.0	1.0	11151	1	4	1	0	0	1	1	1	0			1	1	0
1	11	111.0	1.0	1.0	11152	1	4	1	0	0	1	1	1	0			1	1	0
1	11	111.0	1.0	1.0	11153	1	4	1	0	1	1	1	2	0			1	1	1
1	11	111.0	1.0	1.0	11154	1	4	0										0	0
1	11	111.0	1.0	1.0	11160	1	4	0										0	0
1	11	111.0	1.0	1.0	11161	1	4	1	0	1	1	1	1	0			1	1	1
1	11	111.0	1.0	1.0	11162	1	4	1	0	0	1	0		1	2		0	1	0
1	11	111.0	1.0	1.0	11163	1	4	1	0	1	1	1	1	0			1	1	1
1	11	111.0	1.0	1.0	11164	1	4	1	0	0	0	1		0			1	0	0
1	11	111.0	1.0	1.0	11165	1	4	1	0	1	1	1	3	0			1	1	1
1	11	111.0	1.0	1.0	11166	1	4	1	0	0	1	1	1	0			1	1	0
1	11	111.0	1.0	1.0	11167	1	3	1	0	0	0	1		0			1	0	0
1	11	111.0	1.0	1.0	11168	1	4	1	0	0	0	1		0			1	0	0
1	11	111.0	1.0	1.0	11169	1	4	1	0	0	1	1	1	0			1	1	0
1	12	112.0	1.0	2.0	11250	1	4	1	0	1	1	1	1	0			1	1	1
1	12	112.0	1.0	2.0	11251	1	4	1	0	0	0	1		0			1	0	0
1	12	112.0	1.0	2.0	11252	1	4	1	0	1	1	1	1	0			1	1	1
