district	village	villno	strno	group	hhid	i01	i02	i03	i04	i05	i06	i07	i07a	i07b	i08	i10	i11	i12	i13	i14	i15	i16	i17	i18	i19	i20	i21	i22	i23	i24	i25	i26	i27	i28	i29	i30
1	15	115.0	1.0	1.0	11513	0		1	8	8	1	1	3		1	1	8	1	0			1	1	2	1	1	1	0	0	0	1	2	1	0	0	0
1	15	115.0	1.0	1.0	11514	0		0		5	1	1	3		0	1	9	1	1	1	2	0											1	0	0	0
1	15	115.0	1.0	1.0	11515	0		1	6	1	1	1	3		0	1	9	1	1	0		0											1	0	0	0
1	15	115.0	1.0	1.0	11516	0		1	8	8	1	1	3		0	1	8	1	0			1	1	3	1	1	1	0	0	0	1	2	1	0	0	0
1	15	115.0	1.0	1.0	11517	0		0		2	1	1	3		0	1	9	1	0			0											2	0	0	0
1	15	115.0	1.0	1.0	11519	0		1	4	4	1	1	3		0	1	9	1	0			0											2	0	0	0
1	16	116.0	1.0	1.0	11601	1	3	1	1	1	1	1			0	1	9	1	1	1	1	0											1	0	0	0
1	16	116.0	1.0	1.0	11602	0		0		8	1	1	3		0	1	8	1	0			1	1	3	1	1	1	0	0	0	1	2	1	0	0	0
1	16	116.0	1.0	1.0	11603	0		1	5	1	1	1			0	1	4	1	1	1	3	1	1	5	3	0	1	0	0	0	0	1	2	0	0	0
1	16	116.0	1.0	1.0	11604	0		0		1	1	1	3		0	1	9	1	1	0		0											1	0	0	0
1	16	116.0	1.0	1.0	11606	1	3	1	1	1	1	1			0	1	9	1	0			1	1	1	1	0	1	0	1	0	0	1	1	0	0	0
1	16	116.0	1.0	1.0	11607	1	3	1	1	1	1	1			0	1	8	0				1	1	15	6	1	1	1	0	0	1	1	1	1	0	0
1	16	116.0	1.0	1.0	11608	0		1	8	8	1	1	3		0	1	8	1	0			1	1	3	1	1	1	0	1	0	1	2	1	0	0	0
1	16	116.0	1.0	1.0	11609	0		1	7	2	1	1			0	1	5	1	1	0		1	1	4	2	0	1	0	0	1	0	1	1	1	0	0
1	16	116.0	1.0	1.0	11610	1	6	0		2	1	1			0	1	7	1	1	1	3	1	0	5	2	0	1	0	0	1	0	1	2	0	0	0
1	16	116.0	1.0	1.0	11612	1	3	1	1	1	1	1			0	0		1	0			0											2	0	0	0
1	16	116.0	1.0	1.0	11613	0		1	1	1	1	1			0	1	9	1	0			1	1	1	1	0	1	0	1	0	0	2	1	0	0	0
1	16	116.0	1.0	1.0	11614	0		0		8	1	1	3		0	1	8	1	0			1	1	2	0	1	1	0	0	0	1	2	1	0	0	0
1	16	116.0	1.0	1.0	11615	0		0		2	1	1			0	1	7	1	1	1	3	1	0	2	2	0	1	0	0	0	0	2	2	0	0	0
1	16	116.0	1.0	1.0	11616	0		1	8	8	1	1	3		0	1	8	1	1	0		1	1	4	1	1	1	0	0	0	1	2	1	0	0	0
1	16	116.0	1.0	1.0	11617	1	3	1	1	1	1	1			1	1	9	1	1	0		1	1	3	1	0	1	0	1	0	1	1	2	0	0	0
1	16	116.0	1.0	1.0	11618	1	2	1	9	9	1	3			0	1	9	1	1	1	1	1	0	1	1	1	1	0	0	0	0	2	1	0	0	0
1	16	116.0	1.0	1.0	11619	0		1	9	9	1	3			0	1	9	1	1	1	1	1	0	2	1	1	0	0	0	0	0	2	1	0	0	0
1	16	116.0	1.0	1.0	11620	1	3	1	1	1	1	1			0	1	9	1	1	0		1	1	1	1	0	1	0	0	0	0	2	2	0	0	0
1	17	117.0	1.0	2.0	11701	0		1	9	9	0				0	1	9	1	1	1	1	1	0	1	1	1	1	0	0	0	0	2	2	0	0	0
1	17	117.0	1.0	2.0	11702	0		1	5	8	0				0	1	9	1	0			0											2	0	0	0
1	17	117.0	1.0	2.0	11703	0		1	9	9	1	1	3		1	1	9	1	0			1	1	2	1	1	0	1	0	0	0	2	1	0	0	0
1	17	117.0	1.0	2.0	11704	0		1	9	9	1	1			1	0		1	1	1	2	0											1	0	0	0
1	17	117.0	1.0	2.0	11705	0		0		9	1	3			1	1	8	1	1	1	2	1	1	2	2	1	1	0	1	0	1	2	1	1	1	0
1	17	117.0	1.0	2.0	11706	1	4	1	9	4	0				0	1	9	1	1	1	2	1	1	3	2	0	1	0	1	0	1	1	1	0	0	0
1	17	117.0	1.0	2.0	11707	1	3	0		8	1	1	3		1	1	8	1	0			1	1	2	2	1	0	0	1	0	0	2	3	0	0	0
1	17	117.0	1.0	2.0	11708	1	5	1	6	2	0				1	1	8	1	1	1	3	0											1	1	0	0
1	17	117.0	1.0	2.0	11709	0		1	4	4	1	1			1	0		1	0			0											9	0	0	0
1	17	117.0	1.0	2.0	11710	1	4	1	8	1	0				0	1	8	1	1	0		1	1	2	0	0	1	0	0	0	0	2	1	1	0	0
1	17	117.0	1.0	2.0	11711	1	6	1	9	9	1	3			0	1	9	1	1	1	1	1	1	1	1	1	1	0	0	0	0	2	1	1	0	0
1	17	117.0	1.0	2.0	11712	1	1	1	9	9	1	1	3		1	1	9	1	0			1	1	2	1	1	0	0	0	0	0	2	1	1	0	0
1	17	117.0	1.0	2.0	11713	0		1	2	2	1	1	3		1	0		1	0			1	1	3	1	1	0	0	1	0	0	2	1	0	0	0
1	17	117.0	1.0	2.0	11714	0		1	9	9	1	1			0	1	9	1	0			1	0	1	1	1	0	0	0	0	0	1	1	0	0	0
1	17	117.0	1.0	2.0	11715	1	5	0		5	1	1			1	1	2	3				1	1	2	1	0	1	0	1	0	1	1	1	0	0	0
1	17	117.0	1.0	2.0	11716	0		0		5	1	1			1	1	9	1	1	0		0											1	0	0	0
1	17	117.0	1.0	2.0	11717	0		0		4	1	1	3		1	1	8	1	1	0		1	1	4	4	0	1	0	1	0	1	2	2	1	0	0
1	17	117.0	1.0	2.0	11718	0		1	4	5	1	1			1	1	9	1	1	0		0											1	0	0	0
1	17	117.0	1.0	2.0	11719	0		0		9	1	1			0	0		1	1	0		1	0	1	0	0	1	0	1	0	0	2	9	0	0	0
1	18	118.0	1.0	1.0	11801	1	1	1	2	2	1	1			0	1	9	1	0			1	0	1	0	1	1	0	0	0	1	2	1	0	0	0
1	18	118.0	1.0	1.0	11803	0		0		1	1	3			0	0		0				0											2	0	0	0
1	18	118.0	1.0	1.0	11804	0		1	8	8	1	1	3		1	1	8	1	0			1	1	2	0	1	1	0	0	0	1	2	1	0	0	0
1	18	118.0	1.0	1.0	11805	0		0		4	1	1			1	0		1	0			0														
1	18	118.0	1.0	1.0	11806	0		1	9	9	1	1			0	1	9	1	0			1	0	1	1	1	1	0	0	0	0	1	3	0	0	0
1	18	118.0	1.0	1.0	11807	0		1	9	9	1	1			0	1	9	1	0			1	0	1	1	1	1	0	0	0	0	1	1	0	0	0
1	18	118.0	1.0	1.0	11808	0		1	9	7	1	1			1	1	9	1	1	1	1	1	1	2	0	0	1	0	1	1	1	2	1	0	0	0
1	18	118.0	1.0	1.0	11811	0		1	8	8	1	1	3		1	1	8	1	0			1	1	2	0	1	0	1	0	0	1	2	1	0	0	0
1	18	118.0	1.0	1.0	11812	0		1	9	9	1	1			1	1	9	1	0			1	0	2	1	1	1	0	0	0	0	1	1	0	0	0
1	18	118.0	1.0	1.0	11813	0		0		1	1	1	3		0	1	9	1	0			0											1	0	0	0
1	18	118.0	1.0	1.0	11814	0		0		9	0				0	1	9	1	1	0		1	0	2	0	1	0	0	0	0	1	2	3	0	0	0
1	18	118.0	1.0	1.0	11815	0		0		4	1	1			0	0		1	0			0											2	0	0	0
1	18	118.0	1.0	1.0	11816	0		0		99	1	1			0	1	8	1	0			1	1	1	1	1	0	0	0	0	0	2	3	0	0	0
1	18	118.0	1.0	1.0	11817	0		0		4	1	1			0	0		1	0			0											9	0	0	0
2	1	201.0	2.0	3.0	20101	0		0		1	1	2			1	0																				
2	1	201.0	2.0	3.0	20102	0		0		7	1	1			1	0																				
2	1	201.0	2.0	3.0	20103	0		0		1	0				0	0																				
2	1	201.0	2.0	3.0	20104	0		0		1	0				0	0																				
2	1	201.0	2.0	3.0	20105	0		0		7	0				0	0																				
2	1	201.0	2.0	3.0	20106	1	3	1	4	4	0				0	0																				
2	1	201.0	2.0	3.0	20107	1	4	1	8	7	1	2			0	1	1																			
2	1	201.0	2.0	3.0	20108	0		0		1	0				1	0																				
2	1	201.0	2.0	3.0	20109	0		1	8	8	0				1	0																				
2	1	201.0	2.0	3.0	20110	1	5	1	8	1	1	1			1	0																				
2	1	201.0	2.0	3.0	20111	0		0		2	0				0	0																				
2	1	201.0	2.0	3.0	20112	0		0		99	0				0	0																				
2	1	201.0	2.0	3.0	20113	0		0		4	0				0	0																				
2	1	201.0	2.0	3.0	20114	1	4	1	1	4	1	2			0	0																				
2	1	201.0	2.0	3.0	20115	1	6	1	11	11	1	2			1	0																				
2	1	201.0	2.0	3.0	20116	1	1	1	1	1	0				0	0																				
2	1	201.0	2.0	3.0	20117	0		0		2	0				0	0																				
2	1	201.0	2.0	3.0	20118	0		1	11	5	0				0	0																				
2	1	201.0	2.0	3.0	20119	0		0		4	0				1	0																				
2	1	201.0	2.0	3.0	20120	0		0		99	0				1	0																				
2	2	202.0	2.0	3.0	20201	0		0		6	0				1	1	8																			
2	2	202.0	2.0	3.0	20202	0		1	8	1	0				1	0																				
2	2	202.0	2.0	3.0	20203	1	3	0		1	0				0	1	10																			
2	2	202.0	2.0	3.0	20204	0		0		1	1	9			1	1	9																			
2	2	202.0	2.0	3.0	20205	1	4	1	3	4	0				1	0																				
2	2	202.0	2.0	3.0	20206	0		1	8	1	1	1			1	0																				
2	2	202.0	2.0	3.0	20207	0		0		7	0				0	0																				
2	2	202.0	2.0	3.0	20208	1	4	1	4	1	0				0	0																				
2	2	202.0	2.0	3.0	20209	0		0		5	0				0	0																				
2	2	202.0	2.0	3.0	20210	1	4	1	4	2	0				0	0																				
2	2	202.0	2.0	3.0	20211	0		0		1	0				0	1	8																			
2	2	202.0	2.0	3.0	20212	1	4	1	1	1	0				0	0																				
2	2	202.0	2.0	3.0	20213	0		0		1	0				0	0																				
2	2	202.0	2.0	3.0	20214	0		0		9	0				0	0																				
2	2	202.0	2.0	3.0	20215	1	4	1	8	8	1	2			0	0																				
2	2	202.0	2.0	3.0	20216	0		0		2	0				0	1	8																			
2	2	202.0	2.0	3.0	20217	0		0		99	1	9			1	0	0																			
2	2	202.0	2.0	3.0	20218	0		0		1	0				0	1	4																			
2	2	202.0	2.0	3.0	20219	1	3	1	8	2	1	2			1	1	8																			
2	2	202.0	2.0	3.0	20220	1	4	1	1	5	0				0	0																				
2	3	203.0	2.0	2.0	20301	1	3	1	9	2	0				1	1	9	1	1	1	1	1	1	2	1	0	1	0	1	0	0	1	1	0	0	0
2	3	203.0	2.0	2.0	20302	0		1	1	1	0				0	0		1	1	1	2	1	0	4	2	0	0	1	1	0	1	1	1	0	0	0
2	3	203.0	2.0	2.0	20303	0		0		2	0				1	1	8	1	1	1	1	1	1	2	2	1	1	0	0	0	0	1	1	0	0	0
2	3	203.0	2.0	2.0	20304	1	6	0		1	0				0	1	9	1	0			0											1	0	0	0
2	3	203.0	2.0	2.0	20305	0		0		9	1	1			1	1	9	1	1	0		1	0	4	0	1	0	0	0	0	1	2	1	1	0	0
2	3	203.0	2.0	2.0	20306	0		1	2	1	0				0	1	8	1	1	1	1	1	1	1	1	1	0	1	1	0	1	1	1	1	1	0
2	3	203.0	2.0	2.0	20307	0		1	1	1	0				0	1	9	1	0			1	1	2	1	1	0	0	0	0	0	1	9	0	0	0
2	3	203.0	2.0	2.0	20308	0		0		1	0				1	1	8	1	1	0		0											1	0	0	0
2	3	203.0	2.0	2.0	20309	0		0		1	0				1	1	9	1	1	1	1	0											1	0	0	0
2	3	203.0	2.0	2.0	20310	0		0		8	0				1	1	8	1	1	0		0											1	1	0	0
2	3	203.0	2.0	2.0	20311	1	4	1	1	1	1	2			1	1	8	1	1	1	1	1	1	3	0	0	0	0	0	0	0	2	1	1	0	0
2	3	203.0	2.0	2.0	20312	1	3	1	1	1	1	2			0	1	8	1	0			1	1	4	2	0	1	1	0	0	1	1	1	0	0	0
2	3	203.0	2.0	2.0	20313	1	6	1	8	8	1	2			1	1	8	1	1	0		1	1	2	0	0	0	0	0	0	0	2	1	1	0	0
2	3	203.0	2.0	2.0	20314	0		0		1	0				0	0		1	1	1	1	1	1	3	2	0	0	0	0	0	0	4	1	0	0	0
2	3	203.0	2.0	2.0	20315	0		0		9	0				0	1	9	1	0			1	1	4	0	1	1	0	0	0	1	2	1	1	0	0
2	3	203.0	2.0	2.0	20316	0		1	8	2	1	2			1	1	8	3				1	1	7	5	0	1	1	1	1	0	1	1	1	0	0
2	3	203.0	2.0	2.0	20317	0		1	9	9	0				1	1	9	1	1	1	1	1	1	5	1	1	1	0	0	0	1	2	1	0	0	0
2	3	203.0	2.0	2.0	20318	0		1	1	1	0				0	1	9	1	0			1	0	2	0	0	0	0	0	0	1	1	1	0	0	0
2	3	203.0	2.0	2.0	20319	0		1	5	2	0				0	1	9	1	0			1	0	1	0	0	0	0	1	0	1	1	1	0	0	0
2	3	203.0	2.0	2.0	20320	0		1	1	2	1	2			1	1	9	1	1	1	1	1	1	1	1	0	1	0	1	0	0	1	2	0	0	0
2	4	204.0	2.0	2.0	20401	0		1	2	2	1	2			1	1	8	1	1	1	2	1	1	10	2	1	1	0	1	0	1	1	1	1	0	0
2	4	204.0	2.0	2.0	20402	0		1	8	9	1	1			1	1	8	1	1	0		1	1	2	1	1	0	0	1	0	0	2	2	0	0	0
2	4	204.0	2.0	2.0	20403	0		0		99	0				0	1	8	1	0			1	1	1	0	0	1	0	1	0	1	1	1	0	0	0
2	4	204.0	2.0	2.0	20404	0		1	6	6	0				1	1	9	1	1	1	2	1	0	5	2	1	0	0	0	0	0	1	2	1	0	0
2	4	204.0	2.0	2.0	20405	1	3	0		1	0				1	1	1	1	1	1	1	1	0	1	1	0	1	0	1	0	0	1	2	0	0	0
2	4	204.0	2.0	2.0	20407	0		0		8	0				0	1	8	1	0			1	1	2	0	1	0	0	0	0	0	2	1	0	0	0
2	4	204.0	2.0	2.0	20408	0		0		2	0				0	1	8	1	1	1	1	1	1	2	1	1	1	0	0	0	1	1	1	0	0	0
2	4	204.0	2.0	2.0	20409	1	6	1	9	9	1	1			1	1	8	1	1	1	1	1	1	2	0	1	0	0	0	0	0	1	1	1	0	0
2	4	204.0	2.0	2.0	20410	1	4	1	8	1	1	3			1	1	9	1	0			1	0	1	0	1	0	0	0	0	0	1	1	0	0	0
2	4	204.0	2.0	2.0	20411	0		0		1	0				1	1	9	1	1	1	2	1	1	3	3	1	1	0	0	0	0	2	1	1	0	0
2	4	204.0	2.0	2.0	20412	0		1	8	9	0				1	1	10	1	0			1	0	6	1	0	0	0	1	0	1	1	2	1	0	0
2	4	204.0	2.0	2.0	20413	0		0		1	1	9			0	1	8	1	1	0		1	1	8	2	1	1	1	0	0	1	1	1	1	0	0
2	4	204.0	2.0	2.0	20414	0		0		1	0				1	0		1	0			0											2	0	0	0
2	4	204.0	2.0	2.0	20415	0		0		99	0				0	0		1	0			0											2	0	0	0
2	4	204.0	2.0	2.0	20416	0		1	1	2	0				1	1	9	1	1	1	3	1	1	4	1	1	1	0	0	0	0	1	1	1	0	0
2	4	204.0	2.0	2.0	20417	0		0		1	0				1	1	8	1	1	0		0											1	1	0	0
2	4	204.0	2.0	2.0	20418	1	6	1	9	9	1	3			0	1	9	1	1	1	3	1	1	6	1	1	1	1	1	1	1	2	1	1	0	0
2	4	204.0	2.0	2.0	20419	1	6	0		1	0				0	1	9	1	1	0		1	1	3	2	0	0	0	0	0	1	1	1	0	0	0
2	5	205.0	2.0	1.0	20501	0		0		2	0				1	1	2	1	1	1	1	1	0	2	1	0	0	1	1	0	0	1	2	0	0	0
2	5	205.0	2.0	1.0	20502	1	3	1	1	1	0				0	1	9	1	0			1	0	2	2	0	1	0	0	0	1	1	1	0	0	0
2	5	205.0	2.0	1.0	20503	0		1	8	4	0				1	1	9	1	0			1	1	3	2	0	1	0	0	0	0	1	1	0	0	0
2	5	205.0	2.0	1.0	20504	0		0		1	1	3			0	1	8	1	1	1	3	1	1	2	1	1	1	1	0	0	1	2	1	1	0	0
2	5	205.0	2.0	1.0	20505	0		1	4	4	0				1	1	9	1	1	1	2	1	1	4	2	1	0	0	0	0	0	1	1	0	0	0
2	5	205.0	2.0	1.0	20506	0		0		1	0				1	0		1	1	0		0											1	0	0	0
2	5	205.0	2.0	1.0	20507	1	4	1	1	6	0				0	1	8	1	1	1	3	1	1	2	1	1	0	0	0	1	1	1	1	0	0	0
2	5	205.0	2.0	1.0	20509	0		1	9	9	0				1	1	9	1	0			1	0	2	1	1	1	0	0	0	1	1	1	1	1	0
2	5	205.0	2.0	1.0	20510	0		0		1	1	1			1	0		1	1	1	2	1	1	2	2	1	1	0	0	0	0	2	1	1	0	0
2	5	205.0	2.0	1.0	20511	0		0		2	0				1	1	8	1	1	0		1	1	2	1	0	1	0	0	0	0	2	1	1	1	0
2	5	205.0	2.0	1.0	20512	0		1	4	1	0				0	1	8	1	1	1	1	1	1	2	1	1	1	0	0	1	1	1	2	0	0	0
2	5	205.0	2.0	1.0	20515	1	6	1	1	1	0				0	1	8	1	1	1	1	1	1	5	2	1	0	0	1	1	1	1	1	1	1	0
2	5	205.0	2.0	1.0	20516	0		0		2	0				1	1	8	1	1	0		0											1	1	1	0
2	5	205.0	2.0	1.0	20517	1	5	1	6	4	0				0	1	9	1	0			0											1	0	0	0
2	5	205.0	2.0	1.0	20518	0		1	8	9	0				0	1	8	1	0			1	1	3	1	1	1	0	0	0	1	2	1	0	0	0
2	5	205.0	2.0	1.0	20519	0		1	8	2	0				1	1	9	1	1	1	2	1	1	2	1	1	1	0	1	1	0	1	1	0	0	0
2	5	205.0	2.0	1.0	20520	1	4	0		9	0				1	1	9	1	1	0		1	1	2	0	1	0	0	0	0	0	2	1	0	0	0
2	6	206.0	2.0	1.0	20601	0		0		99	0				0	0		1	1	0		1	1	1	0	1	0	0	0	0	0	2	1	0	0	0
2	6	206.0	2.0	1.0	20602	0		0		2	0				0	0		1	1	1	1	0											1	0	0	0
2	6	206.0	2.0	1.0	20603	0		1	1	1	0				1	0		1	1	0		0											3	0	0	0
2	6	206.0	2.0	1.0	20604	1	4	1	1	1	0				1	1	9	1	1	0		1	1	1	1	0	1	0	0	0	0	1	3	0	0	0
2	6	206.0	2.0	1.0	20607	0		0		9	0				1	1	9	1	1	0		1	1	4	0	1	0	0	0	0	0	2	1	1	1	0
2	6	206.0	2.0	1.0	20609	0		1	8	2	1	2			1	1	8	1	1	1	2	1	1	2	1	1	1	0	0	0	0	1	1	1	0	0
2	6	206.0	2.0	1.0	20610	0		1	1	1	0				0	1	9	1	0			1	1	1	1	1	0	0	0	0	0	1	2	0	0	0
2	6	206.0	2.0	1.0	20611	0		0		1	0				0	1	9	1	1	1	1	1	1	3	1	0	0	0	1	1	1	1	1	0	0	0
2	6	206.0	2.0	1.0	20612	0		0		2	0				0	1	9	1	0			1	1	2	1	1	1	0	1	0	1	2	1	1	0	0
2	6	206.0	2.0	1.0	20615	0		0		1	0				1	1	9	1	1	0		1	1	2	0	1	0	0	0	0	0	2	1	0	0	0
2	6	206.0	2.0	1.0	20616	1	3	0		9	0				0	1	9	1	1	0		1	1	2	0	1	0	0	0	0	0	1	2	0	0	0
2	6	206.0	2.0	1.0	20617	0		1	8	8	1	2			1	1	8	1	0			1	1	2	1	1	1	0	0	1	0	1	1	1	0	0
2	6	206.0	2.0	1.0	20618	0		0		1	0				0	1	8	1	0			0											1	0	0	0
2	6	206.0	2.0	1.0	20619	0		0		1	0				0	1	9	1	1	1	2	0											1	0	0	0
2	6	206.0	2.0	1.0	20620	1	5	1	1	1	0				1	1	9	1	0			1	1	6	2	0	1	0	0	0	0	1	1	0	0	0
2	7	207.0	2.0	2.0	20701	1	4	1	8	8	1	2			1	1	8	1	1	1	1	1	1	1	0	0	1	0	1	0	0	1	2	1	0	0
2	7	207.0	2.0	2.0	20702	0		1	9	2	0				1	1	9	1	1	0		1	0	1	0	0	1	0	0	0	0	1	1	1	0	0
2	7	207.0	2.0	2.0	20703	0		0		9	0				1	1	9	1	0			1	1	2	0	1	1	0	0	0	0	1	2	1	0	0
2	7	207.0	2.0	2.0	20704	1	3	1	1	1	0				0	1	9	1	1	1	2	1	0	3	1	0	0	0	0	0	1	1	1	0	0	0
2	7	207.0	2.0	2.0	20705	0		0		2	0				1	1	9	1	1	1	1	1	1	3	1	1	1	0	0	0	0	1	1	0	0	0
2	7	207.0	2.0	2.0	20706	0		0		1	0				0	1	8	1	0			1	1	3	2	1	0	1	0	1	0	2	1	1	1	0
2	7	207.0	2.0	2.0	20707	0		0		9	0				0	1	9	1	0			1	1	2	0	1	0	0	0	0	0	2	2	0	0	0
2	7	207.0	2.0	2.0	20708	0		0		1	0				0	1	9	1	0			1	1	3	2	1	0	0	0	0	0	1	1	1	1	0
2	7	207.0	2.0	2.0	20709	0		1	4	4	0				0	1	8	1	1	0		1	1	8	2	1	0	0	0	0	1	1	1	0	0	0
2	7	207.0	2.0	2.0	20710	1	6	1	6	5	0				0	0		1	1	0		1	1	1	1	1	1	0	0	0	0	1	1	1	0	0
2	7	207.0	2.0	2.0	20711	0		0		1	0				0	1	8	1	1	1	2	1	1	5	2	1	0	0	1	1	1	2	1	0	0	0
2	7	207.0	2.0	2.0	20712	0		1	1	1	0				0	1	8	1	1	0		1	1	2	1	1	0	1	1	0	0	1	1	0	0	0
2	7	207.0	2.0	2.0	20713	0		0		1	0				1	1	9	1	1	1	2	1	1	2	1	1	0	0	0	0	0	1	1	0	0	0
2	7	207.0	2.0	2.0	20714	1	3	1	1	1	0				0	1	9	1	1	0		1	0	4	2	0	1	1	1	0	1	1	1	0	0	0
2	7	207.0	2.0	2.0	20715	0		0		2	1	3			1	1	9	1	1	1	2	1	1	10	2	1	1	0	0	0	0	1	1	1	0	0
2	7	207.0	2.0	2.0	20716	0		0		9	0				0	1	8	1	0			1	1	5	1	1	0	0	0	0	0	2	1	0	0	0
2	7	207.0	2.0	2.0	20717	0		1	1	1	0				0	0		0				0											2	0	0	0
2	7	207.0	2.0	2.0	20718	1	11	0		2	1	1			1	1	8	1	1	1	1	1	1	1	0	1	0	0	1	0	1	2	1	1	0	0
2	8	208.0	2.0	1.0	20801	0		0		2	0				0	1	8	1	0			0											2	0	0	0
2	8	208.0	2.0	1.0	20802	0		0		1	0				0	1	9	1	1	1	3	1	0	4	2	1	0	0	1	0	1	1	1	0	0	0
2	8	208.0	2.0	1.0	20803	0		1	9	2	0				1	1	9	1	0			1	1	2	1	0	1	1	0	0	1	1	1	0	0	0
2	8	208.0	2.0	1.0	20804	1	4	1	4	1	0				1	1	8	1	0			1	1	1	0	1	0	1	0	0	1	1	1	1	0	0
2	8	208.0	2.0	1.0	20805	1	3	1	1	1	0				1	1	8	1	0			0											1	0	0	0
2	8	208.0	2.0	1.0	20806	0		0		2	0				1	0		0				0											3	0	0	0
2	8	208.0	2.0	1.0	20807	0		0		1	0				0	0		0				0											1	0	0	0
2	8	208.0	2.0	1.0	20808	0		1	9	2	0				1	1	9	1	0			0											1	0	0	0
2	8	208.0	2.0	1.0	20809	1	6	1	1	1	0				0	0		1	1	1	2	0											1	0	0	0
2	8	208.0	2.0	1.0	20810	0		1	9	9	0				1	1	9	1	1	0		0											1	0	0	0
2	8	208.0	2.0	1.0	20811	0		0		1	0				0	1	9	1	0			1	0	3	1	1	0	0	0	1	1	1	1	0	0	0
2	8	208.0	2.0	1.0	20813	1	3	1	1	1	0				0	0		1	1	1	2	0											1	0	0	0
2	8	208.0	2.0	1.0	20814	0		0		9	0				0	1	8	1	1	1	1	1	1	3	1	1	0	0	0	0	1	2	1	1	0	0
2	8	208.0	2.0	1.0	20815	0		1	8	9	0				0	1	8	1	1	1	1	1	1	3	1	1	1	0	0	0	1	2	1	1	0	0
2	8	208.0	2.0	1.0	20816	1	4	1	1	1	0				0	1	9	1	1	0		1	1	1	1	1	0	1	0	0	1	1	1	0	0	0
2	8	208.0	2.0	1.0	20817	0		0		2	0				0	0		0				0											1	0	0	0
2	8	208.0	2.0	1.0	20818	0		0		9	0				0	1	9	1	1	1	1	1	1	1	1	1	0	0	0	0	0	2	1	0	0	0
2	8	208.0	2.0	1.0	20819	0		0		1	0				0	1	9	1	0			0											1	0	0	0
2	8	208.0	2.0	1.0	20820	0		0		1	0				0	1	9	1	1	1	1	1	0	6	2	0	1	1	1	0	1	1	1	0	0	0
2	9	209.0	2.0	3.0	20902	0		0		1	0				0	0																				
2	9	209.0	2.0	3.0	20903	0		0		1	0				0	0																				
2	9	209.0	2.0	3.0	20904	0		0		1	0				0	0																				
2	9	209.0	2.0	3.0	20905	1	3	1	2	1	0				0	0																				
2	9	209.0	2.0	3.0	20907	0		0		1	0				1	0																				
2	9	209.0	2.0	3.0	20908	0		0		7	0				1	0																				
2	9	209.0	2.0	3.0	20909	0		0		2	0				1	0																				
2	9	209.0	2.0	3.0	20910	0		0		2	0				1	0																				
2	9	209.0	2.0	3.0	20914	0		0		2	0				0	0																				
2	9	209.0	2.0	3.0	20915	1	3	0		2	1	1			1	0																				
2	9	209.0	2.0	3.0	20916	1	4	1	5	5	0				1	1	8																			
2	9	209.0	2.0	3.0	20917	0		1	1	1	0				0	0																				
2	9	209.0	2.0	3.0	20918	0		0		7	0				0	0																				
2	9	209.0	2.0	3.0	20919	0		0		1	0				1	0																				
2	9	209.0	2.0	3.0	20920	0		0		7	0				1	0																				
2	9	209.0	2.0	3.0	20921	0		0		99	0				0	0																				
3	1	301.0	3.0	2.0	30101	1	3	0		1	1	2			0	1	8	1	1	1	1	1	1	2	0	1	0	0	0	0	1	1	1	1	0	0
3	1	301.0	3.0	2.0	30102	0		0		2	0				0	1	9	1	1	0		1	1	2	0	0	1	0	0	0	0	1	1	1	0	0
3	1	301.0	3.0	2.0	30103	0		0		9	0				0	1	9	1	0			1	1	3	1	1	1	0	0	0	1	1	3	1	0	0
3	1	301.0	3.0	2.0	30104	1	5	0		2	0				0	1	8	1	1	1	1	1	1	3	1	1	1	0	1	0	1	2	1	0	0	0
3	1	301.0	3.0	2.0	30105	0		0		9	0				1	1	9	1	1	0		1	1	3	0	1	1	0	0	0	0	2	1	0	0	0
3	1	301.0	3.0	2.0	30106	1	5	0		9	0				1	1	9	1	0			1	1	3	0	1	0	0	0	0	1	2	2	1	0	0
3	1	301.0	3.0	2.0	30107	1	4	0		2	0				0	1	8	1	0			1	1	2	1	0	0	0	0	0	1	1	1	0	0	0
3	1	301.0	3.0	2.0	30108	0		0		2	0				0	1	8	1	0			1	1	1	0	0	1	0	0	0	0	2	2	0	0	0
3	1	301.0	3.0	2.0	30109	0		1	1	2	0				0	1	9	1	0			1	0	4	2	0	1	0	1	0	1	1	2	1	0	0
3	1	301.0	3.0	2.0	30110	0		0		4	0				1	1	8	1	0			1	1	5	2	1	1	0	0	0	1	2	1	1	0	0
3	1	301.0	3.0	2.0	30111	0		1	4	1	1	1	3		1	1	9	1	0			1	0	1	1	1	1	0	0	0	0	9	3	0	0	0
3	1	301.0	3.0	2.0	30112	0		0		5	0				1	1	8	1	0			1	1	1	0	1	1	0	0	0	1	1	1	1	0	0
3	1	301.0	3.0	2.0	30113	0		1	1	1	0				0	1	8	1	1	1	1	1	1	4	1	0	1	0	0	0	1	1	2	1	0	0
3	1	301.0	3.0	2.0	30115	0		1	5	4	0				0	1	8	1	0			1	1	2	0	0	1	0	0	0	1	1	1	0	0	0
3	1	301.0	3.0	2.0	30116	0		1	9	1	0				0	1	9	1	1	1	3	1	0	5	3	0	1	0	1	0	1	1	1	1	0	0
3	1	301.0	3.0	2.0	30117	0		0		5	0				0	1	9	1	1	1	2	1	1	4	1	1	1	0	0	0	0	1	1	0	0	0
