district	village	villno	strno	group	hhid	codigo	d01	d02	d03	d04	d05	d06
1	13	113.0	1.0	3.0	11316	201	1		2	6	0	
1	13	113.0	1.0	3.0	11316	202	1		2	7	0	
1	13	113.0	1.0	3.0	11316	203	1		2	1	0	
1	13	113.0	1.0	3.0	11317	201	1		1	4	0	
1	13	113.0	1.0	3.0	11317	211	1		1	2	0	
1	13	113.0	1.0	3.0	11318	201	1		1	2	0	
1	13	113.0	1.0	3.0	11318	211	1		1	1	0	
1	14	114.0	1.0	2.0	11401	201	1		1	5	0	
1	14	114.0	1.0	2.0	11401	211	1		2	2	0	
1	14	114.0	1.0	2.0	11402	201	1		2	8	1	0
1	14	114.0	1.0	2.0	11402	202	1		1	4	0	
1	14	114.0	1.0	2.0	11403	201	1		1	3	0	
1	14	114.0	1.0	2.0	11404	201	1		1	7	1	0
1	14	114.0	1.0	2.0	11404	202	1		2	5	0	
1	14	114.0	1.0	2.0	11405	201	1		2	9	1	1
1	14	114.0	1.0	2.0	11405	202	1		2	7	1	0
1	14	114.0	1.0	2.0	11405	203	1		1	5	1	0
1	14	114.0	1.0	2.0	11405	211	1		2	2	0	
1	14	114.0	1.0	2.0	11406	201	1		1	7	0	
1	14	114.0	1.0	2.0	11406	202	1		1	4	0	
1	14	114.0	1.0	2.0	11406	211	1		2	1	0	
1	14	114.0	1.0	2.0	11407	201	1		2	7	0	
1	14	114.0	1.0	2.0	11407	202	1		1	5	0	
1	14	114.0	1.0	2.0	11407	211	1		2	1	0	
1	14	114.0	1.0	2.0	11408	201	1		1	6	1	0
1	14	114.0	1.0	2.0	11408	202	1		1	4	0	
1	14	114.0	1.0	2.0	11408	211	1		1	1	0	
1	14	114.0	1.0	2.0	11409	201	1		1	4	0	
1	14	114.0	1.0	2.0	11409	202	1		1	2	0	
1	14	114.0	1.0	2.0	11410	201	1		2	5	1	0
1	14	114.0	1.0	2.0	11410	202	1		2	4	0	
1	14	114.0	1.0	2.0	11411	201	1		2	8	1	0
1	14	114.0	1.0	2.0	11411	202	1		2	2	0	
1	14	114.0	1.0	2.0	11412	201	1		2	7	0	
1	14	114.0	1.0	2.0	11412	202	1		1	4	0	
1	14	114.0	1.0	2.0	11412	211	1		2	2	0	
1	14	114.0	1.0	2.0	11413	201	1		2	3	1	0
1	14	114.0	1.0	2.0	11413	202	1		1	2	0	
1	14	114.0	1.0	2.0	11414	201	1		2	2	0	
1	14	114.0	1.0	2.0	11415	201	1		2	7	1	0
1	14	114.0	1.0	2.0	11415	202	1		1	5	0	
1	14	114.0	1.0	2.0	11416	201	1		1	7	1	0
1	14	114.0	1.0	2.0	11416	202	1		2	6	0	
1	14	114.0	1.0	2.0	11416	203	1		1	4	0	
1	14	114.0	1.0	2.0	11416	211	1		2	2	0	
1	14	114.0	1.0	2.0	11417	201	1		1	6	1	0
1	14	114.0	1.0	2.0	11417	202	1		2	5	0	
1	14	114.0	1.0	2.0	11417	211	1		1	2	0	
1	14	114.0	1.0	2.0	11418	201	1		1	8	1	3
1	14	114.0	1.0	2.0	11418	202	1		1	6	1	0
1	14	114.0	1.0	2.0	11418	211	1		2	2	0	
1	14	114.0	1.0	2.0	11419	201	1		2	5	0	
1	14	114.0	1.0	2.0	11419	211	1		2	2	0	
1	15	115.0	1.0	1.0	11502	201	1		2	4	0	
1	15	115.0	1.0	1.0	11502	211	1		2	1	0	
1	15	115.0	1.0	1.0	11504	201	1		2	4	0	
1	15	115.0	1.0	1.0	11504	211	1		1	1	0	
1	15	115.0	1.0	1.0	11505	201	1		2	5	0	
1	15	115.0	1.0	1.0	11505	202	1		2	3	0	
1	15	115.0	1.0	1.0	11505	211	1		2	2	0	
1	15	115.0	1.0	1.0	11506	201	1		1	7	0	
1	15	115.0	1.0	1.0	11506	211	1		1	1	0	
1	15	115.0	1.0	1.0	11507	201	1		1	6	1	0
1	15	115.0	1.0	1.0	11507	202	1		1	3	0	
1	15	115.0	1.0	1.0	11508	201	1		2	7	0	
1	15	115.0	1.0	1.0	11508	202	1		1	5	0	
1	15	115.0	1.0	1.0	11508	211	1		2	1	0	
1	15	115.0	1.0	1.0	11510	201	1		1	5	0	
1	15	115.0	1.0	1.0	11510	202	1		1	1	0	
1	15	115.0	1.0	1.0	11510	211	1		1	1	0	
1	15	115.0	1.0	1.0	11511	201	1		1	5	0	
1	15	115.0	1.0	1.0	11511	211	1		2	1	0	
1	15	115.0	1.0	1.0	11512	201	1		1	6	0	
1	15	115.0	1.0	1.0	11512	202	1		2	3	0	
1	15	115.0	1.0	1.0	11513	201	0	2	1	5	0	
1	15	115.0	1.0	1.0	11513	202	1		1	3	0	
1	15	115.0	1.0	1.0	11513	211	1		2	1	0	
1	15	115.0	1.0	1.0	11514	201	1		1	5	0	
1	15	115.0	1.0	1.0	11514	202	1		1	4	0	
1	15	115.0	1.0	1.0	11514	211	1		1	1	0	
1	15	115.0	1.0	1.0	11515	201	1		1	5	1	0
1	15	115.0	1.0	1.0	11515	202	1		1	4	0	0
1	15	115.0	1.0	1.0	11515	211	1		2	2	0	
1	15	115.0	1.0	1.0	11516	201	1		1	9	1	0
1	15	115.0	1.0	1.0	11516	202	0	3	2	4		
1	15	115.0	1.0	1.0	11517	201	1		1	5	0	
1	15	115.0	1.0	1.0	11517	211	1		1	2	0	
1	15	115.0	1.0	1.0	11519	201	1		2	4	0	
1	15	115.0	1.0	1.0	11519	202	1		2	4	0	
1	15	115.0	1.0	1.0	11519	211	1		1	1	0	
1	16	116.0	1.0	1.0	11601	201	1		2	4	0	
1	16	116.0	1.0	1.0	11601	211	1		2	1	0	
1	16	116.0	1.0	1.0	11602	201	1		2	6	0	
1	16	116.0	1.0	1.0	11602	202	1		1	3	0	
1	16	116.0	1.0	1.0	11602	211	1		1	1	0	
1	16	116.0	1.0	1.0	11603	201	1		1	6	0	
1	16	116.0	1.0	1.0	11603	202	1		1	5	0	
1	16	116.0	1.0	1.0	11603	211	1		1	2	0	
1	16	116.0	1.0	1.0	11604	201	1		2	4	0	
1	16	116.0	1.0	1.0	11606	201	1		1	5	0	
1	16	116.0	1.0	1.0	11606	211	1		2	3	0	
1	16	116.0	1.0	1.0	11607	201	1		1	4	0	
1	16	116.0	1.0	1.0	11607	211	1		2	1	0	
1	16	116.0	1.0	1.0	11608	201	1		1	6	0	
1	16	116.0	1.0	1.0	11608	211	1		1	2	0	
1	16	116.0	1.0	1.0	11609	201	1		2	7	1	0
1	16	116.0	1.0	1.0	11609	203	1		1	3	0	
1	16	116.0	1.0	1.0	11610	201	1		2	7	0	
1	16	116.0	1.0	1.0	11610	202	1		2	4	0	
1	16	116.0	1.0	1.0	11610	203	1		1	3	0	
1	16	116.0	1.0	1.0	11612	201	1		1	7	1	0
1	16	116.0	1.0	1.0	11612	202	1		2	6	1	0
1	16	116.0	1.0	1.0	11613	201	1		2	6	0	
1	16	116.0	1.0	1.0	11613	202	1		1	4	0	
1	16	116.0	1.0	1.0	11613	211	1		1	3	0	
1	16	116.0	1.0	1.0	11615	201	1		2	7	0	
1	16	116.0	1.0	1.0	11615	202	1		2	5	0	
1	16	116.0	1.0	1.0	11615	211	1		2	3	0	
1	16	116.0	1.0	1.0	11616	201	1		1	7	0	
1	16	116.0	1.0	1.0	11616	202	1		1	5	0	
1	16	116.0	1.0	1.0	11616	203	1		1	3	0	
1	16	116.0	1.0	1.0	11617	201	1		1	4	0	
1	16	116.0	1.0	1.0	11617	211	1		1	1	0	
1	16	116.0	1.0	1.0	11618	201	1		1	5	0	
1	16	116.0	1.0	1.0	11619	201	1		2	7	0	
1	16	116.0	1.0	1.0	11619	202	1		1	5	0	
1	16	116.0	1.0	1.0	11619	211	1		1	1	0	
1	16	116.0	1.0	1.0	11620	201	1		1	6	0	
1	16	116.0	1.0	1.0	11620	202	1		2	3	0	
1	17	117.0	1.0	2.0	11701	201	1		1	6	0	
1	17	117.0	1.0	2.0	11701	202	1		2	3	0	
1	17	117.0	1.0	2.0	11701	203	1		1	3	0	
1	17	117.0	1.0	2.0	11701	211	1		1	1	0	
1	17	117.0	1.0	2.0	11702	201	1		1	4	0	
1	17	117.0	1.0	2.0	11702	211	1		1	2	0	
1	17	117.0	1.0	2.0	11703	201	1		2	6	1	0
1	17	117.0	1.0	2.0	11703	202	1		1	4	0	
1	17	117.0	1.0	2.0	11703	203	1		1	3	0	
1	17	117.0	1.0	2.0	11704	201	1		1	6	0	
1	17	117.0	1.0	2.0	11704	202	1		1	4	0	
1	17	117.0	1.0	2.0	11704	211	1		1	2	0	
1	17	117.0	1.0	2.0	11705	201	1		1	6	0	
1	17	117.0	1.0	2.0	11705	202	1		1	5	0	
1	17	117.0	1.0	2.0	11705	211	1		1	1	0	
1	17	117.0	1.0	2.0	11706	201	1		2	8	1	1
1	17	117.0	1.0	2.0	11706	202	1		1	6	0	
1	17	117.0	1.0	2.0	11706	211	1		2	2	0	
1	17	117.0	1.0	2.0	11707	201	1		1	6	1	1
1	17	117.0	1.0	2.0	11707	202	1		1	4	0	
1	17	117.0	1.0	2.0	11708	201	1		1	6	1	0
1	17	117.0	1.0	2.0	11709	201	1		1	5	0	
1	17	117.0	1.0	2.0	11709	202	1		2	3	0	
1	17	117.0	1.0	2.0	11709	211	1		2	1	0	
1	17	117.0	1.0	2.0	11710	201	1		1	7	1	0
1	17	117.0	1.0	2.0	11710	202	0	3	1	5	0	
1	17	117.0	1.0	2.0	11710	211	1		1	1	0	
1	17	117.0	1.0	2.0	11711	201	1		1	8	1	1
1	17	117.0	1.0	2.0	11711	202	1		1	4	0	
1	17	117.0	1.0	2.0	11712	201	1		2	4	0	
1	17	117.0	1.0	2.0	11712	202	1		2	4	0	
1	17	117.0	1.0	2.0	11712	211	1		2	2	0	
1	17	117.0	1.0	2.0	11713	201	1		1	5	1	0
1	17	117.0	1.0	2.0	11713	202	1		1	3	0	
1	17	117.0	1.0	2.0	11713	211	1		1	1	0	
1	17	117.0	1.0	2.0	11714	201	1		2	6	0	
1	17	117.0	1.0	2.0	11714	202	1		2	4	0	
1	17	117.0	1.0	2.0	11714	211	1		2	2	0	
1	17	117.0	1.0	2.0	11715	201	1		2	6	1	0
1	17	117.0	1.0	2.0	11715	202	1		1	3	0	
1	17	117.0	1.0	2.0	11716	202	1		2	5	0	
1	17	117.0	1.0	2.0	11716	203	1		1	3	0	
1	17	117.0	1.0	2.0	11717	201	1		1	5	0	
1	17	117.0	1.0	2.0	11718	201	1		1	5	1	0
1	17	117.0	1.0	2.0	11718	202	1		2	4	0	
1	17	117.0	1.0	2.0	11718	211	1		2	1	0	
1	17	117.0	1.0	2.0	11719	201	1		1	5	0	
1	17	117.0	1.0	2.0	11719	211	0	3	2	2	0	
1	18	118.0	1.0	1.0	11801	201	1		1	5	0	
1	18	118.0	1.0	1.0	11801	202	1		2	3	0	
1	18	118.0	1.0	1.0	11803	201	1		2	5	0	
1	18	118.0	1.0	1.0	11803	202	1		1	4	0	
1	18	118.0	1.0	1.0	11803	211	1		1	4	0	
1	18	118.0	1.0	1.0	11804	201	1		1	5	0	
1	18	118.0	1.0	1.0	11805	202	1		1	5	0	
1	18	118.0	1.0	1.0	11806	201	1		1	4	0	
1	18	118.0	1.0	1.0	11806	211	1		2	1	0	
1	18	118.0	1.0	1.0	11807	201	1		2	4	1	0
1	18	118.0	1.0	1.0	11807	202	1		2	3	0	
1	18	118.0	1.0	1.0	11807	211	1		2	2	0	
1	18	118.0	1.0	1.0	11807	212	1		1	1	1	0
1	18	118.0	1.0	1.0	11808	202	1		2	3	0	
1	18	118.0	1.0	1.0	11808	212	1		2	2	0	
1	18	118.0	1.0	1.0	11808	213	1		1	1	0	
1	18	118.0	1.0	1.0	11811	201	1		1	7	0	
1	18	118.0	1.0	1.0	11811	202	1		1	4	0	
1	18	118.0	1.0	1.0	11812	201	1		2	7	0	
1	18	118.0	1.0	1.0	11812	202	1		2	5	0	
1	18	118.0	1.0	1.0	11813	201	1		2	3	0	
1	18	118.0	1.0	1.0	11814	201	0	1				
1	18	118.0	1.0	1.0	11815	201	1		2	5	0	
1	18	118.0	1.0	1.0	11815	202	1		2	4	0	
1	18	118.0	1.0	1.0	11815	211	1		1	2	0	
1	18	118.0	1.0	1.0	11817	201	1		1	6	0	
2	1	201.0	2.0	3.0	20101	201	1		1	9	1	0
2	1	201.0	2.0	3.0	20101	202	1		1	7	0	
2	1	201.0	2.0	3.0	20102	201	1		2	7	0	
2	1	201.0	2.0	3.0	20102	202	1		2	5	0	
2	1	201.0	2.0	3.0	20102	211	1		2	1	0	
2	1	201.0	2.0	3.0	20103	201	1		2	9	1	0
2	1	201.0	2.0	3.0	20103	202	1		2	5	0	
2	1	201.0	2.0	3.0	20104	201	1		1	9	1	0
2	1	201.0	2.0	3.0	20104	202	1		1	6	0	
2	1	201.0	2.0	3.0	20105	201	1		2	7	0	
2	1	201.0	2.0	3.0	20105	202	1		2	5	0	
2	1	201.0	2.0	3.0	20106	201	1		1	4	0	
2	1	201.0	2.0	3.0	20106	211	1		2	1	0	
2	1	201.0	2.0	3.0	20107	201	1		1	9	1	0
2	1	201.0	2.0	3.0	20107	202	1		2	7	0	
2	1	201.0	2.0	3.0	20107	203	1		2	5	0	
2	1	201.0	2.0	3.0	20107	211	1		1	1	0	
2	1	201.0	2.0	3.0	20108	201	1		2	8	0	
2	1	201.0	2.0	3.0	20109	201	1		2	8	0	
2	1	201.0	2.0	3.0	20109	202	1		1	5	0	
2	1	201.0	2.0	3.0	20110	201	1		1	6	0	
2	1	201.0	2.0	3.0	20110	211	0	3				
2	1	201.0	2.0	3.0	20111	201	1		1	9	0	
2	1	201.0	2.0	3.0	20111	202	1		1	5	0	
2	1	201.0	2.0	3.0	20112	201	1		2	7	0	
2	1	201.0	2.0	3.0	20112	202	1		2	5	0	
2	1	201.0	2.0	3.0	20112	211	1		2	1	0	
2	1	201.0	2.0	3.0	20113	201	1		1	6	0	
2	1	201.0	2.0	3.0	20114	201	1		1	7	0	
2	1	201.0	2.0	3.0	20115	202	1		1	5	0	
2	1	201.0	2.0	3.0	20115	203	1		2	9	0	
2	1	201.0	2.0	3.0	20115	211	1		1	2	0	
2	1	201.0	2.0	3.0	20116	201	1		2	5	0	
2	1	201.0	2.0	3.0	20117	201	1		1	9	1	1
2	1	201.0	2.0	3.0	20117	202	1		1	7	0	
2	1	201.0	2.0	3.0	20117	211	1		2	1	0	
2	1	201.0	2.0	3.0	20118	201	1		1	7	1	0
2	1	201.0	2.0	3.0	20119	201	1		2	7	0	
2	1	201.0	2.0	3.0	20120	201	1		1	6	0	
2	1	201.0	2.0	3.0	20120	211	1		1	2	0	
2	2	202.0	2.0	3.0	20201	201	1		1	3	0	
2	2	202.0	2.0	3.0	20201	202	1		1	2	0	
2	2	202.0	2.0	3.0	20203	201	1		1	6	0	
2	2	202.0	2.0	3.0	20203	202	1		1	4	0	
2	2	202.0	2.0	3.0	20204	201	1		1	5	0	
2	2	202.0	2.0	3.0	20204	211	1		2	2	0	
2	2	202.0	2.0	3.0	20205	201	1		2	5	0	
2	2	202.0	2.0	3.0	20206	201	1		1	4	0	
2	2	202.0	2.0	3.0	20206	211	1		2	2	0	
2	2	202.0	2.0	3.0	20207	201	1		2	6	0	
2	2	202.0	2.0	3.0	20207	211	0	3	1	2	0	
2	2	202.0	2.0	3.0	20208	201	1		2	11	1	3
2	2	202.0	2.0	3.0	20208	202	1		1	6	0	
2	2	202.0	2.0	3.0	20209	201	1		1	6	1	0
2	2	202.0	2.0	3.0	20210	201	1		2	7	0	
2	2	202.0	2.0	3.0	20211	201	1		1	9	1	0
2	2	202.0	2.0	3.0	20211	202	1		1	7	0	
2	2	202.0	2.0	3.0	20211	211	1		1	2	0	
2	2	202.0	2.0	3.0	20212	201	1		2	9	1	1
2	2	202.0	2.0	3.0	20212	202	1		1	7	0	
2	2	202.0	2.0	3.0	20213	201	1		1	8	0	
2	2	202.0	2.0	3.0	20214	201	1		2	7	0	
2	2	202.0	2.0	3.0	20215	201	1		2	3	0	
2	2	202.0	2.0	3.0	20215	211	1		2	2	0	
2	2	202.0	2.0	3.0	20216	201	1		1	9	0	
2	2	202.0	2.0	3.0	20216	202	1		2	6	0	
2	2	202.0	2.0	3.0	20217	201	1		1	5	0	
2	2	202.0	2.0	3.0	20217	211	1		2	1	0	
2	2	202.0	2.0	3.0	20218	201	1		2	7	0	
2	2	202.0	2.0	3.0	20218	202	1		2	5	0	
2	2	202.0	2.0	3.0	20218	211	1		1	1	0	
2	2	202.0	2.0	3.0	20219	201	1		2	6	0	
2	2	202.0	2.0	3.0	20219	202	1		1	4	0	
2	2	202.0	2.0	3.0	20220	201	1		2	5	0	
2	2	202.0	2.0	3.0	20220	211	1		2	1	0	
2	3	203.0	2.0	2.0	20301	201	1		2	6	0	
2	3	203.0	2.0	2.0	20301	211	1		2	1	0	
2	3	203.0	2.0	2.0	20302	201	1		1	6	0	
2	3	203.0	2.0	2.0	20302	211	1		2	1	0	
2	3	203.0	2.0	2.0	20303	201	1		2	8	0	
2	3	203.0	2.0	2.0	20303	202	1		1	5	0	
2	3	203.0	2.0	2.0	20304	201	1		2	7	0	
2	3	203.0	2.0	2.0	20304	202	1		2	7	0	
2	3	203.0	2.0	2.0	20304	211	1		2	2	0	
2	3	203.0	2.0	2.0	20305	201	1		2	7	0	
2	3	203.0	2.0	2.0	20305	202	1		2	5	0	
2	3	203.0	2.0	2.0	20306	201	1		1	7	0	
2	3	203.0	2.0	2.0	20306	211	1		1	2	0	
2	3	203.0	2.0	2.0	20307	201	1		1	2	0	
2	3	203.0	2.0	2.0	20308	201	1		1	5	1	0
2	3	203.0	2.0	2.0	20308	202	1		2	4	1	0
2	3	203.0	2.0	2.0	20308	211	1		2	2	0	
2	3	203.0	2.0	2.0	20309	201	1		2	4	0	
2	3	203.0	2.0	2.0	20310	201	1		1	3	0	
2	3	203.0	2.0	2.0	20311	201	1		1	6	1	0
2	3	203.0	2.0	2.0	20311	202	1		2	4	0	
2	3	203.0	2.0	2.0	20311	211	1		1	1	0	
2	3	203.0	2.0	2.0	20312	201	0	2	2			
2	3	203.0	2.0	2.0	20313	202	1		2	8	0	
2	3	203.0	2.0	2.0	20314	201	1		2	9	0	
2	3	203.0	2.0	2.0	20314	202	1		1	6	0	
2	3	203.0	2.0	2.0	20314	211	1		2	1	0	
2	3	203.0	2.0	2.0	20315	202	1		2	2	0	
2	3	203.0	2.0	2.0	20316	201	1		2	7	0	
2	3	203.0	2.0	2.0	20316	202	1		1	6	0	
2	3	203.0	2.0	2.0	20316	211	1		1	1	0	
2	3	203.0	2.0	2.0	20317	201	1		1	9	1	1
2	3	203.0	2.0	2.0	20317	202	1		2	6	0	
2	3	203.0	2.0	2.0	20318	201	1		2	8	1	0
2	3	203.0	2.0	2.0	20318	202	1		2	7	0	
2	3	203.0	2.0	2.0	20318	203	1		2	5	0	
2	3	203.0	2.0	2.0	20319	201	1		2	9	1	0
2	3	203.0	2.0	2.0	20319	202	1		1	7	0	
2	3	203.0	2.0	2.0	20320	201	1		2	7	0	
2	4	204.0	2.0	2.0	20401	201	1		1	8	1	0
2	4	204.0	2.0	2.0	20401	202	1		2	6	0	
2	4	204.0	2.0	2.0	20401	211	1		1	2	0	
2	4	204.0	2.0	2.0	20402	201	1		2	9	1	0
2	4	204.0	2.0	2.0	20402	202	1		1	7	1	0
2	4	204.0	2.0	2.0	20402	211	1		2	2	0	
2	4	204.0	2.0	2.0	20403	201	1		2	8	0	
2	4	204.0	2.0	2.0	20403	202	1		1	6	0	
2	4	204.0	2.0	2.0	20404	201	1		2	8	0	
2	4	204.0	2.0	2.0	20404	202	1		2	5	0	
2	4	204.0	2.0	2.0	20405	202	1		1	5	0	
2	4	204.0	2.0	2.0	20405	211	1		2	2	0	
2	4	204.0	2.0	2.0	20407	201	1		2	7	0	
2	4	204.0	2.0	2.0	20407	202	1		2	3	0	
2	4	204.0	2.0	2.0	20408	201	1		2	9	1	0
2	4	204.0	2.0	2.0	20408	202	1		2	6	0	
2	4	204.0	2.0	2.0	20408	211	1		2	2	0	
2	4	204.0	2.0	2.0	20409	201	1		1	6	0	
2	4	204.0	2.0	2.0	20409	211	1		2	1	0	
2	4	204.0	2.0	2.0	20410	201	1		1	7	0	
2	4	204.0	2.0	2.0	20410	202	1		1	6	0	
2	4	204.0	2.0	2.0	20411	201	1		2	8	1	1
2	4	204.0	2.0	2.0	20411	202	1		1	6	0	
2	4	204.0	2.0	2.0	20412	201	1		2	5	0	
2	4	204.0	2.0	2.0	20413	201	1		1	7	1	0
2	4	204.0	2.0	2.0	20413	211	1		1	1	0	
2	4	204.0	2.0	2.0	20414	201	1		2	9	1	2
2	4	204.0	2.0	2.0	20414	202	1		1	7	1	0
2	4	204.0	2.0	2.0	20414	203	1		2	5	0	
2	4	204.0	2.0	2.0	20415	201	1		2	7	0	
2	4	204.0	2.0	2.0	20416	201	1		2	6	0	
2	4	204.0	2.0	2.0	20416	211	1		2	2	0	
2	4	204.0	2.0	2.0	20417	201	1		2	7	0	
2	4	204.0	2.0	2.0	20417	202	1		1	5	0	
2	4	204.0	2.0	2.0	20418	201	1		2	8	1	0
2	4	204.0	2.0	2.0	20418	202	1		1	7	0	
2	4	204.0	2.0	2.0	20418	211	1		1	2	0	
2	5	205.0	2.0	1.0	20501	201	1		2	7	0	
2	5	205.0	2.0	1.0	20501	202	1		2	6	0	
2	5	205.0	2.0	1.0	20501	211	1		1	2	0	
2	5	205.0	2.0	1.0	20502	201	1		2	9	1	0
2	5	205.0	2.0	1.0	20502	202	1		2	5	0	
2	5	205.0	2.0	1.0	20503	201	0	2	1	8		
2	5	205.0	2.0	1.0	20503	202	1		1	5	0	
2	5	205.0	2.0	1.0	20503	211	1		1	1	0	
2	5	205.0	2.0	1.0	20504	201	1		2	7	1	0
2	5	205.0	2.0	1.0	20504	202	1		1	5	0	
2	5	205.0	2.0	1.0	20504	211	1		1	2	0	
2	5	205.0	2.0	1.0	20505	201	1		1	8	1	0
2	5	205.0	2.0	1.0	20505	202	1		1	6	0	
2	5	205.0	2.0	1.0	20505	211	1		1	1	0	
2	5	205.0	2.0	1.0	20506	201	1		2	6	1	0
2	5	205.0	2.0	1.0	20506	211	1		2	1	0	
2	5	205.0	2.0	1.0	20507	201	1		1	8	1	1
2	5	205.0	2.0	1.0	20507	202	1		2	5	0	
2	5	205.0	2.0	1.0	20509	201	1		2	8	1	0
2	5	205.0	2.0	1.0	20510	201	1		2	7	1	0
2	5	205.0	2.0	1.0	20510	202	1		1	5	1	0
2	5	205.0	2.0	1.0	20510	203	1		1	3	0	
2	5	205.0	2.0	1.0	20511	201	1		2	7	0	
2	5	205.0	2.0	1.0	20511	202	1		2	5	0	
2	5	205.0	2.0	1.0	20511	211	1		1	1	0	
2	5	205.0	2.0	1.0	20512	201	1		2	7	1	0
2	5	205.0	2.0	1.0	20512	202	1		2	5	0	
2	5	205.0	2.0	1.0	20515	202	1		1	6	0	
2	5	205.0	2.0	1.0	20515	211	1		1	2	0	
2	5	205.0	2.0	1.0	20516	201	1		1	8	1	1
2	5	205.0	2.0	1.0	20516	202	1		2	5	0	
2	5	205.0	2.0	1.0	20516	211	1		1	1	0	
2	5	205.0	2.0	1.0	20517	201	1		1	8	0	
2	5	205.0	2.0	1.0	20517	202	1		2	6	0	
2	5	205.0	2.0	1.0	20518	201	1		2	4	0	
2	5	205.0	2.0	1.0	20518	211	1		2	1	0	
2	5	205.0	2.0	1.0	20519	201	1		2	8	1	0
2	5	205.0	2.0	1.0	20520	201	1		2	7	0	
2	6	206.0	2.0	1.0	20601	201	1		2	3	0	
2	6	206.0	2.0	1.0	20602	201	1		1	6	1	1
2	6	206.0	2.0	1.0	20602	202	1		1	4	0	
2	6	206.0	2.0	1.0	20602	203	1		1	2	0	
2	6	206.0	2.0	1.0	20602	211	1		1	0	0	
2	6	206.0	2.0	1.0	20603	201	1		2	5	0	
2	6	206.0	2.0	1.0	20604	201	1		1	6	0	
2	6	206.0	2.0	1.0	20604	202	1		1	4	0	
2	6	206.0	2.0	1.0	20604	211	1		2	1	0	
2	6	206.0	2.0	1.0	20607	201	1		2	7	0	
2	6	206.0	2.0	1.0	20607	202	1		1	5	0	
2	6	206.0	2.0	1.0	20609	201	1		1	6	0	
2	6	206.0	2.0	1.0	20609	202	1		1	4	0	
2	6	206.0	2.0	1.0	20609	211	1		2	2	0	
2	6	206.0	2.0	1.0	20610	201	1		1	4	0	
2	6	206.0	2.0	1.0	20610	211	1		2	2	0	
2	6	206.0	2.0	1.0	20612	201	1		2	5	0	
2	6	206.0	2.0	1.0	20612	202	1		2	3	0	
2	6	206.0	2.0	1.0	20615	201	1		1	5	0	
2	6	206.0	2.0	1.0	20615	202	1		1	3	0	
2	6	206.0	2.0	1.0	20616	202	1		2	6	0	
2	6	206.0	2.0	1.0	20617	201	1		1	9	0	
2	6	206.0	2.0	1.0	20617	202	1		1	6	0	
2	6	206.0	2.0	1.0	20618	201	1		1	8	1	0
2	6	206.0	2.0	1.0	20618	202	1		1	5	0	
2	6	206.0	2.0	1.0	20619	201	1		2	7	0	
2	6	206.0	2.0	1.0	20619	202	1		2	5	0	
2	6	206.0	2.0	1.0	20620	201	1		1	6	0	
2	6	206.0	2.0	1.0	20620	211	1		1	2	0	
2	7	207.0	2.0	2.0	20701	201	1		2	5	0	
2	7	207.0	2.0	2.0	20702	201	1		1	3	0	
2	7	207.0	2.0	2.0	20702	211	1		1	1	0	
2	7	207.0	2.0	2.0	20703	201	1		1	8	1	2
2	7	207.0	2.0	2.0	20703	202	1		1	3	0	
2	7	207.0	2.0	2.0	20704	201	1		2	5	1	1
2	7	207.0	2.0	2.0	20704	202	1		1	2	0	
2	7	207.0	2.0	2.0	20705	201	1		1	3	0	
2	7	207.0	2.0	2.0	20706	201	1		2	4	0	
2	7	207.0	2.0	2.0	20707	201	1		1	5	1	0
2	7	207.0	2.0	2.0	20707	202	1		2	3	0	
2	7	207.0	2.0	2.0	20708	201	1		2	5	0	
2	7	207.0	2.0	2.0	20708	202	1		2	2	0	
2	7	207.0	2.0	2.0	20708	211	1		1	1	0	
2	7	207.0	2.0	2.0	20709	211	1		1	2	0	
2	7	207.0	2.0	2.0	20710	201	1		1	3	0	
2	7	207.0	2.0	2.0	20710	211	1		1	1	0	
2	7	207.0	2.0	2.0	20711	201	1		1	5	0	
2	7	207.0	2.0	2.0	20711	202	1		1	2	0	
2	7	207.0	2.0	2.0	20712	201	1		2	4	0	
2	7	207.0	2.0	2.0	20712	202	1		2	2	0	
2	7	207.0	2.0	2.0	20713	201	1		1	3	0	
2	7	207.0	2.0	2.0	20713	211	1		2	2	0	
2	7	207.0	2.0	2.0	20714	201	1		2	6	1	2
2	7	207.0	2.0	2.0	20714	202	1		1	4	0	
2	7	207.0	2.0	2.0	20714	203	1		2	2	0	
2	7	207.0	2.0	2.0	20714	211	1		1	1	0	
2	7	207.0	2.0	2.0	20715	201	1		1	3	0	
2	7	207.0	2.0	2.0	20716	201	1		1	5	0	
2	7	207.0	2.0	2.0	20716	202	1		1	3	0	
2	7	207.0	2.0	2.0	20716	211	1		1	1	0	
2	7	207.0	2.0	2.0	20717	201	1		2	5	0	
2	7	207.0	2.0	2.0	20718	201	1		1	5	0	
2	8	208.0	2.0	1.0	20801	201	1		2	9	1	0
2	8	208.0	2.0	1.0	20801	202	1		1	7	0	
2	8	208.0	2.0	1.0	20801	211	1		2	2	0	
2	8	208.0	2.0	1.0	20802	201	1		2	6	0	
2	8	208.0	2.0	1.0	20802	211	1		2	2	0	
2	8	208.0	2.0	1.0	20803	201	1		1	7	0	
2	8	208.0	2.0	1.0	20803	211	1		2	2	0	
2	8	208.0	2.0	1.0	20804	201	1		1	8	0	
