hhid	district	village	villno	strno	group	g85a	g85b
20664	2	6	206.0	2.0	1.0	0	
20665	2	6	206.0	2.0	1.0	0	
20666	2	6	206.0	2.0	1.0	0	
20667	2	6	206.0	2.0	1.0	0	
20668	2	6	206.0	2.0	1.0	0	
20669	2	6	206.0	2.0	1.0	0	
20750	2	7	207.0	2.0	2.0	0	
20752	2	7	207.0	2.0	2.0	0	
20753	2	7	207.0	2.0	2.0	1	1
20760	2	7	207.0	2.0	2.0	1	3
20761	2	7	207.0	2.0	2.0	0	
20762	2	7	207.0	2.0	2.0	1	1
20763	2	7	207.0	2.0	2.0	0	
20764	2	7	207.0	2.0	2.0	0	
20765	2	7	207.0	2.0	2.0	0	
20766	2	7	207.0	2.0	2.0	0	
20767	2	7	207.0	2.0	2.0	0	
20768	2	7	207.0	2.0	2.0	0	
20769	2	7	207.0	2.0	2.0	0	
20850	2	8	208.0	2.0	1.0	0	
20852	2	8	208.0	2.0	1.0	0	
20853	2	8	208.0	2.0	1.0	0	
20860	2	8	208.0	2.0	1.0	1	3
20861	2	8	208.0	2.0	1.0	1	1
20862	2	8	208.0	2.0	1.0	0	
20863	2	8	208.0	2.0	1.0	0	
20864	2	8	208.0	2.0	1.0	0	
20865	2	8	208.0	2.0	1.0	0	
20866	2	8	208.0	2.0	1.0	0	
20867	2	8	208.0	2.0	1.0	0	
20868	2	8	208.0	2.0	1.0	0	
20869	2	8	208.0	2.0	1.0	0	
30150	3	1	301.0	3.0	2.0	0	
30151	3	1	301.0	3.0	2.0	0	
30152	3	1	301.0	3.0	2.0	0	
30160	3	1	301.0	3.0	2.0	1	4
30161	3	1	301.0	3.0	2.0	1	2
30162	3	1	301.0	3.0	2.0	1	3
30163	3	1	301.0	3.0	2.0	1	1
30164	3	1	301.0	3.0	2.0	1	1
30165	3	1	301.0	3.0	2.0	0	
30166	3	1	301.0	3.0	2.0	1	1
30167	3	1	301.0	3.0	2.0	0	
30168	3	1	301.0	3.0	2.0	0	
30169	3	1	103.0	1.0	2.0	0	
30250	3	2	302.0	3.0	2.0	0	
30251	3	2	302.0	3.0	2.0	0	
30260	3	2	302.0	3.0	2.0	0	
30261	3	2	302.0	3.0	2.0	0	
30262	3	2	302.0	3.0	2.0	0	
30263	3	2	302.0	3.0	2.0	1	1
30264	3	2	302.0	3.0	2.0	0	
30265	3	2	302.0	3.0	2.0	0	
30266	3	2	302.0	3.0	2.0	0	
30267	3	2	302.0	3.0	2.0	1	1
30268	3	2	302.0	3.0	2.0	0	
30269	3	2	302.0	3.0	2.0	0	
30350	3	3	303.0	3.0	1.0	0	
30351	3	3	303.0	3.0	1.0	1	2
30354	3	3	303.0	3.0	1.0	0	
30360	3	3	303.0	3.0	1.0	0	
30361	3	3	303.0	3.0	1.0	0	
30362	3	3	303.0	3.0	1.0	0	
30363	3	3	303.0	3.0	1.0	1	2
30364	3	3	303.0	3.0	1.0	0	
30365	3	3	303.0	3.0	1.0	0	
30366	3	3	303.0	3.0	1.0	0	
30367	3	3	303.0	3.0	1.0	0	
30368	3	3	303.0	3.0	1.0	0	
30369	3	3	303.0	3.0	1.0	0	
30454	3	4	304.0	3.0	3.0	0	
30552	3	5	305.0	3.0	3.0	0	
40150	4	1	401.0	3.0	3.0	0	
40151	4	1	401.0	3.0	3.0	0	
40152	4	1	401.0	3.0	3.0	0	
40250	4	2	402.0	3.0	1.0	0	
40251	4	2	402.0	3.0	1.0	0	
40252	4	2	402.0	3.0	1.0	1	1
40260	4	2	402.0	3.0	1.0	0	
40261	4	2	402.0	3.0	1.0	0	
40262	4	2	402.0	3.0	1.0	0	
40263	4	2	402.0	3.0	1.0	0	
40264	4	2	402.0	3.0	1.0	0	
40265	4	2	402.0	3.0	1.0	0	
40266	4	2	402.0	3.0	1.0	0	
40267	4	2	402.0	3.0	1.0	0	
40268	4	2	402.0	3.0	1.0	0	
40269	4	2	402.0	3.0	1.0	0	
40350	4	3	403.0	3.0	1.0	0	
40351	4	3	403.0	3.0	1.0	0	
40352	4	3	403.0	3.0	1.0	0	
40353	4	3	403.0	3.0	1.0	0	
40354	4	3	403.0	3.0	1.0	0	
40360	4	3	403.0	3.0	1.0	0	
40361	4	3	403.0	3.0	1.0	1	2
40362	4	3	403.0	3.0	1.0	1	2
40363	4	3	403.0	3.0	1.0	0	
40364	4	3	403.0	3.0	1.0	0	
40365	4	3	403.0	3.0	1.0	0	
40366	4	3	403.0	3.0	1.0	1	3
40367	4	3	403.0	3.0	1.0	0	
40368	4	3	403.0	3.0	1.0	1	2
40369	4	3	403.0	3.0	1.0	0	
40450	4	4	404.0	3.0	2.0	0	
40451	4	4	404.0	3.0	2.0	0	
40460	4	4	404.0	3.0	2.0	1	1
40461	4	4	404.0	3.0	2.0	0	
40462	4	4	404.0	3.0	2.0	1	1
40463	4	4	404.0	3.0	2.0	0	
40464	4	4	404.0	3.0	2.0	0	
40465	4	4	404.0	3.0	2.0	0	
40466	4	4	404.0	3.0	2.0	0	
40467	4	4	404.0	3.0	2.0	0	
40468	4	4	404.0	3.0	2.0	0	
40469	4	4	404.0	3.0	2.0	0	
