district	village	villno	strno	group	hhid	plot	f03a	f03b	f03c	f03d	f04	f05	f06	f07	f07a	f08	f09
1	7	107.0	1.0	3.0	10708	3	3	9			4	800	2	0		0	1
1	7	107.0	1.0	3.0	10708	4	12				4	400	2	0		0	1
1	7	107.0	1.0	3.0	10710	1	1	9	3		1	3350	2	0		0	1
1	7	107.0	1.0	3.0	10710	2	4	9	12		3	2400	2	0		0	2
1	7	107.0	1.0	3.0	10710	3	1	9	14		3	1600	2	0		0	2
1	7	107.0	1.0	3.0	10711	1	1	9	3		2	13200	2	0		0	1
1	7	107.0	1.0	3.0	10711	2	2	14			2	5220	2	1	1	0	1
1	7	107.0	1.0	3.0	10713	1	1	9	90		2	6800	2	0		0	1
1	7	107.0	1.0	3.0	10713	2	2	14			2	4440	2	1	1	0	1
1	7	107.0	1.0	3.0	10713	3	12				2	480	2	0		0	1
1	7	107.0	1.0	3.0	10714	1	1	9			1	3200	2	0		0	1
1	7	107.0	1.0	3.0	10714	2	4	9			1	2100	2	0		0	1
1	7	107.0	1.0	3.0	10714	3	3	9	12	14	1	1600	2	0		0	1
1	7	107.0	1.0	3.0	10715	1	1	9	12		3	2680	2	0		0	1
1	7	107.0	1.0	3.0	10715	2	1	12	14		3	1920	2	0		0	2
1	7	107.0	1.0	3.0	10716	1	1	9			4	2300	2	0		0	1
1	7	107.0	1.0	3.0	10716	2	1	12	9	3	4	1540	2	0		0	2
1	7	107.0	1.0	3.0	10716	3	4	14	12	1	4	850	2	0		0	2
1	7	107.0	1.0	3.0	10717	1	1	9	3		2	12800	2	0		0	1
1	7	107.0	1.0	3.0	10717	2	12				2	2400	2	0		0	1
1	7	107.0	1.0	3.0	10717	3	2				2	528	2	1	1	0	1
1	7	107.0	1.0	3.0	10717	4	14				2	310	2	0		0	1
1	7	107.0	1.0	3.0	10718	1	1	3	9		4	3900	2	0		0	1
1	7	107.0	1.0	3.0	10718	2	1	9			4	2350	2	0		0	1
1	7	107.0	1.0	3.0	10718	3	14				4	910	2	0		0	1
1	7	107.0	1.0	3.0	10718	4	4				4	890	2	0		0	1
1	7	107.0	1.0	3.0	10719	1	1	12	9	3	3	4350	2	0		0	1
1	7	107.0	1.0	3.0	10719	2	14	12			3	750	2	0		0	2
1	8	108.0	1.0	2.0	10802	1	1				1	3000	2	0		0	2
1	8	108.0	1.0	2.0	10802	2	2				1	2800	2	1	1	0	1
1	8	108.0	1.0	2.0	10802	3	1	9			1	1850	2	0		0	1
1	8	108.0	1.0	2.0	10802	4	1	9			1	1500	2	0		0	2
1	8	108.0	1.0	2.0	10802	5	13	1				1200	2				
1	8	108.0	1.0	2.0	10803	1	1	9	13		1	5500	2	0		0	1
1	8	108.0	1.0	2.0	10803	2	2				1	2500	2	1	1	0	2
1	8	108.0	1.0	2.0	10804	1	1	9			1	1.5	2	0		0	1
1	8	108.0	1.0	2.0	10804	2	1	9			1	9750	2	0		0	1
1	8	108.0	1.0	2.0	10804	3	1	9	12		1	3930	2	0		0	1
1	8	108.0	1.0	2.0	10804	4	2	13	14		1	2450	2	1	1	0	1
1	8	108.0	1.0	2.0	10805	1	1	9	12		2	9500	2	0		0	1
1	8	108.0	1.0	2.0	10805	2	12	9			1	6000	2	0		0	1
1	8	108.0	1.0	2.0	10805	3	2	13	14		2	3150	2	1	1	0	2
1	8	108.0	1.0	2.0	10806	1	1	12	90		1	6000	2	0		0	1
1	8	108.0	1.0	2.0	10806	2	1	9			1	4500	2	0		0	1
1	8	108.0	1.0	2.0	10806	3	1				1	3000	2	1	1	0	1
1	8	108.0	1.0	2.0	10806	4	13	14			5	180	2	0		0	2
1	8	108.0	1.0	2.0	10807	1	1	9			3	5000	2	0		0	1
1	8	108.0	1.0	2.0	10807	2	1	9			4	3000	2	0		0	1
1	8	108.0	1.0	2.0	10807	3	2				3	1000	2	1	1	0	1
1	8	108.0	1.0	2.0	10807	4	13	14			4	500	2	0		0	1
1	8	108.0	1.0	2.0	10808	1	1	9	12		1	2000	2	0		0	1
1	8	108.0	1.0	2.0	10808	2	1	9	12	14	1	1575	2	0		0	2
1	8	108.0	1.0	2.0	10808	3	1	14			1	420	2	0		0	2
1	8	108.0	1.0	2.0	10809	1	2				1	3700	2	1	1	0	1
1	8	108.0	1.0	2.0	10809	2	1	9			1	3500	2	0		0	1
1	8	108.0	1.0	2.0	10809	3	1	9			1	1400	2	0		0	1
1	8	108.0	1.0	2.0	10809	4	1	9	12		1	1100	2	0		0	1
1	8	108.0	1.0	2.0	10809	5	1	13	14			1300	2				
1	8	108.0	1.0	2.0	10810	1	2	1	9	90	2	770	2	1	1	0	1
1	8	108.0	1.0	2.0	10810	2	1	13			2	450	2	1	1	0	1
1	8	108.0	1.0	2.0	10810	3	14				5	450	2	1	1	0	1
1	8	108.0	1.0	2.0	10811	1	1	9			2	1.5	1	0		0	1
1	8	108.0	1.0	2.0	10811	2	1	9	12	13	1	9000	2	0		0	2
1	8	108.0	1.0	2.0	10811	3	2	16			1	3500	2	1	1	0	1
1	8	108.0	1.0	2.0	10812	1	1	9			1	10000	2	0		0	1
1	8	108.0	1.0	2.0	10812	2	1				1	4600	2	0		0	1
1	8	108.0	1.0	2.0	10812	3	2	13			1	2100	2	1	1	0	2
1	8	108.0	1.0	2.0	10812	4	1	13	14		1	978	2	0		0	1
1	8	108.0	1.0	2.0	10814	1	1	9			2	13800	2	0		0	1
1	8	108.0	1.0	2.0	10814	2	1	9			1	8150	2	0		0	2
1	8	108.0	1.0	2.0	10814	3	1	12	9		1	4078	2	0		0	1
1	8	108.0	1.0	2.0	10814	4	13	14			5	780	2	0		0	1
1	8	108.0	1.0	2.0	10815	1	1	9			1	8350	2	0		0	1
1	8	108.0	1.0	2.0	10815	2	1	9			1	3775	2	0		0	1
1	8	108.0	1.0	2.0	10815	3	1	9			1	3250	2	0		0	1
1	8	108.0	1.0	2.0	10815	4	2				1	3000	2	1	1	0	1
1	8	108.0	1.0	2.0	10815	5	1	9	12	13		2780	2				
1	8	108.0	1.0	2.0	10816	1	1	3			1	6500	2	0		0	1
1	8	108.0	1.0	2.0	10816	2	1	9			1	4220	2	0		0	2
1	8	108.0	1.0	2.0	10816	3	2				1	2060	2	0		0	2
1	8	108.0	1.0	2.0	10816	4	13				1	298	2	1	1	0	1
1	8	108.0	1.0	2.0	10817	1	1	9	14		5	2275	2	0		0	1
1	8	108.0	1.0	2.0	10817	2	1	9			1	600	2	0		0	2
1	8	108.0	1.0	2.0	10817	3	1	9			1	300	2	0		0	2
1	8	108.0	1.0	2.0	10819	1	1	9			1	2500	2	0		0	1
1	8	108.0	1.0	2.0	10819	2	1	9			1	2000	2	0		0	1
1	8	108.0	1.0	2.0	10819	3	1				6	1000	2	1	1	0	1
1	8	108.0	1.0	2.0	10819	4	13				6	300	2	0		0	2
1	9	109.0	1.0	1.0	10902	1	1	3	9	12	4	2.5	1	0		0	1
1	9	109.0	1.0	1.0	10902	2	12				4	1.5	1	0		0	1
1	9	109.0	1.0	1.0	10902	3	4	9	30		4	0.5	1	0		0	1
1	9	109.0	1.0	1.0	10902	4	2				4	1700	2	1	1	0	1
1	9	109.0	1.0	1.0	10902	5	13	14				700	2				
1	9	109.0	1.0	1.0	10904	1	1	12	9		1	1	1	0		0	1
1	9	109.0	1.0	1.0	10905	1	1	9			4	1	1	1	0	0	1
1	9	109.0	1.0	1.0	10905	2	1	9	4	12	4	0.5	1	1	0	0	1
1	9	109.0	1.0	1.0	10905	3	2				4	2000	2	1	1	0	1
1	9	109.0	1.0	1.0	10905	4	1	13	14	16	2	1200	2	0		0	2
1	9	109.0	1.0	1.0	10906	1	1	9	12	14	3	4350	2	0		0	1
1	9	109.0	1.0	1.0	10906	2	2	90	13		3	1580	2	1	1	0	1
1	9	109.0	1.0	1.0	10906	3	1	9	12	90	3	990	2	0		0	2
1	9	109.0	1.0	1.0	10907	1	1	3	9	12	3	5500	2	0		0	1
1	9	109.0	1.0	1.0	10907	2	1	4	13	14	3	3300	2	0		0	1
1	9	109.0	1.0	1.0	10907	3	2				3	1550	2	1	1	0	1
1	9	109.0	1.0	1.0	10908	1	1	9	14		2	2430	2	0		0	1
1	9	109.0	1.0	1.0	10908	2	1	12			2	1450	2	0		0	1
1	9	109.0	1.0	1.0	10909	1	1	3	9		1	4350	2	0		0	1
1	9	109.0	1.0	1.0	10909	2	1	9	12	14	1	3570	2	0		0	1
1	9	109.0	1.0	1.0	10909	3	2				1	2150	2	1	1	0	1
1	9	109.0	1.0	1.0	10909	4	13				1	870	2	1	0	0	1
1	9	109.0	1.0	1.0	10911	1	1	12	9		1	5500	2	0		0	1
1	9	109.0	1.0	1.0	10911	2	3	4	13		1	4300	2	0		0	1
1	9	109.0	1.0	1.0	10911	3	2				1	2600	2	1	1	0	1
1	9	109.0	1.0	1.0	10911	4	1	9			1	2000	2	0		0	2
1	9	109.0	1.0	1.0	10912	1	1	9	4		4	12000	2	0		0	1
1	9	109.0	1.0	1.0	10912	2	1	9	90		4	8648	2	0		0	1
1	9	109.0	1.0	1.0	10912	3	13				4	4400	2	0		0	1
1	9	109.0	1.0	1.0	10912	4	12				4	4180	2	0		0	1
1	9	109.0	1.0	1.0	10912	5	14					3750	2				
1	9	109.0	1.0	1.0	10913	1	1	9	12		4	7600	2	0		0	1
1	9	109.0	1.0	1.0	10913	2	1				4	4200	2	0		0	1
1	9	109.0	1.0	1.0	10913	3	14				4	1880	2	0		0	1
1	9	109.0	1.0	1.0	10913	4	13				4	1600	2	0		0	1
1	9	109.0	1.0	1.0	10913	5	2					908	2				
1	9	109.0	1.0	1.0	10914	1	1	9			3	6000	2	0		0	1
1	9	109.0	1.0	1.0	10914	2	1	12	14		3	2500	2	0		0	1
1	9	109.0	1.0	1.0	10915	1	1	9	90		4	8100	2	0		0	1
1	9	109.0	1.0	1.0	10915	2	1	9	90		4	4280	2	0		0	1
1	9	109.0	1.0	1.0	10915	3	12				4	1800	2	0		0	1
1	9	109.0	1.0	1.0	10915	4	2	90			4	1250	2	0		0	1
1	9	109.0	1.0	1.0	10915	5	13					405	2				
1	9	109.0	1.0	1.0	10916	1	1	3	9		4	3900	2	0		0	1
1	9	109.0	1.0	1.0	10916	2	12	13	14		4	2600	2	0		0	1
1	9	109.0	1.0	1.0	10916	3	1	12	14		4	1700	2	0		0	1
1	9	109.0	1.0	1.0	10916	4	1	9			4	1600	2	0		0	1
1	9	109.0	1.0	1.0	10917	1	1	9	3		1	3800	2	0		0	1
1	9	109.0	1.0	1.0	10917	2	1	9	12		1	2100	2	0		0	1
1	9	109.0	1.0	1.0	10917	3	4	9	13	14	1	1600	2	0		0	1
1	9	109.0	1.0	1.0	10919	1	1	9	12	14	1	0.5	1	0		0	2
1	9	109.0	1.0	1.0	10919	2	2				1	800	2	1	1	0	1
1	10	110.0	1.0	1.0	11001	1	1	9	3	4	1	12000	2	0		0	1
1	10	110.0	1.0	1.0	11001	2	1	9			1	8000	2	0		0	1
1	10	110.0	1.0	1.0	11001	3	12				1	5600	2	0		0	1
1	10	110.0	1.0	1.0	11001	4	1	9			1	5040	2	0		0	1
1	10	110.0	1.0	1.0	11001	5	2	13	14			300	2				
1	10	110.0	1.0	1.0	11003	1	1	9	3		4	5000	2	0		0	2
1	10	110.0	1.0	1.0	11003	2	1	9	13		4	2000	2	0		0	2
1	10	110.0	1.0	1.0	11004	1	1	9	3		1	485	2	0		0	1
1	10	110.0	1.0	1.0	11004	2	1	9	13		1	3450	2	0		0	2
1	10	110.0	1.0	1.0	11005	1	1	9	3		1	10200	2	1	0	0	1
1	10	110.0	1.0	1.0	11005	2	1	9	3		1	462.6	2	1	0	0	1
1	10	110.0	1.0	1.0	11005	3	12				1	2800	2	0		0	1
1	10	110.0	1.0	1.0	11005	4	13	14			1	850	2	0		0	1
1	10	110.0	1.0	1.0	11006	1	1	9			4	6000	2	0		0	2
1	10	110.0	1.0	1.0	11006	2	12	9	3		4	3800	2	0		0	2
1	10	110.0	1.0	1.0	11006	3	2				4	2500	2	1	1	0	2
1	10	110.0	1.0	1.0	11006	4	13	14			4	800	2	0		0	2
1	10	110.0	1.0	1.0	11007	1	1	9			3	6000	2	0		0	1
1	10	110.0	1.0	1.0	11007	2	1	9	12		3	1125	2	0		0	2
1	10	110.0	1.0	1.0	11009	1	1	9			1	4800	2	0		0	2
1	10	110.0	1.0	1.0	11011	1	1	9	3	12	1	7000	2	0		0	1
1	10	110.0	1.0	1.0	11011	2	1	9	3	12	1	5500	2	0		0	1
1	10	110.0	1.0	1.0	11011	3	13				1	500	2	0		0	1
1	10	110.0	1.0	1.0	11013	1	1	9			1	10800	2	0		0	1
1	10	110.0	1.0	1.0	11013	2	1	9			1	6760	2	0		0	1
1	10	110.0	1.0	1.0	11013	3	2	30			1	4500	2	1	1	0	1
1	10	110.0	1.0	1.0	11013	4	1	9	3		1	2100	2	0		0	2
1	10	110.0	1.0	1.0	11013	5	14	13				1640	2				
1	10	110.0	1.0	1.0	11014	1	1	9	30		2	12000	2	0		0	1
1	10	110.0	1.0	1.0	11014	2	1	9	12		2	4980	2	0		0	1
1	10	110.0	1.0	1.0	11014	3	2				2	3460	2	1	1	0	1
1	10	110.0	1.0	1.0	11014	4	13				2	3280	2	0		0	2
1	10	110.0	1.0	1.0	11015	1	1	9			1	0.5	1	0		0	1
1	10	110.0	1.0	1.0	11015	2	1	9	3		1	4000	2	0		0	1
1	10	110.0	1.0	1.0	11015	3	2				1	800	2	1	1	0	1
1	10	110.0	1.0	1.0	11016	1	1	9			1	4500	2	0		0	1
1	10	110.0	1.0	1.0	11016	2	13				1	100	2	0		0	1
1	10	110.0	1.0	1.0	11017	1	1	3	9	90	4	1.5	2	0		0	1
1	10	110.0	1.0	1.0	11017	2	1	3	9	90	4	2401	2	0		0	1
1	10	110.0	1.0	1.0	11017	3	2				4	1750	2	1	1	0	1
1	10	110.0	1.0	1.0	11017	4	12	13	14		4	625	2	0		0	1
1	10	110.0	1.0	1.0	11018	1	1	9	3	13	2	6475	2	0		0	1
1	10	110.0	1.0	1.0	11018	2	12	9	14	4	2	3750	2	0		0	1
1	10	110.0	1.0	1.0	11018	3	1	9	30		2	1925	2	0		0	1
1	10	110.0	1.0	1.0	11018	4	2				2	1700	2	1	1	0	1
1	10	110.0	1.0	1.0	11019	1	1	3	9	12	3	20000	2	0		0	1
1	10	110.0	1.0	1.0	11019	2	12	13	14		3	7850	2	0		0	1
1	10	110.0	1.0	1.0	11019	3	30	90			3	2375	2	1	0	0	1
1	10	110.0	1.0	1.0	11019	4	2				3	1950	2	1	1	0	1
1	10	110.0	1.0	1.0	11019	5	4					1550	2				
1	11	111.0	1.0	1.0	11102	1	30				1	5500	2	0		0	1
1	11	111.0	1.0	1.0	11102	2	30				1	4820	2	0		0	1
1	11	111.0	1.0	1.0	11102	3	1	9			1	4230	2	0		0	1
1	11	111.0	1.0	1.0	11102	4	1	9			1	1200	2	0		0	2
1	11	111.0	1.0	1.0	11102	5	13	9				400	2				
1	11	111.0	1.0	1.0	11103	1	1	9	90		2	1	1	1	0	1	1
1	11	111.0	1.0	1.0	11103	2	1	9			6	8000	2	0		0	2
1	11	111.0	1.0	1.0	11103	3	1	9			1	7500	2	1	0	0	2
1	11	111.0	1.0	1.0	11103	4	1	9			1	5000	2	1	0	0	2
1	11	111.0	1.0	1.0	11103	5	2	13	14			6800	1				
1	11	111.0	1.0	1.0	11104	1	1	9			4	6000	2	0		0	2
1	11	111.0	1.0	1.0	11104	2	1	9			4	3800	2	0		0	2
1	11	111.0	1.0	1.0	11105	1	1	9			1	4300	2	0		0	1
1	11	111.0	1.0	1.0	11105	2	1	12			1	1400	2	0		0	2
1	11	111.0	1.0	1.0	11105	3	2				1	1310	2	1	1	0	2
1	11	111.0	1.0	1.0	11105	4	13				1	600	2	0		0	2
1	11	111.0	1.0	1.0	11108	1	1	9	90		1	5000	2	0		0	1
1	11	111.0	1.0	1.0	11108	2	1	12	9	13	1	4310	2	0		0	1
1	11	111.0	1.0	1.0	11108	3	1	4	9		1	3450	2	0		0	2
1	11	111.0	1.0	1.0	11108	4	2	13			1	123	1	1	0	0	2
1	11	111.0	1.0	1.0	11109	1	1	9			1	8000	2	0		0	1
1	11	111.0	1.0	1.0	11109	2	2				2	3000	2	1	1	0	1
1	11	111.0	1.0	1.0	11109	3	13				2	80	2	0		0	2
1	11	111.0	1.0	1.0	11110	1	1	9	90		1	4550	2	0		0	1
1	11	111.0	1.0	1.0	11110	2	1	9	12		1	3320	2	0		0	1
1	11	111.0	1.0	1.0	11110	3	1	9	90		1	1410	2	0		0	2
1	11	111.0	1.0	1.0	11110	4	2				1	1200	2	1	1	0	2
1	11	111.0	1.0	1.0	11110	5	13					350	2				
1	11	111.0	1.0	1.0	11112	1	1	9			1	3600	2	0		0	1
1	11	111.0	1.0	1.0	11112	2	1				1	3000	2	0		0	1
1	11	111.0	1.0	1.0	11112	3	2				1	1000	2	1	1	0	1
1	11	111.0	1.0	1.0	11112	4	13				1	120	2	0		0	1
1	11	111.0	1.0	1.0	11113	1	1				1	5000	2	0		0	1
1	11	111.0	1.0	1.0	11113	2	1	9			1	4350	2	0		0	1
1	11	111.0	1.0	1.0	11113	3	2	3			1	3210	2	1	1	0	2
1	11	111.0	1.0	1.0	11113	4	9				1	70	2	0		0	2
1	11	111.0	1.0	1.0	11114	1	1	9			1	3000	2	0		0	1
1	11	111.0	1.0	1.0	11114	2	1	9			1	2700	2	0		0	1
1	11	111.0	1.0	1.0	11114	3	1	9			1	2100	2	0		0	2
1	11	111.0	1.0	1.0	11114	4	2				1	1800	2	1	1	0	1
1	11	111.0	1.0	1.0	11115	1	1	9	3		1	2350	2	0		0	1
1	11	111.0	1.0	1.0	11115	2	1	9			1	1230	2	0		0	2
1	11	111.0	1.0	1.0	11115	3	2	1			1	850	2	0		0	2
1	11	111.0	1.0	1.0	11115	4	13				1	200	2	0		0	2
1	11	111.0	1.0	1.0	11116	1	1	9			1	1800	2	0		0	1
1	11	111.0	1.0	1.0	11116	2	2				1	1404	2	1	1	1	1
1	11	111.0	1.0	1.0	11116	3	14	13			1	1250	2	1	0	0	2
1	11	111.0	1.0	1.0	11116	4	1	9			1	1170	2	0		0	2
1	11	111.0	1.0	1.0	11117	1	1	9			1	1875	2	0		0	2
1	11	111.0	1.0	1.0	11117	2	1	9			1	685	2	0		0	2
1	11	111.0	1.0	1.0	11117	3	2				1	325	2	1	1	0	2
1	11	111.0	1.0	1.0	11117	4	13				1	315	2	0		0	2
1	11	111.0	1.0	1.0	11118	1	1	9			1	1	1	1	0	0	1
1	11	111.0	1.0	1.0	11118	2	1	9			2	0.5	1	0		0	1
1	11	111.0	1.0	1.0	11118	3	1	9			2	4000	2	1	1	0	1
1	11	111.0	1.0	1.0	11118	4	2				2	3500	2	1	1	0	1
1	11	111.0	1.0	1.0	11118	5	12	4	13	14		4500	2				
1	11	111.0	1.0	1.0	11119	1	1	9			2	1750	2	0		0	2
1	11	111.0	1.0	1.0	11119	2	1	9			2	1230	2	0		0	2
1	11	111.0	1.0	1.0	11119	3	13	14			2	900	2	1	1	0	2
1	11	111.0	1.0	1.0	11120	1	1	9	3		2	6000	2	0		0	1
1	11	111.0	1.0	1.0	11120	2	2				2	4725	2	1	1	0	1
1	11	111.0	1.0	1.0	11120	3	12	14			2	4050	2	0		0	2
1	12	112.0	1.0	2.0	11201	1	1	9			1	4300	2	0		0	1
1	12	112.0	1.0	2.0	11201	2	1	9			1	3050	2	0		0	2
1	12	112.0	1.0	2.0	11201	3	1	9	3		1	2200	2	0		0	2
1	12	112.0	1.0	2.0	11201	4	2	90	90		1	1350	2	1	1	1	2
1	12	112.0	1.0	2.0	11201	5	13	9				650	2				
1	12	112.0	1.0	2.0	11202	1	1	9			1	2950	2	0		0	2
1	12	112.0	1.0	2.0	11202	2	1	9	13		1	1840	2	0		0	2
1	12	112.0	1.0	2.0	11202	3	2				1	1200	2	1	1	0	2
1	12	112.0	1.0	2.0	11203	1	1	9	2	13	4	4000	2	0		0	1
1	12	112.0	1.0	2.0	11203	2	1	3			4	3000	2	1	0	0	2
1	12	112.0	1.0	2.0	11203	3	9				4	1000	2	0		0	1
1	12	112.0	1.0	2.0	11203	4	9	90			4	300	2	0		0	1
1	12	112.0	1.0	2.0	11204	1	1	9			1	4560	2	0		0	1
1	12	112.0	1.0	2.0	11204	2	13				1	4020	2	0		0	1
1	12	112.0	1.0	2.0	11204	3	2				1	3100	2	1	1	0	1
1	12	112.0	1.0	2.0	11204	4	12				1	3040	2	0		0	1
1	12	112.0	1.0	2.0	11205	1	9	1	90		4	8000	2	0		0	1
1	12	112.0	1.0	2.0	11205	2	9	1			4	4000	2	0		0	1
1	12	112.0	1.0	2.0	11205	3	2				4	1000	2	1	1	0	1
1	12	112.0	1.0	2.0	11206	1	1	9			1	2800	2	0		0	1
1	12	112.0	1.0	2.0	11206	2	3	9			1	2600	2	0		0	1
1	12	112.0	1.0	2.0	11206	3	9	1	13		1	1600	2	0		0	1
1	12	112.0	1.0	2.0	11207	1	16	1			1	500	2	0		0	1
1	12	112.0	1.0	2.0	11208	1	1	9			1	4000	2	0		0	1
1	12	112.0	1.0	2.0	11208	2	2				1	2000	2	1	1	0	1
1	12	112.0	1.0	2.0	11208	3	12				1	1000	2	0		0	1
1	12	112.0	1.0	2.0	11209	1	1	9			1	2450	2	0		0	1
1	12	112.0	1.0	2.0	11209	2	1	9	12		1	980	2	0		0	1
1	12	112.0	1.0	2.0	11209	3	2				1	880	2	1	1	0	2
1	12	112.0	1.0	2.0	11209	4	13				1	450	2	0		0	2
1	12	112.0	1.0	2.0	11210	1	1	4	9		1	10000	2	0		0	1
1	12	112.0	1.0	2.0	11210	2	1	9			1	4190	2	1	0	0	1
1	12	112.0	1.0	2.0	11210	3	2				1	3780	2	1	1	0	1
1	12	112.0	1.0	2.0	11210	4	13				1	880	2	1	0	0	1
1	12	112.0	1.0	2.0	11211	1	1	9			1	4843	2	0		0	1
1	12	112.0	1.0	2.0	11211	2	1				1	3750	2	0		0	1
1	12	112.0	1.0	2.0	11211	3	4				1	1810	2	0		0	1
1	12	112.0	1.0	2.0	11211	4	14				1	800	2	0		0	1
1	12	112.0	1.0	2.0	11212	1	1	13	9		1	5000	2	0		0	1
1	12	112.0	1.0	2.0	11212	2	30				1	2200	2	0		0	1
1	12	112.0	1.0	2.0	11213	1	1	9			1	3400	2	0		0	1
1	12	112.0	1.0	2.0	11213	2	1	9			1	2100	2	0		0	2
1	12	112.0	1.0	2.0	11213	3	2				1	950	2	1	1	0	2
1	12	112.0	1.0	2.0	11213	4	13				1	740	2	0		0	2
1	12	112.0	1.0	2.0	11214	1	1	9			4	1200	2	0		0	1
1	12	112.0	1.0	2.0	11214	2	1	9	12		4	800	2	0		0	1
1	12	112.0	1.0	2.0	11215	1	1	9	12		3	3000	2	0		0	1
1	12	112.0	1.0	2.0	11215	2	1	9			3	1500	2	0		0	1
1	12	112.0	1.0	2.0	11215	3	1	9			3	1100	2	0		0	1
1	12	112.0	1.0	2.0	11215	4	1	9	13	90	3	800	2	1	1	0	2
1	12	112.0	1.0	2.0	11215	5	2					400	2				
1	12	112.0	1.0	2.0	11216	1	1	9	3	4	1	7000	2	0		0	2
1	12	112.0	1.0	2.0	11216	2	1	12	9		1	4000	2	0		0	1
1	12	112.0	1.0	2.0	11216	3	2	13	14		1	3800	2	1	1	0	1
1	12	112.0	1.0	2.0	11217	1	1	9			1	3400	2	0		0	1
1	12	112.0	1.0	2.0	11217	2	1	12	9		1	2300	2	0		0	1
1	12	112.0	1.0	2.0	11217	3	2	1	9		1	2000	2	1	0	0	1
1	12	112.0	1.0	2.0	11217	4	4				5	1800	2	0		0	1
1	12	112.0	1.0	2.0	11218	1	1	13	14		1	4500	2	0		0	1
1	12	112.0	1.0	2.0	11218	2	9	1			1	3200	2	0		0	1
1	12	112.0	1.0	2.0	11218	3	4				1	800	2	0		0	1
1	12	112.0	1.0	2.0	11219	1	1	9			2	1.5	1	0		0	1
1	12	112.0	1.0	2.0	11219	2	13	16			2	380	2	0		0	1
1	12	112.0	1.0	2.0	11220	1	1	9			1	3800	2	0		0	1
1	12	112.0	1.0	2.0	11220	2	1	9			1	2600	2	0		0	1
1	12	112.0	1.0	2.0	11220	3	2				1	1300	2	1	1	0	1
1	12	112.0	1.0	2.0	11220	4	3				1	800	2	0		0	1
1	12	112.0	1.0	2.0	11220	5	13	9				500	2				
1	13	113.0	1.0	3.0	11301	1	1	9			1	6000	2	0		0	1
1	13	113.0	1.0	3.0	11301	2	3	12			1	1800	2	0		0	1
1	13	113.0	1.0	3.0	11302	1	1	9			1	4350	2	0		0	1
1	13	113.0	1.0	3.0	11302	2	1	3	12	16	1	4000	2	0		0	1
1	13	113.0	1.0	3.0	11302	3	2				1	3000	2	1	1	0	1
1	13	113.0	1.0	3.0	11303	1	1	9			1	0.5	1	0		0	1
1	13	113.0	1.0	3.0	11303	2	12	14			1	3000	2	0		0	1
1	13	113.0	1.0	3.0	11303	3	30				1	2500	2	0		0	1
1	13	113.0	1.0	3.0	11304	1	1	9			1	3800	2	0		0	1
1	13	113.0	1.0	3.0	11304	2	1	3			1	2300	2	0		0	1
1	13	113.0	1.0	3.0	11304	3	2	90			1	1900	2	1	1	0	1
1	13	113.0	1.0	3.0	11305	1	1	9	3		3	8100	2	1	0	0	1
1	13	113.0	1.0	3.0	11305	2	24	9			3	3050	2	0		0	1
1	13	113.0	1.0	3.0	11305	3	2				3	2800	2	0		0	1
1	13	113.0	1.0	3.0	11305	4	12				3	1900	2	0		0	1
1	13	113.0	1.0	3.0	11305	5	14	1				800	2				
1	13	113.0	1.0	3.0	11306	1	1	3	12	30	3	1.5	1	1	0	0	1
1	13	113.0	1.0	3.0	11306	2	2				3	3100	2	1	1	0	1
1	13	113.0	1.0	3.0	11306	3	9				3	270	2	1	1	0	1
1	13	113.0	1.0	3.0	11306	4	16				3	250	2	1	0	0	1
1	13	113.0	1.0	3.0	11307	1	1	9			2	6768	2	0		0	1
1	13	113.0	1.0	3.0	11307	2	30				2	5400	2	0		0	1
1	13	113.0	1.0	3.0	11307	3	12				2	1600	2	0		0	1
1	13	113.0	1.0	3.0	11307	4	16				2	840	2	0		0	1
1	13	113.0	1.0	3.0	11308	1	1	9			1	600	2	0		0	1
1	13	113.0	1.0	3.0	11308	2	1	9			1	580	2	0		0	1
1	13	113.0	1.0	3.0	11308	3	30				1	2010	2	0		0	1
1	13	113.0	1.0	3.0	11308	4	16				1	460	2	0		0	1
1	13	113.0	1.0	3.0	11309	1	1	3	9	12	7	13000	2	1	0	0	1
1	13	113.0	1.0	3.0	11309	2	1	3	12	30	7	3000	2	1	0	0	1
1	13	113.0	1.0	3.0	11309	3	2				7	3000	2	1	1	0	1
1	13	113.0	1.0	3.0	11309	4	16				7	2300	2	0		0	1
1	13	113.0	1.0	3.0	11310	1	1	9			1	7800	2	1	0	0	1
1	13	113.0	1.0	3.0	11310	2	9	24	16		3	6400	2	1	0	0	1
1	13	113.0	1.0	3.0	11310	3	30	3			1	4600	2	1	0	0	1
1	13	113.0	1.0	3.0	11310	4	12	9			1	3100	2	0		0	1
1	13	113.0	1.0	3.0	11310	5	2					1800	2				
1	13	113.0	1.0	3.0	11311	1	1	9			4	8000	2	0		0	1
1	13	113.0	1.0	3.0	11311	2	14	12			4	4000	2	0		0	1
1	13	113.0	1.0	3.0	11311	3	9	90			4	2000	2	0		0	1
1	13	113.0	1.0	3.0	11311	4	1	2			4	1500	2	1	1	0	2
1	13	113.0	1.0	3.0	11312	1	1				1	3000	2	0		0	1
1	13	113.0	1.0	3.0	11312	2	30				1	1000	2	0		0	2
1	13	113.0	1.0	3.0	11313	1	1	9			4	4000	2	0		0	1
