hhid	villno	group	strno	district	village	codigo1	codigo2	f01
30518	305.0	3.0	3.0	3	5	102	102	5
30519	305.0	3.0	3.0	3	5	101	101	4
30520	305.0	3.0	3.0	3	5	102	102	3
40101	401.0	3.0	3.0	4	1	101	102	3
40104	401.0	3.0	3.0	4	1	101	121	4
40105	101.0	3.0	1.0	1	4	121	101	2
40106	401.0	3.0	3.0	4	1	101	101	4
40107	401.0	3.0	3.0	4	1	101	102	4
40108	401.0	3.0	3.0	4	1	101	10	4
40110	401.0	3.0	3.0	4	1	101	101	4
40111	401.0	3.0	3.0	4	1	101	101	4
40112	401.0	3.0	3.0	4	1	101	102	4
40113	401.0	3.0	3.0	4	1	101	101	6
40114	401.0	3.0	3.0	4	1	101	102	4
40115	401.0	3.0	3.0	4	1	101	101	3
40116	401.0	3.0	3.0	4	1	102	102	6
40117	401.0	3.0	3.0	4	1	102	102	2
40118	401.0	3.0	3.0	4	1	101	102	4
40119	401.0	3.0	3.0	4	1	111	112	5
40120	401.0	3.0	3.0	4	1	101	101	4
40201	402.0	1.0	3.0	4	2	101	101	5
40202	402.0	1.0	3.0	4	2	101	102	3
40203	402.0	1.0	3.0	4	2	111	111	2
40204	402.0	1.0	3.0	4	2	101	102	5
40205	402.0	1.0	3.0	4	2	101	106	3
40206	402.0	1.0	3.0	4	2	101	102	4
40207	402.0	1.0	3.0	4	2	101	101	4
40208	402.0	1.0	3.0	4	2	101	102	4
40209	402.0	1.0	3.0	4	2	101	102	4
40210	402.0	1.0	3.0	4	2	101	101	3
40211	402.0	1.0	3.0	4	2	102	102	4
40212	402.0	1.0	3.0	4	2	101	101	4
40213	402.0	1.0	3.0	4	2	101	101	4
40214	402.0	1.0	3.0	4	2	101	101	4
40215	402.0	1.0	3.0	4	2	101	101	3
40216	402.0	1.0	3.0	4	2	101	101	3
40217	402.0	1.0	3.0	4	2	101	101	2
40218	402.0	1.0	3.0	4	2	101	101	1
40219	402.0	1.0	3.0	4	2	102	102	4
40301	403.0	1.0	3.0	4	3	101	101	4
40302	403.0	1.0	3.0	4	3	101	102	4
40303	403.0	1.0	3.0	4	3	101	101	4
40304	403.0	1.0	3.0	4	3	101	103	4
40305	403.0	1.0	3.0	4	3	101	102	4
40306	403.0	1.0	3.0	4	3	101	101	5
40307	403.0	1.0	3.0	4	3	101	101	7
40308	403.0	1.0	3.0	4	3	101	101	4
40309	403.0	1.0	3.0	4	3	101	101	4
40310	403.0	1.0	3.0	4	3	101	101	4
40311	403.0	1.0	3.0	4	3	101	102	3
40312	403.0	1.0	3.0	4	3	101	102	5
40313	403.0	1.0	3.0	4	3	101	101	5
40314	403.0	1.0	3.0	4	3	101	102	5
40315	403.0	1.0	3.0	4	3	101	102	2
40316	403.0	1.0	3.0	4	3	101	101	3
40318	403.0	1.0	3.0	4	3	101	101	5
40319	403.0	1.0	3.0	4	3	121	101	2
40320	403.0	1.0	3.0	4	3	101	102	4
40401	404.0	2.0	3.0	4	4	102	102	3
40402	404.0	2.0	3.0	4	4	102	102	3
40403	404.0	2.0	3.0	4	4	101	102	3
40405	404.0	2.0	3.0	4	4	102	102	3
40406	404.0	2.0	3.0	4	4	102	102	3
40408	404.0	2.0	3.0	4	4	101	102	3
40409	404.0	2.0	3.0	4	4	101	101	2
40410	404.0	2.0	3.0	4	4	101	102	4
40411	404.0	2.0	3.0	4	4	103	103	4
40413	404.0	2.0	3.0	4	4	102	102	1
40414	404.0	2.0	3.0	4	4	101	102	3
40415	404.0	2.0	3.0	4	4	101	102	4
40416	404.0	2.0	3.0	4	4	101	101	3
40417	404.0	2.0	3.0	4	4	101	101	5
40419	404.0	2.0	3.0	4	4	102	102	4
10150	101.0	3.0	1.0	1	1	101	102	1
10151	101.0	3.0	1.0	1	1	101	101	3
10152	101.0	3.0	1.0	1	1	101	101	4
10250	102.0	2.0	1.0	1	2	101	102	3
10251	102.0	2.0	1.0	1	2	102	102	5
10260	102.0	2.0	1.0	1	2	101	101	1
10261	102.0	2.0	1.0	1	2	101	101	3
10262	102.0	2.0	1.0	1	2	101	102	2
10263	102.0	2.0	1.0	1	2	102	102	3
10264	102.0	2.0	1.0	1	2	102	102	2
10265	102.0	2.0	1.0	1	2	102	102	5
10266	102.0	2.0	1.0	1	2	102	102	3
10267	102.0	2.0	1.0	1	2	101	101	4
10268	102.0	2.0	1.0	1	2	101	101	4
10269	102.0	2.0	1.0	1	2	102	102	3
10270	102.0	2.0	1.0	1	2	101	101	3
10350	103.0	2.0	1.0	1	3	101	102	3
10351	103.0	2.0	1.0	1	3	101	102	2
10352	103.0	2.0	1.0	1	3	102	102	3
10360	103.0	2.0	1.0	1	3	101	102	4
10361	103.0	2.0	1.0	1	3	101	101	4
10362	103.0	2.0	1.0	1	3	101	101	3
10363	103.0	2.0	1.0	1	3	101	101	3
10364	103.0	2.0	1.0	1	3	101	101	5
10365	103.0	2.0	1.0	1	3	101	102	3
10366	103.0	2.0	1.0	1	3	101	102	5
10367	103.0	2.0	1.0	1	3	102	102	4
10368	103.0	2.0	1.0	1	3	101	101	5
10369	103.0	2.0	1.0	1	3	102	102	5
10450	104.0	3.0	1.0	1	4	102	102	3
10451	104.0	3.0	1.0	1	4	102	102	3
10452	104.0	3.0	1.0	1	4	101	102	2
10550	105.0	3.0	1.0	1	5	102	102	5
10551	108.0	2.0	1.0	1	8	101	102	4
10552	105.0	3.0	1.0	1	5	101	101	5
10650	106.0	3.0	1.0	1	6	101	101	3
10651	106.0	3.0	1.0	1	6	102	102	3
10652	106.0	3.0	1.0	1	6	101	101	3
10750	107.0	3.0	1.0	1	7	102	102	3
10751	107.0	3.0	1.0	1	7	101	101	4
10752	107.0	3.0	1.0	1	7	102	102	3
10850	108.0	2.0	1.0	1	8	101	102	2
10852	108.0	2.0	1.0	1	8	102	102	2
10860	108.0	2.0	1.0	1	8	101	102	5
10861	108.0	2.0	1.0	1	8	101	101	3
10862	108.0	2.0	1.0	1	8	102	102	4
10863	108.0	2.0	1.0	1	8	102	102	3
10864	108.0	2.0	1.0	1	8	101	102	4
10865	108.0	2.0	1.0	1	8	101	102	4
10866	108.0	2.0	1.0	1	8	101	102	2
10867	108.0	2.0	1.0	1	8	102	102	5
10868	108.0	2.0	1.0	1	8	101	102	2
10869	108.0	2.0	1.0	1	8	101	101	2
10950	109.0	1.0	1.0	1	9	101	101	5
10951	109.0	1.0	1.0	1	9	101	101	3
10952	109.0	1.0	1.0	1	9	101	101	2
10953	109.0	1.0	1.0	1	9	101	101	3
10960	109.0	1.0	1.0	1	9	101	101	4
10961	109.0	1.0	1.0	1	9	101	101	2
10962	109.0	1.0	1.0	1	9	101	101	2
10963	109.0	1.0	1.0	1	9	101	101	2
10964	109.0	1.0	1.0	1	9	101	101	3
10965	109.0	1.0	1.0	1	9	101	102	2
10966	109.0	1.0	1.0	1	9	101	101	5
10967	109.0	1.0	1.0	1	9	101	101	3
10968	109.0	1.0	1.0	1	9	102	102	4
10969	109.0	1.0	1.0	1	9	101	101	3
11050	110.0	1.0	1.0	1	10	102	102	3
11051	110.0	1.0	1.0	1	10	102	102	3
11052	110.0	1.0	1.0	1	10	101	102	3
11053	110.0	1.0	1.0	1	10	101	101	3
11054	110.0	1.0	1.0	1	10	101	102	3
11060	110.0	1.0	1.0	1	10	101	102	4
11061	110.0	1.0	1.0	1	10	101	101	3
11062	110.0	1.0	1.0	1	10	101	101	2
11063	110.0	1.0	1.0	1	10	101	101	2
11064	110.0	1.0	1.0	1	10	101	101	2
11065	110.0	1.0	1.0	1	10	101	101	4
11066	110.0	1.0	1.0	1	10	101	102	2
11067	110.0	1.0	1.0	1	10	101	102	2
11068	110.0	1.0	1.0	1	10	102	102	4
11069	110.0	1.0	1.0	1	10	101	101	2
11070	110.0	1.0	1.0	1	10	102	102	4
11071	110.0	1.0	1.0	1	10	102	102	3
11072	110.0	1.0	1.0	1	10	102	102	4
11150	111.0	1.0	1.0	1	11	102	102	3
11151	111.0	1.0	1.0	1	11	101	102	2
11152	111.0	1.0	1.0	1	11	101	101	4
11153	111.0	1.0	1.0	1	11	101	101	5
11154	111.0	1.0	1.0	1	11	101	101	2
11160	111.0	1.0	1.0	1	11	101	102	2
11161	111.0	1.0	1.0	1	11	102	102	5
11162	111.0	1.0	1.0	1	11	101	101	3
11163	111.0	1.0	1.0	1	11	101	102	4
11164	111.0	1.0	1.0	1	11	102	102	3
11165	111.0	1.0	1.0	1	11	101	101	3
11166	111.0	1.0	1.0	1	11	101	101	4
11167	111.0	1.0	1.0	1	11	101	101	5
11168	111.0	1.0	1.0	1	11	101	102	4
11169	111.0	1.0	1.0	1	11	102	102	5
11250	112.0	2.0	1.0	1	12	101	101	2
11251	112.0	2.0	1.0	1	12	101	101	4
11252	112.0	2.0	1.0	1	12	101	101	4
11260	112.0	2.0	1.0	1	12	102	102	3
11261	112.0	2.0	1.0	1	12	102	102	2
11262	112.0	2.0	1.0	1	12	102	102	5
11263	112.0	2.0	1.0	1	12	101	101	4
11264	112.0	2.0	1.0	1	12	101	101	3
11265	112.0	2.0	1.0	1	12	101	102	2
11266	112.0	2.0	1.0	1	12	101	101	4
11267	112.0	2.0	1.0	1	12	101	101	4
11268	112.0	2.0	1.0	1	12	101	101	5
11269	112.0	2.0	1.0	1	12	102	102	4
11350	113.0	3.0	1.0	1	13	101	101	2
11351	113.0	3.0	1.0	1	13	101	101	5
11352	113.0	3.0	1.0	1	13	101	101	3
11450	114.0	2.0	1.0	1	14	102	102	3
11451	114.0	2.0	1.0	1	14	101	101	3
11452	114.0	2.0	1.0	1	14	102	102	4
11460	114.0	2.0	1.0	1	14	101	101	5
11461	114.0	2.0	1.0	1	14	101	102	2
11462	114.0	2.0	1.0	1	14	102	102	2
11463	114.0	2.0	1.0	1	14	101	101	5
11464	114.0	2.0	1.0	1	14	101	101	4
11465	114.0	2.0	1.0	1	14	101	101	5
11466	114.0	2.0	1.0	1	14	101	101	4
11467	114.0	2.0	1.0	1	14	102	102	3
11468	114.0	2.0	1.0	1	14	102	102	4
11469	114.0	2.0	1.0	1	14	101	101	3
11470	114.0	2.0	1.0	1	14	101	101	5
11550	115.0	1.0	1.0	1	15	101	101	3
11551	115.0	1.0	1.0	1	15	101	102	2
11552	115.0	1.0	1.0	1	15	101	1	4
11553	115.0	1.0	1.0	1	15	101	101	4
11560	115.0	1.0	1.0	1	15	102	102	3
11561	115.0	1.0	1.0	1	15	102	101	4
11562	115.0	1.0	1.0	1	15	101	101	3
11563	115.0	1.0	1.0	1	15	101	101	1
11564	115.0	1.0	1.0	1	15	102	102	4
11565	115.0	1.0	1.0	1	15	101	101	3
11566	115.0	1.0	1.0	1	15	101	102	2
11567	115.0	1.0	1.0	1	15	101	101	3
11568	115.0	1.0	1.0	1	15	101	102	4
11569	115.0	1.0	1.0	1	15	102	102	2
11650	116.0	1.0	1.0	1	16	102	102	3
11652	116.0	1.0	1.0	1	16	101	101	3
11653	116.0	1.0	1.0	1	16	101	101	5
11660	116.0	1.0	1.0	1	16	101	101	2
11661	116.0	1.0	1.0	1	16	101	102	4
11662	116.0	1.0	1.0	1	16	101	102	5
11663	116.0	1.0	1.0	1	16	102	102	5
11664	116.0	1.0	1.0	1	16	101	101	5
11665	116.0	1.0	1.0	1	16	102	102	3
11666	116.0	1.0	1.0	1	16	101	102	5
11667	116.0	1.0	1.0	1	16	102	102	5
11668	116.0	1.0	1.0	1	16	101	101	4
11669	116.0	1.0	1.0	1	16	102	102	3
11750	117.0	2.0	1.0	1	17	101	102	2
11751	117.0	2.0	1.0	1	17	101	102	4
11752	117.0	2.0	1.0	1	17	102	102	5
11753	117.0	2.0	1.0	1	17	101	102	3
11760	117.0	2.0	1.0	1	17	101	101	4
11761	117.0	2.0	1.0	1	17	101	101	4
11762	117.0	2.0	1.0	1	17	101	102	3
11763	117.0	2.0	1.0	1	17	102	102	9
11764	117.0	2.0	1.0	1	17	103	103	9
11766	117.0	2.0	1.0	1	17	101	101	4
11767	117.0	2.0	1.0	1	17	101	101	4
11768	117.0	2.0	1.0	1	17	101	101	6
11769	117.0	2.0	1.0	1	17	102	102	2
11851	118.0	1.0	1.0	1	18	102	102	4
11852	118.0	1.0	1.0	1	18	101	102	3
11853	118.0	1.0	1.0	1	18	101	101	2
11860	118.0	1.0	1.0	1	18	101	102	3
11861	118.0	1.0	1.0	1	18	101	101	4
11862	118.0	1.0	1.0	1	18	101	102	2
11863	118.0	1.0	1.0	1	18	102	102	4
11864	118.0	1.0	1.0	1	18	102	102	3
11865	118.0	1.0	1.0	1	18	101	102	2
11866	118.0	1.0	1.0	1	18	101	101	3
11867	118.0	1.0	1.0	1	18	101	101	4
11868	118.0	1.0	1.0	1	18	101	102	5
11869	118.0	1.0	1.0	1	18	102	102	4
11870	118.0	1.0	1.0	1	18	101	101	3
11871	118.0	1.0	1.0	1	18	102	102	4
11872	118.0	1.0	1.0	1	18	102	102	3
20150	201.0	3.0	2.0	2	1	101	102	4
20151	201.0	3.0	2.0	2	1	101	101	1
20153	201.0	3.0	2.0	2	1	101	101	2
20250	202.0	3.0	2.0	2	2	102	102	6
20251	202.0	3.0	2.0	2	2	101	101	5
20350	203.0	2.0	2.0	2	3	101	101	3
20351	203.0	2.0	2.0	2	3	101	101	6
20352	203.0	2.0	2.0	2	3	102	102	4
20360	203.0	2.0	2.0	2	3	101	102	3
20361	203.0	2.0	2.0	2	3	101	101	3
20362	203.0	2.0	2.0	2	3	102	102	4
20363	203.0	2.0	2.0	2	3	101	101	3
20364	203.0	2.0	2.0	2	3	102	101	4
20365	203.0	2.0	2.0	2	3	101	102	4
20366	203.0	2.0	2.0	2	3	101	101	6
20367	203.0	2.0	2.0	2	3	102	102	2
20368	203.0	2.0	2.0	2	3	101	102	3
20369	203.0	2.0	2.0	2	3	101	101	3
20450	204.0	2.0	2.0	2	4	101	101	5
20451	204.0	2.0	2.0	2	4	101	102	5
20452	204.0	2.0	2.0	2	4	101	102	3
20460	204.0	2.0	2.0	2	4	101	102	5
20461	204.0	2.0	2.0	2	4	102	102	5
20462	204.0	2.0	2.0	2	4	101	101	3
20463	204.0	2.0	2.0	2	4	102	102	2
20464	204.0	2.0	2.0	2	4	101	101	2
20465	204.0	2.0	2.0	2	4	101	102	5
20466	204.0	2.0	2.0	2	4	101	101	6
20467	204.0	2.0	2.0	2	4	101	101	4
20468	204.0	2.0	2.0	2	4	101	102	5
20469	204.0	2.0	2.0	2	4	101	101	3
20550	205.0	1.0	2.0	2	5	101	102	4
20551	205.0	1.0	2.0	2	5	101	102	5
20552	205.0	1.0	2.0	2	5	102	102	5
20560	205.0	1.0	2.0	2	5	101	102	3
20561	205.0	1.0	2.0	2	5	101	102	2
20562	205.0	1.0	2.0	2	5	101	103	2
20563	205.0	1.0	2.0	2	5	101	101	3
20564	205.0	1.0	2.0	2	5	101	102	4
20565	205.0	1.0	2.0	2	5	101	102	5
20566	205.0	1.0	2.0	2	5	101	102	2
20567	205.0	1.0	2.0	2	5	101	102	5
20568	205.0	1.0	2.0	2	5	101	102	5
20569	205.0	1.0	2.0	2	5	101	102	3
20650	206.0	1.0	2.0	2	6	101	102	4
20651	206.0	1.0	2.0	2	6	102	102	5
20660	206.0	1.0	2.0	2	6	102	102	5
20661	206.0	1.0	2.0	2	6	101	102	4
20662	206.0	1.0	2.0	2	6	101	102	4
20663	206.0	1.0	2.0	2	6	102	102	3
20664	206.0	1.0	2.0	2	6	101	101	3
20665	206.0	1.0	2.0	2	6	102	102	3
20666	206.0	1.0	2.0	2	6	101	101	4
20667	206.0	1.0	2.0	2	6	101	102	5
20668	206.0	1.0	2.0	2	6	101	102	5
20669	206.0	1.0	2.0	2	6	101	101	3
20750	207.0	2.0	2.0	2	7	101	101	4
20752	207.0	2.0	2.0	2	7	101	101	5
20753	207.0	2.0	2.0	2	7	102	102	4
20760	207.0	2.0	2.0	2	7	101	101	5
20761	207.0	2.0	2.0	2	7	101	102	5
20762	207.0	2.0	2.0	2	7	102	102	3
20763	207.0	2.0	2.0	2	7	102	102	3
20764	207.0	2.0	2.0	2	7	101	102	3
20765	207.0	2.0	2.0	2	7	101	102	4
20766	207.0	2.0	2.0	2	7	101	101	3
20767	207.0	2.0	2.0	2	7	101	102	6
20768	207.0	2.0	2.0	2	7	101	102	4
20769	207.0	2.0	2.0	2	7	101	102	4
20850	208.0	1.0	2.0	2	8	101	102	3
20852	208.0	1.0	2.0	2	8	101	101	4
20853	208.0	1.0	2.0	2	8	101	102	4
20860	208.0	1.0	2.0	2	8	101	101	5
20861	208.0	1.0	2.0	2	8	101	101	4
20862	208.0	1.0	2.0	2	8	101	101	5
20863	208.0	1.0	2.0	2	8	102	102	5
20864	208.0	1.0	2.0	2	8	101	102	3
20865	208.0	1.0	2.0	2	8	101	102	3
20866	208.0	1.0	2.0	2	8	102	101	3
20867	208.0	1.0	2.0	2	8	101	102	4
20868	208.0	1.0	2.0	2	8	101	102	5
20869	208.0	1.0	2.0	2	8	101	102	3
20950	209.0	3.0	2.0	2	9	102	102	1
30150	301.0	2.0	3.0	3	1	102	102	2
30151	301.0	2.0	3.0	3	1	102	102	3
30152	301.0	2.0	3.0	3	1	102	102	2
30160	301.0	2.0	3.0	3	1	101	101	5
30161	301.0	2.0	3.0	3	1	102	101	4
30162	301.0	2.0	3.0	3	1	101	101	3
30163	301.0	2.0	3.0	3	1	102	102	5
30164	301.0	2.0	3.0	3	1	102	102	3
30165	301.0	2.0	3.0	3	1	102	101	3
30166	301.0	2.0	3.0	3	1	101	101	4
30167	301.0	2.0	3.0	3	1	102	102	3
30168	301.0	2.0	3.0	3	1	101	101	4
30169	103.0	2.0	1.0	3	1	101	101	5
30250	302.0	2.0	3.0	3	2	101	102	5
30251	302.0	2.0	3.0	3	2	102	102	4
30260	302.0	2.0	3.0	3	2	101	102	4
30261	302.0	2.0	3.0	3	2	101	102	5
30262	302.0	2.0	3.0	3	2	102	102	4
30263	302.0	2.0	3.0	3	2	102	102	4
30264	302.0	2.0	3.0	3	2	102	102	4
30265	302.0	2.0	3.0	3	2	101	102	4
30266	302.0	2.0	3.0	3	2	101	101	4
30267	302.0	2.0	3.0	3	2	102	102	3
30268	302.0	2.0	3.0	3	2	102	102	2
30269	302.0	2.0	3.0	3	2	102	102	3
30350	303.0	1.0	3.0	3	3	102	102	4
30351	303.0	1.0	3.0	3	3	101	102	6
30352	303.0	1.0	3.0	3	3	102	102	6
30354	303.0	1.0	3.0	3	3	101	102	4
30360	303.0	1.0	3.0	3	3	101	102	3
30361	303.0	1.0	3.0	3	3	102	102	5
30362	303.0	1.0	3.0	3	3	102	102	4
30363	303.0	1.0	3.0	3	3	102	102	4
30364	303.0	1.0	3.0	3	3	102	102	4
30365	303.0	1.0	3.0	3	3	101	101	4
30366	303.0	1.0	3.0	3	3	102	102	4
30367	303.0	1.0	3.0	3	3	102	102	3
30368	303.0	1.0	3.0	3	3	102	102	5
30369	303.0	1.0	3.0	3	3	101	102	4
30450	304.0	3.0	3.0	3	4	102	102	4
30451	304.0	3.0	3.0	3	4	102	102	4
30452	304.0	3.0	3.0	3	4	101	101	3
30453	304.0	3.0	3.0	3	4	102	102	2
30454	304.0	3.0	3.0	3	4	102	102	5
30550	305.0	3.0	3.0	3	5	101	102	2
30551	305.0	3.0	3.0	3	5	102	102	3
30552	305.0	3.0	3.0	3	5	101	102	4
40150	401.0	3.0	3.0	4	1	102	102	3
40151	401.0	3.0	3.0	4	1	101	101	4
40152	401.0	3.0	3.0	4	1	102	101	2
40250	402.0	1.0	3.0	4	2	101	101	4
40251	402.0	1.0	3.0	4	2	101	101	4
40252	402.0	1.0	3.0	4	2	101	102	4
40260	402.0	1.0	3.0	4	2	101	102	4
40261	402.0	1.0	3.0	4	2	101	102	2
40262	402.0	1.0	3.0	4	2	101	101	3
40263	402.0	1.0	3.0	4	2	101	101	3
40264	402.0	1.0	3.0	4	2	101	102	3
40265	402.0	1.0	3.0	4	2	101	102	3
40266	402.0	1.0	3.0	4	2	101	101	4
40267	402.0	1.0	3.0	4	2	101	101	5
40268	402.0	1.0	3.0	4	2	101	102	3
40269	402.0	1.0	3.0	4	2	101	102	1
40350	403.0	1.0	3.0	4	3	11	101	3
40351	403.0	1.0	3.0	4	3	102	102	4
40352	403.0	1.0	3.0	4	3	102	10	2
40353	403.0	1.0	3.0	4	3	101	101	4
40354	403.0	1.0	3.0	4	3	101	102	4
40360	403.0	1.0	3.0	4	3	101	102	4
40361	403.0	1.0	3.0	4	3	101	102	6
40362	403.0	1.0	3.0	4	3	102	102	3
40363	403.0	1.0	3.0	4	3	102	102	4
40364	403.0	1.0	3.0	4	3	101	102	3
40365	403.0	1.0	3.0	4	3	102	102	4
40366	403.0	1.0	3.0	4	3	102	102	4
40367	403.0	1.0	3.0	4	3	101	10	5
40368	403.0	1.0	3.0	4	3	101	102	3
40369	403.0	1.0	3.0	4	3	101	102	4
40450	404.0	2.0	3.0	4	4	102	102	4
40451	404.0	2.0	3.0	4	4	102	102	4
40453	404.0	2.0	3.0	4	4	101	102	4
40460	404.0	2.0	3.0	4	4	102	102	3
40461	404.0	2.0	3.0	4	4	101	102	3
40462	404.0	2.0	3.0	4	4	102	102	4
40463	404.0	2.0	3.0	4	4	101	102	4
40464	404.0	2.0	3.0	4	4	101	102	1
40465	404.0	2.0	3.0	4	4	101	101	1
40466	404.0	2.0	3.0	4	4	102	102	2
40467	404.0	2.0	3.0	4	4	101	101	4
40468	404.0	2.0	3.0	4	4	101	102	3
40469	404.0	2.0	3.0	4	4	101	102	4
