district	village	villno	strno	group	hhid	n1	n2	n3	n4	n5	n6	n7	n8	n9	n10	n11	n12	n13	n14	n15	n16	n17	n18	n19	n20	n21	n22	n23	n24	n25	n26	n27	n28	n29	n30	n31	n32	n33	n34	n35	n36	n37	n38
1	9	109.0	1.0	1.0	10907	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	3	0	1	0	1	0	4	0	1	0	0	1	0	0	0	4.5	5.0	1	2	1	1	1	1
1	9	109.0	1.0	1.0	10908	0	1	0	0	0	0	0	2	0	0	0	1	1	0	0	1	0	1	0	1	0	5	1	1	0	0	1	0	0	0	4.0	5.0	1	1	1	1	1	0
1	9	109.0	1.0	1.0	10909	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	1	0	2	0	4	2	1	0	0	0	0	0	0	4.0	4.0	1	2	4	1	1	0
1	9	109.0	1.0	1.0	10911	1	0	0	0	1	1	1	3	4	0	0	1	0	0	0	2	0	1	0	0	0	3	1	1	0	0	0	0	0	0	4.0	5.0	1	2	4	1	2	1
1	9	109.0	1.0	1.0	10912	0	2	0	0	0	0	0	3	1	0	0	1	0	0	0	3	0	1	0	1	0	3	1	1	0	0	1	0	0	0	4.0	5.0	1	2	4	1	2	0
1	9	109.0	1.0	1.0	10913	0	1	0	0	0	0	0	2	0	0	0	1	0	0	0	3	0	1	0	1	0	3	1	1	0	0	1	0	0	0	3.0	4.0	1	1	2	1	2	0
1	9	109.0	1.0	1.0	10914	1	0	0	0	0	0	1	0	1	0	0	1	0	0	0	1	0	1	0	0	0	2	0	1	0	0	1	0	0	0	4.0	5.0	1	2	4	1	2	1
1	9	109.0	1.0	1.0	10915	1	2	1	0	1	0	0	3	2	0	0	1	1	0	0	1	0	2	0	1	0	3	1	2	0	0	1	0	0	0	5.0	6.0	1	2	4	1	3	1
1	9	109.0	1.0	1.0	10916	0	1	0	0	0	0	0	5	0	0	0	2	0	0	0	1	0	1	0	1	0	3	1	1	0	0	1	0	0	0	3.5	4.0	1	1	4	1	1	0
1	9	109.0	1.0	1.0	10917	0	1	0	0	0	1	0	2	0	0	0	1	0	0	0	2	0	1	0	0	0	2	0	1	0	0	0	0	0	0	3.0	4.0	1	2	1	1	2	0
1	9	109.0	1.0	1.0	10919	0	0	0	0	0	0	0	3	0	0	0	1	1	0	0	3	0	1	0	0	0	2	0	0	0	0	1	0	0	0	4.0	4.5	1	2	1	1	3	0
1	10	110.0	1.0	1.0	11001	1	1	0	0	0	0	0	2	2	0	0	2	0	0	0	5	0	1	0	1	0	3	1	0	0	0	1	0	0	0	3.5	4.0	1	2	1	1	2	1
1	10	110.0	1.0	1.0	11003	0	1	0	0	0	0	0	2	0	0	0	1	0	0	0	1	0	1	0	0	0	2	1	1	0	0	0	0	0	0	4.0	5.0	1	2	1	1	1	0
1	10	110.0	1.0	1.0	11004	0	1	0	1	0	0	0	2	0	0	0	0	0	0	0	1	0	3	0	0	0	4	0	1	0	0	0	0	0	0	4.0	5.0	1	2	1	1	2	0
1	10	110.0	1.0	1.0	11005	1	1	0	0	0	0	0	1	0	0	0	1	0	0	0	2	0	1	0	1	0	2	1	1	0	0	1	0	0	0	4.0	4.0	1	2	2	1	2	1
1	10	110.0	1.0	1.0	11006	0	1	0	0	0	0	0	4	0	0	0	1	0	0	0	2	0	1	0	0	0	3	1	1	0	0	0	0	0	0	3.0	4.0	1	2	1	1	1	0
1	10	110.0	1.0	1.0	11007	0	1	0	1	0	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	0	4	1	1	0	0	1	0	0	0	5.0	6.0	1	2	4	1	2	0
1	10	110.0	1.0	1.0	11009	0	0	0	0	0	1	0	4	0	0	1	1	0	0	0	2	0	1	0	0	0	2	0	1	0	0	0	0	0	0	3.5	4.0	1	2	1	1	1	1
1	10	110.0	1.0	1.0	11011	1	3	0	0	0	3	2	7	5	0	0	3	2	0	0	3	0	4	0	0	0	7	2	3	0	0	2	0	0	0	3.5	4.5	1	2	4	1	2	0
1	10	110.0	1.0	1.0	11013	0	0	0	0	0	0	0	2	0	0	0	1	0	0	0	2	0	1	0	1	0	1	0	1	0	0	0	0	0	0	5.0	5.5	1	2	4	1	2	1
1	10	110.0	1.0	1.0	11014	0	1	0	0	0	0	0	2	0	0	0	1	0	0	0	2	0	0	0	1	0	5	2	1	0	0	0	0	0	0	4.0	5.0	1	2	1	1	2	1
1	10	110.0	1.0	1.0	11015	0	0	0	0	0	0	0	2	0	0	0	1	0	0	0	1	0	0	0	0	0	2	0	1	0	0	0	0	0	0	3.5	3.5	1	2	1	1	2	0
1	10	110.0	1.0	1.0	11016	1	0	0	0	0	1	0	1	4	0	0	0	1	0	0	1	0	1	0	0	0	5	0	1	0	0	1	0	0	0	4.0	4.5	1	2	1	1	2	0
1	10	110.0	1.0	1.0	11017	0	1	0	0	0	0	0	3	0	0	0	0	0	0	0	1	0	0	0	1	0	4	0	1	0	0	0	0	0	0	3.0	3.5	1	3	1	1	1	0
1	10	110.0	1.0	1.0	11018	1	0	0	1	0	0	0	3	0	0	0	1	1	0	0	1	0	1	0	1	0	3	2	1	0	0	1	0	0	0	4.0	6.0	1	2	1	1	2	1
1	10	110.0	1.0	1.0	11019	0	1	0	1	1	1	1	1	2	0	0	1	0	1	0	1	0	2	0	1	0	9	2	1	0	0	1	0	0	0	6.0	6.0	1	3	4	1	2	1
1	11	111.0	1.0	1.0	11102	2	0	0	0	1	0	0	2	2	0	0	1	0	0	0	3	0	1	0	0	0	3	0	1	0	0	0	0	0	0	5.0	4.0	1	2	4	1	2	0
1	11	111.0	1.0	1.0	11103	1	1	0	0	0	0	4	1	7	0	0	1	0	0	0	3	1	0	0	0	0	6	1	1	0	0	1	0	0	0	6.5	7.0	3	3	4	2	3	1
1	11	111.0	1.0	1.0	11104	1	1	0	0	1	1	1	4	6	1	0	2	0	0	0	3	0	1	0	0	0	4	1	1	0	0	0	0	0	0	6.5	8.0	1	3	4	1	2	1
1	11	111.0	1.0	1.0	11105	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2	0	1	0	0	0	2	0	1	0	0	0	0	0	0	4.0	3.0	1	2	1	1	2	0
1	11	111.0	1.0	1.0	11108	1	2	0	0	0	0	0	0	0	0	0	1	1	0	0	4	1	1	0	0	0	7	1	1	0	0	1	1	0	0	5.0	4.0	1	2	1	1	2	0
1	11	111.0	1.0	1.0	11109	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	2	0	0	0	0	0	3	0	1	0	0	1	0	0	0	4.0	5.5	1	2	1	1	2	1
1	11	111.0	1.0	1.0	11110	1	1	0	0	0	0	0	2	0	0	0	1	0	0	0	2	0	1	0	0	0	3	0	0	0	0	0	0	0	0	6.0	4.0	1	3	1	1	2	0
1	11	111.0	1.0	1.0	11112	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	1	0	0	0	2	1	0	0	0	0	0	0	0	3.0	5.5	1	2	1	1	1	0
1	11	111.0	1.0	1.0	11113	6	1	0	1	2	0	0	0	0	0	0	1	0	0	0	3	0	1	0	0	0	1	0	0	0	0	0	0	0	0	5.0	4.0	1	2	1	1	2	0
1	11	111.0	1.0	1.0	11114	1	1	0	0	0	0	0	3	0	0	0	1	1	0	0	4	1	1	0	0	0	6	1	1	0	0	0	0	0	0	4.0	3.0	1	2	1	1	2	0
1	11	111.0	1.0	1.0	11115	1	2	0	1	0	0	0	3	0	0	0	1	1	0	0	2	0	1	0	0	0	2	0	1	0	0	0	0	0	0	5.0	4.0	1	3	1	1	2	0
1	11	111.0	1.0	1.0	11116	1	1	0	0	0	1	0	1	0	0	0	1	0	0	0	2	0	0	0	0	0	2	0	0	0	0	1	0	0	0	3.5	6.0	1	2	4	1	2	1
1	11	111.0	1.0	1.0	11117	1	1	0	0	0	0	0	1	0	0	0	1	0	0	0	2	0	1	0	0	0	2	0	1	0	0	1	0	0	0	5.0	6.0	1	2	4	1	2	0
1	11	111.0	1.0	1.0	11118	1	1	0	0	0	0	0	1	0	0	0	1	1	0	0	3	2	1	0	0	0	5	0	1	0	0	2	0	0	0	6.0	4.5	1	3	4	1	2	1
1	11	111.0	1.0	1.0	11119	1	1	0	0	0	0	0	1	0	0	0	1	0	0	0	2	0	1	0	0	0	2	0	0	0	0	0	0	0	0	6.0	7.5	1	2	1	1	1	0
1	11	111.0	1.0	1.0	11120	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	2	0	1	0	0	0	2	1	1	0	0	0	0	0	0	3.0	4.5	1	2	1	1	2	0
1	12	112.0	1.0	2.0	11201	2	1	0	0	0	0	0	2	0	0	0	1	1	0	0	2	0	1	0	1	0	7	1	0	0	0	1	0	0	0	4.0	5.0	1	2	4	1	2	0
1	12	112.0	1.0	2.0	11202	0	1	0	0	0	0	0	2	0	0	0	1	0	0	0	0	0	1	0	0	0	3	1	1	0	0	0	0	0	0	5.0	6.0	1	2	2	1	2	0
1	12	112.0	1.0	2.0	11203	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	4	1	0	0	0	0	0	0	0	3.0	4.0	1	1	1	1	1	0
1	12	112.0	1.0	2.0	11204	0	1	0	0	0	0	0	0	2	0	0	0	0	0	0	2	0	0	0	0	0	3	1	0	0	0	0	0	0	0	4.0	6.0	1	3	4	1	2	0
1	12	112.0	1.0	2.0	11205	2	3	0	1	1	0	0	5	7	0	2	1	0	0	1	5	0	3	0	0	0	5	1	3	0	0	0	0	0	0	6.0	5.0	3	3	2	2	3	1
1	12	112.0	1.0	2.0	11206	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	1	0	0	0	3	0	1	0	0	1	0	0	0	3.0	4.0	1	2	1	1	1	0
1	12	112.0	1.0	2.0	11207	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	3.0	4.0	1	2	1	1	1	0
1	12	112.0	1.0	2.0	11208	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	2	1	1	0	0	0	0	0	0	4.0	4.0	1	2	2	1	2	0
1	12	112.0	1.0	2.0	11209	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	4.0	5.0	1	2	1	1	1	0
1	12	112.0	1.0	2.0	11210	0	0	0	0	0	0	0	1	0	0	0	2	0	0	0	1	0	1	0	1	0	2	0	0	0	0	1	0	0	0	4.0	4.0	1	3	1	1	1	1
1	12	112.0	1.0	2.0	11211	0	4	0	1	0	0	0	2	0	0	0	1	0	0	0	1	0	1	0	0	0	6	1	0	0	0	0	0	0	0	4.0	3.0	3	3	4	1	2	1
1	12	112.0	1.0	2.0	11212	1	1	0	1	0	0	1	0	4	0	0	2	1	0	0	3	1	1	0	0	0	5	1	2	0	0	0	0	0	0	5.0	6.0	1	3	4	1	2	1
1	12	112.0	1.0	2.0	11213	1	1	0	1	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	1	0	2	1	1	0	0	1	0	0	0	5.0	6.0	1	3	4	1	2	0
1	12	112.0	1.0	2.0	11214	1	1	0	1	0	0	0	2	1	0	0	0	1	0	0	2	0	0	0	0	0	4	1	2	0	0	0	0	0	0	3.0	3.0	1	2	1	1	2	1
1	12	112.0	1.0	2.0	11215	1	1	0	0	0	0	0	0	3	0	0	0	0	0	0	3	0	1	0	0	0	7	1	1	0	0	0	0	0	0	4.0	3.0	1	1	1	1	2	1
1	12	112.0	1.0	2.0	11216	1	2	0	2	0	0	0	2	0	0	0	1	0	0	0	1	0	1	0	0	0	4	0	0	0	0	0	0	0	0	4.0	5.0	1	2	1	1	2	0
1	12	112.0	1.0	2.0	11217	1	3	2	0	0	0	0	4	0	0	0	1	0	0	1	1	0	1	0	0	0	7	2	0	0	0	0	0	0	0	5.0	7.0	3	3	4	2	2	0
1	12	112.0	1.0	2.0	11218	1	1	0	0	0	0	0	2	1	0	0	1	1	0	0	2	0	1	0	0	0	2	0	1	0	0	0	0	0	0	5.0	8.0	1	3	1	1	2	0
1	12	112.0	1.0	2.0	11219	1	1	0	1	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	4	1	1	0	0	1	0	0	0	3.0	4.0	1	2	1	1	1	0
1	12	112.0	1.0	2.0	11220	2	3	0	0	1	1	2	5	0	0	0	2	2	0	0	1	1	2	0	1	0	3	1	2	0	0	1	0	0	0	7.0	9.0	3	3	4	1	2	1
1	13	113.0	1.0	3.0	11301	0	1	0	0	0	0	0	0	1	0	0	1	0	0	0	1	0	1	0	0	0	2	1	0	0	0	0	0	0	0	5.0	6.0	1	2	1	1	1	0
1	13	113.0	1.0	3.0	11302	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	1	1	1	0	0	0	0	0	0	3.5	4.5	1	2	1	1	1	1
1	13	113.0	1.0	3.0	11303	1	2	0	1	0	0	0	0	0	0	0	1	1	0	0	2	1	1	0	0	0	5	1	1	0	0	0	0	0	0	5.0	6.0	3	3	4	1	2	1
1	13	113.0	1.0	3.0	11304	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	1	0	1	0	2	0	0	0	0	1	0	0	0	4.0	5.0	1	2	1	1	1	0
1	13	113.0	1.0	3.0	11305	1	2	0	0	0	0	0	1	0	0	0	1	0	0	0	3	0	3	0	1	0	10	1	1	0	0	2	0	0	0	3.0	4.0	1	2	1	1	1	0
1	13	113.0	1.0	3.0	11306	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0	4	0	1	0	0	0	0	0	0	2.0	8.0	1	2	1	1	1	0
1	13	113.0	1.0	3.0	11307	1	1	0	0	0	0	0	2	3	0	0	1	0	0	0	1	0	2	0	1	0	9	2	1	0	0	1	0	0	0	6.0	6.0	1	2	4	1	2	0
1	13	113.0	1.0	3.0	11308	1	1	0	0	0	0	0	1	0	0	0	1	0	0	0	1	0	1	0	0	0	2	0	0	0	0	1	0	0	0	4.0	6.0	1	2	1	1	2	0
1	13	113.0	1.0	3.0	11309	0	2	0	0	0	0	1	2	3	0	0	1	1	0	0	1	1	3	0	2	0	4	2	1	0	0	0	0	0	0	4.0	7.0	1	2	1	1	2	1
1	13	113.0	1.0	3.0	11310	1	2	0	1	0	0	0	0	0	0	0	0	0	0	0	2	2	1	0	1	0	6	1	1	0	0	1	0	0	0	4.0	4.0	1	2	1	1	1	0
1	13	113.0	1.0	3.0	11311	2	2	0	0	1	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	4	2	1	0	0	0	0	0	0	5.0	4.0	1	2	2	1	2	0
1	13	113.0	1.0	3.0	11312	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	2	0	1	0	0	0	0	0	0	3.0	4.0	1	5	1	1	1	0
1	13	113.0	1.0	3.0	11313	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	4	1	1	0	0	0	0	0	0	4.0	3.0	1	1	1	1	1	0
1	13	113.0	1.0	3.0	11314	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	1	0	2	0	0	0	4	1	1	0	0	0	0	0	0	5.0	3.0	1	2	1	1	1	0
1	13	113.0	1.0	3.0	11316	1	0	0	0	0	0	0	2	2	0	0	0	0	0	0	4	2	1	0	0	0	4	1	1	0	0	0	0	0	0	5.0	4.0	1	2	2	1	2	0
1	13	113.0	1.0	3.0	11317	1	5	0	2	1	0	0	1	0	0	0	3	3	0	0	3	1	2	0	0	0	7	2	2	0	0	3	0	0	0	5.0	7.0	1	2	1	1	1	1
1	13	113.0	1.0	3.0	11318	1	1	0	1	0	1	1	1	4	0	0	1	1	0	0	2	1	1	0	0	0	10	1	1	0	0	0	0	0	0	4.0	7.0	1	3	4	1	2	1
1	14	114.0	1.0	2.0	11401	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	1	0	1	0	2	1	0	0	0	1	0	0	0	4.0	5.0	1	3	1	1	1	1
1	14	114.0	1.0	2.0	11402	1	1	0	1	0	0	1	2	0	0	0	1	1	0	0	3	1	1	0	1	0	4	1	1	0	0	1	0	0	0	4.5	5.5	3	3	5	1	2	1
1	14	114.0	1.0	2.0	11403	1	2	0	0	0	0	0	4	0	0	0	1	1	0	0	5	1	1	0	1	0	5	2	2	0	0	1	0	0	0	5.0	8.0	1	2	4	1	3	0
1	14	114.0	1.0	2.0	11404	0	2	0	0	0	0	0	5	0	0	0	0	2	0	0	0	1	1	0	1	0	4	1	1	0	0	0	0	0	0	5.0	6.0	1	3	1	1	2	0
1	14	114.0	1.0	2.0	11405	1	1	0	0	0	0	0	1	0	0	0	0	1	0	0	3	0	1	0	1	0	5	1	2	0	0	1	0	0	0	3.0	3.5	1	2	1	1	2	1
1	14	114.0	1.0	2.0	11406	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	1	0	1	0	0	0	2	0	0	0	0	0	0	0	0	4.0	5.0	2	2	4	1	2	0
1	14	114.0	1.0	2.0	11407	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	3	1	3	0	1	0	2	1	0	0	0	1	0	0	0	3.5	4.0	1	2	1	1	1	0
1	14	114.0	1.0	2.0	11408	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	3	0	1	0	1	0	3	0	1	0	0	1	0	0	0	2.5	4.0	1	2	2	1	1	1
1	14	114.0	1.0	2.0	11409	1	1	0	1	1	0	0	3	3	0	0	2	1	0	0	2	2	0	0	0	0	7	2	1	0	0	0	0	0	0	4.0	5.0	1	2	1	1	2	1
1	14	114.0	1.0	2.0	11410	1	2	0	1	0	0	0	0	1	0	0	2	2	0	0	4	3	2	0	0	0	7	2	2	0	0	0	0	0	0	8.0	4.0	1	3	4	1	3	1
1	14	114.0	1.0	2.0	11411	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	3	0	1	0	1	0	3	1	1	0	0	1	0	0	0	4.0	5.0	1	2	4	1	3	0
1	14	114.0	1.0	2.0	11412	1	1	0	0	0	0	0	2	0	0	0	1	1	0	0	2	0	1	0	1	0	5	1	1	0	0	1	0	0	0	4.0	4.5	1	2	2	1	2	1
1	14	114.0	1.0	2.0	11413	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	1	0	0	0	1	0	0	0	0	1	0	0	0	4.0	5.0	1	2	1	1	1	0
1	14	114.0	1.0	2.0	11414	0	1	0	0	0	0	0	2	0	0	0	1	0	0	0	2	0	1	0	1	0	3	0	1	0	0	1	0	0	0	3.0	4.5	1	2	4	1	2	0
1	14	114.0	1.0	2.0	11415	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	1	0	0	0	7	0	1	0	0	1	0	0	0	5.0	4.0	1	2	2	1	2	0
1	14	114.0	1.0	2.0	11416	1	1	0	0	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	4	0	0	0	0	1	0	0	0	4.0	5.0	1	3	4	1	2	0
1	14	114.0	1.0	2.0	11417	1	2	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	2	0	3	0	4	1	1	0	0	1	0	0	0	3.0	4.0	1	1	1	1	1	0
1	14	114.0	1.0	2.0	11418	3	1	0	2	2	0	1	1	1	0	0	0	2	0	0	3	0	0	0	0	0	3	1	1	0	0	0	0	0	0	3.0	4.0	1	2	1	1	2	1
1	14	114.0	1.0	2.0	11419	1	1	0	0	0	1	1	0	0	0	0	1	2	0	0	2	1	2	0	0	0	2	2	0	0	0	0	0	0	0	3.0	5.0	1	2	1	1	2	0
1	14	114.0	1.0	2.0	11420	1	1	0	0	0	1	0	0	0	0	0	1	1	0	0	3	1	1	0	0	0	4	0	1	0	0	0	0	0	0	4.0	5.0	3	3	4	1	2	0
1	15	115.0	1.0	1.0	11502	1	1	0	0	0	0	0	2	0	0	0	1	0	0	0	2	0	1	0	0	0	3	0	0	0	0	0	0	0	0	4.0	5.0	1	2	1	1	2	0
1	15	115.0	1.0	1.0	11503	1	1	0	0	0	0	0	0	1	0	0	1	1	0	0	1	0	1	0	0	0	2	1	1	0	0	0	0	0	0	3.5	4.0	1	2	1	1	1	0
1	15	115.0	1.0	1.0	11504	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	3.0	3.0	1	2	1	1	1	0
1	15	115.0	1.0	1.0	11505	1	1	0	1	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0	1	0	8	1	1	0	0	1	1	0	0	5.0	6.0	1	3	1	1	2	0
1	15	115.0	1.0	1.0	11506	1	1	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	0	0	0	0	2	1	1	0	0	0	0	0	0	3.0	4.0	1	2	1	1	1	0
1	15	115.0	1.0	1.0	11507	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	3.0	4.0	1	2	1	1	1	0
1	15	115.0	1.0	1.0	11508	1	2	0	0	0	0	0	2	0	0	0	1	1	0	0	4	0	1	0	1	0	4	1	1	0	0	1	0	0	0	3.5	4.0	1	2	1	1	3	1
1	15	115.0	1.0	1.0	11510	1	2	0	1	1	1	0	3	1	0	0	1	1	0	0	3	0	1	0	0	0	5	2	1	0	0	0	0	0	0	5.0	8.0	1	2	1	1	2	0
1	15	115.0	1.0	1.0	11511	1	1	0	0	1	0	0	0	0	0	0	1	1	0	0	2	0	1	0	1	0	6	1	1	0	0	1	0	0	0	4.0	5.0	1	2	1	1	2	0
1	15	115.0	1.0	1.0	11512	1	1	0	1	0	0	0	4	0	0	0	1	1	0	0	1	0	1	0	1	0	6	1	2	0	0	1	0	0	0	5.0	6.0	1	2	1	1	2	0
1	15	115.0	1.0	1.0	11513	1	1	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	1	0	1	0	2	0	1	0	0	1	0	0	0	5.0	6.0	1	2	1	1	2	0
1	15	115.0	1.0	1.0	11514	0	1	0	0	0	0	0	2	0	0	0	0	1	0	0	1	0	1	0	1	0	3	1	1	0	0	1	0	0	0	4.0	5.0	1	3	2	1	1	0
1	15	115.0	1.0	1.0	11515	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	2	0	1	0	1	0	2	1	1	0	0	1	0	0	0	2.5	3.0	1	2	1	1	1	0
1	15	115.0	1.0	1.0	11516	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	2	0	1	0	0	0	0	0	0	5.0	6.0	1	2	1	1	2	0
1	15	115.0	1.0	1.0	11517	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	1	0	1	0	0	0	0	0	0	0	0	3.0	3.0	1	2	1	1	1	0
1	15	115.0	1.0	1.0	11519	1	1	0	0	0	0	0	3	0	0	0	1	0	0	0	2	0	1	0	1	0	4	1	1	0	0	1	0	0	0	4.0	4.0	1	3	1	1	2	1
1	16	116.0	1.0	1.0	11601	1	3	1	0	0	0	0	6	0	0	0	1	0	0	0	3	1	2	0	1	0	3	2	1	0	0	1	0	0	0	3.0	5.0	1	2	1	1	1	0
1	16	116.0	1.0	1.0	11602	1	1	0	1	0	0	0	2	0	0	0	0	1	0	0	0	0	1	0	1	0	2	1	0	0	0	1	0	0	0	4.0	5.0	1	3	4	1	2	0
1	16	116.0	1.0	1.0	11603	0	1	0	0	0	0	0	3	0	0	0	0	0	0	0	2	0	0	0	0	0	4	0	0	0	0	0	0	0	0	4.0	4.0	1	2	2	1	1	0
1	16	116.0	1.0	1.0	11604	1	2	0	0	0	0	0	2	4	0	0	1	1	0	0	4	0	2	0	1	0	4	0	1	0	0	1	0	0	0	3.0	4.5	1	2	1	1	2	0
1	16	116.0	1.0	1.0	11606	1	1	0	1	0	0	0	3	0	0	0	0	2	0	0	2	0	1	0	1	0	3	1	1	0	0	1	0	0	0	4.0	4.0	1	2	1	1	1	0
1	16	116.0	1.0	1.0	11607	1	3	0	1	0	0	0	3	1	0	0	0	0	0	0	2	0	1	0	1	0	1	2	1	0	0	1	0	0	0	4.0	5.0	1	3	1	1	1	0
1	16	116.0	1.0	1.0	11608	1	1	0	1	0	0	0	1	2	0	0	1	1	0	0	0	0	1	0	1	0	4	1	1	0	0	1	0	0	0	4.0	6.0	1	3	1	1	2	0
1	16	116.0	1.0	1.0	11609	0	1	0	0	0	0	0	3	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	4.0	5.0	1	3	2	1	2	0
1	16	116.0	1.0	1.0	11610	1	1	0	0	0	0	0	2	0	0	0	0	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	5.0	6.0	1	2	2	1	2	0
1	16	116.0	1.0	1.0	11612	0	0	0	0	2	0	0	4	0	0	0	0	1	0	0	1	0	1	0	0	0	4	2	2	0	0	1	0	0	0	3.0	4.0	1	3	1	1	1	0
1	16	116.0	1.0	1.0	11613	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	2	0	0	0	0	0	0	0	0	3.0	4.0	1	2	1	1	1	0
1	16	116.0	1.0	1.0	11614	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	0	1	0	1	0	1	0	0	0	0	0	0	0	0	4.0	5.0	1	2	1	1	2	0
1	16	116.0	1.0	1.0	11615	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	4	0	1	0	0	0	0	0	0	4.0	6.0	1	2	2	1	2	0
1	16	116.0	1.0	1.0	11616	0	1	0	0	0	0	0	3	2	0	0	0	0	0	0	0	0	1	0	1	0	2	1	0	0	0	1	0	0	0	5.0	6.0	1	2	2	1	2	0
1	16	116.0	1.0	1.0	11617	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	1	0	0	0	2	0	0	0	0	1	0	0	0	3.0	4.0	1	1	1	1	1	0
1	16	116.0	1.0	1.0	11618	1	1	0	0	0	1	0	1	1	0	0	0	0	0	0	1	0	1	0	0	0	2	0	0	0	0	0	0	0	0	4.0	4.0	1	3	5	1	2	0
1	16	116.0	1.0	1.0	11619	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	3.0	5.0	1	2	4	1	1	0
1	16	116.0	1.0	1.0	11620	1	1	0	0	0	0	0	4	0	0	0	0	1	0	1	3	0	0	0	1	0	2	1	0	0	0	0	0	0	0	4.0	5.0	1	3	5	1	2	0
1	17	117.0	1.0	2.0	11701	1	2	0	0	0	0	0	2	1	0	0	1	0	0	0	2	1	2	0	0	0	4	0	2	0	0	0	0	0	0	4.0	5.0	3	3	4	1	2	1
1	17	117.0	1.0	2.0	11702	1	0	0	0	0	0	0	1	0	0	0	1	0	0	0	1	0	1	0	1	0	4	1	1	0	0	0	0	0	0	5.0	4.0	1	2	1	1	1	0
1	17	117.0	1.0	2.0	11703	1	2	0	0	0	1	1	2	5	1	0	2	0	0	1	4	0	1	0	0	0	4	2	1	0	0	0	0	0	0	6.0	4.0	3	3	4	1	3	0
1	17	117.0	1.0	2.0	11704	1	1	0	1	1	1	0	3	4	0	0	2	0	0	0	3	1	1	0	0	0	3	1	1	0	0	1	1	0	0	4.0	7.5	1	2	4	1	2	1
1	17	117.0	1.0	2.0	11705	1	1	0	1	0	1	0	2	0	0	0	1	0	0	0	2	0	1	0	1	0	6	1	1	0	0	0	0	0	0	5.0	5.0	1	2	1	1	1	1
1	17	117.0	1.0	2.0	11706	2	1	0	0	0	0	0	2	5	0	0	2	0	0	0	2	0	1	0	1	0	6	2	1	0	0	1	0	0	0	4.0	5.0	1	2	4	1	3	1
1	17	117.0	1.0	2.0	11707	1	2	0	0	1	0	0	1	1	0	0	2	0	5	0	4	0	2	0	1	0	6	1	1	0	0	2	0	0	0	4.0	5.0	3	3	4	2	2	1
