hhid	line	district	village	villno	strno	group	h06	crop
20509	1	2	5	205.0	2.0	1.0	0	"LARANJEIRAS"
20509	2	2	5	205.0	2.0	1.0	0	"ABACATEIRAS"
20510	1	2	5	205.0	2.0	1.0	0	"BANANEIRAS"
20511	1	2	5	205.0	2.0	1.0	1	"BANANEIRAS"
20511	2	2	5	205.0	2.0	1.0	0	"LARANGEIRAS"
20512	1	2	5	205.0	2.0	1.0	1	"BANANEIRAS"
20515	1	2	5	205.0	2.0	1.0	1	"BANANEIRAS"
20516	1	2	5	205.0	2.0	1.0	1	"BANANEIRAS"
20518	1	2	5	205.0	2.0	1.0	0	"LARANJEIRAS"
20518	2	2	5	205.0	2.0	1.0	0	"PERABACATEIRAS"
20519	1	2	5	205.0	2.0	1.0	0	"BANANEIRAS"
20519	2	2	5	205.0	2.0	1.0	0	"ABACATEIRAS"
20520	1	2	5	205.0	2.0	1.0	1	"BANANEIRAS"
20601	1	2	6	206.0	2.0	1.0	0	"BANANEIRAS"
20602	1	2	6	206.0	2.0	1.0	1	"BANANEIRAS"
20604	1	2	6	206.0	2.0	1.0	1	"BANANEIRAS"
20607	1	2	6	206.0	2.0	1.0	0	"BANANEIRAS"
20609	1	2	6	206.0	2.0	1.0	1	"ABACATEIRAS"
20609	2	2	6	206.0	2.0	1.0	1	"BANANEIRAS"
20610	1	2	6	206.0	2.0	1.0	1	"BANANEIRAS"
20612	1	2	6	206.0	2.0	1.0	1	"ABACAATEIRA"
20615	1	2	6	206.0	2.0	1.0	1	"BANANEIRAS"
20616	1	2	6	206.0	2.0	1.0	0	"BANANEIRAS"
20617	1	2	6	206.0	2.0	1.0	0	"BANANEIRAS"
20617	2	2	6	206.0	2.0	1.0	0	"GOAIBEIRAS"
20618	1	2	6	206.0	2.0	1.0	0	"BANANEIRAS"
20618	2	2	6	206.0	2.0	1.0	0	"LARANGEIRAS"
20618	3	2	6	206.0	2.0	1.0	0	"GOIABEIRAS"
20701	1	2	7	207.0	2.0	2.0	1	"ABACATEIRAS"
20701	2	2	7	207.0	2.0	2.0	0	"LARANGEIRAS"
20701	3	2	7	207.0	2.0	2.0	1	"BANANEIRAS"
20702	1	2	7	207.0	2.0	2.0	1	"BANANEIRAS"
20703	1	2	7	207.0	2.0	2.0	0	"ABACATEIRAS"
20705	1	2	7	207.0	2.0	2.0	0	"BANANEIRAS"
20705	2	2	7	207.0	2.0	2.0	0	"ABACATEIRAS"
20705	3	2	7	207.0	2.0	2.0	0	"GOIABEIRAS"
20705	4	2	7	207.0	2.0	2.0	0	"LARANGEIRAS"
20707	1	2	7	207.0	2.0	2.0	0	"BANANEIRAS"
20708	1	2	7	207.0	2.0	2.0	1	"BANANEIRAS"
20709	1	2	7	207.0	2.0	2.0	1	"ABACATEIRAS"
20709	2	2	7	207.0	2.0	2.0	1	"BANANEIRAS"
20710	1	2	7	207.0	2.0	2.0	0	"ABACATEIRAS"
20711	1	2	7	207.0	2.0	2.0	0	"BANANEIRAS"
20712	1	2	7	207.0	2.0	2.0	0	"BANANEIRAS"
20715	1	2	7	207.0	2.0	2.0	1	"ABACATEIRAS"
20715	2	2	7	207.0	2.0	2.0	0	"GOIABEIRAS"
20716	1	2	7	207.0	2.0	2.0	0	"BANANEIRAS"
20717	1	2	7	207.0	2.0	2.0	0	"BANANEIRAS"
20717	2	2	7	207.0	2.0	2.0	0	"ABACATEIRAS"
20718	1	2	7	207.0	2.0	2.0	0	"ABACATEIRAS"
20718	2	2	7	207.0	2.0	2.0	1	"BANANEIRAS"
20803	1	2	8	208.0	2.0	1.0	1	"BANANEIRAS"
20803	2	2	8	208.0	2.0	1.0	1	"LARANJEIRAS"
20803	3	2	8	208.0	2.0	1.0	0	"ATEIRAS"
20804	1	2	8	208.0	2.0	1.0	1	"BANANEIRAS"
20805	1	2	8	208.0	2.0	1.0	0	"BANANEIRAS"
20805	2	2	8	208.0	2.0	1.0	0	"LARANJEIRAS"
20805	3	2	8	208.0	2.0	1.0	1	"ABACATEIRAS"
20806	1	2	8	208.0	2.0	1.0	1	"ABACATEIRAS"
20806	2	2	8	208.0	2.0	1.0	1	"BANANEIRAS"
20806	3	2	8	208.0	2.0	1.0	1	"LARANJEIRAS"
20807	1	2	8	208.0	2.0	1.0	0	"BANANEIRAS"
20808	1	2	8	208.0	2.0	1.0	1	"BANANEIRAS"
20808	2	2	8	208.0	2.0	1.0	1	"ABACATEIRAS"
20809	1	2	8	208.0	2.0	1.0	0	"MARACUJEIRA"
20809	2	2	8	208.0	2.0	1.0	0	"BANANEIRAS"
20809	3	2	8	208.0	2.0	1.0	0	"LIMOEIRO"
20810	1	2	8	208.0	2.0	1.0	1	"ABACATEIRA"
20811	1	2	8	208.0	2.0	1.0	0	"BANANEIRAS"
20813	1	2	8	208.0	2.0	1.0	1	"LARANJEIRA"
20813	2	2	8	208.0	2.0	1.0	1	"BANANEIRA"
20813	3	2	8	208.0	2.0	1.0	1	"ABACATEIRA"
20814	1	2	8	208.0	2.0	1.0	0	"LARANJEIRA"
20814	2	2	8	208.0	2.0	1.0	0	"BANANEIRA"
20814	3	2	8	208.0	2.0	1.0	0	"PERABACATE"
20814	4	2	8	208.0	2.0	1.0	0	"GOIABEIRA"
20815	1	2	8	208.0	2.0	1.0	0	"PESSEGUEIRO"
20815	2	2	8	208.0	2.0	1.0	0	"GOIABEIRA"
20816	1	2	8	208.0	2.0	1.0	1	"BANANEIRA"
20816	2	2	8	208.0	2.0	1.0	0	"ABACATEIRA"
20817	1	2	8	208.0	2.0	1.0	0	"BANANEIRAS"
20818	1	2	8	208.0	2.0	1.0	0	"ABACATEIRA"
20818	2	2	8	208.0	2.0	1.0	0	"BANANEIRA"
20818	3	2	8	208.0	2.0	1.0	0	"GOIABEIRA"
20819	1	2	8	208.0	2.0	1.0	0	"ABACATEIRAS"
20902	1	2	9	209.0	2.0	3.0	1	"BANANEIRAS"
20902	2	2	9	209.0	2.0	3.0	1	"ATEIRA"
20905	1	2	9	209.0	2.0	3.0	1	"BANANEIRAS"
20905	2	2	9	209.0	2.0	3.0	0	"ABACATEIRA"
20907	1	2	9	209.0	2.0	3.0	0	"BANANEIRAS"
20915	1	2	9	209.0	2.0	3.0	0	"BANANEIRAS"
20916	1	2	9	209.0	2.0	3.0	0	"ANANASEIRO"
20916	2	2	9	209.0	2.0	3.0	0	"ABACATEIRA"
20917	1	2	9	209.0	2.0	3.0	1	"BANANEIRAS"
20918	1	2	9	209.0	2.0	3.0	0	"BANANEIRAS"
20918	2	2	9	209.0	2.0	3.0	0	"ABACATEIRA"
20919	1	2	9	209.0	2.0	3.0	0	"ATEIRA"
20919	2	2	9	209.0	2.0	3.0	0	"BANANEIRA"
20919	3	2	9	209.0	2.0	3.0	0	"LARANJEIRA"
20921	1	2	9	209.0	2.0	3.0	1	"BANANEIRAS"
20921	2	2	9	209.0	2.0	3.0	0	"ABACATEIRA"
30101	1	3	1	301.0	3.0	2.0	0	"BANANEIRAS"
30102	1	3	1	301.0	3.0	2.0	0	"LARANJEIRA"
30102	2	3	1	301.0	3.0	2.0	0	"ABACATEIRA"
30102	3	3	1	301.0	3.0	2.0	0	"LIMOEIRO"
30103	1	3	1	301.0	3.0	2.0	0	"LIMOEIROA"
30104	1	3	1	301.0	3.0	2.0	0	"BANANEIRAS"
30104	2	3	1	301.0	3.0	2.0	0	"LARANJEIRAS"
30104	3	3	1	301.0	3.0	2.0	0	"TANJERINEIRAS"
30105	1	3	1	301.0	3.0	2.0	0	"LARANJEIRAS"
30105	2	3	1	301.0	3.0	2.0	0	"BANANEIRAS"
30106	1	3	1	301.0	3.0	2.0	0	"LARANJEIRA"
30106	2	3	1	301.0	3.0	2.0	0	"ABACATEIRA"
30106	3	3	1	301.0	3.0	2.0	0	"ABACATEIRA"
30106	4	3	1	301.0	3.0	2.0	0	"ATEIRA"
30107	1	3	1	301.0	3.0	2.0	0	"GOIABEIRA"
30107	2	3	1	301.0	3.0	2.0	1	"BANANEIRA"
30107	3	3	1	301.0	3.0	2.0	0	"LARANJEIRA"
30107	4	3	1	301.0	3.0	2.0	0	"MARACUJEIRA"
30108	1	3	1	301.0	3.0	2.0	1	"BANANEIRAS"
30109	1	3	1	301.0	3.0	2.0	1	"BANANEIRAS"
30110	1	3	1	301.0	3.0	2.0	1	"LARANJEIRAS"
30112	1	3	1	301.0	3.0	2.0	0	"GOIABEIRAS"
30112	2	3	1	301.0	3.0	2.0	0	"BANANEIRAS"
30113	1	3	1	301.0	3.0	2.0	0	"LARANJEIRAS"
30113	2	3	1	301.0	3.0	2.0	0	"ABACATEIRAS"
30115	1	3	1	301.0	3.0	2.0	1	"BANANEIRAS"
30117	1	3	1	301.0	3.0	2.0	1	"BANANEIRA"
30118	1	3	1	301.0	3.0	2.0	0	"LARANJEIRAS"
30119	1	3	1	301.0	3.0	2.0	1	"BANANEIRAS"
30119	2	3	1	301.0	3.0	2.0	1	"ATEIRAS"
30201	1	3	2	302.0	3.0	2.0	1	"BANANEIRAS"
30202	1	3	2	302.0	3.0	2.0	1	"BANANEIRAS"
30203	1	3	2	302.0	3.0	2.0	0	"BANANEIRAS"
30204	1	3	2	302.0	3.0	2.0	1	"BANANEIRAS"
30204	2	3	2	302.0	3.0	2.0	0	"JAMBALUIROS"
30205	1	3	2	302.0	3.0	2.0	1	"BANANEIRAS"
30206	1	3	2	302.0	3.0	2.0	0	"TANGERINEIRAS"
30206	2	3	2	302.0	3.0	2.0	0	"LARANGEIRAS"
30206	3	3	2	302.0	3.0	2.0	0	"TORANGEIRAS"
30207	1	3	2	302.0	3.0	2.0	1	"BANANEIRAS"
30208	1	3	2	302.0	3.0	2.0	1	"LARANGEIRAS"
30208	2	3	2	302.0	3.0	2.0	1	"TANGERINEIRAS"
30208	3	3	2	302.0	3.0	2.0	1	"BANANEIRAS"
30208	4	3	2	302.0	3.0	2.0	1	"ATAIRAS"
30208	5	3	2	302.0	3.0	2.0	1	"GOIABEIRAS"
30209	1	3	2	302.0	3.0	2.0	0	"LARANGEIRAS"
30209	2	3	2	302.0	3.0	2.0	0	"BANANEIRAS"
30209	3	3	2	302.0	3.0	2.0	0	"ANANAZEIROS"
30210	1	3	2	302.0	3.0	2.0	0	"BANANEIRAS"
30210	2	3	2	302.0	3.0	2.0	0	"LARANGEIRAS"
30212	1	3	2	302.0	3.0	2.0	0	"BANANEIRAS"
30213	1	3	2	302.0	3.0	2.0	0	"LIMOEIROS"
30214	1	3	2	302.0	3.0	2.0	1	"BANANEIRAS"
30214	2	3	2	302.0	3.0	2.0	0	"LARANGEIRAS"
30214	3	3	2	302.0	3.0	2.0	0	"TANGERINEIRAS"
30216	1	3	2	302.0	3.0	2.0	0	"LARANGEIRAS"
30216	2	3	2	302.0	3.0	2.0	0	"BANANEIRAS"
30217	1	3	2	302.0	3.0	2.0	0	"BANANEIRAS"
30217	2	3	2	302.0	3.0	2.0	0	"LARANGEIRAS"
30218	1	3	2	302.0	3.0	2.0	1	"BANANEIRAS"
30218	2	3	2	302.0	3.0	2.0	1	"CANA DE ACUCAR"
30219	1	3	2	302.0	3.0	2.0	1	"BANANEIRAS"
30219	2	3	2	302.0	3.0	2.0	0	"CANA DE ACUCAR"
30220	1	3	2	302.0	3.0	2.0	0	"BANANEIRAS"
30301	1	3	3	303.0	3.0	1.0	0	"LARANJEIRA"
30301	2	3	3	303.0	3.0	1.0	1	"BANANEIRAS"
30302	1	3	3	303.0	3.0	1.0	1	"LARANJEIRA"
30303	1	3	3	303.0	3.0	1.0	1	"BANANEIRAS"
30304	1	3	3	303.0	3.0	1.0	0	"GOIABEIRAS"
30304	2	3	3	303.0	3.0	1.0	0	"BANANEORAS"
30305	1	3	3	303.0	3.0	1.0	1	"BANANEIRAS"
30306	1	3	3	303.0	3.0	1.0	1	"BANANEIRAS"
30306	2	3	3	303.0	3.0	1.0	0	"GOIABEIRA"
30306	3	3	3	303.0	3.0	1.0	1	"LARANJEIRA"
30306	4	3	3	303.0	3.0	1.0	0	"ATEIRA"
30307	1	3	3	303.0	3.0	1.0	0	"BANANEIRA"
30307	2	3	3	303.0	3.0	1.0	0	"LARANJEIRA"
30311	1	3	3	303.0	3.0	1.0	0	"BANANEIRA"
30311	2	3	3	303.0	3.0	1.0	0	"ANANASEIRO"
30312	1	3	3	303.0	3.0	1.0	0	"LARANJEIRA"
30312	2	3	3	303.0	3.0	1.0	0	"BANANEIRA"
30313	1	3	3	303.0	3.0	1.0	1	"BANANEIRAS"
30316	1	3	3	303.0	3.0	1.0	0	"BANANEIRAS"
30317	1	3	3	303.0	3.0	1.0	1	"LARANJEIRA"
30317	2	3	3	303.0	3.0	1.0	1	"TANJERINEIRA"
30317	3	3	3	303.0	3.0	1.0	1	"BANANEIRAS"
30318	1	3	3	303.0	3.0	1.0	1	"BANANEIRAS"
30319	1	3	3	303.0	3.0	1.0	1	"BANANEIRAS"
30402	1	3	4	304.0	3.0	3.0	0	"TANGERINEIRAS"
30402	2	3	4	304.0	3.0	3.0	0	"BANANEIRAS"
30404	1	3	4	304.0	3.0	3.0	1	"BANANEIRAS"
30405	1	3	4	304.0	3.0	3.0	1	"BANANEIRAS"
30405	2	3	4	304.0	3.0	3.0	0	"LARNJEIRAS"
30406	1	3	4	304.0	3.0	3.0	0	"LIMOEIROS"
30407	1	3	4	304.0	3.0	3.0	1	"BANANEIRAS"
30407	2	3	4	304.0	3.0	3.0	0	"ATEIRAS"
30407	3	3	4	304.0	3.0	3.0	1	"ABACATEIRAS"
30408	1	3	4	304.0	3.0	3.0	0	"BANANEIRAS"
30409	1	3	4	304.0	3.0	3.0	1	"BANANEIRAS"
30410	1	3	4	304.0	3.0	3.0	0	"BANANEIRAS"
30412	1	3	4	304.0	3.0	3.0	0	"BANANEIRAS"
30413	1	3	4	304.0	3.0	3.0	0	"LARANJEIRAS"
30413	2	3	4	304.0	3.0	3.0	0	"TANJERINEIRAS"
30413	3	3	4	304.0	3.0	3.0	1	"BANANEIRAS"
30414	1	3	4	304.0	3.0	3.0	1	"BANANEIRAS"
30414	2	3	4	304.0	3.0	3.0	0	"TANJERINEIRA"
30416	1	3	4	304.0	3.0	3.0	0	"BANANEIRAS"
30416	2	3	4	304.0	3.0	3.0	0	"ANANAZEIROS"
30416	3	3	4	304.0	3.0	3.0	0	"LARANJEIRAS"
30417	1	3	4	304.0	3.0	3.0	0	"BANANEIRAS"
30419	1	3	4	304.0	3.0	3.0	1	"BANANEIRAS"
30419	2	3	4	304.0	3.0	3.0	1	"LARANJEIRAS"
30420	1	3	4	304.0	3.0	3.0	0	"ANANAZEIRO"
30501	1	3	5	305.0	3.0	3.0	0	"LARANGEIRAS"
30501	2	3	5	305.0	3.0	3.0	1	"BANANEIRAS"
30502	1	3	5	305.0	3.0	3.0	1	"BANANEIRAS"
30502	2	3	5	305.0	3.0	3.0	1	"LARANGEIRAS"
30502	3	3	5	305.0	3.0	3.0	1	"TANGERINEIRAS"
30502	4	3	5	305.0	3.0	3.0	0	"GOIABEIRIAS"
30503	1	3	5	305.0	3.0	3.0	0	"LARANGEIRAS"
30503	2	3	5	305.0	3.0	3.0	0	"ATEIRAS"
30505	1	3	5	305.0	3.0	3.0	0	"TANGERINEIRAS"
30505	2	3	5	305.0	3.0	3.0	0	"LARANGEIRAS"
30506	1	3	5	305.0	3.0	3.0	1	"BANANEIRAS"
30507	1	3	5	305.0	3.0	3.0	0	"LARANGEIRAS"
30507	2	3	5	305.0	3.0	3.0	0	"LIMOEIROS"
30508	1	3	5	305.0	3.0	3.0	1	"BANANEIRAS"
30508	2	3	5	305.0	3.0	3.0	0	"LARANGEIRAS"
30508	3	3	5	305.0	3.0	3.0	0	"ATEIRAS"
30509	1	3	5	305.0	3.0	3.0	0	"LARANNGEIRAS"
30509	2	3	5	305.0	3.0	3.0	1	"BANANEIRAS"
30513	1	3	5	305.0	3.0	3.0	1	"BANANEIRAS"
30515	1	3	5	305.0	3.0	3.0	0	"BANANEIRAS"
30516	1	3	5	305.0	3.0	3.0	0	"LARANGEIRAS"
30516	2	3	5	305.0	3.0	3.0	0	"LIMOEIROS"
30517	1	3	5	305.0	3.0	3.0	1	"BANANEIRAS"
30518	1	3	5	305.0	3.0	3.0	1	"LARANGEIRAS"
30518	2	3	5	305.0	3.0	3.0	1	"ANANAZAIROS"
30518	3	3	5	305.0	3.0	3.0	1	"BANANEIRAS"
30519	1	3	5	305.0	3.0	3.0	0	"BANANEIRAS"
30519	2	3	5	305.0	3.0	3.0	0	"LARANGEIRAS"
30520	1	3	5	305.0	3.0	3.0	0	"LIMOEIROS"
30520	2	3	5	305.0	3.0	3.0	0	"ATEIRAS"
40101	1	4	1	401.0	3.0	3.0	1	"LARANJEIRAS"
40101	2	4	1	401.0	3.0	3.0	0	"GOIABEIRAS"
40101	3	4	1	401.0	3.0	3.0	1	"BANANEIRAS"
40101	4	4	1	401.0	3.0	3.0	0	"MARACUJEIRA"
40104	1	4	1	401.0	3.0	3.0	0	"BANANEIAS"
40104	2	4	1	401.0	3.0	3.0	0	"ANANASEIRO"
40104	3	4	1	401.0	3.0	3.0	0	"LARANJEIRA"
40105	1	1	4	101.0	1.0	3.0	0	"BANANEIRAS"
40106	1	4	1	401.0	3.0	3.0	0	"BANANEIRAS"
40106	2	4	1	401.0	3.0	3.0	0	"ANANASEIRO"
40107	1	4	1	401.0	3.0	3.0	0	"BANANEIRAS"
40108	1	4	1	401.0	3.0	3.0	1	"LARANJEIRA"
40108	2	4	1	401.0	3.0	3.0	0	"LIMOEIRO"
40108	3	4	1	401.0	3.0	3.0	1	"BANANEIRA"
40108	4	4	1	401.0	3.0	3.0	0	"ANANASEIRO"
40110	1	4	1	401.0	3.0	3.0	0	"BANANEIRAS"
40110	2	4	1	401.0	3.0	3.0	0	"LARANJEIRA"
40111	1	4	1	401.0	3.0	3.0	1	"ANANASEIRO"
40113	1	4	1	401.0	3.0	3.0	0	"LARANJEIRA"
40113	2	4	1	401.0	3.0	3.0	1	"BANANEIRAS"
40113	3	4	1	401.0	3.0	3.0	1	"CANA DOCE"
40114	1	4	1	401.0	3.0	3.0	1	"BANANEIRAS"
40115	1	4	1	401.0	3.0	3.0	0	"BANANEIRAS"
40116	1	4	1	401.0	3.0	3.0	0	"LARANJEIRA"
40116	2	4	1	401.0	3.0	3.0	1	"BANANEIRA"
40117	1	4	1	401.0	3.0	3.0	0	"ANANASEIRO"
40119	1	4	1	401.0	3.0	3.0	0	"BANANEIRAS"
40119	2	4	1	401.0	3.0	3.0	0	"ANANASEIROS"
40120	1	4	1	401.0	3.0	3.0	1	"BANANEIRAS"
40201	1	4	2	402.0	3.0	1.0	1	"LARANJEIRAS"
40201	2	4	2	402.0	3.0	1.0	1	"BANANEIRAS"
40202	1	4	2	402.0	3.0	1.0	0	"GOIABEIRA"
40205	1	4	2	402.0	3.0	1.0	0	"ATEIRA"
40205	2	4	2	402.0	3.0	1.0	1	"ANANAZEIRO"
40205	3	4	2	402.0	3.0	1.0	0	"GOIABEIRA"
40206	1	4	2	402.0	3.0	1.0	1	"LARANJEIRAS"
40206	2	4	2	402.0	3.0	1.0	1	"LIMOEIROS"
40207	1	4	2	402.0	3.0	1.0	0	"BANANEIRAS"
40208	1	4	2	402.0	3.0	1.0	1	"LARANJEIRA"
40208	2	4	2	402.0	3.0	1.0	1	"BANANEIRA"
40209	1	4	2	402.0	3.0	1.0	0	"ATEIRA"
40209	2	4	2	402.0	3.0	1.0	0	"BANANEIRA"
40210	1	4	2	402.0	3.0	1.0	0	"LARANJEIRA"
40210	2	4	2	402.0	3.0	1.0	0	"ANANZEIRO"
40210	3	4	2	402.0	3.0	1.0	0	"MARACUJEIRO"
40211	1	4	2	402.0	3.0	1.0	0	"LARANJEIRAS"
40211	2	4	2	402.0	3.0	1.0	1	"ANANAZEIRO"
40211	3	4	2	402.0	3.0	1.0	0	"TANGERINEIRAS"
40212	1	4	2	402.0	3.0	1.0	0	"LARANJEIRAS"
40212	2	4	2	402.0	3.0	1.0	0	"GOIABEIRAS"
40212	3	4	2	402.0	3.0	1.0	1	"BANANEIRAS"
40213	1	4	2	402.0	3.0	1.0	0	"BANANEIRA"
40215	1	4	2	402.0	3.0	1.0	0	"LARANJEIRAS"
40216	1	4	2	402.0	3.0	1.0	0	"ANANAZEIRO"
40216	2	4	2	402.0	3.0	1.0	0	"MARACUJEIRA"
40216	3	4	2	402.0	3.0	1.0	0	"BANANEIRA"
40217	1	4	2	402.0	3.0	1.0	1	"ANANAZEIRO"
40219	1	4	2	402.0	3.0	1.0	0	"LARANJEIRA"
40301	1	4	3	403.0	3.0	1.0	0	"LARANJEIRA"
40301	2	4	3	403.0	3.0	1.0	0	"MACANIQUEIRA"
40301	3	4	3	403.0	3.0	1.0	1	"BANANEIRA"
40301	4	4	3	403.0	3.0	1.0	0	"ANANASEIRO"
40302	1	4	3	403.0	3.0	1.0	0	"BANANEIRAS"
40302	2	4	3	403.0	3.0	1.0	0	"LIMOEIRO"
40304	1	4	3	403.0	3.0	1.0	1	"BANANEIRAS"
40304	2	4	3	403.0	3.0	1.0	0	"ANANASEIRO"
40305	1	4	3	403.0	3.0	1.0	1	"ANANASEIRO"
40306	1	4	3	403.0	3.0	1.0	0	"BANANEIRAS"
40306	2	4	3	403.0	3.0	1.0	0	"ANANASEIRO"
40307	1	4	3	403.0	3.0	1.0	0	"ANANASEIRO"
40307	2	4	3	403.0	3.0	1.0	1	"BANANEIRA"
40310	1	4	3	403.0	3.0	1.0	0	"BANANEIRAS"
40312	1	4	3	403.0	3.0	1.0	0	"ATEIRAS"
40313	1	4	3	403.0	3.0	1.0	1	"BANANEIRAS"
40313	2	4	3	403.0	3.0	1.0	0	"ANANASEIRO"
40314	1	4	3	403.0	3.0	1.0	0	"BANANEIRA"
40318	1	4	3	403.0	3.0	1.0	1	"BANANEIRA"
40319	1	4	3	403.0	3.0	1.0	0	"BANANEIRAS"
40320	1	4	3	403.0	3.0	1.0	1	"BANANEIRAS"
40402	1	4	4	404.0	3.0	2.0	0	"ATEIRA"
40402	2	4	4	404.0	3.0	2.0	0	"ANANASEIRO"
40403	1	4	4	404.0	3.0	2.0	0	"ATEIRAS"
40403	2	4	4	404.0	3.0	2.0	1	"LARANJEIRAS"
40405	1	4	4	404.0	3.0	2.0	1	"BANANEIRAS"
40405	2	4	4	404.0	3.0	2.0	0	"LARANJEIRAS"
40406	1	4	4	404.0	3.0	2.0	0	"BANANEIRAS"
40408	1	4	4	404.0	3.0	2.0	0	"BANANEIRAS"
40409	1	4	4	404.0	3.0	2.0	0	"LARANJEIRA"
40409	2	4	4	404.0	3.0	2.0	0	"GOIABEIRA"
40409	3	4	4	404.0	3.0	2.0	0	"BANANEIRAS"
40411	1	4	4	404.0	3.0	2.0	0	"LARANJEIRA"
40411	2	4	4	404.0	3.0	2.0	0	"BANANEIEA"
40411	3	4	4	404.0	3.0	2.0	0	"GOIABEIRA"
40411	4	4	4	404.0	3.0	2.0	1	"LIMOEIRO"
40411	5	4	4	404.0	3.0	2.0	0	"COCONOTEIRO"
40413	1	4	4	404.0	3.0	2.0	1	"GOIABEIRA"
40414	1	4	4	404.0	3.0	2.0	1	"BANANEIRAS"
40415	1	4	4	404.0	3.0	2.0	0	"BANANEIRAS"
40416	1	4	4	404.0	3.0	2.0	0	"BANANEIRA"
40417	1	4	4	404.0	3.0	2.0	0	"LARANJEIRA"
40417	2	4	4	404.0	3.0	2.0	0	"BANANEIRA"
40417	3	4	4	404.0	3.0	2.0	0	"LIMOEIRO"
40419	1	4	4	404.0	3.0	2.0	0	"BANANEIRAS"
40419	2	4	4	404.0	3.0	2.0	0	"LARANJEIRA"
10151	1	1	1	101.0	1.0	3.0	1	"LARANJEIRA"
10152	1	1	1	101.0	1.0	3.0	0	"LARANJEIRA"
10250	1	1	2	102.0	1.0	2.0	0	"BANANEIRAS"
10250	2	1	2	102.0	1.0	2.0	0	"MATSUCOS"
10250	3	1	2	102.0	1.0	2.0	0	"ATEIRAS"
10250	4	1	2	102.0	1.0	2.0	0	"ABACATEIRAS"
10260	1	1	2	102.0	1.0	2.0	0	"BANANEIRAS"
10261	1	1	2	102.0	1.0	2.0	0	"CANA DOCE"
10262	1	1	2	102.0	1.0	2.0	0	"LIMOEROS"
10262	2	1	2	102.0	1.0	2.0	0	"BANANEIRAS"
10263	1	1	2	102.0	1.0	2.0	1	"BANANEIRAS"
10263	2	1	2	102.0	1.0	2.0	0	"LIMOEIROS"
10264	1	1	2	102.0	1.0	2.0	0	"BANANEIRAS"
10264	2	1	2	102.0	1.0	2.0	0	"MATSUCO"
10264	3	1	2	102.0	1.0	2.0	0	"MARACUJA"
10265	1	1	2	102.0	1.0	2.0	0	"ABACATEIRAS"
10266	1	1	2	102.0	1.0	2.0	1	"BANANEIRAS"
10267	1	1	2	102.0	1.0	2.0	0	"MANANEIRAS"
10267	2	1	2	102.0	1.0	2.0	0	"MANGU"
10267	3	1	2	102.0	1.0	2.0	0	"ATEIRAS"
10267	4	1	2	102.0	1.0	2.0	0	"ABACATEIRAS"
10268	1	1	2	102.0	1.0	2.0	0	"MATSUCOS"
10268	2	1	2	102.0	1.0	2.0	0	"AMOREIRAS"
10269	1	1	2	102.0	1.0	2.0	0	"BANANEIRAS"
10269	2	1	2	102.0	1.0	2.0	0	"GOIABEIRAS"
10269	3	1	2	102.0	1.0	2.0	0	"LARANGEIRAS"
10269	4	1	2	102.0	1.0	2.0	0	"ABACATEIRAS"
10270	1	1	2	102.0	1.0	2.0	0	"BANANEIRAS"
10350	1	1	3	103.0	1.0	2.0	0	"BANANEIRAS"
10351	1	1	3	103.0	1.0	2.0	1	"BANANEIRAS"
10352	1	1	3	103.0	1.0	2.0	1	"ABACATEIRAS"
10360	1	1	3	103.0	1.0	2.0	1	"BANANEIRAS"
10363	1	1	3	103.0	1.0	2.0	1	"ABACATEIRAS"
10363	2	1	3	103.0	1.0	2.0	0	"BANANEIRAS"
10364	1	1	3	103.0	1.0	2.0	1	"ABACATEIRAS"
10364	2	1	3	103.0	1.0	2.0	1	"BANANEIRAS"
10365	1	1	3	103.0	1.0	2.0	1	"BANANEIRAS"
10366	1	1	3	103.0	1.0	2.0	1	"CANA DE ACUCAR"
10367	1	1	3	103.0	1.0	2.0	0	"MASSUCO"
10368	1	1	3	103.0	1.0	2.0	0	"ABACATEIRAS"
10368	2	1	3	103.0	1.0	2.0	0	"MATSUCO"
10368	3	1	3	103.0	1.0	2.0	0	"BANANEIRAS"
10450	1	1	4	104.0	1.0	3.0	1	"BANANEIRA"
10451	1	1	4	104.0	1.0	3.0	0	"BANANEIRA"
10452	1	1	4	104.0	1.0	3.0	1	"BANANEIRAS"
10452	2	1	4	104.0	1.0	3.0	0	"ABACATEIRA"
10550	1	1	5	105.0	1.0	3.0	0	"BANANEIRAS"
10550	2	1	5	105.0	1.0	3.0	0	"ABACATEIRAS"
10551	1	1	8	108.0	1.0	2.0	0	"MASSUCO"
10551	2	1	8	108.0	1.0	2.0	1	"PERA ABACATEIRA"
10551	3	1	8	108.0	1.0	2.0	1	"BANANEIRA"
10552	1	1	5	105.0	1.0	3.0	0	"BANANEIRA"
10650	1	1	6	106.0	1.0	3.0	0	"ANANAZEIRO"
10651	1	1	6	106.0	1.0	3.0	1	"BANANEIRA"
10651	2	1	6	106.0	1.0	3.0	1	"ANANAIZEIRO"
10651	3	1	6	106.0	1.0	3.0	1	"LIMOEIRO"
10652	1	1	6	106.0	1.0	3.0	0	"ABACATEIRAS"
10652	2	1	6	106.0	1.0	3.0	0	"ANANAZEIRO"
10652	3	1	6	106.0	1.0	3.0	0	"LARANJEIRAS"
10751	1	1	7	107.0	1.0	3.0	1	"BANANEIRAS"
10850	1	1	8	108.0	1.0	2.0	0	"MASSUCO"
