district	village	villno	strno	group	hhid	g31a	g31b	g31c	g31d	g31e	g31f	g32a	g32b	g32c	g33a	g33b	g33c	g33d	g33e	g33f	g33g	g33h	g33i	g33j	g33k	g33l	g34	g35	g35u	g36a	g36b	g36u	g37	g38a	g38b	g38c	g38d	g38e	g39a	g39b	g39c	g39d	g39e	g39f	g39g	g39h	g39i	g39j	g39k	g39l
1	17	117.0	1.0	2.0	11711	2.0	0.0	0.0	0.0	0.0	0.0	5			0	0	0	1	0	0	0	0	0	0	0	0	1	1.0	22	0			1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
1	17	117.0	1.0	2.0	11713	2.0	2.0	0.0	0.0	0.0	0.0	1	5		0	0	0	1	0	0	0	0	0	0	0	0	1	1.0	15	0			0																	
1	17	117.0	1.0	2.0	11715	0.0	0.0	0.0	0.0	15.0	0.0	99			0	0	0	1	0	0	0	0	0	0	0	0	1	10.0	15	1	5	25	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0
1	17	117.0	1.0	2.0	11716	0.0	0.0	0.0	0.0	15.0	0.0	99			0	0	0	1	0	0	0	0	0	0	0	0	1	6.0	15	0			1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0
1	17	117.0	1.0	2.0	11717	2.0	2.0	0.0	0.0	0.0	0.0	4	5		0	0	0	1	0	0	0	0	0	0	0	0	1	1.0	21	0			0																	
1	17	117.0	1.0	2.0	11718	0.0	0.0	0.0	0.0	0.0	3.0	1			0	0	1	0	0	0	0	0	0	0	0	0	1	1.0	15	0			1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
1	18	118.0	1.0	1.0	11801	0.0	2.0	0.0	0.0	1.0	0.0	5			0	0	0	1	0	0	0	0	0	0	0	0	1	1.0	17	0			1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0
1	18	118.0	1.0	1.0	11804	2.0	0.0	0.0	0.0	0.0	0.0	1	2		0	0	0	1	0	0	0	0	0	0	0	0	0						0																	
1	18	118.0	1.0	1.0	11811	2.0	2.0	0.0	0.0	4.0	0.0	4	6		0	0	0	1	0	0	0	0	0	0	0	0	1	4.0	15	0			1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0
2	1	201.0	2.0	3.0	20107	0.0	0.0	0.0	2.0	0.0	3.0	9	5	2	0	0	0	0	0	1	0	0	0	0	0	0	1	5.0	11	1	3	11	1	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0
2	2	202.0	2.0	3.0	20207	0.0	0.0	0.0	0.0	20.0	2.0	1			0	0	0	0	1	0	0	0	0	0	0	0	1	4.0	13	1	2	13	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
2	2	202.0	2.0	3.0	20209	0.0	0.0	0.0	0.0	20.0	0.0	1	4		0	0	0	0	1	0	0	0	0	0	0	0	1	6.0	15	0			1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
2	2	202.0	2.0	3.0	20218	0.0	0.0	0.0	0.0	0.0	2.0	1	9		0	0	0	0	1	0	0	0	0	0	0	0	1	1.0	15	0			0																	
2	3	203.0	2.0	2.0	20301	0.0	6.0	0.0	0.0	0.0	0.0	1			0	0	0	1	0	0	0	0	0	0	0	0	1	6.0	22	1	3	22	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0
2	3	203.0	2.0	2.0	20302	3.0	0.0	0.0	0.0	0.0	0.0	9			0	0	0	1	0	0	0	0	0	0	0	0	1	5.0	15	0			1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0
2	3	203.0	2.0	2.0	20303	3.0	3.0	4.0	0.0	0.0	0.0	1			0	0	0	1	0	0	0	0	0	0	0	0	1	3.0	22	0			1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
2	3	203.0	2.0	2.0	20304	3.0	0.0	0.0	0.0	0.0	0.0	4			0	0	0	1	0	0	0	0	0	0	0	0	1	3.0	21	0			1	1	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0
2	3	203.0	2.0	2.0	20305	2.0	0.0	0.0	0.0	6.0	0.0	6			0	0	0	1	0	0	0	0	0	0	0	0	1	3.0	13	0			1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
2	3	203.0	2.0	2.0	20306	2.0	2.0	6.0	0.0	0.0	0.0	2	5		0	0	0	0	1	0	0	0	0	0	0	0	1	1.0	22	0			1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0
2	3	203.0	2.0	2.0	20310	0.0	0.0	0.0	0.0	10.0	0.0	5	9		0	0	0	1	0	0	0	0	0	0	0	0	1	1.0	12	0			1	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0
2	3	203.0	2.0	2.0	20311	0.0	0.0	0.0	0.0	14.0	0.0	5			0	0	0	1	0	0	0	0	0	0	0	0	1	9.0	15	1	5	15	1	1	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0
2	3	203.0	2.0	2.0	20312	0.0	2.0	10.0	0.0	0.0	0.0	2	5		0	0	1	0	0	0	0	0	0	0	0	0	1	4.0	15	1	3	15	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
2	3	203.0	2.0	2.0	20313	3.0	0.0	0.0	0.0	10.0	0.0	1	9		0	0	0	1	0	0	0	0	0	0	0	0	1	5.0	15	1	3	15	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0
2	3	203.0	2.0	2.0	20314	2.0	2.0	0.0	0.0	0.0	0.0	5	2		0	0	0	0	1	0	0	0	0	0	0	0	1	1.0	15	0			0																	
2	3	203.0	2.0	2.0	20315	0.0	1.0	0.0	0.0	0.0	0.0	1			0	0	0	1	0	0	0	0	0	0	0	0	1	1.0	15	0			1	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0
2	3	203.0	2.0	2.0	20316	0.0	0.0	0.0	0.0	4.0	0.0	5			0	0	0	0	1	0	0	0	0	0	0	0	1	1.0	23	0			1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0
2	3	203.0	2.0	2.0	20317	2.5	0.0	0.0	0.0	8.0	0.0	1			0	0	0	1	0	0	0	0	0	0	0	0	1	4.0	15	0			1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0
2	3	203.0	2.0	2.0	20318	2.0	0.0	0.0	0.0	0.0	0.0	9			0	0	0	0	1	0	0	0	0	0	0	0	1	1.0	21	0			1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0
2	3	203.0	2.0	2.0	20319	2.0	0.0	0.0	0.0	0.0	0.0	9			0	0	0	0	1	0	0	0	0	0	0	0	1	2.0	22	0			1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0
2	3	203.0	2.0	2.0	20320	0.0	6.0	0.0	0.0	0.0	0.0	1			0	0	0	0	0	1	0	0	0	0	0	0	1	2.5	22	0			1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
2	4	204.0	2.0	2.0	20401	2.0	2.0	0.0	0.0	3.0	0.0	1	2		0	0	0	1	0	0	0	0	0	0	0	0	1	1.0	15	0			1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0
2	4	204.0	2.0	2.0	20402	0.0	0.0	0.0	0.0	10.0	0.0	2			0	0	0	0	1	0	0	0	0	0	0	0	1	4.0	15	0			1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
2	4	204.0	2.0	2.0	20403	2.0	0.0	0.0	0.0	0.0	0.0	1		1	0	0	0	0	1	0	0	0	0	0	0	0	1	1.0	15	0			1	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0
2	4	204.0	2.0	2.0	20404	2.0	0.0	3.0	0.0	0.0	0.0	1			0	0	0	0	1	0	0	0	0	0	0	0	1	1.0	15	0			1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0
2	4	204.0	2.0	2.0	20405	0.0	0.0	2.0	0.0	0.0	0.0	1			0	0	0	0	1	0	0	0	0	0	0	0	1	1.0	1	0			1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
2	4	204.0	2.0	2.0	20407	0.0	3.0	20.0	0.0	0.0	0.0	1	2		0	0	0	1	0	0	0	0	0	0	0	0	1	3.0	15	1	1	15	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0
2	4	204.0	2.0	2.0	20408	0.0	2.0	0.0	0.0	0.0	0.0	1	5		0	0	0	0	0	1	0	0	0	0	0	0	0						1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	1	0	0
2	4	204.0	2.0	2.0	20409	2.0	0.0	5.0	0.0	0.0	0.0	2			0	0	0	1	0	0	0	0	0	0	0	0	1	3.0	15	0			1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
2	4	204.0	2.0	2.0	20410	3.0	3.0	2.0	0.0	0.0	0.0	4	9		0	0	0	0	0	1	0	0	0	0	0	0	1	2.0	22	0			0																	
2	4	204.0	2.0	2.0	20412	0.0	1.0	0.0	0.0	0.0	0.0	1			0	0	0	0	1	0	0	0	0	0	0	0	1	2.0	23	0			0																	
2	4	204.0	2.0	2.0	20413	2.0	1.0	0.0	0.0	0.0	0.0	1	2		0	0	0	0	1	0	0	0	0	0	0	0	1	2.0	15	0			0																	
2	4	204.0	2.0	2.0	20416	0.0	2.0	8.0	0.0	0.0	0.0	6	4		0	0	0	0	1	0	0	0	0	0	0	0	1	2.0	22	0			0																	
2	4	204.0	2.0	2.0	20417	0.0	2.0	2.0	0.0	0.0	0.0	5			0	0	0	1	0	0	0	0	0	0	0	0	1	1.0	15	0			1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0
2	4	204.0	2.0	2.0	20418	2.0	0.0	5.0	0.0	15.0	0.0	1		1	0	0	0	0	1	0	0	0	0	0	0	0	1	5.0	15	1	1.5	15	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0
2	4	204.0	2.0	2.0	20419	2.0	0.0	0.0	0.0	0.0	0.0	9			0	0	0	0	1	0	0	0	0	0	0	0	1	2.0	22	0			1	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0
2	5	205.0	2.0	1.0	20501	2.0	0.0	0.0	0.0	0.0	0.0	1			0	0	0	0	1	0	0	0	0	0	0	0	1	1.0	22	0			1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
2	5	205.0	2.0	1.0	20502	2.0	0.0	0.0	0.0	0.0	0.0	9			0	0	0	1	0	0	0	0	0	0	0	0	1	1.0	22	0			1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0
2	5	205.0	2.0	1.0	20503	0.0	0.0	0.0	0.0	0.0	7.0	2			0	0	0	1	0	0	0	0	0	0	0	0	1	2.0	15	0			0																	
2	5	205.0	2.0	1.0	20504	0.0	0.0	0.0	0.0	8.0	0.0	1			0	0	0	0	1	0	0	0	0	0	0	0	1	1.0	15	0			1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0
2	5	205.0	2.0	1.0	20505	3.0	3.0	0.0	0.0	6.0	0.0	1			0	0	0	1	0	0	0	0	0	0	0	0	1	2.0	15	0			1	1	0	0	1	0	0	0	0	0	0	0	0	1	0	0	1	0
2	5	205.0	2.0	1.0	20506	0.0	2.0	0.0	0.0	0.0	0.0	1			0	0	0	1	0	0	0	0	0	0	0	0	1	2.0	23	0			0																	
2	5	205.0	2.0	1.0	20507	2.0	2.0	0.0	0.0	10.0	0.0	5	6		0	0	0	0	1	0	0	0	0	0	0	0	1	2.0	15	0			1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0
2	5	205.0	2.0	1.0	20510	0.0	0.0	10.0	0.0	0.0	0.0	5			0	0	0	1	0	0	0	0	0	0	0	0	1	6.0	15	1	5	15	0																	
2	5	205.0	2.0	1.0	20511	2.0	2.0	0.0	0.0	0.0	0.0	1	2		0	0	0	0	1	0	0	0	0	0	0	0	1	1.0	15	0			1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0
2	5	205.0	2.0	1.0	20512	0.0	2.0	0.0	0.0	0.0	0.0	5			0	0	0	0	1	0	0	0	0	0	0	0	1	1.0	22	0			1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
2	5	205.0	2.0	1.0	20515	1.0	1.0	3.0	0.0	0.0	0.0	2	5		0	0	0	0	1	0	0	0	0	0	0	0	1	2.0	22	0			1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0
2	5	205.0	2.0	1.0	20516	3.0	3.0	0.0	0.0	0.0	0.0	5			0	0	0	0	1	0	0	0	0	0	0	0	1	5.0	15	1	3	15	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
2	5	205.0	2.0	1.0	20517	2.0	3.0	0.0	0.0	16.0	0.0	9			0	0	0	1	0	0	0	0	0	0	0	0	1	15.0	22	1	1	22	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
2	5	205.0	2.0	1.0	20518	0.0	0.0	0.0	0.0	9.0	0.0	9			0	0	0	1	0	0	0	0	0	0	0	0	1	2.0	15	0			1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0
2	5	205.0	2.0	1.0	20519	0.0	0.0	3.0	0.0	0.0	0.0	5	1		0	0	0	0	1	0	0	0	0	0	0	0	1	3.0	15	1	1.5	23	1	1	0	0	1	0	0	0	0	0	0	0	0	0	1	1	0	0
2	5	205.0	2.0	1.0	20520	0.0	0.0	0.0	0.0	2.0	1.0	2			0	0	0	0	0	1	0	0	0	0	0	0	1	15.0	1	0			1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0
2	6	206.0	2.0	1.0	20602	0.0	1.0	0.0	0.0	0.0	0.0	2			0	0	0	0	1	0	0	0	0	0	0	0	1	1.0	22	0			1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
2	6	206.0	2.0	1.0	20603	0.0	3.0	0.0	0.0	0.0	0.0	1			0	0	0	1	0	0	0	0	0	0	0	0	0						0																	
2	6	206.0	2.0	1.0	20604	1.0	0.0	2.0	0.0	0.0	0.0	5			0	0	0	0	1	0	0	0	0	0	0	0	1	1.0	22	0			0																	
2	6	206.0	2.0	1.0	20607	3.0	0.0	0.0	0.0	0.0	0.0	2			0	0	0	1	0	0	0	0	0	0	0	0	1	3.0	15	1	2	15	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
2	6	206.0	2.0	1.0	20609	0.0	1.0	2.0	0.0	0.0	0.0	1			0	0	0	0	1	0	0	0	0	0	0	0	1	1.0	21	0			1	1	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0
2	6	206.0	2.0	1.0	20611	0.0	0.0	1.0	0.0	0.0	0.0	99			0	0	0	0	1	0	0	0	0	0	0	0	1	6.0	22	0			1	1	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0
2	6	206.0	2.0	1.0	20615	0.0	2.0	0.0	0.0	0.0	2.0	4			0	0	0	1	0	0	0	0	0	0	0	0	1	2.0	15	1	1	15	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
2	6	206.0	2.0	1.0	20616	1.5	0.0	0.0	0.0	0.0	0.0	1	2		0	0	0	0	1	0	0	0	0	0	0	0	1	1.5	22	0			1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
2	6	206.0	2.0	1.0	20617	2.0	2.0	2.0	0.0	1.0	0.0	1	4		0	0	0	1	0	0	0	0	0	0	0	0	1	1.0	22	0			1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
2	6	206.0	2.0	1.0	20618	2.0	2.0	4.0	0.0	0.0	0.0	1	2		0	0	0	1	0	0	0	0	0	0	0	0	1	5.0	15	1	4	15	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0
2	6	206.0	2.0	1.0	20619	2.0	0.0	0.0	0.0	0.0	0.0	99			0	0	0	1	0	0	0	0	0	0	0	0	1	1.0	23	0			1	1	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0
2	6	206.0	2.0	1.0	20620	0.0	0.0	1.0	0.0	0.0	0.0	6			0	0	0	0	1	0	0	0	0	0	0	0	1	2.0	22	0			1	1	0	0	1	0	0	0	0	0	0	0	0	0	1	1	0	0
2	7	207.0	2.0	2.0	20701	0.0	0.0	6.0	0.0	2.0	0.0	1			0	0	0	0	1	0	0	0	0	0	0	0	1	3.0	22	0			1	1	0	0	1	0	0	0	0	0	0	0	0	0	1	1	0	0
2	7	207.0	2.0	2.0	20702	2.0	0.0	2.0	0.0	0.0	0.0	1			0	0	0	0	1	0	0	0	0	0	0	0	1	2.0	22	0			1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
2	7	207.0	2.0	2.0	20703	0.0	2.0	0.0	0.0	2.0	4.0	1	1	5	0	0	1	0	0	0	0	0	0	0	0	0	1	5.0	14	1	1	14	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
2	7	207.0	2.0	2.0	20704	2.0	2.0	0.0	0.0	0.0	0.0	99			0	0	0	0	1	0	0	0	0	0	0	0	1	3.0	22	0			1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0
2	7	207.0	2.0	2.0	20705	0.0	3.0	0.0	0.0	0.0	0.0	1			0	0	0	0	0	1	0	0	0	0	0	0	0						1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
2	7	207.0	2.0	2.0	20706	0.0	2.0	0.0	0.0	2.0	0.0	5			0	0	0	0	1	0	0	0	0	0	0	0	1	2.0	22	0			1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
2	7	207.0	2.0	2.0	20707	0.0	2.0	0.0	0.0	0.0	1.0	4			0	0	0	0	1	0	0	0	0	0	0	0	1	1.0	21	0			1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
2	7	207.0	2.0	2.0	20708	2.0	0.0	0.0	0.0	4.0	0.0	1			0	0	0	1	0	0	0	0	0	0	0	0	1	1.0	22	0			1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0
2	7	207.0	2.0	2.0	20710	0.0	1.0	0.0	0.0	0.0	3.0	5	4		0	0	0	0	1	0	0	0	0	0	0	0	1	2.0	22	0			0																	
2	7	207.0	2.0	2.0	20711	1.0	1.0	0.0	0.0	0.0	0.0	1			0	0	0	0	0	1	0	0	0	0	0	0	1	1.5	22	0			1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0
2	7	207.0	2.0	2.0	20712	0.0	2.0	0.0	0.0	0.0	0.0	6	2		0	0	0	0	1	0	0	0	0	0	0	0	1	1.0	15	0			0																	
2	7	207.0	2.0	2.0	20713	0.0	2.0	0.0	0.0	0.0	0.0	5			0	0	0	0	0	1	0	0	0	0	0	0	1	3.0	22	0			1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0
2	7	207.0	2.0	2.0	20714	3.0	3.0	0.0	0.0	0.0	0.0	5			0	0	0	0	1	0	0	0	0	0	0	0	1	1.0	15	0			1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0
2	7	207.0	2.0	2.0	20715	2.0	2.0	0.0	0.0	0.0	0.0	1			0	0	0	0	1	0	0	0	0	0	0	0	1	2.0	22	0			1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	0
2	7	207.0	2.0	2.0	20716	2.0	0.0	3.0	0.0	2.0	0.0	1	9		0	0	0	1	0	0	0	0	0	0	0	0	1	1.0	22	0			1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0
2	7	207.0	2.0	2.0	20718	2.0	2.0	5.0	0.0	7.0	0.0	1	4		0	0	0	0	1	0	0	0	0	0	0	0	1	3.0	15	0			0																	
2	8	208.0	2.0	1.0	20801	1.5	0.0	0.0	0.0	0.0	0.0	6			0	0	0	1	0	0	0	0	0	0	0	0	1	1.0	15	0			1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	1	0	0
2	8	208.0	2.0	1.0	20802	3.0	3.0	0.0	0.0	0.0	0.0	99			0	0	0	1	0	0	0	0	0	0	0	0	1	1.0	21	0			1	1	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0
2	8	208.0	2.0	1.0	20803	0.0	2.0	0.0	0.0	0.0	4.0	6	1		0	0	0	1	0	0	0	0	0	0	0	0	1	4.0	22	1	1.5	22	1	1	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0
2	8	208.0	2.0	1.0	20805	2.0	0.0	0.0	0.0	3.0	0.0	4			0	0	0	1	0	0	0	0	0	0	0	0	1	2.0	15	0			1	1	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0
2	8	208.0	2.0	1.0	20806	0.0	0.0	0.0	0.0	5.0	0.0	99			0	0	1	0	0	0	0	0	0	0	0	0	1	1.0	15	1	1	22	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0
2	8	208.0	2.0	1.0	20807	2.0	0.0	4.0	0.0	0.0	0.0	1			0	0	0	0	1	0	0	0	0	0	0	0	1	2.0	22	0			1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0
2	8	208.0	2.0	1.0	20808	0.0	0.0	0.0	0.0	7.0	0.0	2			0	0	0	0	1	0	0	0	0	0	0	0	1	3.0	22	1	1	22	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
2	8	208.0	2.0	1.0	20809	2.0	2.0	0.0	0.0	0.0	0.0	99			0	0	0	1	0	0	0	0	0	0	0	0	1	0.5	21	0			1	1	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0
2	8	208.0	2.0	1.0	20810	0.0	0.0	0.0	0.0	0.0	8.0	1			0	0	0	0	1	0	0	0	0	0	0	0	1	5.0	15	1	3	15	1	1	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0
2	8	208.0	2.0	1.0	20811	2.0	0.0	0.0	0.0	0.0	0.0	99			0	0	0	1	0	0	0	0	0	0	0	0	1	3.0	21	0			1	1	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0
2	8	208.0	2.0	1.0	20813	0.0	0.0	0.0	0.0	0.0	2.0	2			0	0	0	0	1	0	0	0	0	0	0	0	1	1.0	22	0			1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0
2	8	208.0	2.0	1.0	20814	0.0	3.0	0.0	0.0	0.0	2.0	1			0	0	0	0	1	0	0	0	0	0	0	0	1	3.0	15	1	3	15	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0
2	8	208.0	2.0	1.0	20815	0.0	2.0	0.0	0.0	35.0	0.0	1			0	0	0	0	1	0	0	0	0	0	0	0	1	1.0	21	0			1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0
2	8	208.0	2.0	1.0	20816	2.0	0.0	0.0	0.0	0.0	0.0	5			0	0	0	1	0	0	0	0	0	0	0	0	1	1.0	22	0			0																	
2	8	208.0	2.0	1.0	20817	2.0	0.0	0.0	0.0	18.0	0.0	2			0	0	0	0	1	0	0	0	0	0	0	0	1	1.0	14	0			1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0
2	8	208.0	2.0	1.0	20818	1.0	0.0	0.0	0.0	2.0	0.0	1	6		0	0	0	0	1	0	0	0	0	0	0	0	1	3.0	22	0			1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
2	8	208.0	2.0	1.0	20819	0.0	2.0	0.0	0.0	0.0	0.0	5			0	0	1	0	0	0	0	0	0	0	0	0	1	1.0	15	1	2	22	1	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0
2	8	208.0	2.0	1.0	20820	2.0	0.0	0.0	0.0	0.0	0.0	99			0	0	0	1	0	0	0	0	0	0	0	0	1	1.0	23	0			1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0
2	9	209.0	2.0	3.0	20908	0.0	0.0	0.0	0.0	0.0	3.0	6			0	0	0	0	1	0	0	0	0	0	0	0	1	2.0	22	0			1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
2	9	209.0	2.0	3.0	20915	0.0	0.0	0.0	0.0	0.0	4.0	2			0	0	0	0	0	0	0	0	0	1	0	0	1	1.0	15	0			1	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
2	9	209.0	2.0	3.0	20921	0.0	0.0	0.0	0.0	0.0	1.0	6			0	0	0	0	1	0	0	0	0	0	0	0	1	3.0	15	1	1	23	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0
3	1	301.0	3.0	2.0	30101	0.0	0.0	0.0	0.0	50.0	0.0	5	6		0	0	0	0	0	1	0	0	0	0	0	0	1	3.0	15	1	2	15	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
3	1	301.0	3.0	2.0	30103	0.0	2.0	3.0	0.0	10.0	0.0	1	9		0	0	0	0	1	0	0	0	0	0	0	0	1	2.0	15	1	2	23	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0
3	1	301.0	3.0	2.0	30104	0.0	0.0	6.0	0.0	4.0	0.0	1	9		0	0	0	0	0	0	1	0	0	0	0	0	1	1.0	15	0			1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0
3	1	301.0	3.0	2.0	30105	0.0	2.0	12.0	0.0	0.0	0.0	1			0	0	0	0	1	0	0	0	0	0	0	0	1	6.0	15	1	4	15	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0
3	1	301.0	3.0	2.0	30106	0.0	0.0	3.0	0.0	18.0	0.0	6			0	0	0	1	0	0	0	0	0	0	0	0	1	2.0	22	0			1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0
3	1	301.0	3.0	2.0	30108	0.0	0.0	2.0	0.0	0.0	0.0	6			0	0	0	0	1	0	0	0	0	0	0	0	1	2.0	23	0			1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
3	1	301.0	3.0	2.0	30109	1.0	1.0	0.0	0.0	0.0	0.0	1			0	0	0	1	0	0	0	0	0	0	0	0	1	1.0	22	0			1	1	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0
3	1	301.0	3.0	2.0	30110	0.0	2.0	0.0	0.0	10.0	0.0	5			0	0	0	0	0	1	0	0	0	0	0	0	1	1.0	15	0			1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0
3	1	301.0	3.0	2.0	30111	0.0	0.0	0.0	0.0	0.0	5.0	1			0	0	0	0	1	0	0	0	0	0	0	0	1	3.0	23	0			0																	
3	1	301.0	3.0	2.0	30112	0.0	2.0	1.0	0.0	10.0	0.0	1	4		0	0	0	0	0	1	0	0	0	0	0	0	1	1.0	15	1	1	22	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0
3	1	301.0	3.0	2.0	30113	0.0	2.0	4.0	0.0	5.0	0.0	1	9		0	0	0	0	1	0	0	0	0	0	0	0	1	2.0	15	0			1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0
3	1	301.0	3.0	2.0	30115	0.0	2.0	0.0	0.0	0.0	0.0	2			0	0	0	0	1	0	0	0	0	0	0	0	1	2.0	24	0			1	1	0	0	1	0	0	0	0	0	0	0	0	0	1	1	0	0
3	1	301.0	3.0	2.0	30116	0.0	2.0	0.0	0.0	0.0	0.0	1			0	0	0	1	0	0	0	0	0	0	0	0	1	3.0	22	1	1	22	1	1	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0
