district	village	villno	strno	group	hhid	codigo	e02	e03	e04	e05	e06	e07a	e07b	e08a	e08b	e09
1	8	108.0	1.0	2.0	10802	102	1	0	1	6	1	"VENDE PEIXE"	3	0.1	1000	2
1	8	108.0	1.0	2.0	10802	104	1	0	0	5						
1	8	108.0	1.0	2.0	10802	105	1	0	0	5						
1	8	108.0	1.0	2.0	10803	101	1	1	0	1	0	"GANHO GANHO"	2	0.1	500	2
1	8	108.0	1.0	2.0	10804	101	1	0	0	1						
1	8	108.0	1.0	2.0	10804	102	1	0	0	1						
1	8	108.0	1.0	2.0	10804	103	1	0	0	5						
1	8	108.0	1.0	2.0	10804	104	1	0	0	5						
1	8	108.0	1.0	2.0	10805	101	1	0	0	1						
1	8	108.0	1.0	2.0	10805	102	1	0	0	1						
1	8	108.0	1.0	2.0	10805	104	1	1	0	1	0	"TRANSPORTA SACOS"	9	0.1	560	2
1	8	108.0	1.0	2.0	10805	105	1	1	0	1	0	"FACILITA TRAVESSIA NO RIO"	2	0.3	150	2
1	8	108.0	1.0	2.0	10805	111	1	0	0	6						
1	8	108.0	1.0	2.0	10806	121	1	0	0	6						
1	8	108.0	1.0	2.0	10806	122	1	0	0	1						
1	8	108.0	1.0	2.0	10807	101	1	1	0	1	0	"FABRICA TIJOLOS"	19	1.0	450	2
1	8	108.0	1.0	2.0	10807	102	1	0	0	1						
1	8	108.0	1.0	2.0	10808	101	1	0	0	1						
1	8	108.0	1.0	2.0	10808	102	1	0	0	1						
1	8	108.0	1.0	2.0	10808	103	1	0	0	5						
1	8	108.0	1.0	2.0	10809	101	1	0	0	1						
1	8	108.0	1.0	2.0	10809	102	1	0	0	6						
1	8	108.0	1.0	2.0	10809	103	1	0	0	5						
1	8	108.0	1.0	2.0	10810	101	1	0	1	1	0	"VENDE PEIXE"	4	1.0	1500	2
1	8	108.0	1.0	2.0	10810	102	1	1	0	1	0	"AGRICOLA"	2	0.1	300	2
1	8	108.0	1.0	2.0	10810	104	1	0	0	5						
1	8	108.0	1.0	2.0	10810	105	1	1	0	5	0	"AGRICOLA"	2	0.1	300	2
1	8	108.0	1.0	2.0	10810	106	1	0	0	5						
1	8	108.0	1.0	2.0	10810	107	0	0	0	9						
1	8	108.0	1.0	2.0	10810	108	0	0	0	9						
1	8	108.0	1.0	2.0	10811	101	1	0	0	1						
1	8	108.0	1.0	2.0	10811	102	1	0	0	1						
1	8	108.0	1.0	2.0	10811	103	1	0	0	5						
1	8	108.0	1.0	2.0	10811	104	1	0	0	5						
1	8	108.0	1.0	2.0	10812	101	1	0	1	4	0	"COMPRA E VENDE FEIJAO"	4	1.0	3000	2
1	8	108.0	1.0	2.0	10812	102	1	0	0	1						
1	8	108.0	1.0	2.0	10814	101	1	1	1	1	1	"COMERCIALIZA FEIJAO"	4	1.0	28000	2
1	8	108.0	1.0	2.0	10814	102	1	0	0	1						
1	8	108.0	1.0	2.0	10814	103	1	0	0	5						
1	8	108.0	1.0	2.0	10815	101	1	0	1	1	0	"FABRICA BEBIDA"	7	7.0	7000	2
1	8	108.0	1.0	2.0	10815	121	1	0	1	1	0	"GANHO GANHO"	2	1.0	3000	2
1	8	108.0	1.0	2.0	10816	102	1	1	0	1	0	"AGRICOLA"	2	0.1	750	2
1	8	108.0	1.0	2.0	10816	103	1	0	0	5						
1	8	108.0	1.0	2.0	10817	101	1	0	0	1						
1	8	108.0	1.0	2.0	10817	102	0	1	1	2	0	"GANHO GANHO"	2	12.0	6000	2
1	8	108.0	1.0	2.0	10817	103	1	1	1	4	0	"VENDE OVOS"	4	12.0	12000	2
1	8	108.0	1.0	2.0	10817	104	1	0	0	1						
1	8	108.0	1.0	2.0	10817	105	1	0	0	5						
1	8	108.0	1.0	2.0	10819	101	1	0	0	1						
1	8	108.0	1.0	2.0	10819	102	1	0	0	5						
1	8	108.0	1.0	2.0	10819	103	0	0	0	9						
1	9	109.0	1.0	1.0	10902	101	1	0	1	1	1	"GANHO GANHO"	2	1.0	1800	2
1	9	109.0	1.0	1.0	10904	102	1	0	0	1						
1	9	109.0	1.0	1.0	10904	121	1	0	0	1						
1	9	109.0	1.0	1.0	10905	101	1	0	0	1						
1	9	109.0	1.0	1.0	10905	102	1	0	0	1						
1	9	109.0	1.0	1.0	10905	103	1	0	1	4	1	"VENDE SARAFO"	6	12.0	1800	1
1	9	109.0	1.0	1.0	10905	104	0	0	1	4	1	"VENDE ROUPA USADA"	6	7.0	21000	2
1	9	109.0	1.0	1.0	10905	105	1	0	0	5						
1	9	109.0	1.0	1.0	10905	201	0	0	0	9						
1	9	109.0	1.0	1.0	10906	101	1	0	0	1						
1	9	109.0	1.0	1.0	10906	102	1	0	0	1						
1	9	109.0	1.0	1.0	10906	103	1	0	0	1						
1	9	109.0	1.0	1.0	10906	104	0	0	0	9						
1	9	109.0	1.0	1.0	10907	102	1	0	1	1	0	"GANHO GANHO"	2	1.0	700	2
1	9	109.0	1.0	1.0	10907	103	1	0	0	5						
1	9	109.0	1.0	1.0	10908	101	1	0	0	1						
1	9	109.0	1.0	1.0	10908	102	1	0	0	1						
1	9	109.0	1.0	1.0	10908	103	1	1	1	1	1	"VENDEDOR DE VESTUARIO"	6	3.0	10000	2
1	9	109.0	1.0	1.0	10908	104	1	0	0	1						
1	9	109.0	1.0	1.0	10908	105	1	0	0	1						
1	9	109.0	1.0	1.0	10908	106	1	0	0	1						
1	9	109.0	1.0	1.0	10909	101	1	0	0	1						
1	9	109.0	1.0	1.0	10909	102	1	0	0	1						
1	9	109.0	1.0	1.0	10911	101	1	1	0	2	0	"TRABALHA NA REABILITACAO D EST"	2	12.0		
1	9	109.0	1.0	1.0	10911	102	1	0	0	6						
1	9	109.0	1.0	1.0	10912	101	1	0	0	1						
1	9	109.0	1.0	1.0	10912	111	1	0	0	1						
1	9	109.0	1.0	1.0	10912	123	1	0	0	6						
1	9	109.0	1.0	1.0	10913	101	1	0	0	1						
1	9	109.0	1.0	1.0	10913	102	1	0	0	1						
1	9	109.0	1.0	1.0	10913	103	0	0	0	9						
1	9	109.0	1.0	1.0	10914	101	1	0	1	4	0	"VENDA NA BANCA"	3	5.0	7500	2
1	9	109.0	1.0	1.0	10914	102	1	0	0	6						
1	9	109.0	1.0	1.0	10915	101	1	0	0	1						
1	9	109.0	1.0	1.0	10915	102	1	0	0	1						
1	9	109.0	1.0	1.0	10915	105	1	0	0	5						
1	9	109.0	1.0	1.0	10915	106	1	0	0	6						
1	9	109.0	1.0	1.0	10916	102	1	0	0	1						
1	9	109.0	1.0	1.0	10916	103	1	0	0	1						
1	9	109.0	1.0	1.0	10916	104	0	0	0	9						
1	9	109.0	1.0	1.0	10916	105	0	1	0	3	1	"AUXILIAR DE COMERCIANTE"	1	3.0	4500	2
1	9	109.0	1.0	1.0	10916	106	1	0	0	1						
1	9	109.0	1.0	1.0	10916	107	1	0	0	1						
1	9	109.0	1.0	1.0	10917	102	1	0	0	6						
1	9	109.0	1.0	1.0	10917	111	1	1	0	2	1	"REABILITACAO DE ESTRADAS"	1	6.0		
1	9	109.0	1.0	1.0	10919	101	1	0	0	1						
1	9	109.0	1.0	1.0	10919	121	1	0	0	1						
1	10	110.0	1.0	1.0	11001	101	1	0	1	1	0	"VENDA DE CAPULANAS"	4	1.0	1400	2
1	10	110.0	1.0	1.0	11001	102	1	0	0	1						
1	10	110.0	1.0	1.0	11001	104	1	0	0	5						
1	10	110.0	1.0	1.0	11001	105	0	0	0	9						
1	10	110.0	1.0	1.0	11003	101	1	0	0	1						
1	10	110.0	1.0	1.0	11003	102	1	0	0	1						
1	10	110.0	1.0	1.0	11004	101	1	0	0	1						
1	10	110.0	1.0	1.0	11004	102	1	0	0	1						
1	10	110.0	1.0	1.0	11004	103	1	0	0	5						
1	10	110.0	1.0	1.0	11004	104	1	0	0	5						
1	10	110.0	1.0	1.0	11005	101	1	0	1	4	0	"VENDA DE ROUPA"	4	12.0	19400	2
1	10	110.0	1.0	1.0	11005	102	1	0	0	1						
1	10	110.0	1.0	1.0	11006	101	1	0	0	1						
1	10	110.0	1.0	1.0	11006	102	1	0	0	1						
1	10	110.0	1.0	1.0	11006	106	1	0	0	5						
1	10	110.0	1.0	1.0	11006	107	1	0	0	5						
1	10	110.0	1.0	1.0	11006	111	0	0	0	9						
1	10	110.0	1.0	1.0	11007	101	1	0	1	1	0	"REVENDEDOR DE MILHO"	8	2.0	4000	1
1	10	110.0	1.0	1.0	11007	102	1	0	0	1						
1	10	110.0	1.0	1.0	11007	104	1	0	0	5						
1	10	110.0	1.0	1.0	11007	105	1	0	0	5						
1	10	110.0	1.0	1.0	11009	102	1	0	0	1						
1	10	110.0	1.0	1.0	11011	101	1	1	0	2	1	"GUARDA"	1	5.0	2000	2
1	10	110.0	1.0	1.0	11011	102	1	0	0	1						
1	10	110.0	1.0	1.0	11011	104	1	0	0	5						
1	10	110.0	1.0	1.0	11011	105	1	1	0	5	0	"TRABALHO AGRICOLA"	2	3.0	2000	2
1	10	110.0	1.0	1.0	11011	106	0	0	0	9						
1	10	110.0	1.0	1.0	11011	107	1	1	0	1	0	"TRABALHO AGRICOLA"	2	3.0	2000	2
1	10	110.0	1.0	1.0	11013	101	1	0	0	1						
1	10	110.0	1.0	1.0	11013	103	1	0	0	1						
1	10	110.0	1.0	1.0	11013	104	1	0	0	1						
1	10	110.0	1.0	1.0	11013	106	1	0	0	1						
1	10	110.0	1.0	1.0	11014	101	1	0	1	1	0	"VENDE CAPULANAS"	6	1.0	1000	2
1	10	110.0	1.0	1.0	11014	102	1	0	0	1						
1	10	110.0	1.0	1.0	11014	103	1	0	0	6						
1	10	110.0	1.0	1.0	11014	104	1	0	0	5						
1	10	110.0	1.0	1.0	11015	102	1	0	0	1						
1	10	110.0	1.0	1.0	11015	103	1	0	0	6						
1	10	110.0	1.0	1.0	11015	104	1	0	0	5						
1	10	110.0	1.0	1.0	11015	105	1	0	0	5						
1	10	110.0	1.0	1.0	11016	102	1	0	0	1						
1	10	110.0	1.0	1.0	11017	101	1	0	0	1						
1	10	110.0	1.0	1.0	11017	102	1	0	0	1						
1	10	110.0	1.0	1.0	11017	103	1	0	0	5						
1	10	110.0	1.0	1.0	11017	104	1	0	0	5						
1	10	110.0	1.0	1.0	11018	101	1	0	1	1	0	"COMERCIANTE"	6	7.0	15000	2
1	10	110.0	1.0	1.0	11018	102	1	0	0	1						
1	10	110.0	1.0	1.0	11019	101	1	0	0	1						
1	10	110.0	1.0	1.0	11019	102	1	0	0	1						
1	10	110.0	1.0	1.0	11019	103	0	0	0	9						
1	10	110.0	1.0	1.0	11019	104	0	0	0	9						
1	11	111.0	1.0	1.0	11102	101	1	0	1	1	0	"VENDA DE CHIPS"	6	2.0	11000	2
1	11	111.0	1.0	1.0	11102	112	1	0	0	6						
1	11	111.0	1.0	1.0	11103	101	1	1	1	1	0	"TEM CANTINA"	3	10.0	13000	2
1	11	111.0	1.0	1.0	11103	102	1	0	0	1						
1	11	111.0	1.0	1.0	11103	103	1	0	0	7						
1	11	111.0	1.0	1.0	11103	104	1	0	0	1						
1	11	111.0	1.0	1.0	11103	105	1	0	0	5						
1	11	111.0	1.0	1.0	11103	106	1	0	0	1						
1	11	111.0	1.0	1.0	11103	121	1	0	0	1						
1	11	111.0	1.0	1.0	11103	201	0	0	0	9						
1	11	111.0	1.0	1.0	11103	202	0	0	0	9						
1	11	111.0	1.0	1.0	11104	101	1	0	1	4	1	"TRABALHO NA BANCA"	3	8.0	22000	2
1	11	111.0	1.0	1.0	11104	102	1	0	0	1						
1	11	111.0	1.0	1.0	11104	103	1	0	0	5						
1	11	111.0	1.0	1.0	11104	104	0	0	0	9						
1	11	111.0	1.0	1.0	11105	101	1	0	1	1	0	"VENDEDOR DE PETISCO"	6	8.0	2000	2
1	11	111.0	1.0	1.0	11105	102	1	0	0	1						
1	11	111.0	1.0	1.0	11108	101	1	0	1	4	0	"MECANICO DE MOTA"	2	3.0	4000	2
1	11	111.0	1.0	1.0	11108	102	1	0	0	1						
1	11	111.0	1.0	1.0	11108	103	1	0	0	5						
1	11	111.0	1.0	1.0	11108	121	1	0	0	5						
1	11	111.0	1.0	1.0	11108	123	1	0	0	1						
1	11	111.0	1.0	1.0	11109	101	0	1	0	3	1	"PROFESSOR"	1	12.0	4000	1
1	11	111.0	1.0	1.0	11109	102	1	0	0	1						
1	11	111.0	1.0	1.0	11109	103	1	0	0	5						
1	11	111.0	1.0	1.0	11109	104	1	0	0	5						
1	11	111.0	1.0	1.0	11110	101	1	0	1	1	1	"CURANDEIRO"	2	12.0	80000	2
1	11	111.0	1.0	1.0	11110	102	1	0	0	1						
1	11	111.0	1.0	1.0	11110	104	1	0	0	1						
1	11	111.0	1.0	1.0	11112	101	1	0	0	1						
1	11	111.0	1.0	1.0	11112	102	1	0	0	6						
1	11	111.0	1.0	1.0	11112	103	1	0	0	5						
1	11	111.0	1.0	1.0	11113	101	1	0	0	1						
1	11	111.0	1.0	1.0	11113	102	1	0	0	1						
1	11	111.0	1.0	1.0	11113	121	0	0	0	9						
1	11	111.0	1.0	1.0	11114	101	1	0	0	1						
1	11	111.0	1.0	1.0	11114	102	1	0	0	6						
1	11	111.0	1.0	1.0	11115	101	1	0	0	1						
1	11	111.0	1.0	1.0	11115	102	1	0	0	1						
1	11	111.0	1.0	1.0	11115	104	1	0	0	5						
1	11	111.0	1.0	1.0	11116	101	1	0	0	1						
1	11	111.0	1.0	1.0	11116	102	1	0	0	1						
1	11	111.0	1.0	1.0	11117	101	1	0	1	1	0	"GANHO GANHO"	2	1.0	1500	2
1	11	111.0	1.0	1.0	11117	102	1	0	0	1						
1	11	111.0	1.0	1.0	11117	103	0	0	0	9						
1	11	111.0	1.0	1.0	11118	101	1	0	0	1						
1	11	111.0	1.0	1.0	11118	102	1	0	0	1						
1	11	111.0	1.0	1.0	11118	103	1	0	0	1						
1	11	111.0	1.0	1.0	11118	105	1	0	0	1						
1	11	111.0	1.0	1.0	11118	106	1	0	0	5						
1	11	111.0	1.0	1.0	11118	121	1	0	0	5						
1	11	111.0	1.0	1.0	11118	122	0	0	0	9						
1	11	111.0	1.0	1.0	11119	101	1	0	1	1	0	"GANHO GANHO"	2	2.0	2000	2
1	11	111.0	1.0	1.0	11119	102	1	0	0	1						
1	11	111.0	1.0	1.0	11119	104	1	0	0	5						
1	11	111.0	1.0	1.0	11120	101	1	0	0	1						
1	11	111.0	1.0	1.0	11120	102	1	0	0	1						
1	12	112.0	1.0	2.0	11201	101	1	1	0	1	0	"GANHO GANHO"	2	1.0	1000	2
1	12	112.0	1.0	2.0	11201	102	1	1	0	1	0	"GANHO GANHO"	2	1.0	540	2
1	12	112.0	1.0	2.0	11201	104	1	0	0	5						
1	12	112.0	1.0	2.0	11201	105	1	0	0	5						
1	12	112.0	1.0	2.0	11202	101	1	0	0	1						
1	12	112.0	1.0	2.0	11202	102	1	0	0	1						
1	12	112.0	1.0	2.0	11202	105	1	0	0	1						
1	12	112.0	1.0	2.0	11202	111	1	0	0	1						
1	12	112.0	1.0	2.0	11203	102	1	0	0	1						
1	12	112.0	1.0	2.0	11203	103	1	0	0	5						
1	12	112.0	1.0	2.0	11204	102	1	0	0	1						
1	12	112.0	1.0	2.0	11204	103	1	1	0	1	0	"TAXI DE BICICLETA"	2	2.0	12000	2
1	12	112.0	1.0	2.0	11204	105	1	0	0	6						
1	12	112.0	1.0	2.0	11204	106	1	0	0	5						
1	12	112.0	1.0	2.0	11205	101	1	0	0	1						
1	12	112.0	1.0	2.0	11205	103	1	0	0	1						
1	12	112.0	1.0	2.0	11205	104	1	0	0	1						
1	12	112.0	1.0	2.0	11206	101	1	1	0	1	0	"COMERCIANTE"	2	1.0	200	2
1	12	112.0	1.0	2.0	11206	121	1	1	0	1	0	"PEDREIRO"	2	1.0	3000	2
1	12	112.0	1.0	2.0	11207	101	1	0	0	1						
1	12	112.0	1.0	2.0	11207	121	0	0	1	3	0	"FISCAL"	1	7.0	500	1
1	12	112.0	1.0	2.0	11208	102	1	0	0	1						
1	12	112.0	1.0	2.0	11208	103	1	0	0	5						
1	12	112.0	1.0	2.0	11208	104	1	0	0	5						
1	12	112.0	1.0	2.0	11209	103	1	0	0	1						
1	12	112.0	1.0	2.0	11209	105	1	0	0	1						
1	12	112.0	1.0	2.0	11210	101	1	0	0	1						
1	12	112.0	1.0	2.0	11210	102	1	0	0	1						
1	12	112.0	1.0	2.0	11210	103	0	0	0	9						
1	12	112.0	1.0	2.0	11211	101	1	0	1	1	0	"COMERCIANTE"	7	12.0	36000	2
1	12	112.0	1.0	2.0	11211	102	1	0	0	1						
1	12	112.0	1.0	2.0	11211	103	1	0	0	1						
1	12	112.0	1.0	2.0	11211	104	1	0	0	5						
1	12	112.0	1.0	2.0	11211	105	1	0	0	5						
1	12	112.0	1.0	2.0	11211	106	1	0	0	1						
1	12	112.0	1.0	2.0	11212	101	1	0	0	1						
1	12	112.0	1.0	2.0	11212	102	1	0	0	1						
1	12	112.0	1.0	2.0	11212	103	1	0	0	6						
1	12	112.0	1.0	2.0	11212	104	1	0	0	5						
1	12	112.0	1.0	2.0	11212	105	1	0	0	5						
1	12	112.0	1.0	2.0	11213	101	1	0	0	1						
1	12	112.0	1.0	2.0	11213	102	1	0	0	1						
1	12	112.0	1.0	2.0	11214	101	1	0	0	1						
1	12	112.0	1.0	2.0	11214	102	1	0	0	1						
1	12	112.0	1.0	2.0	11215	101	1	0	0	5						
1	12	112.0	1.0	2.0	11215	102	1	0	0	1						
1	12	112.0	1.0	2.0	11215	103	1	0	0	1						
1	12	112.0	1.0	2.0	11215	104	1	0	0	5						
1	12	112.0	1.0	2.0	11215	105	1	0	0	5						
1	12	112.0	1.0	2.0	11215	106	1	0	0	5						
1	12	112.0	1.0	2.0	11216	101	1	0	0	1						
1	12	112.0	1.0	2.0	11216	102	1	0	0	6						
1	12	112.0	1.0	2.0	11216	103	1	0	0	5						
1	12	112.0	1.0	2.0	11216	104	1	0	0	5						
1	12	112.0	1.0	2.0	11217	101	1	0	0	1						
1	12	112.0	1.0	2.0	11217	102	1	0	0	1						
1	12	112.0	1.0	2.0	11217	121	1	0	0	5						
1	12	112.0	1.0	2.0	11218	101	1	0	0	1						
1	12	112.0	1.0	2.0	11218	102	1	0	0	6						
1	12	112.0	1.0	2.0	11218	103	1	0	0	5						
1	12	112.0	1.0	2.0	11219	101	1	0	1	1	0	"COBRADOR DE INPOSTO(FISCAL)"	2	8.0	72000	2
1	12	112.0	1.0	2.0	11219	102	1	0	0	1						
1	12	112.0	1.0	2.0	11219	104	1	0	0	1						
1	12	112.0	1.0	2.0	11220	101	1	0	0	1						
1	12	112.0	1.0	2.0	11220	102	1	0	0	1						
1	12	112.0	1.0	2.0	11220	103	1	0	0	5						
1	12	112.0	1.0	2.0	11220	104	1	0	0	5						
1	12	112.0	1.0	2.0	11220	105	1	0	0	5						
1	13	113.0	1.0	3.0	11301	102	1	0	0	1						
1	13	113.0	1.0	3.0	11301	103	1	0	0	6						
1	13	113.0	1.0	3.0	11302	101	1	0	0	1						
1	13	113.0	1.0	3.0	11302	102	1	0	0	1						
1	13	113.0	1.0	3.0	11303	101	1	0	0	1						
1	13	113.0	1.0	3.0	11303	102	1	0	0	6						
1	13	113.0	1.0	3.0	11304	102	1	0	0	1						
1	13	113.0	1.0	3.0	11305	101	1	1	0	1	0	"GANHO GANHO"	2	1.0	1000	2
1	13	113.0	1.0	3.0	11305	102	1	0	0	1						
1	13	113.0	1.0	3.0	11305	103	1	0	0	1						
1	13	113.0	1.0	3.0	11305	104	1	0	0	1						
1	13	113.0	1.0	3.0	11305	105	1	0	0	5						
1	13	113.0	1.0	3.0	11306	101	1	0	0	1						
1	13	113.0	1.0	3.0	11306	102	1	0	0	1						
1	13	113.0	1.0	3.0	11306	103	1	1	0	5	0	"GANHO GANHO"	2	1.0	1400	2
1	13	113.0	1.0	3.0	11307	101	1	0	0	1						
1	13	113.0	1.0	3.0	11307	102	1	0	0	1						
1	13	113.0	1.0	3.0	11307	104	1	0	0	1						
1	13	113.0	1.0	3.0	11307	105	1	0	0	1						
1	13	113.0	1.0	3.0	11308	101	1	1	0	1	0	"FABRICO DE TIJOLOS"	2	0.2	2000	2
1	13	113.0	1.0	3.0	11308	102	1	0	0	1						
1	13	113.0	1.0	3.0	11309	101	1	0	0	1						
1	13	113.0	1.0	3.0	11309	102	1	0	0	1						
1	13	113.0	1.0	3.0	11309	104	0	0	0	9						
1	13	113.0	1.0	3.0	11309	105	0	0	0	9						
1	13	113.0	1.0	3.0	11310	101	1	0	0	1						
1	13	113.0	1.0	3.0	11310	102	1	0	0	1						
1	13	113.0	1.0	3.0	11310	103	1	0	0	5						
1	13	113.0	1.0	3.0	11310	104	1	0	0	5						
1	13	113.0	1.0	3.0	11310	105	1	0	0	5						
1	13	113.0	1.0	3.0	11311	101	1	0	0	1						
1	13	113.0	1.0	3.0	11311	102	1	0	0	1						
1	13	113.0	1.0	3.0	11311	103	1	0	0	1						
1	13	113.0	1.0	3.0	11311	104	1	0	0	5						
1	13	113.0	1.0	3.0	11311	105	1	0	0	5						
1	13	113.0	1.0	3.0	11312	101	1	0	0	1						
1	13	113.0	1.0	3.0	11312	102	1	0	0	6						
1	13	113.0	1.0	3.0	11313	101	1	0	0	1						
1	13	113.0	1.0	3.0	11313	102	1	0	0	1						
1	13	113.0	1.0	3.0	11313	103	1	0	0	5						
1	13	113.0	1.0	3.0	11313	104	1	0	0	5						
1	13	113.0	1.0	3.0	11313	105	1	0	0	5						
1	13	113.0	1.0	3.0	11314	102	1	0	0	1						
1	13	113.0	1.0	3.0	11316	101	1	0	0	1						
1	13	113.0	1.0	3.0	11316	102	1	0	0	1						
1	13	113.0	1.0	3.0	11317	102	1	0	0	1						
1	13	113.0	1.0	3.0	11317	104	1	0	0	1						
1	13	113.0	1.0	3.0	11317	105	1	0	0	1						
1	13	113.0	1.0	3.0	11317	106	1	0	0	5						
1	13	113.0	1.0	3.0	11317	107	1	0	0	5						
1	13	113.0	1.0	3.0	11317	121	1	0	0	1						
1	13	113.0	1.0	3.0	11318	101	1	0	0	1						
1	13	113.0	1.0	3.0	11318	102	1	0	0	6						
1	14	114.0	1.0	2.0	11401	102	1	0	0	1						
1	14	114.0	1.0	2.0	11401	121	1	0	0	1						
1	14	114.0	1.0	2.0	11402	101	1	0	0	1						
1	14	114.0	1.0	2.0	11402	102	1	0	0	1						
1	14	114.0	1.0	2.0	11402	103	1	0	0	5						
1	14	114.0	1.0	2.0	11403	101	1	0	0	1						
1	14	114.0	1.0	2.0	11403	102	1	0	0	1						
1	14	114.0	1.0	2.0	11404	101	1	0	0	1						
1	14	114.0	1.0	2.0	11404	102	1	0	0	1						
1	14	114.0	1.0	2.0	11405	101	1	0	0	1						
1	14	114.0	1.0	2.0	11405	102	1	0	0	1						
1	14	114.0	1.0	2.0	11405	104	1	0	0	6						
1	14	114.0	1.0	2.0	11406	102	1	0	0	6						
1	14	114.0	1.0	2.0	11406	103	1	0	0	5						
1	14	114.0	1.0	2.0	11407	101	1	0	0	1						
1	14	114.0	1.0	2.0	11407	102	1	0	0	1						
1	14	114.0	1.0	2.0	11408	101	1	0	0	1						
1	14	114.0	1.0	2.0	11408	102	1	0	0	1						
1	14	114.0	1.0	2.0	11409	101	1	0	1	4	0	"VENDEDOR DE SAPATOS"	2	12.0	48000	2
1	14	114.0	1.0	2.0	11409	102	1	0	0	1						
1	14	114.0	1.0	2.0	11410	101	1	0	0	1						
1	14	114.0	1.0	2.0	11410	102	1	0	0	6						
1	14	114.0	1.0	2.0	11410	104	1	0	0	5						
1	14	114.0	1.0	2.0	11411	101	1	0	0	1						
1	14	114.0	1.0	2.0	11411	102	1	0	0	1						
1	14	114.0	1.0	2.0	11412	101	1	0	0	1						
1	14	114.0	1.0	2.0	11412	102	1	0	0	1						
1	14	114.0	1.0	2.0	11412	106	1	0	0	5						
1	14	114.0	1.0	2.0	11412	107	1	0	0	5						
1	14	114.0	1.0	2.0	11413	102	1	0	0	1						
1	14	114.0	1.0	2.0	11414	101	1	0	0	1						
1	14	114.0	1.0	2.0	11414	102	1	0	0	1						
1	14	114.0	1.0	2.0	11415	101	1	0	0	1						
1	14	114.0	1.0	2.0	11415	102	1	0	0	5						
1	14	114.0	1.0	2.0	11416	101	1	0	0	1						
1	14	114.0	1.0	2.0	11416	102	1	0	0	1						
1	14	114.0	1.0	2.0	11416	104	1	0	0	5						
1	14	114.0	1.0	2.0	11417	101	1	0	0	1						
1	14	114.0	1.0	2.0	11417	102	1	0	0	1						
1	14	114.0	1.0	2.0	11417	103	1	0	0	5						
1	14	114.0	1.0	2.0	11417	104	1	0	0	5						
1	14	114.0	1.0	2.0	11418	101	0	1	0	7	1	"ENFERMEIRO"	1	12.0	999	1
1	14	114.0	1.0	2.0	11418	102	1	0	0	6						
1	14	114.0	1.0	2.0	11418	104	1	0	0	5						
1	14	114.0	1.0	2.0	11419	101	1	0	0	1						
1	14	114.0	1.0	2.0	11419	102	1	0	0	6						
1	14	114.0	1.0	2.0	11419	103	1	1	0	1	0	"MACHAMBA"	2	0.5	2500	2
1	14	114.0	1.0	2.0	11419	106	1	0	0	5						
1	14	114.0	1.0	2.0	11420	101	1	0	0	1						
1	14	114.0	1.0	2.0	11420	102	1	0	0	6						
1	14	114.0	1.0	2.0	11420	106	1	0	0	5						
1	14	114.0	1.0	2.0	11420	107	1	0	0	5						
1	14	114.0	1.0	2.0	11420	108	1	0	0	5						
1	15	115.0	1.0	1.0	11502	101	1	0	0	1						
1	15	115.0	1.0	1.0	11502	102	1	0	0	6						
1	15	115.0	1.0	1.0	11503	101	1	0	0	1						
1	15	115.0	1.0	1.0	11503	102	1	0	0	6						
1	15	115.0	1.0	1.0	11503	103	1	0	0	5						
1	15	115.0	1.0	1.0	11504	101	1	0	1	1	0	"FAZ BLOCOS"	2	2.0	3000	2
1	15	115.0	1.0	1.0	11504	102	1	0	0	6						
1	15	115.0	1.0	1.0	11505	101	1	0	0	1						
1	15	115.0	1.0	1.0	11505	102	1	0	0	1						
1	15	115.0	1.0	1.0	11505	103	1	0	0	5						
1	15	115.0	1.0	1.0	11506	101	1	0	0	6						
1	15	115.0	1.0	1.0	11507	101	1	0	0	6						
1	15	115.0	1.0	1.0	11508	101	1	0	1	1	0	"COMERCIANTE"	4	0.3	2000	2
1	15	115.0	1.0	1.0	11508	102	1	0	0	1						
1	15	115.0	1.0	1.0	11508	103	1	0	0	6						
1	15	115.0	1.0	1.0	11508	104	1	0	0	5						
1	15	115.0	1.0	1.0	11510	101	1	0	0	1						
1	15	115.0	1.0	1.0	11510	102	1	0	0	6						
1	15	115.0	1.0	1.0	11510	103	1	0	0	5						
1	15	115.0	1.0	1.0	11511	101	1	0	1	1	0	"REVENDEDOR"	6	12.0	50000	2
1	15	115.0	1.0	1.0	11511	102	1	0	0	1						
1	15	115.0	1.0	1.0	11511	103	1	0	0	1						
1	15	115.0	1.0	1.0	11511	104	1	0	0	5						
1	15	115.0	1.0	1.0	11512	101	1	0	0	1						
1	15	115.0	1.0	1.0	11512	102	1	0	0	1						
1	15	115.0	1.0	1.0	11512	104	1	0	0	1						
1	15	115.0	1.0	1.0	11512	105	1	0	0	1						
1	15	115.0	1.0	1.0	11512	106	0	0	0	9						
1	15	115.0	1.0	1.0	11513	101	1	0	0	1						
1	15	115.0	1.0	1.0	11513	102	1	0	0	1						
1	15	115.0	1.0	1.0	11513	103	1	0	0	1						
1	15	115.0	1.0	1.0	11514	101	1	0	0	1						
1	15	115.0	1.0	1.0	11514	102	1	0	0	1						
1	15	115.0	1.0	1.0	11515	101	1	0	1	1	0	"GANHO GANHO"	2	1.0	500	2
1	15	115.0	1.0	1.0	11515	102	1	0	0	1						
