district	village	villno	strno	group	hhid	g41a	g41b	g41c	g41d	g41e	g41f	g42	g43	g43u	g44a	g44b	g44u	g45
1	9	109.0	1.0	1.0	10966	2.0	2.0	0.0	0.0	0.0	0.0	0						
1	9	109.0	1.0	1.0	10968	0.0	2.0	0.0	0.0	0.0	0.0	1	30.0	22	0			0
1	10	110.0	1.0	1.0	11053	2.0	2.0	2.0	0.0	0.0	0.0	1	10.0	22	0			0
1	10	110.0	1.0	1.0	11060	2.0	0.0	43.0	0.0	0.0	0.0	1	400.0	15	1	9.0	15	1
1	10	110.0	1.0	1.0	11061	2.0	2.0	0.0	0.0	0.0	0.0	1	35.0	15	0			0
1	10	110.0	1.0	1.0	11066	3.0	0.0	3.0	0.0	0.0	0.0	1	10.0	15	0			1
1	10	110.0	1.0	1.0	11069	0.0	3.0	0.0	0.0	0.0	0.0	1	10.0	15	0			1
1	10	110.0	1.0	1.0	11070	2.0	2.0	0.0	0.0	0.0	0.0	1	10.0	23	0			0
1	10	110.0	1.0	1.0	11072	3.0	3.0	2.0	0.0	0.0	0.0	1	20.0	21	0			1
1	11	111.0	1.0	1.0	11150	2.0	2.0	2.0	0.0	0.0	0.0	1	5.0	22	0			0
1	11	111.0	1.0	1.0	11153	2.0	2.0	20.0	0.0	0.0	0.0	1	30.0	15	0			0
1	11	111.0	1.0	1.0	11161	1.0	1.0	0.0	0.0	0.0	0.0	1	10.0	21	0			0
1	11	111.0	1.0	1.0	11163	2.0	0.0	0.0	0.0	0.0	0.0	1	10.0	24	0			0
1	11	111.0	1.0	1.0	11165	2.0	2.0	6.0	0.0	0.0	0.0	1	20.0	15	0			0
1	12	112.0	1.0	2.0	11250	2.0	2.0	0.0	0.0	0.0	0.0	1	5.0	15	0			1
1	12	112.0	1.0	2.0	11252	1.0	1.0	4.0	0.0	0.0	0.0	1	60.0	22	1	2.0	22	1
1	12	112.0	1.0	2.0	11265	0.0	0.0	0.0	0.0	0.0	2.0	0						
1	12	112.0	1.0	2.0	11267	2.0	0.0	0.0	0.0	0.0	0.0	0						
1	12	112.0	1.0	2.0	11268	2.0	0.0	0.0	0.0	0.0	0.0	1	10.0	15	0			0
1	14	114.0	1.0	2.0	11452	2.0	2.0	0.0	0.0	0.0	0.0	1	15.0	21	0			0
1	14	114.0	1.0	2.0	11461	0.0	3.0	10.0	0.0	0.0	0.0	1	10.0	16	0			1
1	14	114.0	1.0	2.0	11463	0.0	0.0	4.0	0.0	0.0	0.0	1	10.0	15	1	1.0	23	0
1	15	115.0	1.0	1.0	11560	2.0	2.0	0.0	0.0	0.0	0.0	1	10.0	21	0			1
1	15	115.0	1.0	1.0	11561	1.0	1.0	2.0	0.0	0.0	0.0	1	10.0	21	0			1
1	15	115.0	1.0	1.0	11563	2.0	0.0	0.0	0.0	0.0	0.0	1	30.0	15	0			0
1	15	115.0	1.0	1.0	11565	3.0	3.0	0.0	0.0	0.0	0.0	0						
1	15	115.0	1.0	1.0	11566	2.0	2.0	0.0	0.0	0.0	0.0	1	20.0	15	0			0
1	15	115.0	1.0	1.0	11567	2.0	2.0	10.0	0.0	0.0	0.0	1	30.0	15	0			0
1	15	115.0	1.0	1.0	11568	0.0	3.0	0.0	0.0	0.0	0.0	1	10.0	15	0			0
1	16	116.0	1.0	1.0	11662	0.0	2.0	0.0	0.0	0.0	0.0	0						
1	16	116.0	1.0	1.0	11664	2.0	2.0	2.0	0.0	0.0	0.0	1	20.0	22	0			1
1	16	116.0	1.0	1.0	11668	0.0	2.0	0.0	0.0	0.0	0.0	0						
1	17	117.0	1.0	2.0	11760	2.0	0.0	3.0	0.0	0.0	0.0	1	10.0	15	0			0
1	17	117.0	1.0	2.0	11769	2.0	2.0	0.0	0.0	0.0	0.0	1	20.0	15	0			0
1	18	118.0	1.0	1.0	11851	2.0	2.0	0.0	0.0	0.0	0.0	1	10.0	22	0			1
1	18	118.0	1.0	1.0	11865	0.0	1.0	0.0	0.0	0.0	0.0	0						
1	18	118.0	1.0	1.0	11867	2.0	0.0	0.0	0.0	0.0	0.0	0						
2	2	202.0	2.0	3.0	20250	0.0	0.0	0.0	0.0	10.0	2.0	1	40.0	13	0			1
2	3	203.0	2.0	2.0	20360	0.0	5.0	0.0	0.0	0.0	0.0	1	15.0	22	0			0
2	3	203.0	2.0	2.0	20364	3.0	0.0	0.0	0.0	0.0	0.0	1	1.0	15	0			1
2	3	203.0	2.0	2.0	20365	3.0	0.0	0.0	0.0	0.0	0.0	1	30.0	22	0			1
2	4	204.0	2.0	2.0	20450	0.0	3.0	0.0	0.0	0.0	0.0	1	20.0	15	0			1
2	4	204.0	2.0	2.0	20461	0.0	2.0	2.0	0.0	0.0	0.0	1	10.0	15	0			1
2	4	204.0	2.0	2.0	20468	2.0	2.0	3.0	0.0	0.0	0.0	1	5.0	15	0			1
2	5	205.0	2.0	1.0	20562	3.0	3.0	0.0	0.0	0.0	0.0	1	10.0	22	0			0
2	5	205.0	2.0	1.0	20563	0.0	3.0	0.0	0.0	0.0	0.0	1	10.0	15	0			1
2	6	206.0	2.0	1.0	20651	2.0	0.0	0.0	0.0	0.0	0.0	1	30.0	15	0			1
2	6	206.0	2.0	1.0	20662	0.0	2.0	0.0	0.0	0.0	0.0	1	20.0	21	0			1
2	6	206.0	2.0	1.0	20669	2.0	0.0	0.0	0.0	0.0	0.0	1	10.0	22	0			1
2	7	207.0	2.0	2.0	20753	2.0	0.0	0.0	0.0	0.0	0.0	1	20.0	23	0			0
2	7	207.0	2.0	2.0	20760	1.0	1.0	35.0	0.0	0.0	0.0	1	50.0	15	0			1
2	7	207.0	2.0	2.0	20763	0.0	0.0	0.0	0.0	0.0	10.0	1	30.0	15	1	3.0	23	1
2	7	207.0	2.0	2.0	20766	0.0	2.0	0.0	0.0	0.0	0.0	1	10.0	22	0			0
2	8	208.0	2.0	1.0	20860	0.0	0.0	0.0	0.0	0.0	50.0	1	20.0	15	1	1.0	15	1
2	8	208.0	2.0	1.0	20862	3.0	0.0	0.0	0.0	0.0	0.0	1	30.0	22	1	2.0	22	0
3	1	301.0	3.0	2.0	30160	2.0	2.0	16.0	0.0	0.0	0.0	1	60.0	15	1	5.0	15	1
3	1	301.0	3.0	2.0	30161	0.0	0.0	20.0	0.0	0.0	0.0	1	40.0	22	0			1
3	1	301.0	3.0	2.0	30162	3.0	0.0	60.0	0.0	0.0	0.0	1	30.0	15	1	1.0	15	1
3	1	301.0	3.0	2.0	30163	0.0	3.0	0.0	0.0	0.0	0.0	1	10.0	22	0			1
3	1	301.0	3.0	2.0	30164	6.0	6.0	0.0	0.0	0.0	0.0	1	20.0	22	0			1
3	1	301.0	3.0	2.0	30165	1.0	1.0	1.0	0.0	0.0	0.0	1	10.0	22	0			1
3	2	302.0	3.0	2.0	30260	2.0	2.0	3.0	0.0	0.0	0.0	1	20.0	22	0			0
3	2	302.0	3.0	2.0	30265	0.0	3.0	0.0	0.0	0.0	0.0	1	15.0	15	0			1
3	3	303.0	3.0	1.0	30351	0.0	3.0	0.0	0.0	0.0	0.0	1	10.0	23	0			0
3	3	303.0	3.0	1.0	30360	0.0	3.0	3.0	0.0	0.0	0.0	1	10.0	15	0			1
3	3	303.0	3.0	1.0	30364	0.0	1.0	5.0	0.0	0.0	0.0	1	50.0	22	1	2.0	22	0
3	3	303.0	3.0	1.0	30366	0.0	1.0	2.0	0.0	0.0	0.0	1	15.0	15	0			1
3	3	303.0	3.0	1.0	30367	0.0	3.0	3.0	0.0	0.0	0.0	1	10.0	21	0			1
3	3	303.0	3.0	1.0	30369	3.0	0.0	100.0	0.0	0.0	0.0	1	60.0	15	1	4.0	15	1
4	2	402.0	3.0	1.0	40250	2.0	2.0	12.0	0.0	0.0	0.0	1	30.0	15	0			1
4	3	403.0	3.0	1.0	40353	2.0	2.0	4.0	0.0	0.0	0.0	1	20.0	15	0			1
4	3	403.0	3.0	1.0	40354	2.0	2.0	0.0	0.0	0.0	0.0	1	10.0	22	0			1
4	3	403.0	3.0	1.0	40361	3.0	3.0	0.0	0.0	0.0	0.0	1	25.0	15	0			1
4	3	403.0	3.0	1.0	40366	2.0	0.0	0.0	0.0	0.0	0.0	1	10.0	22	0			1
4	3	403.0	3.0	1.0	40367	2.0	2.0	4.0	0.0	0.0	0.0	1	20.0	15	0			1
4	3	403.0	3.0	1.0	40368	3.0	0.0	2.0	0.0	0.0	0.0	1	10.0	23	0			1
4	4	404.0	3.0	2.0	40460	0.0	2.0	0.0	0.0	0.0	0.0	1	10.0	15	0			1
4	4	404.0	3.0	2.0	40464	0.0	2.0	0.0	0.0	0.0	0.0	0						
4	4	404.0	3.0	2.0	40465	0.0	2.0	0.0	0.0	0.0	0.0	1	10.0	22	0			0
