hhid	line	district	village	villno	strno	group	h07	h08	h09	h10
11719	7	1	17	117.0	1.0	2.0	107	0		
11719	9	1	17	117.0	1.0	2.0	109	0		
11719	3	1	17	117.0	1.0	2.0	103	1	0	11
11719	5	1	17	117.0	1.0	2.0	105	0		
11719	10	1	17	117.0	1.0	2.0	110	0		
11719	1	1	17	117.0	1.0	2.0	101	0		
11719	4	1	17	117.0	1.0	2.0	104	1	1	8
11719	2	1	17	117.0	1.0	2.0	102	0		
11801	10	1	18	118.0	1.0	1.0	110	0		
11801	4	1	18	118.0	1.0	1.0	104	0		
11801	1	1	18	118.0	1.0	1.0	101	0		
11801	7	1	18	118.0	1.0	1.0	107	0		
11801	9	1	18	118.0	1.0	1.0	109	0		
11801	5	1	18	118.0	1.0	1.0	105	0		
11801	6	1	18	118.0	1.0	1.0	106	0		
11801	3	1	18	118.0	1.0	1.0	103	1	0	11
11801	2	1	18	118.0	1.0	1.0	102	0		
11803	5	1	18	118.0	1.0	1.0	105	0		
11803	2	1	18	118.0	1.0	1.0	102	0		
11803	1	1	18	118.0	1.0	1.0	101	0		
11803	4	1	18	118.0	1.0	1.0	104	0		
11803	10	1	18	118.0	1.0	1.0	110	0		
11803	6	1	18	118.0	1.0	1.0	106	0		
11803	9	1	18	118.0	1.0	1.0	109	0		
11803	7	1	18	118.0	1.0	1.0	107	0		
11803	3	1	18	118.0	1.0	1.0	103	1	0	11
11804	2	1	18	118.0	1.0	1.0	102	0		
11804	10	1	18	118.0	1.0	1.0	110	0		
11804	5	1	18	118.0	1.0	1.0	105	0		
11804	4	1	18	118.0	1.0	1.0	104	1	1	6
11804	6	1	18	118.0	1.0	1.0	106	0		
11804	7	1	18	118.0	1.0	1.0	107	0		
11804	9	1	18	118.0	1.0	1.0	109	0		
11804	3	1	18	118.0	1.0	1.0	103	1	1	6
11804	1	1	18	118.0	1.0	1.0	101	0		
11805	6	1	18	118.0	1.0	1.0	106	0		
11805	4	1	18	118.0	1.0	1.0	104	1	1	8
11805	2	1	18	118.0	1.0	1.0	102	0		
11805	7	1	18	118.0	1.0	1.0	107	0		
11805	3	1	18	118.0	1.0	1.0	103	1	0	11
11805	5	1	18	118.0	1.0	1.0	105	0		
11805	1	1	18	118.0	1.0	1.0	101	0		
11805	10	1	18	118.0	1.0	1.0	110	0		
11805	9	1	18	118.0	1.0	1.0	109	0		
11806	7	1	18	118.0	1.0	1.0	107	0		
11806	5	1	18	118.0	1.0	1.0	105	0		
11806	6	1	18	118.0	1.0	1.0	106	0		
11806	1	1	18	118.0	1.0	1.0	101	0		
11806	4	1	18	118.0	1.0	1.0	104	1	1	6
11806	9	1	18	118.0	1.0	1.0	109	0		
11806	10	1	18	118.0	1.0	1.0	110	0		
11806	2	1	18	118.0	1.0	1.0	102	0		
11806	3	1	18	118.0	1.0	1.0	103	1	1	4
11807	10	1	18	118.0	1.0	1.0	110	0		
11807	9	1	18	118.0	1.0	1.0	109	0		
11807	6	1	18	118.0	1.0	1.0	106	0		
11807	2	1	18	118.0	1.0	1.0	102	0		
11807	7	1	18	118.0	1.0	1.0	107	0		
11807	5	1	18	118.0	1.0	1.0	105	0		
11807	1	1	18	118.0	1.0	1.0	101	0		
11807	4	1	18	118.0	1.0	1.0	104	1	1	6
11807	3	1	18	118.0	1.0	1.0	103	1	0	2
11808	6	1	18	118.0	1.0	1.0	106	0		
11808	2	1	18	118.0	1.0	1.0	102	0		
11808	10	1	18	118.0	1.0	1.0	110	0		
11808	1	1	18	118.0	1.0	1.0	101	0		
11808	7	1	18	118.0	1.0	1.0	107	0		
11808	4	1	18	118.0	1.0	1.0	104	1	1	8
11808	3	1	18	118.0	1.0	1.0	103	1	0	11
11808	5	1	18	118.0	1.0	1.0	105	0		
11808	9	1	18	118.0	1.0	1.0	109	0		
11811	2	1	18	118.0	1.0	1.0	102	1		
11811	3	1	18	118.0	1.0	1.0	103	1	1	6
11811	10	1	18	118.0	1.0	1.0	110	0		
11811	1	1	18	118.0	1.0	1.0	101	0		
11811	7	1	18	118.0	1.0	1.0	107	0		
11811	4	1	18	118.0	1.0	1.0	104	1	1	8
11811	5	1	18	118.0	1.0	1.0	105	1	1	8
11811	9	1	18	118.0	1.0	1.0	109	0		
11811	6	1	18	118.0	1.0	1.0	106	0		
11812	6	1	18	118.0	1.0	1.0	106	0		
11812	9	1	18	118.0	1.0	1.0	109	0		
11812	3	1	18	118.0	1.0	1.0	103	1	0	2
11812	10	1	18	118.0	1.0	1.0	110	0		
11812	2	1	18	118.0	1.0	1.0	102	0		
11812	7	1	18	118.0	1.0	1.0	107	0		
11812	4	1	18	118.0	1.0	1.0	104	1	1	4
11812	1	1	18	118.0	1.0	1.0	101	0		
11812	5	1	18	118.0	1.0	1.0	105	0		
11813	9	1	18	118.0	1.0	1.0	109	0		
11813	4	1	18	118.0	1.0	1.0	104	0		
11813	7	1	18	118.0	1.0	1.0	107	0		
11813	3	1	18	118.0	1.0	1.0	103	1	0	11
11813	6	1	18	118.0	1.0	1.0	106	0		
11813	2	1	18	118.0	1.0	1.0	102	0		
11813	10	1	18	118.0	1.0	1.0	110	0		
11813	1	1	18	118.0	1.0	1.0	101	0		
11813	5	1	18	118.0	1.0	1.0	105	0		
11814	3	1	18	118.0	1.0	1.0	103	1	0	11
11814	1	1	18	118.0	1.0	1.0	101	0		
11814	6	1	18	118.0	1.0	1.0	106	0		
11814	4	1	18	118.0	1.0	1.0	104	0		
11814	10	1	18	118.0	1.0	1.0	110	0		
11814	5	1	18	118.0	1.0	1.0	105	0		
11814	7	1	18	118.0	1.0	1.0	107	0		
11814	2	1	18	118.0	1.0	1.0	102	0		
11814	9	1	18	118.0	1.0	1.0	109	0		
11815	6	1	18	118.0	1.0	1.0	106	0		
11815	7	1	18	118.0	1.0	1.0	107	0		
11815	2	1	18	118.0	1.0	1.0	102	0		
11815	9	1	18	118.0	1.0	1.0	109	0		
11815	1	1	18	118.0	1.0	1.0	101	0		
11815	4	1	18	118.0	1.0	1.0	104	1	1	8
11815	3	1	18	118.0	1.0	1.0	103	1	0	2
11815	10	1	18	118.0	1.0	1.0	110	0		
11815	5	1	18	118.0	1.0	1.0	105	0		
11816	3	1	18	118.0	1.0	1.0	103	1	0	11
11816	9	1	18	118.0	1.0	1.0	109	0		
11816	4	1	18	118.0	1.0	1.0	104	0		
11816	2	1	18	118.0	1.0	1.0	102	0		
11816	10	1	18	118.0	1.0	1.0	110	0		
11816	6	1	18	118.0	1.0	1.0	106	0		
11816	1	1	18	118.0	1.0	1.0	101	0		
11816	5	1	18	118.0	1.0	1.0	105	0		
11816	7	1	18	118.0	1.0	1.0	107	0		
11817	3	1	18	118.0	1.0	1.0	103	1	0	2
11817	5	1	18	118.0	1.0	1.0	105	0		
11817	4	1	18	118.0	1.0	1.0	104	1	1	6
11817	6	1	18	118.0	1.0	1.0	106	0		
11817	7	1	18	118.0	1.0	1.0	107	0		
11817	10	1	18	118.0	1.0	1.0	110	0		
11817	1	1	18	118.0	1.0	1.0	101	0		
11817	9	1	18	118.0	1.0	1.0	109	0		
11817	2	1	18	118.0	1.0	1.0	102	0		
20101	2	2	1	201.0	2.0	3.0	102	1		
20101	3	2	1	201.0	2.0	3.0	103	1	0	2
20101	6	2	1	201.0	2.0	3.0	106	0		
20101	4	2	1	201.0	2.0	3.0	104	1	1	9
20101	7	2	1	201.0	2.0	3.0	107	0		
20101	9	2	1	201.0	2.0	3.0	109	0		
20101	5	2	1	201.0	2.0	3.0	105	0		
20101	10	2	1	201.0	2.0	3.0	110	0		
20101	1	2	1	201.0	2.0	3.0	101	0		
20102	2	2	1	201.0	2.0	3.0	102	1		
20102	1	2	1	201.0	2.0	3.0	101	0		
20102	7	2	1	201.0	2.0	3.0	107	0		
20102	6	2	1	201.0	2.0	3.0	106	0		
20102	9	2	1	201.0	2.0	3.0	109	0		
20102	5	2	1	201.0	2.0	3.0	105	0		
20102	3	2	1	201.0	2.0	3.0	103	0		
20102	10	2	1	201.0	2.0	3.0	110	0		
20102	4	2	1	201.0	2.0	3.0	104	0		
20103	7	2	1	201.0	2.0	3.0	107	0		
20103	1	2	1	201.0	2.0	3.0	101	0		
20103	9	2	1	201.0	2.0	3.0	109	0		
20103	3	2	1	201.0	2.0	3.0	103	1	0	11
20103	5	2	1	201.0	2.0	3.0	105	0		
20103	10	2	1	201.0	2.0	3.0	110	0		
20103	6	2	1	201.0	2.0	3.0	106	0		
20103	2	2	1	201.0	2.0	3.0	102	0		
20103	4	2	1	201.0	2.0	3.0	104	0		
20104	5	2	1	201.0	2.0	3.0	105	0		
20104	9	2	1	201.0	2.0	3.0	109	0		
20104	3	2	1	201.0	2.0	3.0	103	1	0	11
20104	2	2	1	201.0	2.0	3.0	102	0		
20104	6	2	1	201.0	2.0	3.0	106	0		
20104	10	2	1	201.0	2.0	3.0	110	0		
20104	1	2	1	201.0	2.0	3.0	101	0		
20104	4	2	1	201.0	2.0	3.0	104	0		
20104	7	2	1	201.0	2.0	3.0	107	0		
20105	3	2	1	201.0	2.0	3.0	103	0		
20105	4	2	1	201.0	2.0	3.0	104	0		
20105	5	2	1	201.0	2.0	3.0	105	0		
20105	10	2	1	201.0	2.0	3.0	110	0		
20105	1	2	1	201.0	2.0	3.0	101	0		
20105	9	2	1	201.0	2.0	3.0	109	0		
20105	2	2	1	201.0	2.0	3.0	102	0		
20105	6	2	1	201.0	2.0	3.0	106	0		
20105	7	2	1	201.0	2.0	3.0	107	0		
20106	5	2	1	201.0	2.0	3.0	105	0		
20106	2	2	1	201.0	2.0	3.0	102	1		
20106	9	2	1	201.0	2.0	3.0	109	0		
20106	7	2	1	201.0	2.0	3.0	107	0		
20106	6	2	1	201.0	2.0	3.0	106	0		
20106	3	2	1	201.0	2.0	3.0	103	1	0	11
20106	10	2	1	201.0	2.0	3.0	110	0		
20106	1	2	1	201.0	2.0	3.0	101	1		
20106	4	2	1	201.0	2.0	3.0	104	0		
20107	4	2	1	201.0	2.0	3.0	104	0		
20107	2	2	1	201.0	2.0	3.0	102	1		
20107	6	2	1	201.0	2.0	3.0	106	0		
20107	1	2	1	201.0	2.0	3.0	101	0		
20107	3	2	1	201.0	2.0	3.0	103	1	0	11
20107	5	2	1	201.0	2.0	3.0	105	1	1	7
20107	9	2	1	201.0	2.0	3.0	109	1	1	3
20107	7	2	1	201.0	2.0	3.0	107	0		
20107	10	2	1	201.0	2.0	3.0	110	0		
20108	6	2	1	201.0	2.0	3.0	106	0		
20108	5	2	1	201.0	2.0	3.0	105	0		
20108	2	2	1	201.0	2.0	3.0	102	0		
20108	3	2	1	201.0	2.0	3.0	103	0		
20108	1	2	1	201.0	2.0	3.0	101	0		
20108	10	2	1	201.0	2.0	3.0	110	0		
20108	7	2	1	201.0	2.0	3.0	107	0		
20108	4	2	1	201.0	2.0	3.0	104	0		
20108	9	2	1	201.0	2.0	3.0	109	0		
20109	4	2	1	201.0	2.0	3.0	104	1	0	9
20109	5	2	1	201.0	2.0	3.0	105	0		
20109	3	2	1	201.0	2.0	3.0	103	0		
20109	2	2	1	201.0	2.0	3.0	102	1		
20109	7	2	1	201.0	2.0	3.0	107	0		
20109	9	2	1	201.0	2.0	3.0	109	0		
20109	1	2	1	201.0	2.0	3.0	101	0		
20109	6	2	1	201.0	2.0	3.0	106	0		
20109	10	2	1	201.0	2.0	3.0	110	0		
20110	3	2	1	201.0	2.0	3.0	103	1	0	2
20110	1	2	1	201.0	2.0	3.0	101	0		
20110	6	2	1	201.0	2.0	3.0	106	0		
20110	4	2	1	201.0	2.0	3.0	104	1	0	9
20110	5	2	1	201.0	2.0	3.0	105	0		
20110	2	2	1	201.0	2.0	3.0	102	0		
20110	9	2	1	201.0	2.0	3.0	109	0		
20110	10	2	1	201.0	2.0	3.0	110	0		
20110	7	2	1	201.0	2.0	3.0	107	0		
20111	5	2	1	201.0	2.0	3.0	105	0		
20111	1	2	1	201.0	2.0	3.0	101	0		
20111	4	2	1	201.0	2.0	3.0	104	0		
20111	6	2	1	201.0	2.0	3.0	106	0		
20111	3	2	1	201.0	2.0	3.0	103	0		
20111	7	2	1	201.0	2.0	3.0	107	0		
20111	2	2	1	201.0	2.0	3.0	102	0		
20111	10	2	1	201.0	2.0	3.0	110	0		
20111	9	2	1	201.0	2.0	3.0	109	0		
20112	9	2	1	201.0	2.0	3.0	109	0		
20112	7	2	1	201.0	2.0	3.0	107	0		
20112	10	2	1	201.0	2.0	3.0	110	0		
20112	2	2	1	201.0	2.0	3.0	102	0		
20112	5	2	1	201.0	2.0	3.0	105	0		
20112	1	2	1	201.0	2.0	3.0	101	0		
20112	6	2	1	201.0	2.0	3.0	106	0		
20112	4	2	1	201.0	2.0	3.0	104	0		
20112	3	2	1	201.0	2.0	3.0	103	1	0	2
20113	1	2	1	201.0	2.0	3.0	101	0		
20113	9	2	1	201.0	2.0	3.0	109	0		
20113	2	2	1	201.0	2.0	3.0	102	0		
20113	6	2	1	201.0	2.0	3.0	106	0		
20113	5	2	1	201.0	2.0	3.0	105	0		
20113	4	2	1	201.0	2.0	3.0	104	0		
20113	3	2	1	201.0	2.0	3.0	103	1	0	11
20113	7	2	1	201.0	2.0	3.0	107	0		
20113	10	2	1	201.0	2.0	3.0	110	0		
20114	5	2	1	201.0	2.0	3.0	105	0		
20114	9	2	1	201.0	2.0	3.0	109	0		
20114	7	2	1	201.0	2.0	3.0	107	0		
20114	10	2	1	201.0	2.0	3.0	110	0		
20114	3	2	1	201.0	2.0	3.0	103	1	0	11
20114	6	2	1	201.0	2.0	3.0	106	0		
20114	1	2	1	201.0	2.0	3.0	101	0		
20114	2	2	1	201.0	2.0	3.0	102	1		
20114	4	2	1	201.0	2.0	3.0	104	1	0	9
20115	6	2	1	201.0	2.0	3.0	106	1	1	9
20115	2	2	1	201.0	2.0	3.0	102	1		
20115	9	2	1	201.0	2.0	3.0	109	0		
20115	3	2	1	201.0	2.0	3.0	103	0		
20115	7	2	1	201.0	2.0	3.0	107	0		
20115	1	2	1	201.0	2.0	3.0	101	0		
20115	4	2	1	201.0	2.0	3.0	104	0		
20115	10	2	1	201.0	2.0	3.0	110	0		
20115	5	2	1	201.0	2.0	3.0	105	0		
20116	5	2	1	201.0	2.0	3.0	105	0		
20116	7	2	1	201.0	2.0	3.0	107	0		
20116	4	2	1	201.0	2.0	3.0	104	0		
20116	3	2	1	201.0	2.0	3.0	103	1	0	11
20116	10	2	1	201.0	2.0	3.0	110	0		
20116	6	2	1	201.0	2.0	3.0	106	0		
20116	2	2	1	201.0	2.0	3.0	102	0		
20116	9	2	1	201.0	2.0	3.0	109	0		
20116	1	2	1	201.0	2.0	3.0	101	0		
20117	3	2	1	201.0	2.0	3.0	103	1	0	11
20117	6	2	1	201.0	2.0	3.0	106	0		
20117	4	2	1	201.0	2.0	3.0	104	0		
20117	5	2	1	201.0	2.0	3.0	105	0		
20117	1	2	1	201.0	2.0	3.0	101	0		
20117	7	2	1	201.0	2.0	3.0	107	0		
20117	9	2	1	201.0	2.0	3.0	109	0		
20117	10	2	1	201.0	2.0	3.0	110	0		
20117	2	2	1	201.0	2.0	3.0	102	0		
20118	3	2	1	201.0	2.0	3.0	103	1	0	11
20118	1	2	1	201.0	2.0	3.0	101	0		
20118	9	2	1	201.0	2.0	3.0	109	1	0	5
20118	2	2	1	201.0	2.0	3.0	102	0		
20118	5	2	1	201.0	2.0	3.0	105	1	1	2
20118	4	2	1	201.0	2.0	3.0	104	1	1	1
20118	6	2	1	201.0	2.0	3.0	106	1	1	6
20118	10	2	1	201.0	2.0	3.0	110	0		
20118	7	2	1	201.0	2.0	3.0	107	0		
20119	5	2	1	201.0	2.0	3.0	105	0		
20119	1	2	1	201.0	2.0	3.0	101	0		
20119	3	2	1	201.0	2.0	3.0	103	0		
20119	7	2	1	201.0	2.0	3.0	107	0		
20119	4	2	1	201.0	2.0	3.0	104	1	1	7
20119	9	2	1	201.0	2.0	3.0	109	0		
20119	2	2	1	201.0	2.0	3.0	102	0		
20119	10	2	1	201.0	2.0	3.0	110	0		
20119	6	2	1	201.0	2.0	3.0	106	0		
20120	3	2	1	201.0	2.0	3.0	103	0		
20120	6	2	1	201.0	2.0	3.0	106	0		
20120	10	2	1	201.0	2.0	3.0	110	0		
20120	7	2	1	201.0	2.0	3.0	107	0		
20120	4	2	1	201.0	2.0	3.0	104	1	1	6
20120	5	2	1	201.0	2.0	3.0	105	1	1	6
20120	9	2	1	201.0	2.0	3.0	109	0		
20120	2	2	1	201.0	2.0	3.0	102	1		
20120	1	2	1	201.0	2.0	3.0	101	0		
20201	1	2	2	202.0	2.0	3.0	101	0		
20201	9	2	2	202.0	2.0	3.0	109	0		
20201	6	2	2	202.0	2.0	3.0	106	0		
20201	7	2	2	202.0	2.0	3.0	107	0		
20201	3	2	2	202.0	2.0	3.0	103	1	0	11
20201	10	2	2	202.0	2.0	3.0	110	0		
20201	5	2	2	202.0	2.0	3.0	105	0		
20201	4	2	2	202.0	2.0	3.0	104	0		
20201	2	2	2	202.0	2.0	3.0	102	1		
20202	6	2	2	202.0	2.0	3.0	106	0		
20202	3	2	2	202.0	2.0	3.0	103	1	0	2
20202	1	2	2	202.0	2.0	3.0	101	0		
20202	7	2	2	202.0	2.0	3.0	107	0		
20202	9	2	2	202.0	2.0	3.0	109	0		
20202	2	2	2	202.0	2.0	3.0	102	1		
20202	10	2	2	202.0	2.0	3.0	110	0		
20202	5	2	2	202.0	2.0	3.0	105	0		
20202	4	2	2	202.0	2.0	3.0	104	1	1	9
20203	10	2	2	202.0	2.0	3.0	110	0		
20203	7	2	2	202.0	2.0	3.0	107	0		
20203	1	2	2	202.0	2.0	3.0	101	0		
20203	9	2	2	202.0	2.0	3.0	109	0		
20203	4	2	2	202.0	2.0	3.0	104	0		
20203	2	2	2	202.0	2.0	3.0	102	0		
20203	3	2	2	202.0	2.0	3.0	103	1	0	2
20203	6	2	2	202.0	2.0	3.0	106	0		
20203	5	2	2	202.0	2.0	3.0	105	0		
20204	2	2	2	202.0	2.0	3.0	102	0		
20204	9	2	2	202.0	2.0	3.0	109	0		
20204	5	2	2	202.0	2.0	3.0	105	1	1	7
20204	1	2	2	202.0	2.0	3.0	101	0		
20204	7	2	2	202.0	2.0	3.0	107	0		
20204	4	2	2	202.0	2.0	3.0	104	0		
20204	6	2	2	202.0	2.0	3.0	106	0		
20204	10	2	2	202.0	2.0	3.0	110	1	1	6
20204	3	2	2	202.0	2.0	3.0	103	0		
20205	3	2	2	202.0	2.0	3.0	103	0		
20205	2	2	2	202.0	2.0	3.0	102	0		
20205	4	2	2	202.0	2.0	3.0	104	0		
20205	1	2	2	202.0	2.0	3.0	101	0		
20205	10	2	2	202.0	2.0	3.0	110	0		
20205	7	2	2	202.0	2.0	3.0	107	0		
20205	6	2	2	202.0	2.0	3.0	106	0		
20205	9	2	2	202.0	2.0	3.0	109	0		
20205	5	2	2	202.0	2.0	3.0	105	0		
20206	6	2	2	202.0	2.0	3.0	106	0		
20206	4	2	2	202.0	2.0	3.0	104	1	1	9
20206	9	2	2	202.0	2.0	3.0	109	0		
20206	7	2	2	202.0	2.0	3.0	107	0		
20206	3	2	2	202.0	2.0	3.0	103	1	0	2
20206	2	2	2	202.0	2.0	3.0	102	1		
20206	1	2	2	202.0	2.0	3.0	101	0		
20206	5	2	2	202.0	2.0	3.0	105	0		
20206	10	2	2	202.0	2.0	3.0	110	0		
20207	3	2	2	202.0	2.0	3.0	103	0		
20207	7	2	2	202.0	2.0	3.0	107	0		
20207	6	2	2	202.0	2.0	3.0	106	0		
20207	5	2	2	202.0	2.0	3.0	105	0		
20207	10	2	2	202.0	2.0	3.0	110	0		
20207	4	2	2	202.0	2.0	3.0	104	0		
20207	9	2	2	202.0	2.0	3.0	109	0		
20207	2	2	2	202.0	2.0	3.0	102	0		
20207	1	2	2	202.0	2.0	3.0	101	0		
20208	2	2	2	202.0	2.0	3.0	102	1		
20208	3	2	2	202.0	2.0	3.0	103	1	0	2
20208	4	2	2	202.0	2.0	3.0	104	1	1	2
20208	1	2	2	202.0	2.0	3.0	101	0		
20208	6	2	2	202.0	2.0	3.0	106	0		
20208	10	2	2	202.0	2.0	3.0	110	0		
20208	5	2	2	202.0	2.0	3.0	105	0		
20208	9	2	2	202.0	2.0	3.0	109	0		
20208	7	2	2	202.0	2.0	3.0	107	0		
20209	6	2	2	202.0	2.0	3.0	106	0		
20209	4	2	2	202.0	2.0	3.0	104	0		
20209	2	2	2	202.0	2.0	3.0	102	0		
20209	1	2	2	202.0	2.0	3.0	101	0		
20209	3	2	2	202.0	2.0	3.0	103	0		
20209	7	2	2	202.0	2.0	3.0	107	0		
20209	9	2	2	202.0	2.0	3.0	109	0		
20209	10	2	2	202.0	2.0	3.0	110	0		
20209	5	2	2	202.0	2.0	3.0	105	0		
20210	3	2	2	202.0	2.0	3.0	103	1	0	11
20210	10	2	2	202.0	2.0	3.0	110	0		
20210	7	2	2	202.0	2.0	3.0	107	0		
20210	6	2	2	202.0	2.0	3.0	106	0		
20210	2	2	2	202.0	2.0	3.0	102	0		
20210	4	2	2	202.0	2.0	3.0	104	0		
20210	9	2	2	202.0	2.0	3.0	109	0		
20210	5	2	2	202.0	2.0	3.0	105	0		
20210	1	2	2	202.0	2.0	3.0	101	0		
20211	6	2	2	202.0	2.0	3.0	106	0		
20211	7	2	2	202.0	2.0	3.0	107	0		
20211	1	2	2	202.0	2.0	3.0	101	0		
20211	5	2	2	202.0	2.0	3.0	105	0		
20211	3	2	2	202.0	2.0	3.0	103	1	0	2
20211	2	2	2	202.0	2.0	3.0	102	0		
20211	4	2	2	202.0	2.0	3.0	104	0		
20211	9	2	2	202.0	2.0	3.0	109	0		
20211	10	2	2	202.0	2.0	3.0	110	0		
20212	7	2	2	202.0	2.0	3.0	107	0		
20212	6	2	2	202.0	2.0	3.0	106	0		
20212	3	2	2	202.0	2.0	3.0	103	1	0	11
20212	4	2	2	202.0	2.0	3.0	104	0		
20212	10	2	2	202.0	2.0	3.0	110	0		
20212	9	2	2	202.0	2.0	3.0	109	0		
20212	1	2	2	202.0	2.0	3.0	101	0		
20212	5	2	2	202.0	2.0	3.0	105	0		
20212	2	2	2	202.0	2.0	3.0	102	0		
20213	1	2	2	202.0	2.0	3.0	101	0		
20213	3	2	2	202.0	2.0	3.0	103	1	0	2
20213	7	2	2	202.0	2.0	3.0	107	0		
20213	4	2	2	202.0	2.0	3.0	104	0		
20213	6	2	2	202.0	2.0	3.0	106	0		
20213	5	2	2	202.0	2.0	3.0	105	0		
20213	10	2	2	202.0	2.0	3.0	110	0		
20213	9	2	2	202.0	2.0	3.0	109	0		
20213	2	2	2	202.0	2.0	3.0	102	0		
20214	4	2	2	202.0	2.0	3.0	104	0		
20214	6	2	2	202.0	2.0	3.0	106	0		
20214	10	2	2	202.0	2.0	3.0	110	0		
20214	3	2	2	202.0	2.0	3.0	103	0		
20214	2	2	2	202.0	2.0	3.0	102	0		
20214	1	2	2	202.0	2.0	3.0	101	0		
20214	7	2	2	202.0	2.0	3.0	107	0		
20214	9	2	2	202.0	2.0	3.0	109	0		
20214	5	2	2	202.0	2.0	3.0	105	0		
20215	3	2	2	202.0	2.0	3.0	103	1	0	2
20215	7	2	2	202.0	2.0	3.0	107	0		
20215	6	2	2	202.0	2.0	3.0	106	0		
20215	10	2	2	202.0	2.0	3.0	110	0		
20215	1	2	2	202.0	2.0	3.0	101	0		
20215	4	2	2	202.0	2.0	3.0	104	0		
20215	5	2	2	202.0	2.0	3.0	105	0		
20215	2	2	2	202.0	2.0	3.0	102	1		
20215	9	2	2	202.0	2.0	3.0	109	0		
20216	10	2	2	202.0	2.0	3.0	110	0		
20216	6	2	2	202.0	2.0	3.0	106	0		
20216	3	2	2	202.0	2.0	3.0	103	1	0	11
20216	5	2	2	202.0	2.0	3.0	105	0		
20216	4	2	2	202.0	2.0	3.0	104	0		
20216	2	2	2	202.0	2.0	3.0	102	1		
20216	1	2	2	202.0	2.0	3.0	101	0		
20216	9	2	2	202.0	2.0	3.0	109	0		
20216	7	2	2	202.0	2.0	3.0	107	0		
20217	7	2	2	202.0	2.0	3.0	107	0		
20217	6	2	2	202.0	2.0	3.0	106	0		
20217	1	2	2	202.0	2.0	3.0	101	0		
20217	5	2	2	202.0	2.0	3.0	105	0		
20217	3	2	2	202.0	2.0	3.0	103	0		
20217	10	2	2	202.0	2.0	3.0	110	0		
20217	9	2	2	202.0	2.0	3.0	109	0		
20217	2	2	2	202.0	2.0	3.0	102	0		
20217	4	2	2	202.0	2.0	3.0	104	0		
20218	4	2	2	202.0	2.0	3.0	104	1	1	1
20218	9	2	2	202.0	2.0	3.0	109	0		
20218	10	2	2	202.0	2.0	3.0	110	0		
20218	7	2	2	202.0	2.0	3.0	107	0		
20218	1	2	2	202.0	2.0	3.0	101	0		
20218	3	2	2	202.0	2.0	3.0	103	1	0	2
20218	2	2	2	202.0	2.0	3.0	102	0		
20218	5	2	2	202.0	2.0	3.0	105	0		
20218	6	2	2	202.0	2.0	3.0	106	0		
20219	5	2	2	202.0	2.0	3.0	105	0		
20219	4	2	2	202.0	2.0	3.0	104	0		
20219	2	2	2	202.0	2.0	3.0	102	1		
20219	10	2	2	202.0	2.0	3.0	110	0		
20219	6	2	2	202.0	2.0	3.0	106	0		
20219	3	2	2	202.0	2.0	3.0	103	1	0	11
20219	1	2	2	202.0	2.0	3.0	101	1		
20219	7	2	2	202.0	2.0	3.0	107	0		
20219	9	2	2	202.0	2.0	3.0	109	0		
20220	3	2	2	202.0	2.0	3.0	103	1	0	11
20220	1	2	2	202.0	2.0	3.0	101	0		
20220	9	2	2	202.0	2.0	3.0	109	0		
20220	2	2	2	202.0	2.0	3.0	102	0		
20220	7	2	2	202.0	2.0	3.0	107	0		
20220	4	2	2	202.0	2.0	3.0	104	0		
20220	5	2	2	202.0	2.0	3.0	105	0		
20220	10	2	2	202.0	2.0	3.0	110	0		
20220	6	2	2	202.0	2.0	3.0	106	0		
20301	4	2	3	203.0	2.0	2.0	104	0		
20301	7	2	3	203.0	2.0	2.0	107	0		
20301	1	2	3	203.0	2.0	2.0	101	0		
20301	6	2	3	203.0	2.0	2.0	106	0		
20301	3	2	3	203.0	2.0	2.0	103	1	0	11
20301	9	2	3	203.0	2.0	2.0	109	0		
20301	5	2	3	203.0	2.0	2.0	105	0		
20301	10	2	3	203.0	2.0	2.0	110	0		
20301	2	2	3	203.0	2.0	2.0	102	0		
20302	2	2	3	203.0	2.0	2.0	102	0		
20302	6	2	3	203.0	2.0	2.0	106	0		
20302	3	2	3	203.0	2.0	2.0	103	1	0	11
20302	4	2	3	203.0	2.0	2.0	104	0		
20302	9	2	3	203.0	2.0	2.0	109	0		
20302	1	2	3	203.0	2.0	2.0	101	0		
20302	7	2	3	203.0	2.0	2.0	107	0		
20302	5	2	3	203.0	2.0	2.0	105	0		
20302	10	2	3	203.0	2.0	2.0	110	0		
20303	3	2	3	203.0	2.0	2.0	103	0		
20303	1	2	3	203.0	2.0	2.0	101	0		
20303	2	2	3	203.0	2.0	2.0	102	1		
20303	4	2	3	203.0	2.0	2.0	104	0		
20303	10	2	3	203.0	2.0	2.0	110	0		
20303	7	2	3	203.0	2.0	2.0	107	0		
20303	9	2	3	203.0	2.0	2.0	109	0		
20303	5	2	3	203.0	2.0	2.0	105	0		
20303	6	2	3	203.0	2.0	2.0	106	0		
20304	4	2	3	203.0	2.0	2.0	104	1	1	6
20304	9	2	3	203.0	2.0	2.0	109	0		
20304	10	2	3	203.0	2.0	2.0	110	0		
20304	5	2	3	203.0	2.0	2.0	105	0		
20304	1	2	3	203.0	2.0	2.0	101	0		
20304	3	2	3	203.0	2.0	2.0	103	1	0	11
20304	7	2	3	203.0	2.0	2.0	107	0		
