hhid	line	district	village	villno	strno	group	o02	o03	o04	o05
10905	3	1	9	109.0	1.0	1.0	103	0		0
10905	4	1	9	109.0	1.0	1.0	104	0		0
10905	5	1	9	109.0	1.0	1.0	105	1	7	1
10905	6	1	9	109.0	1.0	1.0	106	0		0
10905	7	1	9	109.0	1.0	1.0	107	0		0
10905	8	1	9	109.0	1.0	1.0	108	0		0
10905	9	1	9	109.0	1.0	1.0	109	0		0
10905	10	1	9	109.0	1.0	1.0	110	0		0
10905	11	1	9	109.0	1.0	1.0	111	0		0
10906	1	1	9	109.0	1.0	1.0	101	0		0
10906	2	1	9	109.0	1.0	1.0	102	0		1
10906	3	1	9	109.0	1.0	1.0	103	0		0
10906	4	1	9	109.0	1.0	1.0	104	0		0
10906	5	1	9	109.0	1.0	1.0	105	1	10	0
10906	6	1	9	109.0	1.0	1.0	106	0		0
10906	7	1	9	109.0	1.0	1.0	107	0		0
10906	8	1	9	109.0	1.0	1.0	108	0		0
10906	9	1	9	109.0	1.0	1.0	109	0		0
10906	10	1	9	109.0	1.0	1.0	110	0		0
10906	11	1	9	109.0	1.0	1.0	111	0		0
10907	1	1	9	109.0	1.0	1.0	101	0		0
10907	2	1	9	109.0	1.0	1.0	102	0		0
10907	3	1	9	109.0	1.0	1.0	103	0		0
10907	4	1	9	109.0	1.0	1.0	104	0		0
10907	5	1	9	109.0	1.0	1.0	105	1	4	0
10907	6	1	9	109.0	1.0	1.0	106	0		0
10907	7	1	9	109.0	1.0	1.0	107	0		0
10907	8	1	9	109.0	1.0	1.0	108	0		0
10907	9	1	9	109.0	1.0	1.0	109	0		0
10907	10	1	9	109.0	1.0	1.0	110	0		0
10907	11	1	9	109.0	1.0	1.0	111	0		0
10908	1	1	9	109.0	1.0	1.0	101	0		0
10908	2	1	9	109.0	1.0	1.0	102	0		0
10908	3	1	9	109.0	1.0	1.0	103	0		0
10908	4	1	9	109.0	1.0	1.0	104	1	1	1
10908	5	1	9	109.0	1.0	1.0	105	1	6	1
10908	6	1	9	109.0	1.0	1.0	106	0		0
10908	7	1	9	109.0	1.0	1.0	107	0		0
10908	8	1	9	109.0	1.0	1.0	108	0		0
10908	9	1	9	109.0	1.0	1.0	109	0		0
10908	10	1	9	109.0	1.0	1.0	110	0		0
10908	11	1	9	109.0	1.0	1.0	111	0		0
10909	1	1	9	109.0	1.0	1.0	101	0		0
10909	2	1	9	109.0	1.0	1.0	102	0		0
10909	3	1	9	109.0	1.0	1.0	103	0		0
10909	4	1	9	109.0	1.0	1.0	104	0		0
10909	5	1	9	109.0	1.0	1.0	105	1	23	0
10909	6	1	9	109.0	1.0	1.0	106	0		0
10909	7	1	9	109.0	1.0	1.0	107	0		0
10909	8	1	9	109.0	1.0	1.0	108	0		0
10909	9	1	9	109.0	1.0	1.0	109	0		0
10909	10	1	9	109.0	1.0	1.0	110	0		0
10909	11	1	9	109.0	1.0	1.0	111	0		0
10911	1	1	9	109.0	1.0	1.0	101	0		0
10911	2	1	9	109.0	1.0	1.0	102	0		0
10911	3	1	9	109.0	1.0	1.0	103	0		0
10911	4	1	9	109.0	1.0	1.0	104	0		0
10911	5	1	9	109.0	1.0	1.0	105	1	11	1
10911	6	1	9	109.0	1.0	1.0	106	0		0
10911	7	1	9	109.0	1.0	1.0	107	0		0
10911	8	1	9	109.0	1.0	1.0	108	0		0
10911	9	1	9	109.0	1.0	1.0	109	0		0
10911	10	1	9	109.0	1.0	1.0	110	0		0
10911	11	1	9	109.0	1.0	1.0	111	0		0
10912	1	1	9	109.0	1.0	1.0	101	0		0
10912	2	1	9	109.0	1.0	1.0	102	0		0
10912	3	1	9	109.0	1.0	1.0	103	0		0
10912	4	1	9	109.0	1.0	1.0	104	0		0
10912	5	1	9	109.0	1.0	1.0	105	1	5	0
10912	6	1	9	109.0	1.0	1.0	106	0		0
10912	7	1	9	109.0	1.0	1.0	107	0		0
10912	8	1	9	109.0	1.0	1.0	108	0		0
10912	9	1	9	109.0	1.0	1.0	109	0		0
10912	10	1	9	109.0	1.0	1.0	110	1	4	0
10912	11	1	9	109.0	1.0	1.0	111	0		0
10913	1	1	9	109.0	1.0	1.0	101	0		0
10913	2	1	9	109.0	1.0	1.0	102	0		0
10913	3	1	9	109.0	1.0	1.0	103	0		0
10913	4	1	9	109.0	1.0	1.0	104	1	1	0
10913	5	1	9	109.0	1.0	1.0	105	1	12	0
10913	6	1	9	109.0	1.0	1.0	106	0		0
10913	7	1	9	109.0	1.0	1.0	107	0		0
10913	8	1	9	109.0	1.0	1.0	108	0		0
10913	9	1	9	109.0	1.0	1.0	109	0		0
10913	10	1	9	109.0	1.0	1.0	110	0		0
10913	11	1	9	109.0	1.0	1.0	111	0		0
10914	1	1	9	109.0	1.0	1.0	101	0		0
10914	2	1	9	109.0	1.0	1.0	102	0		0
10914	3	1	9	109.0	1.0	1.0	103	0		0
10914	4	1	9	109.0	1.0	1.0	104	0		0
10914	5	1	9	109.0	1.0	1.0	105	1	8	1
10914	6	1	9	109.0	1.0	1.0	106	0		0
10914	7	1	9	109.0	1.0	1.0	107	0		0
10914	8	1	9	109.0	1.0	1.0	108	0		0
10914	9	1	9	109.0	1.0	1.0	109	0		0
10914	10	1	9	109.0	1.0	1.0	110	1	3	1
10914	11	1	9	109.0	1.0	1.0	111	0		0
10915	1	1	9	109.0	1.0	1.0	101	0		0
10915	2	1	9	109.0	1.0	1.0	102	1	3	0
10915	3	1	9	109.0	1.0	1.0	103	0		0
10915	4	1	9	109.0	1.0	1.0	104	1	2	0
10915	5	1	9	109.0	1.0	1.0	105	1	14	0
10915	6	1	9	109.0	1.0	1.0	106	0		0
10915	7	1	9	109.0	1.0	1.0	107	0		0
10915	8	1	9	109.0	1.0	1.0	108	0		0
10915	9	1	9	109.0	1.0	1.0	109	0		0
10915	10	1	9	109.0	1.0	1.0	110	0		0
10915	11	1	9	109.0	1.0	1.0	111	0		0
10916	1	1	9	109.0	1.0	1.0	101	0		0
10916	2	1	9	109.0	1.0	1.0	102	0		0
10916	3	1	9	109.0	1.0	1.0	103	0		0
10916	4	1	9	109.0	1.0	1.0	104	0		0
10916	5	1	9	109.0	1.0	1.0	105	1	17	1
10916	6	1	9	109.0	1.0	1.0	106	0		0
10916	7	1	9	109.0	1.0	1.0	107	0		0
10916	8	1	9	109.0	1.0	1.0	108	0		0
10916	9	1	9	109.0	1.0	1.0	109	0		0
10916	10	1	9	109.0	1.0	1.0	110	0		0
10916	11	1	9	109.0	1.0	1.0	111	0		0
10917	1	1	9	109.0	1.0	1.0	101	0		0
10917	2	1	9	109.0	1.0	1.0	102	0		0
10917	3	1	9	109.0	1.0	1.0	103	0		0
10917	4	1	9	109.0	1.0	1.0	104	0		0
10917	5	1	9	109.0	1.0	1.0	105	1	15	1
10917	6	1	9	109.0	1.0	1.0	106	0		0
10917	7	1	9	109.0	1.0	1.0	107	0		0
10917	8	1	9	109.0	1.0	1.0	108	0		0
10917	9	1	9	109.0	1.0	1.0	109	0		0
10917	10	1	9	109.0	1.0	1.0	110	0		0
10917	11	1	9	109.0	1.0	1.0	111	0		0
10919	1	1	9	109.0	1.0	1.0	101	0		0
10919	2	1	9	109.0	1.0	1.0	102	0		0
10919	3	1	9	109.0	1.0	1.0	103	0		0
10919	4	1	9	109.0	1.0	1.0	104	0		0
10919	5	1	9	109.0	1.0	1.0	105	1	6	0
10919	6	1	9	109.0	1.0	1.0	106	0		0
10919	7	1	9	109.0	1.0	1.0	107	0		0
10919	8	1	9	109.0	1.0	1.0	108	0		0
10919	9	1	9	109.0	1.0	1.0	109	0		0
10919	10	1	9	109.0	1.0	1.0	110	0		0
10919	11	1	9	109.0	1.0	1.0	111	0		0
11001	1	1	10	110.0	1.0	1.0	101	0		0
11001	2	1	10	110.0	1.0	1.0	102	0		0
11001	3	1	10	110.0	1.0	1.0	103	0		0
11001	4	1	10	110.0	1.0	1.0	104	1	3	0
11001	5	1	10	110.0	1.0	1.0	105	1	12	0
11001	6	1	10	110.0	1.0	1.0	106	0		0
11001	7	1	10	110.0	1.0	1.0	107	0		0
11001	8	1	10	110.0	1.0	1.0	108	0		0
11001	9	1	10	110.0	1.0	1.0	109	0		0
11001	10	1	10	110.0	1.0	1.0	110	0		0
11001	11	1	10	110.0	1.0	1.0	111	0		0
11003	1	1	10	110.0	1.0	1.0	101	0		0
11003	2	1	10	110.0	1.0	1.0	102	0		0
11003	3	1	10	110.0	1.0	1.0	103	0		0
11003	4	1	10	110.0	1.0	1.0	104	0		0
11003	5	1	10	110.0	1.0	1.0	105	1	6	0
11003	6	1	10	110.0	1.0	1.0	106	0		0
11003	7	1	10	110.0	1.0	1.0	107	0		0
11003	8	1	10	110.0	1.0	1.0	108	0		0
11003	9	1	10	110.0	1.0	1.0	109	0		0
11003	10	1	10	110.0	1.0	1.0	110	0		0
11003	11	1	10	110.0	1.0	1.0	111	0		0
11004	1	1	10	110.0	1.0	1.0	101	0		0
11004	2	1	10	110.0	1.0	1.0	102	0		0
11004	3	1	10	110.0	1.0	1.0	103	0		0
11004	4	1	10	110.0	1.0	1.0	104	0		0
11004	5	1	10	110.0	1.0	1.0	105	1	7	0
11004	6	1	10	110.0	1.0	1.0	106	0		0
11004	7	1	10	110.0	1.0	1.0	107	0		0
11004	8	1	10	110.0	1.0	1.0	108	0		0
11004	9	1	10	110.0	1.0	1.0	109	0		0
11004	10	1	10	110.0	1.0	1.0	110	0		0
11004	11	1	10	110.0	1.0	1.0	111	0		0
11005	1	1	10	110.0	1.0	1.0	101	0		0
11005	2	1	10	110.0	1.0	1.0	102	0		0
11005	3	1	10	110.0	1.0	1.0	103	0		0
11005	4	1	10	110.0	1.0	1.0	104	0		0
11005	5	1	10	110.0	1.0	1.0	105	1	12	1
11005	6	1	10	110.0	1.0	1.0	106	0		0
11005	7	1	10	110.0	1.0	1.0	107	0		0
11005	8	1	10	110.0	1.0	1.0	108	0		0
11005	9	1	10	110.0	1.0	1.0	109	0		0
11005	10	1	10	110.0	1.0	1.0	110	0		0
11005	11	1	10	110.0	1.0	1.0	111	1	4	0
11006	1	1	10	110.0	1.0	1.0	101	0		0
11006	2	1	10	110.0	1.0	1.0	102	0		0
11006	3	1	10	110.0	1.0	1.0	103	0		0
11006	4	1	10	110.0	1.0	1.0	104	0		0
11006	5	1	10	110.0	1.0	1.0	105	1	8	1
11006	6	1	10	110.0	1.0	1.0	106	0		0
11006	7	1	10	110.0	1.0	1.0	107	0		0
11006	8	1	10	110.0	1.0	1.0	108	0		0
11006	9	1	10	110.0	1.0	1.0	109	0		0
11006	10	1	10	110.0	1.0	1.0	110	0		0
11006	11	1	10	110.0	1.0	1.0	111	0		0
11009	1	1	10	110.0	1.0	1.0	101	0		0
11009	2	1	10	110.0	1.0	1.0	102	0		0
11009	3	1	10	110.0	1.0	1.0	103	0		0
11009	4	1	10	110.0	1.0	1.0	104	0		0
11009	5	1	10	110.0	1.0	1.0	105	1	6	0
11009	6	1	10	110.0	1.0	1.0	106	0		0
11009	7	1	10	110.0	1.0	1.0	107	0		0
11009	8	1	10	110.0	1.0	1.0	108	0		0
11009	9	1	10	110.0	1.0	1.0	109	0		0
11009	10	1	10	110.0	1.0	1.0	110	0		0
11009	11	1	10	110.0	1.0	1.0	111	0		0
11011	1	1	10	110.0	1.0	1.0	101	0		0
11011	2	1	10	110.0	1.0	1.0	102	0		0
11011	3	1	10	110.0	1.0	1.0	103	0		0
11011	4	1	10	110.0	1.0	1.0	104	1	1	1
11011	5	1	10	110.0	1.0	1.0	105	1	150	1
11011	6	1	10	110.0	1.0	1.0	106	0		0
11011	7	1	10	110.0	1.0	1.0	107	0		0
11011	8	1	10	110.0	1.0	1.0	108	1	2	0
11011	9	1	10	110.0	1.0	1.0	109	0		0
11011	10	1	10	110.0	1.0	1.0	110	0		0
11011	11	1	10	110.0	1.0	1.0	111	0		0
11013	1	1	10	110.0	1.0	1.0	101	0		0
11013	2	1	10	110.0	1.0	1.0	102	0		0
11013	3	1	10	110.0	1.0	1.0	103	0		0
11013	4	1	10	110.0	1.0	1.0	104	0		0
11013	5	1	10	110.0	1.0	1.0	105	0		0
11013	6	1	10	110.0	1.0	1.0	106	0		0
11013	7	1	10	110.0	1.0	1.0	107	0		0
11013	8	1	10	110.0	1.0	1.0	108	0		0
11013	9	1	10	110.0	1.0	1.0	109	0		0
11013	10	1	10	110.0	1.0	1.0	110	1	2	0
11013	11	1	10	110.0	1.0	1.0	111	0		0
11014	1	1	10	110.0	1.0	1.0	101	0		0
11014	2	1	10	110.0	1.0	1.0	102	0		0
11014	3	1	10	110.0	1.0	1.0	103	0		0
11014	4	1	10	110.0	1.0	1.0	104	0		0
11014	5	1	10	110.0	1.0	1.0	105	1	4	1
11014	6	1	10	110.0	1.0	1.0	106	0		0
11014	7	1	10	110.0	1.0	1.0	107	0		0
11014	8	1	10	110.0	1.0	1.0	108	0		0
11014	9	1	10	110.0	1.0	1.0	109	0		0
11014	10	1	10	110.0	1.0	1.0	110	0		0
11014	11	1	10	110.0	1.0	1.0	111	0		0
11016	1	1	10	110.0	1.0	1.0	101	0		0
11016	2	1	10	110.0	1.0	1.0	102	0		0
11016	3	1	10	110.0	1.0	1.0	103	0		0
11016	4	1	10	110.0	1.0	1.0	104	0		0
11016	5	1	10	110.0	1.0	1.0	105	1	3	0
11016	6	1	10	110.0	1.0	1.0	106	0		0
11016	7	1	10	110.0	1.0	1.0	107	0		0
11016	8	1	10	110.0	1.0	1.0	108	0		0
11016	9	1	10	110.0	1.0	1.0	109	0		0
11016	10	1	10	110.0	1.0	1.0	110	0		0
11016	11	1	10	110.0	1.0	1.0	111	0		0
11018	1	1	10	110.0	1.0	1.0	101	0		0
11018	2	1	10	110.0	1.0	1.0	102	0		0
11018	3	1	10	110.0	1.0	1.0	103	0		0
11018	4	1	10	110.0	1.0	1.0	104	0		0
11018	5	1	10	110.0	1.0	1.0	105	1	14	0
11018	6	1	10	110.0	1.0	1.0	106	0		0
11018	7	1	10	110.0	1.0	1.0	107	0		0
11018	8	1	10	110.0	1.0	1.0	108	0		0
11018	9	1	10	110.0	1.0	1.0	109	0		0
11018	10	1	10	110.0	1.0	1.0	110	0		0
11018	11	1	10	110.0	1.0	1.0	111	0		0
11019	1	1	10	110.0	1.0	1.0	101	0		0
11019	2	1	10	110.0	1.0	1.0	102	0		0
11019	3	1	10	110.0	1.0	1.0	103	0		0
11019	4	1	10	110.0	1.0	1.0	104	0		0
11019	5	1	10	110.0	1.0	1.0	105	1	4	0
11019	6	1	10	110.0	1.0	1.0	106	0		0
11019	7	1	10	110.0	1.0	1.0	107	0		0
11019	8	1	10	110.0	1.0	1.0	108	0		0
11019	9	1	10	110.0	1.0	1.0	109	0		0
11019	10	1	10	110.0	1.0	1.0	110	0		0
11019	11	1	10	110.0	1.0	1.0	111	0		0
11102	1	1	11	111.0	1.0	1.0	101	0		0
11102	2	1	11	111.0	1.0	1.0	102	0		0
11102	3	1	11	111.0	1.0	1.0	103	0		0
11102	4	1	11	111.0	1.0	1.0	104	0		0
11102	5	1	11	111.0	1.0	1.0	105	1	2	0
11102	6	1	11	111.0	1.0	1.0	106	0		0
11102	7	1	11	111.0	1.0	1.0	107	0		0
11102	8	1	11	111.0	1.0	1.0	108	0		0
11102	9	1	11	111.0	1.0	1.0	109	0		0
11102	10	1	11	111.0	1.0	1.0	110	0		0
11102	11	1	11	111.0	1.0	1.0	111	0		0
11103	1	1	11	111.0	1.0	1.0	101	0		0
11103	2	1	11	111.0	1.0	1.0	102	1	4	1
11103	3	1	11	111.0	1.0	1.0	103	0		0
11103	4	1	11	111.0	1.0	1.0	104	0		0
11103	5	1	11	111.0	1.0	1.0	105	1	25	0
11103	6	1	11	111.0	1.0	1.0	106	0		0
11103	7	1	11	111.0	1.0	1.0	107	0		0
11103	8	1	11	111.0	1.0	1.0	108	0		0
11103	9	1	11	111.0	1.0	1.0	109	0		0
11103	10	1	11	111.0	1.0	1.0	110	1	5	0
11103	11	1	11	111.0	1.0	1.0	111	0		0
11104	1	1	11	111.0	1.0	1.0	101	0		0
11104	2	1	11	111.0	1.0	1.0	102	0		0
11104	3	1	11	111.0	1.0	1.0	103	0		0
11104	4	1	11	111.0	1.0	1.0	104	0		0
11104	5	1	11	111.0	1.0	1.0	105	1	4	0
11104	6	1	11	111.0	1.0	1.0	106	0		0
11104	7	1	11	111.0	1.0	1.0	107	0		0
11104	8	1	11	111.0	1.0	1.0	108	0		0
11104	9	1	11	111.0	1.0	1.0	109	0		0
11104	10	1	11	111.0	1.0	1.0	110	0		0
11104	11	1	11	111.0	1.0	1.0	111	0		0
11105	1	1	11	111.0	1.0	1.0	101	0		0
11105	2	1	11	111.0	1.0	1.0	102	0		1
11105	3	1	11	111.0	1.0	1.0	103	0		0
11105	4	1	11	111.0	1.0	1.0	104	0		0
11105	5	1	11	111.0	1.0	1.0	105	0		0
11105	6	1	11	111.0	1.0	1.0	106	0		0
11105	7	1	11	111.0	1.0	1.0	107	0		0
11105	8	1	11	111.0	1.0	1.0	108	0		0
11105	9	1	11	111.0	1.0	1.0	109	0		0
11105	10	1	11	111.0	1.0	1.0	110	0		0
11105	11	1	11	111.0	1.0	1.0	111	0		0
11108	1	1	11	111.0	1.0	1.0	101	0		0
11108	2	1	11	111.0	1.0	1.0	102	0		1
11108	3	1	11	111.0	1.0	1.0	103	0		0
11108	4	1	11	111.0	1.0	1.0	104	0		0
11108	5	1	11	111.0	1.0	1.0	105	0		1
11108	6	1	11	111.0	1.0	1.0	106	0		0
11108	7	1	11	111.0	1.0	1.0	107	0		0
11108	8	1	11	111.0	1.0	1.0	108	0		0
11108	9	1	11	111.0	1.0	1.0	109	0		0
11108	10	1	11	111.0	1.0	1.0	110	0		0
11108	11	1	11	111.0	1.0	1.0	111	0		0
11110	1	1	11	111.0	1.0	1.0	101	0		0
11110	2	1	11	111.0	1.0	1.0	102	0		0
11110	3	1	11	111.0	1.0	1.0	103	0		0
11110	4	1	11	111.0	1.0	1.0	104	0		0
11110	5	1	11	111.0	1.0	1.0	105	1	1	0
11110	6	1	11	111.0	1.0	1.0	106	0		0
11110	7	1	11	111.0	1.0	1.0	107	0		0
11110	8	1	11	111.0	1.0	1.0	108	0		0
11110	9	1	11	111.0	1.0	1.0	109	0		0
11110	10	1	11	111.0	1.0	1.0	110	0		0
11110	11	1	11	111.0	1.0	1.0	111	0		0
11112	1	1	11	111.0	1.0	1.0	101	0		0
11112	2	1	11	111.0	1.0	1.0	102	0		0
11112	3	1	11	111.0	1.0	1.0	103	0		0
11112	4	1	11	111.0	1.0	1.0	104	0		0
11112	5	1	11	111.0	1.0	1.0	105	1	3	0
11112	6	1	11	111.0	1.0	1.0	106	0		0
11112	7	1	11	111.0	1.0	1.0	107	0		0
11112	8	1	11	111.0	1.0	1.0	108	0		0
11112	9	1	11	111.0	1.0	1.0	109	0		0
11112	10	1	11	111.0	1.0	1.0	110	0		0
11112	11	1	11	111.0	1.0	1.0	111	0		0
11113	1	1	11	111.0	1.0	1.0	101	0		0
11113	2	1	11	111.0	1.0	1.0	102	0		0
11113	3	1	11	111.0	1.0	1.0	103	0		0
11113	4	1	11	111.0	1.0	1.0	104	0		0
11113	5	1	11	111.0	1.0	1.0	105	1	3	0
11113	6	1	11	111.0	1.0	1.0	106	0		0
11113	7	1	11	111.0	1.0	1.0	107	0		0
11113	8	1	11	111.0	1.0	1.0	108	0		0
11113	9	1	11	111.0	1.0	1.0	109	0		0
11113	10	1	11	111.0	1.0	1.0	110	0		0
11113	11	1	11	111.0	1.0	1.0	111	0		0
11114	1	1	11	111.0	1.0	1.0	101	0		0
11114	2	1	11	111.0	1.0	1.0	102	1	2	1
11114	3	1	11	111.0	1.0	1.0	103	0		0
11114	4	1	11	111.0	1.0	1.0	104	0		0
11114	5	1	11	111.0	1.0	1.0	105	0		0
11114	6	1	11	111.0	1.0	1.0	106	0		0
11114	7	1	11	111.0	1.0	1.0	107	0		0
11114	8	1	11	111.0	1.0	1.0	108	0		0
11114	9	1	11	111.0	1.0	1.0	109	0		0
11114	10	1	11	111.0	1.0	1.0	110	0		0
11114	11	1	11	111.0	1.0	1.0	111	0		0
11115	1	1	11	111.0	1.0	1.0	101	0		0
11115	2	1	11	111.0	1.0	1.0	102	0		0
11115	3	1	11	111.0	1.0	1.0	103	0		0
11115	4	1	11	111.0	1.0	1.0	104	0		0
11115	5	1	11	111.0	1.0	1.0	105	1	1	0
11115	6	1	11	111.0	1.0	1.0	106	0		0
11115	7	1	11	111.0	1.0	1.0	107	0		0
11115	8	1	11	111.0	1.0	1.0	108	0		0
11115	9	1	11	111.0	1.0	1.0	109	0		0
11115	10	1	11	111.0	1.0	1.0	110	0		0
11115	11	1	11	111.0	1.0	1.0	111	0		0
11116	1	1	11	111.0	1.0	1.0	101	0		0
11116	2	1	11	111.0	1.0	1.0	102	0		0
11116	3	1	11	111.0	1.0	1.0	103	0		0
11116	4	1	11	111.0	1.0	1.0	104	0		0
11116	5	1	11	111.0	1.0	1.0	105	1	3	0
11116	6	1	11	111.0	1.0	1.0	106	0		0
11116	7	1	11	111.0	1.0	1.0	107	0		0
11116	8	1	11	111.0	1.0	1.0	108	0		0
11116	9	1	11	111.0	1.0	1.0	109	0		0
11116	10	1	11	111.0	1.0	1.0	110	0		0
11116	11	1	11	111.0	1.0	1.0	111	0		0
11118	1	1	11	111.0	1.0	1.0	101	0		0
11118	2	1	11	111.0	1.0	1.0	102	1	2	0
11118	3	1	11	111.0	1.0	1.0	103	0		0
11118	4	1	11	111.0	1.0	1.0	104	0		0
11118	5	1	11	111.0	1.0	1.0	105	1	10	0
11118	6	1	11	111.0	1.0	1.0	106	0		0
11118	7	1	11	111.0	1.0	1.0	107	0		0
11118	8	1	11	111.0	1.0	1.0	108	0		0
11118	9	1	11	111.0	1.0	1.0	109	0		0
11118	10	1	11	111.0	1.0	1.0	110	1	28	0
11118	11	1	11	111.0	1.0	1.0	111	0		0
11120	1	1	11	111.0	1.0	1.0	101	0		0
11120	2	1	11	111.0	1.0	1.0	102	1	3	0
11120	3	1	11	111.0	1.0	1.0	103	0		0
11120	4	1	11	111.0	1.0	1.0	104	0		0
11120	5	1	11	111.0	1.0	1.0	105	1	10	0
11120	6	1	11	111.0	1.0	1.0	106	0		0
11120	7	1	11	111.0	1.0	1.0	107	0		0
11120	8	1	11	111.0	1.0	1.0	108	0		0
11120	9	1	11	111.0	1.0	1.0	109	0		0
11120	10	1	11	111.0	1.0	1.0	110	0		0
11120	11	1	11	111.0	1.0	1.0	111	0		0
11201	1	1	12	112.0	1.0	2.0	101	0		0
11201	2	1	12	112.0	1.0	2.0	102	1	3	1
11201	3	1	12	112.0	1.0	2.0	103	0		0
11201	4	1	12	112.0	1.0	2.0	104	0		0
11201	5	1	12	112.0	1.0	2.0	105	1	15	1
11201	6	1	12	112.0	1.0	2.0	106	0		0
11201	7	1	12	112.0	1.0	2.0	107	0		0
11201	8	1	12	112.0	1.0	2.0	108	0		0
11201	9	1	12	112.0	1.0	2.0	109	0		0
11201	10	1	12	112.0	1.0	2.0	110	0		0
11201	11	1	12	112.0	1.0	2.0	111	0		0
11202	1	1	12	112.0	1.0	2.0	101	0		0
11202	2	1	12	112.0	1.0	2.0	102	1	1	0
11202	3	1	12	112.0	1.0	2.0	103	0		0
11202	4	1	12	112.0	1.0	2.0	104	0		0
11202	5	1	12	112.0	1.0	2.0	105	1	3	0
11202	6	1	12	112.0	1.0	2.0	106	0		0
11202	7	1	12	112.0	1.0	2.0	107	0		0
11202	8	1	12	112.0	1.0	2.0	108	0		0
11202	9	1	12	112.0	1.0	2.0	109	0		0
11202	10	1	12	112.0	1.0	2.0	110	0		0
11202	11	1	12	112.0	1.0	2.0	111	0		0
11203	1	1	12	112.0	1.0	2.0	101	0		0
11203	2	1	12	112.0	1.0	2.0	102	0		0
11203	3	1	12	112.0	1.0	2.0	103	0		0
11203	4	1	12	112.0	1.0	2.0	104	0		0
11203	5	1	12	112.0	1.0	2.0	105	1	4	0
11203	6	1	12	112.0	1.0	2.0	106	0		0
11203	7	1	12	112.0	1.0	2.0	107	0		0
11203	8	1	12	112.0	1.0	2.0	108	0		0
11203	9	1	12	112.0	1.0	2.0	109	0		0
11203	10	1	12	112.0	1.0	2.0	110	0		0
11203	11	1	12	112.0	1.0	2.0	111	0		0
11204	1	1	12	112.0	1.0	2.0	101	0		0
11204	2	1	12	112.0	1.0	2.0	102	1	1	0
11204	3	1	12	112.0	1.0	2.0	103	0		0
11204	4	1	12	112.0	1.0	2.0	104	0		0
11204	5	1	12	112.0	1.0	2.0	105	0		0
11204	6	1	12	112.0	1.0	2.0	106	0		0
11204	7	1	12	112.0	1.0	2.0	107	0		0
11204	8	1	12	112.0	1.0	2.0	108	0		0
11204	9	1	12	112.0	1.0	2.0	109	0		0
11204	10	1	12	112.0	1.0	2.0	110	0		0
11204	11	1	12	112.0	1.0	2.0	111	0		0
11205	1	1	12	112.0	1.0	2.0	101	0		0
11205	2	1	12	112.0	1.0	2.0	102	0		0
11205	3	1	12	112.0	1.0	2.0	103	0		0
11205	4	1	12	112.0	1.0	2.0	104	0		0
11205	5	1	12	112.0	1.0	2.0	105	1	4	0
11205	6	1	12	112.0	1.0	2.0	106	0		0
11205	7	1	12	112.0	1.0	2.0	107	0		0
11205	8	1	12	112.0	1.0	2.0	108	0		0
11205	9	1	12	112.0	1.0	2.0	109	0		0
11205	10	1	12	112.0	1.0	2.0	110	0		0
11205	11	1	12	112.0	1.0	2.0	111	0		0
11206	1	1	12	112.0	1.0	2.0	101	0		0
11206	2	1	12	112.0	1.0	2.0	102	1	1	0
11206	3	1	12	112.0	1.0	2.0	103	0		0
11206	4	1	12	112.0	1.0	2.0	104	0		0
11206	5	1	12	112.0	1.0	2.0	105	1	1	0
11206	6	1	12	112.0	1.0	2.0	106	0		0
11206	7	1	12	112.0	1.0	2.0	107	0		0
11206	8	1	12	112.0	1.0	2.0	108	0		0
11206	9	1	12	112.0	1.0	2.0	109	0		0
11206	10	1	12	112.0	1.0	2.0	110	0		0
11206	11	1	12	112.0	1.0	2.0	111	0		0
11208	1	1	12	112.0	1.0	2.0	101	0		0
11208	2	1	12	112.0	1.0	2.0	102	0		0
11208	3	1	12	112.0	1.0	2.0	103	0		0
11208	4	1	12	112.0	1.0	2.0	104	0		0
11208	5	1	12	112.0	1.0	2.0	105	1	2	1
11208	6	1	12	112.0	1.0	2.0	106	0		0
11208	7	1	12	112.0	1.0	2.0	107	0		0
11208	8	1	12	112.0	1.0	2.0	108	0		0
11208	9	1	12	112.0	1.0	2.0	109	0		0
11208	10	1	12	112.0	1.0	2.0	110	0		0
11208	11	1	12	112.0	1.0	2.0	111	0		0
11209	1	1	12	112.0	1.0	2.0	101	0		0
11209	2	1	12	112.0	1.0	2.0	102	1	1	0
11209	3	1	12	112.0	1.0	2.0	103	0		0
11209	4	1	12	112.0	1.0	2.0	104	0		0
11209	5	1	12	112.0	1.0	2.0	105	1	2	0
11209	6	1	12	112.0	1.0	2.0	106	0		0
11209	7	1	12	112.0	1.0	2.0	107	0		0
11209	8	1	12	112.0	1.0	2.0	108	0		0
11209	9	1	12	112.0	1.0	2.0	109	0		0
11209	10	1	12	112.0	1.0	2.0	110	0		0
11209	11	1	12	112.0	1.0	2.0	111	0		0
11210	1	1	12	112.0	1.0	2.0	101	0		0
11210	2	1	12	112.0	1.0	2.0	102	1	1	0
11210	3	1	12	112.0	1.0	2.0	103	0		0
11210	4	1	12	112.0	1.0	2.0	104	0		0
11210	5	1	12	112.0	1.0	2.0	105	0		0
11210	6	1	12	112.0	1.0	2.0	106	0		0
11210	7	1	12	112.0	1.0	2.0	107	0		0
11210	8	1	12	112.0	1.0	2.0	108	0		0
