hhid	line	district	village	villno	strno	group	h01	h02	h03	h04
20101	1	2	1	201.0	2.0	3.0	61	18	1	0
20101	2	2	1	201.0	2.0	3.0	62	2	1	0
20102	1	2	1	201.0	2.0	3.0	61	7	1	0
20102	2	2	1	201.0	2.0	3.0	62	2	1	0
20103	2	2	1	201.0	2.0	3.0	62	5	1	0
20103	1	2	1	201.0	2.0	3.0	61	23	1	0
20104	1	2	1	201.0	2.0	3.0	61	8	0	0
20104	2	2	1	201.0	2.0	3.0	62	4	1	0
20105	2	2	1	201.0	2.0	3.0	62	2	1	0
20105	1	2	1	201.0	2.0	3.0	61	16	1	0
20106	2	2	1	201.0	2.0	3.0	62	6	1	0
20106	1	2	1	201.0	2.0	3.0	61	14	1	0
20107	1	2	1	201.0	2.0	3.0	61	8	1	0
20107	2	2	1	201.0	2.0	3.0	62	8	1	0
20108	2	2	1	201.0	2.0	3.0	62	2	1	0
20108	1	2	1	201.0	2.0	3.0	61	1	0	0
20109	1	2	1	201.0	2.0	3.0	61	4	0	0
20109	2	2	1	201.0	2.0	3.0	62	3	1	0
20110	2	2	1	201.0	2.0	3.0	62	9	1	0
20110	1	2	1	201.0	2.0	3.0	61	10	0	0
20111	1	2	1	201.0	2.0	3.0	61	5	1	0
20111	2	2	1	201.0	2.0	3.0	62	2	1	0
20112	2	2	1	201.0	2.0	3.0	62	1	1	0
20112	1	2	1	201.0	2.0	3.0	61	16	1	0
20113	2	2	1	201.0	2.0	3.0	62	1	0	0
20113	1	2	1	201.0	2.0	3.0	61	8	0	0
20114	1	2	1	201.0	2.0	3.0	61	2	0	0
20114	2	2	1	201.0	2.0	3.0	62	21	0	0
20115	1	2	1	201.0	2.0	3.0	61	3	0	0
20115	2	2	1	201.0	2.0	3.0	62	19	1	0
20116	1	2	1	201.0	2.0	3.0	61	6	1	0
20117	4	2	1	201.0	2.0	3.0	64	1	1	0
20117	1	2	1	201.0	2.0	3.0	61	5	1	0
20117	2	2	1	201.0	2.0	3.0	62	5	1	0
20118	1	2	1	201.0	2.0	3.0	61	1	1	0
20119	2	2	1	201.0	2.0	3.0	62	8	1	0
20119	1	2	1	201.0	2.0	3.0	61	8	1	1
20119	4	2	1	201.0	2.0	3.0	64	2	1	0
20120	2	2	1	201.0	2.0	3.0	62	4	1	0
20120	1	2	1	201.0	2.0	3.0	61	11	1	0
20201	2	2	2	202.0	2.0	3.0	62	4	1	0
20201	1	2	2	202.0	2.0	3.0	61	14	1	0
20202	1	2	2	202.0	2.0	3.0	61	18	1	0
20204	1	2	2	202.0	2.0	3.0	61	1	1	0
20205	4	2	2	202.0	2.0	3.0	64	3	1	0
20205	1	2	2	202.0	2.0	3.0	61	9	1	0
20205	2	2	2	202.0	2.0	3.0	62	3	0	0
20206	2	2	2	202.0	2.0	3.0	62	1	1	0
20206	1	2	2	202.0	2.0	3.0	61	11	1	0
20207	1	2	2	202.0	2.0	3.0	61	3	1	0
20207	2	2	2	202.0	2.0	3.0	62	2	1	0
20208	1	2	2	202.0	2.0	3.0	61	5	1	0
20208	2	2	2	202.0	2.0	3.0	62	3	1	0
20209	2	2	2	202.0	2.0	3.0	62	2	1	0
20209	1	2	2	202.0	2.0	3.0	61	3	1	0
20210	1	2	2	202.0	2.0	3.0	61	5	0	0
20211	1	2	2	202.0	2.0	3.0	61	5	1	0
20211	2	2	2	202.0	2.0	3.0	62	3	1	0
20212	2	2	2	202.0	2.0	3.0	62	5	1	0
20212	1	2	2	202.0	2.0	3.0	61	4	1	0
20213	1	2	2	202.0	2.0	3.0	61	18	1	0
20213	2	2	2	202.0	2.0	3.0	62	2	1	0
20214	1	2	2	202.0	2.0	3.0	61	3	0	0
20215	1	2	2	202.0	2.0	3.0	61	7	1	0
20215	2	2	2	202.0	2.0	3.0	62	3	1	0
20216	1	2	2	202.0	2.0	3.0	61	7	1	0
20216	2	2	2	202.0	2.0	3.0	62	2	1	0
20217	2	2	2	202.0	2.0	3.0	62	10	1	0
20217	1	2	2	202.0	2.0	3.0	61	15	1	0
20218	2	2	2	202.0	2.0	3.0	62	1	0	0
20219	1	2	2	202.0	2.0	3.0	61	12	1	0
20220	4	2	2	202.0	2.0	3.0	64	1	1	0
20220	1	2	2	202.0	2.0	3.0	61	20	1	0
20220	2	2	2	202.0	2.0	3.0	62	2	1	0
20301	1	2	3	203.0	2.0	2.0	61	5	1	0
20301	2	2	3	203.0	2.0	2.0	62	3	1	0
20301	3	2	3	203.0	2.0	2.0	63	5		
20302	2	2	3	203.0	2.0	2.0	62	1	1	0
20302	1	2	3	203.0	2.0	2.0	61	7	1	0
20303	1	2	3	203.0	2.0	2.0	61	5	1	1
20303	2	2	3	203.0	2.0	2.0	62	1	1	0
20304	1	2	3	203.0	2.0	2.0	61	6	1	0
20305	1	2	3	203.0	2.0	2.0	61	4	1	1
20305	2	2	3	203.0	2.0	2.0	62	1	1	0
20306	2	2	3	203.0	2.0	2.0	62	3	1	0
20306	1	2	3	203.0	2.0	2.0	61	40	1	0
20307	1	2	3	203.0	2.0	2.0	61	2	1	0
20308	1	2	3	203.0	2.0	2.0	61	6	1	0
20309	2	2	3	203.0	2.0	2.0	62	6	1	0
20309	1	2	3	203.0	2.0	2.0	61	10	1	0
20310	1	2	3	203.0	2.0	2.0	61	18	1	0
20311	1	2	3	203.0	2.0	2.0	61	21	1	0
20311	2	2	3	203.0	2.0	2.0	62	14	1	0
20312	1	2	3	203.0	2.0	2.0	61	6	1	1
20313	1	2	3	203.0	2.0	2.0	61	12	1	0
20314	1	2	3	203.0	2.0	2.0	61	4	1	0
20315	1	2	3	203.0	2.0	2.0	61	10	1	0
20315	2	2	3	203.0	2.0	2.0	62	4	1	0
20316	1	2	3	203.0	2.0	2.0	61	4	1	0
20317	2	2	3	203.0	2.0	2.0	62	4	1	0
20317	1	2	3	203.0	2.0	2.0	61	13	1	0
20318	2	2	3	203.0	2.0	2.0	62	3	1	0
20318	1	2	3	203.0	2.0	2.0	61	10	1	0
20319	1	2	3	203.0	2.0	2.0	61	6	1	0
20319	2	2	3	203.0	2.0	2.0	62	4	1	0
20320	2	2	3	203.0	2.0	2.0	62	3	1	0
20320	1	2	3	203.0	2.0	2.0	61	10	1	0
20401	2	2	4	204.0	2.0	2.0	62	8	1	0
20401	1	2	4	204.0	2.0	2.0	61	5	1	0
20402	1	2	4	204.0	2.0	2.0	61	3	1	0
20402	2	2	4	204.0	2.0	2.0	62	3	1	0
20403	2	2	4	204.0	2.0	2.0	62	1	0	0
20403	1	2	4	204.0	2.0	2.0	61	3	0	0
20404	1	2	4	204.0	2.0	2.0	61	1	1	1
20405	1	2	4	204.0	2.0	2.0	61	6	1	0
20405	2	2	4	204.0	2.0	2.0	62	4	1	0
20407	2	2	4	204.0	2.0	2.0	62	3	0	0
20409	4	2	4	204.0	2.0	2.0	64	3	0	0
20409	1	2	4	204.0	2.0	2.0	61	4	1	0
20410	2	2	4	204.0	2.0	2.0	62	2	1	0
20410	1	2	4	204.0	2.0	2.0	61	10	1	0
20412	2	2	4	204.0	2.0	2.0	62	4	1	0
20412	1	2	4	204.0	2.0	2.0	61	35	1	0
20413	1	2	4	204.0	2.0	2.0	61	10	1	0
20413	2	2	4	204.0	2.0	2.0	62	4	1	0
20414	1	2	4	204.0	2.0	2.0	61	10	1	0
20415	1	2	4	204.0	2.0	2.0	61	3	1	0
20415	2	2	4	204.0	2.0	2.0	62	2	1	0
20416	2	2	4	204.0	2.0	2.0	62	2	1	0
20416	1	2	4	204.0	2.0	2.0	61	3	1	0
20417	1	2	4	204.0	2.0	2.0	61	2	1	0
20418	1	2	4	204.0	2.0	2.0	61	8	1	0
20501	2	2	5	205.0	2.0	1.0	62	2	1	0
20501	1	2	5	205.0	2.0	1.0	61	7	1	0
20502	1	2	5	205.0	2.0	1.0	61	9	1	0
20503	1	2	5	205.0	2.0	1.0	61	20	1	0
20503	2	2	5	205.0	2.0	1.0	62	2	1	0
20504	1	2	5	205.0	2.0	1.0	61	3	0	0
20504	2	2	5	205.0	2.0	1.0	62	10	1	0
20505	2	2	5	205.0	2.0	1.0	62	2	1	0
20505	1	2	5	205.0	2.0	1.0	61	20	1	0
20506	1	2	5	205.0	2.0	1.0	61	2	1	0
20506	2	2	5	205.0	2.0	1.0	62	1	1	0
20507	1	2	5	205.0	2.0	1.0	61	8	1	0
20507	2	2	5	205.0	2.0	1.0	62	4	1	0
20511	2	2	5	205.0	2.0	1.0	62	1	1	0
20511	1	2	5	205.0	2.0	1.0	61	4	1	0
20512	1	2	5	205.0	2.0	1.0	61	25	1	1
20512	2	2	5	205.0	2.0	1.0	62	2	1	0
20515	1	2	5	205.0	2.0	1.0	61	10	1	0
20516	1	2	5	205.0	2.0	1.0	61	1	1	0
20516	2	2	5	205.0	2.0	1.0	62	1	1	0
20517	1	2	5	205.0	2.0	1.0	61	2	1	0
20518	2	2	5	205.0	2.0	1.0	62	1	1	0
20518	1	2	5	205.0	2.0	1.0	61	6	1	0
20519	1	2	5	205.0	2.0	1.0	61	14	1	0
20519	2	2	5	205.0	2.0	1.0	62	1	1	0
20520	1	2	5	205.0	2.0	1.0	61	3	1	0
20520	2	2	5	205.0	2.0	1.0	62	2	0	0
20601	2	2	6	206.0	2.0	1.0	62	2	1	0
20601	1	2	6	206.0	2.0	1.0	61	5	1	0
20602	1	2	6	206.0	2.0	1.0	61	15	1	0
20602	2	2	6	206.0	2.0	1.0	62	2	1	0
20603	1	2	6	206.0	2.0	1.0	61	17	1	0
20604	1	2	6	206.0	2.0	1.0	61	8	1	0
20604	2	2	6	206.0	2.0	1.0	62	2	1	0
20607	2	2	6	206.0	2.0	1.0	62	7	0	0
20609	1	2	6	206.0	2.0	1.0	61	3	1	0
20609	2	2	6	206.0	2.0	1.0	62	1	1	0
20610	1	2	6	206.0	2.0	1.0	61	5	1	0
20611	1	2	6	206.0	2.0	1.0	61	1	1	0
20612	2	2	6	206.0	2.0	1.0	62	1	0	0
20612	1	2	6	206.0	2.0	1.0	61	12	0	0
20615	1	2	6	206.0	2.0	1.0	61	2	1	0
20615	2	2	6	206.0	2.0	1.0	62	1	1	0
20616	2	2	6	206.0	2.0	1.0	62	2	1	0
20616	1	2	6	206.0	2.0	1.0	61	15	1	0
20617	2	2	6	206.0	2.0	1.0	62	9	1	0
20617	1	2	6	206.0	2.0	1.0	61	12	1	0
20618	2	2	6	206.0	2.0	1.0	62	2	1	0
20618	1	2	6	206.0	2.0	1.0	61	2	0	0
20619	1	2	6	206.0	2.0	1.0	61	7	1	0
20620	1	2	6	206.0	2.0	1.0	61	1	0	0
20701	2	2	7	207.0	2.0	2.0	62	3	1	0
20701	1	2	7	207.0	2.0	2.0	61	11	1	0
20702	1	2	7	207.0	2.0	2.0	61	7	1	0
20703	2	2	7	207.0	2.0	2.0	62	7	1	0
20703	1	2	7	207.0	2.0	2.0	61	13	1	0
20704	1	2	7	207.0	2.0	2.0	61	15	1	0
20704	2	2	7	207.0	2.0	2.0	62	2	1	0
20705	4	2	7	207.0	2.0	2.0	64	4	0	0
20705	2	2	7	207.0	2.0	2.0	62	1	1	0
20705	1	2	7	207.0	2.0	2.0	61	21	1	0
20706	2	2	7	207.0	2.0	2.0	62	2	1	0
20706	1	2	7	207.0	2.0	2.0	61	5	1	0
20707	1	2	7	207.0	2.0	2.0	61	9	0	0
20707	2	2	7	207.0	2.0	2.0	62	1	1	0
20708	2	2	7	207.0	2.0	2.0	62	2	1	0
20708	1	2	7	207.0	2.0	2.0	61	27	1	0
20709	1	2	7	207.0	2.0	2.0	61	20	1	0
20710	4	2	7	207.0	2.0	2.0	64	3	0	0
20710	1	2	7	207.0	2.0	2.0	61	14	1	0
20710	2	2	7	207.0	2.0	2.0	62	15	1	0
20711	1	2	7	207.0	2.0	2.0	61	2	1	0
20711	2	2	7	207.0	2.0	2.0	62	1	1	0
20712	1	2	7	207.0	2.0	2.0	61	8	1	0
20713	2	2	7	207.0	2.0	2.0	62	1	1	0
20713	1	2	7	207.0	2.0	2.0	61	6	1	0
20714	2	2	7	207.0	2.0	2.0	62	3	1	0
20714	1	2	7	207.0	2.0	2.0	61	12	1	0
20715	2	2	7	207.0	2.0	2.0	62	1	1	0
20715	1	2	7	207.0	2.0	2.0	61	30	1	0
20716	1	2	7	207.0	2.0	2.0	61	4	1	0
20717	1	2	7	207.0	2.0	2.0	61	1	1	0
20718	2	2	7	207.0	2.0	2.0	62	9	1	0
20718	1	2	7	207.0	2.0	2.0	61	13	1	0
20801	2	2	8	208.0	2.0	1.0	62	2	1	0
20802	1	2	8	208.0	2.0	1.0	61	5	1	0
20802	2	2	8	208.0	2.0	1.0	62	6	1	0
20803	2	2	8	208.0	2.0	1.0	62	1	1	0
20803	1	2	8	208.0	2.0	1.0	61	5	1	0
20804	1	2	8	208.0	2.0	1.0	61	5	1	0
20805	2	2	8	208.0	2.0	1.0	62	2	1	0
20805	1	2	8	208.0	2.0	1.0	61	29	1	0
20806	1	2	8	208.0	2.0	1.0	61	6	1	0
20807	1	2	8	208.0	2.0	1.0	61	1	0	0
20807	2	2	8	208.0	2.0	1.0	62	3	0	0
20808	2	2	8	208.0	2.0	1.0	62	3	1	0
20808	1	2	8	208.0	2.0	1.0	61	25	1	0
20809	1	2	8	208.0	2.0	1.0	61	4	1	0
20810	1	2	8	208.0	2.0	1.0	61	3	1	0
20811	2	2	8	208.0	2.0	1.0	62	2	1	0
20811	1	2	8	208.0	2.0	1.0	61	2	1	0
20813	2	2	8	208.0	2.0	1.0	62	7	1	0
20813	1	2	8	208.0	2.0	1.0	61	4	1	0
20814	1	2	8	208.0	2.0	1.0	61	15	0	0
20814	2	2	8	208.0	2.0	1.0	62	4	0	0
20815	2	2	8	208.0	2.0	1.0	62	1	1	0
20815	1	2	8	208.0	2.0	1.0	61	30	1	0
20816	1	2	8	208.0	2.0	1.0	61	4	1	0
20817	2	2	8	208.0	2.0	1.0	62	1	1	0
20818	1	2	8	208.0	2.0	1.0	61	7	1	0
20818	2	2	8	208.0	2.0	1.0	62	1	0	0
20819	1	2	8	208.0	2.0	1.0	61	2	1	0
20820	1	2	8	208.0	2.0	1.0	61	16	1	1
20820	2	2	8	208.0	2.0	1.0	62	2	1	0
20902	1	2	9	209.0	2.0	3.0	61	13	1	1
20905	2	2	9	209.0	2.0	3.0	62	1	1	0
20905	1	2	9	209.0	2.0	3.0	61	3	0	0
20907	1	2	9	209.0	2.0	3.0	61	1	1	0
20907	2	2	9	209.0	2.0	3.0	62	1	1	0
20908	1	2	9	209.0	2.0	3.0	61	1	1	0
20909	1	2	9	209.0	2.0	3.0	61	1	0	0
20914	2	2	9	209.0	2.0	3.0	62	1	1	0
20915	1	2	9	209.0	2.0	3.0	61	2	1	0
20916	1	2	9	209.0	2.0	3.0	61	20	0	1
20916	2	2	9	209.0	2.0	3.0	62	1	0	0
20917	2	2	9	209.0	2.0	3.0	62	1	1	0
20917	1	2	9	209.0	2.0	3.0	61	5	1	1
20918	1	2	9	209.0	2.0	3.0	61	13	0	0
20918	2	2	9	209.0	2.0	3.0	62	1	1	0
20919	1	2	9	209.0	2.0	3.0	61	1	1	1
20920	1	2	9	209.0	2.0	3.0	61	3	1	0
20921	2	2	9	209.0	2.0	3.0	62	1	1	0
20921	1	2	9	209.0	2.0	3.0	61	21	1	0
30101	4	3	1	301.0	3.0	2.0	64	4	1	0
30101	3	3	1	301.0	3.0	2.0	63	2	0	0
30101	1	3	1	301.0	3.0	2.0	61	6	1	1
30102	2	3	1	301.0	3.0	2.0	62	3	1	0
30102	1	3	1	301.0	3.0	2.0	61	4	1	1
30102	3	3	1	301.0	3.0	2.0	63	9	1	0
30102	4	3	1	301.0	3.0	2.0	64	2	1	0
30103	3	3	1	301.0	3.0	2.0	63	6	1	1
30103	1	3	1	301.0	3.0	2.0	61	12	1	1
30103	4	3	1	301.0	3.0	2.0	64	10	1	1
30104	3	3	1	301.0	3.0	2.0	63	1	1	0
30104	4	3	1	301.0	3.0	2.0	64	8	1	1
30104	2	3	1	301.0	3.0	2.0	62	4	1	1
30104	1	3	1	301.0	3.0	2.0	61	15	1	1
30105	3	3	1	301.0	3.0	2.0	63	7	0	0
30105	4	3	1	301.0	3.0	2.0	64	4	1	0
30105	1	3	1	301.0	3.0	2.0	61	5	1	0
30105	2	3	1	301.0	3.0	2.0	62	4	1	0
30106	1	3	1	301.0	3.0	2.0	61	10	1	0
30106	2	3	1	301.0	3.0	2.0	62	6	1	0
30106	4	3	1	301.0	3.0	2.0	64	3	0	0
30107	1	3	1	301.0	3.0	2.0	61	10	1	0
30107	2	3	1	301.0	3.0	2.0	62	4	1	0
30107	4	3	1	301.0	3.0	2.0	64	1	1	0
30107	3	3	1	301.0	3.0	2.0	63	3	0	0
30108	3	3	1	301.0	3.0	2.0	63	1	0	0
30108	4	3	1	301.0	3.0	2.0	64	1	0	0
30108	2	3	1	301.0	3.0	2.0	62	1	0	0
30108	1	3	1	301.0	3.0	2.0	61	4	1	0
30109	1	3	1	301.0	3.0	2.0	61	5	1	0
30109	3	3	1	301.0	3.0	2.0	63	5	1	0
30109	4	3	1	301.0	3.0	2.0	64	3	1	0
30110	3	3	1	301.0	3.0	2.0	63	2	1	0
30110	1	3	1	301.0	3.0	2.0	61	3	1	1
30111	3	3	1	301.0	3.0	2.0	63	10	1	1
30111	4	3	1	301.0	3.0	2.0	64	5	1	1
30111	1	3	1	301.0	3.0	2.0	61	30	1	1
30111	2	3	1	301.0	3.0	2.0	62	2	1	0
30112	3	3	1	301.0	3.0	2.0	63	3	0	0
30112	4	3	1	301.0	3.0	2.0	64	1	1	0
30113	2	3	1	301.0	3.0	2.0	62	3	1	0
30113	4	3	1	301.0	3.0	2.0	64	3	1	0
30113	1	3	1	301.0	3.0	2.0	61	5	1	1
30113	3	3	1	301.0	3.0	2.0	63	1	1	0
30115	2	3	1	301.0	3.0	2.0	62	5	1	0
30115	1	3	1	301.0	3.0	2.0	61	4	1	0
30116	2	3	1	301.0	3.0	2.0	62	3	1	1
30116	4	3	1	301.0	3.0	2.0	64	1	1	1
30116	1	3	1	301.0	3.0	2.0	61	4	1	1
30117	2	3	1	301.0	3.0	2.0	62	10	1	0
30117	4	3	1	301.0	3.0	2.0	64	2	0	0
30117	3	3	1	301.0	3.0	2.0	63	1	1	0
30117	1	3	1	301.0	3.0	2.0	61	4	1	0
30118	4	3	1	301.0	3.0	2.0	64	2	0	0
30118	1	3	1	301.0	3.0	2.0	61	3	1	0
30118	2	3	1	301.0	3.0	2.0	62	1	1	0
30119	2	3	1	301.0	3.0	2.0	62	1	1	0
30119	1	3	1	301.0	3.0	2.0	61	15	1	1
30120	1	3	1	301.0	3.0	2.0	61	4	1	0
30120	3	3	1	301.0	3.0	2.0	63	1	0	0
30120	4	3	1	301.0	3.0	2.0	64	1	1	0
30201	2	3	2	302.0	3.0	2.0	62	1	1	0
30201	1	3	2	302.0	3.0	2.0	61	2	1	0
30202	4	3	2	302.0	3.0	2.0	64	2	0	0
30202	2	3	2	302.0	3.0	2.0	62	1	1	0
30202	1	3	2	302.0	3.0	2.0	61	5	1	0
30202	3	3	2	302.0	3.0	2.0	63	1	1	1
30203	1	3	2	302.0	3.0	2.0	61	6	1	1
30203	4	3	2	302.0	3.0	2.0	64	5	1	0
30203	2	3	2	302.0	3.0	2.0	62	32	1	0
30204	3	3	2	302.0	3.0	2.0	63	9	1	0
30204	2	3	2	302.0	3.0	2.0	62	3	1	0
30204	4	3	2	302.0	3.0	2.0	64	1	1	0
30204	1	3	2	302.0	3.0	2.0	61	2	1	0
30205	2	3	2	302.0	3.0	2.0	62	3	1	0
30205	1	3	2	302.0	3.0	2.0	61	1	1	0
30206	2	3	2	302.0	3.0	2.0	62	15	1	0
30206	1	3	2	302.0	3.0	2.0	61	11	1	0
30206	3	3	2	302.0	3.0	2.0	63	23	1	0
30207	3	3	2	302.0	3.0	2.0	63	12	1	1
30207	2	3	2	302.0	3.0	2.0	62	2	1	0
30207	4	3	2	302.0	3.0	2.0	64	2	1	0
30207	1	3	2	302.0	3.0	2.0	61	20	1	0
30208	1	3	2	302.0	3.0	2.0	61	20	1	1
30208	3	3	2	302.0	3.0	2.0	63	25	1	1
30208	2	3	2	302.0	3.0	2.0	62	7	1	1
30208	4	3	2	302.0	3.0	2.0	64	8	1	1
30209	4	3	2	302.0	3.0	2.0	64	7	1	0
30209	1	3	2	302.0	3.0	2.0	61	40	1	0
30209	3	3	2	302.0	3.0	2.0	63	11	1	0
30209	2	3	2	302.0	3.0	2.0	62	5	1	0
30210	2	3	2	302.0	3.0	2.0	62	8	1	0
30210	1	3	2	302.0	3.0	2.0	61	1	1	0
30210	4	3	2	302.0	3.0	2.0	64	2	1	0
30210	3	3	2	302.0	3.0	2.0	63	12	0	0
30212	2	3	2	302.0	3.0	2.0	62	9	1	0
30212	1	3	2	302.0	3.0	2.0	61	2	1	0
30213	4	3	2	302.0	3.0	2.0	64	6	1	0
30213	1	3	2	302.0	3.0	2.0	61	16	1	0
30213	2	3	2	302.0	3.0	2.0	62	4	1	0
30213	3	3	2	302.0	3.0	2.0	63	11	1	0
30214	4	3	2	302.0	3.0	2.0	64	5	1	0
30214	1	3	2	302.0	3.0	2.0	61	20	1	0
30214	3	3	2	302.0	3.0	2.0	63	12	1	0
30214	2	3	2	302.0	3.0	2.0	62	10	1	0
30216	1	3	2	302.0	3.0	2.0	61	6	1	0
30216	3	3	2	302.0	3.0	2.0	63	14	1	0
30216	4	3	2	302.0	3.0	2.0	64	4	1	0
30216	2	3	2	302.0	3.0	2.0	62	4	1	0
30217	4	3	2	302.0	3.0	2.0	64	6	1	0
30217	3	3	2	302.0	3.0	2.0	63	14	1	0
30217	1	3	2	302.0	3.0	2.0	61	25	1	0
30217	2	3	2	302.0	3.0	2.0	62	8	1	0
30218	3	3	2	302.0	3.0	2.0	63	7	1	0
30218	2	3	2	302.0	3.0	2.0	62	6	1	0
30218	1	3	2	302.0	3.0	2.0	61	4	1	0
30218	4	3	2	302.0	3.0	2.0	64	1	1	0
30219	1	3	2	302.0	3.0	2.0	61	13	1	0
30219	3	3	2	302.0	3.0	2.0	63	20	1	0
30220	3	3	2	302.0	3.0	2.0	63	3	1	0
30220	1	3	2	302.0	3.0	2.0	61	10	1	0
30220	4	3	2	302.0	3.0	2.0	64	4	1	0
30220	2	3	2	302.0	3.0	2.0	62	2	1	0
30301	4	3	3	303.0	3.0	1.0	64	2	0	0
30301	2	3	3	303.0	3.0	1.0	62	99	1	1
30301	3	3	3	303.0	3.0	1.0	63	10	1	0
30301	1	3	3	303.0	3.0	1.0	61	10	1	1
30302	4	3	3	303.0	3.0	1.0	64	2	1	1
30302	3	3	3	303.0	3.0	1.0	63	6	1	1
30302	2	3	3	303.0	3.0	1.0	62	7	1	1
30302	1	3	3	303.0	3.0	1.0	61	6	1	1
30303	1	3	3	303.0	3.0	1.0	61	3	1	0
30303	4	3	3	303.0	3.0	1.0	64	3	1	0
30303	2	3	3	303.0	3.0	1.0	62	8	1	1
30303	3	3	3	303.0	3.0	1.0	63	5	1	0
30304	4	3	3	303.0	3.0	1.0	64	6	1	0
30304	1	3	3	303.0	3.0	1.0	61	5	1	1
30304	3	3	3	303.0	3.0	1.0	63	1	1	0
30305	4	3	3	303.0	3.0	1.0	64	2	1	0
30305	2	3	3	303.0	3.0	1.0	62	20	1	1
30305	1	3	3	303.0	3.0	1.0	61	25	1	1
30305	3	3	3	303.0	3.0	1.0	63	6	1	0
30306	2	3	3	303.0	3.0	1.0	62	3	1	0
30306	1	3	3	303.0	3.0	1.0	61	15	1	0
30306	4	3	3	303.0	3.0	1.0	64	1	0	0
30307	2	3	3	303.0	3.0	1.0	62	2	1	1
30307	1	3	3	303.0	3.0	1.0	61	5	1	1
30307	3	3	3	303.0	3.0	1.0	63	5	0	0
30308	2	3	3	303.0	3.0	1.0	62	3	1	0
30308	1	3	3	303.0	3.0	1.0	61	1	1	0
30309	1	3	3	303.0	3.0	1.0	61	2	1	0
30309	3	3	3	303.0	3.0	1.0	63	4	1	0
30309	2	3	3	303.0	3.0	1.0	62	15	1	1
30310	4	3	3	303.0	3.0	1.0	64	3	1	0
30310	3	3	3	303.0	3.0	1.0	63	13	0	0
30310	2	3	3	303.0	3.0	1.0	62	12	1	0
30310	1	3	3	303.0	3.0	1.0	61	12	1	0
30311	3	3	3	303.0	3.0	1.0	63	3	1	0
30311	4	3	3	303.0	3.0	1.0	64	8	1	0
30311	1	3	3	303.0	3.0	1.0	61	4	1	1
30311	2	3	3	303.0	3.0	1.0	62	2	1	0
30312	2	3	3	303.0	3.0	1.0	62	3	1	1
30312	4	3	3	303.0	3.0	1.0	64	1	1	0
30312	1	3	3	303.0	3.0	1.0	61	7	1	1
30312	3	3	3	303.0	3.0	1.0	63	4	1	0
30313	4	3	3	303.0	3.0	1.0	64	1	1	0
30313	3	3	3	303.0	3.0	1.0	63	2	1	0
30313	2	3	3	303.0	3.0	1.0	62	4	1	0
30313	1	3	3	303.0	3.0	1.0	61	20	1	0
30315	3	3	3	303.0	3.0	1.0	63	3	0	0
30315	4	3	3	303.0	3.0	1.0	64	2	0	0
30316	4	3	3	303.0	3.0	1.0	64	1	1	0
30316	1	3	3	303.0	3.0	1.0	61	1	0	0
30316	3	3	3	303.0	3.0	1.0	63	2	0	0
30316	2	3	3	303.0	3.0	1.0	62	1	1	0
30317	2	3	3	303.0	3.0	1.0	62	7	1	1
30317	4	3	3	303.0	3.0	1.0	64	3	1	0
30317	1	3	3	303.0	3.0	1.0	61	7	1	1
30317	3	3	3	303.0	3.0	1.0	63	8	1	0
30318	2	3	3	303.0	3.0	1.0	62	3	1	0
30318	3	3	3	303.0	3.0	1.0	63	1	1	0
30318	1	3	3	303.0	3.0	1.0	61	1	1	0
30319	1	3	3	303.0	3.0	1.0	61	10	1	1
30319	3	3	3	303.0	3.0	1.0	63	2	1	1
30319	2	3	3	303.0	3.0	1.0	62	3	1	1
30319	4	3	3	303.0	3.0	1.0	64	2	1	0
30401	3	3	4	304.0	3.0	3.0	63	1	1	0
30401	1	3	4	304.0	3.0	3.0	61	10	1	1
30401	2	3	4	304.0	3.0	3.0	62	1	1	0
30402	3	3	4	304.0	3.0	3.0	63	1	1	0
30402	1	3	4	304.0	3.0	3.0	61	6	1	0
30402	2	3	4	304.0	3.0	3.0	62	1	1	0
30402	4	3	4	304.0	3.0	3.0	64	1	1	0
30403	1	3	4	304.0	3.0	3.0	61	2	1	0
30403	4	3	4	304.0	3.0	3.0	64	1	0	0
30404	2	3	4	304.0	3.0	3.0	62	1	1	0
30404	1	3	4	304.0	3.0	3.0	61	1	1	0
30404	3	3	4	304.0	3.0	3.0	63	1	0	0
30405	2	3	4	304.0	3.0	3.0	62	2	1	0
30405	4	3	4	304.0	3.0	3.0	64	1	1	0
30405	3	3	4	304.0	3.0	3.0	63	3	0	0
30405	1	3	4	304.0	3.0	3.0	61	7	1	0
30406	2	3	4	304.0	3.0	3.0	62	1	1	0
30406	1	3	4	304.0	3.0	3.0	61	1	1	0
30407	3	3	4	304.0	3.0	3.0	63	6	0	0
30407	4	3	4	304.0	3.0	3.0	64	1	1	0
30407	1	3	4	304.0	3.0	3.0	61	7	1	0
30407	2	3	4	304.0	3.0	3.0	62	2	1	0
30408	2	3	4	304.0	3.0	3.0	62	3	1	0
30408	1	3	4	304.0	3.0	3.0	61	7	1	0
30408	3	3	4	304.0	3.0	3.0	63	3	1	0
30408	4	3	4	304.0	3.0	3.0	64	2	1	0
30409	1	3	4	304.0	3.0	3.0	61	7	1	0
30409	4	3	4	304.0	3.0	3.0	64	2	0	0
30410	4	3	4	304.0	3.0	3.0	64	1	0	0
30410	3	3	4	304.0	3.0	3.0	63	3	0	0
