candidate_id,source_kind,local_path,file_name,sheet_or_object,read_status,read_error,n_rows_sampled,n_cols,columns_sample,id_candidates,treatment_candidates,treatment_levels_sample,outcome_candidates,numeric_col_count
RCTC-06790,download,rct_expansion/provenance/manual_check_verification_2026_06_09/downloads/RCTC-06790/SES09_Q1_J1_7DR.tab,SES09_Q1_J1_7DR.tab,delimited,readable,,1000,18,hhid; strno; villno; group; district; size; line; village; j01; j02; j03; j04; j04u; j05; j06; j06u; j07; j07u,,group,,,18
RCTC-06790,download,rct_expansion/provenance/manual_check_verification_2026_06_09/downloads/RCTC-06790/SES09_Q1_J2a_ConsOut.tab,SES09_Q1_J2a_ConsOut.tab,delimited,readable,,31,10,hhid; line; district; village; villno; strno; group; j08; j09; j10,,group,group: 2.0 | 3.0 | 1.0,,10
RCTC-06790,download,rct_expansion/provenance/manual_check_verification_2026_06_09/downloads/RCTC-06790/SES09_Q1_J2b_ConsOut.tab,SES09_Q1_J2b_ConsOut.tab,delimited,readable,,990,40,district; village; villno; strno; group; hhid; j08; j11; j11u; j12a; j12b; j13a; j13b; j14; j15; j16; j17; j18; j19; j20; j21; j22; j22b_1; j22b_2; j22b_3; j23b; j24; j25; j26; j27; j28; j29; j30; j31; j32; j33; j34; j35; j36; j37,,group,group: 3.0 | 2.0 | 1.0,,40
RCTC-06790,download,rct_expansion/provenance/manual_check_verification_2026_06_09/downloads/RCTC-06790/SES09_Q1_K_NonfoodExp.tab,SES09_Q1_K_NonfoodExp.tab,delimited,readable,,1000,14,hhid; line; district; village; villno; strno; group; k01; k02; k03; k03u; k04; k05; k05u,,group,group: 3.0 | 2.0,,14
RCTC-06790,download,rct_expansion/provenance/manual_check_verification_2026_06_09/downloads/RCTC-06790/SES09_Q1_L_NutFath.tab,SES09_Q1_L_NutFath.tab,delimited,readable,,375,37,district; village; villno; strno; group; hhid; codigo; l01; l02a; l02b; l02c; l02d; l02e; l03; l04; l04u; l05; l05u; l06; l06u; l07; l08; l09a; l09b; l09c; l09d; l09e; l09f; l09g; l09h; l09i; l09j; l09k; l09l; l09m; l09n; l09o,,group,group: 3.0 | 2.0 | 1.0,codigo,37
RCTC-06790,download,rct_expansion/provenance/manual_check_verification_2026_06_09/downloads/RCTC-06790/SES09_Q1_M1_VitFath.tab,SES09_Q1_M1_VitFath.tab,delimited,readable,,373,54,district; village; villno; strno; group; hhid; codigo; m01; m02; m03; m04_1; m04_2; m04_3; m05; m06a; m06b; m06c; m06d; m07; m07a; m07b; m07c; m08a; m08b; m08c; m08d; m08e; m08f; m08g; m08h; m08i; m08j; m08k; m08l; m08m; m08n; m08o; m08oc; m08p; m08q; m08r; m08s; m08t; m08u; m08v; m08w; m08x; m08y; m08z; m08la; m08ma; m08na; m08oa; m08ob,,group,group: 3.0 | 2.0 | 1.0,codigo,54
RCTC-06790,download,rct_expansion/provenance/manual_check_verification_2026_06_09/downloads/RCTC-06790/SES09_Q1_M2_InfoFath.tab,SES09_Q1_M2_InfoFath.tab,delimited,readable,,378,21,district; village; villno; strno; group; hhid; codigo; m09; m10_1; m10_2; m10_3; m11; m12; m13; m14; m15; m16; m17; m18; m19; m20,,group,group: 3.0 | 2.0 | 1.0,codigo,21
RCTC-06790,download,rct_expansion/provenance/manual_check_verification_2026_06_09/downloads/RCTC-06790/SES09_Q1_N_Housing.tab,SES09_Q1_N_Housing.tab,delimited,readable,,990,44,district; village; villno; strno; group; hhid; n1; n2; n3; n4; n5; n6; n7; n8; n9; n10; n11; n12; n13; n14; n15; n16; n17; n18; n19; n20; n21; n22; n23; n24; n25; n26; n27; n28; n29; n30; n31; n32; n33; n34; n35; n36; n37; n38,,group,group: 3.0 | 2.0 | 1.0,,44
RCTC-06790,download,rct_expansion/provenance/manual_check_verification_2026_06_09/downloads/RCTC-06790/SES09_Q1_O1a_Animals.tab,SES09_Q1_O1a_Animals.tab,delimited,readable,,990,7,district; village; villno; strno; group; hhid; o01,,group,group: 3.0 | 2.0 | 1.0,,7
RCTC-06790,download,rct_expansion/provenance/manual_check_verification_2026_06_09/downloads/RCTC-06790/SES09_Q1_O1b_Animals.tab,SES09_Q1_O1b_Animals.tab,delimited,readable,,1000,11,hhid; line; district; village; villno; strno; group; o02; o03; o04; o05,,group,group: 3.0 | 2.0,,11
RCTC-06790,download,rct_expansion/provenance/manual_check_verification_2026_06_09/downloads/RCTC-06790/SES09_Q1_O2a_Shocks.tab,SES09_Q1_O2a_Shocks.tab,delimited,readable,,1000,15,district; village; villno; strno; group; hhid; line; o06; o07; o08; o09; o10; o11; o12; o13,,group,group: 3.0 | 2.0,,15
RCTC-06790,download,rct_expansion/provenance/manual_check_verification_2026_06_09/downloads/RCTC-06790/SES09_Q1_O2b_Rain.tab,SES09_Q1_O2b_Rain.tab,delimited,readable,,630,9,district; village; villno; strno; group; hhid; o14; o15; o16,,group,group: 3.0 | 2.0 | 1.0,,9
RCTC-06790,download,rct_expansion/provenance/manual_check_verification_2026_06_09/downloads/RCTC-06790/SES09_Q1_P_NutMoth.tab,SES09_Q1_P_NutMoth.tab,delimited,readable,,967,41,district; village; villno; strno; group; hhid; codigo; p01; p02; p03; p04_1; p04_2; p04_3; p05; p06; p07; p08; p09; p10; p10u; p11; p11u; p12; p12u; p13; p14; p15a; p15b; p15c; p15d; p15e; p15f; p15g; p15h; p15i; p15j; p15k; p15l; p15m; p15n; p15o,,group,group: 3.0 | 2.0 | 1.0,codigo,41
RCTC-06790,download,rct_expansion/provenance/manual_check_verification_2026_06_09/downloads/RCTC-06790/SES09_Q1_Q1_VitMoth.tab,SES09_Q1_Q1_VitMoth.tab,delimited,readable,,965,60,district; village; villno; strno; group; hhid; codigo; q01; q02a; q02b; q02c; q02d; q03_01; q03_02; q03_03; q03_04; q04a; q04b; q04c; q04d; q04e; q04f; q04g; q04h; q04i; q04j; q04k; q04l; q04m; q04n; q04o; q04p; q04q; q04r; q04s; q04t; q04u; q04v; q04w; q04x; q04y; q04z; q04ca; q04da; q04ea; q04fa; q04ga; q04ha; q05a; q05b; q05c; q05d; q05e; q05f; q05g; q06; q07a; q07b; q07c; q07d,,group,group: 3.0 | 2.0 | 1.0,codigo,60
RCTC-06790,download,rct_expansion/provenance/manual_check_verification_2026_06_09/downloads/RCTC-06790/SES09_Q1_Q2_InfoMoth.tab,SES09_Q1_Q2_InfoMoth.tab,delimited,readable,,988,22,district; village; villno; strno; group; hhid; q08; q09_1; q09_2; q09_3; q10_1; q10_2; q10_3; q11; q12; q13; q14; q15; q16; q17; q18; q19,,group,group: 3.0 | 2.0 | 1.0,,22
RCTC-06852,download,rct_expansion/provenance/manual_check_verification_2026_06_09/downloads/RCTC-06852/3IE Final Report Tables.do,3IE Final Report Tables.do,,skipped_unsupported_extension,,,,,,,,,
RCTC-06852,download,rct_expansion/provenance/manual_check_verification_2026_06_09/downloads/RCTC-06852/secondaryoutcomedata_3ie.tab,secondaryoutcomedata_3ie.tab,delimited,readable,,1000,82,patientid; timecomptb; smoked; smokedqty; diffdressing; diffbathing; diffeating; difftoileting; diffgettingup; difflighthhwork; diffclimbstairs; difflifting; diffwalkshort; diffwalklong; otherillness; othgovhosp; othprivhosp; othprivclinic; othwelfarehosp; othbhu; othrhc; othdispenser; othhomeopath; othhakim; othdumdua; othhealth; othhhrem; othhhmeds; tbmed24hrs; todayyest; medremind; hhmedremind; hhmedremcode; medremrel; incentives; hhincentive; hhincentivecode; incentiverel; seemed; hhseemed; hhseemedcode; seemedrel; encourage; hhencourage; hhecouragecode; encouragerel; mobaccess; noaccessreason; medeatloc; mobownerhome; reccall; makecall; sendsms; receivesms; moneytransfer; billpay; smsscript; smssentyest; smsrecyest; workpaymonth; notworkreason; questionnaire; compdate; zindagi; regimentype; cliniccat; indus; govtclinic; private; outcome; success; cured; txcomplete; default; died; fail; transfer; daysinstudy; hopefulness; healthy,,,,outcome,81
RCTC-06852,download,rct_expansion/provenance/manual_check_verification_2026_06_09/downloads/RCTC-06852/Secondary Outcomes data Codebook_3IE.xlsx,Secondary Outcomes data Codebook_3IE.xlsx,Sheet1,readable,,86,4,Variable Name; Type; Question; Options,,,,,0
RCTC-06852,download,rct_expansion/provenance/manual_check_verification_2026_06_09/downloads/RCTC-06852/Treatment Outcomes and Baseline Data Codebook_3IE.xlsx,Treatment Outcomes and Baseline Data Codebook_3IE.xlsx,Sheet1,readable,,175,4,Variable Name; Type; Specify; Options,,,,,0
RCTC-06852,download,rct_expansion/provenance/manual_check_verification_2026_06_09/downloads/RCTC-06852/txoutcomeandbaselinedata_3ie.tab,txoutcomeandbaselinedata_3ie.tab,delimited,readable,,1000,162,patientid; selfoutcome; selfsuccess; selfcured; selfcomplete; selfdefault; selfdied; selffail; selftransfer; daten; sex; mother_tongue; zindagi; recsms; urdu; mobown; regimentype; canread; canwrite; school; schooltype; highestgrade; ethnicity; religion; marstat; children; numchildren; pat_hhhead; pat_finhead; hepatitis; smoked; smokedqty; restype; no_rooms; flrmaterial; ceilmaterial; wallmaterial; watersource; drinksource; toiletfac; electricity; suigas; ptcl; traveltimeclinic; transportmode; costtoclinic; govhosp; privhosp; privclinic; welfarehosp; bhu; rhc; dispenser; homeopath; hakim; dumduaa; healthfac; hhremedies; hhmeds; otherillness; othgovhosp; othprivhosp; othprivclinic; othwelfarehosp; othbhu; othrhc; othdispenser; othhomeopath; othhakim; othdumduaa; othhealth; othhhrem; othhhmed; treatsupp; hhtreatsupp; medremind; tbdeath; hhtbdeath; reccall; makecall,,treatsupp; hhtreatsupp; daysfirsttreat,treatsupp: 0.0 | 1.0 || hhtreatsupp: 1.0 | 0.0,selfoutcome; outcome; primary; secondary,160
RCTC-06852,download,rct_expansion/provenance/manual_check_verification_2026_06_09/downloads/RCTC-06852/zindagisystemresponsedata_3ie.tab,zindagisystemresponsedata_3ie.tab,delimited,readable,,1000,21,patientid; resp_any; remdate; rem_any; resprate; daten; zindagi; regimentype; daysinstudy; weeksinstud; twoweeksinstudy; onsystemthroughout; twowksentrem; twowkresp; twowkresprate; twowksent6mo; twowkresp6mo; twowkrr6mo; twowksent8mo; twowkresp8mo; twowkrr8mo,,,,resprate; twowkresprate,19
RCTC-06852,download,rct_expansion/provenance/manual_check_verification_2026_06_09/downloads/RCTC-06852/Zindagi System Response data Codebook_3IE.xlsx,Zindagi System Response data Codebook_3IE.xlsx,Sheet1,readable,,20,3,Variable Name; Description; Options,,,,,0
RCTC-03313,download,rct_expansion/provenance/manual_check_verification_2026_06_09/downloads/RCTC-03313/Anonymised_Data_LaMaTuPe_2024-01-23.xlsx,Anonymised_Data_LaMaTuPe_2024-01-23.xlsx,Datensatz LaMaTuPe,readable,,254,79,Datensatz; Alter in Jahren; Altersgruppe; Nr. in Altersgruppe; Geschlecht; Körpergröße; Gewicht; ASA; Mallampati; Eingriffsart; Intubation; Extubation; Schnitt; Naht Ende; Eingriffsdauer; Liegedauer SGA; Behandlungsform; Dringlichkeit; operierende Fachabteilung; Studienarm; erwartete Größe; verwendete Größe; Abweichung; Overall-pass-success; First-Pass-Success; Insertionserfolg; Verfahrenswechsel; verwendete Größe.1; Anzahl Versuche; Insertionszeit; Zeit definitive SGA; Leckagedruck; Leckagevolumen absolut; Leckagevolumen absolut.1; Tidalvolumen; AMV; Leckagevolumen; Leckagevolumen / Min; Induktion; Dosis; Aufrechterhaltung; Opioid; Dosis.1; Relaxans; Dosis.2; Zeichen nicht ausreichender Narkosetiefe; Komplikationen bei Einleitung; Unnamed: 47; Komplikationen während Narkose; Unnamed: 49; Komplikationen postop; Unnamed: 51; intraop. Schmerztherapie; Unnamed: 53; postop. Schmerztherapie; Schmerzen Mund-Rachenraum postop; sonst. Beschwerden; Besonderheiten; Anästhesist*in; Anästhesienummer; Geschlecht.1; Erfahrung SGA; Facharzt; Berufserfahrung; Schwierigkeit Verfahren; persönliche Präferenz; Hilfe notwendig?; Hilfe - Wer?; Hilfe - Anästhesienummer; C/L-Klassifikation; Weiteres Hilfsmittel erforderlich?; Übernahme durch erfahrenere Kolleg*in; Übername - Wer?; Übernahme - Anästhesienummer; Anzahl Insertionsversuche; First-Pass-Success Kolleg*in; Bemerkungen; Unnamed: 77; Unnamed: 78,,Studienarm,Studienarm: 2.0 | 1.0,Komplikationen postop; postop. Schmerztherapie; Schmerzen Mund-Rachenraum postop,46
RCTC-03313,download,rct_expansion/provenance/manual_check_verification_2026_06_09/downloads/RCTC-03313/Anonymised_Data_LaMaTuPe_2024-01-23.xlsx,Anonymised_Data_LaMaTuPe_2024-01-23.xlsx,Legende SPSS,readable,,26,8,F; Dropout Protokoll; 0: nein; 1: ja; 2: in Klärung; Unnamed: 5; Unnamed: 6; Unnamed: 7,,,,,0
RCTC-03313,download,rct_expansion/provenance/manual_check_verification_2026_06_09/downloads/RCTC-03313/Anonymised_Data_LaMaTuPe_2024-01-23.xlsx,Anonymised_Data_LaMaTuPe_2024-01-23.xlsx,Glossar,readable,,86,17,A; Pat.-Nr.; Laufende Nummer in Studie nach Einwilligungen ; Prescreening nicht erfasst; keine; Unnamed: 4; Unnamed: 5; Unnamed: 6; Unnamed: 7; Unnamed: 8; Unnamed: 9; Unnamed: 10; Unnamed: 11; Unnamed: 12; Unnamed: 13; Unnamed: 14; Unnamed: 15; Unnamed: 16,,,,,5
RCTC-06813,download,rct_expansion/provenance/manual_check_verification_2026_06_09/downloads/RCTC-06813/Choosewell365_cleaning_and_analytic_code-1.R,Choosewell365_cleaning_and_analytic_code-1.R,,skipped_unsupported_extension,,,,,,,,,
