candidate_id,final_qualification,is_qualified_for_cleaning_queue,title,repository,dataset_doi,publication_doi,url,download_status_summary,automated_decision,downloaded_file_count,download_failed_count,readable_table_count,license_status_from_screen,final_reason,key_tables,treatment_evidence,outcome_evidence,next_action,manual_inspection_note
RCTC-07219,qualified_for_cleaning,yes,"Replication Data for ""The Impact of Text Message Reminders on Adherence to Antimalarial Treatment""",Harvard Dataverse,10.7910/dvn/fomqoo,10.1371/journal.pone.0109032,https://doi.org/10.7910/DVN/FOMQOO,downloaded 3 file(s); 2 readable table(s),not_qualified_before_cleaning,3,0,2,fail_or_unclear,"Harvard Dataverse metadata license is CC0; participant-level antimalarial SMS reminder data downloaded with ID, treatment indicators, baseline variables, and outcomes.",PACT_30March2012.tab:delimited rows>=1000 cols=567,treated_ate; _treated_itt; _treated_mhis,_FU_outcome; eFUattp1_e18_IWoutcome; eFUattp2_e18_IWoutcome; eFUattp3_e18_IWoutcome; eFUattp_phoneFU_IWoutcome; eFUattp_phoneFU_e18_IWoutcome; eFUbackcheck_e18_IWoutcome; l1_postpone; m1_symptoms; p11e_vomit; p12e_vomit; p13e_vomit; p14e_vomit; p15e_vomit; p16e_vomit; p22_weightkg; r13a_msgchange; r13b_msgchange; r13c_msgchange; r13d_msgchange; r13e_msgchange; r13f_msgchange; r13g_msgchange; v2j_accepted; matching_quality; MHIS_match_quality,Read primary publication and map primary outcome/covariates before cleaning.,
RCTC-06982,not_qualified_before_cleaning,no,Balancing Time in College: Examining Time-Use and Academic Outcomes of Students in a Comprehensive College Transition Program,ICPSR Harvested Dataverse,10.3886/e131041v1,10.3886/e131041,https://doi.org/10.3886/E131041V1,no data file downloaded,not_qualified_before_cleaning,0,0,0,fail_or_unclear,ICPSR/openICPSR DOI and project pages returned Cloudflare/challenge pages; no ethical no-login download path was available.,,,,Do not add to active cleaning queue unless the stated blocker is resolved.,
RCTC-07192,not_qualified_before_cleaning,no,"Data and Codes for: Tutoring Efficacy, Household Substitution, and Student Achievement",ICPSR Harvested Dataverse,10.3886/e193091v1,10.3886/e193091,https://doi.org/10.3886/E193091V1,no data file downloaded,not_qualified_before_cleaning,0,0,0,fail_or_unclear,ICPSR/openICPSR DOI and project pages returned Cloudflare/challenge pages; no ethical no-login download path was available.,,,,Do not add to active cleaning queue unless the stated blocker is resolved.,
RCTC-07047,not_qualified_before_cleaning,no,"Demonstrating Respect and Acceptable Consent Strategies: What Matters to Patients in Patient-Centered Outcomes Research (PCOR)? [Methods Study], United States, 2017 Version 1",ICPSR Harvested Dataverse,10.3886/icpsr39575.v1,10.3886/icpsr39575,https://doi.org/10.3886/ICPSR39575.V1,no data file downloaded,not_qualified_before_cleaning,0,0,0,fail_or_unclear,ICPSR/openICPSR DOI and project pages returned Cloudflare/challenge pages; no ethical no-login download path was available.,,,,Do not add to active cleaning queue unless the stated blocker is resolved.,
RCTC-07246,not_qualified_before_cleaning,no,"Design and Methodological Improvements for Patient-Centered Small n Sequential Multiple Assignment Randomized Trials (snSMARTs) in the Setting of Rare Diseases [Methods Study], 2016-2020 Archival Version",ICPSR Harvested Dataverse,10.3886/icpsr39636,10.3886/icpsr39636.v1,https://doi.org/10.3886/ICPSR39636,no data file downloaded,not_qualified_before_cleaning,0,0,0,fail_or_unclear,ICPSR/openICPSR DOI and project pages returned Cloudflare/challenge pages; no ethical no-login download path was available.,,,,Do not add to active cleaning queue unless the stated blocker is resolved.,
RCTC-07247,not_qualified_before_cleaning,no,"Design and Methodological Improvements for Patient-Centered Small n Sequential Multiple Assignment Randomized Trials (snSMARTs) in the Setting of Rare Diseases [Methods Study], 2016-2020 Version 1",ICPSR Harvested Dataverse,10.3886/icpsr39636.v1,10.3886/icpsr39636,https://doi.org/10.3886/ICPSR39636.V1,no data file downloaded,not_qualified_before_cleaning,0,0,0,fail_or_unclear,ICPSR/openICPSR DOI and project pages returned Cloudflare/challenge pages; no ethical no-login download path was available.,,,,Do not add to active cleaning queue unless the stated blocker is resolved.,
RCTC-07205,not_qualified_before_cleaning,no,"Efficacy Study of Adventures Aboard the S.S.GRIN: Social, Emotional, and Academic Skills, WestEd and 3C Institute, 2019-2023",ICPSR Harvested Dataverse,10.3886/e191912v1,10.3886/e191912,https://doi.org/10.3886/E191912V1,no data file downloaded,not_qualified_before_cleaning,0,0,0,fail_or_unclear,ICPSR/openICPSR DOI and project pages returned Cloudflare/challenge pages; no ethical no-login download path was available.,,,,Do not add to active cleaning queue unless the stated blocker is resolved.,
RCTC-07054,not_qualified_before_cleaning,no,"Engaging Stakeholders in Building Patient-Centered, N-of-1 Randomized and Other Controlled Trial Methods [Methods Study], New York, 2014-2019 Archival Version",ICPSR Harvested Dataverse,10.3886/icpsr39585,10.3886/icpsr39585.v1,https://doi.org/10.3886/ICPSR39585,no data file downloaded,not_qualified_before_cleaning,0,0,0,fail_or_unclear,ICPSR/openICPSR DOI and project pages returned Cloudflare/challenge pages; no ethical no-login download path was available.,,,,Do not add to active cleaning queue unless the stated blocker is resolved.,
RCTC-07055,not_qualified_before_cleaning,no,"Engaging Stakeholders in Building Patient-Centered, N-of-1 Randomized and Other Controlled Trial Methods [Methods Study], New York, 2014-2019 Version 1",ICPSR Harvested Dataverse,10.3886/icpsr39585.v1,10.3886/icpsr39585,https://doi.org/10.3886/ICPSR39585.V1,no data file downloaded,not_qualified_before_cleaning,0,0,0,fail_or_unclear,ICPSR/openICPSR DOI and project pages returned Cloudflare/challenge pages; no ethical no-login download path was available.,,,,Do not add to active cleaning queue unless the stated blocker is resolved.,
RCTC-07052,not_qualified_before_cleaning,no,Extending the Analysis of Nurse Family Partnership on Maternal and Child Mortality,ICPSR Harvested Dataverse,10.3886/e108425,10.1016/j.amepre.2021.04.014,https://doi.org/10.3886/E108425,no data file downloaded,not_qualified_before_cleaning,0,0,0,fail_or_unclear,ICPSR/openICPSR DOI and project pages returned Cloudflare/challenge pages; no ethical no-login download path was available.,,,,Do not add to active cleaning queue unless the stated blocker is resolved.,
RCTC-07053,not_qualified_before_cleaning,no,Extending the Analysis of Nurse Family Partnership on Maternal and Child Mortality,ICPSR Harvested Dataverse,10.3886/e108425v1,10.1016/j.amepre.2021.04.014,https://doi.org/10.3886/E108425V1,no data file downloaded,not_qualified_before_cleaning,0,0,0,fail_or_unclear,ICPSR/openICPSR DOI and project pages returned Cloudflare/challenge pages; no ethical no-login download path was available.,,,,Do not add to active cleaning queue unless the stated blocker is resolved.,
RCTC-06975,not_qualified_before_cleaning,no,Improving Children's Understanding of Mathematical Equivalence: An Efficacy Study,ICPSR Harvested Dataverse,10.3886/e182542v1,10.3886/e182542,https://doi.org/10.3886/E182542V1,no data file downloaded,not_qualified_before_cleaning,0,0,0,fail_or_unclear,ICPSR/openICPSR DOI and project pages returned Cloudflare/challenge pages; no ethical no-login download path was available.,,,,Do not add to active cleaning queue unless the stated blocker is resolved.,
RCTC-06889,not_qualified_before_cleaning,no,Increasing Community College Completion Rates among Low-Income Students: Evidence from a Randomized Controlled Trial Evaluation of a Case Management Intervention,ICPSR Harvested Dataverse,10.3886/e120838v1,10.3886/e120838,https://doi.org/10.3886/E120838V1,no data file downloaded,not_qualified_before_cleaning,0,0,0,fail_or_unclear,ICPSR/openICPSR DOI and project pages returned Cloudflare/challenge pages; no ethical no-login download path was available.,,,,Do not add to active cleaning queue unless the stated blocker is resolved.,
RCTC-07273,not_qualified_before_cleaning,no,"Memphis New Mothers Study, 1990-1994 Version 3",ICPSR Harvested Dataverse,10.3886/icpsr06782.v3,10.3886/icpsr06782,https://doi.org/10.3886/ICPSR06782.V3,no data file downloaded,not_qualified_before_cleaning,0,0,0,fail_or_unclear,ICPSR/openICPSR DOI and project pages returned Cloudflare/challenge pages; no ethical no-login download path was available.,,,,Do not add to active cleaning queue unless the stated blocker is resolved.,
RCTC-06972,not_qualified_before_cleaning,no,PODER Familiar: Health Promotion for Latino Families of Children With IDD (PODER),ICPSR Harvested Dataverse,10.3886/e233931v1,10.3886/e233931,https://doi.org/10.3886/E233931V1,no data file downloaded,not_qualified_before_cleaning,0,0,0,fail_or_unclear,ICPSR/openICPSR DOI and project pages returned Cloudflare/challenge pages; no ethical no-login download path was available.,,,,Do not add to active cleaning queue unless the stated blocker is resolved.,
RCTC-06973,not_qualified_before_cleaning,no,PRESCHOOL FIRST STEP TO SUCCESS: AN EFFICACY REPLICATION STUDY,ICPSR Harvested Dataverse,10.3886/e194849v1,10.1177/0014402920924848,https://doi.org/10.3886/E194849V1,no data file downloaded,not_qualified_before_cleaning,0,0,0,fail_or_unclear,ICPSR/openICPSR DOI and project pages returned Cloudflare/challenge pages; no ethical no-login download path was available.,,,,Do not add to active cleaning queue unless the stated blocker is resolved.,
RCTC-07004,not_qualified_before_cleaning,no,Power To Quit I,ICPSR Harvested Dataverse,10.3886/e165321v1,10.3886/e165321,https://doi.org/10.3886/E165321V1,no data file downloaded,not_qualified_before_cleaning,0,0,0,fail_or_unclear,ICPSR/openICPSR DOI and project pages returned Cloudflare/challenge pages; no ethical no-login download path was available.,,,,Do not add to active cleaning queue unless the stated blocker is resolved.,
RCTC-07231,not_qualified_before_cleaning,no,Replication data for: Incentives and Services for College Achievement: Evidence from a Randomized Trial,ICPSR Harvested Dataverse,10.3886/e116327v1-102560,10.1257/app.1.1.136,https://doi.org/10.3886/E116327V1-102560,no data file downloaded,not_qualified_before_cleaning,0,0,0,fail_or_unclear,ICPSR/openICPSR DOI and project pages returned Cloudflare/challenge pages; no ethical no-login download path was available.,,,,Do not add to active cleaning queue unless the stated blocker is resolved.,
RCTC-06961,not_qualified_before_cleaning,no,Risk of Bias Assessment in the PTSD Repository,ICPSR Harvested Dataverse,10.3886/e238615,10.3886/e238615v1,https://doi.org/10.3886/E238615,no data file downloaded,not_qualified_before_cleaning,0,0,0,fail_or_unclear,ICPSR/openICPSR DOI and project pages returned Cloudflare/challenge pages; no ethical no-login download path was available.,,,,Do not add to active cleaning queue unless the stated blocker is resolved.,
RCTC-06962,not_qualified_before_cleaning,no,Risk of Bias Assessment in the PTSD Repository,ICPSR Harvested Dataverse,10.3886/e238615v1,10.3886/e238615,https://doi.org/10.3886/E238615V1,no data file downloaded,not_qualified_before_cleaning,0,0,0,fail_or_unclear,ICPSR/openICPSR DOI and project pages returned Cloudflare/challenge pages; no ethical no-login download path was available.,,,,Do not add to active cleaning queue unless the stated blocker is resolved.,
RCTC-07069,not_qualified_before_cleaning,no,"The National Study of Learning Mindsets, [United States], 2015-2016 Version 2",ICPSR Harvested Dataverse,10.3886/icpsr37353.v2,10.3886/icpsr37353,https://doi.org/10.3886/ICPSR37353.V2,no data file downloaded,not_qualified_before_cleaning,0,0,0,fail_or_unclear,ICPSR/openICPSR DOI and project pages returned Cloudflare/challenge pages; no ethical no-login download path was available.,,,,Do not add to active cleaning queue unless the stated blocker is resolved.,
RCTC-06989,not_qualified_before_cleaning,no,The Value of MOOC Certificates versus Traditional Credentials and Experience: Data and Analysis Files,ICPSR Harvested Dataverse,10.3886/e130725v1,10.1177/2332858420973577,https://doi.org/10.3886/E130725V1,no data file downloaded,not_qualified_before_cleaning,0,0,0,fail_or_unclear,ICPSR/openICPSR DOI and project pages returned Cloudflare/challenge pages; no ethical no-login download path was available.,,,,Do not add to active cleaning queue unless the stated blocker is resolved.,
RCTC-06990,not_qualified_before_cleaning,no,The Value of MOOC Certificates versus Traditional Credentials and Experience: Data and Analysis Files,ICPSR Harvested Dataverse,10.3886/e130725,10.1177/2332858420973577,https://doi.org/10.3886/E130725,no data file downloaded,not_qualified_before_cleaning,0,0,0,fail_or_unclear,ICPSR/openICPSR DOI and project pages returned Cloudflare/challenge pages; no ethical no-login download path was available.,,,,Do not add to active cleaning queue unless the stated blocker is resolved.,
RCTC-06946,not_qualified_before_cleaning,no,Who has been studied in PTSD clinical trials?,ICPSR Harvested Dataverse,10.3886/e245213v1,10.3886/e245213,https://doi.org/10.3886/E245213V1,no data file downloaded,not_qualified_before_cleaning,0,0,0,fail_or_unclear,ICPSR/openICPSR DOI and project pages returned Cloudflare/challenge pages; no ethical no-login download path was available.,,,,Do not add to active cleaning queue unless the stated blocker is resolved.,
RCTC-06947,not_qualified_before_cleaning,no,Who has been studied in PTSD clinical trials?,ICPSR Harvested Dataverse,10.3886/e245213,10.3886/e245213v1,https://doi.org/10.3886/E245213,no data file downloaded,not_qualified_before_cleaning,0,0,0,fail_or_unclear,ICPSR/openICPSR DOI and project pages returned Cloudflare/challenge pages; no ethical no-login download path was available.,,,,Do not add to active cleaning queue unless the stated blocker is resolved.,
RCTC-06790,not_qualified_before_cleaning,no,"Reaching end users (REU) socioeconomic endline survey 2009, Mozambique",IFPRI Dataverse,10.7910/dvn/rn40sp,,https://doi.org/10.7910/DVN/RN40SP,downloaded 36 file(s); 36 readable table(s),not_qualified_before_cleaning,36,0,36,fail_or_unclear,"Downloaded IFPRI household/endline survey files, but metadata does not confirm individual clinical randomization; intervention appears large-scale/cluster or household program rather than eligible individually randomized clinical RCT.",SES09_Q1_A_Identification.tab:delimited rows>=990 cols=12 | SES09_Q1_B_Composition.tab:delimited rows>=1000 cols=16 | SES09_Q1_C_Composition.tab:delimited rows>=1000 cols=15 | SES09_Q1_D1_Composition.tab:delimited rows>=1000 cols=13 | SES09_Q1_D2_Composition.tab:delimited rows>=723 cols=15 | SES09_Q1_E_Composition.tab:delimited rows>=1000 cols=17,group | group | group | group,codigo | codigo | codigo | codigo,Do not add to active cleaning queue unless the stated blocker is resolved.,
RCTC-06852,qualified_with_license_caveat,yes,Impact of mobile message reminders on tuberculosis treatment outcomes in Pakistan,Impact Evaluation Dataverse,10.7910/dvn/tpraot,,https://doi.org/10.7910/DVN/TPRAOT,downloaded 7 file(s); 6 readable table(s),not_qualified_before_cleaning,7,0,6,fail_or_unclear,"TB SMS reminder RCT data downloaded through official Dataverse guestbook using the repository-specified identity; participant-level treatment/outcome file has 2,207 unique patient IDs. Terms are CC BY-NC-SA 4.0, so reuse needs attribution, noncommercial use, and share-alike compliance.",secondaryoutcomedata_3ie.tab:delimited rows>=1000 cols=82 | Secondary Outcomes data Codebook_3IE.xlsx:Sheet1 rows>=86 cols=4 | Treatment Outcomes and Baseline Data Codebook_3IE.xlsx:Sheet1 rows>=175 cols=4 | txoutcomeandbaselinedata_3ie.tab:delimited rows>=1000 cols=162 | zindagisystemresponsedata_3ie.tab:delimited rows>=1000 cols=21 | Zindagi System Response data Codebook_3IE.xlsx:Sheet1 rows>=20 cols=3,treatsupp; hhtreatsupp; daysfirsttreat,outcome | selfoutcome; outcome; primary; secondary | resprate; twowkresprate,Read primary publication and map primary outcome/covariates before cleaning.,
RCTC-03855,not_qualified_before_cleaning,no,Dataset for: Homa Bay preschooler caregiver Survey-data,International Potato Center,10.21223/kjy3xi,,https://data.cipotato.org/citation?persistentId=doi:10.21223/KJY3XI,no data file downloaded,not_qualified_before_cleaning,0,0,0,fail_or_unclear,No data file was registered/downloaded from the CIP record in the official API response.,,,,Do not add to active cleaning queue unless the stated blocker is resolved.,
RCTC-04385,not_qualified_before_cleaning,no,"Additional file 1: of Comparison of intraoperative handling and wound healing between (NEOSORBÂŽ plus) and coated polyglactin 910 suture (NEOSORBÂŽ): a prospective, single-blind, randomized controlled trial",figshare,10.6084/m9.figshare.6789515.v1,10.1186/s12893-018-0377-4,https://springernature.figshare.com/articles/Additional_file_1_of_Comparison_of_intraoperative_handling_and_wound_healing_between_NEOSORB_plus_and_coated_polyglactin_910_suture_NEOSORB_a_prospective_single-blind_randomized_controlled_trial/6789515/1,no data file downloaded,not_qualified_before_cleaning,0,0,0,pass,no data file downloaded; participant-level rows not confirmed; treatment/group assignment not confirmed; outcomes not confirmed,,,,Do not add to active cleaning queue unless the stated blocker is resolved.,
RCTC-03313,qualified_for_cleaning,yes,"Laryngeal mask vs. laryngeal tube trial in pediatric patients (LaMaTuPe): a single-blinded, open-label, randomized controlled trial [data]",heiDATA,10.11588/data/j7zitw,10.1097/mej.0000000000001178,https://heidata.uni-heidelberg.de/citation?persistentId=doi:10.11588/data/J7ZITW,downloaded 1 file(s); 3 readable table(s),not_qualified_before_cleaning,1,0,3,fail_or_unclear,"heiDATA metadata license is CC BY 4.0; participant-level pediatric airway RCT workbook includes Studienarm, baseline/anesthesia covariates, and insertion/safety outcomes.",Anonymised_Data_LaMaTuPe_2024-01-23.xlsx:Datensatz LaMaTuPe rows>=254 cols=79 | Anonymised_Data_LaMaTuPe_2024-01-23.xlsx:Legende SPSS rows>=26 cols=8 | Anonymised_Data_LaMaTuPe_2024-01-23.xlsx:Glossar rows>=86 cols=17,Studienarm,Komplikationen postop; postop. Schmerztherapie; Schmerzen Mund-Rachenraum postop,Read primary publication and map primary outcome/covariates before cleaning.,
RCTC-06813,not_qualified_before_cleaning,no,"Replication Data for: ""Network threats to causal inference: Variations in network position by participation in randomized controlled trials""",Douglas Levy - ChooseWell Together 2,10.7910/dvn/apdpwh,10.1016/j.socnet.2026.03.004,https://doi.org/10.7910/DVN/APDPWH,downloaded 1 file(s); 0 readable table(s),not_qualified_before_cleaning,1,0,0,fail_or_unclear,Downloaded analysis code only; raw/analytic data are hosted elsewhere and were not available from this record.,,,,Do not add to active cleaning queue unless the stated blocker is resolved.,
RCTC-07244,not_qualified_before_cleaning,no,Improving Success of Non-Communicable Diseases Mobile Phone Surveys: Results of Two Randomized Trials Testing Interviewer Gender and Message Valence in Bangladesh and Uganda,ICPSR Harvested Dataverse,10.3886/e183511,10.3886/e183511v1,https://doi.org/10.3886/E183511,no data file downloaded,not_qualified_before_cleaning,0,0,0,fail_or_unclear,ICPSR/openICPSR DOI and project pages returned Cloudflare/challenge pages; no ethical no-login download path was available.,,,,Do not add to active cleaning queue unless the stated blocker is resolved.,
RCTC-07245,not_qualified_before_cleaning,no,Improving Success of Non-Communicable Diseases Mobile Phone Surveys: Results of Two Randomized Trials Testing Interviewer Gender and Message Valence in Bangladesh and Uganda,ICPSR Harvested Dataverse,10.3886/e183511v1,10.3886/e183511,https://doi.org/10.3886/E183511V1,no data file downloaded,not_qualified_before_cleaning,0,0,0,fail_or_unclear,ICPSR/openICPSR DOI and project pages returned Cloudflare/challenge pages; no ethical no-login download path was available.,,,,Do not add to active cleaning queue unless the stated blocker is resolved.,
