ID	wealth_quintile
"211010801"	3
"211010802"	1
"211010803"	3
"211010804"	1
"211010805"	1
"211011001"	5
"211020801"	1
"211020802"	1
"211020901"	1
"211020902"	1
"211020903"	1
"211020904"	1
"211020905"	1
"211020906"	1
"211020907"	1
"211020908"	1
"211020909"	1
"211030801"	1
"211030802"	1
"211030803"	1
"211030804"	1
"211030805"	1
"211030901"	2
"211030902"	1
"211030903"	2
"211030904"	3
"211031001"	5
"211031002"	1
"211031003"	3
"211031004"	1
"211031005"	3
"211031006"	3
"211031007"	2
"211031008"	2
"211040801"	1
"211040802"	1
"211040803"	1
"211040804"	2
"211040805"	2
"211041001"	1
"211041002"	5
"211041003"	3
"211041004"	1
"211050801"	2
"211050802"	2
"211050803"	2
"211050804"	5
"211050805"	3
"211050826"	2
"211050901"	1
"211050902"	1
"211050903"	1
"211050904"	1
"211050905"	1
"211050906"	2
"211050907"	1
"211050908"	1
"211050909"	1
"211051001"	4
"211051002"	2
"211051003"	3
"211051004"	3
"211051005"	4
"211060801"	2
"211060802"	
"211060901"	1
"211060902"	1
"211060903"	1
"211060904"	1
"211060905"	1
"211060906"	3
"211060907"	1
"211061001"	2
"211061002"	5
"211061003"	3
"211061004"	1
"211061005"	5
"211061006"	4
"211061007"	4
"211070901"	5
"211070902"	1
"211070903"	1
"211070904"	1
"211070905"	1
"211070906"	1
"211070907"	1
"211071001"	3
"211071002"	2
"211071003"	2
"211071004"	1
"211071005"	1
"211071006"	1
"211071007"	3
"211080801"	5
"211080802"	2
"211080803"	2
"211080804"	5
"211080805"	4
"211080806"	3
"211080807"	4
"211080808"	4
"211080901"	1
"211080902"	1
"211080903"	3
"211080904"	1
"211080905"	1
"211081001"	5
"211081002"	3
"211081003"	4
"211090801"	2
"211090802"	4
"211090803"	3
"211090804"	4
"211090805"	4
"211090806"	3
"211090807"	3
"211090808"	2
"211090809"	5
"211090901"	1
"211090902"	5
"211090903"	1
"211090904"	2
"211090905"	4
"211090907"	1
"211090927"	2
"211100801"	3
"211100802"	3
"211100803"	3
"211100804"	4
"211100805"	1
"211100806"	5
"211100901"	1
"211100902"	1
"211100903"	1
"211100904"	1
"211110801"	5
"211110802"	3
"211110803"	5
"211110804"	2
"211110805"	1
"211110806"	2
"211110807"	5
"211110808"	3
"211120801"	3
"211120802"	3
"211120803"	1
"211120804"	1
"211120805"	2
"211120806"	1
"211120807"	5
"211120808"	2
"211120901"	3
"211120902"	2
"211120903"	3
"211120904"	4
"211120905"	1
"211120906"	4
"211120907"	1
"211130801"	3
"211130802"	1
"211130803"	4
"211130901"	4
"211130902"	3
"211130903"	1
"211130904"	3
"211130905"	1
"211130906"	1
"211130907"	1
"211130908"	1
"211150801"	5
"211150802"	3
"211150803"	1
"211150804"	2
"211150805"	1
"211150806"	3
"211150807"	1
"211150901"	4
"211150902"	5
"211150903"	2
"211150904"	4
"211150905"	5
"211150906"	1
"211160801"	3
"211160802"	3
"211160803"	4
"211160804"	1
"211160805"	3
"211160901"	1
"211160902"	3
"211160903"	4
"211160904"	3
"211160905"	3
"211160906"	3
"211170801"	1
"211170802"	2
"211170803"	4
"211170804"	4
"211170901"	4
"211170902"	3
"211170903"	1
"211180801"	1
"211180802"	3
"211180803"	1
"211180804"	1
"211180805"	3
"211190801"	2
"211190802"	3
"211190803"	1
"211190804"	4
"211190805"	4
"211190806"	1
"211190807"	1
"211190901"	1
"211190902"	2
"211190903"	1
"211190904"	3
"211190906"	4
"211190907"	1
"211190908"	1
"211190928"	1
"211200801"	1
"211200802"	3
"211200803"	2
"211200804"	1
"211200805"	1
"211200806"	4
"211200901"	1
"211200902"	1
"211200903"	4
"211200904"	3
"211200905"	1
"211200906"	4
"211210901"	1
"211210902"	3
"211210903"	1
"211210904"	3
"211210905"	5
"211210906"	1
"211210907"	1
"211210908"	2
"211220901"	3
"211220902"	5
"211220903"	4
"211220904"	3
"211220905"	3
"211220906"	5
"211230801"	5
"211230802"	1
"211230803"	5
"211230804"	1
"211230805"	1
"211230901"	4
"211230902"	5
"211230903"	3
"211230904"	2
"211230905"	1
"211230906"	5
"211230907"	1
"211240801"	1
"211240802"	5
"211240803"	4
"211240804"	5
"211240805"	3
"211240806"	4
"211240807"	3
"211240808"	4
"211240809"	3
"211240810"	2
"211240811"	3
"211240812"	2
"211240901"	2
"211240902"	1
"211240903"	2
"211240904"	1
"211240905"	5
"211240906"	4
"211250801"	5
"211250802"	3
"211250803"	1
"211250804"	4
"211250805"	2
"211250806"	5
"211250807"	3
"211250808"	5
"211250809"	5
"211260801"	5
"211260802"	1
"211260803"	1
"211260804"	1
"211260805"	3
"211260806"	5
"211260807"	1
"211260808"	1
"211260809"	3
"211260810"	4
"211260901"	1
"211260902"	3
"211260903"	4
"211260904"	1
"211260905"	1
"211260906"	3
"211260907"	1
"211260908"	1
"211270801"	3
"211270802"	1
"211270803"	5
"211270804"	5
"211270805"	1
"211270901"	1
"211270902"	2
"211270903"	1
"211270904"	1
"211270905"	1
"211280901"	1
"211280902"	2
"211280903"	1
"211280904"	2
"211280905"	1
"211280906"	2
"211280907"	1
"211280908"	3
"211280909"	3
"211280910"	3
"211280911"	4
"211280912"	1
"211280913"	1
"211290801"	5
"211290901"	5
"211290902"	1
"211290903"	1
"211290904"	2
"211290905"	1
"211300901"	1
"211300902"	1
"211300903"	1
"211300904"	1
"211300905"	1
"211300906"	1
"211300907"	3
"211300908"	2
"211300909"	2
"211300910"	1
"212010801"	1
"212031001"	5
"212031002"	1
"212031003"	3
"212031004"	1
"212031005"	4
"212031006"	1
"212031007"	3
"212031008"	3
"212031009"	2
"212031010"	4
"212031011"	5
"212031012"	1
"212031013"	2
"212041001"	1
"212041002"	4
"212041003"	2
"212041004"	2
"212041005"	1
"212041006"	3
"212041007"	4
"212041008"	2
"212041009"	4
"212050801"	1
"212050802"	1
"212051001"	1
"212051002"	1
"212051003"	2
"212051004"	1
"212051005"	1
"212051006"	1
"212051024"	1
"212060801"	2
"212061001"	5
"212061002"	1
"212061003"	2
"212061007"	1
"212061008"	1
"212071001"	2
"212071002"	1
"212071003"	1
"212071004"	1
"212071005"	2
"212080801"	4
"212100801"	2
"212100802"	1
"212110801"	3
"212110802"	5
"212120801"	1
"212120802"	2
"212130801"	4
"212220801"	1
"212220802"	5
"212220803"	1
"212220804"	3
"212220805"	1
"212220806"	1
"212220807"	1
"212220808"	1
"212220809"	4
"212220810"	1
"212220811"	3
"212220812"	1
"212230801"	1
"212230802"	1
"212230803"	5
"212230804"	1
"212230805"	3
"212240801"	1
"212240802"	3
"212240803"	1
"212240804"	1
"212250801"	1
"212250802"	5
"212250803"	1
"212250804"	1
"212260801"	1
"212260802"	2
"212260803"	2
"212260804"	1
"212260805"	1
"212260806"	1
"212260901"	1
"212260902"	1
"212260903"	1
"212260904"	2
"212260905"	2
"212260906"	3
"212270801"	1
"212270802"	3
"212270803"	1
"212270804"	1
"212270805"	1
"212270806"	1
"212270807"	1
"212270808"	1
"212270809"	3
"212270810"	1
"212270811"	1
"212270901"	2
"212270902"	5
"212270903"	4
"212270904"	5
"212270905"	1
"212270906"	4
"212270907"	3
"212270908"	3
"212270909"	1
"212280901"	5
"212280902"	4
"212280903"	5
"212280904"	5
"212280905"	4
"212280906"	1
"212280907"	4
"212280908"	1
"212290801"	2
"212290802"	1
"212290803"	1
"212290804"	1
"212290805"	1
"212290806"	2
"212290807"	1
"212290901"	5
"212290902"	1
"212290903"	4
"212290904"	2
"212290905"	5
"212300901"	3
"212300902"	3
"214011001"	
"214011002"	3
"214011003"	5
"214011004"	3
"214020807"	
"214020901"	2
"214020902"	2
"214020903"	4
"214020904"	3
"214020905"	3
"214020906"	3
"214020927"	4
"214050801"	5
"214050901"	5
"214050902"	5
"214050904"	5
"214050905"	5
"214050906"	5
"214050907"	4
"214050908"	5
"214050909"	3
"214050910"	5
"214050911"	5
"214060901"	5
"214060902"	2
"214060903"	5
"214060904"	2
"214060905"	5
"214060906"	5
"214060907"	5
"214060908"	5
"214060909"	2
"214060910"	5
"214060911"	4
"214060912"	2
"214060913"	5
"214060914"	4
"214060915"	3
"214070901"	3
"214070902"	2
"214070903"	4
"214070904"	4
"214070905"	4
"214070906"	2
"214080901"	5
"214080902"	5
"214080903"	3
"214080904"	2
"214090801"	2
"214090802"	5
"214090803"	5
"214090901"	3
"214090902"	2
"214100801"	5
"214100901"	4
"214100902"	2
"214100903"	3
"214100904"	5
"214110801"	4
"214120801"	1
"214120802"	5
"214140901"	4
"214140902"	1
"214140903"	2
"214140904"	3
"214150901"	3
"214150902"	4
"214150903"	3
"214150904"	1
"214160801"	3
"214160802"	5
"214160901"	4
"214160902"	5
"214160903"	4
"214170801"	2
"214170901"	2
"214190801"	4
"214190802"	5
"214190901"	3
"214190902"	2
"214190903"	2
"214190904"	4
"214190905"	3
"214200801"	2
"214200901"	2
"214200902"	2
"214200903"	2
"214200904"	1
"214200905"	3
"214200906"	5
"214200907"	3
"214200908"	2
"214200909"	4
"214200910"	1
"214200911"	3
"214210901"	3
"214210902"	3
"214210903"	4
"214210904"	3
"214210905"	3
"214210906"	2
"214210907"	2
"214210908"	5
"214210909"	5
"214210910"	2
"214220801"	4
"214220802"	5
"214220901"	4
"214220902"	5
"214220903"	3
"214220904"	2
"214220905"	4
"214220906"	4
"214220907"	5
"214220908"	2
"214230901"	2
"214230902"	2
"214230903"	3
"214230904"	2
"214230905"	5
"214230906"	1
"214240901"	5
"214240902"	5
"214240903"	2
"214240904"	2
"214240905"	2
"214240906"	3
"214240907"	
"214250801"	5
"214250802"	2
"214250803"	3
"214260801"	3
"214260802"	4
"214260803"	4
"214260804"	5
"214260805"	5
"214260901"	5
"214260902"	5
"214260903"	4
"214260904"	5
"214260905"	2
"214270801"	2
"214270802"	3
"214270803"	4
"214270901"	3
"214270902"	3
"214270903"	4
"214270904"	5
"214270905"	5
"214280901"	4
"214280902"	4
"214280903"	4
"214280904"	5
"214280905"	5
"214280906"	5
"214290801"	4
"214290802"	5
"214290803"	2
"214300901"	5
"214300902"	5
"215050801"	2
"215050802"	5
"215050803"	4
"215050804"	5
"215080801"	1
"215080802"	1
"215080803"	5
"215080804"	4
"215090801"	3
"215090802"	1
"215090803"	5
"215090804"	4
"215090805"	5
"215090806"	4
"215090808"	5
"215090809"	5
"215100801"	4
"215100802"	4
"215100803"	1
"215100804"	4
"215100805"	5
"215100806"	4
"215100807"	5
"215100808"	1
"215100809"	3
"215100810"	5
"215100811"	2
"215100812"	3
"215100813"	3
"215100814"	4
"215100815"	4
"215110801"	1
"215110802"	1
"215120801"	4
"215120802"	2
"215120803"	3
"215150801"	4
"215150802"	1
"215150803"	2
"215160801"	5
"215160802"	4
"215160803"	1
"215160804"	5
"215160805"	4
"215160806"	2
"215160807"	5
"215160808"	5
"215160809"	5
"215170801"	1
"215170802"	1
"215170803"	3
"215170804"	1
"215190801"	2
"215190802"	1
"215190803"	5
"215190804"	4
"215190805"	2
"215200801"	4
"215200802"	1
"215200803"	5
"215200804"	5
"215240801"	2
"215270801"	5
"215270802"	3
"215290801"	4
"216120901"	4
"216120902"	2
"216120903"	5
"216120904"	4
"216120905"	4
"217120901"	
"217120902"	4
"217120903"	5
"217120904"	5
"217120905"	1
"217120906"	2
"217120907"	2
"217120910"	
"217120922"	
"217120931"	2
"217120932"	1
"217120941"	5
"217130901"	5
"217130902"	2
"217130903"	1
"217130904"	4
"217130905"	5
"217130906"	4
"217130907"	4
"217130908"	1
"217130909"	1
"217130910"	5
"217130921"	4
"217140901"	4
"217140902"	4
"217140903"	1
"217140904"	2
"217140905"	4
"217140906"	5
"217140907"	5
"218020901"	5
"218020902"	5
"218020903"	3
"218020904"	4
"218030901"	5
"218030902"	3
"218030903"	3
"218030904"	4
"218031001"	3
"218031002"	4
"218031003"	4
"218031004"	5
"218031005"	3
"218031006"	5
"218031007"	3
"218031008"	5
"218041001"	3
"218041002"	2
"218041003"	3
"218050901"	2
"218050902"	2
"218050903"	3
"218050904"	3
"218051002"	4
"218051003"	4
"218051004"	4
"218060901"	4
"218060902"	5
"218060903"	4
"218060904"	4
"218060905"	4
"218060906"	4
"218060907"	3
"218060923"	
"218061001"	5
"218061002"	3
"218061003"	4
"218061004"	2
"218061005"	3
"218070901"	2
"218070902"	5
"218070903"	5
"218070904"	4
"218070905"	2
"218070906"	5
"218071001"	4
"218071002"	5
"218071003"	2
"218071004"	3
"218071005"	3
"218071006"	3
"218080901"	3
"218080902"	4
"218080903"	5
"218080904"	4
"218081001"	2
"218081002"	3
"218081003"	4
"218090901"	2
"218090902"	3
"218090903"	2
"218090904"	3
"218100901"	5
"218110808"	4
"218120901"	4
"218120902"	3
"218120903"	3
"218120904"	5
"218120905"	3
"218140901"	1
"218140902"	4
"218150801"	5
"218150802"	3
"218150803"	4
"218150804"	3
"218150805"	5
"218150806"	3
"218150807"	4
"218150808"	4
"218150809"	3
"218150810"	3
"218150811"	3
"218150901"	4
"218150902"	3
"218150903"	5
"218150904"	5
"218150905"	2
"218150906"	5
"218160801"	5
"218160802"	3
"218160803"	5
"218160804"	5
"218160805"	4
"218160806"	5
"218160807"	4
"218160808"	5
"218160809"	4
"218160901"	2
"218160902"	3
"218160903"	3
"218160904"	2
"218160905"	2
"218170801"	3
"218170802"	4
"218170803"	4
"218170804"	3
"218170805"	4
"218170806"	5
"218170807"	4
"218170808"	4
"218170901"	4
"218170902"	5
"218170903"	5
"218170904"	4
"218180801"	3
"218180802"	3
"218190801"	4
"218190802"	5
"218190803"	5
"218190901"	3
"218200801"	5
"218200802"	5
"218200803"	2
"218200901"	5
"218200902"	3
"218210901"	2
"218210902"	2
"218210903"	3
"218220801"	3
"218220802"	3
"218220803"	4
"218220804"	5
"218220805"	3
"218220806"	3
"218220807"	5
"218220901"	5
"218230801"	3
"218230802"	4
"218230803"	5
"218240801"	3
"218240802"	4
"218240803"	3
"218240804"	4
"218240805"	4
"218250801"	4
"218250802"	5
"218250803"	4
"218250804"	5
"218250805"	5
"218260801"	4
"218260802"	4
"218260803"	5
"218260804"	4
"218260805"	5
"218260901"	2
"218260902"	2
"218270801"	5
"218270802"	4
"218270803"	4
"218270901"	2
"218270902"	2
"218280901"	5
"218290801"	3
"218290802"	3
"218290803"	3
"218290804"	5
"218290805"	3
"219011001"	1
"219011002"	1
"219011003"	1
"219011004"	1
"219011005"	2
"219011006"	1
"219011007"	1
"219011008"	4
"219011009"	1
"219011021"	4
"219031001"	3
"219031002"	5
"219031003"	4
"219031004"	1
"219031005"	5
"219031006"	3
"219041001"	4
"219041002"	1
"219041003"	1
"219041004"	1
"219041005"	2
"219041006"	5
"219041007"	4
"219041008"	3
"219041009"	3
"219041010"	1
"219041011"	1
"219041012"	1
"219050801"	5
"219050802"	5
"219050901"	1
"219050902"	3
"219050903"	3
"219050904"	1
"219050905"	1
"219050906"	3
"219050907"	3
"219050908"	3
"219050910"	1
"219050911"	2
"219050912"	1
"219050916"	5
"219051001"	3
"219051002"	3
"219051003"	4
"219051004"	3
"219051005"	5
"219051006"	4
"219051007"	4
"219051008"	1
"219051009"	5
"219051031"	3
"219060801"	5
"219060802"	5
"219060901"	1
"219060902"	1
"219060903"	3
"219060904"	2
"219060905"	3
"219060906"	1
"219060907"	5
"219060908"	3
"219060910"	4
"219061001"	2
"219061002"	3
"219061003"	1
"219061004"	3
"219061005"	2
"219061006"	1
"219061007"	1
"219061008"	5
"219061009"	5
"219061010"	2
"219070901"	1
"219070902"	4
"219070904"	3
"219070905"	1
"219070906"	1
"219070907"	4
"219070908"	2
"219070909"	1
"219071001"	5
"219071002"	5
"219080901"	4
"219080902"	4
"219080904"	1
"219080905"	2
"219080906"	1
"219080907"	3
"219080908"	1
"219080909"	2
"219081001"	2
"219081002"	1
"219081003"	3
"219081004"	1
"219081005"	4
"219081006"	5
"219081007"	1
"219090801"	4
"219090802"	5
"219090803"	3
"219090901"	4
"219090902"	3
"219090903"	4
"219090904"	4
"219100801"	4
"219100802"	5
"219110801"	5
"219110802"	1
"219110803"	1
"219120901"	1
"219120902"	2
"219120903"	1
"219120904"	1
"219120905"	1
"219120906"	1
"219120907"	1
"219120908"	1
"219120909"	1
"219120910"	1
"219120911"	4
"219120912"	1
"219120913"	1
"219130901"	1
"219130902"	1
"219130904"	1
"219130905"	5
"219130906"	1
"219130907"	1
"219130908"	1
"219130909"	1
"219130910"	1
"219130911"	1
"219130912"	1
"219130913"	1
"219130914"	1
"219130915"	1
"219140901"	1
"219140902"	5
"219140903"	1
"219140904"	1
"219140905"	2
"219140906"	1
"219150801"	1
"219150802"	3
"219150803"	1
"219150804"	1
"219150805"	5
"219150901"	1
"219150902"	1
"219160801"	1
"219160802"	3
"219160803"	5
"219160901"	1
"219160902"	1
"219160903"	1
"219160904"	1
"219160905"	5
"219160906"	1
"219160907"	5
"219160908"	2
"219160909"	2
"219160910"	1
"219160911"	1
"219170801"	3
"219170802"	2
"219170901"	1
"219170902"	1
"219180801"	4
"219190901"	1
"219190902"	1
"219190903"	1
"219190904"	4
"219190905"	1
"219190906"	1
"219190907"	1
"219190908"	3
"219190909"	1
"219200801"	1
"219200901"	4
"219200902"	1
"219200903"	1
"219200904"	2
"219200905"	2
"219200906"	1
"219200907"	1
"219200908"	1
"219200909"	1
"219200910"	1
"219200911"	1
"219200912"	1
"219200913"	1
"219210901"	2
"219210902"	1
"219210903"	1
"219210904"	5
"219220801"	1
"219220802"	1
"219220803"	1
"219220804"	3
"219220805"	1
"219220806"	2
"219220807"	1
"219220808"	1
"219220809"	2
"219220810"	1
"219220901"	4
"219220902"	4
"219220903"	1
"219220904"	1
"219220905"	1
"219220906"	1
"219220907"	1
"219220908"	1
"219220909"	1
"219220910"	2
"219220911"	1
"219220912"	1
"219220913"	1
"219220914"	1
"219220915"	1
"219220916"	1
"219220917"	2
"219230801"	2
"219230802"	1
"219230803"	1
"219230804"	2
"219230805"	1
"219230806"	1
"219230807"	2
"219230808"	2
"219230901"	2
"219230902"	1
"219230903"	1
"219230904"	1
"219230905"	1
"219230906"	5
"219230907"	1
"219230908"	1
"219230909"	2
"219230910"	1
"219230911"	1
"219230912"	5
"219230913"	
"219230914"	
"219230915"	
"219230916"	
"219230917"	
"219230918"	
"219230927"	2
"219230928"	1
"219230935"	2
"219230936"	1
"219240801"	3
"219240802"	1
"219240803"	1
"219240804"	5
"219240805"	1
"219240901"	1
"219240902"	1
"219240931"	1
"219250801"	1
"219250802"	1
"219250803"	1
"219260801"	1
"219260802"	1
"219260803"	1
"219260804"	1
"219260805"	1
"219260806"	1
"219260807"	1
"219260808"	1
"219270901"	1
"219270902"	1
"219270903"	1
"219270904"	1
"219270905"	2
"219270906"	1
"219280901"	1
"219280902"	1
"219280903"	1
"219290901"	1
"219290902"	1
"219290903"	2
"219290904"	3
"219300901"	4
"220031001"	3
"220031002"	4
"220041001"	3
"220041002"	2
"220041003"	4
"220041004"	5
"220041005"	5
"220051001"	5
"220051002"	1
"220051003"	3
"220051004"	5
"220051005"	5
"220051006"	1
"220051007"	4
"220061001"	3
"220061002"	4
"220071001"	4
"220081001"	4
"220081002"	3
"220150801"	5
"220150802"	3
"220160801"	4
"220160802"	4
"220160803"	4
"220160804"	4
"220160805"	5
"220160806"	4
"220160807"	3
"220170801"	4
"220170802"	4
"220170803"	3
"220170804"	4
"220170805"	3
"220170806"	4
"220180801"	4
"220180802"	5
"220180803"	2
"220190801"	5
"220190802"	4
"220190803"	4
"220190804"	2
"220190805"	4
"220200801"	3
"220200802"	2
"220200803"	5
"220200804"	4
"220200805"	1
"220230801"	3
"220230802"	5
"220250801"	2
"220250802"	4
"220260801"	1
"220260802"	3
"220260803"	2
"220260804"	2
"220260805"	2
"220260806"	2
"220260807"	1
"220270801"	5
"220270802"	4
"220270803"	5
"220290801"	2
"220290802"	2
"221080801"	3
"221080802"	2
"221080803"	2
"221090801"	4
"221090802"	2
"221090803"	3
"221090804"	2
"221090805"	3
"221160801"	3
"221160802"	3
"221160803"	1
"221170801"	4
"221170802"	2
"221200801"	2
"221200802"	3
"221240801"	2
"221240802"	2
"221240803"	3
"221240804"	2
"221240805"	5
"221240806"	5
"221240807"	2
"222210901"	4
"223040801"	2
"223040802"	2
"223050801"	5
"223060801"	3
"223090801"	3
"223090802"	2
"223090803"	2
"223170801"	5
"223170802"	2
"223180801"	2
"223200801"	2
"223200802"	2
"224011001"	5
"224011002"	3
"224011003"	2
"224011004"	3
"224011005"	4
"224011006"	3
"224011007"	4
"224020901"	4
"224020902"	5
"224020903"	4
"224020904"	3
"224020905"	4
"224020906"	5
"224020907"	4
"224020908"	5
"224020909"	4
"224020910"	2
"224030901"	5
"224030902"	3
"224030903"	3
"224030904"	5
"224031001"	2
"224041001"	5
"224041002"	2
"224041003"	5
"224041004"	4
"224050901"	5
"224050902"	5
"224050903"	4
"224050904"	2
"224050905"	3
"224050906"	4
"224050907"	2
"224051001"	3
"224051002"	3
"224060901"	3
"224060902"	3
"224060903"	3
"224060904"	2
"224060905"	4
"224060906"	4
"224070901"	4
"224070902"	2
"224070903"	4
"224070904"	3
"224070905"	1
"224070906"	3
"224070911"	
"224070921"	1
"224070922"	2
"224070924"	
"224070925"	
"224070926"	
"224070934"	4
"224070935"	4
"224070936"	5
"224070946"	3
"224071001"	2
"224080801"	5
"224080901"	4
"224080902"	2
"224080910"	2
"224081001"	5
"224090801"	4
"224090802"	5
"224090901"	4
"224090902"	4
"224090903"	4
"224090904"	3
"224090921"	5
"224090922"	5
"224100801"	5
"224100803"	4
"224100804"	5
"224100825"	5
"224100827"	5
"224100901"	5
"224100902"	3
"224110803"	5
"224110810"	5
"224120901"	5
"224120902"	4
"224120903"	3
"224120904"	2
"224120905"	3
"224130901"	5
"224130903"	5
"224139002"	4
"224140901"	3
"224150901"	4
"224160801"	3
"224160901"	3
"224160902"	2
"224160903"	3
"224170901"	3
"224170902"	2
"224180801"	3
"224180802"	4
"224190801"	5
"224190802"	5
"224190803"	5
"224190901"	3
"224190902"	5
"224190903"	3
"224200801"	5
"224200802"	4
"224200803"	5
"224200901"	5
"224200902"	5
"224200903"	3
"224200904"	3
"224200905"	3
"224200906"	2
"224200907"	5
"224200908"	2
"224210901"	3
"224210902"	4
"224210903"	2
"224210904"	3
"224210905"	2
"224210906"	2
"224210907"	2
"224210908"	5
"224210909"	3
"224210910"	3
"224220801"	3
"224220802"	2
"224220803"	4
"224220804"	2
"224220805"	3
"224220806"	3
"224220807"	2
"224220901"	5
"224220902"	5
"224220903"	4
"224220904"	4
"224220905"	2
"224220906"	5
"224220907"	5
"224230801"	2
"224230802"	5
"224230803"	2
"224230804"	2
"224230805"	3
"224230806"	2
"224230901"	2
"224230902"	4
"224230903"	2
"224230904"	2
"224230905"	3
"224230906"	3
"224230907"	2
"224240406"	
"224240801"	2
"224240802"	2
"224240803"	2
"224240804"	5
"224240805"	1
"224240806"	4
"224240807"	5
"224240901"	5
"224240902"	5
"224240903"	2
"224240904"	3
"224240905"	3
"224240906"	2
"224250801"	2
"224250802"	4
"224250803"	5
"224250804"	2
"224250805"	4
"224260801"	2
"224260802"	3
"224260803"	2
"224260804"	4
"224260805"	2
"224260901"	3
"224260902"	5
"224260903"	5
"224260904"	4
"224260905"	4
"224260906"	3
"224260907"	4
"224270901"	4
"224270902"	5
"224270903"	4
"224270904"	4
"224270905"	5
"224270906"	5
"224270907"	1
"224270908"	5
"224270909"	3
"224270910"	4
"224270911"	2
"224280901"	5
"224280902"	5
"224280903"	4
"224280904"	3
"224280905"	2
"224280906"	5
"224280907"	3
"224280908"	5
"224280909"	4
"224280926"	3
"224280927"	2
"224290801"	5
"224290802"	4
"224290803"	5
"224290804"	4
"224290805"	3
"224290806"	4
"224290901"	5
"224290902"	3
"224290903"	2
"224290904"	3
"224290905"	4
"224290906"	2
"224290921"	3
"224300901"	3
"224300902"	3
"224300903"	4
"224300904"	4
"224300905"	4
"226120901"	4
"226120902"	3
"226120903"	2
"226120904"	4
"226120905"	3
"226120906"	2
"226120907"	3
"226120908"	3
"226120909"	2
"226130901"	3
"226130902"	3
"226130903"	3
"226130904"	5
"226130905"	3
"226130906"	5
"226130907"	2
"226130908"	2
"226130909"	3
"226130910"	2
"226130911"	3
"226130912"	2
"226140901"	5
"226140902"	4
"226140903"	3
"226140904"	3
"226140905"	2
"226140906"	3
"226140907"	1
"226140908"	4
"226140909"	2
"226140910"	
"226150801"	5
"226150802"	3
"226150803"	2
"226150804"	3
"226150805"	4
"226150806"	3
"226150832"	1
"226160801"	3
"226160802"	
"226160803"	5
"226160804"	1
"226160805"	5
"226170801"	3
"226170802"	1
"226170803"	1
"226170804"	5
"226170805"	2
"226170806"	1
"226210901"	5
"229240901"	
"230020901"	3
"230020902"	4
"230020903"	4
"230020904"	3
"230020905"	
"231041001"	2
"231041002"	4
"231220901"	4
"231230901"	2
"231290901"	5
